"asc_ruta1","asc_ruta2","asc_ruta3","b_time","b_dist","b_cong","b_CSECO","b_Hvalle","b_Joven30","b_Adulto40","b_Adulto60","logLike"
0,0,0,0,0,0,0,0,0,0,0,-390.935009835809
0,0,0,0,0,0,0,0,0,0,0,-390.935009835809
0,0,0,0,0,0,0,0,0,0,0,-390.935009835809
0.00399999998990097,-0.0120000000060827,-0.0167999999939639,0.112401923997822,-0.00713946406904143,0.0214400000004389,0.0206400000024587,0.00944000001254608,0.00064000001657405,0.00672000000122353,0.0123200000052748,-377.173417086378
0.199676858216982,-0.301189854501922,-0.494134424757263,0.122136356082533,-0.539263545637716,0.223633593845522,0.496328680014339,0.206504179331469,0.0157921158251866,0.172117049008359,0.286824392179997,-332.463592350814
0.433965837468112,-0.417357011478429,-0.757030174853079,0.119217199429889,-0.386491452844952,0.127592234790104,0.594540432649708,0.223920663329584,0.0101858111912599,0.234643094514322,0.311804784629082,-318.126629186705
0.46466223951687,-0.413278288299124,-0.799604548671537,0.12107496285418,-0.401744434646193,0.151669060591556,0.562883711133577,0.196232451986953,-0.00359076318220548,0.25103900643085,0.267914223752561,-317.348120999044
0.45234813020751,-0.407701203882108,-0.845051158027579,0.129390333260886,-0.42601887938055,0.116349640384908,0.548479924963207,0.168810579798061,-0.0216660390265215,0.277765721434808,0.230441031167167,-316.81639099578
0.267890912091552,-0.438422406561397,-1.04711166551877,0.115610105621457,-0.361050806212667,0.142513162804235,0.567558927582525,0.0670384485375267,-0.12891842437202,0.393853340221683,0.119242617294282,-315.484137895286
-0.290714169946459,-1.46032957946113,-1.66626212824426,0.0959660417835875,-0.239139501900155,0.0770531089961763,0.260472732587336,-0.363507581472054,-0.830183145745965,0.224732879751398,-0.145032075896318,-310.914859638969
-0.455630360061275,-1.56348358335917,-1.96633122081879,0.0911216622450129,-0.2033221325229,0.0585910500714858,0.135937546931614,-0.309574791004537,-0.994137784514088,-0.00645354457495911,-0.196442322361274,-308.677108341838
-0.495233971761091,-1.62461183416907,-2.01557408002671,0.0888455224956789,-0.192378518876546,0.0502512506300437,0.139170208055003,-0.206478568663421,-0.99024060610309,-0.0593376759978723,-0.32639665208226,-308.093144497434
-0.529290382408949,-1.62706080681845,-2.10483448712586,0.0888436751778954,-0.189784439684884,0.0418492343624025,0.264139802208241,-0.274780814431524,-0.906979443840609,-0.281483088381186,-0.476429772296121,-307.634742269081
-0.558055599954503,-1.60728561489884,-2.1787912477796,0.0863389685385107,-0.181032081326686,0.0364391206582646,0.213444455904916,-0.190739654272354,-0.954336379018574,-0.312634962998397,-0.485927588290608,-307.125864779348
-0.615126417389197,-1.6044579982989,-2.3020290716117,0.0815921154681033,-0.171965305905339,0.0310643986234925,0.114992662125272,-0.0755213435165892,-0.949267523418406,-0.343011293628727,-0.49728558051828,-306.872308395125
-0.60650727743601,-1.59556273092164,-2.29482103479633,0.0816404998859191,-0.172778199351512,0.0301964529351547,0.130161636546347,-0.0722641130155066,-0.980165411193958,-0.3478135723105,-0.503378998093,-306.866574056308
-0.600097402885169,-1.59241240340552,-2.29018041205715,0.0815360087643064,-0.175207794907641,0.030199624903706,0.141844783929287,-0.0740295410216231,-0.998600970110177,-0.350047358070459,-0.505872471247006,-306.864255878623
-0.599907858938217,-1.59237811857104,-2.29078730089956,0.0813970370258479,-0.175761945366233,0.0302793609154504,0.142421834670209,-0.0743587093246377,-0.998616969451579,-0.350016224577804,-0.505525649301427,-306.864133127011
-0.600055925794361,-1.59247296356118,-2.29098120152253,0.0813579912266601,-0.175862143436545,0.0303138868064338,0.142113226890324,-0.0744048440064087,-0.997800412035465,-0.349880957423194,-0.50529272459631,-306.86412702516
-0.600084964808651,-1.59247119137052,-2.2909417313445,0.0813530800089511,-0.175864752085368,0.0303161201254451,0.142060486164346,-0.0744019303137226,-0.997701614052276,-0.349870639716458,-0.505271047740897,-306.864126880441
