"asc_ruta1","asc_ruta2","asc_ruta4","b_tt","b_dt","b_CongCD","b_CongEF","b_Sem","b_ACC_1","b_ACC_2","b_SI_CAMFD","b_SI_PANEL","b_SI_ZER","b_Si_MTRP","lambda1","lambda2","lambda3","lambda4","asc_LV1","asc_LV2","asc_LV3","asc_LV4","zeta_FRbr","zeta_EnfCond","zeta_AFrSem","zeta_CulFr","zeta_OmLmVel","zeta_IgPare","zeta_UsoCel","zeta_PasoPeaton","zeta_UsoDirec","zeta_UsoPito","tau_FRbr_1","tau_FRbr_2","tau_FRbr_3","tau_FRbr_4","tau_EnfCond_1","tau_EnfCond_2","tau_EnfCond_3","tau_EnfCond_4","tau_AFrSem_1","tau_AFrSem_2","tau_AFrSem_3","tau_AFrSem_4","tau_CulFr_1","tau_CulFr_2","tau_CulFr_3","tau_CulFr_4","tau_OmLmVel_1","tau_OmLmVel_2","tau_OmLmVel_3","tau_OmLmVel_4","tau_IgPare_1","tau_IgPare_2","tau_IgPare_3","tau_IgPare_4","tau_UsoCel_1","tau_UsoCel_2","tau_UsoCel_3","tau_UsoCel_4","tau_PasoPeaton_1","tau_PasoPeaton_2","tau_PasoPeaton_3","tau_PasoPeaton_4","tau_UsoDirec_1","tau_UsoDirec_2","tau_UsoDirec_3","tau_UsoDirec_4","tau_UsoPito_1","tau_UsoPito_2","tau_UsoPito_3","tau_UsoPito_4","logLike"
1.67563961929157,0.795944529588674,1.79306485961937,0.497189517259452,-0.719016060538994,-0.274997151008033,0.056018262683705,0.322889341767006,-0.38099941925038,-1.97284549457543,-0.539152941870755,-0.578426001421705,-0.11670207853927,0.140989556807703,-0.238954095418567,0.12562812961667,0.194844959463202,0.143311302051377,-1.10185282312442,-2.46141671074219,2.28332236142834,-0.397603233741611,3.97123003108641,3.90080099170571,3.77459155027159,1.52866021163156,0.724322184475957,0.41843531012394,0.610498558442155,1.33225807675762,1.70503570204639,2.73270859297617,-6.16620601410592,-0.6655740181925,0.707137159118548,5.28200548638793,-5.64706750980126,0.0512195748317191,1.52520099205391,5.24523053187652,-5.54596238003858,0.446629622537212,1.42239215978799,6.11246683496028,-3.52887173715896,-1.25371791339355,-0.186843642341798,2.28295382787625,-2.09479544303928,0.264908391515473,0.753648493869669,2.02292358470609,-1.42015826322936,1.18899754201576,1.50759152099958,2.61478489068111,-2.51458191388819,-0.41136946438099,0.578249862470805,2.77556840596151,-1.65705828736668,-0.133846477903917,1.09788250361711,3.210140027794,-3.86743131273628,-1.94636567207603,-0.910844414359998,1.6629684321114,-4.80269985191519,-0.320194768388035,0.620735776269294,2.90173955919264,-3388.48895469013
1.47654384841423,0.657152652010856,1.73986976684305,0.663617575813055,-0.791359797743672,-0.223134777521896,0.103313452599328,0.0835753354817557,-0.418931379483442,-2.20424986960598,-0.756616193879539,-0.487991346370242,-0.160578948690387,0.121443810558822,-0.053300854011665,0.0463697381828998,0.139815533302942,0.130983917869598,-1.20649864451617,-2.45078108024776,2.32664789883319,-0.327785533432667,4.37313610448583,4.29142425854549,4.02262247983546,1.13633487921545,0.741988397400646,0.330753900973306,0.744187187954281,1.33514151375353,1.69659652549719,2.71207585414708,-6.75290239094857,-1.03926123222305,0.500238515218139,5.45331913202947,-6.07907363715202,-0.162747408530068,1.50687305377431,5.52609140580828,-5.90695710103329,0.177212363781829,1.18922845915117,6.40287129643581,-3.35516628939047,-1.15715642796281,-0.104977603265278,2.20809618393742,-2.35309757155373,0.0239911150370784,0.672899714638838,1.83842095720865,-1.08404929302876,1.3142777009963,1.68438735353965,2.83274426530321,-2.55209419159288,-0.648594304772415,0.0914999684173266,2.94653529685012,-1.76261609233613,-0.0425680190716099,0.875121001511778,2.97790993233616,-3.65916336156921,-1.88936971075619,-1.07371470903125,1.66646854625527,-4.74702343300169,-0.410675093688553,0.457224261231315,2.68857606920544,-3388.43322301373
1.51171399478132,0.542301314208495,1.67183840484752,0.685605617802872,-0.746064791366086,-0.0638621415644833,0.0744434806613473,0.135550822306182,-0.390398379833984,-2.31189042017664,-0.857257130859254,-0.28595919307065,-0.0986545574454199,0.143854637839788,0.0380364460112531,-0.047182426967107,0.115698846056106,0.132315698198478,-1.23121364278141,-2.49426059210257,2.31246160245672,-0.346044204036589,4.58113806057053,4.42527216450457,4.12859143448333,1.26091320680622,0.769038663405638,0.318356998527992,0.877790246248119,1.3594654375791,1.81924396020115,2.68736332686472,-7.06339190043882,-1.19439901175285,0.353823350943335,5.49140133190609,-6.35939250612713,-0.254717889281025,1.46581269104485,5.62172972920258,-6.1179422700425,0.0788434475731363,1.05328610998864,6.47642643568916,-3.23521310943009,-1.12474115647893,-0.248683624466429,2.31952528785235,-2.58492696461008,-0.0837206508234015,0.711627423540827,1.6902479381541,-1.05652694145659,1.39853819552336,1.83520253636154,3.00707424890869,-2.68843286862024,-0.842954346169752,0.133444265533402,3.03209343225672,-1.90524425687642,-0.0958083392764689,0.657704695295256,2.86138052767922,-3.55491217118297,-1.81592698714745,-0.993300755807634,1.67081009972827,-4.68754041971675,-0.368090012228594,0.32921804468135,2.58845470118765,-3385.17376942652
1.55121059572802,0.515620097508953,1.63790789559319,0.679076340949989,-0.718681265542541,-0.00624785306214523,0.0707826890204544,0.182227600927084,-0.37286341165596,-2.34388912999766,-0.883021649079578,-0.219271839856059,-0.0693760591228802,0.15069338675696,0.0611469128523282,-0.0516252082606934,0.138977354053614,0.128631719108242,-1.23076098344306,-2.48869706460566,2.29130523529904,-0.334562790807376,4.6570402897726,4.46142357748556,4.17275825998608,1.25466779099411,0.788402465844217,0.331786413803666,0.8990304112854,1.36357897564132,1.82768633231732,2.67147465467592,-7.15500907258172,-1.22396811573582,0.303039388172099,5.49381089492268,-6.45637891655956,-0.270136006108333,1.44637986557243,5.63788550927341,-6.17894627038891,0.0602332749265639,1.01981061683557,6.48142627778852,-3.23917087118754,-1.1725580551254,-0.28264452813259,2.37902642121188,-2.6599679352957,-0.0979101989632594,0.712277403386604,1.64139013334952,-1.08141013252251,1.44645519123254,1.88506924092997,3.07195811228283,-2.77508005010936,-0.819381346079751,0.118820643522093,3.0591477097991,-1.94290784446291,-0.190513948938054,0.641463581697979,2.81909331888738,-3.53080459476305,-1.78798775816486,-0.953564921074778,1.69585243338425,-4.66992839174675,-0.360358164485246,0.309828635821252,2.56037337064049,-3381.43724231202
1.67140873076019,0.581721499811748,1.53307611932337,0.59466780991317,-0.577201315133854,0.0601107384199718,0.0954076340621051,0.241071074223002,-0.321192272699871,-2.37695033710577,-0.850910681817151,-0.195677304675783,0.000213561168366641,0.138990432823726,0.0477810817612782,-0.0884284166596039,0.23495509583301,0.13325474554812,-1.24353315227757,-2.47684977097862,2.2731851701358,-0.364041372113684,4.76267864383685,4.51526950090007,4.2493878249971,1.35500010854345,0.80154846849241,0.376969939277383,0.887394088092831,1.31510244920593,1.83583817413123,2.5719025211856,-7.29543488013904,-1.23681253288132,0.208262440973375,5.45230521242736,-6.62002255336987,-0.271495331801398,1.38362259937656,5.59864243728467,-6.26308951944311,0.0451578205866364,1.0086479391961,6.4039379141997,-3.45276949375592,-1.29035887150731,-0.264659595816004,2.50736840696545,-2.70998896916257,-0.0939367290418508,0.548645731948756,1.59388328272956,-1.20705375234261,1.52841193261666,1.92186382861251,3.22547535345384,-2.81457534286191,-0.794956783345144,0.110242703039869,3.07344877866639,-1.99954579414676,-0.167172508367951,0.464624607263862,2.80689209387015,-3.56256104137461,-1.72000040242121,-0.905714169461056,1.72890930930879,-4.64172346929347,-0.501855981267589,0.47011155692218,2.53815817628047,-3379.61388173512
1.8160873647976,0.763674728681521,1.38392412081589,0.444007355980876,-0.348691101709449,0.0989219092440232,0.147963663426533,0.252941263997515,-0.256614249348373,-2.39156283740563,-0.747720403986106,-0.278694716710482,0.0783710804969699,0.0980595989979429,0.00640989135018166,-0.275396203201602,0.28060329663261,0.191648025187123,-1.2469196358231,-2.58309335803528,2.35539760538211,-0.370880091834925,4.8834393772315,4.52293178237574,4.33690127706493,1.54916020735933,0.714461740201567,0.363332348627595,0.886300641844449,1.32809284303593,1.84819821237672,2.50204753898774,-7.44019638848185,-1.22350498574864,0.0872370646151304,5.35359229576774,-6.84698458903646,-0.291119042750023,1.28572635996011,5.47703174196401,-6.35437457093565,0.104907133889981,0.975689799694945,6.21930085678081,-3.91419676186219,-1.32161170260937,-0.356863403713234,2.67121960190218,-2.64584063174104,-0.248240051716898,0.327288645668691,1.5413509866803,-1.34601341314002,1.45919673707415,1.97772591049388,3.44581534038407,-2.73145409676527,-0.777907999695999,0.107669157555514,3.05293348544859,-1.9997197385028,-0.33049042903406,0.517525359886005,2.73968004592592,-3.66172503046082,-1.63514479558975,-0.911473246753718,1.74073801900073,-4.56861215657003,-0.550776822608547,0.592189641034455,2.54954708022509,-3378.77563539851
2.02696965905666,0.966642104135273,1.22224178899546,0.282885168806781,-0.199215517116423,0.0922677255509722,0.226378005057349,0.258176686723565,-0.213023977833357,-2.39444786851811,-0.636734006058264,-0.438116511894176,0.106828507891115,0.0459333675127477,-0.0937395706516608,-0.346960033530164,0.252301672434746,0.214875895528632,-1.22487676299971,-2.45240446878854,2.30736975587567,-0.355081088598984,5.01031794172636,4.53129232222592,4.44481168870222,1.75374825544198,0.779767846130151,0.463682393613849,0.834370261454383,1.30347908167138,1.77949342581871,2.54544459146982,-7.5325828566814,-1.15538513605047,0.0165235021888127,5.23834591803914,-7.05799124158644,-0.282478882102703,1.19141306465872,5.30121755611001,-6.41543934857104,0.223498487039245,1.00417888767713,5.9784863049027,-4.38940844220363,-1.44727663129969,-0.516667074801652,2.8080701445728,-2.60241459843814,-0.364183471407866,0.20960532922915,1.46657510327204,-1.41749358564872,1.36643336696765,1.95821086731368,3.65089445502386,-2.59057703121214,-0.725997171022816,0.0749450682624725,3.02012980158854,-1.97391440475427,-0.249248895605061,0.530678669551425,2.70250956222427,-3.78560258730491,-1.70310011436157,-0.891809418946871,1.74581209094886,-4.50638001287313,-0.289736930295912,0.488981252243032,2.61425257034974,-3376.94074517769
2.12359471570259,1.0930526890895,1.13039223701156,0.285396223574622,-0.188590409334952,0.0648156138454976,0.260908727397224,0.280539694522986,-0.226885332668621,-2.37408488387891,-0.550956950412368,-0.523541733991904,0.084222133283191,0.0316487519203832,-0.129346965979846,-0.489754920699627,0.184563941561275,0.305732259272895,-1.22079063650294,-2.47232054321016,2.33071322564205,-0.367241612526473,5.07784727749905,4.61862532256474,4.48546835744542,1.94881998796184,0.788531040018803,0.452564275465833,0.801211007141881,1.3790092044781,1.74809752672668,2.48662238370512,-7.53693448829673,-1.1549451991392,0.067221126818985,5.15361742672604,-7.10183832209499,-0.320580278699136,1.16875413409797,5.14489001678198,-6.43828690193153,0.345350273312017,1.01723434819287,5.78620217956921,-4.60751805250759,-1.792174887592,-0.525260077868863,2.8099711221217,-2.69178575764078,-0.341346546669883,0.22719712239903,1.39054583893131,-1.43292891762825,1.33173370458568,1.7842843018567,3.75424403081275,-2.50439061672814,-0.642629916026625,0.137451342280599,2.9668295509682,-1.90865080415383,-0.173155207192386,0.624526924489712,2.67998474194518,-3.88602424781318,-1.81505234392891,-0.907018533589457,1.7034719944759,-4.51807659348967,-0.173939243895864,0.429901621350726,2.68284502718431,-3375.03606898173
2.24855784898528,1.17499547018774,1.02889842952706,0.394057518029688,-0.287162943614434,0.0339708525678445,0.281811101493118,0.315533933502323,-0.276647028614535,-2.34414415342881,-0.499209499158419,-0.538842470913664,0.0270248467952173,0.047097558317131,-0.200245131952255,-0.533492916819511,0.148834956625827,0.355239252028805,-1.20474839958171,-2.44256182248165,2.33602387521291,-0.353658267713883,5.14313895874449,4.73551170794144,4.53370043166543,2.06529880565312,0.837474776891932,0.461774299453163,0.766554466329285,1.42871084073984,1.70503459180054,2.50888580397275,-7.49580409814934,-1.14762515531134,0.19819865746897,5.08425972592698,-7.10161192327347,-0.362368466159094,1.19089034531378,4.97241871103008,-6.4319421911999,0.465716208544177,1.08772724284452,5.58819426758081,-4.81470740961541,-1.95088490002249,-0.81440986147345,2.74963084787609,-2.79944004563022,-0.304307185954793,0.370191944040433,1.29696684642251,-1.39519793877125,1.25563148242397,1.5903210104194,3.79863881190505,-2.46362597339261,-0.531025945519869,0.256531021218037,2.91230939596002,-1.84008303857193,-0.111000850864389,0.732929444987655,2.76253765593147,-3.99169694293731,-1.89087056769051,-1.03125180316955,1.65167647422492,-4.51938810275312,-0.264610818403358,0.539075231171682,2.75129645802651,-3371.96568503954
2.30194928031315,1.17091364974111,0.986221949692159,0.516304875573402,-0.389706971338535,0.036887655427546,0.22615145251649,0.306252050433528,-0.325564737259503,-2.32094124730177,-0.508311577361926,-0.46466835853899,-0.00367001363759623,0.0896588439170841,-0.241915882363257,-0.488201732900513,0.257513011773813,0.366246948576324,-1.19302303083185,-2.50419545983226,2.31738260942645,-0.326345422891696,5.13641172349737,4.77654288204764,4.54893237421796,2.11053724596812,0.808432407952768,0.456613326501777,0.765226391328969,1.46947616317193,1.71246553107992,2.62177049912788,-7.46513343866067,-1.11331184265483,0.28329168427836,5.07899904028349,-7.08805927602874,-0.369265406284782,1.23346750361642,4.89917668726472,-6.41157517231038,0.499150159147784,1.15550285815528,5.50947852297636,-4.87619286846729,-2.04495048741238,-0.865735558752857,2.63833986762116,-2.76963418066734,-0.231984682593652,0.343293324937549,1.29854339034499,-1.42710397727387,1.16688627782301,1.59062454341395,3.74765762969565,-2.41986792531499,-0.501072198142605,0.288396190822978,2.89625315994061,-1.84765520607434,-0.132847610246496,0.739812843102385,2.90977581433571,-4.04808753379796,-1.92925310889914,-1.05015202704873,1.60261221949031,-4.52453729437841,-0.263745010943208,0.525038265687916,2.78369384475437,-3369.5670165859
2.33218504615086,1.14583185272216,0.96248089137459,0.618192452161234,-0.524993444789642,0.0362918239382814,0.121217543822667,0.281826312702872,-0.386299348224293,-2.29577734550908,-0.56557090460414,-0.371149771621563,-0.0279953173025212,0.150774158513643,-0.265565255221741,-0.439371061480791,0.320572556374202,0.364733252836777,-1.18327632342871,-2.54758182006375,2.26093315995938,-0.336390713421875,5.10310193383099,4.84971808044259,4.5458020973734,2.14043530378672,0.779696105163963,0.48532813080297,0.745950249273037,1.59383789287627,1.75278425639061,2.62188022813649,-7.42792566244277,-1.03091765385697,0.363614649523516,5.10677476776388,-7.04096098767847,-0.315938505691627,1.2994463834132,4.84666106106726,-6.3896814268697,0.485886781396478,1.27246114714399,5.44835130823558,-4.92352558820633,-2.05554033601647,-0.895960650151358,2.47854826581776,-2.63141807584787,-0.300803478227408,0.394722005563949,1.32973824238435,-1.57417425055992,1.24696036093176,1.54040792146939,3.61371377703509,-2.39796455237767,-0.482911955485249,0.275880823520948,2.90455507274409,-1.90529319836495,-0.159917360718988,0.756151925575803,3.02539571606499,-4.10338033522687,-1.95852391582314,-1.03170996806744,1.5625722996071,-4.65750551475073,-0.262504209832454,0.492746345492443,2.81967387199247,-3368.15494438443
2.31975218322529,1.12325979080248,0.973646406618059,0.621165805846789,-0.589636582482172,0.00278212424043708,0.0547728189250055,0.263586106167356,-0.414148118357059,-2.28653831816653,-0.633157441983671,-0.353975280181202,-0.027695190130972,0.186690471079518,-0.24362846002069,-0.413690920322417,0.285125296049394,0.350810995277061,-1.1828071322825,-2.52385689355644,2.21041973998364,-0.351824643316243,5.07072134470494,4.84204702940219,4.52214450690503,2.13551215516599,0.80139736495232,0.522084933609178,0.76229431812673,1.68629536037488,1.78539703633808,2.61485816962311,-7.40055093101679,-0.952367024501714,0.399656142500961,5.16150768273291,-7.04103678689581,-0.238556181747898,1.36599029370701,4.85300685069946,-6.39096461933205,0.530357610021557,1.28588761276314,5.44653065075959,-4.90233784321797,-2.03995783832478,-0.865515226581881,2.38005956140194,-2.61080839447423,-0.22216109704696,0.415524008146421,1.37660843609621,-1.65700330051434,1.19887363949946,1.6257586992585,3.45003704217277,-2.42416456451807,-0.50972861124928,0.28173682987671,2.93738028765787,-1.98615006381676,-0.157610056237141,0.811345039591697,3.01287710698044,-4.12910406757523,-1.93449386947603,-1.04722090515253,1.5687504888107,-4.8026435885044,-0.299563344059277,0.507812532681629,2.83207560952316,-3366.65741637625
2.23762902355305,1.13744085551362,0.986501933670203,0.630640759945658,-0.559067672781163,-0.0796836580292591,0.037970184326062,0.267663533421772,-0.413988258049889,-2.28334949249712,-0.697232736177518,-0.367325141580789,0.00189378429957723,0.216791244546454,-0.194506823250408,-0.40447555450668,0.264543244092955,0.318846922811176,-1.17957011292355,-2.51124646747231,2.21029807236574,-0.357714042742352,5.01208926159152,4.70779896019548,4.47565375724584,2.09622265830566,0.810454043542532,0.53150679868556,0.780611894707868,1.71572422709169,1.81502231014928,2.77930124018364,-7.37580256495913,-0.912405840810011,0.455008603384412,5.25634055808181,-7.11096882482024,-0.180819254024705,1.47432328141416,4.90796646822311,-6.39787386355982,0.55340083105747,1.28284534700453,5.48794714305708,-4.81192210897494,-2.01806896429407,-0.8149609792046,2.3136094257625,-2.59773261695961,-0.164877970840828,0.484390996082825,1.44551729148361,-1.72471414794173,1.23594815951399,1.59375021807309,3.20814677979062,-2.4947774639753,-0.542720138255714,0.280368933274106,2.98478566681394,-2.06622789582592,-0.174897772666627,0.827605897979829,2.99836014903332,-4.13925054813444,-1.9420136524355,-0.982748454771296,1.58400452690109,-4.91018479730877,-0.364291083967455,0.53802184079956,2.82890332171934,-3364.72547819871
2.21987300746526,1.11192880929451,0.988584806723631,0.589626843316127,-0.481805543637645,-0.139089497096545,0.0668030793616523,0.306501836603031,-0.380305034181052,-2.29143989863509,-0.72194020424147,-0.375885374151066,0.0316899875902598,0.223781945939368,-0.142141180696789,-0.387214434109129,0.316245951194834,0.275888052092284,-1.1736331581073,-2.49902258812757,2.23739770508979,-0.374922470407219,4.95898973187438,4.67328241310435,4.44779897640306,2.03132196874863,0.805276781899253,0.511389347040396,0.788149573725066,1.64455206276265,1.80201467400915,2.78344114924287,-7.36476018111413,-0.938056560170367,0.504430173229773,5.36223421371688,-7.11492799034006,-0.160340779564582,1.56170655530254,4.99278723082132,-6.39727231295577,0.532475693445142,1.27451107664496,5.568077457003,-4.68798455066386,-1.98264087481986,-0.77946593215767,2.3380861887529,-2.56332828120627,-0.137496027817884,0.528306147079873,1.5222469484553,-1.68049807164424,1.17748496853612,1.52606150997983,2.98204045852295,-2.57973755079036,-0.585234138664313,0.303990986695484,3.01936156619089,-2.07059714929163,-0.250978646750587,0.773697186084654,3.03862131392653,-4.13025774584423,-1.91993750105324,-0.971985869696922,1.64085888942119,-5.08236182499674,-0.380024983882724,0.488772403501007,2.83544204901237,-3362.67292554304
2.21253962006882,1.08698907943253,0.98575950370282,0.539159439545635,-0.445780783399321,-0.0958723917109876,0.0674461824349572,0.37911525105722,-0.345978233077546,-2.30549358870515,-0.71201714252003,-0.350387737106099,0.0321801743291028,0.211747301041822,-0.151185098010774,-0.36542502086647,0.299598845128596,0.20932498189158,-1.17752389302864,-2.50983630332019,2.23098607041539,-0.367655206819834,4.94241030644906,4.70135101055606,4.44538425175879,1.97050041565883,0.806251270510526,0.508544667699268,0.799930212496022,1.67898580763813,1.83432547373817,2.84280802596596,-7.35861003282924,-0.968670729264847,0.486562528892789,5.44611025818834,-7.0784082082202,-0.173092402383711,1.55932696272445,5.08156454911356,-6.38258093807819,0.454095604395867,1.28550686123615,5.66059054129681,-4.5757551680189,-1.92473446564069,-0.754278682257598,2.42235889473962,-2.54293041101952,-0.068368128324452,0.490983899385126,1.57685341270269,-1.66404912269276,1.14092133198224,1.42713407229494,2.84627018965405,-2.59330480646416,-0.587435663401476,0.299345119943607,3.00883364250108,-2.01383042568237,-0.278062224891606,0.744526037663842,2.97686325882046,-4.10345888020365,-1.88832838447852,-0.986066222121339,1.66169910881407,-5.13185366649934,-0.408029042143652,0.443014729585916,2.83690517820726,-3361.80781930568
2.17139973280932,1.08700097216321,1.00413864115909,0.52903840144399,-0.431491415778395,0.0034763129405494,0.0563548085433347,0.413032738083071,-0.322244355427306,-2.32854700313524,-0.692916160024269,-0.328011821259637,0.0109696761731187,0.183060281403343,-0.13381748332286,-0.335463710910817,0.322465914214535,0.195677342857805,-1.15527492072906,-2.52869859405129,2.23732446667447,-0.350404041967288,4.95544278510289,4.7774932991988,4.45625539041614,1.93407556682453,0.798532227184641,0.517483141343554,0.79888735524554,1.61224633859354,1.80639898640859,2.89956018623696,-7.36803099653037,-0.977474092585962,0.428967413365804,5.5235725404731,-7.03493381388598,-0.170603015405444,1.50288132752744,5.17595141222676,-6.38046576448003,0.423579255259474,1.26753432790541,5.76676975631588,-4.46155190072103,-1.88214848004408,-0.695549670734479,2.54070971136245,-2.51349655738135,-0.0659089016459609,0.545339290236448,1.59262955535724,-1.69822842615603,1.08435530828421,1.4084752138933,2.75869504881182,-2.58194331360697,-0.587390850835576,0.312256788292237,2.97952094213741,-1.98624961783381,-0.267461554348959,0.756061500241659,2.91380994144515,-4.06572549242293,-1.91437912225937,-0.983545287903476,1.6533021545526,-5.1444339663038,-0.444612353245097,0.440895645319458,2.83440835859818,-3360.76793610365
2.15507345187388,1.08380150522527,1.01267710683742,0.552299586782319,-0.441952545823793,0.0225184083624114,0.0926854148108078,0.347597294587199,-0.32513152544671,-2.34478006227007,-0.693982522727769,-0.321497653987329,0.00408045832622997,0.162463000861311,-0.154144358338691,-0.329675976365389,0.325394618430297,0.193966341656595,-1.15045953012411,-2.53114602137871,2.24242647721877,-0.35349937317604,4.97916084963101,4.78219312441578,4.47365955923196,1.91255731885151,0.799053127579389,0.534880067665714,0.792624474031927,1.59260907716471,1.79407410684927,2.88752432381989,-7.38164283027188,-1.01753480932947,0.416695297666884,5.55428569196125,-7.03970985930767,-0.203894391829766,1.47838473158203,5.22665725439487,-6.38383390527181,0.412378593705031,1.25150782209344,5.82589947067641,-4.41871212085872,-1.84860016682725,-0.679413483643687,2.58123585088012,-2.51065042786075,-0.0440123827250524,0.553140836334022,1.58248185438712,-1.7566809694448,1.06478490480534,1.39538625632564,2.75779709013671,-2.59086344672012,-0.563115842848223,0.343290653888441,2.95393906149476,-1.9879434882273,-0.278422445593678,0.741575078165201,2.8914353498985,-4.04217187347837,-1.90472010075731,-0.982966379510148,1.64433984412339,-5.13590349830099,-0.430179860842672,0.43835512728377,2.83397424835143,-3360.37227727145
2.14943079224952,1.06282764795948,1.02845975215417,0.557594436234644,-0.499891819327195,0.021017801226288,0.133866270673171,0.370978460587627,-0.334675563554765,-2.36545868768456,-0.702802652190306,-0.319775602569496,0.00596199615657733,0.149194087386874,-0.170687571020012,-0.330473511166607,0.312730458655919,0.213227161889679,-1.1464315214823,-2.53080946956311,2.24503419611938,-0.363362475039986,5.01352326202538,4.76184434506662,4.49493924372352,1.89786027767994,0.799278694017875,0.551899906212064,0.781317774221251,1.56853260163274,1.7749862928383,2.8634787146063,-7.41145723540838,-1.05155510746171,0.406786780648193,5.5809916243302,-7.0729207869491,-0.238381632555602,1.45751566938503,5.27765343898512,-6.3982313744112,0.406652594082831,1.23995095994591,5.88782863967887,-4.37759239183828,-1.8299113990451,-0.656695810336075,2.59765521975417,-2.49991507042912,-0.0402169321984761,0.564868820953659,1.56569103937531,-1.80547879436334,1.029203184033,1.37177939763046,2.7820877320824,-2.57114965275943,-0.564088806533026,0.336137843713094,2.93961494096943,-2.00278376506253,-0.304561134373348,0.717573244419758,2.88464829110701,-4.01499428321473,-1.88724704956061,-0.992572217076587,1.6317694387122,-5.10676968732425,-0.414378549880929,0.453797204195601,2.83076212303908,-3360.04626898458
2.12099135632612,1.06450917455668,1.04189671751073,0.575189562702859,-0.512033804775175,0.0253386733200219,0.146670958261208,0.389648702407489,-0.342752470877687,-2.38443246493572,-0.709340753006441,-0.327661780775466,0.0182286369271716,0.150244094838457,-0.185928618196526,-0.314847535417112,0.324226958934866,0.2274079004178,-1.14714527027138,-2.538103338689,2.23805698816978,-0.372673078980917,5.0416890698307,4.75421431238411,4.51238737409962,1.87913597542355,0.79344336891351,0.551852574973427,0.776338623745434,1.56413981582631,1.76307848967,2.81367899152206,-7.45868832915881,-1.05256959154916,0.395630779510916,5.60155458946997,-7.10997035427717,-0.251376128109178,1.44075055151774,5.31407525644625,-6.42243632870574,0.407002327848594,1.24002318121679,5.93751263950274,-4.35184547429394,-1.80683322991156,-0.665929512533733,2.59184317979224,-2.49842580391319,-0.0278587718428686,0.558012111724733,1.55805515674121,-1.81470068796061,0.988161652154425,1.33734733700236,2.80697883119206,-2.57703039931896,-0.564060969204613,0.330136843484731,2.94078927913712,-2.02000305896083,-0.314485432677423,0.704403736272921,2.86574002225615,-3.98806121700338,-1.90800996361177,-0.975817394167649,1.60230968758891,-5.07650201655415,-0.404113421841929,0.45954948479863,2.82598369970344,-3359.87592655365
2.1088996771594,1.04365716889315,1.06640924513816,0.571800996437952,-0.501693169530089,0.0378952665299871,0.137590503367859,0.374684386203945,-0.350722308821027,-2.41126365843555,-0.711282461656595,-0.343416751709499,0.0324798396913286,0.158110368386291,-0.19729203547498,-0.304005457315474,0.335610917851308,0.247481190092956,-1.1474339593029,-2.54444639596031,2.22407646343336,-0.3776308944577,5.07954569113504,4.75089499583728,4.53191295718938,1.86470625853568,0.79388893508099,0.557234143960292,0.781583151906256,1.554750471195,1.74187003956796,2.77150029303271,-7.53829143734249,-1.04062428475875,0.385601761909552,5.62879371544399,-7.17008046191589,-0.259111707429837,1.42035130318425,5.35662186320487,-6.46634588403771,0.389782135480937,1.26903482520965,6.00054809136112,-4.31687521718476,-1.80357569468311,-0.66027858878082,2.56951454605787,-2.5022500210212,-0.0331689931403593,0.564296630870556,1.55266226185781,-1.82115328355804,0.944132424687459,1.2914695403149,2.83187995281657,-2.60179865715188,-0.569494206986103,0.336643598060524,2.94998028385613,-2.03377586694368,-0.330178201260605,0.689648373858538,2.84855424415361,-3.95808776994181,-1.90927702132122,-1.01135814955594,1.57009471406112,-5.00798079310571,-0.395999016853746,0.45991509618802,2.81380302378106,-3359.62547253232
2.09816103696741,1.03835130694927,1.08204290007896,0.563287845679155,-0.483382197145211,0.0324015028847656,0.138690617247995,0.373988329686743,-0.349745216760563,-2.43298165271451,-0.702424379341248,-0.33890829242775,0.0288491545314206,0.163106735865214,-0.194819898019492,-0.300176533669791,0.327723144223489,0.243619297140472,-1.15052955338261,-2.54309249615153,2.21592777504471,-0.375316654269902,5.10603136161256,4.78299842505764,4.55084345567694,1.8556862129704,0.798881072237297,0.566376584999268,0.788793069957637,1.55210462672557,1.7278050979901,2.74428609872881,-7.60501091409153,-1.05658327996011,0.399434123436761,5.65055457528345,-7.20465335206603,-0.276684712917434,1.41714233276212,5.38023801910215,-6.50536643219892,0.402961569771202,1.26821583603596,6.04278207269845,-4.30561588430571,-1.7960448737358,-0.659054495806786,2.551897135943,-2.51632665135225,-0.0414705915077886,0.565366532351609,1.55582614214154,-1.84533854916736,0.927570448516295,1.28592115010141,2.8263339006394,-2.61268357477528,-0.579611672086271,0.327743202072942,2.95868847947433,-2.02715269097055,-0.352361761629336,0.667473838252134,2.84703721846891,-3.94673824381596,-1.92457700224611,-1.02739915815409,1.54306498396817,-4.94764493408325,-0.39909620390829,0.449673749102025,2.79796722474552,-3359.41686866124
