"","asc_ruta1","asc_ruta2","asc_ruta4","b_tt","b_dt","b_Cong","b_Sem","b_ACC_1","b_ACC_2","b_SI_CAMFD","b_SI_PANEL","b_SI_ZER","b_Si_MTRP","b_No_Info","b_UsoCel_F","lambda1","lambda2","gamma_EXP_3_LV1","gamma_HTRB_2_LV1","gamma_USODISPMOB_LV1","gamma_EDUBASICA_LV2","gamma_JOVEN30_LV2","gamma_ADULTO40_LV2","gamma_EXP_2_LV2","gamma_USODISPMOB_LV2","zeta_FRbr","zeta_EnfCond","zeta_AFrSem","zeta_CulFr","zeta_OmLmVel","zeta_IgPare","zeta_PasoPeaton","zeta_UsoDirec","zeta_UsoPito","tau_FRbr_1","tau_FRbr_2","tau_FRbr_3","tau_FRbr_4","tau_EnfCond_1","tau_EnfCond_2","tau_EnfCond_3","tau_EnfCond_4","tau_AFrSem_1","tau_AFrSem_2","tau_AFrSem_3","tau_AFrSem_4","tau_CulFr_1","tau_CulFr_2","tau_CulFr_3","tau_CulFr_4","tau_OmLmVel_1","tau_OmLmVel_2","tau_OmLmVel_3","tau_OmLmVel_4","tau_IgPare_1","tau_IgPare_2","tau_IgPare_3","tau_IgPare_4","tau_PasoPeaton_1","tau_PasoPeaton_2","tau_PasoPeaton_3","tau_PasoPeaton_4","tau_UsoDirec_1","tau_UsoDirec_2","tau_UsoDirec_3","tau_UsoDirec_4","tau_UsoPito_1","tau_UsoPito_2","tau_UsoPito_3","tau_UsoPito_4"
"asc_ruta1",0.0723792053004867,0.0498110316790372,0.0433177421884029,0.0149062982730117,0.0203142365322021,-0.00181948067454647,0.010942928780516,-0.018107922193356,0.0933751413684172,-0.00620703601423776,0.00942386325185959,0.000727013027623563,-0.0205159233093978,0.0145916011318376,0.00508963452715143,-0.000567134526676145,-0.00378451449210439,-0.0115098707414002,-0.00477475991108701,-0.00630835264637516,-0.00319010735710557,0.00486288803087828,0.00682747932619453,-0.00643664588389559,0.00492889624116865,-0.00017080389512577,-0.0272234217181145,0.0231512614544592,0.00305572170395177,0.00772130946886062,0.0227962491551712,-0.0119006933306896,0.0596375459704757,-0.00800797575082099,-0.0406737649984104,-0.0454406139933194,-0.0440303027804391,0.00325363106519582,-0.0393095079363045,-0.0626532387681848,-0.0740275428656071,-0.082583205983428,-0.0694265882382014,-0.0236701479448826,-0.0189547277387275,0.0316727152538932,-0.0240405894047735,-0.0178887128516505,-0.0163924577409315,-0.00905470233274336,-0.0261043888905153,-0.0119211301558538,-0.0088183112238187,-0.00541120039909507,-0.0350279372801765,0.00481390098781634,0.00984406389872542,0.0424310883998502,0.0183702559176762,0.0118419745817501,0.00874959449588992,-0.000795495116537105,-0.14435704008679,-0.0939730716147869,-0.0734691109431067,-0.0237252387880737,-0.0203496010799471,-0.0292797870694376,-0.0311534732085876,-0.0295415426352128
"asc_ruta2",0.0498110316790372,0.0726306731715469,0.0399684246691938,-0.0112292839708436,0.0138415066551317,0.00282371283712465,0.00698761244711254,-0.0133285557356353,0.096400281456835,0.00234232011600603,0.00876802025870342,0.00351912369637646,-0.0118952807168921,0.0133885780162261,0.00455294755646911,-0.000165141536504387,-0.00309526289528014,-0.0111780970346945,-0.00469214204920167,-0.00633381698678893,-0.00392257424452601,0.00485569651794524,0.00569245754551672,-0.00663002303791258,0.00450658817982798,0.00309161865766746,-0.0276752346382713,0.0279791643940621,0.00259484224325216,0.007181837602626,0.0195823730858553,-0.0120023581595216,0.0568224675335007,-0.00877677287420453,-0.041199023442661,-0.0417530403023252,-0.0393804829306059,0.010892377447818,-0.0391543884818384,-0.0624234867668422,-0.0739657570072845,-0.0835123182080942,-0.0698361535349796,-0.0173544089411081,-0.011833501306224,0.0441938533521335,-0.0237273414434708,-0.0179769727202154,-0.0165181375808347,-0.00929153205979213,-0.0257385438374852,-0.0120906735477032,-0.00887405684144406,-0.00573264735299963,-0.0349550326928943,0.000704632796171437,0.00522156740222275,0.0351236588877937,0.0171518436587205,0.0107764652333478,0.00759659823744315,-0.00183244331251033,-0.141501669165353,-0.0918032699899962,-0.0722010299304056,-0.0247155858578656,-0.0202620428392725,-0.0296601008960466,-0.031690708459577,-0.030012680532053
"asc_ruta4",0.0433177421884029,0.0399684246691938,0.254677056558672,-0.0368022974925498,0.0277426313942652,0.000950997332497601,0.00961977505729102,-0.00760760620683782,0.107428791460525,-0.0164601630382127,0.0120928709828898,0.0036674102783314,-0.0190400995980504,-0.0773903589749151,-0.126510847184704,0.0106030630132278,0.0313052672331968,-0.0121855370699958,-0.00231159472669084,-0.0062813628961459,-0.00960062304358221,-0.00515102467163089,0.000202954854715778,-0.00504253250736524,-0.0024064067075989,-0.0152126906161719,-0.0432104223093313,0.0316840189615875,-0.000597943415254294,0.0118081072795143,0.0110279789790718,-0.0106496514288147,0.0262073598105235,-0.0149170168803708,-0.040116141245966,-0.0497787000336621,-0.0506209376730966,-0.00880839162546289,-0.0397900771589362,-0.0701870045890234,-0.0852794111714977,-0.0977641219818071,-0.0744657094397499,0.00230912368618535,0.0101635370303732,0.0939804552172401,-0.0242319243042447,-0.018111408046257,-0.0157864002200798,-0.00758204069274119,-0.0236646189408838,0.0029541280444128,0.00947522235958908,0.0179355405684607,-0.035345479935268,0.00234212293053874,0.00522509779324922,0.0323596955912695,0.00544105594905426,-0.000655683059383901,-0.0033578084194808,-0.0105050773538701,-0.0942160884690061,-0.0658372889041953,-0.0565742745730092,-0.0357096618112336,-0.0195917997714957,-0.0301742446717708,-0.032561866351508,-0.0269787366458899
"b_tt",0.0149062982730117,-0.0112292839708436,-0.0368022974925498,0.159703664756282,-0.0186810102165732,-0.0549483244809733,-0.000703586339629671,-0.0224426690102265,0.0516148750211252,-0.015017835364226,0.00147725932064673,0.000880596809212164,-0.0284253339938178,0.0114326146498777,0.0077425461563386,-0.00175255535162506,-0.00745332990259382,-0.00870452203775608,-0.00374774149867211,-0.00420180783286983,-0.00227923254557629,0.00625448518752018,0.00846515275087912,-0.00483012642912583,0.0024849133121009,-0.0223486812202657,-0.0265208558650341,0.0454506780992816,0.00450013280381892,0.00906551766433952,0.0265771632769453,-0.0139043197193058,0.0660462166257399,-0.004667175900469,-0.0283248889227586,-0.0565300076273303,-0.0608572584743326,-0.0345861748023158,-0.0322077968293341,-0.0534235481958426,-0.0658480543113196,-0.074956994806862,-0.0631925953194863,0.0146848064959057,0.0216062763231079,0.0989355074590096,-0.0221678026945604,-0.0140260645887472,-0.0116206598054082,-0.000275912853518772,-0.0193467344589535,-0.00289496003082049,0.000931458109349549,0.00420310564679628,-0.0261328827032466,0.0185564134288964,0.0229730056317493,0.0546521084351006,0.0215195590016814,0.0141015398849993,0.0100532252398235,-0.000557308454617115,-0.156244916093133,-0.104872583419497,-0.0824215636955661,-0.0245056039717855,-0.016311988222697,-0.01898995906765,-0.0201214528816127,-0.0194365417263455
"b_dt",0.0203142365322021,0.0138415066551317,0.0277426313942652,-0.0186810102165732,0.0651816058479761,0.0007791311995853,0.0116599495020032,-0.00136933117131932,-0.0208377769480865,-0.00226504304396783,0.000225365763831666,-0.00659894007029362,-0.00282704163110061,-0.00506911729842052,0.00499336331396013,-0.00228959940711238,-0.00442839424487668,0.00296272780395233,-0.00110107007986712,-0.000810642493274073,0.00229457266989395,0.00349649356062673,0.00142184667199111,-0.000102754628776466,0.000878701263629683,0.0298341656009546,0.00983692517232752,0.00590507662351899,0.000131187924833996,-0.000336487543044983,-0.00960057619949632,0.00109789400856716,-0.00354096139618735,0.00393795351998831,-0.00476160703498499,0.0246994250904574,0.0294208527808894,0.0388387494712006,0.00201420162383085,0.00685456455511817,0.00998440592490728,0.0101667517479145,0.00521279797323226,-0.002145311179241,-0.00230580744520539,-0.0194052448559669,0.00269992243626035,-0.000629176708414318,-0.00149819999825887,-0.00622903767208333,-7.0091947141846e-05,-0.00573807076223608,-0.00679615661499815,-0.00670081423212218,-0.000922792804125447,-0.0235441499380345,-0.0262753820664366,-0.0428159468974707,0.00401588211878708,0.00351174828525017,0.00343687956068811,0.00343767947634829,0.0189636528872104,0.0137832937711121,0.0125065325925504,0.00867749248186928,-0.00110342030560078,-2.75742541733038e-05,0.000388920941198776,0.00031741512366781
"b_Cong",-0.00181948067454647,0.00282371283712465,0.000950997332497601,-0.0549483244809733,0.0007791311995853,0.0460911536011708,-0.000841270384748209,0.00432882927173354,-0.0133540626916546,0.00733327924261803,0.00339273755859379,-0.00332479034221753,0.00198894628894078,-0.00207815373762395,0.00558787894237308,0.000211689489603554,-0.00132512510241194,0.00244782086918811,0.00111802423060388,0.00176727790944647,7.53308986926936e-05,-0.000190511840452442,-0.00257901402161498,0.000259931421087113,-0.0006985416534525,0.00190633721768794,0.00734470765060451,-0.0182967000534602,-0.00173008799228879,-0.00263428175798225,-0.00726268093848738,0.00462186530820977,-0.0163817667680823,5.64754866296663e-05,0.0102291887269385,0.0140467247321342,0.0145555211583399,0.00430983139001522,0.010313375094804,0.0167049127478134,0.0205013609300804,0.0238472970256753,0.0204027037204768,-0.00706671263927444,-0.00953889099400216,-0.034478046513237,0.00702135032156318,0.00476867844485435,0.00407161768761236,0.000896724091562773,0.00632862634544861,0.00247947767021262,0.00150740342995746,0.000597030291749593,0.00871509267624321,-0.00179103914304318,-0.00267218127953786,-0.00987560707668,-0.00817833100037344,-0.00564655313743772,-0.00431692301986162,-0.00072766140189173,0.0364094892809013,0.0244820388578529,0.0189721121578633,0.00469878122270349,0.00575782242594019,0.0054455604520096,0.00556564084101686,0.00520941465680267
"b_Sem",0.010942928780516,0.00698761244711254,0.00961977505729102,-0.000703586339629671,0.0116599495020032,-0.000841270384748209,0.0250114251584502,-0.00136164050838287,0.00972574648341963,-0.00454068776097045,-0.00161747898556329,-0.00422157946359738,-0.00330016093432015,-0.000743290564314059,-0.00309788788685343,0.00140336911979074,0.00121685904215154,0.000922755038639679,0.000136906231797459,-0.000370076717122241,0.000288814083360244,-0.00145734517410785,-0.000515385591979376,0.000648651507946762,0.000367792836235685,0.00132844005273183,0.00284040618534709,-0.00558361672363628,0.000158404243259855,-0.00108170550934336,-0.000224647409718578,0.00163197079686707,-0.00530096431883359,0.00101959760842087,0.000417322694159561,0.00130816650816143,0.00154923958570283,-0.00179810465665898,0.00101500943970732,0.00256061861575784,0.00383760479910649,0.00467614658420834,0.00307973723153212,-0.00737501161657419,-0.00837472516060659,-0.0190749742121823,0.000845123732829273,0.000301149856411013,0.000122931259305184,-0.00115943118894058,-5.18732611116591e-05,-0.00276052238625678,-0.00357543381513749,-0.00383652005575309,0.000127010554511806,-0.00219391518386623,-0.00218285780188903,-0.00311823885491592,-0.00197531732858247,-0.00112376411399901,-0.00050409929557389,0.000398064034425268,0.0148327615872448,0.00930231901419603,0.00746259007906272,0.00266796399010513,-8.58720778282269e-06,0.000167084755396608,0.000302894623573639,-0.00029037294283469
"b_ACC_1",-0.018107922193356,-0.0133285557356353,-0.00760760620683782,-0.0224426690102265,-0.00136933117131932,0.00432882927173354,-0.00136164050838287,0.0828850401951818,0.0167368701870561,0.00517809294983204,-0.00219187160120944,0.00824599309424182,-0.00587800638976698,-0.00445315576322327,-0.00417758148254927,0.00383288278037192,-0.00420810469607617,-0.000561782987185133,-0.00308214254924053,-0.00240238604328459,-0.00389336031655252,0.0118287994858267,0.00321550030087379,-0.00510860720357952,-0.000819640848766161,0.0186652833313557,-0.013139280717001,0.0740945823737087,0.000554027005911933,0.00377530972445697,-0.00931476937153576,-0.00886671307629359,0.0388019698680203,-0.00302163051484761,-0.022017135634973,-0.0013477491238382,0.00326749530663194,0.0331653855542603,-0.0163822839399849,-0.0260573946228458,-0.033060883780518,-0.0454971196822859,-0.0387157796791515,0.0620931399225823,0.0724620619574011,0.150736395522639,-0.0100305399829381,-0.00943271092680561,-0.00838797661636644,-0.00462291685815485,-0.00845447001679507,-0.00289208578909008,-0.000233480886005084,0.000480304934442874,-0.0153373503539951,-0.0276690779280179,-0.0310894954444691,-0.0429516292151163,0.0121065564660273,0.0059996510235514,0.00240473500352527,-0.00406332042353872,-0.101060025363602,-0.0673237967531275,-0.0546344372178715,-0.0186795595414034,-0.0103976370209475,-0.0109852850980906,-0.0117698818318654,-0.0109311062824851
"b_ACC_2",0.0933751413684172,0.096400281456835,0.107428791460525,0.0516148750211252,-0.0208377769480865,-0.0133540626916546,0.00972574648341963,0.0167368701870561,0.179538843877443,0.079299024397843,-0.047908271353908,0.0683437960501108,0.0469482310920635,-0.14696732378234,0.075661227187893,-0.0168807324060654,-0.0463569303658273,0.0379234929647736,-0.0205152411946496,-0.0202677352499276,-0.013557237384089,0.103611276610402,0.0131678834707987,-0.000388257230556415,-0.0203367696142253,0.308172396026674,0.00606425528123718,0.874196001812596,0.00237759668426716,0.019258382500377,-0.204787529829627,-0.0435984564640511,0.117084755689912,0.0312083970882863,-0.131676668913226,0.196947937577183,0.255822713477064,0.358942149507319,-0.0310469834348733,-0.0408337049285447,-0.0618520002881736,-0.23004074685289,-0.172785927188909,0.839349764074916,0.94350681330474,1.60692377005919,-0.0153214935651304,-0.0542078639881291,-0.0509473139771654,-0.0665117730428279,-0.00770734586430939,-0.0345003794046321,-0.0274848463305839,-0.0578693560634623,-0.0664844755558851,-0.453715619488335,-0.530925086663293,-0.884082408183633,0.0961167267268259,0.0535216822994955,0.0275281688718911,0.00137750126583984,-0.274017414417935,-0.191689862448635,-0.153407887420729,-0.0252565583234621,-0.0671774328223413,-0.0284346245387683,-0.0305996060111272,-0.022493815147181
"b_SI_CAMFD",-0.00620703601423776,0.00234232011600603,-0.0164601630382127,-0.015017835364226,-0.00226504304396783,0.00733327924261803,-0.00454068776097045,0.00517809294983204,0.079299024397843,0.0758606462043885,-0.00014080780076768,0.00100572716254263,0.0106594307605236,0.0129687709007059,0.00751961873652694,-0.000819118625150811,-0.00280527878713608,-0.00115777223665772,0.00111356348713956,-0.00197258162748137,0.0022948156233253,-0.00504750939872198,-0.00188646433600711,-3.99719852248886e-05,0.00246437793215668,-0.00397724996653712,0.0087655473877752,-0.0629696897097525,0.000618428922133812,-0.00476418354212132,0.0122828953009189,0.00758330280193127,-0.0280477048840722,0.00157963661039827,0.00131959359282296,-0.00850274920161548,-0.00957053752264405,-0.00926856901519008,-0.00110441871592763,0.00313871529359677,0.00714368743161284,0.0142644773842027,0.00975193962377497,-0.0771249499046273,-0.085671818172845,-0.149768503278555,0.000481770464671526,0.000951332390870244,-2.37346326107348e-05,-0.00273921358397242,-0.00405288116758221,-0.0126151186647024,-0.0150659418431403,-0.0171759553747057,-0.00153028750869393,0.0122971289401069,0.0176707998863802,0.0389250620272117,-0.0101691426410911,-0.00508845850286858,-0.00165358873855372,0.00277497040481866,0.0719500161417518,0.0512577100066039,0.0420879340778562,0.0133222280669976,0.00034175161345092,-0.0021095515528794,-0.00155196486416425,-0.00451187795452679
