"","asc_ruta1","asc_ruta2","asc_ruta4","b_tt","b_dt","b_Cong","b_Sem","b_ACC_1","b_ACC_2","b_SI_CAMFD","b_SI_PANEL","b_SI_ZER","b_Si_MTRP","b_No_Info","b_UsoCel_F","lambda1","lambda2","gamma_EXP_3_LV1","gamma_HTRB_2_LV1","gamma_USODISPMOB_LV1","gamma_EDUBASICA_LV2","gamma_JOVEN30_LV2","gamma_ADULTO40_LV2","gamma_EXP_2_LV2","gamma_USODISPMOB_LV2","zeta_FRbr","zeta_EnfCond","zeta_AFrSem","zeta_CulFr","zeta_OmLmVel","zeta_IgPare","zeta_PasoPeaton","zeta_UsoDirec","zeta_UsoPito","tau_FRbr_1","tau_FRbr_2","tau_FRbr_3","tau_FRbr_4","tau_EnfCond_1","tau_EnfCond_2","tau_EnfCond_3","tau_EnfCond_4","tau_AFrSem_1","tau_AFrSem_2","tau_AFrSem_3","tau_AFrSem_4","tau_CulFr_1","tau_CulFr_2","tau_CulFr_3","tau_CulFr_4","tau_OmLmVel_1","tau_OmLmVel_2","tau_OmLmVel_3","tau_OmLmVel_4","tau_IgPare_1","tau_IgPare_2","tau_IgPare_3","tau_IgPare_4","tau_PasoPeaton_1","tau_PasoPeaton_2","tau_PasoPeaton_3","tau_PasoPeaton_4","tau_UsoDirec_1","tau_UsoDirec_2","tau_UsoDirec_3","tau_UsoDirec_4","tau_UsoPito_1","tau_UsoPito_2","tau_UsoPito_3","tau_UsoPito_4"
"asc_ruta1",1,0.829513559245735,0.534469546289964,0.589494983248485,0.0374400719304181,-0.359677889153103,-0.0194227993308529,0.0406856729581558,0.0393552012765575,-0.184146195962682,0.0516898239506233,0.0022638376142303,0.120466128635659,-0.122265971202979,0.00500036803937019,-0.00368800641277407,-0.000221517496363889,-0.0281502279037148,0.000564575920252518,-0.185484112839204,0.151401785485067,-0.0448112556079621,-0.051938383673759,0.0553705723394486,0.0512731999221,0.0203381100263532,-0.132902096709167,0.0509296914237049,0.0336496420815612,0.107157757901279,0.234245806962728,0.191442347699176,-0.280466945079261,0.0246143569274343,-0.241023635465357,-0.0942817881809248,-0.0940634131896198,0.0274200867748821,-0.173789730233086,-0.18601209539843,-0.213292928881968,-0.20026807224356,-0.18339157715136,-0.0287621410979271,-0.0553640821268337,0.0516415034231021,-0.20115724867725,-0.144997362117499,-0.179771534149291,0.0455984672864279,-0.257983662823452,0.0340165511747755,0.0292572487961474,0.0591856607188955,-0.273491020071495,0.0767123785709443,0.0759721567623098,0.159589815419197,-0.0872707262294955,-0.0484930944051138,0.0201606827337787,0.0292130730713345,0.317578947971543,0.329016225416434,0.335866352134213,0.216307316400936,-0.309201913321599,-0.136459222717553,-0.120379009900644,-0.0616630286111565
"asc_ruta2",0.829513559245735,1,0.508470002857267,0.427851161659068,-0.0594041235112926,-0.299330776748476,-0.0754257245623415,0.1367148902135,0.083010575253789,-0.12248654155536,0.0216340854564105,-0.0472225034262166,0.243261899804442,-0.0918078875381945,-0.0536671567620673,0.03957496672456,0.026354260390647,-0.0523552529544644,0.0692652911102706,-0.168529230208421,0.205089948996533,-0.0186028747159024,-0.0590626278311394,0.0399249329215832,0.0414041431708409,-0.029004013246714,-0.144270416956605,-0.0285695577169041,0.0149943381557621,0.121982232037527,0.290932150080537,0.255391517178908,-0.321915432875035,0.0118063224867381,-0.226948809160462,-0.106118662298907,-0.111394668432663,-0.00400394873181906,-0.16785914369209,-0.164338954649723,-0.191475748103783,-0.167242334913712,-0.126515648825534,-0.0759642872236684,-0.101698660233104,-0.0102159767339736,-0.214179597768653,-0.128136375389198,-0.156497668600876,0.0519529176944591,-0.237585139385617,0.0713117400046825,0.0527690997395508,0.0589302395212822,-0.26951579943899,0.144431020494353,0.139885184095715,0.196058491111413,-0.149046509954258,-0.09415017768567,-0.014757013638199,0.0257488086488496,0.36797088327933,0.377973962143923,0.380598250670365,0.227353406522595,-0.280138607145723,-0.107652349307861,-0.101772525155804,-0.0653865892880284
"asc_ruta4",0.534469546289963,0.508470002857268,1,0.236688588263218,0.020084342786157,-0.256024712760665,-0.133883509339193,0.150886087540327,0.00462381809010623,-0.187613065028507,0.0881279994212203,-0.063068305146004,0.112988064089726,-0.597991077545631,-0.542979153407571,0.171738337560731,0.388254839437064,-0.0559172178165403,0.162430764324747,-0.0211672419359847,0.0762404264213094,-0.230519901338601,-0.197434840006058,0.254904590568432,-0.0869284654462088,-0.168689200111334,-0.2482597471194,-0.0351889414761684,-0.0347072490926354,0.182189314623635,0.159167903585324,0.280705971754286,-0.432202897050785,-0.054918271509591,0.000871219100501841,-0.195892298073626,-0.206761561441667,-0.130266248586667,-0.0134574186278517,-0.136819212377014,-0.173681116772706,-0.132659490965251,0.0551481854432551,0.00807649817243481,-0.0187548241173594,0.0601270205838695,-0.166563825637926,-0.0241584816189944,-0.0321219148494603,0.0976658615219998,-0.0394243969166291,0.227355077535204,0.225125219010284,0.238715424366177,-0.0882689317639509,0.182416328549815,0.171253148392475,0.214678686949627,-0.273717419623809,-0.189476575651628,-0.117282177045109,0.0194502892549939,0.418347745820861,0.415506049181829,0.4020777830419,0.182055891625045,-0.156919280366209,0.00739833339637303,-0.000320699897540234,0.0852280270115638
"b_tt",0.589494983248484,0.427851161659067,0.236688588263218,1,-0.279383078024663,-0.698878978114782,-0.219181386264114,0.055289744398726,-0.0128620407368245,-0.285368183297886,-0.0302147754465025,0.0181594316978197,0.000366616664391933,-0.0579393265587631,-0.0439645554526002,-0.0207463387303318,0.0383930379803844,0.0490132988928,-0.0235198984998118,-0.0575899167845626,0.0869389736749376,-0.0964282348278904,-0.0471611794957377,0.100233820795765,-0.0169782122548868,-0.145884292546535,-0.0965323799398916,-0.00266218254455334,0.0853964412136106,0.0668058182310554,0.297810289655447,0.155669006250881,-0.288773786431647,0.0177013981125264,-0.0462268475396378,-0.203610580156258,-0.222743643229102,-0.144431092569751,-0.0154381387857787,-0.0436336070726909,-0.105408769759641,-0.0911471943076643,-0.0632721883300849,0.0103608786370891,-0.0267534447623629,0.0565787281169523,-0.0212650128847575,0.0345728979536018,-0.0058349232292026,0.118029101562004,-0.0820307315095485,0.071309342011153,0.0579669225204001,0.0704615430864323,-0.0644487627312897,0.235181308041633,0.225530540858804,0.255981079903417,-0.0891689296621104,-0.0878481665819915,-0.0505549902058752,-0.0294612188510991,0.299156161235052,0.306203298692629,0.325510082421345,0.215973924442101,-0.114853301993348,0.00062014201527996,-0.0198551597351562,-0.0128469741714473
"b_dt",0.037440071930418,-0.0594041235112921,0.020084342786157,-0.279383078024662,1,0.120226068362663,0.337234651657359,-0.105606605138877,0.322077551710211,0.0248372476337292,0.144493825066641,-0.0953862638442711,-0.0451717815337899,0.103080675113684,0.0426804997878727,0.000506026866469318,-0.191030013597552,-0.154453030153825,-0.0851915487488567,-0.248545272159997,0.194552419279366,0.0847427183622042,0.150388553675719,-0.107779165551053,0.119266892622306,0.373984986203749,0.20717979445124,-0.141736685218377,0.0310399484750683,-0.215424841170597,-0.165041346856268,-0.117386902240758,0.123566800200963,0.217930686287842,-0.253442695017293,0.283805923351206,0.295603266164149,0.332240241044987,-0.31131359744864,-0.0824554420853599,-0.0118959535559331,-0.0583987708225189,-0.113856277767341,-0.320209381406255,-0.30201048414643,-0.288761370710133,-0.158962877399483,-0.197817019315183,-0.198668596868037,-0.226092420262479,-0.291107346771958,-0.300217686607439,-0.302873599221115,-0.277445822983233,-0.262124676270575,-0.301283458959673,-0.266029599614266,-0.160524855892125,0.175711506742277,0.239673687187346,0.279424562396091,0.187587918446818,-0.0533895681727893,-0.0428513434053762,-0.0386530366256585,0.140313473268074,-0.275987979599695,-0.137339888382199,-0.0847313991083124,-0.141833246838328
"b_Cong",-0.359677889153102,-0.299330776748475,-0.256024712760665,-0.698878978114781,0.120226068362663,1,0.128030410829949,-0.0668307151338739,-0.0217172124998874,0.229317930746652,0.100144815561805,-0.0175613377432991,-0.13768664430081,0.0942444184827101,0.138683220919695,-0.00110363490331069,-0.141613357909799,0.00191681470519068,-0.011699798174954,0.132505344209065,-0.130907733988621,0.103830452640982,-0.0294108771991128,-0.129973081018418,-0.0101616010189377,0.0541680199002802,-0.00760411088209742,0.0270428725521303,-0.032871748182819,-0.002087606690058,-0.244733581477256,-0.06680390995557,0.264665861294735,-0.107699152563224,0.102368257553823,0.0921294832419268,0.117193322382823,0.0769764788061712,0.090939738470657,-0.00407238707650585,0.0378538571520453,0.0556860311320786,0.0710124976328027,0.0395839714785372,0.0732455440826143,-0.00445454061317534,0.0933606519102628,0.019536937598856,0.0898203456121257,-0.025842755303062,0.136649311359329,0.0111663238342328,0.0368620539724111,-0.0121007756968557,0.137106832532507,-0.168105536916781,-0.160706521330543,-0.209438405325206,0.0139987784671229,-0.0255227937713324,-0.0520899870105458,-0.0472304382963664,-0.301949466885768,-0.301390822053931,-0.318670903568068,-0.261091514833914,0.197468948556718,-0.0300655068551196,-0.0168447051795422,-0.00315239640429736
"b_Sem",-0.0194227993308528,-0.0754257245623412,-0.133883509339193,-0.219181386264113,0.337234651657358,0.128030410829949,1,-0.165934565070743,-0.0130353081796072,0.107551775417504,-0.0926850276414472,-0.0011345184978441,-0.0615142527037009,0.064224706664179,0.121108319703676,-0.0647867104588367,-0.133940026351575,-0.0143037506863387,-0.0625736565950305,-0.059136938475378,-0.0572435304838701,0.0676787526479286,0.0908640366170306,-0.0634654110599144,0.123690500121006,0.160547937527512,0.0676036279995137,0.115025647780459,0.0528420680045103,-0.0341429708272405,-0.192283709195575,-0.117008551099272,0.256336760012438,0.0929265115154137,-0.0559284015603228,0.124387885022743,0.135949174050212,0.13538434815045,-0.0471022564924038,-0.0217948539829024,0.0306564666936968,-0.0267762919456735,-0.124647778120407,0.0391182319777677,0.0531649093046354,0.0308464962829687,-0.0112329917133373,-0.108253603768848,-0.0574929515947189,-0.0543081110416093,0.0101993101073472,-0.0932477230084952,-0.0798799242252455,-0.0696035247826075,-0.0319965708695772,-0.222783035732443,-0.217823517183574,-0.214818601477046,0.141864556629427,0.102453987570734,0.0844114723685188,0.0511894619893101,-0.257459782419811,-0.236711021568588,-0.239670901228929,-0.125838199318204,-0.0507189871004659,-0.0474499722828373,0.00180791602671433,-0.0368888652457622
"b_ACC_1",0.0406856729581564,0.1367148902135,0.150886087540327,0.0552897443987267,-0.105606605138877,-0.0668307151338745,-0.165934565070743,1,0.374092547352508,-0.230777813140059,0.0903569417737215,-0.0938445995513945,0.184941386601332,-0.1003981159503,-0.177477542391737,0.292768810380298,0.0551478558042802,-0.0209594352066272,0.0696734374807268,-0.109081381561747,0.110730000550759,0.00454398771581232,0.0617538994490312,-0.0822268668675124,0.047298788860216,0.100054304757486,-0.127470767133596,-0.267977902597984,-0.116032791557353,-0.0585073894728,0.193173536826836,0.293019694949492,-0.353651853161431,-0.106710745613635,-0.105967807907986,0.0754271569169316,0.0731180862401557,0.152043069560816,-0.135940507519302,-0.197872052724375,-0.171883786676997,-0.156427298852474,-0.0137634262749553,-0.315662695628323,-0.302904362053687,-0.241769398189344,0.0336281766738407,-0.0777233464739134,-0.141194857952065,-0.114323279370933,-0.235280277129404,-0.10041495668668,-0.11422168042104,-0.119283253057193,-0.18314392195968,0.054249638584449,0.10831166108952,0.190316930036384,-0.203413605703602,-0.16972471608153,-0.0569395831792193,0.0504066117250654,0.374910544021378,0.377294479311793,0.384639693646024,0.25646003971637,-0.0760477141379571,-0.171755119969945,-0.178151688153547,-0.173250995695518
"b_ACC_2",0.0393552012765579,0.083010575253789,0.00462381809010557,-0.0128620407368246,0.322077551710212,-0.0217172124998872,-0.0130353081796071,0.374092547352506,1,-0.272729742393568,0.325553352404949,-0.165105911277466,0.179229578159173,0.211792151173185,-0.124940567791003,0.144748246973503,0.10541353165165,-0.0974812083857385,-0.0139862608642961,-0.438982554590175,0.314830346173921,-0.0333959796861043,0.185768803195735,-0.169452183083096,0.172383614793539,0.25890254086554,0.0843357738351786,-0.674982532263387,-0.00931856894221058,-0.355788099608132,0.362228807367301,0.248037612391293,-0.355054233368528,0.0997579386288452,-0.325399685714754,0.0756622691119979,0.104570340787974,0.311221214658077,-0.54650954500861,-0.287244939161102,-0.206471656914458,-0.181335401683557,-0.137380999654529,-0.863888607034529,-0.83165997545472,-0.731246765184632,-0.191924471077916,-0.280923905514156,-0.385932779043917,-0.289629661988064,-0.622462973470028,-0.512274202145119,-0.582373550445187,-0.576921879315397,-0.494020528620278,0.0305455059396985,0.129933319281818,0.344853571116845,-0.122629610874236,-0.0443376528106596,0.113766584944462,0.256227823730188,0.433188822032399,0.447604458690294,0.46570963063916,0.458976179019764,-0.347048001413596,-0.316352042046424,-0.2811591122242,-0.275425981970925
"b_SI_CAMFD",-0.184146195962682,-0.12248654155536,-0.187613065028506,-0.285368183297886,0.0248372476337293,0.229317930746652,0.107551775417504,-0.230777813140058,-0.272729742393568,1,-0.139749170016943,0.146369539662863,0.00333895753224016,0.0370187282727155,0.214056510295778,-0.099118292609609,-0.135347067301416,0.0207560935426516,-0.0540249601193547,0.0939477966838571,-0.0456551374632719,0.0921589471286244,-0.0546058526017344,0.0123052090048149,0.104018680636971,0.096470822535661,0.0908929612241409,0.29861039523713,0.00558626576580804,-0.00938810114780411,-0.291125931505694,-0.227526243692269,0.269052987299938,-0.0105777308691715,-0.0832270762708056,0.115676362551477,0.126448043203843,0.0825937171557361,0.0705604660895666,0.0863244612544733,0.0720173410250022,0.0942661390277268,-0.107969110204288,0.283566400264292,0.294929566050864,0.254246181879149,-0.0195850301801058,-0.0500400766372371,0.00560006185427141,-0.00596906822829921,0.112175392394072,-0.0170733246737612,0.011054029049305,0.0097266116499481,0.0456942719381761,-0.274977894213319,-0.289146947967643,-0.331387231235723,0.21427119891081,0.185823389048571,0.102415825506503,-0.0101018351625768,-0.285915006780439,-0.279053748192975,-0.26634051393057,-0.190765615115331,-0.0041735118405383,-0.0673742113132347,-0.0720700948845375,-0.033646448218604
