"","Estimate","Std.err.","t-ratio(0)","Rob.std.err.","Rob.t-ratio(0)"
"asc_ruta1",0,NA,NA,NA,NA
"asc_ruta2",-1.51668506511995,Inf,0,NA,NA
"asc_ruta3",-2.29736581272637,Inf,0,NA,NA
"asc_rutaEC",-0.371175664687993,Inf,0,NA,NA
"b_time",0.0739657997246431,Inf,0,NA,NA
"b_dist",-0.220603399469235,Inf,0,NA,NA
"b_clima",-0.451759482703782,Inf,0,NA,NA
"b_cong",0.107287129141328,Inf,0,NA,NA
"b_Hpico",0,NA,NA,NA,NA
"b_Hvalle",-0.208577508821363,Inf,0,NA,NA
"b_T_prof",0.0203408958567847,Inf,0,NA,NA
"b_Hor_trab",-0.0323591148880804,Inf,0,NA,NA
"b_EduBasica",0.140708480735182,Inf,0,NA,NA
"b_EduSuperior",0,NA,NA,NA,NA
"b_Info_traf",-0.550601395795138,Inf,0,NA,NA
"b_Joven30",0.785046530306305,Inf,0,NA,NA
"b_Adulto40",-0.0414300544642598,Inf,0,NA,NA
"b_Adulto60",-0.0737445475462661,Inf,0,NA,NA
"b_AdultoMayor",0,NA,NA,NA,NA
"b_USOCINTURON",0.12366083806124,Inf,0,NA,NA
"b_NOUSOCINTURON",0,NA,NA,NA,NA
"b_USODISPMOB",0.476394223732465,Inf,0,NA,NA
"b_NOUSODISPMOB",0,NA,NA,NA,NA
"lambda1",1.00139409176623,Inf,0,NA,NA
"lambda2",0.997396156070506,Inf,0,NA,NA
"gamma_EDUBASICA",0.344418866084715,Inf,0,NA,NA
"gamma_CSECO",0.281489953895529,Inf,0,NA,NA
"gamma_CONG_EF",0.463630510987084,Inf,0,NA,NA
"gamma_SININFO",-0.149403148808308,Inf,0,NA,NA
"gamma_HORAS_TRABAJO",-0.0486127987847923,Inf,0,NA,NA
"gamma_HPICO",0.10989515971013,Inf,0,NA,NA
"gamma_CONG_CD",0.059640082389142,Inf,0,NA,NA
"gamma_USOCINTURON",-0.292830950538417,Inf,0,NA,NA
"gamma_USODISPMOB",0.0133917596361131,Inf,0,NA,NA
"zeta_FRbr",5.27101058727322,Inf,0,NA,NA
"zeta_EnfCond",3.06872676370398,Inf,0,NA,NA
"zeta_AFrSem",8.40849454392799,Inf,0,NA,NA
"zeta_CulFr",2.03780671809026,Inf,0,NA,NA
"zeta_OmLmVel",3.59653768639178,Inf,0,NA,NA
"zeta_IgPare",7427.67581703537,Inf,0,NA,NA
"zeta_UsoCel",1.08976557848682,Inf,0,NA,NA
"tau_FRbr_1",-0.0239001429862172,Inf,0,NA,NA
"tau_FRbr_2",5.8631408433303,Inf,0,NA,NA
"tau_FRbr_3",7.08743316221483,Inf,0,NA,NA
"tau_FRbr_4",12.0891375296521,Inf,0,NA,NA
"tau_EnfCond_1",-0.0298063017136358,Inf,0,NA,NA
"tau_EnfCond_2",4.05646394492742,Inf,0,NA,NA
"tau_EnfCond_3",5.08807430964519,Inf,0,NA,NA
"tau_EnfCond_4",7.66189016662779,Inf,0,NA,NA
"tau_AFrSem_1",0.316468482261065,Inf,0,NA,NA
"tau_AFrSem_2",10.9945794279408,Inf,0,NA,NA
"tau_AFrSem_3",12.312458250636,Inf,0,NA,NA
"tau_AFrSem_4",20.3025240750502,Inf,0,NA,NA
"tau_CulFr_1",-1.56669393305553,Inf,0,NA,NA
"tau_CulFr_2",0.980110331904157,Inf,0,NA,NA
"tau_CulFr_3",1.99417122232707,Inf,0,NA,NA
"tau_CulFr_4",5.08146575092991,Inf,0,NA,NA
"tau_OmLmVel_1",-3.32243575738593,Inf,0,NA,NA
"tau_OmLmVel_2",2.04688445536214,Inf,0,NA,NA
"tau_OmLmVel_3",3.04650417587825,Inf,0,NA,NA
"tau_OmLmVel_4",5.01065316414183,Inf,0,NA,NA
"tau_IgPare_1",-6161.71943409201,Inf,0,NA,NA
"tau_IgPare_2",4133.89178013069,Inf,0,NA,NA
"tau_IgPare_3",5503.6318629028,Inf,0,NA,NA
"tau_IgPare_4",9494.67719809422,Inf,0,NA,NA
"tau_UsoCel_1",-2.58809048388936,Inf,0,NA,NA
"tau_UsoCel_2",-0.334230922534804,Inf,0,NA,NA
"tau_UsoCel_3",0.543027608463009,Inf,0,NA,NA
"tau_UsoCel_4",3.20450092109079,Inf,0,NA,NA
