"asc_ruta2","asc_ruta3","asc_rutaEC","b_time","b_dist","b_clima","b_cong","b_Hvalle","b_T_prof","b_Hor_trab","b_EduBasica","b_Info_traf","b_Joven30","b_Adulto40","b_Adulto60","b_USOCINTURON","b_USODISPMOB","lambda1","lambda2","lambda3","gamma_EDUBASICA","gamma_CSECO","gamma_CONG_EF","gamma_SININFO","gamma_HORAS_TRABAJO","gamma_HPICO","gamma_CONG_CD","gamma_USOCINTURON","gamma_USODISPMOB","zeta_FRbr","zeta_EnfCond","zeta_AFrSem","zeta_CulFr","zeta_OmLmVel","zeta_IgPare","zeta_UsoCel1","zeta_UsoCel2","zeta_PasoPeaton","zeta_UsoDirec","tau_FRbr_1","tau_FRbr_2","tau_FRbr_3","tau_FRbr_4","tau_EnfCond_1","tau_EnfCond_2","tau_EnfCond_3","tau_EnfCond_4","tau_AFrSem_1","tau_AFrSem_2","tau_AFrSem_3","tau_AFrSem_4","tau_CulFr_1","tau_CulFr_2","tau_CulFr_3","tau_CulFr_4","tau_OmLmVel_1","tau_OmLmVel_2","tau_OmLmVel_3","tau_OmLmVel_4","tau_IgPare_1","tau_IgPare_2","tau_IgPare_3","tau_IgPare_4","tau_UsoCel_1","tau_UsoCel_2","tau_UsoCel_3","tau_UsoCel_4","tau_PasoPeaton_1","tau_PasoPeaton_2","tau_PasoPeaton_3","tau_PasoPeaton_4","tau_UsoDirec_1","tau_UsoDirec_2","tau_UsoDirec_3","tau_UsoDirec_4","logLike"
-0.314700881831879,-0.677883496463757,0.00516316641601194,0.197506801274114,-0.274123103839263,-0.00339191299360667,0.328798705392843,0.0444449264527706,0.300062970832296,-0.115841210151042,0.0406364578403218,0.0336021498207305,-0.0628157698928354,0.0713783490513921,-0.0554965926110986,-0.0363788464209076,-0.0418585736964705,0.554389572722769,1.35147848632694,1.36236919855402,-0.0880243244102349,-0.590347206420506,0.21568875542352,-0.937188101858923,-0.236388793922739,0.120546390319565,0.208858670492202,0.505533881431599,-0.00916246283154187,1.74825732307514,1.74677038471528,1.87523178307746,0.78202959441127,0.853453776037099,0.924907024058543,0.0792494970838262,0.22870683398331,1.24264691892413,1.23958193169145,-2.67729512611909,0.117393248194066,0.549646480366314,2.41788497427028,-2.67900739314314,0.300278669433875,0.785565134308335,2.27979352007233,-2.75210227169456,0.419592395211865,0.725259761623462,2.39003309093031,-2.66521748093267,-0.566602858130457,0.0553515371576726,2.4755024544608,-2.86168915364853,0.280537703394948,0.795447297702251,2.03523665456264,-2.86445322953978,0.378156939518978,0.765251035463087,2.07565692643816,-2.18088850996488,-0.0482902017338683,0.641682868427563,2.81848872533814,-2.16124253504921,-0.444396898835952,0.25855508754714,2.32380934469576,-2.32272214529071,-0.947190267955589,-0.481825041258506,1.67342146035804,-4844.32904040462
-0.679857957519301,-1.19349313853778,0.00814103042024506,0.212149876363148,-0.262628502983518,0.00694463398561856,0.352284951369841,0.0948252895783614,0.288628931066306,-0.136952624214628,0.124398721791497,0.0863793416782251,-0.130612436911498,0.15483886644115,-0.120972906827742,-0.140513363009876,-0.0798410297756952,-0.0641149133540649,1.74237846590299,2.09534021994962,-0.223366151790407,-0.626497848152292,0.202382345442489,-0.988860507460387,-0.216874205198558,0.261156761811513,0.264266524330137,0.562536924509276,0.0609350767544122,2.2950243331848,2.20477804864161,2.41218735355596,1.12910886852141,0.764798675088235,0.832926464252496,0.445136080912538,0.0110601985845321,1.09721426358736,1.06515621714853,-3.07580946946192,-0.06967152020388,0.777241763078332,2.75458004171219,-3.00003436989035,0.196995549174458,1.14158871443209,2.55211229377686,-3.17137563318299,0.398435506777282,1.06835572105246,2.76734519575289,-2.8998559423187,-0.649789872452115,-0.280058569354383,2.62094359304217,-2.93156088658669,0.247108322086662,0.943919664018589,2.04131878477809,-2.97072013857021,0.407331813396656,0.911790734342317,2.12355647208612,-1.32952264205851,0.093531140398108,0.740303826562472,3.02761601516318,-2.08858687976856,-0.32419718568789,0.392556627885116,2.43593902301694,-2.63370320644089,-1.14750246928703,-0.918982039572107,1.42256341003455,-4818.08670767786
-1.14091611676874,-1.80427021681866,0.0112472875787918,0.226874896662822,-0.176533435861567,0.0289417248889309,0.321031669433123,0.163655185971069,0.24560149271495,-0.0993099053646826,0.253958865421225,0.16599208464437,-0.218178533702449,0.265268012818662,-0.206492552985234,-0.301553417363771,-0.116305588471158,-0.882155999299092,2.34372243517115,3.14265650031747,-0.0491073427040307,-0.40254511300798,0.231211127883271,-0.761246889275106,-0.241727937150871,0.433020827449418,0.34795716740217,0.715881948662182,0.311076574014268,2.95194173214833,2.71838075455744,3.04602145390573,1.31723985777819,0.810246005239982,0.863214002193582,0.0292606855953567,0.11515504192252,0.913580987725933,0.670143652113667,-3.60182643338057,-0.292331639533811,1.00443957475971,3.1996765363669,-3.3976353073751,-0.000229935767374928,1.57616909809096,2.93182400496134,-3.69937491039071,0.402598350101245,1.39954933353488,3.28465783972573,-3.30533024174908,-0.853025685684933,-0.592333192063985,2.76685658714976,-2.862682142052,0.0543817927345425,1.213766151253,2.05364938324616,-2.93684319925598,0.238985179075133,1.22537793146341,2.18718966951104,-0.917484645271719,0.387252809388166,0.824702191999646,3.1952751347015,-1.96089306527693,-0.0576291104647517,0.442007697449445,2.51236359292192,-3.04695012057344,-1.49330693894969,-1.23404474622847,1.20250689017654,-4721.02242694724
-1.62146027044256,-2.46639197414299,-1.91858341602024e-05,0.252058033042603,-0.103444449650318,0.0462804242020502,0.29685582629366,0.252948388727822,0.265837671311474,-0.133692500753286,0.407322629826621,0.257152709315603,-0.319436272417805,0.384551437171398,-0.309958414929808,-0.522409766837655,-0.179482554734252,-1.72482379865253,2.97148296234461,4.31349126245948,-0.0267135953639111,-0.359570582922594,0.183938962353159,-0.708974369240466,-0.226563408127931,0.558284015423299,0.344344483604713,0.6506638986524,0.484416131767175,3.64443992564066,3.2447309952653,3.71636546990612,1.45096808600125,0.800312213294259,0.870754605617089,0.0977071764610161,0.435244865895744,0.73808392045566,0.208717463729579,-4.24031232914756,-0.345969166261668,1.09745896232759,3.73717410545329,-3.86342016176698,-0.0691837438458019,1.93244185946386,3.41555598154563,-4.30882472702205,0.625680427132691,1.57423774100186,3.91601183900746,-3.79879117950136,-1.60060617674404,-0.344805391571472,2.91531410231796,-2.86229697769316,-0.126936534693001,1.44926005765286,2.09823243683067,-2.95392581333932,0.0436126324577912,1.54967259118328,2.28282181837866,-1.05105479142343,0.696662837274446,1.42076287225946,3.37254072069947,-1.76176589919676,0.0974728723572278,0.592194214786252,2.52427869292528,-3.5056134513535,-1.86143871215786,-1.44177060947527,0.960731098534745,-4706.59332741462
-1.78383245404713,-2.73801276976834,-0.0162431847958286,0.279188191238718,-0.106592565753763,0.0450403187225011,0.298356816112615,0.308212583616625,0.290340227003372,-0.177238826582314,0.483437507893616,0.298076147165317,-0.369124838689288,0.435509376368956,-0.36086207326093,-0.650988712504646,-0.240840285168714,-2.04514342196057,3.13794467557875,4.86811750677295,0.00169823574180949,-0.291643632369124,0.149529221933762,-0.615295617594699,-0.188270734620022,0.522502605403383,0.214419506078459,0.33717915172165,0.327352428621888,3.84039549887871,3.36731346329441,3.9061362565742,1.64243391567249,0.945165637233134,1.00405687951521,0.181483641809146,0.633364084288797,0.742429367286061,0.0839150173980467,-4.56396194503085,-0.329252609001572,1.0466260259881,4.00339812242617,-4.07326279283595,-0.0849814439962575,2.00216560431241,3.68226095801794,-4.58698537430739,0.760888090457628,1.53648423322438,4.23990736835555,-3.99073304998148,-1.52392969747839,-0.498407945733145,2.93625942683611,-2.84944045039327,-0.23310273965919,1.4622950729672,2.17234063190654,-2.94085952942105,-0.115725355230789,1.64209411898857,2.37170219778085,-1.23877721789053,0.76970857017355,1.58007706643471,3.43968211046525,-1.60346639169567,-0.0468830785887191,0.773579006772798,2.40950172215886,-3.70103095888368,-1.81904226048068,-1.52535684846442,0.750927649141777,-4658.55231759206
-1.87664863293632,-2.9594666433772,-0.0370295152689911,0.299834231941799,-0.150629809949918,0.0367054447643012,0.334039055831007,0.368883064692627,0.307368345902745,-0.216712511357718,0.558463366873951,0.334003830118275,-0.421071141315256,0.484730474695484,-0.413656116113172,-0.77876106561292,-0.306066109731424,-2.32759701793745,3.21743948382107,5.46945493941427,0.0828314437822396,-0.361387211590812,0.138002034281936,-0.668038807005718,-0.15989751535104,0.420523538450764,0.121615563429148,0.148352004303488,0.227513586835918,3.96438565461891,3.42684182704447,4.02430143614976,1.82373178867448,1.02228641654413,1.14002473226525,0.343863531301551,0.819195830871755,0.8491953507568,0.0259202059340896,-4.87317764974538,-0.324066853003683,0.946925549128504,4.26741940622102,-4.2428982295977,-0.107503730092254,2.0003194610724,3.96066009475678,-4.83211301025686,0.843153967727322,1.45047840833374,4.57208007106311,-4.12617017572658,-1.41760027136268,-0.62828408687457,2.90563900889697,-2.88457790075429,-0.318023593304767,1.40212534533187,2.27585421118486,-2.95211505395419,-0.269238604390447,1.67069589803007,2.50124016237615,-1.34515926062251,0.623186390084215,1.54395734041894,3.51026219311437,-1.47120657602327,0.0158181414745948,0.548276601316754,2.2419040917875,-3.85797258208759,-1.98259477944948,-1.2406600072055,0.500894082448845,-4633.93363390697
-1.88470421887876,-3.07579241516381,-0.0546944932803949,0.312144909356061,-0.211744359271934,0.0233497580265551,0.392015559762883,0.416847063020611,0.3081004310571,-0.239200976682744,0.611723376793977,0.357784710621985,-0.462037060347078,0.522392924823256,-0.455996087310371,-0.868673964054374,-0.350877067102166,-2.51903412130001,3.20656126066428,5.96660229441391,0.143264200015618,-0.419583344683627,0.182837254785866,-0.748787762244649,-0.157221787199738,0.313769721759197,0.126351787909129,0.151015054296376,0.254179785105992,3.99796848804892,3.4159711712594,4.04044744937901,1.86016937407771,1.13139854508295,1.21252761511436,0.400213739357456,0.873373691787227,0.890265935281296,0.0392945896816732,-5.08151556522553,-0.378350972228375,0.861612543168809,4.45979669422629,-4.3301963118736,-0.158553178769119,1.95624644985382,4.16933286370912,-4.98500270847159,0.786662746613674,1.40259230419121,4.82502193138358,-4.18549449143135,-1.49962669428963,-0.574997315977829,2.83717592404927,-2.91195274300889,-0.34048436754263,1.31511431330004,2.3573993527763,-3.00086549061283,-0.347686215257156,1.6447282437248,2.62067499317939,-1.41033801087159,0.415645178573929,1.32725932328681,3.53781730853343,-1.41489367748142,-0.092366650877988,0.423200700059,2.06967608205674,-3.94427128099114,-1.84519408752148,-1.26174597569885,0.424304942942864,-4602.3906420093
-1.85394673396113,-3.20994245995633,-0.0815653006547255,0.314404461278869,-0.297837523855355,-0.00423685273783521,0.501837574403401,0.487991016787553,0.297647351311501,-0.240352305051531,0.686004654534371,0.386161475280989,-0.527290420971128,0.582599750984361,-0.523177121928985,-0.998213653471231,-0.416385882094263,-2.79555085673061,3.16399882993422,6.78995943528847,-0.0433377100601663,-0.344869444882649,0.271449314295855,-0.75986386720172,-0.150132474013152,0.182177067741087,0.0932638520884511,-0.0122170083857189,0.213670321496404,4.00580018410948,3.3445540606762,3.99464816835533,1.74041065554499,1.0465885955577,1.26720247875801,0.429812031813203,0.740160445590402,0.799016288821473,0.0688110072750569,-5.37335066896819,-0.52779191823532,0.731225805281779,4.74820550741208,-4.43836507081513,-0.265283248037081,1.86490825874723,4.47333076140362,-5.19897247429187,0.601481759421451,1.34557042239226,5.21430540916752,-4.27318885362043,-1.58774311086216,-0.58752261589686,2.70987242301807,-3.07540542833772,-0.347745644099048,1.18608488614009,2.4516618892075,-3.14320655835343,-0.387685382159329,1.59260535358578,2.79415405101402,-1.59567995652361,0.199205430884466,1.07443081296379,3.48535761367391,-1.46444506595354,-0.218248870977586,0.215004641367448,1.85179671145055,-4.0261130052547,-1.73569553433495,-1.22278107171262,0.476541728559569,-4564.62247996909
-1.76520312036675,-3.32526316348905,-0.123570592886788,0.324512900907736,-0.404736187605718,-0.0537975262882615,0.632381884534266,0.58453081416776,0.301761945353209,-0.289453664187879,0.801043433996301,0.435269304034347,-0.62594005506815,0.671416343547452,-0.618130312609851,-1.1729736639539,-0.508702175665643,-3.15252477939375,3.128709504006,8.00950169055631,-0.166586738239115,-0.360336249336549,0.288200575714551,-0.879844320016423,-0.156482193821289,0.0711055043807518,0.135501721278286,0.0799971705963691,0.259408906463377,3.99260968705928,3.19795704393604,3.88874346775495,1.58380056529835,1.22809289448911,1.28086375656792,0.55811264389087,0.434702731242179,0.526892360897497,0.156092281289052,-5.78560986255094,-0.775882987452988,0.528850027754845,5.15142111115234,-4.59662603358093,-0.41206875058708,1.7056901266733,4.88168940379238,-5.50565429635501,0.326964788939428,1.22321244496311,5.76885157352108,-4.35880169300212,-1.56916579277141,-0.761859480561192,2.51683811511001,-3.24156621275615,-0.31096562552037,1.01972561768568,2.5439828380284,-3.4312659361234,-0.381319523677877,1.51906824465118,3.0155618706934,-1.95442033974298,0.011088283017433,0.920069241124853,3.29122213197651,-1.68516883898921,-0.563932035554287,0.117763357241254,1.56989627705125,-4.08787549769895,-1.77146200925567,-1.01588854579323,0.641485517030126,-4522.76387209327
-1.67093200489975,-3.3161960655094,-0.158592199677799,0.348821164944264,-0.467483607834471,-0.0986961275402914,0.670592264096341,0.651352225813523,0.319562121174713,-0.359464228119894,0.898381728772907,0.474678512567541,-0.702308622574769,0.736600017711644,-0.685759696322101,-1.30094404008316,-0.585998544448679,-3.35756144573064,3.08353489886732,8.94394553536897,-0.1139719788378,-0.394408458076911,0.142936499376911,-0.91177523776812,-0.153081262487996,0.0801957461256691,0.130165564675643,0.135576740275326,0.211531234406229,3.97743026950983,3.06803443783437,3.80461044377888,1.68473861277451,1.3687167949367,1.59187801902025,0.693800853342967,0.193826039964601,0.25474126728042,0.237566030755575,-6.07290506558763,-1.00341474812816,0.375992845388055,5.42767973549874,-4.69816800754868,-0.520420960863362,1.56663942527842,5.14582479901506,-5.71331763551342,0.117688269756967,1.09229307066979,6.16624884235962,-4.31060920325175,-1.58136333235396,-0.820368778549921,2.35717962110473,-3.40402552127266,-0.311921378377882,0.926267690338748,2.56843821910373,-3.58011792918037,-0.334690015246085,1.47085291187416,3.14733140022436,-2.20029862453942,-0.0305601689556684,0.905815968882895,3.05228668829605,-1.96386853186465,-0.565751488249661,-0.116060153912984,1.44226329663488,-4.07511196214627,-1.67743724836702,-1.04295282023888,0.823431476967939,-4496.06651914944
-1.49515791920505,-2.88774510742113,-0.201107273514918,0.374526262226885,-0.530684909610909,-0.162368816594485,0.52161379551533,0.73724693859413,0.28796190446941,-0.297939959515993,1.06772462099522,0.532224171201061,-0.814554610357072,0.807612188399426,-0.736588376274984,-1.43635272206742,-0.702853628928209,-3.31845399638332,3.1744131939321,10.3751024973671,0.0712440200459029,-0.611551503104828,0.0215862272269011,-0.845620742362554,-0.157831487333485,0.379116480180952,-0.132163357235373,0.0333512202843867,0.034263234243889,4.14590073280897,3.11536618977755,3.92363770042829,1.69863401660995,1.41352767727073,1.62093174046279,0.63568008243026,0.237194270456108,0.28146475175995,0.0970066173764784,-6.26308640009991,-1.31052155356365,0.0521999603446154,5.66483159922146,-4.58697071070895,-0.507588740450617,1.21741704375641,5.28502701257151,-5.76016450951149,-0.0113417981204834,0.632431069818556,6.60745934982442,-4.11024032760606,-1.67450107250803,-0.820360783000234,2.14476779359582,-3.74760421782334,-0.246383340230561,0.978554775922526,2.41565096753349,-3.96834055964249,-0.0568890480048935,1.46694557838799,3.18955439474501,-2.08945695079695,-0.163328452340138,0.751506003651295,2.60363992140593,-2.27630013004535,-0.708233196673547,-0.0650165065661404,1.47217181450098,-3.74882872885196,-1.58539037507661,-0.987338175934668,0.790597171153266,-4474.94334236885
