"asc_ruta1","asc_ruta2","asc_ruta3","b_time","b_dist","b_cong","b_CSECO","b_Hvalle","b_Joven30","b_Adulto40","b_Adulto60","b_USOCINTURON","b_USODISPMOB","logLike"
0,0,0,0,0,0,0,0,0,0,0,0,0,-390.935009835809
0,0,0,0,0,0,0,0,0,0,0,0,0,-390.935009835809
0,0,0,0,0,0,0,0,0,0,0,0,0,-390.935009835809
0.00399999998990097,-0.0120000000060827,-0.0167999999939639,0.112401923997822,-0.00713946406904143,0.0214400000004389,0.0206400000024587,0.00944000001254608,0.00064000001657405,0.00672000000122353,0.0123200000052748,0.0198399999862886,0.00720000000001164,-376.127495449937
0.205263782334665,-0.304226240102185,-0.500430120138736,0.10366753570266,-0.546155047863534,0.224593080323068,0.499242265418682,0.207519715739358,0.0156435879593265,0.173377246969009,0.288222276056484,0.471145887676619,0.184963511357862,-341.603489956274
0.485468110530339,-0.402351536301004,-0.749133056011165,0.0998787758002528,-0.426790876916016,0.195644701393785,0.533632917275983,0.203292993790958,0.00351986122849616,0.208323769491231,0.27735195868421,0.500396304533084,0.168089053592308,-326.938164618398
0.530133650042395,-0.399040616360725,-0.808059055489956,0.119028511548371,-0.496305215864238,0.139142609401423,0.507634675506701,0.183815412754138,-0.0105324831076929,0.217432349766735,0.242919000278634,0.467283248630982,0.133852473100685,-325.234296355375
0.496093825231516,-0.346167929697496,-1.01510391861778,0.114928103757554,-0.54694439898293,0.281947551968091,0.491601150983169,0.115538644562166,-0.0840321307707408,0.287557812429615,0.117519946488636,0.34518573448063,0.0217754414966342,-324.605514486296
0.229102958179436,-0.30434898836528,-1.41557662212303,0.113166516505648,-0.467956655413424,0.205184461142925,0.614290883552841,0.0241165593320431,-0.233652092543953,0.461864297926919,-0.0341981675915727,0.233154515886336,-0.16695921465034,-321.415370312599
-0.445645002006058,-1.71033366550833,-2.0864075429578,0.0874407279965237,-0.256833796400628,0.0867645966491116,0.75948699008323,-0.252828693813637,-0.932703031270207,0.510594636968069,-0.253128191038423,-0.425156394192462,-0.896029057610941,-315.29939136635
-0.837699458487973,-2.02057662674946,-2.82698497109895,0.0805408928259673,-0.109800382410362,-0.0113057249297135,0.153657691075541,-0.0833089780677266,-1.15142587930647,-0.230006842484298,-0.187047365675163,-0.55109447351356,-0.307948914928989,-310.490590112226
-0.852377813957241,-2.05614666759952,-2.82671453702153,0.0797313722516431,-0.102904396455324,-0.0140372928652862,0.0780033583043195,-0.0829436507770248,-1.1325809994733,-0.240027285957976,-0.328774102106669,-0.434513686942447,-0.225349625204156,-309.497034584787
-0.807171642124869,-1.89428653348718,-2.72487792585986,0.0722077268215974,-0.106495440819487,0.0288493237676773,-0.0278817885656661,-0.192857702491923,-1.03054917227699,-0.624065079151133,-0.547646084834707,0.199115484817605,-0.45034888683655,-309.213269972204
-0.422288092784849,-1.31846206316029,-2.02003759582458,0.095824554289174,-0.247658336135807,0.0470368368522622,0.504764760550658,-0.187613925261802,-0.876635858370383,-0.44254627043324,-0.667949194664226,0.0533164063946007,0.117708223727722,-308.833445544068
-0.43485780395158,-1.31262967576096,-2.00607674882322,0.0901991025013842,-0.236136216419867,0.0554178751312262,0.311308234632002,0.0850758745069734,-0.964929557153517,-0.242507529652043,-0.572826512705785,0.0775213104860751,0.0114299676988218,-308.150909253738
-0.524044698911773,-1.43613490910208,-2.12875098657624,0.086845283623329,-0.215591447630359,0.0569544953359385,0.128698439147292,-0.072636767289857,-0.980564500612352,-0.14113609342486,-0.434446004695239,0.102163276081269,-0.0441843546913027,-307.386425505324
-0.630273922449524,-1.60851918209346,-2.30899899564106,0.0820533771814322,-0.184498742344871,0.043944755129609,0.117349064629064,-0.0432434108007013,-0.827795497758299,-0.246012153322365,-0.487591928503996,0.0171919975367192,-0.172605621718628,-306.730371321588
-0.621258364690062,-1.60550163256738,-2.30650947543979,0.0815158845926481,-0.181228866763179,0.0409832528685964,0.131926431923251,-0.0508883594793552,-0.891297453560888,-0.268344469907815,-0.497414062399382,0.024111341333547,-0.16834726810639,-306.687464268928
-0.630742409015734,-1.6226098246836,-2.32053908153661,0.0793988351615195,-0.175189167740382,0.0380920464245956,0.120574702678569,-0.0883841658506924,-0.917480594310636,-0.288506971974623,-0.485310028716809,0.0301445928653826,-0.175770508389486,-306.656449271493
-0.626888836461334,-1.61729619185012,-2.31422620041541,0.0794318379454835,-0.176907136626972,0.0379392628940237,0.126616779747794,-0.0827890311013623,-0.927575688685471,-0.290339857854177,-0.489774820087261,0.0297782539911921,-0.173760857697712,-306.655468879239
-0.627103828816431,-1.61670079579234,-2.31330138601864,0.0792994652230384,-0.177265660157651,0.0380088829712168,0.126400185285338,-0.0820918320605838,-0.92628990287403,-0.290035078665316,-0.489546415925219,0.0295807616575689,-0.173662020884277,-306.655380327759
-0.627289883595478,-1.61679594055694,-2.31334349959236,0.0792552669809327,-0.177368665552005,0.0380215338148821,0.126171766743834,-0.0821910752324974,-0.925699806368529,-0.290008530117609,-0.489347775896446,0.0295326474994507,-0.173754715709762,-306.655374331264
-0.627330540184442,-1.6168423892373,-2.31341297589341,0.0792514414455728,-0.177359022116363,0.0380215244854202,0.126149957598697,-0.0822084568085971,-0.925694554763462,-0.290022012206508,-0.489349107588036,0.0295385993708303,-0.173754209007909,-306.65537428939
