"","asc_ruta1","asc_ruta2","asc_ruta4","b_tt","b_dt","b_Sem","b_ACC_1","b_ACC_2","b_SI_CAMFD","b_SI_PANEL","b_SI_ZER","b_Si_MTRP","b_No_Info","b_UsoCel_F"
"asc_ruta1",0.173626832559213,0.137407522188538,0.146934923043242,0.0172769858694356,0.0493900109179124,0.00938760015178423,-0.0170459079092513,0.0302372304293695,-0.00379122182406302,-0.00176106823374085,0.0031369873383057,-0.00228610663374875,0.000676270232352917,0.00784368046289488
"asc_ruta2",0.137407522188538,0.150199038126654,0.130312009886461,0.0112119085860617,0.0360383625341567,0.00621869897231324,-0.00165270384906493,0.0281965689917867,0.0004617410989299,-0.00497938568548307,7.67589220508328e-05,0.0101340643283218,0.00460048572640569,0.00134374227841213
"asc_ruta4",0.146934923043242,0.130312009886461,0.410928361590621,0.00102298755868627,0.0640742552558678,0.00415457618375444,-0.0164267831602007,-0.00265547755134741,0.0826333849625032,0.00317789104202801,-0.00346904013481018,-0.0189293887943466,-0.115317025886526,-0.0864289710214732
"b_tt",0.0172769858694356,0.0112119085860617,0.0010229875586863,0.0112116494873887,-0.00250453748290171,-0.00255617584580257,-0.00146142158035834,0.0116123634242617,-0.00312246597421449,-9.48570330189083e-06,0.00147209343411428,-0.00159375126688694,0.00323670005553296,0.00103712151764677
"b_dt",0.0493900109179124,0.0360383625341567,0.0640742552558679,-0.00250453748290172,0.0447726791540702,0.00597536172096516,-0.0123555690701512,0.00454288354397222,-0.00146604027665497,0.00440813005165419,-0.00434888820080561,-0.0115579772706284,-0.00590475470747046,0.00248548173137864
"b_Sem",0.00938760015178423,0.00621869897231323,0.00415457618375442,-0.00255617584580257,0.00597536172096515,0.0217307323611863,0.000165558136639732,-0.00792301762768272,-0.000573345446769017,-0.00259521898367594,-0.000294851259041905,-0.001594548598293,-0.00373080511468158,0.00389065557414236
"b_ACC_1",-0.0170459079092513,-0.00165270384906493,-0.0164267831602007,-0.00146142158035834,-0.0123555690701512,0.00016555813663973,0.0995244941262027,0.0261531616926364,-0.00203885370847752,-0.00565233208138502,-0.00482255239116612,0.00957409094347584,-0.0107576574757185,0.0054930267826856
"b_ACC_2",0.0302372304293695,0.0281965689917867,-0.00265547755134737,0.0116123634242616,0.00454288354397222,-0.00792301762768272,0.0261531616926364,0.564545650867296,-0.0217826452956363,-0.00206256112830199,0.0125621324756242,-0.0186533254326159,0.00338008040695606,0.0268979957983656
"b_SI_CAMFD",-0.00379122182406333,0.000461741098929622,0.082633384962503,-0.00312246597421448,-0.00146604027665508,-0.000573345446769039,-0.00203885370847752,-0.0217826452956364,0.106731560749642,-0.000328572502629861,0.00138036008492533,-0.0102659499136621,-0.00525369573559119,0.0155892597179136
"b_SI_PANEL",-0.00176106823374084,-0.00497938568548307,0.00317789104202799,-9.48570330189112e-06,0.00440813005165419,-0.00259521898367594,-0.00565233208138501,-0.00206256112830198,-0.00032857250262987,0.0400669756414838,-0.00842350099662413,-0.00479374582842141,0.00525124086792756,-0.00237466759656813
"b_SI_ZER",0.0031369873383057,7.67589220508458e-05,-0.00346904013481019,0.00147209343411428,-0.00434888820080561,-0.000294851259041905,-0.00482255239116612,0.0125621324756242,0.00138036008492532,-0.00842350099662412,0.0689365987934238,-0.00777439741282571,-0.00208418296633569,0.0141475471552938
"b_Si_MTRP",-0.00228610663374874,0.0101340643283218,-0.0189293887943466,-0.00159375126688694,-0.0115579772706284,-0.001594548598293,0.00957409094347584,-0.0186533254326159,-0.0102659499136621,-0.00479374582842141,-0.00777439741282571,0.115620277014669,-0.0021846469365145,0.00213579728183408
"b_No_Info",0.000676270232353031,0.00460048572640577,-0.115317025886526,0.00323670005553297,-0.00590475470747036,-0.00373080511468157,-0.0107576574757185,0.00338008040695609,-0.00525369573559125,0.00525124086792756,-0.00208418296633569,-0.00218464693651451,0.133424685400746,0.000701450998823113
"b_UsoCel_F",0.00784368046289485,0.00134374227841217,-0.0864289710214738,0.00103712151764678,0.00248548173137865,0.00389065557414235,0.0054930267826856,0.0268979957983656,0.0155892597179135,-0.00237466759656813,0.0141475471552938,0.00213579728183407,0.000701450998823255,0.128394830084048
