"","asc_ruta1","asc_ruta2","asc_ruta4","b_tt","b_dt","b_Sem","b_ACC_1","b_ACC_2","b_SI_CAMFD","b_SI_PANEL","b_SI_ZER","b_Si_MTRP","b_No_Info","b_UsoCel_F"
"asc_ruta1",1,0.845345079735275,0.539877672862469,0.170632810893053,0.586449183253568,0.237838525994411,-0.0789606081974258,0.00342042297865872,-0.024474577431233,0.0246557289891616,-0.0628279554732249,-0.0347823643014456,-0.0123318396505378,0.0228178679775135
"asc_ruta2",0.845345079735275,1,0.521356321192692,0.0512915887858796,0.505388989716987,0.179661644034593,-0.0354705942445203,0.0207692861182623,-0.00430721966425788,0.0316449428882892,-0.0450162114639755,0.0144558369974179,-0.0105236735238865,0.0127081901328604
"asc_ruta4",0.539877672862469,0.521356321192692,1,-0.0434138418444657,0.395993425909616,0.118833159926301,0.00232295967642613,-0.00163570824147465,0.419524722925218,-0.0157276314693168,-0.0570952831525313,-0.0554726893685814,-0.478589484332494,-0.49588346415335
"b_tt",0.170632810893053,0.0512915887858796,-0.0434138418444657,1,-0.179062329289932,-0.0713685522001745,-0.0268048406342139,0.0308226775721417,0.00781985873551541,0.0377649211093267,-0.0588562797126784,-0.054116271110886,-0.060575677490936,0.0702616094848108
"b_dt",0.586449183253568,0.505388989716987,0.395993425909616,-0.179062329289932,1,0.250077712114934,-0.0720284567156595,-0.0194872824964377,-0.0628725135504622,0.034376333012367,-0.0861646593613317,-0.0997374589735284,-0.0011916823601352,0.00434984654674279
"b_Sem",0.237838525994411,0.179661644034593,0.118833159926301,-0.0713685522001745,0.250077712114934,1,-0.066354517998497,0.0150211110244365,-0.0272209501058745,-0.0382596660904898,-0.0510429983843726,-0.115795653034248,-0.0442433076510236,-0.0371521457437132
"b_ACC_1",-0.0789606081974258,-0.0354705942445203,0.00232295967642613,-0.0268048406342139,-0.0720284567156595,-0.066354517998497,1,0.114179358561069,0.0450095772475332,-0.0335465265645704,-0.016198290697867,0.0390311715292126,-0.0445062562526824,-0.00366338509463702
"b_ACC_2",0.00342042297865872,0.0207692861182623,-0.00163570824147465,0.0308226775721417,-0.0194872824964377,0.0150211110244365,0.114179358561069,1,-0.0163297787426301,0.0450384245364009,-0.0049491109340272,-0.0317053589673541,-0.00745122010238707,0.012760666026868
"b_SI_CAMFD",-0.024474577431233,-0.00430721966425788,0.419524722925218,0.00781985873551541,-0.0628725135504622,-0.0272209501058745,0.0450095772475332,-0.0163297787426301,1,-0.0544692738954387,-0.00419719816071888,-0.0516029261911221,-0.0421066929709148,-0.00941680704799901
"b_SI_PANEL",0.0246557289891616,0.0316449428882892,-0.0157276314693168,0.0377649211093267,0.034376333012367,-0.0382596660904898,-0.0335465265645704,0.0450384245364009,-0.0544692738954387,1,0.00405411698887085,-0.0573576588117055,0.0967862907417482,0.0279374850199358
"b_SI_ZER",-0.0628279554732249,-0.0450162114639755,-0.0570952831525313,-0.0588562797126784,-0.0861646593613317,-0.0510429983843726,-0.016198290697867,-0.0049491109340272,-0.00419719816071888,0.00405411698887085,1,-0.0363690334879813,0.0021214136378865,0.0753473887726739
"b_Si_MTRP",-0.0347823643014456,0.0144558369974179,-0.0554726893685814,-0.054116271110886,-0.0997374589735284,-0.115795653034248,0.0390311715292126,-0.0317053589673541,-0.0516029261911221,-0.0573576588117055,-0.0363690334879813,1,-0.0154804179861915,0.00252980331937943
"b_No_Info",-0.0123318396505378,-0.0105236735238865,-0.478589484332494,-0.060575677490936,-0.0011916823601352,-0.0442433076510236,-0.0445062562526824,-0.00745122010238707,-0.0421066929709148,0.0967862907417482,0.0021214136378865,-0.0154804179861915,1,0.0593973770155244
"b_UsoCel_F",0.0228178679775135,0.0127081901328604,-0.49588346415335,0.0702616094848108,0.00434984654674279,-0.0371521457437132,-0.00366338509463702,0.012760666026868,-0.00941680704799901,0.0279374850199358,0.0753473887726739,0.00252980331937943,0.0593973770155244,1
