"asc_ruta1","asc_ruta2","b_tt","b_dt","b_Sem","b_CongCD","b_CongEF","b_ACC_1","b_ACC_2","b_SI_CAMFD","b_SI_PANEL","b_SI_ZER","b_Si_MTRP","logLike"
0,0,0,0,0,0,0,0,0,0,0,0,0,-848.616983283871
0,0,0,0,0,0,0,0,0,0,0,0,0,-848.616983283871
0,0,0,0,0,0,0,0,0,0,0,0,0,-848.616983283871
-0.0358549223165028,0.436145076491812,0.372929935110733,-0.402886670599401,0.839502484268451,0.35100518107356,-1.25088082768343,0.0101968907983974,-0.307813471408736,-0.392373057366058,-0.603937824052991,-0.206507772418263,0.026196891667496,-594.758398302073
-0.093827038548405,0.689977949554739,0.633148373166968,-0.56000787328937,0.419424303588372,0.226656660095196,-1.60245484295248,0.027046205953058,-0.673767063269144,-0.563032751281984,-0.700579531901633,-0.360452795795849,-0.0322287998012967,-544.930836775114
0.188616639783916,1.34000740153095,1.43683444039978,-0.80777413541956,0.587101650728396,-1.19661785993651,-2.25732344807075,0.0667776063244383,-2.23537876839696,-0.871962949264013,0.318514433790416,-0.108094807899958,0.0516912629796979,-520.13984441184
0.325878359721425,1.30844652645064,1.34838231899627,-0.580510550264847,0.756096549064171,-2.32349126078699,-2.41816542177094,-0.13735367306504,-3.3814679664397,-0.815159866085075,-0.267979616195787,0.116222257066241,-0.0336609276623296,-519.358786462177
0.250124453387896,0.958368697996228,1.01561650411329,-0.125058323827284,0.648595374920272,-2.53514607293455,-3.04652439907505,-0.34016159123266,-4.14789890739327,-0.529768944959657,-0.25816653732117,0.410924090956318,0.0104387124168759,-509.150801840481
-0.188982786627299,0.727060897841614,0.980231487345108,0.122763274570064,0.736124989186311,-2.51509018623233,-3.095888623345,-0.309254320396636,-4.5766913638755,-0.472699249836632,-0.205911347895544,0.165523128390653,0.0913415295012954,-503.567924214685
-0.242121067994036,0.515992312786499,0.950811328666534,-0.00668341713756337,0.71444344212733,-2.4076810208691,-3.04907924445659,-0.218857413183066,-4.70969829108285,-0.622567546331022,-0.218285428336156,0.178118655183336,0.182862789819401,-499.365891540571
-0.217557628010926,0.6154929997216,1.22088016302215,-0.914078737917219,0.570216217167347,-1.46807938873753,-2.57827970454832,-0.116537333247743,-4.8726306201912,-0.00277952847811402,-0.413741091576273,0.168027622848877,0.201776586191395,-493.356887687292
-0.155149073007334,0.87053652271428,1.15750584139384,-0.872124948847899,0.505928136412196,-1.23574480612086,-2.46945410248124,-0.198007090751307,-4.73568122088515,-0.206140221297222,-0.42495575940004,0.105136504309151,0.140123657924542,-484.851286948197
-0.00684857010533255,0.838701888378706,1.26901218733918,-0.725602203026395,0.451357072084253,-1.27518480573784,-2.55514748788747,-0.00634805910158806,-4.49536876644229,-0.269362190331069,-0.453921886079334,-0.0460514191356615,0.0573276623591414,-481.460872205967
-0.15929445519959,0.825581161738241,1.35031313863557,-0.702416861949523,0.401282854994749,-1.43685749170085,-2.66505484590874,0.032676089169216,-4.2340013777666,-0.32130047233037,-0.485241983684192,0.0127683121265375,0.079052604154691,-478.943539587087
-0.234604929484843,0.740222119025419,1.30754369071536,-0.805493846937807,0.365029869012958,-1.65374358682734,-2.80913058338446,-0.113882295298706,-3.98040882961218,-0.363539302353702,-0.444427035150246,-0.131795020340807,0.0862363845712051,-477.390233687168
-0.190914504983965,0.669866671238103,1.47639983366839,-0.665343597000273,0.353561815108564,-1.63628042228433,-2.80365038422628,-0.334647309824216,-3.94598762920484,-0.506972890211024,-0.437886469048013,-0.112255342140641,0.0811861799029777,-476.714798893062
-0.158958162379308,0.944732408775336,1.16615028976257,-0.36910371937111,0.344288625130936,-1.63738874709956,-2.83010029167334,-0.198212165694654,-3.99004126702149,-0.875310842134241,-0.344610630905259,-0.0553196404622118,0.00403611406043067,-473.182410120064
-0.152364856825409,0.951493296797387,1.16654091415341,-0.367901030784775,0.340886095653479,-1.63945546086642,-2.82959373410388,-0.195697723925036,-3.98598120620322,-0.868669882662988,-0.350576265279845,-0.0628112781338282,0.0435996888567493,-473.124295545944
-0.234700512113669,0.861415357552723,1.26712663556013,-0.631863005420925,0.350811165819671,-1.66439956798337,-2.80749813200633,-0.103358976462037,-3.84141379793364,-0.694216584736274,-0.417007803836504,-0.111259290022576,0.0516278778772888,-473.091164683202
-0.189527561124094,0.909879356128375,1.21683819570683,-0.498030024434189,0.344640090649569,-1.64846103142604,-2.81557418366057,-0.152208866796187,-3.92846940162935,-0.770763048520467,-0.385500599206805,-0.087377629959066,0.0542501698857927,-472.581787152368
-0.189054127678782,0.909983370021618,1.21663052558577,-0.497634493039588,0.343948169722906,-1.64782223572502,-2.81349540565436,-0.151616133462051,-3.93290372907219,-0.768369545243141,-0.385196515690385,-0.0868872314338882,0.0545134191812675,-472.581309337557
-0.188696220629409,0.910095581303157,1.21631504854891,-0.497683004053071,0.343811592944315,-1.64839579803329,-2.81289527894611,-0.151534299065729,-3.93502505236437,-0.767902740876967,-0.385082197261549,-0.0867999329953703,0.0544751721592648,-472.581257491577
-0.188604601160214,0.910178561972199,1.21635373713828,-0.497733689934826,0.343752536889507,-1.64863340902276,-2.81286671730843,-0.151565991328491,-3.93614881530609,-0.767977011227763,-0.385101494129285,-0.0867990781864182,0.054449596367665,-472.581249252102
-0.188602418971101,0.910275699136708,1.21651713297412,-0.497822723756995,0.343697195377123,-1.64889389168574,-2.8130557055445,-0.151602417019345,-3.93800776881918,-0.768158925282561,-0.385199289045754,-0.0868253822757023,0.0544383794803858,-472.58124285862
