"...1"	"ViajeId"	"MUESTRA"	"VALIDAR"	"GENERO"	"TIEMPO_PROFESION"	"HORAS_TRABAJO"	"NIVEL_EDUCATIVO"	"EDAD"	"DISTAlt1"	"TIEMPOAlt1"	"CONG_A1"	"DISTAlt2"	"TIEMPOAlt2"	"CONG_A2"	"DISTAlt3"	"TIEMPOAlt3"	"CONG_A3"	"DISTEC"	"TIEMPOEC"	"Semaf_A1"	"Semaf_A2"	"Semaf_A3"	"Semaf_EC"	"CamFD_A1"	"CamFD_A2"	"CamFD_A3"	"CamFD_EC"	"ZER_A1"	"ZER_A2"	"ZER_A3"	"ZER_EC"	"MtrP_A1"	"MtrP_A2"	"MtrP_A3"	"MtrP_EC"	"Acc_EC"	"Acc_A1"	"Acc_A2"	"Acc_A3"	"Paneles_EC"	"Paneles_A1"	"Paneles_A2"	"Paneles_A3"	"INFOTRAFICO"	"CLIMA"	"CONGESTION"	"PAVIMENTO"	"INCIDENTE"	"MERIDIANO"	"HPICOHVALLE"	"COSTO"	"CHOICE"	"Experiencia"	"PasoPeaton"	"UsoPito"	"CinSeg"	"FRbr"	"UsoDirec"	"EnfCond"	"AFrSem"	"CulFr"	"OmLmVel"	"IgPare"	"UsoCel"	"ComVrb"	"Ans"	"ComAfec"	"PrPer"	"AmbTr"	"StrC"	"ConCl"	"DispMob"	"JOVEN30"	"ADULTO40"	"ADULTO60"	"ADULTOMAYOR"	"EDUBASICA"	"EDUSUP"	"EDUNR"	"HPICO"	"HVALLE"	"CSECO"	"CLLUVIA"	"CONG_AB_A1"	"CONG_CD_A1"	"CONG_EF_A1"	"CONG_AB_A2"	"CONG_CD_A2"	"CONG_EF_A2"	"CONG_AB_A3"	"CONG_CD_A3"	"CONG_EF_A3"	"CONG_AB_EC"	"CONG_CD_EC"	"CONG_EF_EC"	"SININFOTRF"	"CONINFOTRF"	"USOCINTURON"	"NOUSOCINTURON"	"USODISPMOB"	"NOUSODISPMOB"	"NO_MTRP_A1"	"NO_MTRP_A2"	"NO_MTRP_A3"	"NO_MTRP_EC"	"SI_MTRP_A1"	"SI_MTRP_A2"	"SI_MTRP_A3"	"SI_MTRP_EC"	"NO_ZER_A1"	"NO_ZER_A2"	"NO_ZER_A3"	"NO_ZER_EC"	"SI_ZER_A1"	"SI_ZER_A2"	"SI_ZER_A3"	"SI_ZER_EC"	"HTRB_1"	"HTRB_2"	"HTRB_3"	"SEMF_A1_1"	"SEMF_A1_2"	"SEMF_A1_3"	"SEMF_A2_1"	"SEMF_A2_2"	"SEMF_A2_3"	"SEMF_A3_1"	"SEMF_A3_2"	"SEMF_A3_3"	"SEMF_EC_1"	"SEMF_EC_2"	"SEMF_EC_3"	"NO_CAMFD_A1"	"SI_CAMFD_A1"	"NO_CAMFD_A2"	"SI_CAMFD_A2"	"NO_CAMFD_A3"	"SI_CAMFD_A3"	"NO_CAMFD_EC"	"SI_CAMFD_EC"	"ACC_A1_0"	"ACC_A1_1"	"ACC_A1_2"	"ACC_A2_0"	"ACC_A2_1"	"ACC_A2_2"	"ACC_A3_0"	"ACC_A3_1"	"ACC_A3_2"	"ACC_EC_0"	"ACC_EC_1"	"ACC_EC_2"	"NO_PANEL_A1"	"SI_PANEL_A1"	"NO_PANEL_A2"	"SI_PANEL_A2"	"NO_PANEL_A3"	"SI_PANEL_A3"	"NO_PANEL_EC"	"SI_PANEL_EC"	"EXP_1"	"EXP_2"	"EXP_3"	"EXP_4"	"EXP_5"	"SEM_A1_km"	"SEM_A2_km"	"SEM_A3_km"	"SEM_EC_km"	"Panel_A1_km"	"Panel_A2_km"	"Panel_A3_km"	"Panel_EC_km"	"ZER_A1_km"	"ZER_A2_km"	"ZER_A3_km"	"ZER_EC_km"
"23"	"23"	"{0E9A8C89-9CE9-E811-8FB7-74867AD5B714}"	1	0	1	25	15	4	4	6.6	20	3	6.7	20	3	8.1	23	2	6.24646435179677	21.4881000002225	7	9	14	10	1	1	3	0	0	0	0	0	1	1	0	2	0	0	0	0	1	1	2	1	1	1	3	1	1	1	2	11800	1	5	4	1	2	1	4	1	1	2	1	1	2	4	1	1	1	1	1	1	1	0	0	0	1	0	0	1	0	1	1	0	0	0	1	0	0	1	0	1	0	0	1	0	1	0	1	0	0	1	0	0	1	0	1	1	0	1	1	1	1	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	1	0	1	0	0	1	0	0	1	0	0	1	0	0	0	1	0	1	0	1	0	1	0	0	0	0	1	1.06060606060606	1.34328358208955	1.7283950617284	1.60090563826295	0.151515151515152	0.298507462686567	0.123456790123457	0.160090563826295	0	0	0	0
"24"	"24"	"{0F4A62A6-6EDF-E811-8FB7-74867AD5B714}"	1	0	1	18	11	1	2	3.6	10	2	3.6	10	0	3.6	10	0	3.15221163699731	5.86423333088557	5	5	5	5	0	999	999	1	5	5	5	0	0	999	999	0	0	0	999	999	0	0	1	1	1	1	1	1	1	1	1	7400	4	5	4	2	2	2	5	2	2	2	4	2	4	5	2	1	2	5	3	1	1	0	1	0	0	1	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	1	0	0	1	0	1	0	0	1	1	0	0	1	0	1	1	0	0	0	0	1	1	1	1	0	0	0	1	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	0	1	1	0	0	0	0	0	1	1.38888888888889	1.38888888888889	1.38888888888889	1.5861879136906	0	0.277777777777778	0.277777777777778	0	1.38888888888889	1.38888888888889	1.38888888888889	0
"25"	"25"	"{101A1466-CB5B-E811-95E4-74867AD5B714}"	1	0	1	20	10	1	3	6.6	22	3	8.8	27	2	6.6	22	0	6.22314724893921	25.3781666636467	17	25	17	13	2	7	999	1	0	1	0	0	1	2	999	1	0	0	1	999	1	1	0	1	1	2	4	2	1	2	1	11300	1	5	1	2	2	1	2	2	2	4	4	2	2	2	4	4	4	4	2	3	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	1	0	0	1	0	0	1	0	1	0	1	0	1	0	0	0	0	0	1	1	1	1	1	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0	1	0	0	1	0	1	0	0	1	0	1	0	1	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	1	0	0	1	0	1	0	0	0	0	1	2.57575757575758	2.84090909090909	2.57575757575758	2.08897515677714	0.151515151515152	0	0.151515151515152	0.160690396675164	0	0.113636363636364	0	0
"26"	"26"	"{102924FF-74E3-E811-8FB7-74867AD5B714}"	1	0	1	12	10	1	3	4.2	14	2	5.1	18	2	6	16	2	3.54738638044935	14.0485500017802	11	9	12	9	1	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	10500	4	4	4	2	2	4	2	4	4	4	2	2	4	2	4	3	2	2	5	1	1	0	0	1	0	1	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	1	0	0	1	0	1	0	0	1	0	1	0	0	1	0	1	1	1	1	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	0	0	0	0	1	0	2.61904761904762	1.76470588235294	2	2.53707914356371	0	0	0	0	0	0	0	0
"27"	"27"	"{116C5EFA-C6C5-E811-914C-74867AD5B714}"	1	0	1	20	14	1	3	5	14	3	5.9	16	3	5.3	15	3	5.35162929150614	20.4066666682561	3	13	8	8	3	4	3	3	6	1	0	1	1	2	1	2	0	0	0	0	0	0	0	0	1	1	3	1	1	2	2	10800	3	5	3	1	2	1	4	1	1	3	1	1	2	4	1	1	1	5	1	1	1	0	0	1	0	1	0	0	0	1	1	0	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	0	0	1	0	0	0	0	1	1	1	1	0	0	1	0	1	1	0	1	0	0	1	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	0	0	0	0	0	1	0.6	2.20338983050847	1.50943396226415	1.49487185382912	0	0	0	0	1.2	0.169491525423729	0	0.18685898172864
"28"	"28"	"{11EF8DD3-11DD-E811-8FB7-74867AD5B714}"	1	0	1	3	8	4	2	5.7	19	3	5.9	19	3	5.9	22	3	6.36603958238424	23.9391666650772	17	17	19	18	4	2	5	3	1	1	0	1	2	2	2	1	0	0	0	0	0	0	0	0	1	1	2	1	1	1	1	12500	4	2	3	5	2	3	5	2	3	5	3	2	4	1	5	4	2	1	4	4	1	0	1	0	0	0	0	1	1	0	1	0	0	0	1	0	0	1	0	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	1	1	1	1	0	0	1	0	1	1	0	1	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	0	0	1	0	0	0	2.98245614035088	2.88135593220339	3.22033898305085	2.82750362561499	0	0	0	0	0.175438596491228	0.169491525423729	0	0.157083534756389
"29"	"29"	"{13ECA564-E8D7-E811-8FB7-74867AD5B714}"	1	0	1	12	14	2	3	3	9	2	3	14	4	4.6	17	3	2.54612260750997	11.8005499998728	4	4	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	2	1	1	2	2	6500	2	4	4	1	2	1	4	1	1	1	1	1	3	5	2	1	2	2	1	1	2	0	0	1	0	0	1	0	0	1	0	1	0	1	0	0	0	1	0	0	1	1	0	0	1	0	1	0	1	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	0	1	1	0	0	0	0	1	0	1.33333333333333	1.33333333333333	1.08695652173913	1.57101625357778	0	0	0.217391304347826	0	0	0	0	0
"30"	"30"	"{14C5A5D6-2FDD-E811-8FB7-74867AD5B714}"	1	0	1	10	12	1	2	4.2	8	3	4.5	15	3	4.8	15	3	4.00758480174602	18.6805499990781	2	6	10	7	1	2	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	1	1	2	1	1	2	1	9800	4	4	4	1	2	1	4	1	1	1	1	1	3	5	2	1	3	4	2	1	1	0	1	0	0	1	0	0	1	0	1	0	0	0	1	0	0	1	0	0	1	1	0	0	1	0	1	0	0	1	1	1	0	1	0	0	1	0	1	1	1	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	1	0	0	0	1	0	1	1	0	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	1	0	0	0	0	1	0	0.476190476190476	1.33333333333333	2.08333333333333	1.74668792958548	0	0.222222222222222	0.208333333333333	0	0	0	0	0
"31"	"31"	"{14ECDC53-57E7-E811-8FB7-74867AD5B714}"	0	1	1	1	18	1	3	5.8	15	3	5.6	17	3	7.4	18	3	3.15650373100609	18.1158333301544	6	10	9	25	1	2	1	2	6	0	6	2	1	2	1	2	1	0	0	0	0	0	0	1	1	1	2	1	1	1	1	10900	4	1	4	1	1	1	2	1	1	1	1	1	2	5	4	2	1	3	5	1	1	0	0	1	0	1	0	0	1	0	1	0	0	0	1	0	0	1	0	0	1	1	0	0	1	0	0	1	0	1	0	0	0	0	1	1	1	1	0	1	0	0	1	0	1	1	0	0	1	1	0	0	0	1	0	0	1	0	0	0	1	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	0	1	0	1	0	1	0	0	1	1	0	1	0	0	0	0	1.03448275862069	1.78571428571429	1.21621621621622	7.92015537774499	0	0	0.135135135135135	0	1.03448275862069	0	0.810810810810811	0.633612430219599
"32"	"32"	"{153C09B2-78E8-E811-8FB7-74867AD5B714}"	1	0	1	0.5	6	4	2	7	20	3	7.8	23	2	8.4	29	3	5.0934231312904	15.7068833311399	10	18	10	11	2	5	2	2	0	0	6	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	1	2	1	11000	1	1	5	2	2	2	3	2	2	2	2	2	2	5	4	3	2	2	1	1	1	0	1	0	0	0	0	1	1	0	1	0	0	0	1	0	1	0	0	0	1	1	0	0	1	0	1	0	0	1	1	1	1	1	0	0	0	0	1	1	0	1	0	0	1	0	1	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	1	1	0	1	0	0	1	1	0	0	0	0	1.42857142857143	2.30769230769231	1.19047619047619	2.15964778822787	0.142857142857143	0	0	0.196331617111625	0	0	0.714285714285714	0
"33"	"33"	"{15FA02A6-ADCC-E811-914C-74867AD5B714}"	1	0	1	20	12	2	3	6.5	19	3	7.8	20	2	6.6	27	3	7.01179764902764	23.269883330663	14	13	19	14	2	3	3	0	0	1	0	1	1	1	2	1	0	0	0	0	0	1	1	0	1	1	3	1	1	2	1	13000	1	5	5	2	2	2	5	2	2	4	2	2	2	5	1	1	1	1	1	1	5	0	0	1	0	0	1	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	1	0	1	0	1	0	0	0	0	0	1	1	1	1	1	0	1	0	0	1	0	1	0	0	1	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0	1	1	0	1	0	0	1	0	0	1	0	0	1	0	0	0	1	0	1	1	0	1	0	0	0	0	0	1	2.15384615384615	1.66666666666667	2.87878787878788	1.99663491457735	0.153846153846154	0.128205128205128	0	0	0	0.128205128205128	0	0.142616779612668
"34"	"34"	"{160BB759-80CD-E811-914C-74867AD5B714}"	0	1	1	20	15	2	3	5.1	13	2	5.4	14	2	5.3	16	3	3.80938883249998	11.7963333328565	6	8	8	7	1	3	2	1	1	1	0	1	0	0	0	0	0	0	0	0	2	2	0	0	1	1	2	1	1	2	1	8600	1	5	3	2	1	2	5	2	2	3	2	2	3	2	1	1	1	3	1	1	1	0	0	1	0	0	1	0	1	0	1	0	0	1	0	0	1	0	0	0	1	1	0	0	1	0	0	1	0	1	1	1	1	1	0	0	0	0	0	0	1	0	1	1	0	1	0	0	1	1	0	0	0	1	0	0	1	0	1	0	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	1	1	0	1	0	0	1	0	0	0	0	1	1.17647058823529	1.48148148148148	1.50943396226415	1.8375651076307	0.392156862745098	0	0	0.525018602180199	0.196078431372549	0.185185185185185	0	0.2625093010901
"35"	"35"	"{164EE8A2-76BE-E811-914C-74867AD5B714}"	1	0	1	28	12	1	3	3.6	10	2	3.6	10	0	3.6	10	0	2.39929725460373	6.57099999984105	16	16	16	10	2	999	999	1	4	4	4	0	1	999	999	0	0	0	999	999	0	0	1	1	1	1	1	1	1	1	1	8900	1	5	4	2	1	2	5	2	2	2	2	4	2	2	1	2	1	2	1	2	1	0	0	1	0	1	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	1	0	0	1	0	0	1	0	1	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	1	0	1	0	1	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	0	1	1	0	0	0	0	0	1	4.44444444444444	4.44444444444444	4.44444444444444	4.16788706810387	0	0.277777777777778	0.277777777777778	0	1.11111111111111	1.11111111111111	1.11111111111111	0
"36"	"36"	"{16644C52-46C0-E811-914C-74867AD5B714}"	1	0	1	1	16	3	2	8	20	3	7.5	22	3	7.3	22	3	7.06357971415996	35.5969500025113	13	8	20	8	6	4	6	4	0	0	0	0	2	2	2	2	0	1	1	1	1	1	0	0	1	1	6	1	2	2	2	13800	3	1	4	1	2	1	4	1	2	2	1	1	1	2	4	3	3	3	2	2	3	0	1	0	0	0	1	0	0	1	1	0	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	1	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0	1	0	1	0	1	0	0	1	0	0	1	0	1	0	0	0	1	1	0	1	0	0	1	1	0	0	0	0	1.625	1.06666666666667	2.73972602739726	1.132570215632	0.125	0	0	0.141571276954001	0	0	0	0
"37"	"37"	"{16920B97-86E2-E811-8FB7-74867AD5B714}"	1	0	1	6	14	1	4	5.7	20	3	5.8	22	3	6.4	22	3	6.39574423991573	26.7703833301862	18	17	25	21	2	3	1	2	0	1	0	0	1	1	2	2	0	0	0	0	0	1	1	0	1	1	6	1	1	1	2	12300	4	3	2	2	1	1	4	1	1	2	1	1	3	3	1	1	1	1	1	1	1	0	0	0	1	1	0	0	0	1	1	0	0	0	1	0	0	1	0	0	1	0	0	1	1	0	0	1	0	1	0	0	0	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	1	0	1	1	0	1	0	0	0	1	0	0	3.15789473684211	2.93103448275862	3.90625	3.28343336009895	0.175438596491228	0.172413793103448	0	0	0	0.172413793103448	0	0
"38"	"38"	"{18AE6C83-17A7-E811-BDF0-74867AD5B714}"	1	0	1	2	12	1	3	5.3	11	1	5.4	13	2	6	15	3	3.80144723851796	13.2478833357493	6	7	6	6	2	1	2	999	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	3	1	1	2	1	8000	4	1	2	5	2	4	4	2	2	4	4	4	2	1	4	4	2	1	3	3	0	0	0	1	0	1	0	0	1	0	1	0	1	0	0	0	1	0	0	0	1	0	1	0	1	0	1	0	1	0	1	1	1	1	0	0	0	0	1	1	0	1	0	0	1	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	1	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	0	1	1	0	1	0	0	0	0	1.13207547169811	1.2962962962963	1	1.57834625171312	0	0	0.166666666666667	0	0	0	0.166666666666667	0
"39"	"39"	"{18C72602-3CDC-E811-8FB7-74867AD5B714}"	1	0	1	0.5	12	4	3	4.8	16	2	5.2	18	2	5.9	16	2	5.64549274090123	14.8357333342234	14	12	12	12	1	2	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	1	5	1	1	1	2	10800	3	1	2	2	2	1	4	2	1	2	1	1	2	2	1	3	2	3	2	4	1	0	0	1	0	0	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	1	1	0	1	0	0	1	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	1	0	1	0	0	1	0	1	0	0	1	0	0	0	0	1	1	0	1	0	1	0	1	0	1	0	0	0	0	2.91666666666667	2.30769230769231	2.03389830508475	2.12558948363546	0	0	0	0	0	0	0	0
"40"	"40"	"{19234B93-DC53-E811-884F-74867AD5B714}"	1	0	1	0.5	10	1	2	5.7	12	3	5.6	16	3	6	21	3	6.2928990893376	16.3699333349864	5	7	15	7	1	1	1	1	0	0	1	0	0	0	1	0	0	0	0	2	1	1	2	2	1	2	5	2	1	2	2	11200	2	1	2	5	1	3	3	3	3	5	5	5	4	4	3	4	2	1	3	4	4	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	1	0	0	1	1	0	1	1	0	1	0	0	1	0	1	1	0	1	0	0	1	0	0	1	0	1	0	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	0	0	1	1	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0.87719298245614	1.25	2.5	1.11236488947685	0.175438596491228	0.357142857142857	0.333333333333333	0.158909269925265	0	0	0.166666666666667	0
"41"	"41"	"{1A27CCF2-1FCF-E811-914C-74867AD5B714}"	0	1	1	15	10	4	3	7	15	1	7.2	16	2	7.6	16	2	7.09674130805823	15.2309999982516	7	9	7	7	3	5	3	3	2	4	1	2	2	2	2	2	0	0	0	0	0	0	1	1	1	1	1	1	1	2	1	12100	1	5	3	1	2	1	4	1	1	3	1	1	2	3	1	1	1	1	1	1	1	0	0	1	0	0	0	1	1	0	1	0	1	0	0	0	1	0	0	1	0	1	0	0	1	0	1	0	0	1	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	0	1	0	1	0	0	0	1	0	1	0	0	1	0	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	1	0	0	0	0	0	1	1	1.25	0.921052631578947	0.986368207060277	0	0.138888888888889	0.131578947368421	0	0.285714285714286	0.555555555555556	0.131578947368421	0.281819487731508
"42"	"42"	"{1B8E1A94-98C2-E811-914C-74867AD5B714}"	0	1	1	8	12	1	3	4.8	14	3	4.7	17	3	5.3	18	3	4.6130956407692	14.6347333351771	8	14	8	8	2	2	1	2	0	2	0	0	1	2	1	1	0	0	0	0	0	1	0	0	1	2	2	1	1	2	1	10000	1	3	4	2	2	4	5	4	4	4	2	2	4	3	3	2	2	2	3	1	1	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	1	1	0	1	0	1	0	0	0	1	0	0	1.66666666666667	2.97872340425532	1.50943396226415	1.73419339701053	0.208333333333333	0	0	0	0	0.425531914893617	0	0
"43"	"43"	"{1C22F1B4-92C9-E811-914C-74867AD5B714}"	1	0	1	15	12	1	4	3	8	2	2.9	10	3	3.2	14	3	2.53262021203206	6.53450000286102	3	5	5	3	0	0	0	0	0	0	0	0	2	2	2	2	0	0	0	0	0	0	0	0	1	1	1	1	1	2	1	6500	1	5	3	1	2	1	4	1	1	1	3	1	3	5	1	1	2	2	1	1	1	0	0	0	1	1	0	0	1	0	1	0	0	1	0	0	0	1	0	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	0	0	0	0	0	1	1	1.72413793103448	1.5625	1.1845439698173	0	0	0	0	0	0	0	0
"44"	"44"	"{1CEB8473-D4DE-E811-8FB7-74867AD5B714}"	0	1	1	14	14	2	3	6.3	22	3	6.6	25	3	7.6	26	3	6.33638655798182	26.6689500013987	19	19	20	17	4	3	3	4	2	0	1	0	1	1	1	1	0	0	0	0	0	1	1	1	1	1	1	1	1	2	1	13000	1	5	4	1	2	1	4	1	1	1	1	1	2	5	2	1	1	1	1	1	1	0	0	1	0	0	1	0	1	0	1	0	0	0	1	0	0	1	0	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	1	1	1	1	0	1	0	1	1	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	1	0	1	0	1	1	0	0	0	0	0	1	3.01587301587302	2.87878787878788	2.63157894736842	2.68291712389066	0.158730158730159	0.151515151515152	0.131578947368421	0	0.317460317460317	0	0.131578947368421	0
"45"	"45"	"{1CF86FD7-96E2-E811-8FB7-74867AD5B714}"	0	1	1	12	15	1	3	6.7	17	2	6.9	20	3	7.3	21	3	7.08514356867066	20.6709999998411	10	10	14	9	2	2	3	3	0	0	4	0	1	2	1	2	0	0	0	0	2	2	2	0	1	1	4	1	1	1	1	12500	4	4	1	1	2	1	4	1	1	4	1	1	2	4	1	1	3	1	1	1	4	0	0	1	0	1	0	0	1	0	1	0	0	1	0	0	0	1	0	0	1	0	1	0	1	0	1	0	1	0	0	0	0	0	1	1	1	1	1	1	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	1.49253731343284	1.44927536231884	1.91780821917808	1.2702636033794	0.298507462686567	0.289855072463768	0	0.282280800750979	0	0	0.547945205479452	0
"46"	"46"	"{1D50AE02-10CC-E811-914C-74867AD5B714}"	1	0	1	15	12	1	2	6.7	25	3	6.9	28	3	6.2	26	3	6.47320523924045	29.7498999993006	21	18	28	23	5	4	4	4	0	0	0	0	2	2	1	1	1	0	0	0	0	0	0	0	2	2	2	1	1	2	2	12600	1	5	4	1	1	1	4	1	1	1	1	1	2	5	2	1	2	1	2	1	4	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	1	0	0	0	1	0	1	1	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	0	1	0	1	0	1	0	1	0	1	0	0	0	0	0	1	3.13432835820895	2.60869565217391	4.51612903225806	3.55310841383098	0	0	0	0	0	0	0	0
"47"	"47"	"{1DA55572-BD69-E811-95E4-74867AD5B714}"	1	0	1	3	10	1	2	4.5	18	3	6	19	2	5.7	19	2	4.64159732382637	11.8507333358129	6	9	8	6	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	1	4	1	1	2	1	8800	4	2	4	4	1	4	4	4	4	4	2	4	2	3	1	2	3	5	2	3	0	0	1	0	0	1	0	0	1	0	1	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	1	1	0	0	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	1	0	0	1	0	0	1	1	0	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	0	0	1	0	0	0	1.33333333333333	1.5	1.40350877192982	1.29265844953862	0	0	0	0	0	0	0	0
"48"	"48"	"{1E6D39FA-95BE-E811-914C-74867AD5B714}"	1	0	1	18	12	1	2	4.5	16	2	4.6	15	2	5.3	15	2	2.630331288637	10.1517833352089	9	12	4	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	1	2	1	8500	1	5	1	1	2	2	4	1	2	1	1	1	1	2	3	3	1	1	5	4	1	0	1	0	0	1	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	1	0	0	1	0	1	0	0	1	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	1	0	1	0	1	0	0	1	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	0	0	0	0	0	1	2	2.60869565217391	0.754716981132076	3.42162222640163	0	0	0	0	0	0	0	0
"49"	"49"	"{1EEE8B83-20D7-E811-8FB7-74867AD5B714}"	1	0	1	0.5	12	1	3	5.5	17	3	4.7	20	3	5.9	21	3	4.38749730530849	16.7344000021617	7	13	15	13	1	0	0	0	0	0	0	2	2	2	2	2	0	0	0	0	0	0	0	0	1	2	2	1	1	2	1	10500	2	1	1	4	1	2	2	1	2	2	1	2	2	1	5	3	2	2	5	2	1	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	1	0	0	1	0	0	1	0	1	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	0	1	0	0	0	0	1.27272727272727	2.76595744680851	2.54237288135593	2.96296478274098	0	0	0	0	0	0	0	0.455840735806304
