0	-75.601588	6.255575
1	-75.591810	6.221713
2	-75.590900	6.207895
3	-75.574580	6.198954
4	-75.569560	6.235712
5	-75.563666	6.266524
6	-75.574438	6.223611
7	-75.596843	6.245128
8	-75.557670	6.248156
9	-75.592982	6.273829
10	-75.558228	6.213903
11	-75.571060	6.206794
12	-75.587550	6.241308
13	-75.571590	6.293733
14	-75.567432	6.252321
15	-75.604237	6.262951
16	-75.571295	6.279070
17	-75.591990	6.256960
18	-75.565777	6.261663
19	-75.577210	6.244864
20	-75.580550	6.276734
21	-75.587440	6.234699
22	-75.589435	6.244480
23	-75.609889	6.230405
24	-75.562178	6.265994
25	-75.567780	6.209042
26	-75.561384	6.282256
27	-75.586550	6.218830
28	-75.564185	6.253639
29	-75.565793	6.269477
30	-75.597580	6.214981
31	-75.574404	6.286315
32	-75.604523	6.232039
33	-75.557650	6.271251
34	-75.570485	6.229264
35	-75.596190	6.275722
36	-75.557430	6.242804
37	-75.576500	6.241586
38	-75.554713	6.269552
39	-75.568856	6.267850
