"asc_ruta1","asc_ruta2","asc_rutaEC","b_tt","b_dt","b_CongCD","b_CongEF","b_Sem","b_ACC_1","b_ACC_2","b_SI_CAMFD","b_SI_PANEL","b_SI_ZER","b_Si_MTRP","logLike"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-386.776126752449
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-386.776126752449
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-386.776126752449
0.217999999676977,-0.254000000040833,0.481999999919935,-0.0237039807871042,-0.0439259938502801,0.0979999999799475,-0.246000000061031,0.275517957106786,-0.00600000021222513,-0.117999999929452,-0.142000000323606,-0.205999999707274,-0.0679999998283165,0.00199999976757681,-341.677132471199
0.511707305543868,-0.252921456730564,0.534414684359874,0.00475017049700246,-0.0618624591568875,0.0799486920788974,-0.142330782312438,0.289948571682037,-0.0245001068515088,-0.209291185952063,-0.224759589827054,-0.279668378663557,-0.0977501447185619,-0.0138121920024434,-331.518629328744
0.746355759096574,0.35117256634487,1.03304469781846,0.141689494124563,-0.116602086188253,0.0104359331390808,0.0203367198364195,0.251739638189738,-0.141916956132799,-0.503750747259048,-0.519367675362217,-0.281978360113531,-0.0334940967046646,-0.000969887459948391,-320.154268712606
0.930033432624558,0.41380834857128,1.25473042043603,0.262320344723193,-0.16591758725686,-0.00310566561932893,0.0545093895037894,0.241602505821157,-0.18443836833968,-0.604414572219612,-0.444868302035536,-0.0159108380401995,0.117819388375012,0.109877106341843,-317.022443029186
1.10404580778148,0.515338745747534,1.65200627817105,0.91097653184167,-0.438422720127672,0.0650379730767104,0.289120237713462,0.221673836717161,-0.306995713474402,-0.93947733457118,0.0886810247206127,-0.316150056518455,0.251063588309887,0.362432454056237,-312.800491252764
1.35945600473197,0.590037422827923,1.7427402353642,1.98024328880989,-1.03756943159449,0.339149112324468,0.258407614666533,0.405544951421697,-0.339030925959056,-1.31416124933278,-0.256271453385234,-0.25565754493651,0.0469154546276799,0.399967691850392,-304.784053555585
1.47648464090846,0.488430698441416,1.90681572394917,2.47952212696842,-1.36129879667172,0.242242831590481,0.168023252550722,0.143802796476428,-0.316670897816101,-1.48304788219979,-0.497792217020972,-0.264256456937949,-0.0147732583686107,0.283788417107629,-301.821526046982
1.50611086702921,0.45702072476706,1.97224480808718,2.68904703034871,-1.54192102185974,-0.0203033573178367,0.173943173443505,0.224218461931111,-0.275096051175956,-1.55772457216829,-0.581593341073211,-0.261955470385212,0.0141827976297548,0.14214926780481,-300.293148814913
1.68075983857809,0.627917264681649,1.94275020359087,2.77966049034768,-1.7992609527689,-0.0495063836841647,-0.0714554226326363,0.258778060188515,-0.353580548387035,-1.66406768762628,-0.501253819231967,-0.290683604374488,0.102754021985183,-0.115405355918736,-300.010606253636
1.70455272684899,0.674123149500521,2.00310048799149,2.79979425905193,-2.0304349188431,-0.0493119857111746,-0.0363312222551644,0.269500235732786,-0.400484211687234,-1.79522358720359,-0.516741227371704,-0.260652851758962,0.00383740511342399,-0.0823750016420221,-299.321396618722
1.76588981012949,0.799142624920686,2.15309775556803,2.90139671101666,-2.88838905445951,0.0953598747981404,0.164837218422125,0.314659206200921,-0.321830395618626,-2.28087652560219,-0.836813825525335,-0.346153608728806,0.225251708969183,0.233455939993007,-298.978543993946
1.7778461475811,0.831671638612722,2.20557522879642,2.92990355407899,-2.9153254990736,0.136823767570203,0.19792419414674,0.306404064492881,-0.168523778111165,-2.34184207530446,-0.788205867836205,-0.317758817232369,0.161881428330086,0.173467611501525,-298.692935178669
1.77816220451939,0.822900812556994,2.22944173198909,2.96423429404177,-2.84662007098356,0.114620929014498,0.203539543327985,0.29939342957691,-0.265708702541694,-2.35295883779103,-0.740752266478688,-0.2962410485103,0.0927921125005638,0.119963376902029,-298.231370060288
1.80576464507655,0.851563164392083,2.21249379407622,2.97937216427281,-2.80160916408012,0.0466938550683443,0.135503626169516,0.29252642991168,-0.268745565261598,-2.37527306610673,-0.715293198696483,-0.304904102296528,0.0353899948972931,0.186517114890603,-298.138807077661
1.79316025028134,0.825208027975108,2.25351330778321,3.00265515029879,-2.64637096509792,0.0470389852462828,0.174080273844741,0.281197526965512,-0.415433972419396,-2.56632732627796,-0.651567885403514,-0.273875963812392,-0.0289533222875386,0.0624062880658151,-298.035601550004
1.81381030683033,0.846306081038148,2.25786202484119,2.98117677213114,-2.6752004231319,0.0512696817347362,0.171824401785768,0.287992863318496,-0.367655240043613,-2.51940846145295,-0.674946125765833,-0.294096451635124,-0.00814078282580652,0.107839736612165,-297.991257340348
1.81405976734925,0.846912816904845,2.25451523284796,2.97091169638564,-2.64485488822976,0.0498863891629717,0.167432490232457,0.289049127366504,-0.364588688096648,-2.56224048260138,-0.677469899024106,-0.295411761921161,-0.00403374030962701,0.109552875994913,-297.988393452272
1.82267310739235,0.853053942186735,2.26286780181559,2.95382449392339,-2.60570921608673,0.0517821948276072,0.172307583508159,0.291332952090131,-0.365144953837205,-2.58839784664833,-0.678386925528128,-0.299936124342418,-0.0041696795570522,0.109472853693031,-297.986951558096
1.82235512609628,0.852664134431766,2.26290076480296,2.95303944974574,-2.60112115090072,0.051581327378077,0.172260451441211,0.291477433550191,-0.366605794649926,-2.59221227696815,-0.678170184753973,-0.299228245699848,-0.00465703770959984,0.108304001774099,-297.986911276801
1.82246359278484,0.852705774267347,2.26303315956024,2.95278184697088,-2.60061487877259,0.0515903007226075,0.172350048998429,0.291554343510956,-0.366678148269163,-2.59160498750212,-0.678185391208743,-0.299119165244529,-0.00474800459190767,0.108232943520793,-297.986910485915
