"asc_ruta1","asc_ruta2","asc_ruta4","b_tt","b_dt","b_CongCD","b_CongEF","b_Sem","b_ACC_1","b_ACC_2","b_SI_CAMFD","b_SI_PANEL","b_SI_ZER","b_Si_MTRP","lambda1","lambda2","lambda3","lambda4","zeta_FRbr","zeta_EnfCond","zeta_AFrSem","zeta_CulFr","zeta_OmLmVel","zeta_IgPare","zeta_UsoCel","zeta_PasoPeaton","zeta_UsoDirec","zeta_UsoPito","zeta_PrPer","zeta_AmbTr","zeta_ComAfec","zeta_ConCl","zeta_Ans","zeta_StrC","tau_FRbr_1","tau_FRbr_2","tau_FRbr_3","tau_FRbr_4","tau_EnfCond_1","tau_EnfCond_2","tau_EnfCond_3","tau_EnfCond_4","tau_AFrSem_1","tau_AFrSem_2","tau_AFrSem_3","tau_AFrSem_4","tau_CulFr_1","tau_CulFr_2","tau_CulFr_3","tau_CulFr_4","tau_OmLmVel_1","tau_OmLmVel_2","tau_OmLmVel_3","tau_OmLmVel_4","tau_IgPare_1","tau_IgPare_2","tau_IgPare_3","tau_IgPare_4","tau_UsoCel_1","tau_UsoCel_2","tau_UsoCel_3","tau_UsoCel_4","tau_PasoPeaton_1","tau_PasoPeaton_2","tau_PasoPeaton_3","tau_PasoPeaton_4","tau_UsoDirec_1","tau_UsoDirec_2","tau_UsoDirec_3","tau_UsoDirec_4","tau_UsoPito_1","tau_UsoPito_2","tau_UsoPito_3","tau_UsoPito_4","tau_PrPer_1","tau_PrPer_2","tau_PrPer_3","tau_PrPer_4","tau_AmbTr_1","tau_AmbTr_2","tau_AmbTr_3","tau_AmbTr_4","tau_ComAfec_1","tau_ComAfec_2","tau_ComAfec_3","tau_ComAfec_4","tau_ConCl_1","tau_ConCl_2","tau_ConCl_3","tau_ConCl_4","tau_Ans_1","tau_Ans_2","tau_Ans_3","tau_Ans_4","tau_StrC_1","tau_StrC_2","tau_StrC_3","tau_StrC_4","logLike"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-4,-2,2,4,-2,-1,1,2,-2,-1,1,2,-7973.55330831479
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-4,-2,2,4,-2,-1,1,2,-2,-1,1,2,-7973.55330831479
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-4,-2,2,4,-2,-1,1,2,-2,-1,1,2,-7973.55330831479
0.151136220665649,-0.320863779052161,0.682591329677962,-0.0277847357210703,-0.407904357416555,0.125343314721249,-0.408639411034528,0.330271912389435,0.0098383825388737,-0.125444137665909,-0.166183948749676,-0.241592453676276,-0.0833538797451183,0.0126576487673447,0.194020041613839,1.44824353972217,1.09914432303049,0.165456181799527,1.66494895145297,1.75736753206002,1.7212173222797,0.467073415871709,1.74686950392788,1.82786950952141,0.798029210069217,1.09890260116663,1.1992994803004,1.56368493824266,0.800691999553237,0.919451409368776,1.82726378605003,2.9150970474584,1.54200796876103,1.50551535969134,-2.35975156060886,-0.035013257525861,0.695944687118754,2.1923417657963,-2.35028021375183,0.0287437544320712,0.847601284272969,2.1000172123895,-2.42308646516176,0.165409950772301,0.763027997687459,2.1606632504263,-2.36628034285968,-0.466639426827896,0.299325267202221,2.33042896393454,-2.37928688834654,0.189547023386695,0.93268108664779,2.02652463444974,-2.36708948027808,0.255824048712384,0.909208148892503,2.05439941014629,-2.51795125182252,-0.343234470870811,0.442600157635752,2.29061175882816,-2.11654134868877,-0.600085742713418,0.335593973228242,2.30710564897163,-2.15093907131813,-0.803702587087173,0.00254394742660202,2.08724511280889,-2.47961778182071,0.0445046791573989,0.728765789768659,2.10602477414068,-1.90036299277563,-0.154870369238779,1.04711929068435,2.09761666296981,-1.57747408916475,-0.497972057724837,0.998390812834259,2.08520646224497,-1.8076183910598,-0.33214684278937,0.959086817398202,2.04089508001925,-2.61636677815113,-1.73004394996678,1.9603964824928,3.92947150167311,-1.65402070665732,-0.800638310262002,0.591228770441376,2.16252599743893,-1.74728126107948,-0.847378596314229,1.08505172445439,1.97526525112335,-6041.91076275599
0.503930402002528,-0.247624969088413,0.478606389079689,-0.0798947431094409,-0.426665185523125,0.0854964979127669,-0.155821375847064,0.256024365397617,-0.0178252193715149,-0.193730094320962,-0.213503758837014,-0.267846215683718,-0.115100285665048,0.00844008678811661,0.38082584476104,1.32097013608686,0.974901109904902,0.28657017665621,1.87433845901187,1.94919756730511,1.95275005877902,0.533845775879404,1.96249388442714,2.05855607137995,0.999860661596419,1.14310259418108,1.14349206538955,1.75931867348208,0.721763547262968,0.815390545881033,1.92574214010487,3.07498329681545,1.54374909949962,1.51795393781568,-2.34939371807349,0.0146614143917698,0.673300620009055,2.30011067115212,-2.33366312058101,0.100457650956971,0.876782968200959,2.17928379197466,-2.37111212570785,0.311427033735603,0.717945040360371,2.27213643634669,-2.1267886166804,-0.568132005451859,0.357741674879985,2.34138327084043,-2.28777657602894,0.331674004596333,0.979712684950644,2.05923466271015,-2.2901146488046,0.480068743416097,0.901900952235183,2.11186654660671,-2.34615007723711,-0.544838693485993,0.529259356877564,2.34334659315406,-2.09059295992496,-0.666380522919473,0.343223493729678,2.15625834124794,-2.25121231575905,-0.884918628286155,-0.225930277672206,1.64316801465531,-2.42398557319763,0.0569732061371093,0.705963471120689,2.15010616140149,-1.42570908909072,0.0426470195064775,1.21005245432355,2.17392475529837,-1.17369243578397,-0.159586039804607,1.06958882854943,2.14332267440974,-1.86618400993491,-0.122951107962561,0.992552828790692,2.09294527727,-2.55921130743851,-1.34819797172221,1.94790098240807,3.89109838417906,-1.71119135607629,-0.67001682220607,0.392503833885645,2.1798319350051,-1.83391336219655,-0.749497704441119,1.142490659782,1.9673956562968,-5847.38304023178
0.601395654246593,-0.138810005346689,0.582122195213286,0.0317130122362303,-0.496508763916989,0.1166909365201,-0.127424568139747,0.286530290778963,-0.0505038342586106,-0.279446878620127,-0.318096547779651,-0.314280706346438,-0.129963659816194,0.0364649309601403,0.200449584959461,1.16444764395574,0.898907565022147,0.00371696058244192,1.99487650870435,2.06790750275588,2.04083804575527,0.531530577110796,2.0213409344851,2.14172859170605,1.04552967714608,1.1579403505126,0.997615274664247,1.84132338153657,0.351367032178417,0.389862696715354,1.93586613055316,2.99531803712218,1.53773515517167,1.54031994940762,-2.36164198648941,-0.0667074392662986,0.756867179377577,2.43249745341854,-2.31293474735872,0.0688335945791906,0.97793572015389,2.29238056846709,-2.33613246437018,0.244202035916851,0.839058611237496,2.41310362128039,-1.92561135805388,-0.468596161975171,0.30808376382014,2.33344885885772,-2.20339325320067,0.350042654138949,1.10846891359745,2.11608326109539,-2.2099049529642,0.529699641663223,1.00803323374862,2.1960461013565,-2.29042868021153,-0.510055442777432,0.428404419004384,2.41037145065144,-2.08286472613354,-0.707642956459367,0.336711563116751,1.99267339196448,-2.38074662833959,-1.14543290190401,-0.335431433440758,1.18436142780089,-2.39262596911405,-0.0417100879067018,0.746788948282681,2.2018440620597,-0.936303221385011,0.36417969819389,1.44491286953252,2.31128252412403,-0.712722774989145,0.227979803700481,1.28666540725173,2.2276547108678,-1.89139172560942,-0.0751059563619066,1.10160843519533,2.17277164198149,-2.5371737181362,-0.981337901172067,1.94165852027736,3.84026788244778,-1.66395289423968,-0.771532571318623,0.32291360741872,2.14080389340105,-1.80776456912425,-0.800979431197841,1.21850927534669,1.97384725741151,-5717.40813434674
0.770658721560839,0.0437506129464181,0.46350703786138,0.132854992254663,-0.468451952164898,0.118998311176077,0.046524843738452,0.242957505805936,-0.0947896088853925,-0.34320472883711,-0.392136422346352,-0.285880133860395,-0.110057896575907,0.0652392332689229,0.263140808077871,0.902560991672501,0.812283663261611,0.0198434932242356,2.02035889390919,2.08216586940008,2.01738316628346,0.340018167401302,1.94073258635906,2.07193604896473,0.908889256601025,1.08684929306834,0.716629788751937,1.81383530475315,-0.0617672606230805,-0.0961382977638438,1.90844768265345,2.84016344966799,1.53426816111833,1.53753236636014,-2.46602678321235,-0.0475729145711249,0.789909504610178,2.57237922244562,-2.37972403926215,0.0938417196873292,1.04695076686035,2.42354581953718,-2.40027925918076,0.273490971934871,0.905371228525295,2.56865725369085,-1.88695973874699,-0.410744530519463,0.371269838629568,2.3159256905219,-2.21451459146353,0.397264753709455,1.21008789335779,2.19754170435058,-2.22146916584579,0.542066111235042,1.13311249256403,2.29898500177754,-2.36189847402642,-0.463142971526239,0.391895262267457,2.45134604746872,-2.14452157893387,-0.718216390241502,0.158158360687478,1.91743886160892,-2.54686567983397,-1.28346262771167,-0.715367742979257,1.05822177316094,-2.47301126582802,-0.00885136499353534,0.724977772706613,2.25976807692859,-0.747165124253597,0.622447712066861,1.61932826984491,2.47874553147771,-0.44181883874459,0.431076781402441,1.49833983249826,2.32134535683941,-1.88187695084289,-0.110551772794428,1.21779814024626,2.2708323955566,-2.38316931348813,-0.775220433675209,1.94239856558493,3.78012717481467,-1.70961867973431,-0.831720221806527,0.317977721967973,2.07730145145594,-1.83340085148675,-0.813936684166671,1.24611285362349,2.00877498473577,-5649.68068518318
1.10851589259773,0.504161227401494,0.599793146534226,0.554497841228731,-0.491843912834331,0.251323348640471,0.185331515918531,0.22536260140609,-0.233867398792333,-0.55424704892558,-0.687766042143197,-0.192195497065306,0.000664604881490685,0.173343561162903,0.0477390933006575,-0.222551242266073,1.22952880425358,-0.346111900376397,2.13667740826482,2.08837765455548,2.03638568429969,0.426066334293578,1.72059877829461,1.84293943953074,0.973247247103757,0.636932061046376,0.215834652602182,1.84717102782499,-0.822676494740956,-0.934012737423227,1.89585282082482,2.23966498662593,1.72685079791042,1.59291540992523,-2.87268370975269,0.181659127487317,0.828765007216967,3.10173140300397,-2.70381948131528,0.335536850114559,1.22616261195811,2.94382149700871,-2.64698202904442,0.682963584899358,0.981793210981277,3.17602504692968,-1.65167614516131,-0.102563218616527,0.88189252595514,2.34025265148794,-2.23372459471391,0.766239658161923,1.45574274855697,2.56099275771127,-2.29732629381197,0.869520990875521,1.43453131178979,2.74449844918357,-2.26380178265674,-0.732911776582374,0.834759326265048,2.5297599862393,-2.38609419375655,-1.29415739086014,-0.0680330866651685,1.59432206745608,-3.10243998700652,-2.15097924704642,-0.936453844400651,0.444350650379629,-2.73576400022161,0.203402921833074,0.669688198791707,2.45807392233339,-0.837270775992825,0.254921017447639,2.12250708353497,3.1280003452029,-0.773926015748676,0.588721007525066,1.67203745771315,2.80335413054641,-1.84147392548207,0.0200669547727143,1.52150858724166,2.68921466357783,-1.44112505228557,-0.203342003779849,1.95896096652382,3.51220071349868,-2.06814606195564,-0.668761944423612,0.186659720506058,1.89231853208386,-2.03044965700602,-0.663794571708308,1.2786226939278,2.17439634455862,-5622.3794001228
1.96977814018514,1.10078727725823,0.584950796855958,0.961292737098799,-0.532124026159708,0.382367724558706,0.536356845941634,0.144328623860977,-0.434667136473431,-0.87478308670173,-1.06120632960863,-0.0369731457738287,0.117639516156084,0.263413271615706,0.25878474986913,-1.73938956401398,1.55469699035687,-0.516084738842936,2.55883672376697,2.40261970466524,2.33468325466387,0.285672234945198,1.80832821938972,1.99438969240581,1.29779235300892,0.28109105363233,0.250584380115824,2.17352388851145,-1.47384009260207,-1.76309098404153,2.05172149517603,1.06358680773799,2.33654624985203,2.01854869326383,-3.17855654694944,0.153549895044095,1.17740847520135,3.90656282908237,-2.86624423608316,0.52833081684067,1.61824413327856,3.7381846085745,-2.69671624813565,0.734568185693024,1.58499499292615,4.10673893426251,-1.15940340843051,0.422466554293906,0.931848548061611,2.68164673610784,-1.87213834724305,1.17636572308029,1.91382380614283,3.13143851141489,-2.01722434716443,1.42458692197975,1.8630930296679,3.46129375166703,-2.19442303976467,-0.423717844732769,0.919227729088263,2.78067547826904,-2.77849565599751,-1.64269001802376,-0.464102511189603,0.919131185306735,-4.07135401235252,-2.84514542821712,-1.20657038534613,-0.195770212151249,-2.80440907425892,-0.08500600722271,1.10339090047841,2.73151444593067,-1.95584132666435,0.0991432443319043,2.49162564732281,4.13628986420871,-1.49418572322332,0.0376325788133107,1.85673431433484,3.49975373182341,-1.63647613462661,0.511426364356942,1.93789916410925,3.3620189615434,-0.0321314228832559,0.91306485079358,1.98478059640021,3.04222250215008,-2.10026097372585,-0.936317405130023,0.181353397107562,1.73898682561057,-1.89721633306541,-0.66213416785456,1.48714687000855,2.39360494501253,-5551.18297435092
2.18206822693837,1.23187811004018,0.645416757627557,1.07049343573565,-0.585831829337242,0.430376372689024,0.570482250954152,0.163486177336577,-0.480845289113176,-0.96739535050148,-1.15565490208231,-0.0232756533589995,0.129551062096629,0.278005540119374,0.270787193795891,-2.16710766512631,1.6205226774944,-0.639034568216569,2.73903290153478,2.55967431260969,2.46916253393738,0.192554248710926,1.8480580340465,2.07467483650401,1.27777247715281,0.287491814021542,0.405549990792107,2.29609167812954,-1.77332085417848,-1.97604765814821,2.07150159613038,0.693281103733294,2.49270878146612,2.11358072760048,-3.17946687579525,0.140447366370158,1.28023177751992,4.13452889982949,-2.82102305194042,0.553464530416411,1.74369015374522,3.95883204979269,-2.64328217172035,0.782778259392067,1.71711169044054,4.37250469338462,-1.00191452885666,0.273370925252517,1.12246320502641,2.78466169253557,-1.74131176720341,1.24374165634681,2.06166414258462,3.29098782481664,-1.89519858235199,1.52965671644234,2.01132920069962,3.66613056430822,-2.17447723856202,-0.370894559158699,0.87956937614251,2.86708727903532,-2.83257217930227,-1.62881424474345,-0.516179406814681,0.802042063911826,-4.3241054589071,-2.98884668655697,-1.35192029989484,-0.0671404466309775,-2.78127845355639,-0.067750665872254,1.15621119999611,2.82267855833139,-2.09171280613915,-0.0756654292789224,2.57472000638635,4.3990434330613,-1.74916387682347,-0.0854728643432297,1.85170421784635,3.67555963732152,-1.52604190073997,0.668761199946373,2.06233386844349,3.54944421650989,0.269721445623497,1.25993786424774,2.0129283585154,2.89496926084292,-2.10826418269423,-0.977650562115262,0.159649119625235,1.77801855576827,-1.86440763244933,-0.64206241438085,1.57800764657787,2.45859666017648,-5516.75366482643
