"","asc_ruta1","asc_ruta4","b_gain","b_loss","b_dt","b_Sem","b_ACC_1","b_ACC_2","b_SI_CAMFD","b_SI_PANEL","b_SI_ZER","b_Si_MTRP","b_No_Info","b_UsoCel_F"
"asc_ruta1",1,0.233582643823621,-0.217126345878567,-0.123485494502879,0.419038430917506,0.103228354064743,-0.157669916600177,0.0353586889423078,-0.10295178155442,0.07260010071426,0.0191441896030867,-0.192917622136193,-0.0751012846035696,0.0955095241735913
"asc_ruta4",0.23358264382362,1,0.0195588664619541,0.141770384862884,0.227172578770024,-0.0608755571831839,-0.0115033709282369,-0.0716887503864445,0.508200329629735,0.0781750997997941,-0.114799271978276,-0.212775423251867,-0.59560651353796,-0.41938180309737
"b_gain",-0.217126345878567,0.0195588664619537,1,-0.0579172696333155,-0.195965254116943,0.156314479621477,0.0177359438352976,-0.0291939436191537,0.172340158617888,0.0407092140793266,-0.133833185270038,0.0853307627306589,0.131921008842227,-0.000960786154158923
"b_loss",-0.123485494502879,0.141770384862885,-0.0579172696333155,1,-0.0092990082490535,0.0802483981437021,-0.0620314444229953,-0.0106092808793769,0.0360538042201151,-0.0929138044703348,0.11258539387241,-0.0960735443602913,-0.0596190790341228,0.02021598707114
"b_dt",0.419038430917506,0.227172578770024,-0.195965254116943,-0.00929900824905354,1,0.198182208562912,-0.164311550443879,0.0686955823766457,-0.0580757341173131,0.127016937188567,-0.084762169061732,-0.316687470690154,-0.127064369107975,0.0740393039760249
"b_Sem",0.103228354064743,-0.0608755571831836,0.156314479621477,0.080248398143702,0.198182208562912,1,-0.12269310418494,0.0199710535714779,-0.0166930173738649,0.0477723342946884,0.0327187444101373,-0.0114878324047209,0.0222601741826219,0.0637371797640906
"b_ACC_1",-0.157669916600177,-0.0115033709282368,0.0177359438352976,-0.0620314444229953,-0.164311550443879,-0.12269310418494,1,0.0728948486264155,-0.00686635476554172,-0.0101126751167644,-0.191831499639909,0.176352069916827,-0.134369668780858,-0.00816650484112706
"b_ACC_2",0.0353586889423078,-0.0716887503864447,-0.0291939436191537,-0.0106092808793769,0.0686955823766457,0.0199710535714779,0.0728948486264155,1,-0.103974435290708,0.062035498346772,0.0946504908649292,-0.066157618415802,0.0303803870906536,0.0914792992319885
"b_SI_CAMFD",-0.10295178155442,0.508200329629735,0.172340158617888,0.0360538042201147,-0.0580757341173134,-0.0166930173738652,-0.00686635476554167,-0.103974435290708,1,0.0390103071751125,-0.0757163316635677,-0.103079495326429,-0.0362618303177729,0.0770757841970843
"b_SI_PANEL",0.0726001007142599,0.078175099799794,0.0407092140793266,-0.0929138044703348,0.127016937188567,0.0477723342946884,-0.0101126751167644,0.062035498346772,0.0390103071751124,1,-0.131384725090495,-0.0446848842297829,0.0342855058888225,0.0191138740829215
"b_SI_ZER",0.0191441896030867,-0.114799271978276,-0.133833185270038,0.11258539387241,-0.0847621690617319,0.0327187444101374,-0.191831499639909,0.0946504908649292,-0.0757163316635678,-0.131384725090495,1,-0.0290799135923792,0.0379070217082556,0.155471433987152
"b_Si_MTRP",-0.192917622136193,-0.212775423251867,0.0853307627306589,-0.0960735443602913,-0.316687470690154,-0.0114878324047209,0.176352069916827,-0.066157618415802,-0.103079495326429,-0.0446848842297829,-0.0290799135923792,1,0.00858608123234412,0.0019077102020354
"b_No_Info",-0.0751012846035709,-0.595606513537966,0.131921008842227,-0.0596190790341231,-0.127064369107975,0.0222601741826219,-0.134369668780858,0.0303803870906536,-0.0362618303177754,0.0342855058888227,0.0379070217082561,0.0085860812323444,1,-0.0030835212046725
"b_UsoCel_F",0.0955095241735912,-0.419381803097373,-0.000960786154159233,0.02021598707114,0.074039303976025,0.063737179764091,-0.00816650484112709,0.0914792992319885,0.077075784197081,0.0191138740829217,0.155471433987152,0.00190771020203554,-0.0030835212046754,1
