"asc_ruta2","asc_ruta3","asc_rutaEC","b_tt","b_dt","b_CongAB_ruta1","b_CongCD_ruta1","b_CongAB_ruta2","b_CongCD_ruta2","b_CongAB_ruta3","b_CongCD_ruta3","b_CongAB_rutaEC","b_CongCD_rutaEC","b_Sem_0_ruta1","b_Sem_0_ruta2","b_Sem_0_ruta3","b_Sem_0_rutaEC","b_Sem_1_ruta1","b_Sem_1_ruta2","b_Sem_1_ruta3","b_Sem_1_rutaEC","b_Sem_2_ruta1","b_Sem_2_ruta2","b_Sem_2_ruta3","b_Sem_2_rutaEC","b_Sem_3_ruta1","b_Sem_3_ruta2","b_Sem_3_ruta3","b_Sem_3_rutaEC","b_ACC_0_ruta1","b_ACC_0_ruta2","b_ACC_0_ruta3","b_ACC_0_rutaEC","b_ACC_1_ruta1","b_ACC_1_ruta2","b_ACC_1_ruta3","b_ACC_1_rutaEC","logLike"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-390.935009835809
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-390.935009835809
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-390.935009835809
0.00240000000121654,0.00335999999879277,-0.00495999999111518,0.044960769599129,-0.00285578562761657,0.000312000000121771,-0.00109599999996135,-0.000424000001657987,-0.00155200000153855,-0.000319999999192078,-0.00243199999749777,0.00569599999653292,0.00195199999870965,0.000735999998141779,-0.000383999999030493,-0.000543999998626532,0.000415999998949701,0.000672000001941342,-0.00147199999628356,-0.00128000000040629,0.00342399999863119,-0.000159999999596039,-0.00115199999709148,-0.00227199999790173,0.00300799999604351,0.000223999999434454,-0.00102399999741465,-0.0013120000003255,0.00188799999887124,0.00198400000226684,-0.00419200000396813,-0.00499200000194833,0.00905600000623963,-0.000191999999515247,3.19999999192078e-05,-0.000640000002022134,0.000800000001618173,-374.654498859202
0.0629051162890052,0.101338774707408,-0.124049596741669,0.0629438653206138,-0.233455508511348,0.0119054428609019,-0.0175581175684569,-0.0120793410385264,-0.0412922300290278,-0.00957301523661389,-0.0607420812601171,0.157767467315192,0.0476674123334289,0.0245581717495502,-0.0107857974843449,-0.0182398743774586,0.01178659945363,0.0297282381595578,-0.0404442075321723,-0.0408493093103954,0.0852557370213257,0.00946489264830717,-0.0312869691350428,-0.0741759447066539,0.0756790520332303,0.010839108528885,-0.0290138488620914,-0.0448303499195749,0.0468860928073786,0.0850838530590294,-0.116766806392277,-0.164333895766982,0.233623495303898,-0.000800351534300478,0.00165692543501616,-0.0211635862614624,0.0124165525488092,-323.062766375856
0.0773441681430306,0.144449051084707,-0.128566796929326,0.0595164736330582,-0.178551032996667,0.0303149143724064,0.00360022523933559,-0.019918721544055,-0.0667707177042949,-0.014300801703588,-0.0870458517290988,0.165687822356302,0.0461721164864612,0.0538194141008811,-0.0163133389531002,-0.0253024764390543,0.00588141746591635,0.0619670086871674,-0.045453805049825,-0.0528899448450457,0.0821818448702645,0.030666565783747,-0.0248087325460733,-0.102063612630022,0.0608072343657024,0.0267765458818093,-0.0403303440823747,-0.0657773697998227,0.0666416130669703,0.187055604540332,-0.141192627722788,-0.224174583095784,0.255579893531764,0.00325823299910909,0.00891273037453946,-0.0329790183014314,0.00310825591075285,-311.337991479093
0.0531853096463136,0.192572875457353,-0.12220948632431,0.0615083914570768,-0.187855294190575,0.0660820280712136,-0.11548531141958,-0.0431910471873619,-0.093856541203805,-0.0268642179338483,-0.0871686613209171,0.159227686973822,0.0361534324063923,0.12151204630844,-0.0290734207158517,-0.0385378051489727,-0.0236051184648377,0.0579145002349964,-0.00587051764883579,-0.0505661061579397,0.0436587508283525,-0.0330446879571964,0.0568415087423544,-0.121009574109856,-0.0119695175386998,0.0631173105208362,-0.0628596907789028,-0.0950301652671059,0.129321685319197,0.237545958880736,-0.0970171176402533,-0.246077120716647,0.289894349476308,0.00221917877511499,0.0468658753539386,-0.0717908210032152,-0.0265019440403706,-306.068222957624
0.0848382394700613,0.204827127181469,-0.112181966862174,0.0643572569510505,-0.215581730702708,0.0836181067705822,-0.189718866046778,-0.0851044281190271,-0.194909911888,-0.0423196500411614,-0.0483705832368241,0.167005948141099,0.015525711486817,0.196585865094645,-0.0486220460055226,-0.0480510852570671,-0.0560856752628966,0.0408892194670053,0.0219282299817746,-0.0214545565185508,-0.0259325302958373,-0.0809752550395847,0.0870937994763284,-0.0993361758595123,-0.0980183353033304,0.119183713258094,-0.104560841805806,-0.105775066592806,0.181886401307212,0.306898405200507,-0.15697485711666,-0.160910603465722,0.329662145365096,0.016060280412401,0.0888032531045198,-0.121329236053416,-0.0543255156856424,-302.908260796141
0.0911352758831954,0.233914589957022,-0.128278732798389,0.0569269911313037,-0.173322691320671,0.0560625771973822,-0.198745022022474,-0.112846187477935,-0.248242292171441,-0.0563232228173566,-0.0361614721429252,0.214577863754621,0.0167713989636176,0.218379221993785,-0.0551213740817879,-0.0543858530024478,-0.0672287150012334,-0.00261834966506475,0.0672497578105364,-0.00680919934183258,-0.0679476439051834,-0.0954785545927479,0.0970697365960744,-0.0908695166163039,-0.132398662641835,0.15760505818743,-0.117071581723048,-0.117214124504385,0.186231556932982,0.30025666707025,-0.153272252493307,-0.123419445629918,0.394469393711929,0.038336105901973,0.11468550653278,-0.159196977561101,-0.0598840168960256,-301.820353041717
0.0847326063233662,0.290402486964633,-0.129650020028152,0.0608723047786774,-0.19690663491213,0.0100448795910959,-0.158238372808526,-0.156831026806129,-0.311423211374903,-0.0804766317656475,-0.0297216170724665,0.238433481600037,0.0247424372207933,0.237500806200383,-0.058291296980438,-0.064239919074944,-0.0946782800956077,-0.0444788617151063,0.147030107737565,0.00534437598349424,-0.152382098942707,-0.0874026706927999,0.108601506354019,-0.0841114920717133,-0.184848858275084,0.211252517451671,-0.12172552168667,-0.133066023153484,0.160274493789901,0.315753881277413,-0.113007015265937,-0.0943855489017095,0.440085779471659,0.0766583347747877,0.148392627429914,-0.214524727724926,-0.049411153927134,-300.105424001716
0.110196332595323,0.459531086303213,-0.165222814642387,0.0579705432933071,-0.186936577417827,-0.0507124497589987,-0.244167742693539,-0.335482655436659,-0.394820836016286,-0.170192041765339,-0.0162785262000946,0.212330160045675,0.204482074387484,0.220686593776018,-0.038784959625159,-0.0746754949770896,-0.27329098594993,-0.0184879614435159,0.278757622064408,0.0261478912478385,-0.268368748075326,-0.0800896009928279,0.0929350808453883,-0.0316796572356071,-0.307448123838732,0.296914104653031,-0.0746276362196055,-0.12450367265086,-0.0701813435096431,0.388494199120653,-0.0655681119404179,0.00282206480374893,0.576023054567442,0.179800501368319,0.2212403215412,-0.342389087306396,0.0737371406335085,-297.216733333574
0.14333228260984,0.665489889273962,-0.211170774263738,0.0577634152771407,-0.185453879168757,-0.0995045043619693,-0.293093707635815,-0.5987815876013,-0.401777191156034,-0.309494930473573,0.0104066134801153,0.390652554574784,0.150772782701792,0.171221562903089,0.0229852351398124,-0.0716407006811814,-0.575636270453366,0.0811586704835569,0.311186206709192,0.0771912878343148,-0.430595535264349,-0.0902130572345018,0.184709722010198,0.0642238024933143,-0.549702979778766,0.29807969157873,0.0266796771776898,-0.0497074542482976,-0.340005860878492,0.489891282429668,0.00553348411550245,0.112328458531167,0.72775534513494,0.277953526843847,0.306089135211608,-0.426956698543695,0.284200670455329,-294.761724492083
0.194512274274069,0.795307880214302,-0.293155299994789,0.0529254405662937,-0.168454161499095,-0.0900750850549379,-0.27546908001103,-0.772726307463939,-0.356052569388786,-0.422012787254235,0.0571450782352849,0.372016313675464,0.162007469270031,0.170599220224941,0.100451166467044,-0.0539667082904472,-0.809521565735605,0.0313023547899636,0.284109708952098,0.157438874313485,-0.679228410844696,-0.101477552048979,0.262419538076465,0.131128472177827,-0.589189929983917,0.202420788362668,0.0814120412190492,0.0247506932255081,-0.39471913743613,0.581683320856558,0.0597116262262065,0.162798716372811,0.916688572475641,0.286989924090101,0.324327422949373,-0.40442892938407,0.408004173378016,-293.628095012949
0.212574216283673,0.829984208579798,-0.320973698711475,0.0519561430810553,-0.168131074121822,-0.0902696028668626,-0.261097197836995,-0.814577005438993,-0.345384215192408,-0.455080244506419,0.0714772228072815,0.344617243858382,0.164984044220187,0.158493252699552,0.124583427707469,-0.0477530182817801,-0.85792197752154,-0.0158336393510181,0.271474611294098,0.180584826125064,-0.696955648000653,-0.0976087514460414,0.286698149348418,0.152070917243127,-0.645068256800746,0.181839301062494,0.0941948666927935,0.0490676715044579,-0.401207903596721,0.613760239253399,0.0770734626103742,0.171629043177254,0.973437263233062,0.288313862018198,0.324862709108661,-0.386410440078644,0.436133995891372,-292.923936636065
0.274989943934116,0.918851666855837,-0.407708521640617,0.0493398599782713,-0.163171927695744,-0.093905661869181,-0.251579132305283,-0.87747694474834,-0.353056891840808,-0.542263738048782,0.0932728672323527,0.260040173097578,0.0937129265661893,0.0454205347749837,0.183781414606678,-0.0280653898905009,-0.850791403309903,-0.0988606039305981,0.286893568331623,0.236497154344455,-0.739222719197513,-0.234382348114906,0.302472246824303,0.211889537608387,-0.692414776099418,0.188956393902019,0.10012326605459,0.110562152222459,-0.431891476798628,0.740341451996243,0.128871994630967,0.165324348587134,1.06744287170165,0.323844053961988,0.313306178151511,-0.305200332534091,0.503064389067103,-291.446030692001
