"asc_ruta1","asc_ruta4","b_gain","b_loss","b_dt","b_Sem","b_ACC_1","b_ACC_2","b_SI_CAMFD","b_SI_PANEL","b_SI_ZER","b_Si_MTRP","b_No_Info","b_UsoCel_F","logLike"
1,0,2.5,-1,-1,0,-1,-2,-1,-1,0,0,0,0,-246.756230827372
1,0,2.5,-1,-1,0,-1,-2,-1,-1,0,0,0,0,-246.756230827372
1,0,2.5,-1,-1,0,-1,-2,-1,-1,0,0,0,0,-246.756230827372
1.23697247729615,-0.266552376160689,2.49799382067067,-0.602545348807325,-0.869032402102675,-0.0126127906696638,-0.97646310566779,-2.00164166704053,-0.735562311798276,-0.922515186426608,0.0291850237772451,0.0238740410622995,-0.237339838122352,-0.213049578633218,-229.505594425817
1.17437904053858,-0.177857723752962,2.39608115043685,-0.40397183455983,-0.465801771871864,0.477289048179348,-0.83762631107542,-2.0229360665731,-0.651735754961168,-0.718020877638826,0.151679292380283,0.224093906164455,-0.239742986558965,-0.0810182185815084,-220.449262443243
1.16817098909669,-0.146711866388033,2.25497398182515,-0.560474352721399,-0.0979277282555537,0.420802235196148,-0.721496490543758,-2.03335358011383,-0.523544612982819,-0.604198784195027,0.201734902107254,0.353513976889618,-0.296161493123899,-0.0235776428708204,-217.703073843423
1.23195078256395,-0.010332040445172,2.06935007310117,-0.48329380575737,0.028203025999446,0.297616503972996,-0.62083255023134,-2.04049403823715,-0.510042769750072,-0.562517666872921,0.169294199263646,0.436246342078576,-0.280096173764543,0.112261661832833,-216.026658700859
1.63197031469974,0.453512095428286,0.628749940950144,-0.663610821833903,-0.107917840529565,0.446266761181322,-0.155267608394804,-2.07952910509759,-0.177531332731501,-0.51959311394369,-0.141592730547479,0.703989225975563,-0.539508239556694,0.426831798038926,-212.89701548207
0.89789539427125,0.834532520701688,-1.10007322996579,-0.437638053341905,-0.0417741371386479,0.400441058483378,-0.0865185008430827,-2.1211105013568,-0.0383637975195729,-0.720191915586464,-0.135495504554849,0.63475322964899,-0.793699816867252,0.225609676492471,-210.543446981774
1.10887026059955,0.923155784756386,-1.7723339769548,-0.447249753371422,0.100648064485219,0.417255061416217,-0.471965401937363,-2.15182499890252,-0.373059870834581,-0.486679870002683,0.254283012692223,0.39481049680058,-0.537108022575853,-0.105554045024074,-208.621191847729
1.1692142853595,0.724551600246334,-1.74851707916935,-0.455001393391037,0.232793933968848,0.460796513748829,-0.630459982754724,-2.16713239798363,-0.447956561677274,-0.482616241807297,0.0136502977632495,0.282021672792616,-0.406067822327249,-0.0600791828861288,-207.698261080465
1.18490075142101,0.434120320710584,-1.58807724197561,-0.463868728648618,0.171227435941743,0.431636834543924,-0.594066588318053,-2.19397568293224,-0.465297579358905,-0.46410108310219,0.0849521376728667,0.282206938637156,-0.348403260483681,0.118209734091582,-206.750488002874
1.21058493350126,0.411014661641239,-1.50603307176236,-0.467249068819636,0.164281259135682,0.423414206445084,-0.552805721810935,-2.20116307712095,-0.513041277446091,-0.516379352346615,0.0695421491852952,0.3864730538526,-0.349920022516193,0.0631929799703471,-206.586595268229
1.19972165615667,0.430916996049542,-1.41342284255331,-0.467063529060433,0.124214296206849,0.399541078027212,-0.553251794533109,-2.20900631123232,-0.484963815279745,-0.43157219563158,0.0336785666459057,0.408895408354605,-0.37381801522636,0.0506269194080581,-206.500587226422
1.22855497710044,0.458352964364548,-1.32369000551016,-0.467325324808518,0.127667713566786,0.396925477996634,-0.566295918869708,-2.2155444198148,-0.4098453725536,-0.478543416752549,0.056934328613115,0.349529906958182,-0.38317364078104,0.0947314610295334,-206.420280948555
1.22948388483218,0.430993696972215,-1.31886007321842,-0.467580636797198,0.132202084867683,0.397413111994654,-0.544894890206578,-2.21760016552668,-0.437248717114553,-0.479705863498141,0.0580660075230119,0.33069182395002,-0.392240967266138,0.108940660214721,-206.410062119934
1.22594911295104,0.394821436099462,-1.32077792889598,-0.46688671458202,0.129586061512383,0.395415304408236,-0.547274804021648,-2.21825841816469,-0.446494762479053,-0.482973450517099,0.0611370362558483,0.34267297574226,-0.376275380293541,0.124987624847873,-206.402147024695
1.2220129521657,0.361611966250976,-1.3281397086034,-0.466514981726302,0.129483007859378,0.394877301268273,-0.53961870315839,-2.21906275108796,-0.455863727503477,-0.487248450068225,0.0640259960116912,0.35066057046116,-0.354532226633968,0.132066782109724,-206.400122402577
1.22194813291972,0.355922489535366,-1.32916106872496,-0.466780109209774,0.129909067724218,0.394815233996422,-0.546650102347074,-2.21896334906762,-0.461619244220585,-0.489112320469306,0.0654465370229494,0.355812612475442,-0.36019256478049,0.138360474693973,-206.399695671702
1.22267182850095,0.362649022566357,-1.32677753774986,-0.466754570739118,0.129563989072769,0.39486082157165,-0.546306942803768,-2.21906320352946,-0.458511696296403,-0.487819786900621,0.0644994616128111,0.353222598407411,-0.362355026739357,0.135973908742172,-206.399569164851
1.22263363753346,0.362475053762299,-1.3269165490398,-0.466751929189004,0.129606046622779,0.394866717043171,-0.546265445202341,-2.21911561622252,-0.458585505003885,-0.487855744513937,0.0645418352172433,0.353271683690007,-0.36224652565444,0.1359782860953,-206.399569000163
