"ViajesId"	"Dia"	"AM/PM"	"HoraPico/Valle"	"Clima"	"Congestion"	"Pavimento"	"Incidente"	"Alt1_Distancia"	"Alt1_Tiempo"	"Alt1_Velocidad"	"Alt2_Distancia"	"Alt2_Tiempo"	"Alt2_Velocidad"	"Alt3_Distancia"	"Alt3_Tiempo"	"Alt3_Velocidad"	"Alt4_Distancia"	"Alt4_Tiempo"	"Alt4_VelPromedio"	"Alt4_VelTotal"	"Costo"	"Choice"
"150"	150	4	2	1	1	6	1	1	6.2	19	19.5789473684211	6.6	20	19.8	7.3	18	24.3333333333333	5.80897486184733	25.8637166659037	19.7038515122492	13.4759631113002	11500	4
"151"	151	4	2	1	1	3	1	1	2.9	11	15.8181818181818	0	0	0	0	0	0	3.28306196253265	14.6360499978065	21.0935409062328	13.4588032824075	7800	4
"152"	152	1	2	2	2	5	1	1	7.4	28	15.8571428571429	7.2	30	14.4	9.2	30	18.4	7.16612730314502	53.3516166647275	16.8097591603624	8.05913044567526	17500	4
"153"	153	1	1	1	2	2	1	2	5.9	20	17.7	7.1	19	22.4210526315789	5.9	20	17.7	6.83647435074411	20.5562333345413	23.638661649093	19.9544563621679	10800	4
"154"	154	1	2	2	1	3	1	1	5.6	12	28	6.7	13	30.9230769230769	7.4	15	29.6	2.37249644553301	17.2556666652362	14.8483863944453	8.24945158559207	8000	4
"155"	155	3	1	1	1	2	1	1	4.8	14	20.5714285714286	6.1	16	22.875	4.7	17	16.5882352941176	5.05083410754439	22.3853833357493	23.8339378494219	13.5378537819674	11200	4
"156"	156	3	1	2	1	1	1	1	3.9	10	23.4	3.8	11	20.7272727272727	5.9	12	29.5	1.83911957510096	6.72121666669846	30.327792809383	16.4177380343642	6000	4
"157"	157	2	2	2	1	3	1	1	3.9	16	14.625	7.3	16	27.375	0	0	0	3.58393955660375	14.3624499996503	24.5054488282668	14.9721233773806	9200	1
"158"	158	2	1	1	1	2	1	1	4.3	15	17.2	5.1	14	21.8571428571429	4.4	16	16.5	4.09312006977197	21.9643833319346	19.5372374357941	11.1811563509389	9000	4
"159"	159	3	2	2	1	5	1	2	6.8	18	22.6666666666667	6.5	20	19.5	0	0	0	6.20546581186156	23.61571666797	19.8660553425048	15.7661083907177	10500	2
"160"	160	4	1	2	1	4	1	1	5	14	21.4285714285714	6.4	17	22.5882352941176	6.1	17	21.5294117647059	5.00641124186946	14.3307333310445	27.5253351319537	20.9608725229328	9200	4
"161"	161	5	1	2	1	3	1	1	7.4	18	24.6666666666667	7.3	17	25.7647058823529	8	20	24	6.39255846779686	26.0719999988874	26.8946873936932	14.7113189661008	12400	2
"162"	162	1	1	1	1	4	1	1	6.7	19	21.1578947368421	6.8	21	19.4285714285714	7.6	22	20.7272727272727	7.24185732268916	27.6068833351135	23.6682429423236	15.7392427854646	12500	4
"163"	163	1	2	2	2	2	1	1	7.5	25	18	8.2	30	16.4	7.8	40	11.7	6.77890307637173	22.2493833343188	25.5685560952284	18.2806947262638	12500	4
"164"	164	4	1	2	1	1	1	1	3.8	13	17.5384615384615	5.6	13	25.8461538461538	5.4	15	21.6	8.24872781695172	15.5828333338102	21.7547740395825	31.7608267004476	9800	4
"165"	165	5	1	1	1	1	1	1	5.6	16	21	5.2	18	17.3333333333333	6.5	20	19.5	4.56945294731574	16.1549333333969	25.3026748196437	16.9711116214984	9000	2
"166"	166	3	1	1	1	6	1	1	6.9	17	24.3529411764706	6.8	17	24	6.8	18	22.6666666666667	7.03940002666194	18.8272833347321	30.6229027379471	22.4336137131665	12800	3
"167"	167	5	2	2	1	6	1	1	10.9	33	19.8181818181818	11.5	32	21.5625	11	36	18.3333333333333	8.84983603340401	34.8162333329519	20.6002639744841	15.2512236727712	16500	3
"168"	168	5	1	1	1	2	2	1	6.6	17	23.2941176470588	6.2	18	20.6666666666667	8.2	21	23.4285714285714	5.76471081136373	16.1790666659673	27.2872072832597	21.3784055547153	15400	4
"169"	169	1	2	2	2	2	1	1	4.2	14	18	4	15	16	4.8	21	13.7142857142857	3.66084878918079	12.9816666682561	22.4711484055439	16.9200868396934	8000	2
"170"	170	2	2	2	2	1	1	1	5.7	17	20.1176470588235	5.7	20	17.1	6.1	22	16.6363636363636	4.07697656860609	16.886333334446	22.3611127824963	14.4861876922312	8500	2
"171"	171	1	2	2	1	1	1	1	11	19	34.7368421052632	11.9	22	32.4545454545455	10.9	24	27.25	7.91826965735473	16.4587166666985	39.4686460604487	28.8659309873512	14200	1
"172"	172	5	2	1	1	2	1	1	5	19	15.7894736842105	6.1	21	17.4285714285714	6.4	22	17.4545454545455	4.12724916373471	21.3054500023524	19.5449261230796	11.6230800005041	10000	1
"173"	173	2	2	1	2	3	1	2	7.4	21	21.1428571428571	8.4	24	21	7.9	26	18.2307692307692	6.73501144267623	20.4967166662216	25.3985308886628	19.7153862806977	12400	1
"174"	174	3	1	2	1	1	1	1	7.4	18	24.6666666666667	6.4	19	20.2105263157895	5.8	20	17.4	5.34860026016771	17.7477166652679	24.179778365769	18.0821015831344	10500	4
"175"	175	3	1	2	1	1	1	1	5.7	15	22.8	5.2	16	19.5	4.3	19	13.5789473684211	4.00502843101015	16.8716666658719	22.3053191495721	14.2429145039175	8500	4
"176"	176	4	2	1	1	6	1	2	7.1	24	17.75	6.2	29	12.8275862068966	7.1	32	13.3125	5.63757387227282	33.6253333330154	17.320910944517	10.0595116481492	12500	4
"177"	177	2	1	2	1	6	1	1	5.7	11	31.0909090909091	5.6	13	25.8461538461538	6.3	16	23.625	5.727772685286	24.1589000026385	22.4371498736014	14.2252487108116	11600	4
"178"	178	3	2	2	1	4	2	1	4.3	15	17.2	5.2	16	19.5	6.4	18	21.3333333333333	2.60029197865595	13.3929000020027	17.8557799090398	11.6492707849702	7400	1
"179"	179	6	2	2	1	6	1	1	8.4	25	20.16	9.4	32	17.625	8.1	33	14.7272727272727	7.46425890192473	31.9118333339691	21.8632026550246	14.0341524546243	13800	2
"180"	180	3	1	1	1	4	1	1	5.2	15	20.8	5.9	16	22.125	5.3	15	21.2	4.560028745264	16.5272833307584	27.1150735840671	16.5545491803029	9800	1
"181"	181	6	1	1	1	1	1	1	6.2	17	21.8823529411765	7.2	19	22.7368421052632	7.1	19	22.4210526315789	5.80596658606115	16.2860500017802	29.7583755024986	21.3899622760332	12800	1
"182"	182	6	1	2	1	1	1	1	7	16	26.25	6.5	17	22.9411764705882	6.6	20	19.8	6.29415997712449	22.1755499998728	30.196756309744	17.0299991941411	14000	4
"183"	183	5	1	2	1	1	1	1	6.3	25	15.12	5.8	28	12.4285714285714	5.7	28	12.2142857142857	6.30581707971012	22.5513333320618	22.2219281103798	16.7772352619479	12300	1
"184"	184	6	1	2	1	4	1	1	4	19	12.6315789473684	5.4	19	17.0526315789474	4.8	24	12	4.59410471068975	19.1248333334923	19.7857807971889	14.4130031271258	9400	1
"185"	185	4	1	2	1	2	1	1	5.8	16	21.75	5.4	18	18	6	20	18	5.87119716521154	17.8085666656494	26.8059303019462	19.7810321586511	12200	4
"186"	186	3	2	2	2	5	2	1	6.9	19	21.7894736842105	6	20	18	5.3	22	14.4545454545455	4.70003731523321	19.633266667525	22.3256183763893	14.3634904822256	12500	4
"187"	187	4	1	1	1	4	2	1	9.4	20	28.2	9.7	21	27.7142857142857	8.2	22	22.3636363636364	9.40525382721549	23.7859500010808	28.869242966033	23.7247294981822	15500	1
"188"	188	1	1	2	1	1	2	1	5.8	15	23.2	5.4	18	18	6	19	18.9473684210526	4.4452011359136	17.1452666680018	24.4127461616584	15.5560174898055	10200	2
"189"	189	3	1	2	1	1	1	1	5.8	16	21.75	7.4	17	26.1176470588235	6.7	19	21.1578947368421	4.61750955657129	13.1595666646957	26.8283561261561	21.0531684251841	9800	4
"190"	190	4	2	2	1	3	2	1	5.7	14	24.4285714285714	5.9	16	22.125	6.8	14	29.1428571428571	5.58712758023928	16.8668333331744	26.6316599429088	19.8749610073526	10500	1
"191"	191	2	2	2	2	2	2	1	4.8	22	13.0909090909091	5	22	13.6363636363636	5.1	23	13.304347826087	4.7002550035283	31.7712166666985	14.2956084683996	8.87644005485309	10200	4
"192"	192	2	1	2	1	6	1	1	6.3	15	25.2	0	0	0	0	0	0	5.70743065439736	26.4419000029564	28.0268723557103	12.9508786897142	12000	4
"193"	193	2	1	1	1	3	1	1	5.9	14	25.2857142857143	4.8	16	18	7.1	18	23.6666666666667	4.80826888443178	15.9587166666985	25.5275227626979	18.07765242602	9600	2
"194"	194	3	1	1	1	4	1	1	5.9	14	25.2857142857143	5.8	14	24.8571428571429	5.5	13	25.3846153846154	4.66913890251942	12.368833331267	25.5604669071534	22.6495358655194	9300	4
"195"	195	1	2	1	2	2	1	2	6.7	14	28.7142857142857	5	19	15.7894736842105	0	0	0	5.00140286421423	22.4842666665713	20.2727060472927	13.3464069032328	10600	4
"196"	196	5	1	1	1	2	1	1	5.6	15	22.4	6.7	14	28.7142857142857	6.2	16	23.25	4.42455194303919	21.7278333346049	20.3929033456172	12.2181127079774	10500	4
"197"	197	5	2	2	2	2	1	1	6	17	21.1764705882353	5.1	19	16.1052631578947	5.4	21	15.4285714285714	2.54586669682161	19.3004999995232	19.9254771449018	7.91440645646851	10500	3
"198"	198	5	1	2	1	1	1	1	3.6	11	19.6363636363636	4	12	20	4.6	13	21.2307692307692	3.69848809924649	12.3528833349546	26.6252742221545	17.9641691690603	8300	1
"199"	199	2	2	1	1	1	1	1	3.8	12	19	4	15	16	5	16	18.75	3.13229963391688	11.9347166697184	24.9960083714406	15.7471671289744	6900	1
"200"	200	2	2	2	1	2	1	1	6.5	17	22.9411764705882	6.1	18	20.3333333333333	6.3	22	17.1818181818182	5.56503451469786	16.1440000017484	27.5464642146805	20.6827348145261	12300	1
"201"	201	2	2	1	1	2	2	1	7.2	23	18.7826086956522	8.4	32	15.75	9	33	16.3636363636364	6.37766838336822	19.2669499993324	28.1190966061648	19.8609589486323	13000	1
"202"	202	4	2	2	2	4	2	1	4.5	17	15.8823529411765	6	20	18	5.7	19	18	4.50470298744854	18.6548333366712	20.0977872916443	14.4885871864424	8000	1
"203"	203	4	1	2	1	3	1	1	7.1	21	20.2857142857143	6.9	28	14.7857142857143	6.4	30	12.8	5.60485559216751	34.8774500012398	21.8168601401783	9.64208494365547	12500	4
"204"	204	3	1	1	1	2	1	1	3.6	14	15.4285714285714	3.7	14	15.8571428571429	4.1	14	17.5714285714286	3.6732394649253	18.6679499983788	20.4945532557211	11.806029473759	8500	4
"205"	205	5	2	2	1	5	2	2	5	21	14.2857142857143	5.2	23	13.5652173913043	6.1	26	14.0769230769231	5.74245849925471	38.7713333328565	19.950668654688	8.88665620543151	13000	4
"206"	206	3	2	2	2	3	1	1	6.4	17	22.5882352941176	5.7	19	18	5.8	22	15.8181818181818	3.60937606250992	19.1113833347956	26.6793807369564	11.3316006464223	10500	2
"207"	207	3	2	1	1	2	1	1	3.3	11	18	4.5	15	18	4.4	14	18.8571428571429	3.99237313908985	19.442733335495	17.7377637393791	12.3204070236399	9000	4
"208"	208	2	1	1	1	6	2	1	5.8	21	16.5714285714286	5.4	22	14.7272727272727	6.8	23	17.7391304347826	6.77549798804787	33.6543333331744	18.3517653910712	12.0795701183045	12500	4
"209"	209	1	2	1	1	1	1	1	4.5	12	22.5	5.5	15	22	5.4	15	21.6	4.06307001669738	9.34950000047684	31.7908482353268	26.0745709384897	9000	1
"210"	210	5	1	2	1	6	3	1	4.3	14	18.4285714285714	4.2	17	14.8235294117647	4.4	18	14.6666666666667	3.95580544681374	21.2267833312353	20.2531252955882	11.1815494182562	10300	4
"211"	211	3	1	1	1	1	1	1	2.4	6	24	0	0	0	0	0	0	2.16895666048879	6.55371666749318	24.6317965235705	19.8570378049476	6200	1
"212"	212	6	2	2	1	1	1	1	3.6	10	21.6	3.8	11	20.7272727272727	4.5	13	20.7692307692308	3.19499242386506	7.93195000092189	35.1520249637356	24.1680224168865	7600	4
"213"	213	5	1	1	1	3	1	1	4.9	18	16.3333333333333	5.9	20	17.7	6.1	21	17.4285714285714	4.97931249089494	22.1961666663488	22.0612551124169	13.4599254882439	10300	1
"214"	214	3	2	2	1	1	1	1	5.1	12	25.5	5	13	23.0769230769231	5	12	25	3.37446259714762	8.39699999888738	33.4133173645778	24.1119156669864	7700	3
"215"	215	2	1	2	1	3	1	1	9	18	30	9.1	20	27.3	9.2	20	27.6	9.12147634141476	23.7089499990145	29.40035858961	23.0836279340769	15400	4
"216"	216	1	1	2	1	1	1	1	6.7	13	30.9230769230769	6	16	22.5	6.6	17	23.2941176470588	5.87043276444771	15.1032666643461	26.7169043099194	23.3211777090816	10000	4
"217"	217	2	1	1	1	4	1	1	6.9	15	27.6	7	19	22.1052631578947	7.1	19	22.4210526315789	6.64791897101758	16.3150000015895	29.514449766749	24.4483688766286	12300	4
"218"	218	3	1	2	1	3	1	1	6.6	20	19.8	7.9	19	24.9473684210526	7.4	22	20.1818181818182	4.64755408334378	18.5812333345413	28.9958845819278	15.0072516705474	12500	1
"219"	219	6	2	2	1	2	1	1	8	17	28.2352941176471	7.1	19	22.4210526315789	7.2	19	22.7368421052632	7.10481809231338	22.9356166680654	26.2997538723889	18.5863363391641	13200	2
"220"	220	5	1	1	1	3	1	1	5.6	16	21	5.2	18	17.3333333333333	6.5	20	19.5	4.22246651843321	15.8179499983788	26.9666203028349	16.016487037319	10000	2
"221"	221	6	1	1	1	1	1	1	4.8	14	20.5714285714286	5	15	20	5.1	15	20.4	4.46051340589456	14.0617833336194	25.2363744825232	19.0324938170404	9200	4
"222"	222	4	2	1	1	4	1	1	2.5	10	15	2.8	9	18.6666666666667	2.6	12	13	2.33435576704025	12.0550666650136	17.0860011230313	11.6184630010303	7000	1
"223"	223	1	2	1	1	6	1	1	7.1	24	17.75	8.4	30	16.8	8.6	31	16.6451612903226	5.99387209350707	41.5757833321889	13.6905530925017	8.65004328931041	16000	4
"224"	224	5	1	2	1	4	1	1	6.2	15	24.8	6.7	14	28.7142857142857	5.7	14	24.4285714285714	5.73919609559816	15.9128833333651	26.4609195023198	21.639809613502	11000	4
"225"	225	2	2	2	2	2	1	1	6.6	20	19.8	8	22	21.8181818181818	8.4	24	21	6.55344472904835	20.3467333316803	27.0330689027454	19.3252979401204	13000	4
"226"	226	3	1	2	1	3	1	1	6	15	24	5.2	20	15.6	7.2	18	24	4.56700138111666	20.2732166647911	18.4820763906666	13.5163594114246	9800	4
"227"	227	4	2	2	1	1	1	1	5.7	17	20.1176470588235	5.4	18	18	5.7	22	15.5454545454545	5.43340364495583	16.4090666651726	23.3170114378524	19.8673224595569	10300	4
"228"	228	4	2	2	1	1	1	1	4.8	15	19.2	9.5	18	31.6666666666667	7.2	18	24	8.53219292214896	22.2066666642825	35.1562156157951	23.0530580328986	14900	2
"229"	229	4	1	1	1	1	1	1	4.3	11	23.4545454545455	5.7	14	24.4285714285714	5.5	14	23.5714285714286	4.2199342477059	10.6985500017802	29.3992814011363	23.6663898210714	9500	1
"230"	230	5	2	1	2	2	1	1	8.3	23	21.6521739130435	7.8	38	12.3157894736842	0	0	0	7.58924803201907	30.5377166668574	22.0527576900285	14.9112288547539	14200	4
"231"	231	2	1	2	1	1	1	1	3.9	9	26	3.6	11	19.6363636363636	4	12	20	4.08511889521957	10.3033833305041	28.1575096010156	23.7889949204853	8800	4
"232"	232	5	1	1	1	1	1	1	2.5	6	25	3.3	8	24.75	3.3	8	24.75	2.5283322683014	7.56323333183924	26.6498941067898	20.0575507117395	6500	1
"233"	233	3	2	2	1	2	1	1	5.8	16	21.75	5.7	16	21.375	6.4	17	22.5882352941176	5.30705804812332	17.2035666664441	23.8097214484708	18.5091550526258	10000	4
"234"	234	2	1	1	1	1	1	1	2.4	6	24	0	0	0	0	0	0	2.55816780271752	7.74599999984105	30.8380915392345	19.815397387839	6800	1
"235"	235	4	2	2	1	4	1	1	6.6	21	18.8571428571429	0	0	0	0	0	0	6.38488127300545	33.0428333322207	23.274183931064	11.5938264896541	11800	4
"236"	236	2	2	1	2	2	1	1	6.4	27	14.2222222222222	7.7	25	18.48	7.7	29	15.9310344827586	6.17447176835677	23.6732166647911	18.6282307387785	15.6492593020702	11400	1
"237"	237	5	2	2	2	1	1	1	3.4	10	20.4	3.5	12	17.5	3.8	14	16.2857142857143	2.98159884508092	8.72038333415985	24.6626136346279	20.5146865510002	7000	4
"238"	238	2	2	2	2	3	2	1	7	22	19.0909090909091	7.2	24	18	7.6	24	19	5.11087051002903	19.6557166655858	23.2410645406836	15.6011727182985	12200	3
"239"	239	5	2	2	1	1	1	1	5.9	17	20.8235294117647	5.3	18	17.6666666666667	6.2	19	19.5789473684211	5.08489743239253	21.2827333331108	22.6862273108931	14.3352755103546	10400	2
"240"	240	2	2	2	1	2	1	1	9.6	30	19.2	10.5	31	20.3225806451613	10	33	18.1818181818182	8.31247624583305	24.104266667366	27.7162976243515	20.6912984175213	16300	1
"241"	241	4	2	2	2	2	2	1	6.7	14	28.7142857142857	6.5	15	26	7.4	17	26.1176470588235	4.02393944832838	14.1235000014305	24.8754818610126	17.0946554944064	9100	4
"242"	242	1	2	2	1	2	1	1	5.8	18	19.3333333333333	7.4	19	23.3684210526316	6.7	23	17.4782608695652	4.85142914272725	21.292666665713	20.6904459700398	13.6707042444976	10700	4
"243"	243	2	2	2	1	6	1	1	4.9	17	17.2941176470588	4.8	19	15.1578947368421	4.4	26	10.1538461538462	5.10665851379018	44.7381000002225	12.3544688097183	6.84873767160176	10100	4
"244"	244	6	2	2	1	3	1	1	6.3	17	22.2352941176471	6.8	17	24	6	19	18.9473684210526	6.2045876599974	18.2823333303134	27.957384011684	20.3625682167487	11700	4
"245"	245	4	1	1	1	3	1	1	4.4	13	20.3076923076923	5.6	14	24	0	0	0	3.98825113689727	16.2671000003815	19.887230006786	14.7103705152255	10900	1
"246"	246	4	1	2	1	1	1	1	4.5	22	12.2727272727273	6.1	30	12.2	5.7	31	11.0322580645161	5.30893303992199	25.3168333331744	21.4672387097231	12.5819836234384	11700	4
"247"	247	3	1	1	1	1	1	1	2.7	9	18	3.5	10	21	5	11	27.2727272727273	2.73895253928806	7.93821666638056	26.4434222732264	20.7020240519856	6800	1
"248"	248	3	1	2	1	6	1	2	9.8	24	24.5	10.8	28	23.1428571428571	11.4	42	16.2857142857143	11.1391536242728	44.5809999982516	23.7236519363833	14.9917951029043	20800	4
"249"	249	1	1	1	2	6	1	1	5.3	15	21.2	5.3	18	17.6666666666667	6.2	20	18.6	5.73521754021404	21.6992166678111	19.1038266242977	15.8583168084268	10800	1
"250"	250	5	1	2	1	6	1	2	9.2	26	21.2307692307692	9.3	28	19.9285714285714	9.5	31	18.3870967741935	8.81063561961359	26.7045500000318	25.6992044158703	19.795807724758	15200	4
"251"	251	1	1	2	1	4	1	1	4.8	13	22.1538461538462	5.7	15	22.8	7	17	24.7058823529412	4.39934092292407	14.433383333683	25.0390182570534	18.288189904819	8700	4
"252"	252	1	2	2	1	1	1	1	4.3	14	18.4285714285714	5.6	15	22.4	4.5	16	16.875	2.85252046524981	8.85538333257039	33.6545626722373	19.3273652294067	9500	4
"253"	253	3	2	2	2	2	1	2	3.7	15	14.8	4	21	11.4285714285714	5.5	20	16.5	3.56988076721382	13.9730000019073	22.4340477711076	15.3290521723031	8800	4
"254"	254	1	2	2	2	1	1	1	5.2	10	31.2	5.9	13	27.2307692307692	5.3	12	26.5	3.66434437161125	11.2705500006676	28.2334840950055	19.507536214617	7800	4
"255"	255	3	1	2	1	4	1	2	10.1	23	26.3478260869565	11	26	25.3846153846154	10.9	30	21.8	9.2724677225735	28.3879999995232	26.5333799418094	19.5980013866336	16000	1
"256"	256	5	2	2	1	1	1	1	4	15	16	4.5	14	19.2857142857143	4.9	18	16.3333333333333	4.33655049307338	19.5930499990781	20.0111190340325	13.2798635024483	9700	2
"257"	257	4	1	2	1	1	1	1	4.6	11	25.0909090909091	6.8	17	24	0	0	0	3.48597152357741	9.30799999634425	27.0427576884759	22.4708091423283	9500	4
"258"	258	1	2	1	1	5	3	1	5.8	17	20.4705882352941	5.8	17	20.4705882352941	5.4	19	17.0526315789474	5.54500120136874	17.2694500009219	24.9407874266984	19.2652384450208	10800	1
"259"	259	1	1	1	2	4	1	1	5.6	15	22.4	6.1	19	19.2631578947368	6	20	18	5.44615352915815	13.9858333349228	31.0178203513866	23.3643004263137	10400	4
"260"	260	2	2	2	2	6	1	2	5.3	20	15.9	5.2	19	16.4210526315789	6.1	23	15.9130434782609	5.8178309637165	40.9663833340009	16.3326009183321	8.52088540443042	14700	3
"261"	261	5	2	2	1	2	1	1	3.9	11	21.2727272727273	4.6	14	19.7142857142857	3.6	17	12.7058823529412	2.79680927663283	7.89854999780655	27.023998251157	21.2454889371557	8000	1
"262"	262	2	1	1	1	2	2	1	5.3	13	24.4615384615385	5.9	16	22.125	7.3	15	29.2	5.86897318798678	20.1607666651408	24.3222891021838	17.4665178724615	11600	4
"263"	263	5	1	1	1	4	1	1	5.3	15	21.2	6.2	15	24.8	5.6	17	19.7647058823529	5.18171919566941	15.598766664664	26.6110565153267	19.9312649790741	10500	1
"264"	264	6	2	2	1	4	1	1	2.8	8	21	3	7	25.7142857142857	3.7	10	22.2	3.01967999181809	8.68023333549499	26.2133684515311	20.8728028966923	7000	4
"265"	265	3	1	2	1	2	1	1	5.3	15	21.2	5.2	13	24	6.2	20	18.6	3.7405717235711	12.9144999980927	31.2827038408254	17.3784740754511	9900	1
"266"	266	3	2	1	2	2	1	1	7.9	23	20.6086956521739	5.8	30	11.6	6.8	30	13.6	6.18373412023824	32.8849999984105	24.1413990018214	11.2824706471713	12500	4
"267"	267	1	2	2	1	2	1	2	4.4	15	17.6	4.7	18	15.6666666666667	5.6	18	18.6666666666667	4.12292949227022	14.5133333325386	25.0801008670872	17.0447245900156	8700	1
"268"	268	3	1	2	1	4	1	1	5.7	16	21.375	6.7	19	21.1578947368421	7.4	21	21.1428571428571	5.5178065759301	16.6514999985695	25.6606504336063	19.8821964738461	10400	1
"269"	269	5	1	1	1	3	1	1	4.4	12	22	3.9	13	18	4.4	14	18.8571428571429	3.9205273310027	12.8683333317439	25.6044134767491	18.2798839442469	8300	2
"270"	270	3	2	1	1	6	1	1	8.3	19	26.2105263157895	7.5	21	21.4285714285714	6.3	27	14	5.66379382479738	40.7876666665077	16.398954397625	8.33162711332266	12800	4
"271"	271	2	2	1	2	3	1	2	8.8	33	16	9	37	14.5945945945946	9.3	36	15.5	7.14290974388252	42.3804499983788	16.1098672819347	10.1125538933481	16400	2
"272"	272	4	1	2	1	2	2	1	7.7	20	23.1	7.2	20	21.6	8.2	21	23.4285714285714	6.33254248313947	18.1256666660309	29.4832756295239	20.9621282344573	12000	4
"273"	273	5	1	1	1	3	1	1	4.1	11	22.3636363636364	4.1	11	22.3636363636364	5.2	12	26	4.83158562029117	12.4356166680654	31.3713892658236	23.3116816765444	9000	4
"274"	274	2	1	1	1	4	1	1	6.4	16	24	5.6	16	21	6.5	20	19.5	4.72171600168745	15.0399999976158	27.9220806624018	18.8366329884413	10300	4
"275"	275	3	2	1	1	3	1	1	4.3	17	15.1764705882353	3.7	20	11.1	4.7	22	12.8181818181818	3.12546223117398	20.8276666641235	15.9016915337333	9.00378025510954	9200	2
"276"	276	3	1	1	2	1	3	1	5.3	13	24.4615384615385	6	16	22.5	5.2	14	22.2857142857143	4.25420055983641	14.4474499980609	24.7568319261878	17.6676184118612	9000	4
"277"	277	3	1	2	1	3	1	1	5.7	15	22.8	6.8	20	20.4	5.4	22	14.7272727272727	7.78637749892512	26.1476166685422	25.0354257316913	17.8671217288254	13800	4
"278"	278	5	1	2	1	1	1	1	5.4	14	23.1428571428571	6.6	16	24.75	6.7	19	21.1578947368421	5.57716384826451	19.6247666637103	29.9739604312114	17.0514043111993	12000	4
"279"	279	1	1	1	1	3	1	1	4.4	15	17.6	4.7	17	16.5882352941176	5.6	17	19.7647058823529	5.0981156565362	20.761566666762	22.9840758385142	14.7333264537246	10200	4
"280"	280	2	2	2	2	2	1	1	3.4	16	12.75	3.6	16	13.5	0	0	0	2.71702148821917	19.8486166675886	15.0778195715507	8.21323178452799	7500	4
"281"	281	2	2	2	1	2	2	1	7.9	19	24.9473684210526	8.5	24	21.25	6.9	27	15.3333333333333	4.94560433316712	28.2178333322207	31.2674997415285	10.5159122777579	14100	4
"282"	282	2	2	1	1	6	2	1	6.2	27	13.7777777777778	6.4	31	12.3870967741935	6.7	35	11.4857142857143	6.16084337813961	35.5462666670481	19.2385900201386	10.3991399758177	14300	4
"283"	283	2	1	2	1	2	1	1	3.9	10	23.4	3.6	10	21.6	3.6	11	19.6363636363636	3.65369159917094	12.5985499978065	24.5800382495889	17.4005338700425	8500	4
"284"	284	2	2	2	1	2	1	1	5.3	15	21.2	5.4	15	21.6	0	0	0	3.19953663866671	25.6709499994914	21.9619413540709	7.47818831495548	11600	4
"285"	285	6	1	2	1	1	1	2	5.8	13	26.7692307692308	6.5	15	26	6.7	15	26.8	4.55304930077001	17.3694500009219	29.5626820990328	15.7277840134087	11900	4
"286"	286	5	2	2	2	6	1	1	8.3	27	18.4444444444444	8.3	29	17.1724137931035	8.4	33	15.2727272727273	8.8789053071806	34.2683833320936	22.2499050261493	15.5459425461694	18500	4
"287"	287	5	2	1	2	2	1	1	4.6	19	14.5263157894737	5.7	23	14.8695652173913	6	24	15	3.86194467872151	23.1580000003179	19.6546059896684	10.005902095177	10000	4
"288"	288	2	2	1	2	2	1	1	5.5	19	17.3684210526316	4.3	20	12.9	5.8	31	11.2258064516129	5.04052394632007	30.0437833309174	14.6065757317114	10.0663566052275	10200	2
"289"	289	5	1	1	1	3	1	1	4.8	11	26.1818181818182	5.3	12	26.5	5.7	18	19	4.99498437094821	17.644716668129	22.8272799892849	16.9852011734611	9900	4
"290"	290	3	1	1	1	1	1	1	4.2	12	21	4.6	14	19.7142857142857	4.5	14	19.2857142857143	4.20894096549186	10.8097166657448	27.7545642837968	23.3619867882182	8600	1
"291"	291	3	1	1	1	4	1	1	7.3	16	27.375	8.3	18	27.6666666666667	8.4	19	26.5263157894737	6.64318795384632	16.4082166632016	33.9116095912839	24.2921754028694	12700	3
"292"	292	2	2	1	1	3	2	1	5.6	19	17.6842105263158	5	20	15	5.3	20	15.9	4.58633828633034	18.1908333341281	24.173304986323	15.1274156672939	9800	2
"293"	293	5	2	2	1	3	1	1	6.3	19	19.8947368421053	6.8	24	17	7.1	24	17.75	6.03761228194139	23.795950003465	20.7979099532501	15.223461843874	11200	4
"294"	294	4	2	2	1	3	1	2	4.2	16	15.75	6	18	20	5.1	20	15.3	4.72358825453409	16.8468333323797	20.4882566973567	16.8230604339939	10000	4
"295"	295	2	2	2	1	1	1	1	5.6	17	19.7647058823529	6.1	19	19.2631578947368	5.8	24	14.5	3.54942125345304	13.2556166688601	25.7824903231275	16.066040571879	10200	4
"296"	296	3	2	2	1	2	1	1	4.5	16	16.875	5.7	17	20.1176470588235	6	19	18.9473684210526	4.6963874239327	14.9242166638374	22.2251660716747	18.8809404059876	9100	4
"297"	297	4	2	2	1	1	1	1	4.5	14	19.2857142857143	5.3	17	18.7058823529412	5.7	17	20.1176470588235	4.51734615275753	17.1114333351453	21.4237076635693	15.8397466686066	8900	1
"298"	298	2	1	2	1	1	1	1	5.7	14	24.4285714285714	6.4	15	25.6	6.6	17	23.2941176470588	5.56813306447649	15.0069000005722	29.8074446263253	22.2622916029194	10500	1
"299"	299	5	2	2	1	6	1	2	5.1	15	20.4	4.5	19	14.2105263157895	4.7	19	14.8421052631579	4.44871222146205	20.0161666631699	23.776247092773	13.3353572529383	11000	1
