"","asc_ruta1","asc_ruta4","b_gain","b_loss","b_dt","b_Sem","b_ACC_1","b_ACC_2","b_SI_CAMFD","b_SI_PANEL","b_SI_ZER","b_Si_MTRP","b_No_Info","b_UsoCel_F"
"asc_ruta1",1,0.203450769482242,-0.117676222403401,-0.126632323286932,0.270535322109755,0.112097761464693,-0.0562604511975069,-0.00227453363943218,-0.0506254434132222,-0.0140107500600939,-0.0459068871168109,-0.0920098558087939,0.00252683596702264,0.0268714921555587
"asc_ruta4",0.203450769482242,1,0.078259766963277,0.0963817221304044,0.072794059495774,0.0161972558520305,0.0550338306481601,-0.0157076684299865,0.502567030372995,-0.0325662171402748,-0.0567334022690198,-0.0830956620484914,-0.548844966839981,-0.58911447016952
"b_gain",-0.117676222403401,0.078259766963277,1,-0.189868795638657,-0.0965527333696679,0.172230559874694,0.00191648424132802,-0.0157479063177395,0.0112471036322004,-0.0254038287144085,-0.00558607707420519,0.026052132125881,-0.0379628736528585,-0.0197730544220168
"b_loss",-0.126632323286932,0.0963817221304044,-0.189868795638657,1,0.0161574372839193,0.0270139179810982,-0.0247169616247464,0.0152180347880646,-0.0798714632826402,-0.0307820002983542,0.0637439440737325,-0.0316501932724092,0.0295541945982533,-0.049539917327179
"b_dt",0.270535322109755,0.072794059495774,-0.0965527333696679,0.0161574372839193,1,0.271078028868754,-0.0871553608855461,0.016842524850324,-0.101037065990369,0.0467420903610777,-0.12433719315281,-0.14991750349124,-0.0219899474929357,0.0376692384129924
"b_Sem",0.112097761464693,0.0161972558520305,0.172230559874694,0.0270139179810982,0.271078028868754,1,-0.0793300221619195,0.0578763101000427,-0.039898570838025,-0.00558719212431234,-0.0578235642533338,-0.11856283727557,-0.0504847440845304,-0.0253193662288394
"b_ACC_1",-0.0562604511975069,0.0550338306481601,0.00191648424132802,-0.0247169616247464,-0.0871553608855461,-0.0793300221619195,1,0.09555920927749,0.0846366536580301,-0.037052273320676,-0.0370386898401866,0.0560092216996145,-0.0661096449606076,-0.00234432029412302
"b_ACC_2",-0.00227453363943218,-0.0157076684299865,-0.0157479063177395,0.0152180347880646,0.016842524850324,0.0578763101000427,0.09555920927749,1,-0.0252690338279533,0.0691883507266215,0.0243880216094489,-0.0374898037857826,0.00966143165559178,0.0157159056120281
"b_SI_CAMFD",-0.0506254434132222,0.502567030372995,0.0112471036322004,-0.0798714632826402,-0.101037065990369,-0.039898570838025,0.0846366536580301,-0.0252690338279533,1,-0.0580109577971565,-0.0339601378390914,-0.0392370080168224,-0.0491460736488468,-0.0315177681257255
"b_SI_PANEL",-0.0140107500600939,-0.0325662171402748,-0.0254038287144085,-0.0307820002983542,0.0467420903610777,-0.00558719212431234,-0.037052273320676,0.0691883507266215,-0.0580109577971565,1,0.0119341369487986,-0.0501789158755407,0.0804733412013824,0.0250741786777845
"b_SI_ZER",-0.0459068871168109,-0.0567334022690198,-0.00558607707420519,0.0637439440737325,-0.12433719315281,-0.0578235642533338,-0.0370386898401866,0.0243880216094489,-0.0339601378390914,0.0119341369487986,1,-0.0274057206486132,0.00411216181439354,0.0738216216519407
"b_Si_MTRP",-0.0920098558087939,-0.0830956620484914,0.026052132125881,-0.0316501932724092,-0.14991750349124,-0.11856283727557,0.0560092216996145,-0.0374898037857826,-0.0392370080168224,-0.0501789158755407,-0.0274057206486132,1,0.000429611911739679,-0.011875561799497
"b_No_Info",0.00252683596702264,-0.548844966839981,-0.0379628736528585,0.0295541945982533,-0.0219899474929357,-0.0504847440845304,-0.0661096449606076,0.00966143165559178,-0.0491460736488468,0.0804733412013824,0.00411216181439354,0.000429611911739679,1,0.0551184003909368
"b_UsoCel_F",0.0268714921555587,-0.58911447016952,-0.0197730544220168,-0.049539917327179,0.0376692384129924,-0.0253193662288394,-0.00234432029412302,0.0157159056120281,-0.0315177681257255,0.0250741786777845,0.0738216216519407,-0.011875561799497,0.0551184003909368,1
