"asc_ruta1","asc_ruta2","asc_ruta4","b_gain","b_loss","b_dt","b_Sem","b_ACC_1","b_ACC_2","b_SI_CAMFD","b_SI_PANEL","b_SI_ZER","b_Si_MTRP","b_No_Info","b_UsoCel_F","logLike"
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-305.427992087063
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-305.427992087063
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-305.427992087063
1.03318166691315,0.943581666957471,1.04278166679796,-0.083825225920009,-0.0580103386710107,-0.05009960350435,0.0429318924034306,-0.00700061109455419,-0.0140455695145647,-0.0475816668767948,-0.0271680486548576,-0.00717049306331319,0.00502889579365729,0.0305601042782655,0.0364850278856466,-292.79214686683
1.24339877171144,0.764386529405933,1.02933647625275,-0.128096295871114,0.0700832086246069,-0.0488277537446639,0.151985629216024,-0.0432639205412594,-0.0718502791793767,-0.0844835302060458,-0.119223897051012,-0.019688806915574,0.0284777675606266,-0.00873413506927815,0.028941290862721,-283.202192769466
1.23003456286014,0.755439107067449,1.0482761482199,-0.109011207044663,0.0917414613430012,0.00471558825553976,0.220416786553412,-0.0855749140684083,-0.114416724665046,-0.137967976983742,-0.174804914950302,-0.0179380855870591,0.0488310188249448,-0.0188640647487537,0.0470208220558004,-281.507967198933
1.2570965577315,0.922697667762002,0.947373985338848,-0.289178463773287,0.0479703498764301,0.166340909104053,0.42146927310272,-0.382816569507121,-0.408621550554439,-0.284629088676535,-0.403100735813519,0.00150777157767794,0.147407618965454,-0.295169787577941,-0.0284133116416692,-278.735194484421
1.32609781799343,0.93081825981507,0.980148186987016,-0.415146543737361,0.0534979007482599,0.367235519981537,0.262169323683292,-0.594434823968271,-0.691774421136374,-0.470612423398535,-0.422930365559758,0.0265433184793288,0.225087609279595,-0.427060460584089,0.0162086664516399,-275.553168709383
1.39511405475193,0.914484079986996,1.00833547578937,-0.527764745603065,0.0236982403370639,0.583042093370528,0.320844357629751,-0.63609359651264,-0.93115047176334,-0.480070570238333,-0.259972157340411,0.0817202630082998,0.287733435787669,-0.459373012653006,0.0496351607681984,-273.22736005403
1.43985127209254,0.976551518553116,1.0757128542181,-0.760044448611803,0.122159977880834,0.812149389493802,0.341812404461989,-0.562327508758211,-1.21671735962903,-0.415316713415723,-0.262488928438708,0.0980722555820025,0.284263086505108,-0.381550428615312,0.104064494114341,-270.660759507174
