"asc_ruta1","asc_ruta2","asc_rutaEC","b_tt","b_dt","b_CongCD","b_CongEF","b_Sem","b_ACC_1","b_ACC_2","b_SI_CAMFD","b_SI_PANEL","b_SI_ZER","b_Si_MTRP","lambda1","lambda2","lambda3","lambda4","zeta_FRbr","zeta_EnfCond","zeta_AFrSem","zeta_CulFr","zeta_OmLmVel","zeta_IgPare","zeta_UsoCel","zeta_PasoPeaton","zeta_UsoDirec","zeta_UsoPito","tau_FRbr_1","tau_FRbr_2","tau_FRbr_3","tau_FRbr_4","tau_EnfCond_1","tau_EnfCond_2","tau_EnfCond_3","tau_EnfCond_4","tau_AFrSem_1","tau_AFrSem_2","tau_AFrSem_3","tau_AFrSem_4","tau_CulFr_1","tau_CulFr_2","tau_CulFr_3","tau_CulFr_4","tau_OmLmVel_1","tau_OmLmVel_2","tau_OmLmVel_3","tau_OmLmVel_4","tau_IgPare_1","tau_IgPare_2","tau_IgPare_3","tau_IgPare_4","tau_UsoCel_1","tau_UsoCel_2","tau_UsoCel_3","tau_UsoCel_4","tau_PasoPeaton_1","tau_PasoPeaton_2","tau_PasoPeaton_3","tau_PasoPeaton_4","tau_UsoDirec_1","tau_UsoDirec_2","tau_UsoDirec_3","tau_UsoDirec_4","tau_UsoPito_1","tau_UsoPito_2","tau_UsoPito_3","tau_UsoPito_4","logLike"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-5594.6294137351
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-5594.6294137351
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-5594.6294137351
0.133023524540477,-0.338976475177333,0.736929425329436,-0.056045719247777,-0.0583952278248035,0.137216724397149,-0.442762255261187,0.342215258569922,0.00477022695122287,-0.123017962323502,-0.176888817804866,-0.245315488427877,-0.0926091597648338,0.004783840267919,0.650852427294012,0.897134526690934,0.687382398406044,0.472268580575473,1.48716095625423,1.55057217832655,1.48216737195617,1.1447619360988,1.17170196952065,1.19193671323592,0.825329119630624,0.63115737773478,-0.020159063045867,1.44431373680709,-2.21807287703268,0.0731454531196507,0.748803937109187,2.22136609186418,-2.29400338826235,0.0789602965814995,0.868112521653529,2.11302400525892,-2.27022628637496,0.279184158192948,0.79951987916138,2.18484550673747,-2.34323682484683,-0.370527853898238,0.415425023471471,2.39097917033359,-2.01201735722134,0.347360972431489,0.925970310869161,2.01027486723615,-1.98873662116239,0.403929752996192,0.894699321885128,2.03763976565097,-2.49557829333935,-0.287553306203335,0.505702355236281,2.3172798169544,-2.25040686159628,-0.761296654469334,0.14778731908882,2.16359083383577,-2.21577779989457,-0.896909670496825,-0.16733655158896,1.88998394837836,-2.43324291618774,0.0947430346277545,0.757093341031577,2.12456472904887,-4167.96233599711
0.22805775443996,-0.512982313835856,1.49004778085215,-0.0964210994095983,-0.110078245943134,0.220903446644606,-0.80524904336888,0.542508455710146,0.0106360769292362,-0.272126772592291,-0.350738013864263,-0.438569580652286,-0.178798835921421,-0.00508141957205633,0.0309727870159333,0.790751147354539,-0.299645993605635,-0.332627918355801,1.84478726536899,1.81604752142913,1.86509842473246,1.30620230365395,1.324882283153,1.37055845566156,0.897714266114999,-0.593861397273698,-0.917036621542236,1.70077400928342,-2.05453216820394,0.308307345577999,0.784186722125885,2.40997792230555,-2.24935243268736,0.294920367790402,0.932585851493199,2.24083683327706,-2.02338735619381,0.646542495330086,0.797290498705275,2.36447650062234,-2.3526979395934,-0.573927729122206,0.495585217744846,2.51076194942604,-1.28851541783609,0.680649791921359,1.01705113705536,2.01452855881623,-1.22106478361783,0.848869700749764,0.885798507887548,2.07178388991167,-2.38515877345431,-0.487747555610223,0.57848206121171,2.42706524221777,-2.30229689793541,-0.996934779802787,-0.164295912873782,1.83989359468996,-2.26300653214027,-0.88379544478175,-0.365434803203583,1.26155415112194,-2.41313399255306,0.22268772980554,0.760665895668339,2.22074036658015,-4038.81273070085
0.310198420368818,-0.509881062019611,1.49090518539327,-0.0889321821773343,-0.115185503620882,0.213433970658635,-0.770811934268162,0.549719440671294,0.00789437389039634,-0.294277694003094,-0.371424136638479,-0.455518597494318,-0.187280596083114,-0.00982164716335472,0.020165637599192,0.790994600222249,-0.293310294504528,-0.348318969378576,1.90282852591616,1.86249143196626,1.92254352303935,1.33545885648932,1.352215546885,1.40232645054268,0.907996884106416,-0.656949702553109,-0.965890524020238,1.74375795725919,-2.03861234914953,0.349333661056052,0.802177137658407,2.44864811290696,-2.24818136841125,0.338425532273014,0.95067363715513,2.26735303456367,-1.99469822987255,0.681673113471373,0.840066313597894,2.40111417773794,-2.36572258671209,-0.587607836199527,0.491055549201036,2.53782108940835,-1.17531671088648,0.74275181925366,1.04899475178413,2.01618824501984,-1.10070262429406,0.786639078917579,1.0420307130591,2.07867910470719,-2.37626265381414,-0.495848867707359,0.574234489791113,2.45163385138611,-2.30005105279254,-1.00386209131923,-0.177408924022514,1.80915806614501,-2.2724239614807,-0.887866133303662,-0.383474380050028,1.22094664897183,-2.41904143439843,0.250406812286723,0.767177446729886,2.24070135982275,-4020.61562582734
1.23346772603408,-0.375442845068726,1.19936560776011,0.0185954952949841,-0.153461756869311,0.0827886046625524,-0.204513116935025,0.530785351410997,-0.0274228032775153,-0.499562428106553,-0.544315391026278,-0.567227944286213,-0.249955259988308,-0.0636143040661087,0.101681068096652,0.836410443990165,0.0468968403652501,-0.249196216178278,2.40514796661116,2.2499673312267,2.4093173031034,1.61680239162891,1.60154274360074,1.69759282753191,1.03207716056745,-0.945361384021701,-1.11421393626258,2.11009960766289,-1.87409839484961,0.593406181356893,1.06759387780522,2.82613571802278,-2.20744516432644,0.622488902914265,1.18216439943498,2.53267461745958,-1.70007665425196,0.84266436803151,1.35244326527483,2.76493885958288,-2.47232092955429,-0.773952904535877,0.500295023236127,2.76889825814295,-0.0883749600082633,1.15743445943215,1.45187178477663,2.03645513473772,0.0157867227152693,1.32844878296081,1.36475267182909,2.15892948585696,-2.23674110218845,-0.62589581343854,0.576146735822792,2.66578572031162,-2.22479880793804,-1.04913579137898,-0.106410145783379,1.55051348596966,-2.34115955692695,-0.970259856517179,-0.367928687354634,0.972107083226934,-2.43603151387725,0.370698699521827,0.895715533033476,2.43426344389428,-3941.61158415849
1.47953869713335,-0.272588045484372,1.28378215097039,0.0575032507525154,-0.174142799920832,0.0430575805688828,-0.075660739521558,0.528424722955262,-0.049288650548721,-0.609847425866072,-0.63561123644044,-0.610714786186359,-0.267739462173306,-0.0807942913164151,0.0105217133917549,0.82637780286044,-0.215524816720344,-0.344027551149228,2.57222507234986,2.36234419776983,2.55663882382238,1.75616310312381,1.67597583057327,1.79365312818276,1.07432539466827,-0.726353299852481,-0.900620650465799,2.22360962280116,-1.820261520777,0.606180000232975,1.27689694517614,3.03394258761825,-2.19218572801396,0.62494798270035,1.36534022591119,2.68447348580151,-1.59968204532156,1.00760219386926,1.49134519361222,2.98339201849577,-2.53359016478504,-0.857569572251482,0.540907850408991,2.861060276636,0.0559619045857412,1.33704133748229,1.70769308110154,2.08430459066043,0.149208939790023,1.55837038538456,1.61067558030391,2.22731052727065,-2.18188407406787,-0.664830730679976,0.602211308946331,2.75117260223631,-2.16293353336566,-1.00085410685886,0.0299569622020781,1.56218459316252,-2.36332946342905,-1.00265873994011,-0.315848920432725,1.05330586549239,-2.44304715095544,0.312262935091048,1.01439181896291,2.5393654601925,-3878.89718450777
1.7075972208647,-0.0763429521425656,1.29420770483828,0.112943643528774,-0.191075521741464,0.00930940332860362,0.1036816722039,0.494827222624597,-0.0789781693825682,-0.729951159423095,-0.711546090647909,-0.615463894551788,-0.269690460893635,-0.0948702884323248,-0.0558117673198459,0.828254479593714,-0.415818717695394,-0.365950505689436,2.68711955618957,2.39934115236262,2.63959460121152,1.89986788344034,1.69823648390306,1.83910527175965,1.11109343565181,-0.626391278293585,-0.69474020646387,2.28237792984544,-1.77099952188622,0.739446005497997,1.33292093784635,3.27587838658744,-2.16470972742364,0.6423108430228,1.44201695078027,2.87634218068248,-1.48199857157986,1.09605333337974,1.6125628557634,3.22945459041677,-2.59120287816446,-0.952817087526711,0.65764345946362,2.91994738974395,-0.0230918459387654,1.50675363391072,1.63452975311125,2.34604535256007,0.142687371776584,1.63834248064815,1.68910123316879,2.38958642313807,-2.15190808443091,-0.690435487691431,0.688985203190186,2.79977480134417,-2.07705079306709,-0.917236651188453,0.000492116451829169,1.47561353474379,-2.36280770631767,-0.914632203275283,-0.252225200014134,0.931264708817374,-2.42566114493415,0.297777490746325,1.01467830125152,2.66796438855891,-3843.02575566499
2.52726765584795,0.715103816438402,1.32300637500343,0.329562304907856,-0.255827144961235,-0.0851729267218461,0.761099636302271,0.385053417401021,-0.197638891596648,-1.19319177779703,-0.990147254499797,-0.617609090770677,-0.268114377810112,-0.13922268692092,-0.31059446431671,0.838559659013628,-1.10451816965833,-0.422424099425723,3.09427973118368,2.51409885026588,2.91416524865216,2.44161132139849,1.752247009516,1.97864975785648,1.21082072803185,-0.263244050223165,-0.0831104583840649,2.47759602833414,-1.60832745936916,1.32788656276785,1.48915752761707,4.20996294423912,-2.08005187711071,0.807876493389764,1.64221488795644,3.62352721726433,-1.08375918696088,1.49196827541883,2.02907733601712,4.17610390678192,-2.85509144707067,-1.19065683706104,1.05709214872668,3.15934056189598,-0.328100147225034,1.25929606487459,2.05136346245422,3.34334955098013,0.011408515510563,1.83946363019691,1.91487753255471,3.04965983926737,-2.13720754476221,-0.653452297230726,0.975572323823853,2.98216594032278,-1.75522861957833,-0.616657670061542,-0.257811958089977,1.11060405899544,-2.34596677160131,-0.525429035643646,-0.236573571701846,0.398389981902368,-2.38771093787912,0.361355868497829,0.9327791048221,3.16544758714953,-3818.29173669736
