"asc_ruta1","asc_ruta2","asc_rutaEC","b_tt","b_dt","b_CongCD","b_CongEF","b_Sem","b_ACC_1","b_ACC_2","b_SI_CAMFD","b_SI_PANEL","b_SI_ZER","b_Si_MTRP","lambda1","lambda2","lambda3","lambda4","zeta_FRbr","zeta_EnfCond","zeta_AFrSem","zeta_CulFr","zeta_OmLmVel","zeta_IgPare","zeta_UsoCel","zeta_PasoPeaton","zeta_UsoDirec","zeta_UsoPito","tau_FRbr_1","tau_FRbr_2","tau_FRbr_3","tau_FRbr_4","tau_EnfCond_1","tau_EnfCond_2","tau_EnfCond_3","tau_EnfCond_4","tau_AFrSem_1","tau_AFrSem_2","tau_AFrSem_3","tau_AFrSem_4","tau_CulFr_1","tau_CulFr_2","tau_CulFr_3","tau_CulFr_4","tau_OmLmVel_1","tau_OmLmVel_2","tau_OmLmVel_3","tau_OmLmVel_4","tau_IgPare_1","tau_IgPare_2","tau_IgPare_3","tau_IgPare_4","tau_UsoCel_1","tau_UsoCel_2","tau_UsoCel_3","tau_UsoCel_4","tau_PasoPeaton_1","tau_PasoPeaton_2","tau_PasoPeaton_3","tau_PasoPeaton_4","tau_UsoDirec_1","tau_UsoDirec_2","tau_UsoDirec_3","tau_UsoDirec_4","tau_UsoPito_1","tau_UsoPito_2","tau_UsoPito_3","tau_UsoPito_4","logLike"
2.62100781829883,0.828021964775631,1.31737732199254,0.358985226402569,-0.26374585400027,-0.0913834663021189,0.843783886809462,0.373512826738241,-0.214168584117229,-1.25263046432822,-1.02211159055785,-0.613895995472606,-0.266356965710055,-0.143082511605875,-0.339292722819824,0.841646251116518,-1.17638921407793,-0.418465505891147,3.13599329797195,2.52000622548264,2.93736944965086,2.50773133077018,1.75467824589177,1.98969376204803,1.21693374182523,-0.224145168874188,-0.0858694099764055,2.49244079731471,-1.58902688522133,1.32653473985945,1.58206487827179,4.32888444443572,-2.06986092809545,0.832673701991119,1.65942259278346,3.71969099671197,-1.04352198792525,1.54131136275279,2.07981852684156,4.2965526560788,-2.89348682100432,-1.20016372250376,1.1017234723988,3.19318706700686,-0.375829657952669,1.23722505134534,2.06920579710453,3.47848952545031,-0.0181834013596224,1.84484620869828,1.92468758324709,3.13804707286605,-2.14572124703391,-0.632259013712368,1.00391761074564,3.00381108058125,-1.71501004012753,-0.648025444746148,-0.246967970556565,1.05665415374302,-2.33880487728239,-0.521486409960445,-0.287847894604071,0.370433141276347,-2.3848248703591,0.371971573650538,0.922526266074091,3.22808272933566,-3801.81145282879
3.27079945893096,1.76967628096887,1.26438019548743,0.595761080705198,-0.325626600615244,-0.10653036429744,1.45723612737013,0.307919101470913,-0.351233866627278,-1.72165193546084,-1.25728084352462,-0.570987188985817,-0.248412924720502,-0.162315314297456,-0.564715061207409,0.869573285416958,-1.764320664488,-0.361468112513091,3.4059092945782,2.5215728657492,3.05457674933123,3.00206851250565,1.76904872098611,2.05424152401344,1.23409521485298,0.0537680926796608,-0.301841229491364,2.54891173311005,-1.44507740572005,1.72477379508904,1.88695222068418,5.25683945449965,-1.98323557202901,0.96603485202579,1.83157911504828,4.46767972102171,-0.79527061134275,1.9043922002105,2.4893018529873,5.23805704052772,-3.20408799982273,-1.1848699237826,1.40908401633882,3.49122145602127,-0.679461341638468,1.05105197323389,2.19105663815185,4.49877751634627,-0.266800490903115,1.82455642860462,1.94332951298451,3.81672587338662,-2.21293590281635,-0.433503845161079,1.17001503297756,3.17162550991447,-1.46623562436987,-0.961040342288448,-0.161682484519781,0.694277657918536,-2.25390872132461,-1.24845785299319,-0.325767303566426,0.423705737836673,-2.36526629799007,0.357839979123342,0.955182384391746,3.7048780183255,-3776.99458544391
3.70677535237694,2.53814971165185,1.18662979681336,0.785736684340308,-0.373997058623745,-0.0814184374406944,1.90217527994587,0.286162357761385,-0.463277684806658,-2.08498129693248,-1.41732680766556,-0.520529312824184,-0.233593759451934,-0.164214375803661,-0.723758767472921,0.899171167618613,-2.22735149701284,-0.272072243536138,3.55273859776399,2.47776739808676,3.08635639013665,3.34000227558652,1.78457182282221,2.08806463585241,1.2134483473583,-0.059237851243592,-0.254674152873307,2.52902770724668,-1.3385305904753,1.8382928149431,2.28552128128892,5.96176856145566,-1.91044831011038,1.01504058581903,1.99298062765663,5.03446148990136,-0.675322682503679,2.1259930185064,2.83282314907376,5.95300394910078,-3.42814311135273,-1.1017421071525,1.60712684040069,3.76651742069206,-0.769578908948985,0.908137575664977,2.23991183477979,5.25765852405921,-0.394125898752553,1.73199051329666,1.87858334793445,4.32382939464863,-2.22595789569464,-0.297909809745831,1.23837219245634,3.29707625420171,-1.63125789843836,-0.818347087639985,-0.50780567282089,0.605765910438198,-2.21758522160036,-1.83821852330149,-0.48683139160623,0.766489873900394,-2.35439653558405,0.2921675756977,1.07009428232882,4.05520329526773,-3758.33498999236
3.86236858022809,2.91719769537211,1.1350570200242,0.882133122511655,-0.400811122675031,-0.0207408712981284,2.06504764986576,0.313139634381897,-0.522068865149739,-2.26413000229215,-1.47154157582288,-0.481495083547664,-0.227950607403361,-0.148052362700141,-0.796665587288246,0.918661068480467,-2.49197582522649,-0.199002504626627,3.56391626397818,2.41827350094105,3.05271569319151,3.44424637655814,1.79904788672757,2.09037847648385,1.15657198890797,-0.0981912590104701,-0.190122467438146,2.46076931135139,-1.3081645247893,2.00039616178028,2.35739076014798,6.29359597037951,-1.88306512948822,1.01841286639198,2.0858632636773,5.29782861819981,-0.708477813320138,2.20411602084544,3.0056793442283,6.28773987929624,-3.51667328556753,-0.978753980656057,1.65288305104778,3.96123410546041,-0.69019346555592,0.860828762700916,2.2431193227079,5.59925513183223,-0.396628675531306,1.6216302068699,1.77619379317437,4.55441879209626,-2.19539691318351,-0.248929047988051,1.19709009308383,3.35583356371375,-1.87442798161684,-0.965937680672751,-0.475828702904983,0.712447685890792,-2.46804913483681,-1.84751844651992,-0.55937448550325,0.936264346734008,-2.36847646801023,0.279933854343972,1.17928907591521,4.20704770325588,-3728.66066116332
4.04780203513549,3.28138491362238,1.04587091427739,0.992532095363793,-0.436211879569804,0.0906275075420599,2.20667338655329,0.358340705971827,-0.586213205855311,-2.46387171562071,-1.5026611331772,-0.424068689075156,-0.226368570540798,-0.112583107746853,-0.876096712323235,0.94826502221549,-2.8186393206365,-0.0932779273476819,3.51472107289715,2.31915441141994,2.98506971936303,3.47460876167805,1.81925563650895,2.08248178958946,1.05387807962682,0.157014783350901,-0.404991500022054,2.34369723571706,-1.28494454955307,2.07010576175935,2.50205063488832,6.64020210232607,-1.8612738214165,0.994809467869247,2.20966705427972,5.56834262910049,-0.805047862698128,2.24668558665673,3.18991585193161,6.63879909887181,-3.56509306197862,-0.813713295145208,1.68802842788607,4.22716640533833,-0.567516946584206,0.878946706855572,2.28354376046512,5.92392495321195,-0.360319800323294,1.46350797074551,1.62742860596857,4.78121275660344,-2.09663719891744,-0.256990494691939,1.1092343947901,3.40352355480247,-2.1710544365429,-0.934069279194167,-0.565614110789818,0.936443366535982,-2.72124882720654,-1.86068393997567,-0.499112752147281,0.852128427454656,-2.38615499718922,0.304248931220195,1.33821775739927,4.34914264878922,-3714.41629583134
4.17771770461157,3.35151386417944,0.966214058749605,1.04292985764568,-0.458835353102323,0.177474898737742,2.23544987524054,0.388097780534061,-0.609599750621246,-2.55097143164235,-1.48835772812587,-0.389315222961815,-0.232989292929366,-0.0814768292815955,-0.906190877832035,0.970300742230121,-2.94918729494869,-0.0211798236290341,3.44485996480417,2.26889263954864,2.94507572632027,3.39732876904213,1.82561874923638,2.06954604535542,0.968239204301677,0.113362288154627,-0.368650735261068,2.28237116891218,-1.30159468478097,2.05654656287879,2.58658918090018,6.77003974587497,-1.8776425976534,1.01364504212012,2.26614493888183,5.6622029732584,-0.900540126681444,2.26918754879676,3.24223845056633,6.77195378284516,-3.54542162063285,-0.705714730595299,1.67743934094896,4.38963082562625,-0.593272043876869,0.966058895280789,2.40360698201382,6.00524696406296,-0.397756187662509,1.41006019791632,1.57987081166713,4.85071521609768,-2.03163752297491,-0.264555916223534,1.02673062277252,3.4078474565739,-2.2566048180978,-0.990895691479958,-0.571080713906376,0.979001112518861,-2.72426802282871,-1.90327988548236,-0.395998952359508,0.742142929322632,-2.40419288011372,0.408257784720082,1.4129662526468,4.384936281036,-3699.84250780203
4.83189421860435,3.39331703432373,0.458370944471124,1.28420754836112,-0.592241238884617,0.728945832955866,2.22184059127997,0.526332644166078,-0.687642319062253,-2.95438136129599,-1.31646644180857,-0.21608492497041,-0.303554248148109,0.1162315241445,-1.15460633725614,1.1065929139428,-3.64460881892692,0.251596669328375,2.92392435178001,2.04625852507011,2.75417412800549,2.63362691712941,1.82686329194018,1.98899828031263,0.63198559879877,0.294770686640986,-0.248240953001628,2.01866015546352,-1.37849532427423,2.20911855205251,2.51954354046456,7.23082237271937,-1.91305950416812,1.08478640628132,2.49827306775679,5.95707850391124,-1.21197598929417,2.14279067337729,3.3610349479141,7.26155879481113,-3.1400748491782,-0.445568405310014,1.79684854316779,5.12173807824699,-0.415139223679601,1.44481447350047,2.85210502631139,6.17531125291381,-0.467944532990819,1.15483580527803,1.32985041618552,5.03879687121223,-1.58458949747873,-0.419602553411468,0.824457409931608,3.22741409234079,-2.13593218835745,-1.03497574060522,-0.6188931682614,0.687985297948756,-2.5191444161011,-1.95511162228451,-0.817965259188363,0.842631646335811,-2.27188647882033,0.872834561313446,1.80801754596403,4.40210400628611,-3683.07504665098
4.9046102227806,3.42685012377418,0.317740340634171,1.33716320372058,-0.620765813685123,0.839515108077168,2.22531899100079,0.550853048065432,-0.702236793969708,-3.03291724658666,-1.27631801594863,-0.189352939663827,-0.32431609527334,0.155911128043485,-1.20273343120012,1.14132295353202,-3.76773857227313,0.311169475174155,2.80873616949846,2.04807247974226,2.70022333742279,2.47235902888375,1.81099600640867,1.97937566443814,0.638962065138686,0.283057168174914,-0.259290716552347,1.99204511116674,-1.38428046201737,2.20284403176725,2.50977773191726,7.29459733100565,-1.89461965851546,1.10492410229351,2.55325122630235,5.98599680375255,-1.22770753061283,2.13282297629961,3.36945302768724,7.33997568498329,-3.01219262275523,-0.422990522134072,1.81318154307426,5.22309896162977,-0.362876409531436,1.52572441783915,2.91632764457682,6.15670464820395,-0.51958960290571,1.16934196556555,1.34826688026535,5.04371518663871,-1.62073209995601,-0.264920806677047,0.811167625658828,3.16450908464684,-2.08019460603225,-1.02804349581512,-0.64391355034982,0.644122916204293,-2.5560619805554,-1.92822260903481,-0.820280069752879,0.848625095241923,-2.20680291110087,0.902522077460264,1.91047509289531,4.38091771881537,-3672.27359256946
4.83463216879024,3.72569883007664,-0.430655023622084,1.5809054450229,-0.757808718524619,1.3107657946487,2.24553963587468,0.673877829813481,-0.769796739792333,-3.36566770361222,-1.10649156241617,-0.143555850838789,-0.447978861532696,0.323668333378363,-1.41470256516797,1.31974600176368,-4.12358632662994,0.549461271180692,2.39735140823718,2.30769853864577,2.36684804370335,1.96641662107836,1.60295237227149,1.99439249767642,0.753627677638809,0.244139150604238,-0.282797461921024,2.03102849595274,-1.35929484713175,2.15318800473038,2.46173339133187,7.43947657719717,-1.76008590288065,1.54339980731122,2.67544686978308,5.98388822266249,-1.11104550562961,2.42192408336418,3.28660649983381,7.59185424681865,-2.34591995956606,-0.195795023745298,1.64355399023628,5.37879959695813,-0.396914357634353,1.65445632851458,3.0146208189537,5.91982663920934,-0.583152994663315,1.44113453353922,1.63898771923568,4.95312185776422,-1.52691774857045,-0.292166328657468,1.24155822037304,2.8497021160742,-2.06965885321042,-1.03941386483679,-0.633961338610144,0.790920972925229,-2.62515033793626,-1.90298788100694,-0.809803570470167,0.879935701245481,-1.89363520412915,1.172636637205,2.11800680150157,4.22197774725577,-3645.62476573371
4.66185075816271,3.81008666969247,-1.33853367969806,1.85536497242333,-0.949916668172319,1.84754445616643,2.20552275250498,0.708092191340393,-0.826631326113092,-3.75424524192765,-0.902981340644367,-0.164951158491588,-0.613319005725923,0.520705734210304,-1.78674661724825,1.54177174257737,-4.61835246444775,0.648570062071242,2.18092160360034,2.45871185892845,2.07255092073262,1.59991360968698,1.23222031691787,2.0271492133493,0.577934474143817,0.38075465397683,-0.0464909371061802,1.97945486431325,-1.07879202229005,2.0737479414899,2.42658557816239,7.45255487546337,-1.60339089843271,2.03830475138251,2.9011030793576,5.90961662706681,-0.717512510364596,2.72734102772679,3.15991256464691,7.77754480782638,-1.67655513430797,0.195947087067184,1.42640530403761,5.17941532743331,-0.508122761258033,1.57078844382879,2.81742790456671,5.54029573945765,-0.139539542797701,1.62849125317219,1.82607975899379,4.76016328195179,-1.70321886083632,-0.0148953184329771,1.09146378704427,2.83407016096612,-2.18351201066328,-0.891153666994202,-0.357685179457256,0.88431724934615,-2.43471201175904,-1.94457285039239,-0.769212738401526,0.848836045704273,-1.62667284255742,1.5828460430944,2.10711197260327,4.04888972089513,-3643.30512727484
4.58265256783674,3.55927359047229,-2.50720798758034,2.16234165370295,-1.19101874877181,2.33431263659335,2.27382699445684,0.574862343924553,-0.869804738867704,-4.17439792778924,-0.675046549537024,-0.237511317359989,-0.793526797967857,0.721674638001149,-2.12318863808928,1.8183435254546,-5.07970759325558,0.830516209805193,2.16171615287789,2.45514864369904,1.94976348041944,1.41246186468737,0.746060459730005,1.99867182714901,0.472116556517085,0.189517237885855,-0.206507331943522,1.83628324513994,-0.64416843872303,2.188267665507,2.40504804818586,7.33634075708483,-1.48623668007152,2.37981287917143,3.4736682736582,5.78937435947369,-0.229956457657123,2.89495012657568,3.22197203950516,7.90713110675999,-1.25794783095327,0.67975626994535,1.26711450073928,4.63032963526644,-0.850575952688986,1.47936912337504,2.64596090476651,4.90299478809548,-0.278807692404871,2.00046346557033,2.21763878443757,4.43000379854776,-1.56975347264033,-0.0671019954036855,0.593867757505444,3.1097717509487,-2.11491795918548,-0.719687018959726,-0.162055521161126,1.15498230953573,-2.42686226900915,-1.77794196592069,-0.844680759050724,0.889545969398545,-1.51530786918984,1.70883226363031,2.29018263748379,3.90177048090812,-3631.37158742
4.2688998817487,3.06235306495527,-3.64552903189678,2.44397122816887,-1.463998163355,2.82228988067112,2.21540181204309,0.522622971587302,-0.897473899841082,-4.57098935619746,-0.455699666923126,-0.346643073190948,-0.968458878726622,0.930142015151029,-2.44648215539624,2.09784234874755,-5.43903895628596,1.00544537862218,2.16998219830059,2.37870379910051,2.06018930201919,1.30859727193505,0.27897725728169,1.89637918059375,0.368298779802432,0.114781009612636,-0.196164406752795,1.68526745174539,-0.403639753426371,2.4436428887732,2.70774073813685,7.09534446149654,-1.52368531210711,2.96347169393988,3.93214661324714,5.66014259241951,-0.177239852785994,3.08844470193548,3.44177370283433,7.92328064486636,-1.23605176032847,0.541564500865625,1.81502385954471,3.98730002239446,-0.841451405202482,1.38927650986092,2.44397001209097,4.15106062947246,-0.562306580880224,2.22074533820416,2.45450537241029,4.04476751087341,-1.74466853219824,-0.168842781337229,0.484575493074548,3.50082295574336,-1.98234995765393,-0.702802707945958,-0.10660778396167,1.61518661237182,-2.54969111435835,-1.75336996044267,-0.77402197888976,0.972839985520759,-1.68372405554008,2.11188899805458,2.29437693418521,3.84280862860124,-3624.30754600799
4.0809395290019,2.80563691163257,-4.10505992014807,2.55340348320154,-1.58381938183064,3.01904723449194,2.16617183844833,0.522569442887007,-0.904856341509793,-4.72776423739042,-0.370105789290118,-0.394433622452513,-1.03698804883139,1.0167498114753,-2.57461800757863,2.21298984801452,-5.55586204589709,1.0772019593404,2.1870107301545,2.3513221526087,2.14307878567402,1.32459037801856,0.0864619759739285,1.84499750721498,0.365760021474847,0.102970992402808,-0.143341275553016,1.66609925095278,-0.372630585907655,2.59582989153682,2.8731527763871,6.97306950443171,-1.56958256790726,3.25434830231195,4.05999586194973,5.62027696506412,-0.241264334755989,3.20440517991307,3.53742973957125,7.90599245533913,-1.32094989274011,0.575725942473904,1.93100959481017,3.74141734757673,-0.845579174426383,1.36254075982356,2.3540848811347,3.84933174914943,-0.621944173598535,2.24663431948438,2.48333278518138,3.89391609639472,-1.8583939314887,-0.206174993421218,0.534878090729003,3.67630903431621,-1.90785954331618,-0.683011396158524,-0.0707752482065731,1.72052630961656,-2.53179714268267,-1.72783621673746,-0.779270579394111,0.924788281895377,-1.77926815257535,2.05218009842107,2.51995876185337,3.84338998514372,-3613.98841651918
