"asc_Op1","asc_Op3","b_tt","b_dt","b_CongAB","b_CongCD","b_Sem_1","b_Sem_2","b_ACC_0","b_ACC_1","b_SI_CAMFD","b_SI_PANEL","b_SI_ZER","b_SI_MTRP","lambda1","lambda2","lambda3","gamma_USOCINTURON","gamma_USODISPMOB","gamma_EXP_4","gamma_HPICO","gamma_LV1","gamma_EDUBASICA","gamma_ADULTO40","gamma_LV2","zeta_FRbr","zeta_EnfCond","zeta_AFrSem","zeta_CulFr","zeta_OmLmVel","zeta_IgPare","zeta_UsoCel","zeta_PasoPeaton","zeta_UsoDirec","zeta_UsoPito","tau_FRbr_1","tau_FRbr_2","tau_FRbr_3","tau_FRbr_4","tau_EnfCond_1","tau_EnfCond_2","tau_EnfCond_3","tau_EnfCond_4","tau_AFrSem_1","tau_AFrSem_2","tau_AFrSem_3","tau_AFrSem_4","tau_CulFr_1","tau_CulFr_2","tau_CulFr_3","tau_CulFr_4","tau_OmLmVel_1","tau_OmLmVel_2","tau_OmLmVel_3","tau_OmLmVel_4","tau_IgPare_1","tau_IgPare_2","tau_IgPare_3","tau_IgPare_4","tau_UsoCel_1","tau_UsoCel_2","tau_UsoCel_3","tau_UsoCel_4","tau_PasoPeaton_1","tau_PasoPeaton_2","tau_PasoPeaton_3","tau_PasoPeaton_4","tau_UsoDirec_1","tau_UsoDirec_2","tau_UsoDirec_3","tau_UsoDirec_4","tau_UsoPito_1","tau_UsoPito_2","tau_UsoPito_3","tau_UsoPito_4","logLike"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-5161.73305667483
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-5161.73305667483
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-5161.73305667483
-0.0180067014298402,0.108013402495999,0.35774875577772,-0.0936051364988089,0.0540790511877276,-0.0510063240653835,-0.00478333968203515,-0.00723828852642328,0.0213644671021029,-0.00709416781319306,-0.0301001462503336,-0.0543431960977614,-0.0106662249891087,-0.000796710082795471,0.904900413821451,0.890850481460802,1.0277271552477,-0.50795500719687,-0.105815165443346,-0.174948421772569,-0.224647160212044,0.395140916225501,0.0159159302711487,-0.106682178738993,-0.00312751508317888,1.10053374717245,1.11844529799419,1.1063778923708,0.946515038027428,1.12583955249283,1.13694768276764,0.951831251382828,1.02393368631601,1.03623884695116,1.09610238630557,-2.05513346695807,-0.797959743591491,0.936728288594168,2.03813366347458,-2.04878433828708,-0.785308451100718,0.968680318852421,2.02348956040805,-2.06180476921145,-0.758310156175867,0.949651653878391,2.03536516014719,-2.03605880629038,-0.841833917889744,0.896487558726221,2.08538073598174,-2.05943421128904,-0.758755766379181,0.983169783081394,2.00759605318308,-2.05607383209281,-0.744896251650061,0.977643474994693,2.01272719237022,-2.05840219091624,-0.804494091949891,0.927277032111306,2.0733317428967,-2.02398210344836,-0.91954668512335,0.860024807276204,2.05673158448189,-2.03107320517302,-0.957784258003812,0.791963091411162,2.01016022142721,-2.07740781584289,-0.777926471142564,0.948172502627131,2.02385265106568,-4603.96502399955
0.0605574125431769,0.350251802952697,-0.299083462630097,-0.493892177054888,0.192523384766292,-0.174455933951183,-0.0106836345880163,-0.049988895769604,0.0652733206899074,-0.0338888113532511,-0.105188188795923,-0.199246498649918,-0.0466224005293035,-0.0153427220104913,0.638782867797401,0.546349777879558,1.06218142394309,-1.11098399311193,-0.234594379885899,-0.411727180766992,-0.502955954991084,1.11313675337666,0.148161958000622,-0.255030019345469,-0.26839711301553,1.26275074321604,1.39414117820119,1.36048801385328,0.854984329782989,1.37126277615352,1.42031677663878,0.886639366488798,1.06848621664771,1.05006036988989,1.30262533351497,-2.21652384645089,-0.420963359525945,0.788703736871903,2.12038654609153,-2.15921131985161,-0.364855082843498,0.896175119734598,2.07674111273067,-2.18942002018758,-0.285104291591717,0.834250567404753,2.11481414665537,-2.0945135208628,-0.521409139560853,0.671295377381365,2.25330290177815,-2.22254997573166,-0.307354315985199,0.942481586700198,2.0251374214818,-2.21334973155087,-0.262571426217529,0.924363814396602,2.04277188024349,-2.15453692168108,-0.414400865521671,0.766195553646473,2.2230153084431,-2.07713830931592,-0.755264873219479,0.55817035545679,2.14583460139886,-2.10421935423846,-0.871753871741918,0.338102945414716,1.97407910844007,-2.23912783587723,-0.349662511913301,0.826864423520652,2.07415816483778,-4299.52855707857
0.0742241371219945,0.538402017217128,-0.238144338792147,-0.674914338403961,0.29137232613136,-0.264561583228233,-0.011091558688736,-0.0738913403445946,0.107867843345081,-0.0524353811084017,-0.156957408645227,-0.300049204962904,-0.0710235501491864,-0.021912964744977,0.404882719777703,0.148590965511279,1.09447619325809,-0.843346683897367,-0.190307823575265,-0.378811221241653,-0.425866522767286,1.26885015845869,0.28456726819305,-0.241309583821061,-0.553073428904605,1.23157203278456,1.57714568651906,1.53825017705809,0.786576219093716,1.40775694408217,1.49341016244656,0.853047033856407,1.0904178720515,1.02315786049671,1.43513848697761,-2.37334142585102,-0.244749469206425,0.685082928837034,2.17225814323236,-2.22318844374103,-0.133113391621454,0.84976110096037,2.11400068173202,-2.25502048197398,-0.0209703835102888,0.756871266050065,2.16939119363138,-2.101109612898,-0.34103461725463,0.541123789603283,2.34448238639229,-2.37821683158576,-0.0916692281024374,0.913898959110371,2.03725667471986,-2.37008382794419,-0.0245704550762906,0.885955103286336,2.06453962925515,-2.17689935294797,-0.20161900932352,0.676740259550574,2.31121463990412,-2.10577806977041,-0.662873173761659,0.382241745906155,2.17106976748601,-2.15464702916963,-0.824313556846588,0.0570390120440423,1.89435600442282,-2.32624123804133,-0.120143328274896,0.745193281302186,2.10529330686512,-4038.90126489982
0.183262826725007,0.637429420657269,-0.255524594728961,-0.777167954341663,0.330350741360969,-0.32955262870843,-0.00069112330223161,-0.104797680755643,0.157440215434876,-0.0742539340186429,-0.198597748778099,-0.393541651120199,-0.0948387730371293,-0.029651820466678,0.250087471628003,-0.0893739402615875,1.13853339899457,-0.6354846853591,-0.218867601787872,-0.269538226012729,-0.240670570915411,1.26208341505301,0.293047095946247,-0.174509395334798,-0.176144283455258,1.20447082669833,1.77025786480683,1.72677516473858,0.649749340542227,1.43247263955104,1.54971310771936,0.751915670736625,1.09224468091444,0.999128835399495,1.57720812759694,-2.52957620648384,-0.108854747719891,0.584412353500806,2.22509731855459,-2.27649831963739,0.0666014456150621,0.810917655147545,2.15525290437108,-2.30452902491082,0.212540894226892,0.683844142399361,2.2283143575739,-2.07417835736379,-0.186312267852087,0.452239533262702,2.42788760313534,-2.5377982649169,0.0812577087231698,0.887468618768809,2.05229852982188,-2.53632552947976,0.173383197895622,0.847401713427766,2.09061176573773,-2.16141434125783,-0.0220367314407929,0.630921666096682,2.39768214975678,-2.12117966990345,-0.58288141250274,0.250770440107186,2.18687008909739,-2.20376876598801,-0.7889530125568,-0.187271304598958,1.79004804066197,-2.39498248018678,0.0718319704607294,0.669892572806018,2.1360725104863,-3847.4834041705
0.794621878085137,0.481525182700152,-0.180112820082292,-0.596043153848053,0.150343949367774,-0.36781147619821,0.0739952265433159,-0.194537013677595,0.305796385955733,-0.136793142724967,-0.249836777554261,-0.569024403928792,-0.13746263818568,-0.0460384807358601,0.268947580104473,0.0397233885941165,1.29440256829925,-0.386058091700972,-0.332554372989915,-0.0890408273088492,0.0909760401939285,1.78613601952203,0.495792627274245,-0.0658591527011039,-0.0426337027889055,1.29890687034344,2.09702681417715,2.03570637081004,0.649010890145208,1.55169627007227,1.70619265717771,0.817893700094788,1.11979315941285,0.755005389222193,1.7831931273541,-2.81243951211156,-0.0559839592385185,0.478498181750055,2.34314797858996,-2.43434593544249,0.231887411411914,0.833353026558266,2.26552934594347,-2.43278466549899,0.437168008943639,0.640194644857173,2.37613194582493,-1.8936334033656,-0.303781127238869,0.59277088097059,2.52779097191677,-2.8491699451099,0.249459690856378,0.87608956461636,2.10392037951381,-2.88426626875697,0.411686229669361,0.796560613200066,2.17583237192388,-1.98286719420317,-0.135672403459353,0.839144972061083,2.53822931848803,-2.14040357689008,-0.676742450254457,0.151287439312584,2.04995347325315,-2.33006532437002,-0.96560327904303,-0.524277143402085,1.277607817095,-2.53639054947747,0.153493529787916,0.641903765124845,2.1964458269297,-3679.05874135111
1.47275937594359,0.511177792957929,-0.0818447266868563,-0.451484929488874,0.0200729783821845,-0.482203185983851,0.153341810133841,-0.303786068407608,0.523714345740915,-0.232721685811555,-0.362210292804148,-0.830728929754613,-0.177011568461128,-0.0485673896676674,-0.101858086952849,-0.598122883355375,1.43008173561414,-0.490129421416198,-0.525329524197268,0.107247750021447,0.43843472801888,2.39648159691253,0.744278090910041,0.0243005897261641,0.240878255519888,1.42046432466195,2.52761932854114,2.44385267554799,0.716385902235026,1.7077286816815,1.90794819919595,0.989542403021675,1.08407075689774,0.369689116806841,2.06893323460778,-3.19737752206284,-0.248701643781256,0.513639164434989,2.51562735176542,-2.65168161561498,0.163523771429052,0.993136459004208,2.43232941902797,-2.59722915477309,0.194179727863013,0.962636165806371,2.59222300345115,-1.64220341434252,-0.31160225344514,0.680916384536696,2.64021644065962,-3.23871117485081,0.261539022878188,0.952270231224771,2.20324547120853,-3.32937034725602,0.496577485004479,0.844491161613743,2.32861573902835,-1.71772798466396,-0.140620718511794,0.984188507250793,2.74777444914544,-2.17051305866906,-0.900839128835483,0.132277449762411,1.79847630249613,-2.51518745811146,-1.46607602515024,-0.685906742925131,0.512303717587983,-2.68206252190793,-0.0453812888432514,0.742921613297629,2.26865031977774,-3557.83062889908
1.77200121219152,0.474816218428014,-0.0461370424376468,-0.310925960422678,-0.111841152874636,-0.520609472920052,0.175202056143999,-0.341183790924145,0.628653649019152,-0.286137296716551,-0.398371739211558,-0.895261990329474,-0.145957638245248,-0.0247172048319057,-0.155368063684922,-0.587785039176136,1.4768090215948,-0.595629629535803,-0.432692496188772,0.160205012324149,0.507950440705828,2.42313736863025,0.780361351645811,0.0361731995767915,0.230850944746665,1.4237487912899,2.74688031525914,2.65593604425259,0.772653578275655,1.72824532111226,1.95254301935508,0.992470629912697,0.685680948216962,0.193914474232143,2.22889665339848,-3.41366853008609,-0.384840124111794,0.567613693299947,2.624856073102,-2.78940381940876,0.0362435681559359,1.08120782518351,2.53600828962329,-2.72806749075644,0.0525418344858506,1.09372353359416,2.73188899410783,-1.67968907470004,-0.144394375451011,0.590557795918167,2.70586897159122,-3.43048349185886,0.190610156538411,1.03854070039452,2.28283536743285,-3.55338204040967,0.420148480869507,0.961572115844617,2.44221770853005,-1.78400019331448,0.0083211610608471,0.907773012247742,2.88749608195385,-2.26718505941977,-0.989333145130785,-0.0216657808687508,1.65559326937324,-2.66339171487493,-1.62562361086059,-0.973272217724502,0.372595425890191,-2.76138911016178,-0.166520922665898,0.75773679315233,2.30426142013995,-3502.19229958403
