"ViajeId"	"MUESTRA"	"VALIDAR"	"GENERO"	"TIEMPO_PROFESION"	"HORAS_TRABAJO"	"NIVEL_EDUCATIVO"	"EDAD"	"DISTAlt1"	"TIEMPOAlt1"	"CONG_A1"	"DISTAlt2"	"TIEMPOAlt2"	"CONG_A2"	"DISTAlt3"	"TIEMPOAlt3"	"CONG_A3"	"DISTEC"	"TIEMPOEC"	"Semaf_A1"	"Semaf_A2"	"Semaf_A3"	"Semaf_EC"	"CamFD_A1"	"CamFD_A2"	"CamFD_A3"	"CamFD_EC"	"ZER_A1"	"ZER_A2"	"ZER_A3"	"ZER_EC"	"MtrP_A1"	"MtrP_A2"	"MtrP_A3"	"MtrP_EC"	"Acc_EC"	"Acc_A1"	"Acc_A2"	"Acc_A3"	"Paneles_EC"	"Paneles_A1"	"Paneles_A2"	"Paneles_A3"	"INFOTRAFICO"	"CLIMA"	"CONGESTION"	"PAVIMENTO"	"INCIDENTE"	"MERIDIANO"	"HPICOHVALLE"	"COSTO"	"CHOICE"	"Experiencia"	"PasoPeaton"	"UsoPito"	"CinSeg"	"FRbr"	"UsoDirec"	"EnfCond"	"AFrSem"	"CulFr"	"OmLmVel"	"IgPare"	"UsoCel"	"ComVrb"	"Ans"	"ComAfec"	"PrPer"	"AmbTr"	"StrC"	"ConCl"	"DispMob"
"60"	"{2A8FA3E1-FFD5-E811-8FB7-74867AD5B714}"	1	0	1	43	12	1	3	6.1	15	"2"	6.9	17	"2"	7.2	18	"3"	4.84228033522813	14.6074000000954	14	15	17	12	5	7	5	5	0	0	1	0	2	2	1	2	0	0	0	0	0	0	2	1	1	"1"	"2"	"1"	"1"	"1"	"1"	10000	1	5	5	2	2	2	5	2	2	2	2	2	4	5	3	1	2	1	2	1	1
"61"	"{2AED5C67-FCD5-E811-8FB7-74867AD5B714}"	1	0	1	15	10	1	2	6.4	15	"2"	5.6	16	"2"	6.5	18	"3"	7.6710397827606	16.3997166673342	13	10	13	18	6	3	3	5	5	0	0	1	0	0	0	2	0	0	0	0	1	1	1	1	1	"1"	"1"	"1"	"1"	"1"	"2"	13000	4	5	2	5	2	5	4	5	4	5	4	2	4	3	1	2	2	2	4	2	1
"62"	"{2BA6331C-A0C6-E811-914C-74867AD5B714}"	0	1	1	1	12	1	1	7.1	20	"3"	8.5	22	"3"	7.3	25	"3"	7.46795409376879	23.3891666650772	12	11	19	21	3	2	4	3	0	0	0	0	1	1	2	2	0	0	0	0	0	1	0	0	2	"1"	"2"	"2"	"1"	"2"	"1"	13000	3	1	2	5	2	2	3	2	2	2	2	3	2	5	2	2	2	1	2	3	1
"63"	"{2BB769CE-E6E2-E811-8FB7-74867AD5B714}"	1	0	1	16	15	1	2	4	11	"2"	3.9	11	"2"	4.6	13	"3"	3.89067979239141	10.582333334287	9	7	8	7	3	1	1	1	2	2	2	2	1	2	1	1	0	0	0	0	1	1	1	1	1	"1"	"1"	"1"	"1"	"2"	"2"	8500	2	5	4	1	1	2	2	1	1	1	1	1	1	5	1	1	2	3	3	1	1
"64"	"{2C87E970-E0DD-E811-8FB7-74867AD5B714}"	1	0	1	15	12	2	2	6.6	17	"2"	6.2	19	"3"	6.4	23	"3"	5.49711694401198	11.7742833336194	14	14	19	14	2	3	4	2	2	3	3	2	1	1	1	1	0	0	0	0	1	1	1	1	1	"1"	"2"	"1"	"1"	"1"	"1"	12700	1	5	4	1	2	1	4	1	1	1	1	1	3	5	2	2	1	1	2	1	1
"65"	"{2C98D15C-8366-E811-95E4-74867AD5B714}"	0	1	1	25	10	0	4	6	17	"3"	4.5	20	"3"	4.9	22	"3"	5.42730943222081	12.7379999995232	9	16	17	9	1	3	2	0	1	2	3	0	1	2	2	1	0	0	0	0	0	0	0	0	1	"1"	"5"	"1"	"1"	"1"	"1"	9900	1	5	1	1	2	1	3	1	1	1	4	1	2	3	4	4	5	5	3	5	0
"66"	"{2CA75D4B-DBC5-E811-914C-74867AD5B714}"	0	1	1	3	12	1	3	5.1	15	"2"	7.3	16	"2"	6.7	18	"2"	4.73736064190911	17.7182666699092	13	11	11	13	4	4	4	4	1	1	1	1	2	2	2	2	0	0	0	0	0	0	0	0	1	"1"	"1"	"1"	"1"	"2"	"1"	9500	1	2	4	1	2	1	4	1	1	1	1	1	2	5	2	1	1	1	1	1	1
"67"	"{2D4D562F-31C7-E811-914C-74867AD5B714}"	1	0	1	18	14	1	3	5.5	22	"3"	6.7	22	"3"	5.8	23	"3"	5.50862162060594	26.3142333348592	14	17	11	14	7	3	4	5	2	2	2	2	0	0	0	0	0	0	0	0	0	1	0	0	1	"1"	"2"	"1"	"1"	"2"	"1"	12200	1	5	4	4	2	4	5	2	2	4	2	2	2	1	4	2	1	1	2	1	4
"68"	"{2D736D0E-A2DC-E811-8FB7-74867AD5B714}"	0	1	1	28	15	1	3	6.6	23	"3"	6.7	27	"3"	6.5	26	"3"	5.91130071093373	33.6188999970754	8	19	17	16	2	3	2	2	2	0	2	1	1	1	1	1	0	0	0	0	0	1	0	0	1	"2"	"3"	"1"	"1"	"2"	"1"	14000	3	5	3	3	2	1	4	3	1	1	1	1	3	4	1	1	3	2	1	1	1
"69"	"{2D75DDDC-99C6-E811-914C-74867AD5B714}"	1	0	1	10	12	2	3	3.7	10	"3"	4.1	14	"3"	0	0	"0"	3.63471267080803	15.7786666671435	8	9	999	9	1	1	999	1	0	0	999	2	2	0	999	2	0	0	0	999	0	0	0	999	2	"1"	"2"	"1"	"1"	"2"	"2"	8600	4	4	5	2	2	2	5	2	2	2	2	2	4	4	3	2	2	1	3	1	1
"70"	"{2EEE233C-E5C8-E811-914C-74867AD5B714}"	1	0	1	17	12	0	3	7.4	21	"3"	7.1	24	"3"	8.1	25	"3"	7.56381662217391	21.7688333352407	7	14	11	7	1	2	2	1	2	3	2	2	2	2	2	2	0	0	0	0	0	0	2	1	1	"1"	"2"	"2"	"1"	"2"	"1"	13500	1	5	1	2	2	4	2	2	2	2	2	1	2	4	3	2	2	2	3	2	6
"71"	"{30A8A353-0A91-E811-A983-74867AD5B714}"	1	0	1	1	10	1	1	4.5	16	"2"	5.3	16	"2"	5.7	17	"2"	4.23771345728268	14.105166665713	8	9	9	8	0	0	0	0	0	0	0	0	2	0	2	2	0	0	0	0	0	0	0	0	1	"1"	"4"	"1"	"1"	"2"	"1"	8700	1	1	1	4	1	4	2	2	4	4	4	4	2	1	5	5	5	2	2	5	0
"72"	"{30AD081B-F8D5-E811-8FB7-74867AD5B714}"	1	0	1	35	12	0	4	5.4	15	"3"	5	15	"3"	4.8	18	"3"	4.40622572994384	10.1679999987284	10	9	16	5	1	1	2	1	1	1	1	2	2	1	2	2	0	0	0	0	0	0	0	1	1	"1"	"2"	"1"	"1"	"1"	"2"	9300	4	5	2	1	2	1	4	1	1	2	1	1	1	1	1	1	1	1	1	1	1
"73"	"{339D9F0A-6ABE-E811-914C-74867AD5B714}"	1	0	1	3	12	2	1	8.8	19	"2"	9	19	"1"	9	21	"2"	7.32946998553507	15.6474999984105	14	16	16	11	3	5	5	3	1	2	2	0	1	2	1	1	0	0	0	0	2	2	1	0	2	"2"	"1"	"1"	"1"	"1"	"2"	14300	1	2	1	4	2	2	4	2	2	1	1	1	1	3	1	1	1	2	1	1	5
"74"	"{33AA04C6-D6D2-E811-8FB7-74867AD5B714}"	1	0	1	30	13	2	3	3.9	10	"1"	4.4	12	"1"	4.2	12	"1"	4.07525029408923	13.4006000002225	6	4	8	4	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	"1"	"1"	"1"	"1"	"1"	"2"	9200	4	5	4	4	2	2	5	2	2	4	2	2	4	3	1	1	3	3	1	1	1
"75"	"{33DEF5A1-5DE8-E811-8FB7-74867AD5B714}"	0	1	1	25	15	1	3	6.4	29	"3"	6.3	30	"3"	6.7	30	"3"	6.00751792225942	39.7268333355586	11	8	6	16	1	1	2	2	0	0	0	3	2	2	2	2	0	0	0	0	1	1	1	0	2	"2"	"6"	"1"	"1"	"2"	"2"	14400	4	5	5	2	2	4	5	2	2	5	2	2	4	3	1	1	1	1	1	1	1
"76"	"{348884D4-02E9-E811-8FB7-74867AD5B714}"	1	0	1	3	12	2	4	6.3	17	"2"	5.2	20	"3"	5.7	20	"3"	4.61121818511702	24.5118333339691	14	14	14	14	4	2	2	3	0	0	0	0	2	2	2	2	0	0	0	0	0	0	0	0	1	"1"	"6"	"1"	"1"	"2"	"1"	9400	2	2	4	2	2	2	5	2	2	4	2	4	4	4	1	1	2	2	1	1	1
"77"	"{34B59188-DEC5-E811-914C-74867AD5B714}"	1	0	1	16	15	1	3	10.3	22	"2"	9.3	23	"2"	8.3	21	"2"	6.8309536102594	15.5195500016212	16	16	14	14	1	2	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	1	1	1	1	"1"	"1"	"2"	"1"	"2"	"1"	12500	3	5	4	1	2	1	2	1	1	1	1	1	4	3	2	2	2	2	2	3	1
"78"	"{35119D9F-62D4-E811-8FB7-74867AD5B714}"	1	0	1	35	13	1	4	6.4	15	"1"	6.5	14	"1"	6.8	16	"1"	6.0618003980079	13.738399998347	6	11	12	8	0	1	3	0	0	0	2	0	2	2	2	2	0	0	0	0	0	1	1	1	1	"1"	"1"	"1"	"1"	"1"	"2"	11500	1	5	3	2	2	3	3	2	2	2	3	2	2	5	3	1	2	1	3	1	1
"79"	"{3606E7B6-BDC0-E811-914C-74867AD5B714}"	1	0	1	5	15	1	2	4.7	14	"0"	6.1	16	"0"	4.7	17	"0"	4.82116742516463	16.3461666663488	12	13	17	11	1	2	2	1	0	0	0	0	2	0	2	1	0	1	1	1	0	0	0	2	1	"1"	"6"	"1"	"2"	"1"	"2"	10600	1	2	1	1	2	1	4	2	2	4	1	1	1	1	1	1	3	3	3	1	1
"80"	"{36916848-3FDC-E811-8FB7-74867AD5B714}"	1	0	1	11	14	1	3	4.6	12	"2"	5.8	13	"1"	5	14	"2"	4.7486110757439	10.8340499997139	6	10	4	5	1	3	1	2	2	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	"1"	"3"	"1"	"2"	"1"	"2"	10300	2	4	5	3	2	2	5	2	2	3	2	2	3	5	1	1	1	1	1	2	1
"81"	"{36D03F80-18C1-E811-914C-74867AD5B714}"	1	0	1	18	16	1	3	3.9	11	"3"	4.2	11	"3"	4.2	14	"3"	3.90248803604043	9.6653333346049	6	6	10	5	2	1	2	2	0	0	1	1	2	2	2	2	0	0	0	0	0	0	0	0	1	"1"	"2"	"1"	"1"	"2"	"2"	7800	2	5	5	2	2	2	5	2	2	2	2	2	2	2	3	2	2	2	2	1	3
"82"	"{375E5517-97C6-E811-914C-74867AD5B714}"	1	0	1	23	12	1	4	4.8	21	"3"	6	28	"3"	5.4	27	"3"	5.22862784078864	44.4528833309809	17	7	16	13	2	1	3	1	0	0	0	0	1	2	1	1	0	0	0	0	0	1	1	0	1	"1"	"2"	"1"	"1"	"2"	"2"	10800	1	5	1	1	1	1	2	1	1	4	1	1	1	1	1	3	4	3	3	2	1
"83"	"{3775FE62-577A-E811-B124-74867AD5B714}"	1	0	1	2	14	2	3	6.4	18	"2"	7.7	25	"2"	7.4	25	"3"	5.86085867446615	21.5048833330472	15	13	18	13	2	2	3	2	0	4	0	0	2	1	2	2	0	0	0	0	0	0	0	1	1	"1"	"5"	"2"	"1"	"2"	"2"	11500	4	1	4	4	2	5	4	4	5	4	4	4	2	2	4	2	2	2	4	3	0
"84"	"{3790BFE2-7CE3-E811-8FB7-74867AD5B714}"	1	0	1	12	14	1	2	5	17	"3"	5.9	20	"3"	5.5	20	"3"	4.63779314741114	14.9566166679064	8	16	12	13	2	4	2	3	2	1	0	1	2	2	2	2	0	0	0	0	0	0	0	0	1	"1"	"2"	"1"	"1"	"2"	"1"	9900	1	4	5	2	2	2	3	2	2	2	2	2	2	5	1	1	2	2	1	1	3
"85"	"{3819A850-CBC5-E811-914C-74867AD5B714}"	1	0	1	3	12	1	1	8.3	28	"3"	9.3	32	"3"	8.8	34	"3"	7.45356234115071	39.3309500018756	17	16	15	15	2	1	3	1	2	2	2	2	1	1	1	1	1	1	1	1	0	1	0	1	1	"1"	"6"	"1"	"2"	"2"	"2"	15000	4	2	2	2	2	2	4	2	2	2	1	1	1	3	4	2	4	4	3	2	4
"86"	"{38A2EF84-09CC-E811-914C-74867AD5B714}"	1	0	1	20	14	1	3	6.2	22	"3"	6.2	24	"3"	6.6	24	"3"	6.39070453803249	33.382450000445	8	20	18	20	2	4	2	4	1	3	1	3	2	1	1	1	0	0	0	0	1	1	1	0	1	"2"	"6"	"1"	"2"	"2"	"1"	12000	2	5	3	2	2	2	5	2	2	3	2	2	2	2	1	1	1	1	1	1	1
"87"	"{3B02B1F0-0EE2-E811-8FB7-74867AD5B714}"	1	0	1	1	12	2	2	4.1	15	"3"	5.2	20	"3"	5.2	26	"3"	3.32041920432399	20.2890499989192	11	19	17	11	4	3	6	4	0	1	0	0	2	2	2	2	0	0	0	0	0	0	0	0	2	"1"	"3"	"1"	"1"	"2"	"1"	10200	1	1	4	1	2	1	4	1	1	1	1	1	1	5	2	2	2	2	2	1	3
"88"	"{3B262979-60D4-E811-8FB7-74867AD5B714}"	1	0	1	10	15	1	2	5.8	14	"1"	7.4	15	"1"	6.7	16	"2"	4.76124845287191	11.6500500003497	9	9	13	12	2	3	2	0	0	0	1	0	2	0	2	1	0	1	0	1	0	0	0	1	1	"2"	"1"	"1"	"1"	"1"	"2"	10000	4	4	4	1	2	1	2	1	1	1	1	1	4	5	1	1	2	4	1	1	5
"89"	"{3CFD12ED-BAE6-E811-8FB7-74867AD5B714}"	1	0	1	1	15	2	3	3	8	"4"	3	8	"1"	4.6	10	"1"	3.55656446810794	10.32600000302	5	4	6	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	"1"	"4"	"1"	"1"	"2"	"1"	8000	1	1	2	1	2	1	4	1	1	2	1	1	2	3	1	1	1	1	1	1	1
"90"	"{3D69B31A-89CD-E811-914C-74867AD5B714}"	1	0	1	11	12	1	2	12.2	26	"3"	0	0	"0"	0	0	"0"	11.3335482967195	24.5650000015895	4	999	999	7	2	999	999	3	2	999	999	0	1	999	999	1	0	0	999	999	3	2	999	999	1	"1"	"2"	"1"	"1"	"2"	"1"	17000	1	4	5	2	2	2	3	2	2	2	2	2	4	4	3	2	1	1	1	1	3
"91"	"{3E128564-1CD7-E811-8FB7-74867AD5B714}"	1	0	1	17	15	0	2	3.4	10	"2"	4.1	18	"3"	0	0	"0"	3.47000976239613	10.7747166673342	4	10	999	4	0	1	999	0	6	0	999	6	0	0	999	0	0	0	0	999	0	0	0	999	1	"1"	"3"	"1"	"1"	"2"	"2"	7800	1	5	3	2	2	2	5	2	2	3	2	2	2	3	1	1	3	3	1	1	1
"92"	"{42F5F39B-A9CC-E811-914C-74867AD5B714}"	1	0	1	0.5	12	2	3	3.1	9	"1"	2.7	9	"2"	3	9	"2"	2.86788098003027	7.34643333355586	3	3	4	4	0	0	0	0	1	1	0	0	2	0	2	2	0	0	0	0	1	0	0	1	1	"1"	"1"	"1"	"1"	"1"	"1"	7000	3	1	3	3	2	1	3	3	1	1	1	1	3	5	1	1	2	1	3	1	1
"93"	"{445DC354-9BDC-E811-8FB7-74867AD5B714}"	1	0	1	22	12	1	4	3.7	15	"3"	4.7	15	"3"	4.1	17	"3"	3.03554192053147	12.1200000007947	15	15	9	12	1	2	1	2	6	4	1	0	2	2	1	2	0	0	0	0	0	1	0	0	2	"2"	"2"	"2"	"1"	"2"	"2"	9800	1	5	3	3	1	2	3	2	2	2	2	2	4	5	4	2	1	4	3	2	1
"94"	"{4642D928-57CB-E811-914C-74867AD5B714}"	1	0	1	15	12	0	4	4.6	19	"3"	4.8	20	"3"	6.1	23	"3"	5.39426834664467	20.548766664664	11	11	13	10	0	0	1	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	"2"	"1"	"2"	"1"	"2"	"1"	10800	4	5	5	2	2	2	5	2	2	2	2	2	3	2	3	1	1	1	2	1	1
"95"	"{46B58ADA-CFC5-E811-914C-74867AD5B714}"	1	0	1	25	12	1	3	6.1	16	"2"	6.3	22	"3"	7.5	24	"3"	6.10965101808025	27.0566666682561	5	7	12	10	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	"1"	"2"	"1"	"1"	"2"	"2"	12700	4	5	4	2	2	4	5	2	2	4	2	2	5	3	5	2	2	2	3	2	1
"96"	"{47212798-FAEB-E811-8FB7-74867AD5B714}"	0	1	1	35	12	1	3	5.2	16	"2"	7.5	21	"3"	0	0	"0"	7.9856613284706	18.8832833329837	13	13	999	15	2	3	999	2	1	1	1	1	2	2	999	2	0	1	0	999	0	0	0	999	1	"2"	"4"	"1"	"1"	"1"	"2"	10400	1	5	4	2	2	1	4	2	1	2	1	1	2	2	1	1	1	1	1	1	1
"97"	"{47D17FF7-D1D7-E811-8FB7-74867AD5B714}"	1	0	1	40	14	1	4	7.2	21	"3"	8.4	27	"3"	8.7	27	"3"	6.20002156373171	26.6004499991735	11	11	17	11	3	3	3	3	0	2	1	0	2	2	2	0	1	1	0	0	0	0	0	0	1	"2"	"5"	"1"	"1"	"2"	"1"	12000	1	5	3	3	1	3	5	3	3	2	2	3	4	4	5	4	4	5	3	5	1
"98"	"{49283310-13D2-E811-8FB7-74867AD5B714}"	1	0	1	22	12	1	3	6.7	13	"1"	6.7	15	"2"	7.4	16	"2"	6.98659258021562	14.7585500001907	8	6	7	8	3	1	1	3	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	0	2	"1"	"1"	"1"	"1"	"1"	"1"	12500	1	5	5	2	2	2	5	2	2	2	2	2	4	5	2	2	2	2	1	1	6
"99"	"{494F40B8-A8CC-E811-914C-74867AD5B714}"	1	0	1	10	10	1	3	4.8	12	"1"	9.5	16	"1"	6.9	17	"2"	4.70605301356862	9.64128333330154	7	6	5	3	3	3	2	0	4	0	4	4	0	2	0	0	0	0	0	0	0	0	3	0	1	"1"	"1"	"1"	"1"	"1"	"1"	9300	4	4	4	2	2	2	5	2	2	4	2	2	2	2	1	1	1	1	1	1	1
"100"	"{497AAECD-60BC-E811-914C-74867AD5B714}"	1	0	1	15	12	0	2	5.9	17	"2"	7.4	20	"2"	6.8	23	"3"	5.91862565377002	17.0245000004768	12	15	12	10	2	4	2	2	0	0	1	1	2	0	2	2	0	0	1	0	0	0	0	2	1	"1"	"2"	"1"	"1"	"2"	"2"	11100	1	5	1	2	2	4	2	4	4	4	4	2	1	1	5	4	4	4	5	5	0
"101"	"{49B01ED5-A3E9-E811-8FB7-74867AD5B714}"	1	0	1	22	15	2	4	4.8	14	"2"	0	0	"0"	0	0	"0"	7.76982445892784	28.0517166654269	14	999	999	22	3	999	999	3	0	999	999	0	2	999	999	2	0	0	999	999	1	1	999	999	1	"1"	"4"	"1"	"1"	"1"	"1"	14000	4	5	5	2	2	2	5	2	2	5	2	2	3	3	4	1	1	1	3	1	1
"102"	"{4A9D79A1-82CD-E811-914C-74867AD5B714}"	1	0	1	11	12	1	2	3	9	"1"	3	8	"1"	4.6	12	"3"	3.12591618058848	12.0245500008265	2	3	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	"1"	"1"	"1"	"1"	"2"	"1"	7200	1	4	2	1	2	1	4	1	1	2	1	1	2	2	1	1	1	1	1	1	1
"103"	"{4BF7A619-E6D7-E811-8FB7-74867AD5B714}"	1	0	1	1	12	1	1	5.8	15	"2"	6.8	18	"2"	6.7	17	"2"	5.46507552295039	12.6758333325386	9	10	11	9	1	3	1	1	1	2	0	0	0	0	0	0	0	0	1	0	1	1	0	1	1	"2"	"1"	"1"	"1"	"2"	"2"	10500	1	1	5	2	1	3	3	2	2	2	2	2	5	5	1	2	2	2	3	2	3
"104"	"{4C02589A-FDD5-E811-8FB7-74867AD5B714}"	1	0	1	3	14	1	1	6	14	"1"	5.4	16	"2"	4.8	22	"3"	5.15435063982563	15.855166665713	12	16	22	16	2	3	2	2	0	0	1	0	1	2	1	2	0	0	0	0	1	1	1	1	1	"1"	"1"	"1"	"1"	"1"	"2"	10200	2	2	4	2	2	2	5	2	2	4	2	2	2	3	1	1	4	4	1	1	1
"105"	"{4C2C5673-A6D3-E811-8FB7-74867AD5B714}"	1	0	1	15	10	1	2	5.5	19	"2"	7.2	19	"2"	7.2	20	"2"	5.58091401604086	18.3444499969482	16	16	21	16	2	2	2	2	0	0	0	0	1	2	2	1	0	0	0	0	1	1	1	1	2	"1"	"1"	"1"	"1"	"1"	"1"	11000	1	5	2	2	1	2	2	2	1	2	1	1	2	5	2	1	2	1	2	1	1
"106"	"{4C90677E-E1E2-E811-8FB7-74867AD5B714}"	1	0	3	12	11	1	3	4.2	13	"2"	4.2	13	"2"	5.4	17	"3"	3.72626720054955	13.2605000019073	16	11	19	11	2	1	4	0	0	0	1	1	0	0	2	0	0	0	0	0	0	1	0	1	1	"1"	"1"	"1"	"1"	"2"	"2"	8800	4	4	1	4	1	1	1	1	1	1	1	1	3	5	2	1	2	5	3	1	5
"107"	"{4D0F0833-12E5-E811-8FB7-74867AD5B714}"	1	0	1	25	12	2	3	4	12	"3"	4.3	13	"3"	4.8	13	"2"	4.18896493236783	13.6909500002861	6	12	2	11	1	3	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	"1"	"2"	"1"	"1"	"2"	"1"	9800	4	5	5	2	1	2	5	2	2	2	2	2	4	2	4	3	2	2	3	2	1
"108"	"{4F514B86-915B-E811-95E4-74867AD5B714}"	1	0	1	22	12	0	3	9.5	23	"2"	8.4	26	"3"	9.6	27	"3"	7.98356463528468	27.3485000014305	11	13	14	12	2	3	2	2	2	2	2	2	1	2	2	1	0	1	1	1	0	0	0	0	2	"1"	"5"	"2"	"1"	"2"	"1"	14300	2	5	2	5	1	4	4	4	4	4	5	5	5	5	1	4	4	3	2	5	3
"109"	"{4FBD7528-FBE8-E811-8FB7-74867AD5B714}"	0	1	1	8	14	1	2	5.5	17	"3"	6.1	21	"3"	7.2	26	"3"	4.62833208804925	15.8730666677157	8	14	9	11	2	0	2	2	0	0	0	0	2	2	1	1	0	0	0	0	1	1	1	1	1	"1"	"2"	"1"	"1"	"2"	"1"	9200	1	3	5	2	1	2	5	2	2	3	2	2	3	2	1	1	3	3	1	1	1
"110"	"{4FDFB32F-B0D7-E811-8FB7-74867AD5B714}"	1	0	1	8	10	0	3	4.3	13	"2"	6.4	15	"2"	6.5	16	"2"	2.92624794877176	16.5717666665713	9	4	8	9	0	3	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	"1"	"3"	"1"	"1"	"2"	"1"	7100	1	3	2	2	2	1	4	1	1	1	2	2	2	2	4	3	2	1	2	1	3
"111"	"{500E8979-4CE4-E811-8FB7-74867AD5B714}"	1	0	1	10	12	1	3	7.6	23	"3"	7.8	26	"2"	11.4	28	"3"	7.79009744525161	26.2917833328247	23	24	24	23	3	3	6	3	0	0	0	0	1	1	2	1	1	0	0	0	1	1	0	2	1	"1"	"2"	"1"	"2"	"2"	"1"	16700	1	4	4	1	2	1	4	1	1	1	1	1	2	3	4	3	2	1	4	2	1
"112"	"{50E02347-92CD-E811-914C-74867AD5B714}"	1	0	1	21	10	1	3	11.4	24	"2"	11.9	24	"2"	12.3	25	"2"	9.60050591436877	17.5812833309174	11	10	8	8	4	3	4	3	0	0	0	0	1	1	1	1	0	0	0	0	1	2	2	2	1	"1"	"2"	"2"	"1"	"2"	"1"	16000	4	5	2	2	1	3	5	3	3	5	3	2	2	5	2	1	2	2	3	2	3
"113"	"{50E5C004-F2D5-E811-8FB7-74867AD5B714}"	1	0	1	5	12	0	4	4.6	16	"3"	5.6	20	"3"	5.8	21	"3"	5.3944326450201	26.9423833330472	13	12	8	12	0	1	2	1	3	3	3	3	1	1	1	1	0	0	0	0	0	0	0	0	2	"1"	"2"	"2"	"1"	"1"	"2"	12600	4	2	2	5	2	4	5	4	4	4	2	2	2	3	5	1	1	1	5	2	1
"114"	"{514C21C4-B0CC-E811-914C-74867AD5B714}"	1	0	1	10	14	2	3	4.2	15	"3"	5.2	16	"3"	5.6	18	"3"	4.50774224347259	18.9902166644732	13	10	9	8	3	2	2	0	5	2	3	3	2	1	2	1	0	0	0	0	0	1	1	0	2	"1"	"1"	"1"	"1"	"2"	"1"	9700	4	4	4	1	2	1	4	1	1	1	1	1	2	5	2	1	1	1	2	1	1
"115"	"{514E2B7D-02D6-E811-8FB7-74867AD5B714}"	0	1	1	20	14	1	3	4.8	14	"2"	5.3	17	"2"	6.5	18	"2"	4.56210227379283	15.5092333316803	14	13	15	14	3	2	3	3	0	0	0	0	2	2	1	2	0	0	0	1	0	0	0	0	1	"1"	"1"	"1"	"1"	"1"	"1"	9300	1	5	4	1	2	1	2	1	1	1	1	1	2	5	3	1	3	3	1	1	1
"116"	"{5226956F-88C6-E811-914C-74867AD5B714}"	1	0	1	5	12	1	3	3.7	15	"3"	5.5	15	"3"	4	18	"3"	5.98448097786227	22.9080500006676	8	9	10	13	1	0	0	2	1	1	1	1	0	0	2	0	0	0	0	0	1	0	0	0	2	"1"	"2"	"1"	"1"	"2"	"1"	10500	4	2	4	2	2	4	5	2	4	4	2	2	2	2	1	1	4	4	3	2	1
"117"	"{529A3FC5-C378-E811-B124-74867AD5B714}"	1	0	1	25	8	0	3	6.4	25	"0"	6.8	27	"0"	8.6	29	"0"	7.3891413413626	24.2633833328883	11	9	16	11	1	2	3	1	1	0	0	0	1	1	2	1	0	0	0	0	0	1	0	0	2	"1"	"5"	"3"	"1"	"2"	"1"	12600	4	5	1	2	2	4	2	2	4	4	2	2	2	1	5	4	2	2	5	3	0
"118"	"{5330136F-3CCB-E811-914C-74867AD5B714}"	1	0	1	10	14	2	2	8.7	26	"3"	12	27	"2"	12.7	31	"3"	7.08040364818672	22.0212166666985	21	19	10	21	4	7	5	4	0	0	0	0	1	2	1	1	1	0	0	0	1	1	1	2	1	"2"	"3"	"1"	"1"	"2"	"1"	15600	1	4	3	1	2	1	4	1	1	1	3	1	3	3	4	3	2	1	2	1	3
"119"	"{536715D9-2DC7-E811-914C-74867AD5B714}"	0	1	1	5	12	1	2	4.7	12	"2"	5.3	13	"2"	6.4	17	"3"	4.23554152460858	17.95643333594	11	8	18	8	3	3	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	"1"	"3"	"1"	"1"	"2"	"1"	9300	4	2	5	3	2	2	5	2	2	2	2	2	2	4	1	1	3	3	2	1	3
"120"	"{53DFAA70-D2DB-E811-8FB7-74867AD5B714}"	1	0	1	18	12	1	3	6.6	19	"3"	7.4	18	"3"	6.4	23	"3"	6.11685873581715	25.225933333238	11	12	17	16	2	5	3	1	0	0	0	0	1	1	1	2	0	0	0	0	0	0	0	0	1	"1"	"5"	"1"	"1"	"2"	"2"	11000	4	5	4	4	2	4	5	2	2	4	2	2	2	3	1	1	3	3	2	1	1
"121"	"{5436C601-3AE4-E811-8FB7-74867AD5B714}"	1	0	1	0.5	12	1	3	6.3	16	"2"	6.8	17	"2"	6	19	"3"	5.63147195454446	21.8766166687012	17	16	12	15	3	1	1	2	1	1	1	3	0	0	2	2	0	0	0	0	1	0	1	1	1	"1"	"4"	"1"	"1"	"1"	"1"	11000	4	1	4	1	2	1	4	1	1	3	1	1	3	5	1	1	1	1	1	1	1
