"Time.or","Time.Time.6.286183..75.565989","Time.Time.6.275893..75.56978","Time.Time.6.265202..75.572182","Time.Time.6.260895..75.573703","Time.Time.6.254212..75.577288","Time.Time.6.24796..75.580281","Time.Time.6.239645..75.577397","Time.Time.6.236897..75.576467","Time.Time.6.231378..75.57567","Time.Time.6.213594..75.578073","Time.Time.6.204031..75.579593","Time.Time.6.195293..75.581542","Distance.or","Distance.Distance.6.286183..75.565989","Distance.Distance.6.275893..75.56978","Distance.Distance.6.265202..75.572182","Distance.Distance.6.260895..75.573703","Distance.Distance.6.254212..75.577288","Distance.Distance.6.24796..75.580281","Distance.Distance.6.239645..75.577397","Distance.Distance.6.236897..75.576467","Distance.Distance.6.231378..75.57567","Distance.Distance.6.213594..75.578073","Distance.Distance.6.204031..75.579593","Distance.Distance.6.195293..75.581542","Status.or","Status.status.6.286183..75.565989","Status.status.6.275893..75.56978","Status.status.6.265202..75.572182","Status.status.6.260895..75.573703","Status.status.6.254212..75.577288","Status.status.6.24796..75.580281","Status.status.6.239645..75.577397","Status.status.6.236897..75.576467","Status.status.6.231378..75.57567","Status.status.6.213594..75.578073","Status.status.6.204031..75.579593","Status.status.6.195293..75.581542"
"6.282256+-75.561384",200,368,438,483,681,656,693,803,894,1048,1170,1089,"6.282256+-75.561384",991,2099,4151,4631,5888,6652,7225,7471,9133,10786,13267,12690,"6.282256+-75.561384","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK"
"6.266524+-75.563666",512,380,273,384,582,585,622,717,823,977,1098,1018,"6.266524+-75.563666",3819,2143,1186,2345,3603,4360,4933,4295,6841,8494,10975,10399,"6.266524+-75.563666","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK"
"6.261663+-75.565777",621,495,382,378,514,694,731,639,999,1086,1208,1127,"6.261663+-75.565777",4278,2988,1646,1606,2222,4820,5393,3831,4862,8954,11435,10858,"6.261663+-75.565777","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK"
"6.253639+-75.564185",699,500,407,324,534,609,646,660,735,1014,1278,1042,"6.253639+-75.564185",5994,4063,2827,2014,2631,4787,5360,4241,3639,6035,7270,10825,"6.253639+-75.564185","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK"
"6.252321+-75.567432",621,494,409,319,311,594,582,512,761,1041,1305,970,"6.252321+-75.567432",4676,3524,2206,1476,1341,3484,2987,2682,3526,5922,7157,8471,"6.252321+-75.567432","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK"
"6.235712+-75.56956",776,650,581,542,499,570,340,508,387,667,931,765,"6.235712+-75.56956",7290,5999,4828,4313,3425,2936,1624,2902,1651,4046,5282,7203,"6.235712+-75.56956","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK"
"6.209042+-75.56778",1100,974,905,866,823,898,852,895,615,444,451,593,"6.209042+-75.56778",10833,9542,8372,7856,6969,7357,5659,7122,4240,2053,2127,2848,"6.209042+-75.56778","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK"
"6.223611+-75.574438",941,816,795,757,713,872,642,810,403,533,889,789,"6.223611+-75.574438",8767,7477,6002,5486,4599,4526,3214,4492,1996,3144,4916,4761,"6.223611+-75.574438","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK"
