"asc_ruta1","asc_ruta2","asc_ruta4","b_tt","b_dt","b_CongCD","b_CongEF","b_Sem","b_ACC_1","b_ACC_2","b_SI_CAMFD","b_SI_PANEL","b_SI_ZER","b_Si_MTRP","lambda1","lambda2","lambda3","zeta_PrPer","zeta_AmbTr","zeta_ComVrb","zeta_ComAfec","zeta_ConCl","zeta_Ans","zeta_StrC","tau_PrPer_1","tau_PrPer_2","tau_PrPer_3","tau_PrPer_4","tau_AmbTr_1","tau_AmbTr_2","tau_AmbTr_3","tau_AmbTr_4","tau_ComVrb_1","tau_ComVrb_2","tau_ComVrb_3","tau_ComVrb_4","tau_ComAfec_1","tau_ComAfec_2","tau_ComAfec_3","tau_ComAfec_4","tau_ConCl_1","tau_ConCl_2","tau_ConCl_3","tau_ConCl_4","tau_Ans_1","tau_Ans_2","tau_Ans_3","tau_Ans_4","tau_StrC_1","tau_StrC_2","tau_StrC_3","tau_StrC_4","logLike"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-4,-2,2,4,-2,-1,1,2,-2,-1,1,2,-4236.99326357039
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-4,-2,2,4,-2,-1,1,2,-2,-1,1,2,-4236.99326357039
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-4,-2,2,4,-2,-1,1,2,-2,-1,1,2,-4236.99326357039
0.163646727742162,-0.308353271975648,0.645059823000338,-0.0150431806105189,-0.380297577066813,0.123938305478077,-0.368694571079686,0.316965939418878,-0.00180048664333299,-0.126882521726657,-0.154024048242718,-0.233800885325763,-0.075132105848752,0.00980951153906062,0.607380530505907,0.935502957669087,0.784538929816335,0.956972002109978,1.1065840042429,0.645010197127703,0.966495524859056,1.62851274560671,1.51441776304273,1.44406667439034,-1.95964691333938,-0.172839423408732,1.05596371920547,2.09894870163407,-1.6348493732512,-0.517198288231157,1.00427641498391,2.09325133578386,-2.12389545736369,-0.887643250986002,0.721624604717363,1.58572009199997,-1.56641131575452,-0.296588153811171,0.95036750624422,2.0336608645739,-2.54970972955925,-1.73493182915263,1.95515678892843,3.93051916680997,-1.54983042698586,-0.729814509919379,0.643785748048685,2.1806233995012,-1.64469189580996,-0.752384908788372,1.12811453780159,1.97900647576898,-3516.44256998728
0.430550357203009,-0.214004551014611,0.718616749021133,0.0765407391983394,-0.390391012109486,0.0855380588917408,-0.207406230594102,0.210666076645939,-0.0259703859284753,-0.253135146384445,-0.240410617043469,-0.299428347391302,-0.0967109876825853,-0.00243325156344584,0.254295253694666,0.718503228789903,0.48206973492696,0.866199366868847,0.918208914300148,-0.393520569060992,1.42288301988575,2.55475002563556,1.58511108319721,1.55974403558755,-1.14876777987501,-0.184579710489529,1.3712474017199,2.21543652958673,-1.14064878850176,-0.132776405446725,1.1882237100933,2.20260386224342,-2.06376085273232,-0.933614442479616,0.322930187100429,1.05150232321326,-1.05170453043922,0.0497230094664394,1.00686650549711,2.06425824261587,-1.71995489053535,-0.983335443541888,1.9110277788755,3.84847008712033,-1.62755695195313,-0.37931538568781,0.615633086447479,2.20577907591094,-1.70908639703607,-0.429358117591398,1.30609822552738,2.0111798521234,-3158.33434740787
0.682988968272857,-0.0399179205497081,0.616694366048285,0.183092064459439,-0.327623539195046,0.0261300470950398,0.0385829544516804,0.124679597108081,-0.0558366357149051,-0.34324296829656,-0.296357291141264,-0.291934292618703,-0.0762594146736645,-0.000558543268685651,0.00767251216781328,0.553907906553237,0.199794037452099,0.392323103650365,0.533819852551155,-0.888655213336937,1.70173681180253,2.95723321827755,1.65745283630733,1.65476171464035,-1.01921364412742,0.485334152557431,1.51148013377086,2.37992090070214,-0.742190266336449,0.240569870645258,1.3813000376123,2.31450519701704,-1.97620939379156,-0.85782546673687,0.194344104775386,0.93020906670047,-1.21741090501998,0.358983450103497,1.15794749540209,2.11951564285462,-1.77115313706401,-0.206677890619047,1.90839913021808,3.79347275764092,-1.48835847191596,-0.384646513137981,0.728218969878607,2.21691745878672,-1.58830994009497,-0.409408473108582,1.47525855010207,2.07947128693936,-2996.56457211456
0.931919632303883,0.10785706603742,0.598864460556428,0.279317653719866,-0.343346799780544,0.0186006214172071,0.184053877596322,0.189034141085812,-0.098307517332106,-0.436260941767985,-0.371643726889338,-0.28909580367433,-0.0465240214623417,0.0173935854798899,-0.220401457052391,0.547037899426935,-0.104875515794905,-0.322583982522385,-0.270946002748595,-0.806204909121241,1.93407850668743,3.28603993567292,1.78754237737908,1.77947932227199,-0.522529377914086,0.691891161015024,1.74996715018869,2.56488870896569,-0.255469160929143,0.61500774817773,1.57320333056025,2.44911795124337,-1.91623630672243,-0.793729336484827,0.388886265684095,1.14521009978094,-1.35736449412983,0.418796109702948,1.4158352407762,2.22726187615308,-1.6090262161329,0.263310415755418,1.95486491088608,3.73292497208879,-1.26512106974135,-0.329263494537997,0.731394395238352,2.30246336336215,-1.41159515664484,-0.347428953272306,1.60131076369933,2.21118403246662,-2889.77078705243
1.6745052866906,0.500413390293576,0.298064794997387,0.347996168260324,-0.382616315538454,0.0246844625024076,0.628602640226974,0.276800965928668,-0.214604002975812,-0.634446928418606,-0.503713947841721,-0.232248753656653,-0.0250427208894236,0.0117600512589249,-0.0902285062496339,0.345084900777686,-0.0673587668134647,-0.793389522042531,-1.16618048885224,-0.612375172256264,2.42220922728597,3.88909107907015,1.92701931122123,1.9217217898156,-1.19076909494547,0.515901645010016,2.04301076570816,3.08907276668725,-0.850528163586114,0.619298987032815,1.85507155329998,2.76520535339283,-1.83324267635605,-0.393029141985966,0.679048757110734,1.395784055617,-1.51539484655961,0.521201475661173,1.74245499097024,2.68411366762218,-1.03801592268013,0.800070532157433,2.21856099613217,3.59097807581586,-1.13034335161251,0.245281674127843,0.685430520727269,2.59919054236503,-1.27604566417276,0.213097553036756,1.85073238795524,2.5906515523005,-2887.63607719088
2.40020337494106,1.40432666565249,0.800735377765774,0.969662449903834,-0.686341706463061,0.286585799781132,0.737618881732806,0.760317059443993,-0.495130271635033,-1.1462449970669,-0.940180085333661,-0.247885333524961,0.0265298409775169,0.0620814242179113,-0.220416290538095,0.981124284138608,-0.942850434583192,-2.17312960730156,-3.11773679734994,-0.811620076416979,3.70033896723381,5.24100609800305,2.06407078589815,2.12473005738303,-2.9308214164128,-0.385805301743331,2.63025456991235,4.42648714481598,-2.77321066685751,-0.0256473774381949,2.42792549432058,3.64130550459019,-1.45460636830696,0.26715515753137,1.19615468000352,1.71387043433866,-1.86406333574266,0.710964658394825,2.49035643583868,3.91104487982434,0.0389583185265796,2.05579460050386,2.99145903503123,3.25421966745563,-0.79006081910439,0.538517330315607,1.74764472288802,3.28643328096776,-0.90762503276433,1.28653543891981,2.67874888801111,3.54993495133546,-2881.2793114396
2.85027942208194,1.71355441647082,1.21428680090806,1.1454544052097,-0.848302444129477,0.451720532133736,0.628902734349932,0.765341184867638,-0.626030110384667,-1.44370483415061,-1.1289945132631,-0.282975286385175,-0.0236799263333133,0.0613654000524419,0.0469195788579932,0.649748859137121,-1.01743902149681,-3.32774238619077,-4.13371893134516,-1.40469772575326,4.30374650809806,5.77784941288087,2.20238712346611,2.36870363283052,-3.56416146049578,-0.910115119972732,2.80149079389783,5.17330352104266,-3.91141327001428,-0.701812840552935,2.50279817335031,4.28971390025296,-1.12479077333457,-0.237103882067829,0.905045884836541,2.17684970764267,-1.97816601300445,0.886950483918038,2.89345152032504,4.63680850569611,0.453327797576022,2.25362102342673,3.09140031301959,3.70240145181174,-0.400141754058815,0.823013286708591,1.89353579762849,3.82920481264483,-0.371909990616601,0.951432256335274,3.50442688647478,4.07596387321388,-2864.65535379868
