"","asc_ruta1","asc_ruta2","asc_ruta4","b_tt","b_dt","b_CongCD","b_CongEF","b_Sem","b_ACC_1","b_ACC_2","b_SI_CAMFD","b_SI_PANEL","b_SI_ZER","b_Si_MTRP","lambda1","lambda2","lambda3","zeta_PrPer","zeta_AmbTr","zeta_ComVrb","zeta_ComAfec","zeta_ConCl","zeta_Ans","zeta_StrC","tau_PrPer_1","tau_PrPer_2","tau_PrPer_3","tau_PrPer_4","tau_AmbTr_1","tau_AmbTr_2","tau_AmbTr_3","tau_AmbTr_4","tau_ComVrb_1","tau_ComVrb_2","tau_ComVrb_3","tau_ComVrb_4","tau_ComAfec_1","tau_ComAfec_2","tau_ComAfec_3","tau_ComAfec_4","tau_ConCl_1","tau_ConCl_2","tau_ConCl_3","tau_ConCl_4","tau_Ans_1","tau_Ans_2","tau_Ans_3","tau_Ans_4","tau_StrC_1","tau_StrC_2","tau_StrC_3","tau_StrC_4"
"asc_ruta1",0.10444071785186,0.0816720065468287,0.078376981147859,0.0246331222358071,0.0091899809598265,-0.0101192409698742,-0.0102137902103129,0.00733215331270193,-0.00575442444984278,0.00498959408576744,-0.00611779771278643,0.000964425798950694,-0.00449618128746697,0.000124266517202087,0.00168494228265103,0.000230744885671406,0.00205981845478059,0.000164041119825421,-0.000141383049477574,-2.1955346268762e-05,-0.000838443089308513,0.000229040369259578,9.772073724521e-05,-9.09233850595211e-05,0.000236032693764842,0.000121330090508518,5.5666512328745e-05,1.63311211018644e-05,2.46343823533249e-05,0.000114309462583312,0.000226299360259331,0.00034649243243943,-3.73400752132113e-05,-3.26604092003765e-05,-2.09570095782903e-05,-1.3780492067768e-05,0.000221838566372362,-0.000469328231240686,-0.000842011208109367,-0.00126431436342701,0.000260818800078446,0.000489558958290756,0.000582272299145529,0.00060755941920895,8.87830732303322e-05,3.37334046374654e-05,3.17968313725921e-06,-7.18474352294978e-05,0.000152885618392379,0.000188133420358745,0.000202183044581673,0.000219307584229729
"asc_ruta2",0.0816720065468287,0.104482284305772,0.0757536789222242,0.0108239977803633,0.0022287367602837,-0.00486761585594823,-0.00277219705499044,0.00293308428389235,-0.000473586799135806,0.0124817057001736,-0.000476696621034384,0.00049244884658958,-0.00134357136685471,0.00835597096926113,0.000362203622379386,0.000266018596979524,0.00121412334822309,0.000105762409445797,-6.56916966813341e-05,-1.41190820942052e-05,-0.000544394738512656,0.00016928001327316,0.000199681283432557,-0.000179087733096679,0.000148834193095056,7.3614063634483e-05,3.78675558793434e-05,2.18020927348917e-05,2.85455539597332e-05,7.18949937452272e-05,0.000128794054811551,0.00019216763670865,-2.40007726298948e-05,-2.1492825266084e-05,-1.41842578275235e-05,-9.292492539358e-06,0.000145333986536109,-0.000310652062412044,-0.00056099639920508,-0.000848140694027789,0.000170905255370452,0.000324034631761204,0.000394823957547164,0.000414154315565149,1.95605544634752e-06,-7.29372445450714e-05,-0.00013756916890547,-0.000249906656058365,0.000127643926104816,0.00020688313712395,0.000328979399428964,0.000366407339100895
"asc_ruta4",0.078376981147859,0.0757536789222242,0.143887181923669,-0.00470608618344728,0.0203029731435254,0.00853687122489054,0.0504845665561047,0.00337141906108882,-0.00319403722432083,0.0132601908421439,0.00353326138573359,0.00376009332981518,0.00487070994404768,0.00324245477351562,0.0282908816143519,-0.00629212211188485,0.0143863915259946,-0.00111140183461545,0.000225667251870763,-6.43804394741748e-05,-0.00586093853027436,0.00264512063170726,-0.00571355844416385,0.00356326194012939,0.000754802867979185,0.00217041989530124,0.00308900505177224,0.00365974107638717,0.00151143210529156,0.00147046981977858,0.00147689361154276,0.00165242299551624,-0.000496271633977843,-0.000487829275304473,-0.000451848111696554,-0.000427878216368928,0.00305231960815732,-0.0018351543883866,-0.00426236415642196,-0.0072387391852409,0.00335806921020398,0.00561798885783894,0.00696402764003929,0.00729913569850436,0.00424348713371288,0.00580510581949821,0.0074308307829123,0.00969598589513899,0.00101930322207046,-0.000806242901225057,-0.00503132156337637,-0.00595119572748457
"b_tt",0.0246331222358071,0.0108239977803633,-0.00470608618344728,0.0443904600011766,-0.01391362410096,-0.010851250428912,-0.0179288284586672,-0.00150020016559988,-0.00303778322085085,0.000958117144845592,-0.00478991731434536,0.000600012681103032,-0.00611572719381444,-0.00488037614218387,0.00123506406136793,0.000346567361866738,0.00180969424037907,0.000335671661131047,-0.000194817956374685,-2.54147808466701e-07,-0.000670916346324977,4.13827788803195e-05,0.000502754292799349,-0.000357325645544814,0.00035014357285455,8.8854543717387e-05,-8.49273586676458e-05,-0.000225041009483164,-1.45838183253682e-05,0.000119084857659103,0.000265606224198709,0.000411039965760694,-3.39994187069739e-05,-3.42125990626042e-05,-2.78425304718108e-05,-2.32533821126915e-05,0.000203959334585548,-0.000324098603326144,-0.000610041374114073,-0.000943026689542666,0.000211353783966644,0.000333313976943817,0.000329798863912444,0.000321969342828086,-5.63126008757069e-05,-0.0002465207657661,-0.000399500826199776,-0.000669054292403736,0.000237971968575775,0.000394229108659093,0.000638925721075178,0.000712798471703674
"b_dt",0.0091899809598265,0.0022287367602837,0.0203029731435254,-0.01391362410096,0.0616467461279381,-0.00273128893197028,-0.00290164037241519,0.0117214139571376,-0.00502760419993178,-0.00349503368612122,-0.00640009553387308,0.00194093933274235,-0.00598428900051917,-0.00918744023932246,0.000386897905672426,-0.0016654689934908,-0.00136130188874904,-0.000236740639588013,0.000184243550916889,-4.64394240081464e-05,0.000169856187472951,0.000185174153117525,-0.000227488417526612,8.17429004312436e-05,-0.000283634418724294,-4.02302998488869e-05,7.23434117495869e-05,8.2217816511432e-05,7.68684415999573e-06,-0.00010556263372955,-0.000237012981478256,-0.000354297765991952,5.85722065502172e-06,1.25702817465087e-05,1.93971186959036e-05,2.45065180606629e-05,-8.78254011855156e-05,-2.59227448237234e-06,5.06989443076741e-05,0.000145527779122924,-3.05982490729286e-05,1.07785456497715e-05,8.68493476942918e-05,0.000132201849398181,1.26124724946438e-05,7.58597063600159e-05,0.000162012688024897,0.000302782108873985,-8.41524506403499e-05,-0.000119743617607331,-0.000158460008962368,-0.000173303464685378
"b_CongCD",-0.0101192409698742,-0.00486761585594823,0.00853687122489054,-0.010851250428912,-0.00273128893197028,0.0775212770953419,0.0440167062933629,0.000342059788854512,0.00640610829220074,0.014951690208458,0.00502995937198858,-4.50093476435667e-05,0.0051830232567261,-0.00625197112174204,-0.0100619608766145,0.000316920508483762,-0.00819578908791745,0.000149003986328177,4.14428750274179e-05,-0.000176471744203801,0.00282395277555274,-0.00102158129560808,0.0011612319405678,-0.00015578452411928,-0.0003407701617322,-0.00065532789016626,-0.000935914405172441,-0.00130393849882554,-0.000389739413246971,-0.000488364798498428,-0.000625471262510348,-0.000847300577092214,7.18083958799657e-05,0.00010216175056784,0.000116103866988578,0.000130081420549582,-0.000898965722002075,0.0015387718968029,0.00287625270602104,0.00437516977469176,-0.00103870032539588,-0.00191197169638326,-0.0022790136926573,-0.00234098374657484,-0.000974219758399464,-0.00128796706077763,-0.00153588067167032,-0.00177712671336318,-0.00046523653189943,-0.000329683042365593,0.000399111570353366,0.000500144604584584
"b_CongEF",-0.0102137902103129,-0.00277219705499044,0.0504845665561047,-0.0179288284586672,-0.00290164037241519,0.0440167062933629,0.0922979659961198,-0.000493476284478687,0.00270775125965214,0.0225757970460594,0.00308231503035699,-0.000801044978066668,0.00763672238912987,0.00202764605571625,-0.00882958714301299,0.00040997556393839,-0.00952699702618456,3.84512265997347e-06,-0.000134602013784999,-0.000238459549936003,0.00299656408959091,-0.00104969727753037,3.72646525578997e-05,0.000448778412486033,-0.000492983189413941,-0.000797467419398481,-0.00103934419233948,-0.00125430328289286,-0.000541042205499892,-0.000602547403671028,-0.000670477868834284,-0.000795380602658015,5.84449197267878e-05,0.000107678480815622,0.000132329647181405,0.000150017872129041,-0.000892094800304225,0.00171861890489529,0.00321298809111948,0.00486597169798133,-0.00102782399131411,-0.00193355573428005,-0.00226754750206606,-0.00229250484125787,-0.000425716668145476,-0.000374239319343392,-0.000259206454447334,5.20358117490935e-05,-0.000507366049027601,-0.000641044264347299,-0.000461128723149088,-0.000542804412021916
"b_Sem",0.00733215331270193,0.00293308428389235,0.00337141906108882,-0.00150020016559988,0.0117214139571376,0.000342059788854512,-0.000493476284478687,0.0247504917696125,-0.00371717407543693,0.00318832528428439,-0.00304809528902377,-0.00134396517248854,-0.00253124763234943,-0.00637591559857446,0.000356089275816389,-0.00223178213271473,-0.00224820719295932,-0.000598315747737233,0.000223410940830943,-2.06849819662262e-05,0.000994550691953559,-0.000291897768254111,-0.00108860789369351,0.000984715785314643,-0.000587869483945004,-5.01958299860649e-05,0.000255657663013461,0.000433750730922339,-1.00198537959489e-05,-0.000154897889946061,-0.000312706828004238,-0.000481606481594461,3.56095344845702e-05,3.92091962480024e-05,3.79200042573251e-05,3.56925001116757e-05,-0.000240227664184017,0.000549435238007062,0.000933733777647115,0.00144289837093703,-0.000310112668328105,-0.000607534360929785,-0.000755983418720201,-0.000813015269596159,0.000248984517629195,0.000615578052161735,0.000992779696464472,0.001636739258008,-0.000438564709892406,-0.000868107631967989,-0.00156759026621464,-0.00175130806229696
"b_ACC_1",-0.00575442444984278,-0.000473586799135806,-0.00319403722432083,-0.00303778322085085,-0.00502760419993178,0.00640610829220074,0.00270775125965214,-0.00371717407543693,0.0914156839770869,0.0378992196766277,-0.00246172144258845,-0.00296581237467106,-0.00120955076580389,0.00455261555864406,0.00545432312490784,0.00537570125396376,0.00855189592350824,0.000466738342066374,-0.000284948034187242,1.58191979058163e-05,-0.00211641551289609,0.00064600189621765,-0.00139025461596515,0.000518389344871858,0.000792406576141871,0.000368077134757508,0.00025429532486186,0.0004649462649261,0.000229504621889102,0.000410730533798615,0.000686687778659128,0.000989732406528735,-7.96575493818382e-05,-8.24697006255212e-05,-7.39843226549293e-05,-6.61791646694275e-05,0.000566441724873629,-0.00112925676872664,-0.0022090441909789,-0.00353200635816863,0.000684878479020559,0.00137908821365079,0.00165539096415675,0.00156663714743172,0.000728528933920133,0.00120401506055126,0.00159996846029977,0.00215494515377899,3.26631653539938e-05,-0.00020745659059917,-0.000891910183297304,-0.00103876288426997
"b_ACC_2",0.00498959408576744,0.0124817057001736,0.0132601908421439,0.000958117144845592,-0.00349503368612122,0.014951690208458,0.0225757970460594,0.00318832528428439,0.0378992196766277,1.30107848666471,-0.00477383382923539,0.0103665515634765,-0.00412348837844696,-0.0119770677631613,-0.0130189015021379,0.00918263428529527,-0.00363939106150058,0.00105901322364341,-0.000503808445585941,-0.000233981169188368,0.00348143245720599,-0.00140561713709054,0.00246079341474934,-0.00116009690920319,0.000269906728898049,-0.00124638914416246,-0.00203774988571984,-0.00227732636616804,-0.000782293054730071,-0.000720882488258803,-0.000525827688340242,-0.000353428728944723,7.246777855118e-05,0.000140687822910105,0.000172274615716345,0.000185072938511657,-0.00107858694719453,0.00204711930491044,0.00359910389967736,0.00526901928996585,-0.00103509916125982,-0.00210045449982938,-0.00272153020337042,-0.0029733436316069,-0.00118664737580243,-0.00194304066860205,-0.00266530660806178,-0.00371098842977991,4.23385752389505e-05,0.000581929849924785,0.00209797200465065,0.00236976875652733
