"asc_ruta2","asc_ruta3","asc_rutaEC","b_tt","b_dt","b_CongAB","b_CongCD","b_Sem_1","b_Sem_2","b_ACC_0","b_ACC_1","b_SI_CAMFD","b_SI_PANEL","b_NO_ZER","b_Si_MTRP","b_CSECO","b_Hpico","b_Joven30","b_Adulto40","b_Adulto60","b_USOCINTURON","b_USODISPMOB","b_EdBasica","b_Htrab_1","b_Htrab_2","b_Htrab_3","b_Exp_1","b_Exp_2","b_Exp_3","b_Exp_5","logLike"
-0.913720149877647,-1.60368185449578,0.360347813835983,0.0721829915405349,-0.351314997111603,-0.0613751047759986,-0.427806693166138,-0.042208471791126,-0.339034534391386,2.20129863259012,1.76515797176056,-0.631938448401999,-0.936563859412843,-1.48476682025015,0.752455031968543,0.121296167053417,-0.12530775838006,-2.23090288293073,-0.810715803059176,-0.560755421827117,0.0925326331425893,-0.189967678833279,0.20679674521195,-0.72761831748982,0.777614755447479,0.39205520793394,0.262190604453929,0.999828647576345,-0.142857878861502,-0.384504715618919,-284.96888363771
-0.931254546869205,-1.61813804571864,0.369085651428363,0.0698634885162548,-0.351023947620456,-0.0506651295226127,-0.425246628647507,-0.113339307490148,-0.392824866092837,2.24736563315682,1.82401731599194,-0.629753010697878,-0.960869601296697,-1.54685474893349,0.693681553128298,0.0284913182436569,-0.0282177404269667,-2.34147710890967,-0.860363815206249,-0.686178101339712,0.201556536768431,-0.193715498979114,0.214036535689712,-0.758053383392278,0.678097645315784,0.319136010871374,0.285766598391963,1.03288822520155,-0.125988380402674,-0.299474874991768,-284.766907250458
-0.927344844745824,-1.61681284919029,0.436486695525095,0.0688214068571417,-0.352394393352179,-0.0545640988970537,-0.425376111504551,-0.192184604418003,-0.427741772417334,2.28307347102306,1.83898431448094,-0.610906812022834,-0.976981492569765,-1.57978342490788,0.651742974485358,0.0543639874890019,-0.0477221000043974,-2.32253962121698,-0.896671516310059,-0.714676695919203,0.153520578256331,-0.21553358870632,0.201483567877397,-0.782243839385361,0.590043519421711,0.314354563623061,0.30035036525368,1.13804542697717,-0.0834208664368726,-0.295748407832733,-284.632911439019
-0.923204298792227,-1.62716533263079,0.492923628704186,0.0679295009246103,-0.348059401656772,-0.0569058821408163,-0.432811173552286,-0.2203657470929,-0.429870972854982,2.28891512982847,1.85783117661646,-0.611188186629169,-0.989236740579486,-1.60221827952896,0.667163882740766,0.0512498730223167,-0.0704443681269064,-2.31863895870261,-0.847296575230497,-0.679610150831382,0.0931332843244224,-0.206332110380388,0.185393016055693,-0.806975805243489,0.56712884912788,0.261541626021017,0.324655810222616,1.14232657785043,-0.0530277147450153,-0.275707629256085,-284.582737401225
-0.918301131567851,-1.63134645056702,0.514648866668204,0.06884827662697,-0.350278559148716,-0.0448480629723925,-0.42751759068841,-0.212540651381396,-0.420605134807517,2.29558539823719,1.86523844992578,-0.606520471365036,-0.999231007278658,-1.62340748845693,0.676576869586197,0.0232538882514268,-0.0722452733504584,-2.28958378751894,-0.811064047279782,-0.65536574950488,0.0748349787713425,-0.240358781138404,0.150620691370205,-0.836105911037801,0.557841564634352,0.287917378760451,0.323482131330664,1.13977415739642,-0.0482921467891695,-0.271120142681383,-284.556308648671
-0.914852397692407,-1.63331603139297,0.51734062870417,0.0689386145020998,-0.349005170290752,-0.0484394847185909,-0.432629442217089,-0.203707209827038,-0.401020391593245,2.30577043918136,1.87216433757635,-0.616357274145393,-1.01412007606152,-1.65255778952251,0.664224706416124,0.00750271204147081,-0.0771568342454357,-2.23372727361818,-0.803871617243121,-0.629597864268939,0.0821354587334177,-0.244744980013392,0.157960227641967,-0.876379614683445,0.569484755814983,0.279755095005131,0.295905811682716,1.14521578235952,-0.0514685977813028,-0.289584322491167,-284.525888382081
-0.917758394336098,-1.64491103705893,0.503689925186817,0.0692458242499109,-0.347297404408263,-0.0570230048287194,-0.44169722440458,-0.215219050916988,-0.399975508762983,2.30805527862561,1.88749662938527,-0.627875825153728,-1.03043416631198,-1.68492798311041,0.646041236439123,0.0282729610929019,-0.076552667503695,-2.20156130805063,-0.806234992807094,-0.631308839264756,0.0753024007507756,-0.23169826314809,0.141559420895845,-0.919930633846882,0.58143505909426,0.287926550309375,0.28730000062769,1.12897532504694,-0.0707553654310616,-0.285605040603484,-284.510087617355
-0.921071280571518,-1.65129106491925,0.48540778042149,0.0702536692421322,-0.347174807986596,-0.033058111364046,-0.428595075183433,-0.237341044190913,-0.408830321136004,2.32453868341173,1.89508337720887,-0.632378696091992,-1.05272243504086,-1.72849197025067,0.641913575718928,0.04369436283748,-0.0778691610790895,-2.18484216265034,-0.810911531289531,-0.630091929462003,0.0675933918058283,-0.235635196267879,0.152289393998675,-0.977455231068182,0.587172584957569,0.287040915216612,0.288262399067521,1.10708473293047,-0.080320878188379,-0.299096787623437,-284.493859204428
-0.919544901874535,-1.66008018923975,0.455992889449808,0.071542640556526,-0.347116440239553,-0.0230371684289956,-0.418891294402864,-0.241931361247716,-0.411665511984336,2.40127170948975,1.96381691467152,-0.627636732372928,-1.18808418218515,-1.99035631308364,0.688128412619802,0.0602540557990282,-0.09274770040667,-2.17068145484303,-0.810445494101926,-0.62044589010519,0.0854223887472442,-0.212145306217807,0.149321471729405,-1.29369636598262,0.566924809563158,0.280989848910703,0.229367294497097,1.13158002638571,-0.078612833294034,-0.302779329331607,-284.448136185958
-0.920986048149176,-1.65678560163836,0.45513114335998,0.0716765788985819,-0.348369236980043,-0.0376282393303113,-0.428447717105322,-0.21850527414409,-0.399630850429707,2.46338571406328,2.01443220727996,-0.625546219720796,-1.29462201464659,-2.20330124549084,0.65697271163986,0.0560886216122469,-0.0744816407817206,-2.16982384295523,-0.811920305674375,-0.603713798771659,0.0753478786126024,-0.216876163879624,0.161189631927047,-1.53610626720535,0.565099975980443,0.278585262957479,0.247465565894926,1.1398575358032,-0.0800628476038219,-0.31786557051372,-284.39909743205
-0.915814795190987,-1.64357419732735,0.476521506247505,0.071140820425481,-0.349794412802763,-0.0470575509873967,-0.435092196667451,-0.207970540827264,-0.397584413777644,2.50072315410856,2.05637841761345,-0.653592313945803,-1.38869457662195,-2.39260167138842,0.637085459728148,0.0537818777161681,-0.10944389095598,-2.16386163347614,-0.803124557107229,-0.625204427652161,0.0949343384007647,-0.24623173273296,0.174418131845247,-1.74399669947065,0.585932207240419,0.277059886090827,0.278135477801887,1.13863061339826,-0.0776710678538622,-0.305053333027032,-284.37653139826
-0.916758166947935,-1.64589073059185,0.487717711410938,0.0712254849009893,-0.350044533003537,-0.0505111619829544,-0.437948528478315,-0.214536024249404,-0.402427932705679,2.5160588703862,2.07167661851462,-0.642255582386264,-1.45027827221293,-2.51363467839213,0.648152892288323,0.0367195094288201,-0.102083585466187,-2.15927243744208,-0.817980281229433,-0.633303258793423,0.0924956864520837,-0.242884798265191,0.173029149542479,-1.86981102257336,0.60602001971779,0.27968570188525,0.296722907060076,1.13683800760281,-0.0729388492555845,-0.296574833014189,-284.353405859333
-0.918755449643137,-1.64671316923495,0.489048739264618,0.0713096352032895,-0.350824110896467,-0.0543621249167577,-0.439094613408278,-0.217118719940152,-0.407016730923227,2.52696970224315,2.08507171235961,-0.635915399394793,-1.53644728580201,-2.68680253827973,0.644873780914572,0.0380207347192831,-0.088113312016794,-2.18007059815211,-0.816006281143585,-0.636313637011284,0.0885860249683796,-0.242651710781239,0.165827375424208,-2.03991311697559,0.603283581611672,0.283955025212397,0.290819767023463,1.12208094001337,-0.0537156024602968,-0.298795821579391,-284.327716494485
-0.919411922133013,-1.64510974198372,0.485949354518561,0.0712837108221819,-0.351360236923937,-0.0517800864853533,-0.438020196157446,-0.214861793409107,-0.406485152007549,2.52877468370058,2.0904687771171,-0.629220521779345,-1.63731949528375,-2.89004766586412,0.653810557445987,0.0368455525987865,-0.0831758712525322,-2.19564183989534,-0.813057741855703,-0.633622867038888,0.0869976029658993,-0.236149318035317,0.163747609594836,-2.23393483446426,0.581602241439046,0.283106026003528,0.303697768665481,1.12382060266827,-0.0817969714322945,-0.296284379092832,-284.30595996806
-0.921683009790517,-1.64364871221911,0.491016074379777,0.0714228791867142,-0.352531523262092,-0.0547798497012716,-0.437842733851267,-0.22593800270597,-0.416278666846809,2.49013232539086,2.05814269975601,-0.610942674237939,-2.0076296268839,-3.63212719008068,0.670975762140476,0.0258327814411891,-0.0657505227219417,-2.21687308530686,-0.822047498370129,-0.645250485827966,0.082393889296652,-0.228306410855612,0.151322952616916,-2.92711218634765,0.589859823262615,0.289057340143781,0.310869234387406,1.11585795483215,-0.0563720331428346,-0.283334599053773,-284.264744317092
-0.919878979457532,-1.63955833654195,0.494162606669396,0.0712251220246425,-0.353820524317161,-0.0524628601108743,-0.435422887947937,-0.226703884442129,-0.416142786149098,2.4272836635697,1.99782087865872,-0.609467862338873,-2.29922211375179,-4.21767255132048,0.67278207596502,0.0282496495912973,-0.0664783970721292,-2.21807560184948,-0.821009477958535,-0.644985434665587,0.0818682054904826,-0.227007662971322,0.150771677496014,-3.4521554716134,0.580714416255558,0.2873435988452,0.306930494756025,1.11203972112887,-0.0667804266890467,-0.286454359634531,-284.240284109118
-0.915436630634787,-1.63596983671011,0.489995119548055,0.0709059312281068,-0.356329762749784,-0.0476236003869014,-0.430865479982642,-0.228381862816146,-0.415694984966243,2.28547515168108,1.85735686848325,-0.612867129991979,-2.83761796508218,-5.29678897843801,0.670308277537712,0.0330223887550617,-0.0737456034010259,-2.20692927425774,-0.820353637523166,-0.642661540126491,0.0829653682210624,-0.228485745392924,0.15478634821065,-4.40781535158461,0.581850633157339,0.283921760036287,0.301825406468501,1.1188138873096,-0.0676936165520222,-0.28764941835162,-284.211650839187
-0.912520682950145,-1.63563634300019,0.494954193501918,0.0706474819817156,-0.358307139933794,-0.0459337360263658,-0.428880450524045,-0.229286333952133,-0.416222810040934,2.21890410496161,1.79044551439636,-0.61468151850504,-3.13739176354824,-5.89676599284688,0.669242615241239,0.034775815932958,-0.0776238924073646,-2.19911501775475,-0.821915357385249,-0.642961700684622,0.0829798470651165,-0.229903800452563,0.156345070082668,-4.94331809854955,0.582566052543493,0.281895351162004,0.294946662464607,1.11701999723249,-0.070002912588466,-0.291804380696812,-284.206471829545
-0.912054670317536,-1.63675511239232,0.492147200146993,0.0706271065441461,-0.358933516197733,-0.0453131869744725,-0.42841998110555,-0.229452153061811,-0.416636573241237,2.20159318031589,1.77304434992114,-0.615353456121952,-3.28454220511282,-6.19087619693561,0.668849802641094,0.0353841161992852,-0.0784104629925052,-2.19915136168537,-0.8215654866663,-0.642384013039297,0.0833446823012556,-0.230324270805624,0.157138583221497,-5.21774678584126,0.583756481571009,0.281683451795194,0.29603254872983,1.12019751539998,-0.0684567060959892,-0.290834036367937,-284.205485165932
-0.911785001265035,-1.63796262640957,0.492927655503119,0.0705957709083851,-0.359441575476945,-0.0452835220541152,-0.428384935809586,-0.229496643733339,-0.417086925497411,2.19614598996964,1.76728303660191,-0.615617293368709,-3.49197781233742,-6.60539556768409,0.669158926440154,0.0354285494946972,-0.0786509581106577,-2.19893771619311,-0.821963839851492,-0.642621154616569,0.0833351741799942,-0.230580805327047,0.157234818040508,-5.61648506860591,0.583934241786379,0.281532466492709,0.295477855023391,1.12006313127605,-0.0686945654639216,-0.291363976049806,-284.204344315464
-0.912259380595655,-1.63926659008309,0.491596396681147,0.0706284568687241,-0.359332758377931,-0.0455246749855149,-0.428789999108206,-0.229252870132619,-0.417222147408404,2.20565498509933,1.77653093940021,-0.615768367654327,-3.80950980793334,-7.24001933738946,0.669333850243338,0.0353109622803142,-0.0782348674343445,-2.20026820078392,-0.821705064023555,-0.642428473865927,0.0834600662930709,-0.230579406765834,0.157201266118969,-6.24119268702783,0.584151670678337,0.281836721747578,0.296705538567342,1.12108457539713,-0.0681066499966166,-0.290721500040035,-284.202856498935
-0.912870986560365,-1.63902107097191,0.492838377404789,0.0706583881511521,-0.358683568962956,-0.0460814421103078,-0.429350940593646,-0.22892515920932,-0.416844738818705,2.22520677909198,1.79592936831748,-0.615485678100131,-4.17134956396728,-7.96361274376702,0.669548038172079,0.0348804286911448,-0.0775567506827122,-2.20052466299838,-0.821726147487551,-0.642623597400534,0.0832879539060664,-0.230293705713394,0.156681199398344,-6.95945288514329,0.583419156809959,0.282125295594861,0.296445538318216,1.11931885254549,-0.0689449878662801,-0.291140476768985,-284.201779406131
-0.913292726789478,-1.63817663025008,0.492324583573222,0.0706961795548944,-0.358065177674062,-0.0462672451323867,-0.429579139057994,-0.228734341377102,-0.416362374742653,2.23701297175583,1.80783513201396,-0.615286455531311,-4.47784816832925,-8.57678492780986,0.669277723559176,0.0347508959802956,-0.0772110372612283,-2.20082490935901,-0.821345093654035,-0.64240494810196,0.083289286834657,-0.23004629714986,0.156514168262038,-7.56554321498757,0.583163198140129,0.282339811325965,0.296936479983083,1.119176798276,-0.0689090928283442,-0.290782140318142,-284.201401363929
-0.913317801201528,-1.63747683429121,0.492903060761183,0.0707002215153123,-0.357855971725243,-0.0463268642043749,-0.429588432359563,-0.228706617144821,-0.416134679629584,2.24037115084199,1.81126255808837,-0.615138627033906,-4.72525159300606,-9.07176226503976,0.669176166231422,0.0346877557344814,-0.07716542002268,-2.2004499238973,-0.821344075895223,-0.642449530615071,0.083214422475615,-0.229947184597248,0.156401920967404,-8.04988177160715,0.582895318638368,0.282328968831325,0.296565645385772,1.1184681494709,-0.0692628979243295,-0.291010097213124,-284.201270360198
-0.913275473616422,-1.63713878699019,0.492728630563624,0.0707042128471029,-0.35781392888252,-0.0462673027594035,-0.42951811137864,-0.228730847075489,-0.416051595491067,2.23959410970047,1.81056334766543,-0.615104034980714,-5.01934442413301,-9.66005303933631,0.669045818655139,0.0347276242479393,-0.0772193225007831,-2.20036598726052,-0.821270024285388,-0.64238543621128,0.0832247432206669,-0.229925860494365,0.156439478475717,-8.62230550423448,0.582915813068594,0.282307884101536,0.296607680217218,1.118590544002,-0.0691922688436797,-0.290921303711876,-284.201172532899
-0.913150777073378,-1.63716819328211,0.492845273762539,0.0706959079054993,-0.357947611067205,-0.0462027142227089,-0.4294311450756,-0.228791173150434,-0.416132530214542,2.23640135587584,1.80738947510308,-0.615122557558303,-5.37855662582214,-10.3784884953445,0.669069662751472,0.0347687130581283,-0.0773177561397684,-2.20022775604258,-0.821342197192071,-0.642425088490378,0.0832192979316957,-0.229971408325395,0.156483741655643,-9.31942816159904,0.582960055993768,0.282244870079571,0.296471501334005,1.11860479832628,-0.0692010037328377,-0.290994292125269,-284.201096753439
-0.91309508624678,-1.6374781147205,0.492632025265916,0.0706911569214497,-0.358086399831323,-0.0461508543525136,-0.42939340663498,-0.228827796181934,-0.416260802652705,2.23371451891768,1.80468055491474,-0.615191753972049,-5.72753768523962,-11.0763831398875,0.669119934213714,0.0348103527000727,-0.077374163540546,-2.20035611378587,-0.821370241190542,-0.642421545365215,0.0832504292536363,-0.230030355291896,0.156548971168424,-9.99699563857956,0.583097117598907,0.282226469028325,0.296589087504672,1.11893042813295,-0.0690475617354768,-0.290917649345781,-284.201060726045
-0.913076586849943,-1.63768663055896,0.492662753206646,0.0706868119215526,-0.358157883942257,-0.0461494941354696,-0.429395904807874,-0.228837095271129,-0.416336371033315,2.2328413822675,1.80377475755402,-0.61522606024676,-6.02515699354258,-11.6715677132541,0.669185579728589,0.0348139132721972,-0.0773854523642058,-2.20038744727346,-0.82141489888819,-0.64244972270983,0.083253783410348,-0.230061268053437,0.156559338430739,-10.5757803391233,0.583129242574004,0.282218896758017,0.296578301797354,1.11896564896616,-0.0690368748798677,-0.290944374006655,-284.201047281483
-0.913091888192571,-1.63778583846112,0.492607973493554,0.0706869103387094,-0.358166661655302,-0.0461550180504009,-0.429410780293587,-0.228830962795699,-0.4163570366019,2.2329222681221,1.80383734918214,-0.615243868650996,-6.33413761654973,-12.2895009769455,0.669202641590697,0.0348126470868139,-0.0773766914758529,-2.20044940160613,-0.821414404964351,-0.642446674420689,0.0832617548620377,-0.230068726037171,0.156563353484867,-11.1775006376061,0.583152110640905,0.282228146888897,0.296625354207048,1.11902827030624,-0.0690074651269244,-0.290922761989986,-284.201039651082
-0.913107334757032,-1.63776039882415,0.492645831427214,0.0706875246683234,-0.358143052680423,-0.0461689315700417,-0.429424189260115,-0.228820972999589,-0.416339568877883,2.2335077067749,1.80441973751529,-0.615236173992936,-6.68028309435024,-12.9817948006938,0.669202412930894,0.0348033685249471,-0.0773621058001846,-2.20043382001368,-0.82141090479372,-0.642448533484114,0.0832569396618856,-0.230060053198324,0.15655028069303,-11.8519760409,0.583127898878419,0.282234275695238,0.296608544947993,1.11896954540584,-0.0690345118004453,-0.29093779169917,-284.201034542559
-0.913120254989904,-1.63768493278017,0.492645818427579,0.0706901578951545,-0.358110116597015,-0.0461745355545664,-0.42942894697899,-0.228814129940855,-0.416308415886345,2.23401382279304,1.80493485792473,-0.615222463009269,-7.02947091489771,-13.6801887767447,0.669179871965088,0.0347982736556193,-0.0773526176495404,-2.20042513995261,-0.821395039996648,-0.642439894770852,0.0832545127830041,-0.230046585657996,0.156542095809048,-12.5323783657383,0.583110715153147,0.282239590861063,0.296609564764528,1.11894210632134,-0.0690463404653782,-0.290932628283201,-284.201031921904
