"asc_Op2","b_tt","b_dt","b_CongAB","b_CongCD","b_Sem","b_ACC_1","b_ACC_2","b_SI_CAMFD","b_PANEL1","b_ZER1","logLike"
0,0,0,0,0,0,0,0,0,0,0,-306.512828538403
0,0,0,0,0,0,0,0,0,0,0,-306.512828538403
0,0,0,0,0,0,0,0,0,0,0,-306.512828538403
-0.0131199999850651,0.0615442328853533,-0.00888404654688202,0.0046933333396737,-0.0081066666643892,0.00947894393902971,-0.001813333346945,-0.0034133333247155,-0.00437333332229173,0.000639999998384156,0.00202666666154983,-298.615110569614
-0.395750185688905,0.0612972853994576,-0.285240195205614,0.124562317362107,-0.226426227641909,0.233005742718193,-0.063870940918055,-0.0867347847140436,-0.126585341212534,0.0180490930366984,0.0461483743899929,-277.083874656262
-0.852848945892197,0.0597248625882302,0.0668416415147617,-0.259800195258974,-0.444191826635098,0.245862849819775,-0.327744690684961,-0.298700090580052,-0.401182695181378,0.0877206665478479,0.297407698412713,-270.026518867042
-0.728245633680256,0.0582763530778849,-0.033172068192759,-0.593025610959491,-0.569913099196915,0.387505065685307,-0.527729150027953,-0.44260878902912,-0.558163639876901,0.175536614879881,0.450276802330699,-267.622184808977
-0.6467601568185,0.0582772752653676,-0.0323830303051304,-0.566053942621832,-0.717854854532825,0.336082562127585,-0.599423876709874,-0.550096282522088,-0.588439567753322,0.255992654071156,0.467205997953548,-266.934940807729
-0.629600091469757,0.0629661955614126,-0.0813639629663145,-0.510791574385828,-0.608321031949948,0.298377192768402,-0.695882830194547,-1.03068318713217,-0.560649550955623,0.669212707211305,0.32910540338385,-265.819028314044
-0.609477082820036,0.060844667843692,-0.049538033064661,-0.472239961609224,-0.599332014815331,0.362006339150367,-0.654588239393031,-1.12684937964332,-0.540279052985706,0.761107028178826,0.363374481304647,-265.525328630159
-0.615365489728456,0.0620774084516193,-0.0697110616072299,-0.471946400333497,-0.597896443196135,0.341862277135506,-0.608624157211724,-1.15070771100353,-0.536112704418142,0.791161651630513,0.404688824214356,-265.375706901242
-0.641015836626964,0.0676384257378274,-0.0848929061352292,-0.495189671843187,-0.658873759401305,0.35805067045188,-0.543679671078201,-1.11140343311522,-0.52899712909117,0.809108409967948,0.345872754072611,-265.032155130807
-0.660410499085318,0.0784399725447017,-0.113957803894539,-0.353401439769463,-0.602702532836742,0.373719701147848,-0.670924631456183,-1.00730695424331,-0.603267081825314,0.771548174648922,0.418234440000743,-264.919008508129
-0.669893590437288,0.0785778671812221,-0.120896146423089,-0.372985898475339,-0.618433606851579,0.374869276928112,-0.674362340410553,-1.0549685552146,-0.535986606447087,0.737341080937186,0.430031255358526,-264.840028372334
-0.662393025436028,0.0771899952430651,-0.118724192876476,-0.405628478084377,-0.63611258350792,0.375126110578732,-0.602228332496736,-1.16034863994473,-0.568760320322121,0.692056669517691,0.407460252511024,-264.731330233238
-0.667105682778523,0.0770171031415452,-0.117900289670502,-0.418855776907663,-0.645295927253061,0.374949003834218,-0.595646905937312,-1.15373410550165,-0.562992125829088,0.731695030771068,0.407567391146308,-264.712001535869
-0.674962420113664,0.0766784856229565,-0.117291469480295,-0.44394945450337,-0.662442431783636,0.375774833933082,-0.581141882126965,-1.18082990909941,-0.549501688934444,0.764458004516296,0.406412879129857,-264.698872029555
-0.675303116118124,0.0767080003680206,-0.11710431263252,-0.443706589386835,-0.662434368719565,0.375828379126324,-0.582562496432923,-1.18078534391831,-0.550652958228674,0.767809629870694,0.406718927312387,-264.698821151706
-0.675407306924568,0.0767115147903512,-0.117059394968571,-0.443730213134629,-0.66247835428389,0.375864479755809,-0.582869075950549,-1.1815843314238,-0.550818864764343,0.767838134723267,0.406763490328134,-264.698818929127
