"asc_ruta2","asc_ruta3","asc_rutaEC","b_time","b_dist","b_clima","b_cong","b_Hvalle","b_T_prof","b_Hor_trab","b_EduBasica","b_Info_traf","b_Joven30","b_Adulto40","b_Adulto60","b_USOCINTURON","b_USODISPMOB","lambda1","lambda2","gamma_EDUBASICA","gamma_CSECO","gamma_CONG_EF","gamma_SININFO","gamma_HORAS_TRABAJO","gamma_HPICO","gamma_CONG_CD","gamma_USOCINTURON","gamma_USODISPMOB","zeta_FRbr","zeta_EnfCond","zeta_AFrSem","zeta_CulFr","zeta_OmLmVel","zeta_IgPare","zeta_UsoCel","tau_FRbr_1","tau_FRbr_2","tau_FRbr_3","tau_FRbr_4","tau_EnfCond_1","tau_EnfCond_2","tau_EnfCond_3","tau_EnfCond_4","tau_AFrSem_1","tau_AFrSem_2","tau_AFrSem_3","tau_AFrSem_4","tau_CulFr_1","tau_CulFr_2","tau_CulFr_3","tau_CulFr_4","tau_OmLmVel_1","tau_OmLmVel_2","tau_OmLmVel_3","tau_OmLmVel_4","tau_IgPare_1","tau_IgPare_2","tau_IgPare_3","tau_IgPare_4","tau_UsoCel_1","tau_UsoCel_2","tau_UsoCel_3","tau_UsoCel_4","logLike"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.158,0.144,0.205,-0.233,0,0,0,0,0,1,1,1,1,1,1,1,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-4660.65388040662
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.158,0.144,0.205,-0.233,0,0,0,0,0,1,1,1,1,1,1,1,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-4660.65388040662
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.158,0.144,0.205,-0.233,0,0,0,0,0,1,1,1,1,1,1,1,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-4660.65388040662
-0.00356048159301281,-0.00490448158234358,0.00748144480166957,0.0269601968466304,-0.00343697523931041,0.00887924164999277,0.00469092780258507,0.00308540952391923,0.0991811269195751,0.0951458647614345,0.00421407027170062,0.00149261398473755,0.000296566809993237,0.00212537805782631,0.00377019384177402,0.00606179761234671,0.00220075191464275,0.994239007530268,0.995426934503485,0.148310750785284,0.130492470256053,0.200762263890356,-0.246391528278589,-0.183387603843585,-0.00831651350017637,-0.00335998396622017,-0.0121329810936004,-0.00490676308982074,1.00618890410988,1.00568061735248,1.00613712472841,1.00135066639632,1.00477516156388,1.00510026759002,1.00015172659187,-2.00222222460434,-0.989947464666329,0.997134969569743,2.00219411478611,-2.00269806192955,-0.988804021792021,0.998405181744602,2.00133719627047,-2.00294391496573,-0.987898874096572,0.997840735944919,2.00182549771853,-2.00391155423131,-0.993582551483996,0.993812014348805,2.00367571308743,-2.00246332777897,-0.987266973417718,0.999191035807598,2.00039288762491,-2.00194011820713,-0.987013821140863,0.999139637860935,2.00050996133359,-2.00482795998687,-0.991847252123989,0.994919963472057,2.00308942102129,-4309.36424975278
-0.00681826338688267,-0.00984321943798416,0.0134023286955441,0.0432952747841201,-0.00782803853286696,0.015902745960453,0.00775635871654462,0.00558712624034667,0.154954034918382,0.170515333227259,0.00741266367849678,0.00264708598447305,0.000603735839580418,0.00415739191380618,0.00647902462230045,0.0109551250746139,0.00395162917067706,0.988030338286658,0.98670953266226,0.136295909915083,0.113772500720384,0.198312350231724,-0.262938854895554,-0.157005833797705,-0.00655530084747469,-0.00242312780833927,-0.0115745065490965,-0.00414727068028679,1.01368756064951,1.01270536243567,1.01373306398257,1.00267369896937,1.00752833386927,1.00919667363834,0.988382316017649,-2.00502380300705,-0.978295956109109,0.993672547890976,2.00474798061973,-2.0060460055696,-0.975836023585798,0.996455161015128,2.00289296853405,-2.00658309086896,-0.973855555975566,0.995232122712449,2.00395562672986,-2.00867899665053,-0.986202625512607,0.986388457459983,2.00792557206447,-2.00950081314773,-0.974909832108869,0.997913236323656,2.00068657309505,-2.00847037422764,-0.974275938676904,0.997837031214468,2.00096529482258,-2.01329102416838,-0.985031551154906,0.987739370457127,2.00626501411814,-4246.61470131897
-0.0562969977074223,-0.107084713502959,0.0543638929359625,0.134263409940452,-0.0922259317526016,0.0634013319075846,0.0471859475245508,0.0262876715342908,-0.263024132006311,0.682658728997191,0.0218064887062094,0.0126426238042968,0.00344273277307521,0.031421070536978,0.0119773618596232,0.0487668816705579,0.0124800409081027,0.907240800584728,0.951191167588246,-0.227009009383392,-0.388324373278791,0.111834502727532,-0.760743969322269,-0.192425016034045,0.00569128991737889,0.00946708383116385,-0.0444579124417918,-0.00172841813695834,1.22538054881941,1.21325162565654,1.2327794840677,1.02059816769254,1.08228465327039,1.12325055451022,0.637329267479107,-2.09035897123489,-0.663416070316839,0.895422834183139,2.07453089199676,-2.10604250542889,-0.625393520881125,0.940645472565073,2.04537168439105,-2.11477062490872,-0.593600205837233,0.92130108153157,2.06235854858485,-2.1461398906274,-0.789797912251802,0.776892028443689,2.1229973471128,-2.21389702899301,-0.643425734139935,0.961404487044906,2.00841045925074,-2.19946270192851,-0.632064404895034,0.960821320450739,2.01327586722544,-2.25322500782971,-0.806005910986453,0.785199540153134,2.09243511227098,-3771.70523917683
-0.10355845650628,-0.229768541777754,0.0334767781585989,0.000379800860967283,-0.189846568695503,0.0352633921497143,0.103685714975553,0.0243705286149357,0.0706479323314673,0.345517860971718,0.00640770970386599,0.0147534617663908,-0.0148583322439135,0.0286199761376051,-0.0014927702203554,0.0360680764686675,-0.0104035618972621,0.916657729792952,1.11830601193075,-0.570263331887643,-0.875576654076619,0.0389194332588907,-1.24296090765458,-0.189907996450108,0.0305550184127663,0.0275604476697089,-0.0927305554993779,0.00443171645067787,1.45961965122183,1.44209840835228,1.49015805448512,0.952701280261476,1.05443627065573,1.13780594067939,0.200873156538255,-2.22644154526391,-0.285376140307502,0.753615678737019,2.16780408422208,-2.25309628159727,-0.20688899139333,0.85905434402499,2.10347651925613,-2.27232849776804,-0.136365475582718,0.813802823428667,2.14294621620931,-2.33771635570787,-0.569243724031351,0.488810520440327,2.26071491598181,-2.48815380107753,-0.255737522571822,0.907598289041198,2.0183754835879,-2.46347837786781,-0.228849611824603,0.905722489268351,2.03023085227034,-2.5194489649907,-0.584928766733062,0.514031372256194,2.20010244940423,-3428.20265514504
-0.140661449704291,-0.313603492264112,0.0306109221486227,0.20304944683093,-0.201327026187336,0.0287350764582555,0.158644817200494,0.0286839121535062,0.0868730338499271,0.268124839311111,0.00313615119641332,0.0156666742147996,-0.0246156953990349,0.0329357287217949,-0.00692221818398983,0.0397796189004364,-0.0246581556598497,0.874456235027054,1.18492714462159,-0.498010734684263,-0.793272943635976,0.0642304501163066,-1.15663180010871,-0.180519779383789,0.0471335145321896,0.0435103351881248,-0.124833637529968,0.0132371681737226,1.49056197473564,1.48209003833565,1.54664794525872,0.828479574490931,0.973691624840136,1.05530295516761,0.262470856675092,-2.33556710147428,-0.12224536488706,0.666378382127026,2.21883511046924,-2.36246381421209,-0.0264999269484429,0.809191224925981,2.13666090480437,-2.39078161057842,0.0691601379667693,0.745671628149126,2.1898143220424,-2.44418510340712,-0.498149528383776,0.33075129763265,2.32193276531275,-2.62273786901983,-0.0803419878322659,0.8742477454513,2.02340788395153,-2.60404425056151,-0.0427353625537561,0.869762206834937,2.04036414365119,-2.58279478203992,-0.449705592083371,0.391422969765878,2.25580673691173,-3323.9487131022
-0.240109556346849,-0.546106935856094,0.0414976642253633,-0.0806216459305371,-0.33735107268218,0.0335912934669014,0.196053738423114,0.0415030242244865,0.0815376508546438,0.30154788995712,0.00657213234564591,0.0210685581996106,-0.0445067450572119,0.0544059347987031,-0.0161870235798871,0.0619601418171344,-0.0480263107577089,0.714062320916117,1.27881947082071,-0.248450509631129,-0.491340586713132,0.128200606926227,-0.845497787414379,-0.182087730601214,0.0909679870709159,0.0815837216687224,-0.205394765923085,0.0390968245479466,1.5423987880633,1.55447490214784,1.65668269526597,0.585104168413401,0.840674694552897,0.904855213299562,0.445505728534106,-2.58952631635645,0.213407435627073,0.474575840809061,2.33633158862873,-2.61376502627992,0.347112126150795,0.703320379265627,2.21453608852625,-2.66577460574654,0.503727387747938,0.595363113215002,2.30008937017803,-2.66226897943588,-0.379118376173536,-0.00183678904193429,2.45163376015312,-2.89606128977365,0.290653261483282,0.798829328906277,2.03410420308046,-2.89635510420943,0.355604411295957,0.785816226725319,2.06379297002873,-2.69348878117543,-0.189986901986961,0.14281401662669,2.37707815434493,-3280.51381297507
-0.273151227739792,-0.62761925366753,0.0429938990019395,-0.0811768556476175,-0.343071039372647,0.0328518646300106,0.210181274484141,0.046026924974231,0.0856535457558806,0.287893164571874,0.00615418144238483,0.0235194262017134,-0.0519210559189558,0.0611933863275296,-0.0199562733334989,0.0694131001274647,-0.0577927289093231,0.639239814515883,1.28992744731809,-0.197080080165036,-0.431705649904662,0.139378514621018,-0.783793179298384,-0.183832786248213,0.105764757257486,0.0932238432423695,-0.231337606761338,0.0452071878330966,1.57777793317662,1.59089067914406,1.70220883452416,0.615494130470475,0.880712549674288,0.939184466113281,0.397564058300746,-2.64911939137685,0.237444432502156,0.473275214473882,2.37147188471639,-2.67058912870029,0.396638965242174,0.71046453737075,2.23942773060579,-2.73197612928261,0.503493661411378,0.657915776598299,2.3354533874138,-2.68726555483458,-0.426559047209881,-0.0104033307475513,2.47982113168762,-2.93524919664977,0.35743283350678,0.787505591577641,2.03595211563512,-2.9423319951015,0.434606088400795,0.768767146946277,2.07029047592411,-2.71301073213934,-0.258989671192859,0.164454473351601,2.40432396498027,-3251.79945259138
