"","asc_ruta2","asc_ruta3","asc_rutaEC","b_time","b_dist","b_semaf","b_CamFD","b_ZER","b_MtrP","b_Acc","b_Panel","b_clima","b_cong","b_Hvalle","b_T_prof","b_Hor_trab","b_EduBasica","b_Info_traf","b_Joven30","b_Adulto40","b_Adulto60"
"asc_ruta2",0.037786518285326,0.0173634021573095,0.0246914207411517,-0.00148237682692589,-0.00311479856053778,-2.02645038784906e-05,2.36376218215987e-05,0.0015654002152212,-0.0001538387566897,0.00633569073519003,-0.00144243532502505,-0.00788830750524154,0.00126793251144364,-0.000457249307224753,0.00011868844211051,0.000104502835212468,0.000244850722184311,-0.00338953197288026,-0.00365517030036164,-0.00776775997854173,-0.00733668662499366
"asc_ruta3",0.0173634021573095,0.0788112499249797,0.0321915433297524,-0.00429699695598994,0.0013809563283164,1.85148307472309e-05,-1.12578911562856e-05,0.00117287188300177,-0.00482061874134161,-0.00714321497715765,-0.00095552945244118,-0.00730164776930236,0.000115464610710501,-0.00201636520790194,-0.000109991272282028,0.000577529771803163,0.00165967337435657,0.00186777074263969,-0.00890755023882942,-0.0145607994255707,-0.0121492242107468
"asc_rutaEC",0.0246914207411517,0.0321915433297524,0.749463706321874,-0.000420544807154694,-0.00446885544595506,2.70547553226323e-05,-0.000100434458268372,0.00849052481193035,-0.00736952589010129,0.00275175636362928,0.000685881737403219,-0.10455691647193,-0.00760204997802813,-0.00438887358890536,-0.00237313638299502,-0.0364000069072194,-0.00463612773537641,-0.0625890075425293,-0.144525865962178,-0.119163972561007,-0.103400899487758
"b_time",-0.00148237682692589,-0.00429699695598993,-0.000420544807154671,0.000854303147541797,-0.00109330562474785,2.39114363381723e-06,-3.45008375739593e-06,-0.000245392147957267,-0.00016410638049304,0.0012446727552515,8.38478534726229e-05,0.000157774433775394,-0.000793967859036873,0.000200136808720151,2.74443056346777e-05,-0.000253725878595786,-0.000269140688581974,-0.000230392457951809,0.0011196208274267,0.00105681226379096,0.0004418441706399
"b_dist",-0.00311479856053779,0.00138095632831639,-0.00446885544595501,-0.00109330562474785,0.0125231790469794,-4.02828215169773e-05,4.18431708430177e-05,-0.000581671685820139,0.00212793094952011,-0.0030236852105831,0.000927055980662796,0.00355771980128652,-6.73753545856284e-05,-0.00209660657138434,5.88157024449226e-05,0.000478766201077155,0.000526640213698112,-0.00219193400245044,0.00172588925815329,0.00554814878648235,0.003369549896615
"b_semaf",-2.02645038784906e-05,1.85148307472309e-05,2.70547553226356e-05,2.39114363381723e-06,-4.02828215169773e-05,2.23087229882624e-06,-2.25850902761506e-06,-1.25925814984747e-06,-3.60712594435789e-05,-0.000170285669986123,2.02601930702996e-05,0.00012268860173821,-1.26018040680751e-05,-5.29819813784495e-05,-4.47791195355851e-06,-4.31605754366365e-07,-6.13516505765648e-05,-5.10869401734502e-05,-9.29975318125053e-05,-0.000126955611781364,-3.29082662176513e-05
"b_CamFD",2.36376218215988e-05,-1.12578911562856e-05,-0.000100434458268373,-3.45008375739594e-06,4.18431708430177e-05,-2.25850902761506e-06,3.86915111194724e-06,-2.10906411122543e-06,4.11183496250884e-05,0.000163132948200245,-1.87697476662831e-05,-0.000103312982932555,2.50561334342729e-06,8.2735481594791e-05,7.14753869021941e-06,2.61672383676499e-06,2.23824041432796e-05,5.38869772429501e-05,0.000100823464007658,0.000137076656646663,1.65540981569655e-05
"b_ZER",0.0015654002152212,0.00117287188300177,0.00849052481193038,-0.000245392147957267,-0.000581671685820139,-1.25925814984748e-06,-2.10906411122543e-06,0.00358283791774394,2.40286643744062e-05,0.000590268399460465,-0.000247294689410347,-0.00215209862290726,0.00022073512581015,-0.000330796554433962,-1.87470324479561e-05,-0.000350480345506755,0.000467168008839942,-7.54873710844517e-05,0.00168380606536923,-0.00149561090269526,0.00114947067709428
"b_MtrP",-0.000153838756689701,-0.00482061874134161,-0.00736952589010127,-0.00016410638049304,0.00212793094952011,-3.60712594435789e-05,4.11183496250884e-05,2.4028664374406e-05,0.0144796393867014,0.00277011297545515,-0.000862073725983508,0.00270575582132722,0.000230968768575453,0.00177633356941976,0.000211506569692622,-5.83487418610531e-05,0.000408331442144614,0.00343972981647445,-0.00106731165204479,0.00592317358522229,0.000954397227382928
"b_Acc",0.00633569073519003,-0.00714321497715766,0.00275175636362928,0.0012446727552515,-0.0030236852105831,-0.000170285669986123,0.000163132948200245,0.000590268399460465,0.00277011297545515,0.0652744491400349,-0.00248375083304207,-0.0052346536088779,0.00211372321565328,0.00396668147226557,0.000411482998802658,-0.00148036432726384,-0.000595675082899674,0.00797785650842653,0.0168354134998149,0.0169904172058232,0.0118228818127887
