"","asc_ruta2","asc_ruta3","asc_rutaEC","b_time","b_dist","b_semaf","b_CamFD","b_ZER","b_MtrP","b_Acc","b_Panel","b_clima","b_cong","b_Hvalle","b_T_prof","b_Hor_trab","b_EduBasica","b_Info_traf","b_Joven30","b_Adulto40","b_Adulto60"
"b_Panel",-0.00144243532502505,-0.000955529452441181,0.000685881737403206,8.3847853472623e-05,0.000927055980662796,2.02601930702995e-05,-1.87697476662831e-05,-0.000247294689410347,-0.000862073725983508,-0.00248375083304207,0.0179539434505728,-0.00102627038847812,-0.000690452270030357,0.000392705637616341,7.51954598734404e-05,0.000348681666223963,-0.000337117040167495,-0.00424526717611199,-0.0026287756705894,-0.00100286005615804,-0.00192011336051591
"b_clima",-0.00788830750524157,-0.00730164776930239,-0.104556916471929,0.0001577744337754,0.00355771980128651,0.00012268860173821,-0.000103312982932555,-0.00215209862290726,0.00270575582132722,-0.00523465360887792,-0.00102627038847812,0.0961028550442992,0.000771941648254709,-0.00385706953308928,-0.00019416807715867,0.000519950681867009,-0.0134822770186825,-0.000845363788889121,-0.00626702065530311,-0.00979808972557354,-0.00274166106736594
"b_cong",0.00126793251144364,0.000115464610710498,-0.00760204997802801,-0.000793967859036873,-6.7375354585629e-05,-1.26018040680751e-05,2.50561334342726e-06,0.00022073512581015,0.000230968768575454,0.00211372321565328,-0.000690452270030357,0.000771941648254719,0.00609076032522082,-0.00142873993910211,-3.88623780711195e-05,0.000198338600197834,0.00172698519171175,0.00323031393054901,0.00426585047252186,0.00454284627532322,0.00446766886288059
"b_Hvalle",-0.000457249307224752,-0.00201636520790193,-0.00438887358890557,0.000200136808720148,-0.00209660657138433,-5.29819813784494e-05,8.2735481594791e-05,-0.000330796554433962,0.00177633356941976,0.00396668147226557,0.000392705637616339,-0.00385706953308927,-0.00142873993910211,0.0575397099314311,9.0955990639406e-05,-0.00154428556271053,0.00374452185388364,0.00440929603869868,-0.0117951327652984,0.00300464905839843,0.000954510267021312
"b_T_prof",0.000118688442110511,-0.000109991272282028,-0.00237313638299502,2.74443056346778e-05,5.88157024449216e-05,-4.4779119535585e-06,7.14753869021941e-06,-1.87470324479562e-05,0.000211506569692622,0.000411482998802658,7.51954598734404e-05,-0.000194168077158672,-3.88623780711196e-05,9.09559906394065e-05,0.000181407922094293,-5.90385095074237e-05,-0.000294921041534717,7.49401133233515e-05,0.0026552002947681,0.00186819236835224,0.000841127596575664
"b_Hor_trab",0.000104502835212466,0.000577529771803167,-0.036400006907219,-0.000253725878595782,0.000478766201077147,-4.31605754366222e-07,2.61672383676498e-06,-0.000350480345506753,-5.83487418610529e-05,-0.00148036432726385,0.00034868166622396,0.000519950681866974,0.00019833860019784,-0.00154428556271053,-5.90385095074239e-05,0.00310969216915746,-0.00086216947307681,0.00209851850418481,-0.000354541791876736,-0.0013774096077591,-0.00173745072879018
"b_EduBasica",0.00024485072218431,0.00165967337435657,-0.00463612773537664,-0.000269140688581975,0.000526640213698119,-6.13516505765648e-05,2.23824041432795e-05,0.000467168008839941,0.000408331442144618,-0.000595675082899671,-0.000337117040167498,-0.0134822770186826,0.00172698519171175,0.00374452185388364,-0.000294921041534715,-0.000862169473076813,0.0586917604411879,0.00553485809412353,0.0026039607015222,-0.00548187705813085,0.000419794479639005
"b_Info_traf",-0.00338953197288025,0.0018677707426397,-0.0625890075425294,-0.000230392457951808,-0.00219193400245044,-5.108694017345e-05,5.38869772429501e-05,-7.54873710844506e-05,0.00343972981647446,0.00797785650842653,-0.00424526717611199,-0.000845363788889065,0.00323031393054901,0.00440929603869864,7.49401133233524e-05,0.00209851850418483,0.00553485809412347,0.0986219047814932,-0.0023598473955739,0.0155551859629243,0.0147793684176755
"b_Joven30",-0.00365517030036162,-0.00890755023882939,-0.144525865962176,0.00111962082742671,0.00172588925815326,-9.29975318125043e-05,0.000100823464007658,0.00168380606536923,-0.00106731165204479,0.0168354134998149,-0.0026287756705894,-0.00626702065530308,0.00426585047252186,-0.0117951327652983,0.0026552002947681,-0.000354541791876775,0.00260396070152207,-0.00235984739557403,0.334888644042138,0.133450364296111,0.118586664990263
"b_Adulto40",-0.00776775997854176,-0.0145607994255707,-0.119163972561007,0.00105681226379097,0.00554814878648234,-0.000126955611781364,0.000137076656646663,-0.00149561090269526,0.0059231735852223,0.0169904172058232,-0.00100286005615807,-0.0097980897255737,0.00454284627532323,0.00300464905839848,0.00186819236835225,-0.00137740960775908,-0.00548187705813082,0.0155551859629244,0.133450364296112,0.177365326589911,0.117501078604371
"b_Adulto60",-0.00733668662499366,-0.0121492242107469,-0.103400899487757,0.000441844170639908,0.00336954989661497,-3.2908266217651e-05,1.65540981569656e-05,0.00114947067709427,0.000954397227382942,0.0118228818127888,-0.00192011336051594,-0.002741661067366,0.00446766886288059,0.000954510267021393,0.000841127596575672,-0.00173745072879026,0.000419794479638981,0.0147793684176755,0.118586664990264,0.117501078604371,0.136859383012747
