"","Estimate","Std.err.","t-ratio(0)","Rob.std.err.","Rob.t-ratio(0)"
"asc_ruta1",0,NA,NA,NA,NA
"asc_ruta2",-0.934446125393702,0.190091524883268,-4.91576952716608,0.194387546631275,-4.8071295799942
"asc_ruta3",-1.65313931024143,0.25364025309916,-6.51765360601157,0.280733414336412,-5.88864462090863
"asc_rutaEC",0.816067380797392,0.817677833929533,0.998030455192357,0.865715719114464,0.942650529243183
"b_time",0.0705794921822597,0.0233780147375799,3.01905414016204,0.0292284646798595,2.41475195345768
"b_dist",-0.402494301733888,0.112015413898085,-3.59320461110904,0.111907010714161,-3.59668531189667
"b_semaf",0.000418169578567216,0.00378902942574676,0.110363243876049,0.00149361049100033,0.279972309438689
"b_CamFD",0.00328874757198608,0.00874889005956695,0.375904548987882,0.00196701578843365,1.67194772473328
"b_ZER",-0.0373253855370213,0.0656822948915629,-0.568271641522925,0.0598568117906721,-0.623577909019838
"b_MtrP",0.148684650543781,0.137234389880051,1.08343579676886,0.120331373243645,1.23562664113146
"b_Acc",-0.405337020772032,0.248333569909602,-1.63222805889507,0.255488647771354,-1.58651675645011
"b_Panel",-0.166040720890218,0.155618636131578,-1.06697195797184,0.133992326088373,-1.2391808227936
"b_clima",-0.129819273072053,0.296302017689463,-0.438131586427836,0.310004604875958,-0.418765628091227
"b_cong",0.0509573116802786,0.0752984773513141,0.676737611074538,0.0780433233865705,0.652936208621879
"b_Hpico",0,NA,NA,NA,NA
"b_Hvalle",0.11307580731821,0.2389547970273,0.473210032712969,0.23987436280568,0.471395967437384
"b_T_prof",-0.0103267133056581,0.0128809946661763,-0.801701543497615,0.013468775820181,-0.766715063308502
"b_Hor_trab",-0.00662060155282708,0.0545423409957898,-0.121384623981177,0.0557646139514788,-0.118724063230989
"b_EduBasica",0.014025993843865,0.236994066487944,0.0591828903217646,0.24226382404558,0.0578955355762323
"b_EduSuperior",0,NA,NA,NA,NA
"b_Info_traf",0.28699083231337,0.292532146195729,0.981057418972851,0.314041246942966,0.913863497572633
"b_Joven30",-1.41590525957365,0.578202240368522,-2.44880624929993,0.578695640248083,-2.44671838026405
"b_Adulto40",-0.489757890867222,0.412924570933923,-1.18607107772619,0.421147630398072,-1.16291261191307
"b_Adulto60",-0.568833354994069,0.358797272393699,-1.58538929574109,0.369945108107604,-1.53761556114053
"b_AdultoMayor",0,NA,NA,NA,NA
