"asc_ruta2","asc_ruta3","asc_rutaEC","b_time","b_dist","b_semaf","b_CamFD","b_ZER","b_MtrP","b_Acc","b_Panel","b_clima","b_cong","b_Hvalle","b_T_prof","b_Hor_trab","b_EduBasica","b_Info_traf","b_Joven30","b_Adulto40","b_Adulto60","logLike"
-0.92215945641378,-1.65700273085187,0.797064245633464,0.0693877711504987,-0.405440399319453,-1.81856226040778e-05,0.00348010119715226,-0.026708063751528,0.208109714613637,-0.223698648787339,-0.169463252310809,-0.117194207116535,0.0552052321445833,0.123585446056868,-0.00970040387049387,-0.00813846431154038,0.00699636234754097,0.305861361666512,-1.405828629284,-0.453517010850141,-0.552902239901951,-370.757722631647
-0.921879744385441,-1.65612369311208,0.798104512266877,0.0693365219614925,-0.40550687366868,-1.54671773304889e-05,0.00400425747249656,-0.025099882010297,0.207450503113741,-0.224968464800835,-0.169196120647661,-0.117479685899118,0.0551867937217353,0.123242333184029,-0.00971097347660656,-0.00813737149311291,0.00729238984037225,0.305806739017077,-1.40567515154011,-0.45416142829394,-0.552884827622075,-370.75628017102
-0.9218563248795,-1.65597353834517,0.798215113957342,0.0693264784063832,-0.405458204187397,-1.39293884324347e-05,0.00387894711108935,-0.024840017686172,0.207409707892643,-0.22503695726414,-0.169142403577208,-0.117552115221918,0.0551810390611631,0.123193669788801,-0.00971502228298665,-0.0081271842425669,0.00739968425683601,0.305890886279501,-1.40584265892272,-0.454281165150247,-0.552986984820753,-370.756074264595
-0.921825442981303,-1.65583643584172,0.798270179177732,0.069320454880399,-0.405429171681172,-1.32757894186568e-05,0.00382718339234963,-0.0246467570443109,0.207359921574639,-0.225115149458738,-0.169098532204657,-0.117587298005167,0.0551775658100943,0.123157049092214,-0.00971715559696444,-0.00812133247456187,0.00746593813538064,0.305923796003541,-1.40589846537351,-0.454358573534183,-0.553025004815673,-370.756029941171
-0.921799426410306,-1.65573402312984,0.79832963972861,0.0693175064792046,-0.405411970876469,-1.29256676150894e-05,0.00380626734370691,-0.0245255045028787,0.207318773256551,-0.225175890681377,-0.169067247818551,-0.117608944984993,0.0551755274755561,0.123130588543107,-0.00971836587529324,-0.00811943689427728,0.00750430346279392,0.305934251287625,-1.40592806060037,-0.45441376643321,-0.553045571071279,-370.755989015691
-0.921689800515001,-1.65530543818741,0.798552574754003,0.0693078300235199,-0.405343024396905,-1.15561655240262e-05,0.00373483136885071,-0.024064932979652,0.207138679852401,-0.225442735064888,-0.168939072418402,-0.117687732805,0.0551677263371615,0.123026630012033,-0.00972253215387536,-0.00811256115433606,0.00765029126605957,0.30595780041679,-1.40602130437988,-0.454632747900241,-0.553119892934213,-370.755758882544
-0.921539848216224,-1.65470950605594,0.798868298118452,0.0692971654634327,-0.405249433642697,-9.56666880884577e-06,0.00364994302253854,-0.0234717298587467,0.206864858727285,-0.22587365993746,-0.168762762103163,-0.117795347079185,0.0551562211542542,0.122883634293708,-0.00972780609609678,-0.00810443149647901,0.00784187531880529,0.305968001135564,-1.40613647678356,-0.454940982323298,-0.553222219281664,-370.755278508807
-0.92125860370244,-1.65354421518585,0.799494881038002,0.069280171542646,-0.405068960766757,-5.23889281117811e-06,0.003507923016316,-0.0223773759600712,0.206255155973339,-0.226924832737123,-0.168419117272101,-0.118012869485147,0.0551297712280865,0.122599334670771,-0.00973773492988004,-0.008088428843467,0.00820671512744342,0.305946341994834,-1.40634177673514,-0.455571912617165,-0.553430790566318,-370.75386441261
-0.921259627586109,-1.65354648703085,0.799497128530377,0.0692685449516423,-0.405072079562332,0.000120038716374836,0.00366838090647661,-0.0225790282667853,0.206067198437666,-0.227114082875769,-0.16841950744169,-0.118010280426579,0.055129232829051,0.122599919846938,-0.00971734627055741,-0.00806051912862199,0.00820815148514997,0.305946803199597,-1.40634164633906,-0.455571129167515,-0.55342955747704,-370.752768305871
-0.921264194340855,-1.65355794587863,0.799505862942579,0.0692042148731287,-0.405088856972148,-7.53041320918407e-05,0.00420179394150301,-0.0236156714660665,0.20509815799814,-0.228090113544737,-0.168421252115798,-0.117999917822533,0.0551255448646049,0.12260184787931,-0.00965803054496391,-0.00795339898736718,0.00821335545699484,0.305948559554229,-1.40634105726141,-0.455567879620574,-0.55342476859164,-370.745339242502
-0.921274289169099,-1.65363786072803,0.799453480672646,0.068600614591112,-0.405144572707401,-9.51604736379323e-05,0.00453661345351364,-0.0325001641532606,0.196660321947109,-0.236618241451078,-0.168417207579256,-0.118066409936244,0.0550876485530843,0.122574995474989,-0.0110530010231412,-0.00864882076333667,0.00817733477259014,0.305937601821758,-1.40634087193438,-0.45557156303603,-0.553456778780419,-370.717222524959
-0.921305222344019,-1.65372186472217,0.799484579146735,0.0683618142818783,-0.405219532843413,0.00010588644010194,0.00384542549333185,-0.0410445096234941,0.188443342685581,-0.244938386366245,-0.168427703486902,-0.11803432430533,0.055087262851439,0.12258289234349,-0.0108308478562438,-0.00826868663683442,0.0081905383911183,0.305939893605291,-1.40633795374676,-0.455559161908923,-0.553439973447845,-370.6594402008
-0.921330772624928,-1.6537015764453,0.799420856286931,0.0702390919103942,-0.405076878417338,0.000102417341919533,0.00387824202980039,-0.042336035422988,0.185603721375939,-0.248117970222162,-0.16843518300138,-0.118116942359451,0.0552868225212312,0.122583406444696,-0.0105831479349665,-0.00895579133340593,0.00812363149303879,0.305891087133025,-1.40634389315559,-0.455608515051855,-0.553459092785126,-370.643646969473
-0.92389679251958,-1.65406644373751,0.799009461183487,0.0682246280445967,-0.405222118744997,0.000261539059143854,0.00380019881179402,-0.0281245725295633,0.140772674309667,-0.3056221226654,-0.168793027360518,-0.119032204271483,0.0539088005683201,0.122408130148382,-0.00931601920524559,-0.0102942571367318,0.00707554062559072,0.304276584619651,-1.40606460155556,-0.456028349655496,-0.553790810706649,-370.514827608774
-0.924288304816958,-1.65406358080916,0.799113829666619,0.0689861484347947,-0.405188560716414,0.000295734640147677,0.00372759674753089,-0.0263906259094345,0.135889848971954,-0.312876812986385,-0.168791798774145,-0.119010680974151,0.0537223063497443,0.122405475207874,-0.010960484184468,-0.008206547105842,0.00703463394044062,0.304051157492564,-1.40597095255118,-0.456083819460042,-0.553743905425853,-370.49829292883
-0.933444026490967,-1.64674148272973,0.797579710141202,0.0690269580492727,-0.394987887515565,0.000366073743749633,0.00363747693976258,-0.0276655554653612,0.16759464859824,-0.409249847011609,-0.161771430959154,-0.128839024519783,0.0434802886563529,0.114156694186959,-0.0106364535459782,-0.00658626350872994,0.00800047167760095,0.29481403036,-1.40202714540413,-0.469108770144731,-0.549864468340712,-370.432435168889
-0.934661609194561,-1.64692068452793,0.797441252921653,0.0684319408193124,-0.398089602047112,0.000380875992249067,0.0036099008646066,-0.0278377882764042,0.169976011704241,-0.415116389925043,-0.162583660804489,-0.129935004950011,0.0509299426005082,0.11341259709378,-0.0107329760237413,-0.00643141784667256,0.0086404437465404,0.293342177359966,-1.40158976498859,-0.470674709027257,-0.550377914856618,-370.427722547321
-0.936439911512766,-1.64979435791723,0.797143089229379,0.0695879152229166,-0.407769370510867,0.000419080691850027,0.00355526084380967,-0.0285256452764807,0.169989062437733,-0.416960151292824,-0.1680765755103,-0.132220671264894,0.0482179244621173,0.111269130726955,-0.0107364931475736,-0.0065777520631543,0.0134295883471624,0.288808994584055,-1.40009604336768,-0.475414030484717,-0.554191841640595,-370.425166660092
-0.93751320114098,-1.65496691326687,0.797013900009443,0.0695637624257249,-0.403882983396699,0.000406972599966188,0.00352068144661728,-0.0294181522512377,0.166852562079994,-0.415801359421041,-0.171867033762979,-0.136321662018639,0.0489407807202279,0.109038885734024,-0.0107388791052162,-0.00574129534783071,0.0204388131967486,0.281927590204379,-1.39798150794181,-0.484617407513013,-0.561206473141053,-370.417135243081
-0.9387459149055,-1.65679190491224,0.798693180823991,0.0699727304504307,-0.405922142194089,0.000416169051703121,0.00345432167897967,-0.0305985133327956,0.162790676499507,-0.413450899849692,-0.160915435080674,-0.136450608523202,0.0489445082996727,0.109191067848456,-0.0106397229573626,-0.00545098287749256,0.0219328272787296,0.27989630286525,-1.39792626591635,-0.492184867278751,-0.568112856087366,-370.408876942949
-0.931723224402774,-1.64041588853676,0.818032824584932,0.0703919269955802,-0.404952957476866,0.000457952009585996,0.0031290426752634,-0.0383236751051871,0.149293150125918,-0.405384270845687,-0.175827097848527,-0.112981743165138,0.0499400155684188,0.119775547437053,-0.0102599058811916,-0.00656291250431582,-0.01117622894962,0.298052940630367,-1.41831369493266,-0.505035478576837,-0.583336842324373,-370.397995176629
-0.918296438241884,-1.64502562699396,0.825302899522505,0.070655225494482,-0.40415200507972,0.000449137682512882,0.00305747286849717,-0.0392401444112798,0.147002999645372,-0.404858553230499,-0.173344947909136,-0.116015399663792,0.0519918038978278,0.109688158739777,-0.010387197631338,-0.00829865277127016,0.0134468091132324,0.302404808464306,-1.44085142882087,-0.482863622490193,-0.56527894590642,-370.397592091977
-0.923542371287734,-1.64529107467681,0.825529434165284,0.0707421230120918,-0.403682334353148,0.000443105413480297,0.00306645148491985,-0.0394035455744403,0.14640618331853,-0.40415216387138,-0.172937218618608,-0.12026586587403,0.0518794348040563,0.110587139847942,-0.0103885491668597,-0.00826271445359087,0.0146829677438592,0.301016905557814,-1.44258985796042,-0.479926566774978,-0.562080249660221,-370.395609776189
-0.920994813207162,-1.65851669642227,0.823656094704898,0.0708814061535125,-0.404332530124078,0.000423568940626981,0.00318839319642885,-0.0389574194759454,0.147963394813977,-0.404942501806968,-0.169041911740084,-0.140120859213702,0.0508522519512572,0.119402743155934,-0.0101766792927012,-0.00662434217214753,0.0073781575722147,0.290300085067403,-1.4309029612835,-0.474173005640536,-0.561962819255889,-370.393061549761
-0.931303194216087,-1.6587444570051,0.823422141901972,0.0706835045291679,-0.402269403087934,0.000403798937815374,0.00335895860312937,-0.0372334762879112,0.149375511698469,-0.405878455579855,-0.164778419227698,-0.135993300635523,0.0510910785005536,0.116066613694252,-0.0101654082493559,-0.00726760248792034,0.0154024549660671,0.285650835080993,-1.39905736029769,-0.481119437447176,-0.56700432557597,-370.386664751414
-0.930965927282608,-1.65756438186377,0.822309664027032,0.0706375685572209,-0.402485173956132,0.000405931925651969,0.00335937219121004,-0.0370929909190222,0.148927750252129,-0.405512231406807,-0.164539474672795,-0.13637184733149,0.0510889044048382,0.114289721443741,-0.0102093468152813,-0.00700204864423342,0.0146922896071135,0.285188460510329,-1.39946741401453,-0.483992097345381,-0.565394271848063,-370.386295700794
-0.931494925827334,-1.65277714667951,0.816473921141098,0.0705447177276568,-0.402487110548291,0.000407789908568229,0.00335051441829957,-0.037039759394094,0.148756287893659,-0.405393369479404,-0.164568455629865,-0.135262229633347,0.0510162664100481,0.11160261390783,-0.0102221643494483,-0.0061619845128013,0.0141065975591845,0.284054472938812,-1.40777276167677,-0.486339682582791,-0.570715235857473,-370.38583923111
-0.93427163756008,-1.65450154454966,0.808564018323621,0.0704953948643038,-0.402595405964312,0.000417882782001206,0.00331623866561226,-0.0370724214218248,0.149519219651069,-0.406118841481629,-0.165455277509549,-0.128627485683404,0.0507936394955324,0.11634888595679,-0.0103836999322625,-0.00598377197994087,0.015661035414114,0.287197159157453,-1.42223465476266,-0.49462872357371,-0.572946732238367,-370.385622529945
-0.935155115836076,-1.65558603692062,0.810223314287155,0.0705694424504165,-0.402507766213598,0.000418860346863024,0.00330532863728198,-0.0371507701231004,0.149379168761884,-0.405973579649088,-0.165767533995444,-0.129411182941044,0.0508185523856849,0.113922835572672,-0.0103679852141329,-0.00604259592703104,0.014663699941626,0.289538572919867,-1.42123150029897,-0.493641212956034,-0.572551861495136,-370.385472829739
-0.934292318051252,-1.65255411253977,0.815100209861537,0.0705530534248372,-0.402609473846897,0.000419651318809937,0.00328581783422701,-0.0372676222566208,0.148741212226172,-0.405439825113224,-0.166189262409536,-0.130959749824763,0.0509508202603629,0.113944190048827,-0.0103388261267652,-0.00645589541714776,0.0148633838049921,0.289091311404418,-1.41664035149875,-0.490827162050313,-0.569660345844155,-370.385231739361
-0.934446125393702,-1.65313931024143,0.816067380797392,0.0705794921822597,-0.402494301733888,0.000418169578567216,0.00328874757198608,-0.0373253855370213,0.148684650543781,-0.405337020772032,-0.166040720890218,-0.129819273072053,0.0509573116802786,0.11307580731821,-0.0103267133056581,-0.00662060155282708,0.014025993843865,0.28699083231337,-1.41590525957365,-0.489757890867222,-0.568833354994069,-370.38522831304
