"asc_ruta2","asc_ruta3","asc_rutaEC","b_time","b_dist","b_semaf","b_CamFD","b_ZER","b_MtrP","b_Acc","b_Panel","b_clima","b_cong","b_Hvalle","b_T_prof","b_Hor_trab","b_EduBasica","b_Info_traf","b_Joven30","b_Adulto40","b_Adulto60","logLike"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-482.430437669722
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-482.430437669722
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-482.430437669722
-2.30400000291411e-05,-3.37920000019949e-05,4.35199999774341e-05,0.000195499718392966,-1.82828351389617e-05,-0.00695833604052314,-0.00691955203967518,-0.00716006403582287,-0.00728128003777238,-0.00729280003788881,2.57279999786988e-05,5.15840000007302e-05,4.07039999845438e-05,1.79199999838602e-05,0.000577407999982825,0.000551551999989897,2.52159999799915e-05,9.85599998966791e-06,6.3999998383224e-07,1.25439999974333e-05,2.18879999883939e-05,-475.5505995964
-0.000558784651741235,-0.000753691270442963,0.00104228401913444,0.00236195656402614,-0.0012919389683436,0.000942618946408621,0.000150698090175681,-0.0121454723324048,-0.0123021621503228,-0.0124456852239637,-0.000272667246206594,0.00123865006442639,0.000630923311366999,0.000441658681898644,0.0135285423077207,0.0131910433487617,0.000603507082628571,0.000242592134860338,8.1922088459085e-06,0.000300833957366729,0.00052171452397408,-440.526466527236
-0.00102142736269662,-0.00147461250651832,0.00165800574966228,0.00353678958540941,-0.00256085874829347,-0.00575646742132885,0.00315418592187584,-0.0107797430190857,-0.0109209903505338,-0.011230253786767,-0.000575452168671479,0.00197535773739555,0.00116415003947804,0.000727436581030251,0.0191565068349756,0.0208802137972394,0.000933027389294856,0.0004129702581622,-9.41061421167628e-06,0.000518228579691763,0.00078582017085504,-435.575425572748
-0.00272053438331332,-0.00462404317496061,0.00260061152136665,0.00498755085887791,-0.0077549067118608,-0.0185098137058158,0.0262545622407945,-0.0138046876980022,-0.0141497786950869,-0.0154206143170429,-0.00169107972185723,0.00310317132059033,0.00339836174173092,0.00132079636582602,0.00995888341039106,0.0318580643456258,0.00128248673213634,0.000866301209244987,-0.000209896939285824,0.00113134287510585,0.000894736239716579,-430.973140802673
-0.0100640175211413,-0.0183787409151617,0.0058620243899463,0.0116794117573402,-0.0299569819043831,-0.0152630135777466,0.020265891913134,-0.0109242116548202,-0.011826364917852,-0.017818848423805,-0.0065636244489956,0.00693402820430789,0.0135911920492098,0.00362770025477492,-0.0202632362718918,0.0679941882847533,0.00234956093070707,0.00278394353378294,-0.00136493447552517,0.00343068172171495,0.00102805817403038,-426.617309372304
-0.0452246771597212,-0.0897851049910346,0.00894357459107459,-0.013755201726061,-0.139436804077514,-0.0144079712833955,0.019080792243849,-9.31447562584481e-05,-0.00625546247754797,-0.034566427838913,-0.0305781597311393,0.0100488742234756,0.0638947086828038,0.00968900390430305,-0.0206743043951826,0.0634340906764263,0.00134379199735371,0.0109828931281047,-0.0112600924297565,0.00831416321149852,-0.00292354173410399,-418.566962961372
-0.0887993558912109,-0.176845983219123,0.0115212037133761,0.017195480233736,-0.265608196917134,-0.0145267177527514,0.0194662664959124,0.0131916714257807,0.00130940770114106,-0.0555765478654019,-0.0592358716836765,0.0124532599225489,0.127327212523984,0.0175596427425581,-0.0173897972354833,0.0430128710526887,-0.000707852126572161,0.0214565520656055,-0.0241690781193917,0.0133204195067118,-0.00804145425556155,-409.598729984434
-0.229303931922751,-0.428900736695342,0.0223626620019507,0.0440532027772137,-0.327831234324082,-0.0142134131806559,0.0191238026122135,-0.0435374869593309,0.0743135225478484,-0.0730515683082916,-0.096547171708744,0.0164699794413188,-0.0089258152609748,0.0389500032449187,-0.0154175134184767,0.0245028517206108,0.000726807620646033,0.0659558013457289,-0.0685971101931981,0.0202468707800397,-0.0188892177112892,-408.006330029899
-0.314690133141331,-0.581357176081146,0.0290035889552412,0.0592676460012336,-0.357546477871367,-0.0139965134895758,0.0189313911918257,-0.0398180011739948,0.0998254016042874,-0.102373708991442,-0.117838474533294,0.0187851665565007,-0.0976264307633493,0.0519040008098272,-0.014288465030296,0.0143061047052119,0.00171264630217697,0.0932072675459447,-0.0957089481836974,0.0242394286435425,-0.0253671202327262,-402.316561125648
-0.501136172966456,-0.871103849196916,0.0432432312875352,0.0542331592955839,-0.234947955766184,-0.0140455246467076,0.0189085157968726,-0.0398059428888194,0.154899956156704,-0.156517021408538,-0.120489008711402,0.00667528387701558,-0.0427073295518613,0.0826900842849312,-0.0148100301325558,0.0101000868251145,-0.00883385977292842,0.151818953088701,-0.167110694597854,0.0248184790204551,-0.0419143103059655,-394.687163915368
-1.16944673888598,-0.890757693136131,0.128346437700659,0.0647896932390191,-0.305610434852856,-0.0111154636858229,0.0151263947792618,-0.0275497249215836,-0.168767702427686,0.156802694734608,0.104154710470767,-0.220581278575094,-0.0396667028405252,-0.0657251531979726,-0.0151243611851319,0.0247064906642318,0.110317669916208,0.455252168629986,-0.973082500743444,0.080325024118024,-0.304677166119873,-394.412061051663
-0.313491708242029,-1.37433113440538,0.388858130549625,0.0645162972863779,-0.308089153707254,-0.0053932656052642,0.00864908458883005,0.00122962360223532,0.316142854688911,-0.358209154741052,-0.531493952739369,-0.660947496625132,0.0044242044427441,-0.253229394936897,-0.0123735423919078,0.10267055240669,0.181076400459839,0.747272937248855,-2.77768765246854,-0.342440921726702,-0.639036192045224,-390.719741389555
-0.331271707420762,-1.37285243951201,0.46650339996616,0.062443335538406,-0.351086723292485,-0.00473857044398618,0.00800735395314128,0.00364911529032705,0.420172532834893,-0.463990380633342,-0.384143693496461,-0.505679374121972,0.00247688548213987,-0.0759867965154014,-0.0121422228013945,0.0858722130604756,0.132888962779505,0.648957772841933,-2.79287585916616,-0.529203827169262,-0.613844418559781,-386.480484921323
-0.367756846541468,-1.43476410682116,0.583990272738083,0.0611470483727928,-0.330858827670692,-0.00358439893639298,0.00666265303204882,0.00452433097231483,0.331956693514867,-0.376956389246699,-0.488939848899124,-0.237690205613419,0.012591583014871,0.128572568750714,-0.0120301059111246,0.0568069639625534,0.0686725582322644,0.46770482485064,-2.63186306662538,-0.690769060892535,-0.700894036110083,-382.560459885972
-0.502969992017348,-1.70893936209316,0.963072092019292,0.075514819800816,-0.356927879672293,-0.0014384068262431,0.00430997896725016,0.00377883235675692,0.330405875330794,-0.37238977055185,-0.174828846361734,0.0973439830703124,0.0512350784833289,-0.258860235272711,0.00121379762710039,0.0194422806737603,0.0201923591767377,0.0965900134976482,-1.52814845295167,-0.756779773947814,-1.38430316065032,-381.156375846567
-0.610613289111075,-1.71040916735017,1.02236935402378,0.0762161782836543,-0.363593131784714,-0.0010707262506708,0.00374199068679823,0.00305628505112934,0.319152230264038,-0.360367849251939,-0.199344070675689,0.0290115971678927,0.0560781366130981,-0.322726784082314,0.000537439723948066,0.0181566226666046,-0.00703394173388127,0.0958026618136082,-1.33208407431938,-0.83799653370488,-1.28556512676175,-379.02527257201
-0.639339074163408,-1.9184898788051,1.23905176030875,0.0789003964542807,-0.416162934748138,0.000791067762436734,0.000960741600774124,-0.00319634074680945,0.0631823341938691,-0.0961440456452941,0.0827260498222507,-0.331000360893323,0.0770461912504733,0.172896713690061,-0.00448219902882408,-0.0287262136232229,0.094549260085922,0.390220745784508,-0.914220646429549,-0.40845007716111,-0.632716697060557,-376.66129653145
-0.774162075379915,-1.82987014201117,1.26542666264786,0.0755124622850045,-0.413203974208632,0.000708451178180367,0.0010991477534523,-0.00478142080512772,0.11616093716182,-0.147985310423102,0.0218743904942923,-0.340972933600433,0.0795774119413629,0.297719372591434,-0.00405159121378759,-0.0473359767279104,0.124883173604731,0.412606283577546,-0.911899899718231,-0.176524974071878,-0.525742453146781,-374.608945012186
-0.855036095296191,-1.82585915259075,1.07275601627501,0.0761633274152103,-0.409566523130998,-0.000168270964511572,0.00220370796834482,-0.00643662415520184,0.098560988540338,-0.128997401482356,0.0218293588606524,-0.0950342481837614,0.074972392265025,0.0751518094990739,-0.00838514365832638,-0.0459064335456572,-0.059935037820802,0.220326200782073,-1.30343256803827,-0.093004312500032,-0.289907976702412,-373.245269127813
-0.906395760631528,-1.7465224257505,0.759851563913063,0.0722530772243566,-0.418350658604376,-0.000959818623254901,0.0033332640548152,-0.00657478951822309,0.136394583109925,-0.167594084077615,-0.0516018192486236,-0.107324412165878,0.0632869928890256,0.120898230737652,-0.0109523080145509,-0.00923378696648851,-0.00341161334093415,0.260031467164119,-1.52973623645315,-0.381418361202092,-0.486682086378073,-371.548644772502
-0.896311877961317,-1.69400736141114,0.783877932342819,0.0698870617281023,-0.412997601100554,-0.000657784567560094,0.0030912728436438,-0.00603038997590787,0.164228163604198,-0.196309075009308,-0.100560690058873,-0.00763371664743868,0.0647312628162414,0.0927251287740145,-0.011275371827688,-0.0175334994737894,-0.0257819365585826,0.425624519235464,-1.49927819497737,-0.428282217486625,-0.503738377220175,-371.313278535434
-0.899734576050756,-1.65647803980349,0.826177741167274,0.0693081485617246,-0.408867393011408,-5.13915099373276e-05,0.00251987039686954,-0.00512155944476259,0.194164755502864,-0.227444233645637,-0.148985292749947,-0.0778513043442253,0.0559995255310881,0.10735831621881,-0.00968458655978474,-0.0120594589378356,-0.0678519191333708,0.359034387794208,-1.43102568102266,-0.426843363974229,-0.524730766121493,-370.94350953149
-0.901424066034641,-1.65454716396104,0.83418539544441,0.0692543827996268,-0.406040327698723,5.21757928868376e-06,0.00244563740768663,-0.00500318220456805,0.198215631715163,-0.231618436755715,-0.156754321016058,-0.0783899059281609,0.0573268770867805,0.101185213956109,-0.00996068208347371,-0.0141646149251615,-0.0221886036751124,0.338681256766668,-1.42125743414161,-0.432043282103728,-0.515800399298415,-370.88408153482
-0.920722577509165,-1.64064083272861,0.811811896600753,0.0684817133749336,-0.404681358840563,-0.000722222278938533,0.00378224442503369,-0.00538394646103083,0.203941898936172,-0.237677836580946,-0.168119382301836,-0.136761704264235,0.0545979043360943,0.126944545300928,-0.00934625925297247,-0.00743503072986541,0.0193010411441275,0.310837238381063,-1.39960123738656,-0.463304453864192,-0.563119493114781,-370.826184819788
-0.929171541976989,-1.64883754470597,0.785395864582482,0.0682599204343183,-0.40441834347727,0.000380016847401108,0.00250965267680228,-0.00562930583229703,0.20217131767292,-0.235518277139089,-0.167788809072472,-0.121873320272796,0.0544826771455971,0.118553971955683,-0.0098693749180959,-0.00488072680985237,0.0179647398809714,0.301380289925279,-1.42997905308831,-0.477276048787379,-0.573250197661445,-370.821162772607
-0.919883006345056,-1.64963659889373,0.808194625120424,0.0684815355860157,-0.404598807721532,-0.000138744767732278,0.00323665402941472,-0.00556658308986352,0.203392909863958,-0.23701390204884,-0.167383302646384,-0.119835221127246,0.0548082509744748,0.120052215168707,-0.00986774615937158,-0.00825277488765302,0.0121341776329902,0.306984406237297,-1.4063106577639,-0.460135396011956,-0.551386756643811,-370.806390036183
-0.920392001038003,-1.64954735753857,0.809822052607377,0.0684539679584873,-0.404643369384891,-9.22667069641282e-05,0.00333051890680847,-0.00579992479641096,0.20307810630401,-0.236633460965147,-0.167164691488359,-0.1221206258989,0.0548620935368761,0.119761661957782,-0.00982044144623036,-0.00801751447904122,0.0127230070610993,0.308895663427626,-1.4094462119194,-0.460996034754196,-0.554292922236284,-370.803131487715
-0.920925075574875,-1.65075469912466,0.806092668014367,0.0684080971386285,-0.404944316502693,8.04327631236813e-05,0.00371534975622438,-0.00680424638483504,0.203084284831243,-0.236327239203993,-0.167129027166327,-0.122263400866139,0.0548009635974406,0.12068409325807,-0.00990115260857062,-0.00766992363461076,0.0126142378220452,0.309847565771122,-1.40882370296584,-0.460583799831794,-0.555915845529118,-370.79588960481
-0.920697249642164,-1.65025569434311,0.807600543364339,0.0684720615174719,-0.404976750491722,3.92980383770172e-05,0.00408309657393964,-0.00754196491781093,0.20263074272002,-0.23555406492479,-0.166768677335731,-0.122074788177669,0.0548631081405379,0.119822066617473,-0.009905079712311,-0.00762076716946653,0.0123300789063132,0.309516260237196,-1.41225293264543,-0.461687099393018,-0.556920824485039,-370.793235857766
-0.920378165366866,-1.65031788842779,0.807055369622959,0.0685848051302373,-0.405098941577246,1.26885853362787e-05,0.00448936884328609,-0.00866568040769441,0.202878043964695,-0.23520372420631,-0.166950778215527,-0.121013994500461,0.0549085835426998,0.119910641342552,-0.00991193523796834,-0.00780399262094182,0.0115330844203414,0.308519013414278,-1.4101318574725,-0.460601453462348,-0.555159105464596,-370.79067367812
-0.920212036329862,-1.6504303793279,0.806952662790678,0.0687104492804454,-0.405223786113619,-1.2690877269061e-05,0.00486334317498187,-0.0101615389467521,0.203071476790472,-0.234442178661684,-0.167056924755702,-0.120077840018389,0.0549397597669875,0.120023464898086,-0.00990325248132325,-0.00794549580706888,0.0108071048208742,0.307630080049871,-1.40953542760903,-0.46008614863416,-0.55426580737241,-370.78800967605
-0.920251644428887,-1.6510433421342,0.80602592194006,0.0688834938059867,-0.40541736969078,-3.2984286545242e-05,0.00530616903015412,-0.0128555689413873,0.203606983925929,-0.233052915140936,-0.16736432952885,-0.119136703146542,0.0549922201053083,0.120427999305164,-0.00987307241296549,-0.00808905877415817,0.00984145187984028,0.306670461500841,-1.408322925093,-0.459026844728848,-0.553332789712916,-370.783736638662
-0.920519837057522,-1.65225604470868,0.804478956402359,0.0690626031122173,-0.405617372664827,-4.22046735567477e-05,0.00561303889267437,-0.0165340576282565,0.204466517072566,-0.231005995754442,-0.167841296769103,-0.118321427106503,0.0550541068156419,0.121120696042758,-0.00982382227101001,-0.00819737412942845,0.00877583585053321,0.305873309608274,-1.40717103302189,-0.457666337506291,-0.552711676285383,-370.7781491033
-0.921036935177131,-1.65400784315467,0.802197786477155,0.0692252506346422,-0.405749850025168,-4.07043708189273e-05,0.0055331901781225,-0.0207963588896206,0.205668298232671,-0.228419030836345,-0.168463349411609,-0.117696845338701,0.0551210501520547,0.122024251865619,-0.0097662207415216,-0.00824687183359494,0.00777041060164904,0.305401035362675,-1.40621069402981,-0.456063570019053,-0.552463098318119,-370.770700887949
-0.921779909412538,-1.65622340239008,0.799002593732176,0.0693698770761518,-0.405705639428597,-3.06387011645086e-05,0.00468514550369301,-0.0254445927758197,0.207290785680579,-0.225161780273068,-0.169206819349451,-0.117183558057449,0.0551889682382549,0.123124133149686,-0.00970949944509454,-0.00822857402466341,0.00691895157420629,0.305366363461354,-1.40564089795691,-0.454204817706851,-0.552542387484304,-370.760041625507
