"","asc_ruta2","asc_ruta3","asc_rutaEC","b_time","b_dist","b_semaf","b_CamFD","b_ZER","b_MtrP","b_Acc","b_Panel","b_clima","b_cong","b_Hvalle","b_T_prof","b_Hor_trab","b_EduBasica","b_Info_traf","b_Joven30","b_Adulto40","b_Adulto60"
"asc_ruta2",1,0.27226219923969,0.0536545844111518,-0.177353715034848,-0.117560772368632,0.0024374827582376,0.00115004569496966,0.07584604589109,0.00886401364281571,0.0712599696549272,-0.0108340048681724,0.0270642396442114,0.0527048038693973,0.0519198023894983,-0.0210792825980359,0.018090258665857,-0.0164582832863467,0.0221183122609324,-0.0338274490517171,-0.038323614817931,-0.0205684595600035
"asc_ruta3",0.27226219923969,1,0.0438884053884796,-0.249155143238101,-0.0736608690571984,0.000688214787262232,-0.00300224439351768,0.0604806286809539,-0.0873936509095747,0.0268783397629826,-0.00912927197046073,0.0158333921932987,0.0380091124695491,0.0280601903219032,-0.0263186350952212,0.0335639669907897,-0.014015941224368,0.0183501006293973,-0.0352138579592721,-0.051543061233314,-0.0239404056269252
"asc_rutaEC",0.0536545844111518,0.0438884053884796,1,0.0630649762951739,-0.0661744564274219,0.00767602154195721,-0.00829713961552364,0.0363908556954081,-0.0295791433591895,-0.0213647000760126,0.0241553986908478,-0.359639144494103,-0.0829504634131357,-0.00899606669545111,-0.224041777717786,-0.756696388458524,-0.0030383227962217,-0.16348860408183,-0.326613612349381,-0.338520443918561,-0.317663055018411
"b_time",-0.177353715034848,-0.249155143238101,0.0630649762951739,1,-0.288332618333618,0.0309767437095839,-0.013989126131823,-0.133685529962263,-0.038910149074308,-0.0308721123093311,0.026568853469066,-0.0793727324902857,-0.345665752017173,-0.0843909558461311,0.0159434263247379,-0.136530426141207,0.00315661605104313,-0.0273277201724272,0.018588770648544,0.0474444226357722,-0.002270796296954
"b_dist",-0.117560772368632,-0.0736608690571984,-0.0661744564274219,-0.288332618333618,1,-0.103158077567793,0.0411466029661383,0.00684716848004357,-0.0137497406480182,-0.0188937264576125,-0.0627618394100781,0.0664902700399856,0.0640975170365173,-0.0563787596074641,0.0566828145227216,0.0642937612508742,0.0400842595943373,-0.0250458618196778,0.0844730105270606,0.11069337914022,0.0699592764842519
"b_semaf",0.0024374827582376,0.000688214787262232,0.00767602154195721,0.0309767437095839,-0.103158077567793,1,-0.433650058657665,-0.0237259418597947,-0.067990132318891,-0.117110718467513,0.00516985039866964,0.0465427524659615,-0.0213185063906875,-0.017569703046644,-0.0403600281235994,-0.00765734753361522,-0.0321848659256523,-0.0187778564174645,-0.0232377278616635,-0.0453279906450696,-0.0168545715458666
"b_CamFD",0.00115004569496966,-0.00300224439351768,-0.00829713961552364,-0.013989126131823,0.0411466029661383,-0.433650058657665,1,0.0042239915663616,0.0210239999204066,0.04624843121739,-0.00406515051591132,-0.013499128331655,-0.0021213091410173,0.0153070739932275,0.0474465203711549,0.00131334673624195,-0.00909541531276853,0.00690447603997542,0.0224561808013579,0.0263290037237927,0.00603970964608639
"b_ZER",0.07584604589109,0.0604806286809539,0.0363908556954081,-0.133685529962263,0.00684716848004357,-0.0237259418597947,0.0042239915663616,1,0.0298237297970654,0.0148414206805366,0.0282783737273908,-0.0231631813178862,-0.00155657747450197,-0.0318480624281713,-0.0343512655240256,0.00636268499551662,0.0558505914592257,0.0365132320113263,-0.0135251040286417,-0.041697779465968,-0.00684435473546778
"b_MtrP",0.00886401364281571,-0.0873936509095747,-0.0295791433591895,-0.038910149074308,-0.0137497406480182,-0.067990132318891,0.0210239999204066,0.0298237297970654,1,0.016925341929696,-0.0642302745881801,0.0660244883977772,0.00589955670841206,0.0811792976699857,0.0570438196406441,-0.0303275137468213,-0.0155726503576781,0.0748430178647175,-0.046951581229544,0.0595226592606826,0.00404651675727988
"b_Acc",0.0712599696549272,0.0268783397629826,-0.0213647000760126,-0.0308721123093311,-0.0188937264576125,-0.117110718467513,0.04624843121739,0.0148414206805366,0.016925341929696,1,0.00293126459177878,0.0304121657548315,0.0689558888365508,0.0173132403436151,0.0435320175483059,-0.0251515525460308,-0.0452602122124197,0.0302379902274342,0.0535764772727422,0.0953009214103804,0.0614129802810463
"b_Panel",-0.0108340048681724,-0.00912927197046073,0.0241553986908478,0.026568853469066,-0.0627618394100781,0.00516985039866964,-0.00406515051591132,0.0282783737273908,-0.0642302745881801,0.00293126459177878,1,0.00815224516078787,-0.0201346782975721,-0.0265954759392636,0.0441025491527551,0.0117559352420656,-0.0159197517390074,-0.0965896312130784,-0.0170899176067139,-0.0359706581900549,-0.0337990765953833
"b_clima",0.0270642396442114,0.0158333921932987,-0.359639144494103,-0.0793727324902857,0.0664902700399856,0.0465427524659615,-0.013499128331655,-0.0231631813178862,0.0660244883977772,0.0304121657548315,0.00815224516078787,1,0.0574804897653652,-0.0457589713199593,-0.00255754422345449,-0.012247644834848,-0.165569039693401,-0.0413696595589798,-0.00324231975752262,-0.0555394917909215,-0.0268234030989154
"b_cong",0.0527048038693973,0.0380091124695491,-0.0829504634131357,-0.345665752017173,0.0640975170365173,-0.0213185063906875,-0.0021213091410173,-0.00155657747450197,0.00589955670841206,0.0689558888365508,-0.0201346782975721,0.0574804897653652,1,-0.0625854184349768,-0.0365904368320582,0.028027276252157,0.0942735895288613,0.0390496586132827,0.113978227408898,0.0973879769169517,0.103068896356063
"b_Hvalle",0.0519198023894983,0.0280601903219032,-0.00899606669545111,-0.0843909558461311,-0.0563787596074641,-0.017569703046644,0.0153070739932275,-0.0318480624281713,0.0811792976699857,0.0173132403436151,-0.0265954759392636,-0.0457589713199593,-0.0625854184349768,1,-0.000554215578953272,-0.110191916274188,0.0411160502776972,0.0389011349511693,-0.0351916878266708,0.0290613774269602,0.0225338382746598
"b_T_prof",-0.0210792825980359,-0.0263186350952212,-0.224041777717786,0.0159434263247379,0.0566828145227216,-0.0403600281235994,0.0474465203711549,-0.0343512655240256,0.0570438196406441,0.0435320175483059,0.0441025491527551,-0.00255754422345449,-0.0365904368320582,-0.000554215578953272,1,-0.0702125879131177,-0.127798324445734,-0.000104458870376194,0.343313417238613,0.326743746858464,0.168410121291707
"b_Hor_trab",0.018090258665857,0.0335639669907897,-0.756696388458524,-0.136530426141207,0.0642937612508742,-0.00765734753361522,0.00131334673624195,0.00636268499551662,-0.0303275137468213,-0.0251515525460308,0.0117559352420656,-0.012247644834848,0.028027276252157,-0.110191916274188,-0.0702125879131177,1,-0.0820833048010519,0.111248757900407,0.0138714255964531,-0.05470762339224,-0.0872270712698138
"b_EduBasica",-0.0164582832863467,-0.014015941224368,-0.0030383227962217,0.00315661605104313,0.0400842595943373,-0.0321848659256523,-0.00909541531276853,0.0558505914592257,-0.0155726503576781,-0.0452602122124197,-0.0159197517390074,-0.165569039693401,0.0942735895288613,0.0411160502776972,-0.127798324445734,-0.0820833048010519,1,0.00481308701720062,-0.0204089444113895,-0.0420437107984167,0.00400122774820078
"b_Info_traf",0.0221183122609324,0.0183501006293973,-0.16348860408183,-0.0273277201724272,-0.0250458618196778,-0.0187778564174645,0.00690447603997542,0.0365132320113263,0.0748430178647175,0.0302379902274342,-0.0965896312130784,-0.0413696595589798,0.0390496586132827,0.0389011349511693,-0.000104458870376194,0.111248757900407,0.00481308701720062,1,0.0013146209261197,0.0594453491638236,0.0309311525400421
"b_Joven30",-0.0338274490517171,-0.0352138579592721,-0.326613612349381,0.018588770648544,0.0844730105270606,-0.0232377278616635,0.0224561808013579,-0.0135251040286417,-0.046951581229544,0.0535764772727422,-0.0170899176067139,-0.00324231975752262,0.113978227408898,-0.0351916878266708,0.343313417238613,0.0138714255964531,-0.0204089444113895,0.0013146209261197,1,0.547627934785763,0.548627928969866
