"asc_ruta2","asc_ruta3","asc_rutaEC","b_time","b_dist","b_clima","b_cong","b_Hvalle","b_T_prof","b_Hor_trab","b_EduBasica","b_Info_traf","b_Joven30","b_Adulto40","b_Adulto60","b_USOCINTURON","b_USODISPMOB","lambda","gamma_EDUBASICA","gamma_CSECO","gamma_CONG_EF","gamma_SININFO","zeta_FRbr","zeta_EnfCond","zeta_AFrSem","zeta_CulFr","sigma_FRbr","sigma_EnfCond","sigma_AFrSem","sigma_CulFr","logLike"
-0.522054114308579,-1.10782487578372,0.025745247201116,0.212857238586172,-0.549342103056281,0.0378988184436106,0.337570771810111,0.0450970443472101,-0.115518230480455,0.171430756407919,-0.0295597045508183,0.0659401261184362,-0.121743605054771,0.079598393419494,-0.0577129634394179,0.0567942691638933,-0.125620329960235,0.12058179710331,0.164322695004803,0.157553655777025,0.364534490188281,-0.251014623673907,0.828094717322706,0.696482431833562,0.811521676894537,0.777425582164283,0.490201073795481,0.574949495755243,0.352313835888378,0.922257529887578,-2109.85716595312
-0.63902995829866,-1.32214323704145,0.0275990811590713,0.220777361895109,-0.582359923587563,0.0396629376926103,0.327625261901021,0.0484670818227945,-0.113552495092005,0.158670875732315,-0.0325610320376982,0.0824424697480168,-0.148553496806044,0.093838487667614,-0.0716059320992488,0.0631524668425737,-0.154409476612515,-0.0388504461941931,0.186373892008534,0.139167726595278,0.385156461824215,-0.263500745578607,0.894521501942302,0.72127048683966,0.817430887727421,0.841334912834388,0.483840306499749,0.592027337667339,0.355686893799,0.883993891177922,-2099.18214917147
-0.677994617224265,-1.39023922661504,0.0286448044328985,0.217116918099754,-0.585787829027367,0.0405239750424204,0.318417198582353,0.0490401287188322,-0.114055913483341,0.158085418998845,-0.0326659060087224,0.0883808294914968,-0.1573574276606,0.0987039338114595,-0.0762010328334325,0.0648881014620784,-0.163314283781682,-0.0833170805176554,0.189754376782828,0.129278554692919,0.389831616355845,-0.272138405755177,0.897709066720269,0.732198342663727,0.839360444637762,0.855560845124907,0.465774570428417,0.592022974142595,0.370791772344089,0.87315001492464,-2095.87943132813
-0.740517662752739,-1.48390327610089,0.0307424674668203,0.223434766167177,-0.549963744626509,0.0410642486185254,0.285058595143313,0.0469997075345912,-0.112567615319262,0.153123588818762,-0.0296500917331203,0.0999442429578722,-0.171691728897751,0.10614839760065,-0.0839782749674492,0.064261510149917,-0.175223058681496,-0.111359073704578,0.17870410422441,0.105262423467742,0.388364672124653,-0.298995345314555,0.901120800898929,0.756011545512308,0.837609574611035,0.842887465579396,0.464673398041063,0.580655005424963,0.370748768336121,0.89511072198975,-2092.00540423336
-1.17547194045556,-2.08216771283806,0.0500783142922309,0.216991789323037,-0.222984187274646,0.0463303343197468,0.044078853659572,0.0239712156355145,-0.107662525580901,0.135111073002635,0.00379424336364761,0.18975363257057,-0.274179528169946,0.159599150503241,-0.140121117551569,0.0451572179195467,-0.242881749318559,-0.12392980625022,0.202916008078314,0.118166844372148,0.389098092633383,-0.29904499940296,0.836763987164599,0.665630585169701,0.851905574107542,0.746869097107788,0.524560592507626,0.613927996022476,0.315760887790805,0.826803618101463,-2085.23875363263
-1.28911079953522,-2.23189168283349,0.055786919449853,0.216656731474732,-0.145543041952721,0.0475511234888408,0.00901047462328473,0.0168737344385466,-0.106654693984164,0.128545521104823,0.0137078874412657,0.21525354618109,-0.303157464028711,0.174215113323976,-0.155555730633247,0.0362158907373697,-0.256636353500134,-0.0965792004857595,0.223451028316152,0.14939590065456,0.392989920683301,-0.271765405391443,0.829088940246165,0.65208987948523,0.811274314942086,0.74932949952719,0.496058154166967,0.60921018818979,0.342528535741726,0.840956451925425,-2081.04488590579
-1.47685028212671,-2.45670027176065,0.0696835157917214,0.199257076240567,-0.104730574616389,0.0495499127288341,0.11658998860924,0.000379943781301222,-0.108050100696478,0.120836511954387,0.0351391903764864,0.26779203772143,-0.365689235764123,0.203419915013737,-0.184806652486934,0.00268381419025843,-0.258385994062393,0.0704796540482543,0.206535019454775,0.144924553192278,0.376981636489467,-0.268052762936219,0.849432595926596,0.674720902186682,0.835345205633808,0.769292179972628,0.505159003696054,0.613455815263559,0.340572625880687,0.84394175784261,-2074.87334525444
-1.51101766418856,-2.48733999649003,0.0751836024825814,0.207898525873416,-0.15361092210012,0.04597263468196,0.0845363972816612,-0.014621285665043,-0.104666934439663,0.11392862383094,0.0470562474720665,0.289818194890073,-0.401073740342117,0.21150288860003,-0.19311339052001,-0.0175601319231092,-0.251739989152747,0.116090403871387,0.178500179729427,0.126139063540027,0.3592784722953,-0.290275095152764,0.831400677285378,0.646104975072496,0.818424980146839,0.808672676549616,0.50896905105407,0.617713991182154,0.349226283890359,0.844003295966144,-2073.64043610302
-1.57978687852139,-2.53449021702744,0.0922314091889989,0.241687321929727,-0.332373049553004,0.0294969032382243,-0.0554898588351659,-0.0643785439050451,-0.0979489755462779,0.096997261297033,0.0828958901509396,0.357331292902899,-0.518306949402775,0.231069129130667,-0.215359400367538,-0.0837498146121443,-0.226509151857417,0.221422194258677,0.160680066938402,0.148078788713895,0.318641687677926,-0.268067392219315,0.852422078315796,0.673714021162164,0.835862139452108,0.795884347203627,0.512144149365592,0.615945388449402,0.350069789807718,0.851138577802053,-2068.3202468846
-1.3825910286925,-1.97342659554842,0.315968305832423,0.0860417533074972,-0.138828868706288,-0.673079245409514,0.127972004582294,-0.481070788324231,0.00763616814761937,0.116816426788698,0.142953078378095,1.17667250310547,-2.42172335188183,0.0710659621203255,-0.416649437392102,-1.04835637562624,0.113681639204099,-0.367148469082828,0.283107502041404,0.091065890561274,-0.0299608994443299,-0.326635206865758,0.879314616906111,0.70285580382688,0.797471639915986,0.729776957946359,0.49416444741203,0.615387994969195,0.42181278359172,0.874074758656948,-2035.00168357008
-1.14723568501206,-1.99418747434617,0.421742356211983,0.0597880637527201,-0.100783361827494,-0.680953680247259,0.0916776368736072,-0.28937630511495,0.0234232604507327,0.0940534192213675,0.066068563702243,1.0956974845355,-2.63466400947962,-0.104463091740066,-0.379501895867455,-0.904957524445325,0.0206527073327569,-0.304845448785669,0.033927283100998,0.211082084494388,0.540834835579099,-0.392953995685161,0.918855909558419,0.734661170736296,0.833577380895767,0.768322584180137,0.495445426162467,0.619597609643296,0.41890820661515,0.876217313116962,-2030.33289746134
-0.941382454438347,-2.06405594610968,0.555791732566282,0.0525499431012719,-0.153604405592262,-0.546603398903983,0.059618383966401,0.0261790973982978,0.0305745116490957,0.0460383995831127,-0.0302797192820462,0.827282864725692,-2.64711686721288,-0.291076963531106,-0.348372563868889,-0.534761732993184,-0.139355100167418,-0.135292883323653,0.351550333643036,-0.0101127937095255,0.728683960786975,-0.456406785166998,0.903572171104269,0.729581793164187,0.812795696319132,0.743411556295622,0.496480539929491,0.621062854480513,0.426699641297675,0.89061653767657,-2026.80415148349
-0.917459716814729,-2.0602640969147,0.675010964388208,0.0461592954363459,-0.163039567699237,-0.348239102832713,0.0699472487671658,0.240365180663634,0.0339458974417811,-0.00247960154289593,-0.0659868592612886,0.522814236357689,-2.52828602723647,-0.374352824705667,-0.40502778461065,-0.174426920559323,-0.235195694140198,-0.11604484341061,0.269185624989378,0.078645745059298,0.502521299972661,-0.440080098265876,0.916928184616933,0.740498140775985,0.820475036729686,0.753876495865682,0.495099267578268,0.620990004624947,0.432525115502762,0.89115772653645,-2021.64841527061
-1.00410672276817,-1.99413623175142,0.738066450107697,0.0482962531502667,-0.169553683781754,-0.225954354314545,0.0821996556725432,0.176514194042612,0.0341352246200216,-0.022320324201621,-0.00641419419254496,0.390248722302876,-2.37493729929812,-0.35052797835062,-0.524412330569788,-0.0844094061683139,-0.191396654759056,-0.128002992803124,0.262733462634023,0.0427540451315297,0.546096858136194,-0.406259393948737,0.916232241454673,0.740918079778771,0.81868186499727,0.753098161963445,0.493758548640887,0.619627060500048,0.432774562859944,0.891783343334767,-2018.64092351384
-0.977214632677835,-2.03188947025987,0.803917752677902,0.0573196698188625,-0.190160370825309,-0.162878739620743,0.0933025270799938,0.0215777840012107,0.0283396470351326,-0.023837179399739,0.0322942922109589,0.305983920114856,-2.09404062200517,-0.438487481375442,-0.569736878543514,-0.0837421056393629,-0.156199234810644,-0.103022032583945,0.297175753696702,0.119692225977885,0.526086130318181,-0.493591680325496,0.922060592035637,0.744437756994131,0.823514069418934,0.756787418131103,0.490843630119957,0.620843858678972,0.430051841535468,0.890569966005315,-2014.48646542802
-0.941271901681627,-2.10705538706913,0.902581539377377,0.0742111088348253,-0.232050008316692,-0.1858527512272,0.0888000665897837,-0.109527246200007,0.0151979186745035,-0.00736731794479136,-0.00445709089221479,0.267873912115502,-1.54674895530285,-0.655424598826536,-0.539762998949992,-0.155864726184588,-0.160678180965769,-0.0615325682290786,0.18010279093187,-0.000899116654598617,0.447598866073023,-0.266399052113989,0.924095992340634,0.750387256277609,0.822599558100391,0.766603686017778,0.488391184081694,0.617197452963235,0.434676306158485,0.892182237767165,-2009.17290126874
-1.05546299873522,-2.02710162915366,0.934667277171464,0.0811772224143812,-0.265600793578426,-0.257769226151865,0.0808597441693354,0.0525575396103936,0.00979106916183764,-0.00141571122990268,-0.0611396668522184,0.337321819702754,-1.36734640565522,-0.597223914028047,-0.539699866394318,-0.198996217776295,-0.182614166770414,-0.0457555553982407,0.188581483856075,0.0316512773840842,0.444759026334385,-0.295821849342665,0.926280371378917,0.75136196350601,0.82444278482773,0.766992253900688,0.485946300373691,0.616261970069758,0.431871204625311,0.891852126290949,-2006.42849918128
-0.988630579882694,-2.04320486488663,0.956086108704246,0.0841292007250351,-0.256562329180616,-0.251324904803426,0.0806453721437492,0.0980636532339424,0.00702213131306842,-0.00799627390695756,-0.0155105158274729,0.362223263526127,-1.35453788525153,-0.432799903493205,-0.522797000726543,-0.189562688923821,-0.179095039701864,-0.0357962102140792,0.183137724564644,0.0344904632461672,0.431608416348737,-0.287948994254267,0.927400559203945,0.752751392921501,0.825613055155001,0.769771013405855,0.484960846841937,0.61624896863841,0.431375631774357,0.891309373325829,-2005.36360816319
-1.01584178257825,-2.01039250141291,0.967909672010157,0.0833070623440974,-0.251519363604367,-0.240435735190768,0.0866869629645599,0.0610845826647281,0.00322211854874524,-0.0132865318655507,0.0137225179873516,0.338570262460106,-1.37319179231396,-0.355474917435303,-0.400068077531632,-0.153883299809004,-0.20594478678299,-0.0325630955546187,0.184378444239237,0.042113740270824,0.429643742189434,-0.291938684249017,0.927903599458774,0.752899928650974,0.826083255084522,0.770330177311524,0.483801843888539,0.615853918952931,0.430320370081502,0.890813331496249,-2004.63927497406
-1.03265431665199,-1.96958555273524,0.938301484294169,0.0816600220168697,-0.23651172993354,-0.239353939168234,0.0768029728989396,-0.00712692980321259,0.000261447035959954,0.00221915177074346,-0.10481012984653,0.188830694908836,-1.25626075694052,-0.272940293493454,-0.425173876719087,-0.183416392249259,-0.1651900896707,-0.00768238521225472,0.188902208024726,0.0681219705000209,0.410601429376682,-0.308241201897373,0.930213702385183,0.754538775724908,0.828542644846567,0.77315341291399,0.480835973037851,0.615422498440323,0.427591616868202,0.889472163810972,-2003.66903294285
-1.06866327628322,-1.85584637822439,0.921710022326842,0.07504172725324,-0.203626223068844,-0.0222334818247518,0.0847029684608322,0.0592091103553683,-0.00911875813951362,-0.0156832581944354,0.156800106704674,0.24188550810107,-0.937850203848018,-0.38181225398081,-0.449855127381909,-0.23765796823746,-0.109664598805853,-0.0140365786273925,0.200253174263276,0.116994787025238,0.375332546011489,-0.342282174944079,0.933759339674687,0.756294085504822,0.831722914652611,0.775926581958263,0.474267381186759,0.613987911409553,0.422338042603228,0.886013106965532,-2003.55706795556
-1.06466244204087,-1.81849283387104,0.91149867792556,0.0751376787319782,-0.213980064926342,-0.103752242932378,0.0936410728946379,-0.0244674000471103,-0.0101172018775352,-0.0108088056460365,0.161859163860708,0.366104659657878,-0.940672719808127,-0.372906010909489,-0.53245891276752,-0.0651100788282346,-0.190295596013752,-0.00607570736481625,0.199092405565259,0.127647763024566,0.371358485866077,-0.347684406498591,0.934484498121858,0.756774709528867,0.83290115816137,0.776939326404222,0.473534421694103,0.614307183339735,0.421390688609477,0.885924686824412,-2003.31117494547
-1.06303524213982,-1.82689883693585,0.897229454960579,0.0785819813160745,-0.2261436258206,-0.121535292119096,0.0926024957601528,-0.0128879804582508,-0.0105210352432018,-0.00797156480880882,0.121466460378836,0.332615819285508,-1.06580176141826,-0.3434136341342,-0.507653004701782,-0.0729817205288553,-0.16614048268937,-0.00731905761240714,0.195963589459888,0.127857535489133,0.377169229994747,-0.346330658082663,0.934454810312092,0.756696855079049,0.833436081846089,0.777069109223638,0.473825892916291,0.615420806395639,0.421294719112016,0.886673066536689,-2002.91505389667
-1.06024554860283,-1.82948345809724,0.917283474484501,0.0793174506758763,-0.229736892415015,-0.120197150825049,0.0947034631258282,-0.0177454468600902,-0.00979561885383926,-0.004992411289369,0.101595559387053,0.297479104472699,-1.07458857924538,-0.297874752828428,-0.495093267358022,-0.128617794564769,-0.247774975222321,-0.00642454930231041,0.194554627999399,0.125606623066525,0.379975886687942,-0.344237587851643,0.934485661143601,0.75680987762147,0.833569760648752,0.777083154280224,0.474205266929061,0.615971737880115,0.421614146336665,0.887152761254716,-2002.84497210949
-1.06279248062648,-1.85030634261036,0.97909536949746,0.0818828035730388,-0.229384988826397,-0.138113193403563,0.0925986890883986,-0.0176728097272453,-0.0080630006029959,-0.0125156612038116,0.0364814925618426,0.284317064752576,-1.05492127556585,-0.232069207612046,-0.424160668508076,-0.141103259970622,-0.209537086920415,-0.00817706702535173,0.193173147438867,0.12113998229016,0.38436373109346,-0.340634106595561,0.934400774392771,0.756888199889122,0.833567716581357,0.777489981074627,0.474774533586476,0.616938158041856,0.42232912017362,0.887699898608382,-2002.71394929142
-1.06621381491049,-1.86130738327112,0.969674141989877,0.0829536480597353,-0.232677503718582,-0.214197960687868,0.0907565324601915,-0.00183746809264817,-0.00793309039527034,-0.00813213537363098,0.0735330243131949,0.230609709825533,-1.07735282049024,-0.231339486500982,-0.41649903457146,-0.137787563849805,-0.180670005324356,-0.00579475116918448,0.192475815779647,0.119669554708629,0.385499133931675,-0.338961969925074,0.934433357732436,0.757018780904948,0.833614099236727,0.777766873988872,0.474851907731563,0.617216225571635,0.422525881550237,0.887915879678364,-2002.70844221494
-1.05616720152175,-1.85085340975916,0.889502548285053,0.0834366389189664,-0.238137832502605,-0.130224556281134,0.0855207831070054,0.00324753644618229,-0.00977342663557179,-0.00269129009136804,0.0229591803324243,0.249195594670963,-1.26146783925627,-0.300345673924273,-0.464380240548825,-0.127423956106919,-0.142397240177439,-0.00187657373399917,0.190287906303808,0.118620835694634,0.387463113976393,-0.336687837851673,0.935102805864163,0.757233965552672,0.833939860350119,0.778538698144765,0.474252884058395,0.617217402952997,0.422477094272716,0.88785387159747,-2002.70100557137
-1.05987001664795,-1.85205636534349,0.944315384512994,0.0830456182430708,-0.235870424862384,-0.156572623397179,0.0899623298374825,-0.00397734842187933,-0.00876690592714456,-0.00829004918310377,0.0392290871683112,0.257118167033388,-1.14894217376941,-0.254062567914084,-0.431544525665443,-0.133961559422614,-0.167437911649313,-0.00696811746775965,0.191508490700363,0.120534514346067,0.386041591592034,-0.339030451040412,0.934839436649945,0.757132425774671,0.833911710902941,0.778060058126069,0.474515339327513,0.617286935458359,0.42241121190877,0.887896780991064,-2002.66672481735
-1.06126814554105,-1.85398273301276,0.939198675413913,0.0830975991070314,-0.234052635304768,-0.158434801119693,0.0893681896821108,-0.00278397264296297,-0.00877548856570159,-0.007511057522359,0.0403851709811577,0.254180346361053,-1.15430707568515,-0.259744519020003,-0.435981048573543,-0.132257495852383,-0.167071196684215,-0.00567936973582108,0.191629732906567,0.120029845943096,0.386122051737671,-0.338676302702045,0.934808688167326,0.757127476409828,0.833867070628739,0.778093056485566,0.474545926938512,0.617320102449155,0.422454115152437,0.887905666226417,-2002.66656856046
-1.060287906558,-1.85298125762735,0.940814429718951,0.0830694495034501,-0.235170417914962,-0.158570459277517,0.0893219921106411,-0.0032303247630397,-0.00876601250097095,-0.00767457261551342,0.0402720199958711,0.254145546702354,-1.15367312543245,-0.258051184308584,-0.434580922130704,-0.133176295574021,-0.166523217978385,-0.00581194126110014,0.191508498931539,0.120075202533333,0.386078840950188,-0.338628604514729,0.934845746639856,0.75715274247799,0.833881261865255,0.778125744077707,0.474499736326671,0.617274372844041,0.422448445021305,0.887875613061009,-2002.66641433176
-1.06036323129146,-1.85294917941734,0.940711960024195,0.083070166644617,-0.235057603982597,-0.158053590912228,0.0894925357410855,-0.00319413899843364,-0.00877980826375888,-0.00771674922869985,0.0400829828691979,0.25462324573039,-1.15324778057188,-0.257915573699769,-0.434459848126275,-0.133060523053427,-0.166681466252581,-0.00608169470260317,0.191520599970411,0.120165410641633,0.386099751876588,-0.338724141403874,0.934842463642468,0.757145904852381,0.833893779683396,0.778106002814483,0.474520130783378,0.617303548797333,0.42244775636007,0.887899572134271,-2002.66640820421
