"","asc_ruta2","asc_ruta3","asc_rutaEC","b_tt","b_dt","b_CongAB_ruta1","b_CongCD_ruta1","b_CongAB_ruta2","b_CongCD_ruta2","b_CongAB_ruta3","b_CongCD_ruta3","b_CongAB_rutaEC","b_CongCD_rutaEC","b_Sem_0_ruta1","b_Sem_0_ruta2","b_Sem_0_ruta3","b_Sem_0_rutaEC","b_Sem_1_ruta1","b_Sem_1_ruta2","b_Sem_1_ruta3","b_Sem_1_rutaEC","b_Sem_2_ruta1","b_Sem_2_ruta2","b_Sem_2_ruta3","b_Sem_2_rutaEC","b_Sem_3_ruta1","b_Sem_3_ruta2","b_Sem_3_ruta3","b_Sem_3_rutaEC","b_ACC_0_ruta1","b_ACC_0_ruta2","b_ACC_0_ruta3","b_ACC_0_rutaEC","b_ACC_1_ruta1","b_ACC_1_ruta2","b_ACC_1_ruta3","b_ACC_1_rutaEC","b_SI_CAMFD","b_SI_PANEL","b_SI_ZER","b_Si_MTRP","b_CSECO","b_Hpico","b_Joven30","b_Adulto40","b_Adulto60","b_USOCINTURON","b_USODISPMOB","b_EdBasica","b_Htrab_2","b_Htrab_3","b_Htrab_4","b_Exp_2","b_Exp_3","b_Exp_4","b_Exp_5"
"asc_ruta2",1,NA,-0.346859323951856,0.000356987872655244,0.000537838957220721,-0.000232217358684497,0.000420022617511776,-0.000467183244415987,-0.00115652324219319,2.06980454998941e-06,0.000500945885116723,4.13602833441889e-05,-0.000148774308970637,0.00390493806748147,-1.31341523816099,0.003055540385583,0.00171406771898114,0.00426225870680452,-1.31345512560979,0.00385112742574502,0.00191346089857902,0.00427147708868221,-1.31345635979509,0.00394459996220402,0.00175269115244784,0.00366153200839899,-1.31344401974709,0.00367622608752363,0.000780250250847574,NA,-1.37104359055685,-0.78239595832941,0.000623285927324408,NA,-1.37101877226345,-0.78214336624277,0.000333466991497241,9.12118598146139e-05,-6.84458407913281e-06,6.87960464873241e-05,1.39301261002084e-05,6.62144354977792e-05,9.50890853724233e-05,5.80690205944773e-05,0.000310773993638694,0.000658148018371123,0.00024432584925516,-0.000563846088590901,0.000115441146013554,-0.224728292891256,-0.224729543466464,-0.224728672733541,1.12055883473325e-06,-0.000170434547676864,-0.000451457825300514,-0.000296336945682452
"asc_ruta3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"asc_rutaEC",-0.346859323951856,NA,1,8.85432824910935e-05,-0.000617090069254284,0.000287339463239272,0.000342228494150734,6.61595991738654e-05,0.000355638324524509,8.33273376775891e-06,0.00103314524170258,0.000296101827251968,-0.000359050771318905,0.00109359959225278,0.194762029490002,0.00116745665851523,-0.00199564834651655,0.00131479825090358,0.194768215580184,0.00173576193272327,-0.00248067669396698,0.00150364020616173,0.194767767747294,0.00177063213609878,-0.0027291259750588,0.00137423278085227,0.194770223780706,0.00157841416336889,-0.0025091379615542,NA,0.190826351385974,-0.486312742555845,-0.00691466582462545,NA,0.190827875101288,-0.486152173987075,-0.00718596089042747,-0.000203012799300896,0.000694342860638574,-0.000236703487787276,-0.000141241755730753,-0.00160201555057371,-0.000323508352153183,-0.00223232197144142,-0.00150940851233674,-0.00161715594260905,-0.00139168863298425,-0.000521367021643068,-0.000103312266327167,-1.31024383466229,-1.31025788339057,-1.31025380913073,0.0007652707422103,-0.000483176295323451,-0.000841852563569807,-0.000823671602374022
"b_tt",0.000356987872655244,NA,8.85432824910935e-05,1,-0.249184600120872,-0.0288545525404488,-0.0580766114443852,0.00693114097417622,-0.0329977094748557,2.20385450096042e-06,0.0453631728953283,0.367464242430007,0.258112828105997,0.0746066736228337,-0.000130857431700684,0.0479465136733,0.0915175932484942,0.0284262902763788,-0.000176060740799699,0.0623963319434205,0.004955402612483,0.0405597232396273,-0.000232331890670465,0.0482538619270531,0.00548331626938839,0.0623681128276601,-0.000238910781496335,0.0124535810127887,-0.00887485539483792,NA,-0.00024701558686359,-0.000486968770915926,-0.103420365821369,NA,-0.000368234324862232,-0.00125419152286554,-0.159577958943824,-0.0819331238620571,0.0493551852636609,-0.0494785258790529,-0.0619735882685479,0.0422269441581882,0.078277975369228,0.0150747150740026,0.053791647158702,-0.00315984793571873,-0.100037982975873,0.0411433072407228,-0.0633052891371402,0.000283711211169959,2.28978952868436e-05,-0.00010817170238476,0.0227066334163087,0.010612688997343,0.0450855343625027,-0.0112169289551916
"b_dt",0.000537838957220721,NA,-0.000617090069254284,-0.249184600120872,1,-0.039848087328282,-0.0350601415051346,-0.0670651376075784,-0.115257668502868,-1.51805876183225e-06,-0.0843086319816947,-0.0820031458935259,-0.0729254739349532,0.120224092945774,-0.000151039596132492,-0.0319247171068147,0.113242877391761,0.158282611762928,-0.000247110429139466,-0.00899045424776458,0.146769679136465,0.127583641147238,-0.000316447010002153,0.00832919531000851,0.147735953930828,0.0922473776039422,-0.00043129119919001,0.0241160074450234,0.0969934426492856,NA,-0.000300061099801909,0.000719769906875181,0.105071652479667,NA,-0.000491600679955359,-0.000192674064546817,0.122935643138801,-0.085863311180232,-0.0187152993115685,-0.0416075493721958,-0.111103309524819,-0.0758167827882891,0.047181278849602,0.0926160065570023,0.0830293483493549,0.0347004921968213,0.0511484598148502,0.0313389102730305,0.063103718521655,-0.000640004183526385,-0.000428742308367724,-0.00024323434469675,-0.0853762909384529,0.0129839034995791,-0.0335982214984179,-0.0292819511400713
"b_CongAB_ruta1",-0.000232217358684497,NA,0.000287339463239272,-0.0288545525404488,-0.039848087328282,1,0.320445075124131,0.126598207134886,0.104480285563298,8.16827401892596e-06,0.103943754990844,0.126677603170915,0.0576092102223754,-0.121105252928233,0.000495413150037747,-0.0112092940195098,0.0339455510564109,-0.0860799247225397,0.00015532703851137,-0.0300678029947689,-0.0283343270724388,-0.0939974661329885,0.000108867767260998,-0.0410770372509032,-0.050619957891432,-0.0425084602515691,0.000103656349407882,-0.0348743238175214,-0.0230509431609428,NA,8.66962765756207e-05,0.000141576719789839,-0.0335479486662706,NA,-2.92398958705904e-05,0.000164642151156214,-0.0328870653343234,-0.0625760184100945,0.0437896250219487,-0.0693037779779672,-0.00237607594349802,0.0990451261374541,-0.028017596051446,-0.113487045234412,-0.0973994881501819,-0.0924664729931904,-0.00977789321995732,0.0848898530789091,0.0121547028203708,-0.000160490853187137,-0.000120640863526564,-2.11386197572564e-05,0.0365161586870966,-0.04724538815111,0.0527760215134503,0.0118085320631414
"b_CongCD_ruta1",0.000420022617511776,NA,0.000342228494150734,-0.0580766114443852,-0.0350601415051346,0.320445075124131,1,0.067724799045049,0.182874169190952,1.53122297780648e-06,0.126590853254098,0.0847797816370335,0.0851720355920169,-0.0666953545304761,-0.000229977967495917,-0.0111959170570865,0.0171491533101782,-0.0390722750562686,-0.000182248313575819,-0.00691151309345129,0.0500073676372323,-0.0453493229504438,-0.000262132349551564,-0.0056354666987272,0.0391891198213922,-0.0338281863671891,-0.000253228305071017,-0.00417804256811141,0.0367369176693001,NA,-0.000225278632682028,0.000890744544254999,-0.0416567283899763,NA,-0.000259387336770076,0.000620848094496647,-0.0184374823375497,0.0423373583652182,-0.066627537708113,-0.0663400515157767,0.0725270478159032,0.16769802058617,-0.0183318928531148,-0.00679765769679401,0.0212619192564186,0.0187267560030081,-0.104995397643091,0.0752255505062635,-0.0234683225914519,-0.000179833720149852,1.14907712669764e-05,6.88343164967144e-06,0.0123276837216531,0.0392147458207756,0.0244184370725593,0.0387151832708413
"b_CongAB_ruta2",-0.000467183244415987,NA,6.61595991738654e-05,0.00693114097417622,-0.0670651376075784,0.126598207134886,0.067724799045049,1,0.179752672126656,3.55136426773709e-06,0.0579348728424541,0.046690741332629,0.0471389267343742,-0.00988250827264844,-0.00163393595839557,0.0187081663626055,0.0226614143536474,-0.0139130677114116,5.53685303515357e-05,-0.00758943899526315,-0.0068464233478053,-0.0183195548702478,0.000407494985770112,-0.00868816375180557,-0.00447276233922697,-0.0122991857605297,0.000439532421845836,0.00181141425739609,0.000117325455238788,NA,0.00033891232148825,0.000130367904337312,-0.026013618894457,NA,0.00061120506610231,0.000161334006574263,-0.0185461242749433,0.0482358961335356,0.00541115182629318,-0.0233790843319652,0.0233340765398239,0.0440845384911535,-0.0149361327027735,-0.00430706597669045,-0.00509960373263238,0.000939595005245052,-0.0236582932295871,0.0288231249497875,-0.0344688039299143,4.87978195606344e-05,5.71555662024318e-05,6.58943643839856e-05,0.0160571079890784,-0.0140688143698412,0.0277968564200046,0.0282279902046025
"b_CongCD_ruta2",-0.00115652324219319,NA,0.000355638324524509,-0.0329977094748557,-0.115257668502868,0.104480285563298,0.182874169190952,0.179752672126656,1,1.23436909118221e-06,0.0903373212538784,0.0528219246049463,0.0672310174421171,-0.0669731244270519,0.000243565914758234,-0.023297056229222,-0.0595321294757689,-0.0387674374575932,0.0004058046633042,-0.0148726857994971,-0.0282265540889539,-0.025613376244756,0.000869104467137754,-0.0179927193291738,-0.0115019291144784,-0.0141971044034232,0.000988209376636987,-0.0104923426840219,-0.0103938055943876,NA,0.000815836373917707,0.000349296910257208,-0.0577385133054119,NA,0.00145522925215305,0.000273017336898035,-0.0566606084567984,0.0397269858893286,-0.0240225702243586,0.0211461527430949,0.0882467734196351,0.127696310205699,0.000182413518380351,-0.00950609526506177,0.00128685010932847,0.0112215932291675,-0.0803867404362086,0.0745110341199175,0.0249950457888283,0.000154154467506808,9.94176092652447e-05,0.000123587089690868,0.0243953849928706,-0.0169379373291662,0.0358495312932433,0.0287176878436685
"b_CongAB_ruta3",2.06980454998941e-06,NA,8.33273376775891e-06,2.20385450096042e-06,-1.51805876183225e-06,8.16827401892596e-06,1.53122297780648e-06,3.55136426773709e-06,1.23436909118221e-06,1,1.37847477609596e-05,1.60381394348324e-06,-3.70774588569558e-07,3.9688089475149e-09,6.81581997297412e-06,-9.03575474537498e-06,1.41053867137938e-06,-6.77860074356019e-07,6.80453335638692e-06,-7.31581161863185e-06,-1.12539301776675e-06,-1.77660228715103e-06,6.80082819531705e-06,-3.05645130555914e-06,-1.86037343648692e-06,-1.45764388823332e-06,6.80157810474381e-06,-1.77810767514855e-06,-1.55036464134108e-06,NA,-2.58674551008972e-06,1.53814092067961e-05,-1.88792670827924e-06,NA,-2.58427952824956e-06,1.54962673273145e-05,-1.90323400857471e-06,-3.62618847884096e-06,1.78705977748332e-06,-3.58054637616262e-06,3.21283759044815e-06,-8.28196175739583e-07,-6.10564187108877e-07,-9.4293799912271e-07,-3.5091011748542e-07,-1.88270451478033e-07,-2.02916639343247e-06,5.14804987465387e-07,-1.84024816167823e-06,1.52533652840968e-06,1.52525207884383e-06,1.52851160024591e-06,-1.14951706238714e-07,-6.44653805534326e-07,-6.8791934574555e-07,4.37285622558259e-07
