"asc_ruta1","asc_ruta2","asc_ruta4","b_tt","b_dt","b_CongCD","b_CongEF","b_Sem","b_ACC_1","b_ACC_2","b_SI_CAMFD","b_SI_PANEL","b_SI_ZER","b_Si_MTRP","lambda1","lambda2","lambda3","lambda4","lambda5","lambda6","g_HPICO_LV2","g_CSECO_LV2","g_LV1_LV2","g_EDUBASICA_LV5","g_EXP_2_LV5","g_EXP_4_LV5","g_EXP_5_LV5","g_USODISPMOB_LV5","g_EXP_3_LV6","g_SININFOTRF_LV6","zeta_FRbr","zeta_EnfCond","zeta_AFrSem","zeta_CulFr","zeta_OmLmVel","zeta_IgPare","zeta_UsoCel","zeta_PasoPeaton","zeta_UsoDirec","zeta_UsoPito","zeta_PrPer","zeta_AmbTr","zeta_ComAfec","zeta_ConCl","zeta_Ans","zeta_StrC","tau_FRbr_1","tau_FRbr_2","tau_FRbr_3","tau_FRbr_4","tau_EnfCond_1","tau_EnfCond_2","tau_EnfCond_3","tau_EnfCond_4","tau_AFrSem_1","tau_AFrSem_2","tau_AFrSem_3","tau_AFrSem_4","tau_CulFr_1","tau_CulFr_2","tau_CulFr_3","tau_CulFr_4","tau_OmLmVel_1","tau_OmLmVel_2","tau_OmLmVel_3","tau_OmLmVel_4","tau_IgPare_1","tau_IgPare_2","tau_IgPare_3","tau_IgPare_4","tau_UsoCel_1","tau_UsoCel_2","tau_UsoCel_3","tau_UsoCel_4","tau_PasoPeaton_1","tau_PasoPeaton_2","tau_PasoPeaton_3","tau_PasoPeaton_4","tau_UsoDirec_1","tau_UsoDirec_2","tau_UsoDirec_3","tau_UsoDirec_4","tau_UsoPito_1","tau_UsoPito_2","tau_UsoPito_3","tau_UsoPito_4","tau_PrPer_1","tau_PrPer_2","tau_PrPer_3","tau_PrPer_4","tau_AmbTr_1","tau_AmbTr_2","tau_AmbTr_3","tau_AmbTr_4","tau_ComAfec_1","tau_ComAfec_2","tau_ComAfec_3","tau_ComAfec_4","tau_ConCl_1","tau_ConCl_2","tau_ConCl_3","tau_ConCl_4","tau_Ans_1","tau_Ans_2","tau_Ans_3","tau_Ans_4","tau_StrC_1","tau_StrC_2","tau_StrC_3","tau_StrC_4","logLike"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.149,-0.162,0.653,0.248,0.521,0.387,0.374,0.25,-0.578,-0.344,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-4,-2,2,4,-2,-1,1,2,-2,-1,1,2,-8225.93784917274
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.149,-0.162,0.653,0.248,0.521,0.387,0.374,0.25,-0.578,-0.344,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-4,-2,2,4,-2,-1,1,2,-2,-1,1,2,-8225.93784917274
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.149,-0.162,0.653,0.248,0.521,0.387,0.374,0.25,-0.578,-0.344,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-4,-2,2,4,-2,-1,1,2,-2,-1,1,2,-8225.93784917274
0.146290723932907,-0.325709275784902,0.697127834428102,-0.0323878630297259,-0.42421673424542,0.119668518891558,-0.41660777060315,0.33024066942744,0.0107929517980665,-0.120449607493356,-0.177509340574034,-0.241937537794001,-0.078019336797297,0.0155493471538648,0.492238173843361,0.393530553788878,1.58498729777057,-0.0523522214498373,1.04793550760951,0.628194767865352,-0.47200931245368,-1.09094984118175,1.39417748590652,-0.560634926215746,0.369483115783893,0.185287346493453,-0.325847034411505,-1.25309019954875,-0.696375348392874,-1.43383015525155,1.56057772599161,1.56664520525374,1.61230376013555,1.01047743717209,1.5689359823009,1.60746191593353,0.8641581623815,1.01731533848215,1.2443338453304,1.49435169785284,0.81491977814585,0.943578761303797,1.65001969051082,3.21089058322832,1.33298885682598,1.36100663419347,-2.17566380847711,0.0262873984174805,0.701136694056913,2.18612339044921,-2.16358605353162,0.0815431451192128,0.848075356567279,2.0902502797544,-2.23336547019426,0.221593760419637,0.75589124369435,2.1553295442136,-2.27248694095761,-0.377271218691021,0.333115789340809,2.334980111802,-2.32298189762514,0.213741415995173,0.937903237878345,2.02660932659637,-2.30296212935355,0.281499120523222,0.908001031144522,2.05169269570615,-2.48665697977412,-0.292674139724113,0.474648968316615,2.29828972765245,-2.10397218284197,-0.57964765781071,0.368772565503605,2.32781458867248,-2.14612529776059,-0.790801739436574,0.0382741525536401,2.11551605712157,-2.30393959605135,0.11472571734339,0.736308949650265,2.0983052450465,-1.89547574659809,-0.145388894248754,1.0533182756044,2.10012395796366,-1.57124495995231,-0.490764588699676,1.00535513390787,2.09591643174645,-1.91916831640992,-0.388011216069572,0.946864933008328,2.03795228258241,-2.66910152195487,-1.75362623808905,1.9595754488837,3.92934754118323,-1.74689703958575,-0.835167909623124,0.577894268441014,2.15805548173375,-1.85043687047437,-0.899220114457421,1.08061953121796,1.97653484751936,-6185.72715624392
0.163683171284639,-0.373294307291319,0.852061251475161,-0.0376046102953669,-0.5042614662633,0.143461737094907,-0.500493459080002,0.378641987048871,0.00896419283670381,-0.149780236809451,-0.214577360980551,-0.286883142752221,-0.0976118605621555,0.0174246817937354,0.364831726721302,0.122461639349279,1.63912787640896,-0.303918917687415,0.957075454441919,0.465700284342923,-0.313799941181022,-0.938327138791085,1.29741675498943,-0.570041349571038,0.366879545898055,0.168612456279163,-0.357036407953037,-1.01685014767674,-0.709033291878702,-1.53583732761408,1.65288040334737,1.66061088492713,1.71594056479094,1.01182913767717,1.53297562355973,1.58314201110716,0.708870782439013,1.01919577566654,1.24399390236856,1.57781585590957,0.844426237503461,0.955639245128952,1.693636597699,3.36855118778461,1.32390902520407,1.37028603108849,-2.15611492179938,0.124740647173874,0.669915299391906,2.21681081555999,-2.13675896236605,0.189062095054925,0.838399943834655,2.10709421922175,-2.21095191917259,0.350868110331956,0.724809934441377,2.18402551890648,-2.2754867862765,-0.364760750763064,0.289551810630922,2.36791935318078,-2.41215540717104,0.312624960337028,0.937000913515518,2.03178485372379,-2.39162436804027,0.402060892797103,0.895395361674423,2.06295505326916,-2.5478854675543,-0.301749826378029,0.428530646732681,2.3308796795712,-2.108958248807,-0.553354513469622,0.313456524369992,2.33245440328124,-2.17831280862401,-0.789982654184228,-0.0869338070866317,2.0587565634334,-2.29394016226984,0.211975329369778,0.7131996090959,2.11139239755713,-1.84894411595945,-0.0737173838231738,1.0713391116752,2.11627091315798,-1.51743505315892,-0.421922149202596,1.00133326784636,2.1060642446967,-1.92825668457478,-0.307852653536642,0.942545582430894,2.04619189300203,-2.5892659382829,-1.67946985740254,1.95168582283006,3.91487810265027,-1.73139735325222,-0.808295301892672,0.502712801489221,2.1705749329465,-1.85783235968061,-0.88305065058948,1.0950147550471,1.97031328138944,-5952.92530769813
0.468346397148315,-0.346014414954877,0.85392881940601,-0.12606772275529,-0.598732799340836,0.1196323774312,-0.359879532194613,0.320252545933374,-0.0138608018850552,-0.243821059012136,-0.293124281834316,-0.327601468517979,-0.149127535727274,0.00247609907085231,0.281866307502258,0.0253222753915316,1.47005408489524,-0.440102949556526,0.850419569468407,0.363341067703512,-0.288613530732721,-1.09904887577306,1.59397337452866,-0.687654373204468,0.285313473168034,0.0506115111266551,-0.544647075142458,-0.521456879236972,-0.805478261152011,-2.27395698028745,1.90307596376851,1.89984654732846,2.00034827214871,0.994284015898326,1.50326516751938,1.57494996205141,0.842752486053068,1.12673591394765,1.25197424001679,1.79565060374969,1.12852751205024,1.1405464236256,1.61276772918265,3.47440373553628,1.06515363776473,1.21413200221949,-2.08588334256307,0.155219777860145,0.731765936719082,2.32362878940727,-2.03444273844218,0.289001351116386,0.927964778903895,2.17227804759379,-2.11848220498987,0.464648755263546,0.790107018471868,2.29234349058967,-2.2179597176763,-0.611721600472604,0.372843892871424,2.43506928796194,-2.63269379066206,0.422554970702805,1.0199975604599,2.06678134003918,-2.62180383606341,0.606198362219242,0.922446093490437,2.12280573720652,-2.47723723969663,-0.506878089705536,0.46018804328672,2.41259475211919,-2.08442007107357,-0.640293369398956,0.278422455324325,2.21422149066946,-2.3013276384224,-0.952792797786322,-0.357849880301098,1.64719668417239,-2.21940779215979,0.196036716929363,0.8153059182323,2.14879990954647,-1.67570274565575,-0.0244706592788084,1.18886003429411,2.18349873669415,-1.39375768479165,-0.262394620160841,1.0056755622816,2.1344738468888,-2.04668240802719,-0.135871929516797,0.961478959567773,2.08684426757262,-2.67525224284751,-1.34280903158298,1.92871596415186,3.866440887721,-1.75159089798357,-0.761494316602141,0.269041113402772,2.16922529881044,-1.97728533702426,-0.861249105148491,1.14282989250927,1.94685299093551,-5766.77949552479
0.809035478482984,-0.192778040896686,0.695768108458733,-0.14426621639428,-0.608340771820109,0.0579031730818551,-0.0470563965632465,0.219955929505387,-0.0511602730122998,-0.357321367460695,-0.38780980294959,-0.336302432260544,-0.176859693199928,-0.00900696143724215,0.339728460092384,0.141114422484042,1.17434493361914,-0.303347803266171,0.830633065163135,0.270759533671488,-0.0542454230846432,-0.998939338136722,1.72865917125757,-0.664297908089112,0.132092327558639,-0.0795909340444119,-0.622899533983164,-0.460831876104483,-0.935483756899933,-3.14844905178927,2.12638003593535,2.09681996221153,2.23856333955377,1.07285645378556,1.35263047978117,1.43795462429298,0.243685038067581,1.29044095439332,1.25301612026839,1.99073411624004,1.30271791827984,1.33250143768448,1.53221559662932,3.51160382731634,0.986054693813786,1.16395352184274,-2.14743113203616,0.156398929133621,0.830202846153513,2.47926371875906,-2.05106415732232,0.347935090704781,1.07985127945892,2.27795776878416,-2.16512755789786,0.486261503286967,0.968037467979361,2.45418276458654,-2.22742859561637,-0.571307727999717,0.239025800600251,2.52806268940664,-2.92948851767661,0.4605653409856,1.15924768189178,2.12850119252827,-2.94876037867165,0.68120749680286,1.07190227992463,2.21656266061133,-2.60764346165998,-0.644152081097091,0.314929175068098,2.51842635576851,-2.08381556313406,-0.718751474700905,0.225279289969353,2.08928619764656,-2.48218731102346,-1.25892701635306,-0.593911179222424,1.18605500304841,-2.25608761740912,0.209041173327355,0.883563919270871,2.21828549402292,-1.69002962153145,0.0398408195997238,1.33425983078186,2.30394499194396,-1.34225114388667,-0.14486658696904,1.0721784629103,2.17618492204985,-2.05690878933765,-0.0259491019069108,1.02731484818632,2.1464880186093,-2.68751019490822,-1.01750612600455,1.8989433398185,3.79928268103353,-1.57621788332308,-0.778418348187551,0.0871695524546927,2.12420265677004,-1.94535488463966,-0.87557904889083,1.19336034870957,1.92133309869552,-5712.69827227189
1.03553169563991,0.06288865915917,0.590767128202408,-0.0283346659087896,-0.582852367145721,-0.00195102078017386,0.276264961977408,0.153516334481979,-0.10384552832739,-0.496408293622564,-0.517039997742056,-0.334800418103624,-0.179447036973672,-0.00201201392314135,0.331579329088311,-0.0616796487797409,0.817046494383977,-0.304015260924739,0.727355889987877,-0.489211768346577,0.0794019556216022,-1.00339285873395,2.02525610394741,-0.371654677327687,-0.0717897942531564,-0.189449701915359,-0.500545639287106,-0.462847910458151,-1.08654296120831,-3.98943143452176,2.28897722752458,2.21674502910408,2.40292528129554,1.19477742305254,1.16315360870302,1.24296360973047,0.230093878228693,1.47086895435618,1.20917814296238,2.12051245944257,1.4097614786962,1.53377550601256,1.39344873120434,3.39630899622299,0.965960706349184,1.13236263810978,-2.37341896025953,0.112701977738229,0.952775313246113,2.68821376339071,-2.2181052941961,0.351546079029957,1.27803669879724,2.43194764526291,-2.38713888198794,0.44076626990689,1.21008352977861,2.67951189446246,-2.29800223983908,-0.401752964492581,0.00276669085229672,2.63304788141721,-3.26514046759742,0.426414524992907,1.34667383346431,2.22524576716999,-3.33748160417137,0.648745144173293,1.32003963348986,2.35363291692205,-2.68523271695508,-0.591924320797576,0.10717539587311,2.64198018948227,-2.12337142142871,-0.796268692332509,0.16871891989465,1.97148028825521,-2.73989764127374,-1.68071020627933,-0.840455438541203,0.719561390250864,-2.43252315007325,0.210317773009614,0.923749731169504,2.31915538811836,-1.85821115482685,0.105602772147929,1.50913033424206,2.48605631944079,-1.36655000586425,-0.080787435487352,1.20623260819027,2.23758279034253,-1.98608173791847,0.00970262845936706,1.13953969223469,2.22617123127518,-2.68097639683652,-0.699378369778185,1.85974809220223,3.70397910124156,-1.30690668006822,-0.831626858141641,-0.0284462073918659,2.02682447423681,-1.82232437284468,-0.914220285028664,1.23541881939882,1.89626261231721,-5667.75117006647
1.23545333228027,0.30145272866247,0.469553416442438,0.115348071089565,-0.551594890170416,-0.0380644726284624,0.564653205905457,0.155788451091149,-0.158065165672887,-0.619596402012199,-0.62836738199578,-0.333751602966464,-0.164578905948632,0.0149633121563041,0.425060877422059,0.00547111632100579,0.62551006722971,-0.108439182707773,0.718351017168261,-0.594794396227329,0.272293995543382,-0.871168721243244,2.20377490707942,-0.0606209936075222,-0.234153291765874,-0.267334840312533,-0.35579969617815,-0.140588768407098,-1.18762350350706,-4.27440040391459,2.41126877785334,2.30430882068552,2.52656952102443,1.27008095149193,1.02853798136266,1.118401612394,0.502022884625231,1.53173573180647,1.09813366751986,2.20198471414191,1.42536508395012,1.62600614999812,1.32225064268855,3.34317916210261,0.950949311318121,1.11769225126279,-2.65178667602517,0.188454680058353,0.964107296508849,2.88902576806454,-2.44385055988772,0.444359502376986,1.3794746948902,2.58779066843883,-2.67536319140217,0.534681782558684,1.32120983462826,2.90113255653333,-2.41034939783286,-0.37688507221342,-0.0856815144069033,2.73242735974894,-3.56517671849948,0.465709628031532,1.4623646733334,2.32157733343336,-3.68687981032116,0.679031614878352,1.50692174571742,2.48731307820426,-2.79415872443267,-0.458295257473138,-0.0693921536780868,2.75628382406269,-2.23207092440322,-0.805412025545648,0.0164723519420544,1.93332798721903,-3.01042906641517,-1.9671010737248,-1.20498970931286,0.462155834354651,-2.67353335509075,0.337231614469972,0.854554661605988,2.4191696794277,-2.05170412728484,0.222316622589442,1.63399718473831,2.66864834353801,-1.41731335650942,-0.0346984938017308,1.328091417638,2.31116212964623,-1.85457197454223,0.0508551488804974,1.23067714286403,2.29658232183671,-2.5251681311141,-0.491023980311047,1.81833039987763,3.60097428189288,-1.20256475343797,-0.740424927174852,-0.0899826609699992,1.93346916449757,-1.69991831857162,-0.910017272401674,1.25111189798818,1.88156359338234,-5645.33482920663
1.40637471705969,0.618004479704773,0.373072700178875,0.362769872532541,-0.505480735037434,-0.05948841752727,0.86487568143484,0.212989838617629,-0.231689331043054,-0.776128075204909,-0.769028489269545,-0.328315734055744,-0.123043644006159,0.0533897466839035,0.498134030327487,-0.117230665628407,0.436175678918178,0.0531061660742145,0.63624211105435,-0.783134610531202,0.39481409593458,-0.827534570859694,2.57020276813669,0.27809263747878,-0.443362000707012,-0.367840671426406,-0.205319929301928,0.0871196315151301,-1.30531162408991,-4.36074663215611,2.53112807095101,2.38137901020771,2.65004081613102,1.33623450322046,1.17399854959942,1.26748253659068,0.410819802948352,1.55894978447208,0.965231074697674,2.26031967241186,1.48743937813277,1.74417234974455,1.18700670945472,3.15583307273805,0.866914466363241,1.0312730752834,-3.05601281709741,0.266080415357496,0.955714855051312,3.15265883660359,-2.7815299149741,0.539197550639459,1.48249281938434,2.80287366198167,-3.10084131044461,0.653528543110471,1.42719961434753,3.20083273587235,-2.57977100564512,-0.668316169696543,0.111420794589519,2.84743837970989,-3.84244233313333,0.51436502232117,1.58821132497162,2.45949250952296,-4.03289801954216,0.704874261922616,1.73816851558754,2.67671835121051,-2.98403261800594,-0.610124851317102,-0.0299402536654875,2.88978587418578,-2.40401767081998,-0.847697422473391,-0.146009108648049,1.91639464195413,-3.38315106279026,-2.30457830201006,-1.64249843140039,0.252208381275936,-3.02421407106444,0.445548303776039,0.771803872538726,2.54707445102208,-2.26314148235261,0.371285716886401,1.79132255486746,2.9233188848909,-1.47953369057731,0.00577248202027812,1.49484043619436,2.43110137917735,-1.65406718597199,0.0824303849341409,1.3475824968616,2.39028013036937,-2.29254682996748,-0.283542965946141,1.76373032295793,3.45478719494755,-1.17630118215522,-0.595435351304517,-0.0629423889767267,1.79600936818641,-1.59011988788062,-0.849844140194982,1.24895950471752,1.87313933465002,-5621.41985309362
