"","Estimate","Std.err.","t-ratio(0)","p-val(0)","Rob.std.err.","Rob.t-ratio(0)","Rob.p-val(0)"
"asc_ruta1",1.81285393101528,0.295889920907156,6.12678500659072,8.96725138588295e-10,0.297792755858288,6.08763610044957,1.14589959743228e-09
"asc_ruta2",0.840181978234166,0.322257145327921,2.60717874037895,0.00912916918069073,0.323125665022324,2.60017098355874,0.00931773215093989
"asc_ruta3",0,NA,NA,NA,NA,NA,NA
"asc_rutaEC",2.05736283338698,0.404061708087373,5.09170453969893,3.54858781026479e-07,0.432222577441356,4.759961512344,1.93629879574608e-06
"b_tt",3.05679664902298,1.12306231657416,2.7218406351195,0.00649194408048115,1.19638058100917,2.55503699871534,0.0106176511366547
"b_dt",-2.73492096157037,1.44100336042895,-1.89792823297529,0.0577055366135528,1.35645156388546,-2.01623193513551,0.0437757285064322
"b_CongAB",0,NA,NA,NA,NA,NA,NA
"b_CongCD",0.0566021235060644,0.276010597587395,0.205072283458761,0.837515650816204,0.28091783419232,0.201489961179587,0.840315478290163
"b_CongEF",0.173372588731429,0.305359549612897,0.567765406227553,0.570194272627094,0.341794503793572,0.507242178581485,0.611984903599601
"b_Sem",0.3056782213277,0.160979518435799,1.89886405611039,0.0575823523537051,0.130532483955344,2.3417789355198,0.0191920788044797
"b_ACC_0",0,NA,NA,NA,NA,NA,NA
"b_ACC_1",-0.383523762912275,0.30636721645398,-1.25184335109787,0.210626950123773,0.298176171135986,-1.28623210047648,0.198362071186892
"b_ACC_2",-2.54539744983587,1.12244065655657,-2.26773454344095,0.0233453910938142,0.794910995658571,-3.20211629193411,0.00136421912136964
"b_NO_CAMFD",0,NA,NA,NA,NA,NA,NA
"b_SI_CAMFD",-0.669946503612074,0.282295018668929,-2.37321404667709,0.0176340414925678,0.276483317397778,-2.42309919425705,0.0153887240777264
"b_NO_PANEL",0,NA,NA,NA,NA,NA,NA
"b_SI_PANEL",-0.282780560858064,0.209103904169907,-1.35234472058586,0.176265064480228,0.18091392453047,-1.56306686504077,0.118036868307094
"b_NO_ZER",0,NA,NA,NA,NA,NA,NA
"b_SI_ZER",-0.00321457962040831,0.255890918946506,-0.0125623044133126,0.989976994885438,0.243000779747099,-0.0132286802690668,0.989445348094875
"b_No_MTRP",0,NA,NA,NA,NA,NA,NA
"b_Si_MTRP",0.120002566730618,0.34937590160424,0.343476943256814,0.731239683580551,0.336866288613742,0.356232044543393,0.721666795858657
"lambda1",0.186855433302032,0.158536543136693,1.17862689323888,0.23854677799547,0.17050548417603,1.09589104541131,0.27312645826526
"lambda2",-0.394999645541982,0.217393212117571,-1.81698242412628,0.0692198045997587,0.227270590361359,-1.73801478191232,0.0822082091780734
