"asc_ruta1","asc_ruta2","asc_rutaEC","b_tt","b_dt","b_CongCD","b_CongEF","b_Sem","b_ACC_1","b_ACC_2","b_SI_CAMFD","b_SI_PANEL","b_SI_ZER","b_Si_MTRP","lambda1","lambda2","lambda3","lambda4","zeta_FRbr","zeta_EnfCond","zeta_AFrSem","zeta_CulFr","zeta_OmLmVel","zeta_IgPare","zeta_UsoCel","zeta_PasoPeaton","zeta_UsoDirec","zeta_UsoPito","zeta_PrPer","zeta_AmbTr","zeta_ComVrb","zeta_ComAfec","zeta_ConCl","zeta_Ans","zeta_StrC","tau_FRbr_1","tau_FRbr_2","tau_FRbr_3","tau_FRbr_4","tau_EnfCond_1","tau_EnfCond_2","tau_EnfCond_3","tau_EnfCond_4","tau_AFrSem_1","tau_AFrSem_2","tau_AFrSem_3","tau_AFrSem_4","tau_CulFr_1","tau_CulFr_2","tau_CulFr_3","tau_CulFr_4","tau_OmLmVel_1","tau_OmLmVel_2","tau_OmLmVel_3","tau_OmLmVel_4","tau_IgPare_1","tau_IgPare_2","tau_IgPare_3","tau_IgPare_4","tau_UsoCel_1","tau_UsoCel_2","tau_UsoCel_3","tau_UsoCel_4","tau_PasoPeaton_1","tau_PasoPeaton_2","tau_PasoPeaton_3","tau_PasoPeaton_4","tau_UsoDirec_1","tau_UsoDirec_2","tau_UsoDirec_3","tau_UsoDirec_4","tau_UsoPito_1","tau_UsoPito_2","tau_UsoPito_3","tau_UsoPito_4","tau_PrPer_1","tau_PrPer_2","tau_PrPer_3","tau_PrPer_4","tau_AmbTr_1","tau_AmbTr_2","tau_AmbTr_3","tau_AmbTr_4","tau_ComVrb_1","tau_ComVrb_2","tau_ComVrb_3","tau_ComVrb_4","tau_ComAfec_1","tau_ComAfec_2","tau_ComAfec_3","tau_ComAfec_4","tau_ConCl_1","tau_ConCl_2","tau_ConCl_3","tau_ConCl_4","tau_Ans_1","tau_Ans_2","tau_Ans_3","tau_Ans_4","tau_StrC_1","tau_StrC_2","tau_StrC_3","tau_StrC_4","logLike"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-4,-2,2,4,-2,-1,1,2,-2,-1,1,2,-8548.01673914327
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-4,-2,2,4,-2,-1,1,2,-2,-1,1,2,-8548.01673914327
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-4,-2,2,4,-2,-1,1,2,-2,-1,1,2,-8548.01673914327
0.122901721624658,-0.349098292645067,0.76729484135285,-0.0555322621949017,-0.0583363143960014,0.133859866764396,-0.462311974843033,0.360097226803191,0.00929593807086349,-0.128903746372089,-0.180606366484426,-0.253495629294775,-0.0749781174818054,0.0142408825922757,-0.10601975757163,0.154868986806832,0.721260683145374,1.1251163193956,1.59024871734437,1.69134338991717,1.71909390680958,0.52483874221798,1.70400413824245,1.82008904428221,0.894295746344142,1.06850909267087,0.750146613223478,1.44031722063664,1.21068051864859,1.32908879802562,-0.461239764466882,1.76401802652981,2.893233958981,1.5177784623811,1.55424062884413,-2.46438633580692,-0.0792034950572995,0.696250175475143,2.19311846699566,-2.45389248407446,-0.016946254414506,0.848002669750713,2.10012910934165,-2.53319981088862,0.121732027968392,0.765772183309309,2.16304101154674,-2.3724628186319,-0.488437664695084,0.296316455001943,2.33022960997187,-2.48243603669107,0.142421577242203,0.931803686195053,2.02825650153682,-2.47507388808299,0.216425735037774,0.909448713879101,2.05579233402386,-2.35191512142774,-0.12682683498133,0.578779359580949,2.33217990130652,-2.16934014274739,-0.666959207388572,0.240150791592896,2.22521486971527,-2.17630383081269,-0.836451504961587,-0.0909057455137374,1.96769505378325,-2.57482371630613,-0.00188062747474738,0.724435576354153,2.1050252612913,-2.02967151522171,-0.231146357487887,1.02351027796976,2.09876374679152,-1.70054787991103,-0.556291993940249,0.961327062919736,2.08206092752516,-2.13184697309043,-0.972269622958265,0.645022515323944,1.49818944151048,-1.79244639689568,-0.35031340282876,0.949617238598876,2.03647162520792,-2.60887379327323,-1.7382754663704,1.95713458338287,3.92931335873436,-1.64216230728198,-0.796597243403085,0.588093676720746,2.15610562695656,-1.74623357411474,-0.846164064365439,1.09010576468427,1.97373744554352,-6358.736575913
0.382798970964001,-0.354513620748312,0.890488477234457,-0.0421711292840506,-0.0800204576640327,0.133954332881283,-0.404733016777239,0.364434360910942,-0.0158303236709886,-0.223823651418196,-0.260194717684793,-0.327215213460558,-0.117497505420578,0.00543955667562682,-0.282807510828863,-0.116581228853053,0.455267271662305,1.01156393890262,1.77727246036828,1.81630671060043,1.87694099140192,0.657013490797835,1.85006669742547,1.9625004355686,0.836970695976464,0.881482725163751,0.335903432364533,1.63898519320367,1.42481316584168,1.47626604630678,-0.414040911940199,1.80880204078705,2.96030370187689,1.37710766426225,1.4310737864934,-2.47733835192486,-0.0567823447623965,0.652178082970095,2.29482005942643,-2.46660572647963,0.021544741062696,0.858218425376142,2.17307921933818,-2.54675163849176,0.221902530547627,0.710070523352156,2.27297143553549,-2.15875278180811,-0.608342237872545,0.33657102782097,2.33974471812441,-2.43562056447035,0.245286561622828,0.965983351096165,2.05904382857144,-2.46434083307553,0.391797893576464,0.895795856359337,2.11169740148922,-2.18564569122734,-0.403775405250662,0.772079988321584,2.40871608598513,-2.20489356468581,-0.826646616017691,0.168138074484089,2.01278278903386,-2.26355497934943,-0.941924401147493,-0.345145217824095,1.40018486844077,-2.51010845705959,-0.00452955263491161,0.681102716004448,2.14141352317634,-1.79841500361729,-0.159868574505808,1.1716852599912,2.19982979314013,-1.56554244630136,-0.352562893695687,1.01081379256123,2.15904461614879,-2.09163691415641,-0.727215254858769,0.589068966321162,1.33036880426207,-1.92036570637879,-0.154213384256739,0.979668024038895,2.08752951120351,-2.67856851037241,-1.36717236505952,1.94505187302273,3.89105371426199,-1.74427996728771,-0.701723786080805,0.382261222236096,2.17216696169172,-1.91476742628911,-0.788778623069337,1.13922487630444,1.96784875132916,-6169.92837428535
0.771106156029422,-0.211839940164372,0.77995515968533,0.0128667911069794,-0.0977830073753094,0.0876949233068403,-0.101291332264187,0.301668196244432,-0.0721678147091589,-0.330930250701407,-0.336276951568525,-0.340673033841578,-0.140533136449722,-0.00286597589963549,0.0307592852579249,-0.0438911266435803,0.325949176511281,0.889071280750813,1.93959037093049,1.97216976959554,2.0307582725337,0.566547068332651,1.95730289072176,2.10364943650094,0.724478262730139,0.360321295010413,-0.205109239551232,1.70506336011067,1.51795240848237,1.58882999324971,-0.355033807258603,1.86215150112854,2.97700718124576,1.33711084718532,1.46678143927432,-2.54571259922795,-0.0897877577794892,0.665085321862175,2.43275202105528,-2.47332441351162,0.0434476015381538,0.905838302821357,2.28050100454019,-2.56772619370513,0.245391419209281,0.737571368460062,2.42359054485855,-2.05805855552266,-0.56573578756644,0.214965902600856,2.35139769057065,-2.38803433944244,0.331738039871749,1.04928079097009,2.11219512962546,-2.42996263664863,0.528295266636581,0.943971394783756,2.19621942401219,-2.13616244366026,-0.315936942481594,0.541445982756265,2.53630226574728,-2.26851636572158,-0.971436742899048,-0.101976623025113,1.66838814327682,-2.34354706012884,-1.16067546782719,-0.521302701301697,0.735335496602448,-2.52741427257148,-0.0476680175999307,0.665419696213057,2.18790513974792,-1.73951688431156,-0.00215589116547854,1.37268957858033,2.39598755583775,-1.46857030878816,-0.187238135201799,1.1599052534113,2.28883269431595,-1.94820409321076,-0.587378981667583,0.507085281797252,1.23288163271089,-1.98773377071363,-0.0740396970830424,1.07503103832778,2.17187084680364,-2.6550822866277,-1.02147044079493,1.93476392979328,3.83664916358868,-1.63460301895631,-0.797049453830904,0.241246322199095,2.14088485758637,-1.86666929993431,-0.865706447479487,1.20362008128775,1.96797582783951,-6072.38184620891
0.808715952852787,-0.0789305177587859,0.958253571570423,0.0388978511387281,-0.117784484870137,0.0998455700940264,-0.0664843910708346,0.343761478197268,-0.119076494312818,-0.410630645889363,-0.411879099199194,-0.349930956042904,-0.138865152344121,0.0110766742285254,0.0661329511406887,-0.287414603877113,0.078931645962539,0.57238779791848,2.00381323759857,2.03439512498735,2.08229962221103,0.514955115671069,1.95410139500098,2.12822780452243,0.565514233036432,0.06019036188615,-0.218040953281091,1.69890558923502,1.50386873119983,1.60927667795981,-0.304148133915005,1.88972800626464,2.89585509155595,1.3520040933752,1.52090892320164,-2.62105683762934,-0.155708846087695,0.709994490988003,2.54101028783951,-2.48808979945328,0.0200444622293546,0.965606216076563,2.37284437232925,-2.58957708223442,0.190317052507838,0.811532146512366,2.54591609176995,-2.01727084851557,-0.528465602976617,0.207471995359637,2.33698480442769,-2.35522603849556,0.340153374835177,1.1365486244885,2.16557314902135,-2.39897143735637,0.52991640545555,1.03702645171694,2.27201089899983,-2.11077774594563,-0.281745105879756,0.377314376045373,2.59355787497076,-2.24496196655005,-1.01903073837117,-0.225749633743695,1.36957307980076,-2.39583564096352,-1.27429377289205,-0.627218321614864,0.640996595563675,-2.55819603448166,-0.105572380372376,0.673914485394066,2.21954288278438,-1.76817816379521,0.104518802788118,1.54352480405654,2.59043306766809,-1.44024646332124,-0.121475537772428,1.3263299786602,2.41927888620194,-1.79455234895818,-0.622021561635418,0.505763416402101,1.21417735659987,-1.99191811006602,-0.10811411053796,1.17530447479215,2.25343448967493,-2.60625981615779,-0.822667581997411,1.93246419194264,3.79123652913345,-1.56232275980912,-0.870271496345593,0.208596157544751,2.08300177856546,-1.81931565504354,-0.911955769637138,1.23148853590103,1.98274815062551,-6024.93178560894
0.941864841462895,0.114507633500972,1.01266158260859,0.09281939289039,-0.13717366586924,0.0846498372614186,0.0928299043021678,0.334450672819301,-0.172512186321801,-0.500724046220531,-0.476105223294029,-0.322191308234871,-0.122086779646296,0.0196308066601536,0.349322788757792,-0.328153081705763,-0.0529555025518313,0.234794207123368,2.09118761081589,2.08909529959231,2.13959440946359,0.50281931661854,1.94272505248607,2.13777786727642,0.374463816307027,-0.0150606401812228,-0.114780755176571,1.73032966117926,1.50535007124655,1.62289983154871,-0.364954532033473,1.94853341915641,2.84936453375541,1.37633304116873,1.55159779290717,-2.74104528569428,-0.17288087385106,0.735386535293012,2.68043845352285,-2.54897656126495,0.0367894041432415,1.02383381693161,2.49477954448444,-2.65562638028284,0.196999731726919,0.87013113267291,2.70551048559087,-1.97994748616411,-0.495271826858166,0.263357448067869,2.32461745435388,-2.34446435041889,0.396521335702108,1.22754291656814,2.24227098701494,-2.39851123557036,0.576304844365299,1.13682369811706,2.37615881276479,-2.04996507712357,-0.409427023591069,0.402014323379991,2.62955636872737,-2.18071770125788,-0.99724279630325,-0.248256236498378,1.11929435343562,-2.48061765667707,-1.35389402956361,-0.758322932278031,0.751123841694902,-2.60933595062687,-0.100054625739288,0.658021616392737,2.25861494053232,-1.78779402742206,0.214879946759221,1.74142940591153,2.84733340365873,-1.42523176243198,-0.0419872572663837,1.51030823813043,2.60596362200411,-1.65079341736758,-0.653140024908298,0.46583633776203,1.18746050461207,-1.98974841690738,-0.119049193882705,1.28240413709859,2.36681751065359,-2.44228574134905,-0.612887014599968,1.93100574284728,3.72962764769324,-1.62327364548942,-0.803844647502886,0.166661364989982,2.01162543218157,-1.85965657086655,-0.87952555680741,1.2483017591963,2.01052558028474,-5985.5719244906
1.05201996350115,0.306936762898397,1.1019203322527,0.155690811710205,-0.161268285419787,0.0739463786272189,0.21696530820078,0.330928649592025,-0.216106776663897,-0.590267927279935,-0.53552414723105,-0.278932465417445,-0.0856452424715229,0.0339560226889407,0.56080344877491,-0.396698948922484,-0.145342413454051,-0.193367765224062,2.19065722591745,2.12727058544582,2.19505561641787,0.514410350990496,1.92207949636676,2.12188417132676,0.401115110210603,0.186149068507736,-0.116269968698634,1.79142194300331,1.54177896022591,1.63474080175233,-0.328807735053027,1.99028156425696,2.74348640543119,1.43031104578885,1.57046124614839,-2.8633922548903,-0.180588195525644,0.758981346902066,2.83643164230623,-2.61758114227431,0.0559938170115513,1.08675667713061,2.63680623560539,-2.72910572496369,0.226804288102568,0.924890526748737,2.88910182026546,-1.93811968708713,-0.453373065768042,0.339198576246116,2.31817144157292,-2.32201653402957,0.460378737903174,1.31846722538742,2.34076053250784,-2.39939268735522,0.635563537444539,1.23655815622901,2.50524426250999,-1.96650270156324,-0.277834888059276,0.399532146681473,2.64309772060037,-2.09377375359137,-0.946005846439842,-0.210154299460893,1.07561415280495,-2.5894031969885,-1.46281525875674,-0.681087719658149,0.742991404579932,-2.64491677865386,-0.0902579620360753,0.651043523108127,2.29712140998509,-1.75326226751098,0.288696092337992,1.94770349078193,3.14617915426965,-1.40157513031837,0.0384939973304491,1.68485316135863,2.83987180612433,-1.58834396337149,-0.598353563750826,0.46791634603112,1.18564872318156,-2.00811870682665,-0.0959313429358571,1.38410750933708,2.50893557152357,-2.22922219526675,-0.405096438775765,1.93623863527681,3.65522511576623,-1.63396621546219,-0.828138104570851,0.181444895011254,1.9353601810721,-1.90164914761989,-0.852984998359268,1.26444383316897,2.0481829908923,-5950.51409351802
1.15521474488442,0.431361273116589,1.11336680407602,0.216796174662976,-0.183789792824052,0.0584999305054268,0.301742873105653,0.339442784457033,-0.23088206940774,-0.642399735591988,-0.561068604419847,-0.235654561305747,-0.0411130795383098,0.048141510920249,0.596026818315117,-0.433984888636556,-0.11587185504821,-0.427905847096694,2.25975275727903,2.16104747259454,2.2407450773897,0.455035706512971,1.91134706511034,2.1112381545288,0.474641795259814,0.187533045311931,-0.048425925949625,1.81342540307545,1.57254127520748,1.65798480087492,-0.317228148504539,2.0070029245102,2.56241819708993,1.4695179473474,1.61767086228393,-2.93066844725239,-0.200072292463342,0.788779576986,2.95532572300756,-2.635716363156,0.0600370494482039,1.13894254689807,2.75049647989536,-2.76026824546228,0.241137106183068,0.97807261717798,3.03474330074116,-1.91814579535472,-0.399732997345351,0.335681533751178,2.33497052720243,-2.27569809483441,0.496892521351159,1.38273118216024,2.43020790761072,-2.36942937280116,0.674677264841324,1.30921474970722,2.61841182964932,-1.90639844686362,-0.259024219935036,0.5439493134813,2.62984128781464,-2.06779350887466,-0.96610128355105,-0.295512523284431,1.20872450863278,-2.68692675758155,-1.37871049193914,-0.721787940690527,0.746654028801731,-2.66393717148781,-0.111707255924637,0.676187099940709,2.32156500812581,-1.69168127422164,0.33364742487524,2.08474756693438,3.38666355047034,-1.34359992757521,0.0939911188217225,1.79399157880188,3.0340713057685,-1.61551445573104,-0.572204637146087,0.536618558645315,1.18491066054152,-2.01193303592712,-0.0505755803516497,1.45217665462863,2.63438063866778,-2.04153399917075,-0.26880331784011,1.95099138041029,3.58870189328384,-1.62201076033737,-0.894030860044542,0.210167942173665,1.90235471434853,-1.84796432902792,-0.891190538514385,1.28915169042364,2.08017188590088,-5929.39511466008
