"","asc_ruta1","asc_ruta2","asc_ruta4","b_tt","b_dt","b_Sem","b_ACC_1","b_ACC_2","b_SI_CAMFD","b_SI_PANEL","b_SI_ZER","b_Si_MTRP","b_No_Info","b_UsoCel_F"
"asc_ruta1",0.152408009799677,0.12080866239301,0.123957372147296,0.0155401423057292,0.0379043976766277,0.00588777800858096,-0.0142522292266759,0.0337328034105233,-0.00539488902217857,0.00026796310274826,0.00463895771738316,-0.000569601076335577,0.0052410320384487,0.00445954289107858
"asc_ruta2",0.12080866239301,0.134683516232685,0.111842867416746,0.00990859460731713,0.0269976237924948,0.00347474617346272,-0.0026173080770942,0.0247380192258253,-0.000914578109566381,-0.00427221665979494,0.00161516892664207,0.0107162520817978,0.00854889915717436,-0.00216030513121612
"asc_ruta4",0.123957372147296,0.111842867416746,0.325378379118546,0.00269823058552069,0.0491499101451838,0.00145458408794138,-0.0106989985903919,0.00710927891959704,0.0706129266450843,0.00401053394058545,0.00049259707672826,-0.00967274687860551,-0.0810764532883189,-0.0674880529485072
"b_tt",0.0155401423057292,0.00990859460731712,0.00269823058552071,0.00951158410799706,-0.00192095559897645,-0.00214051042131633,-0.00182956375029512,0.00996400735092775,-0.00149201831505718,-0.0004353127794434,0.000842431215241144,-0.00153021572754839,0.00309057070176159,0.000243931554207387
"b_dt",0.0379043976766277,0.0269976237924948,0.0491499101451837,-0.00192095559897646,0.037622205690884,0.00512105318769337,-0.00974006810529422,0.00614464783612551,-0.00236962063933941,0.00411299763292871,-0.00277061096019145,-0.0104473435262602,-0.00266990779500059,8.97697776565304e-05
"b_Sem",0.00588777800858098,0.00347474617346273,0.00145458408794141,-0.00214051042131633,0.00512105318769338,0.0156524088029741,-0.00282317830371741,-0.00522058676644301,-0.00123603039750431,-0.0019807669247917,-0.000206496448052065,-0.000501112095021352,-0.00154157106564636,0.00229682858351344
"b_ACC_1",-0.0142522292266759,-0.0026173080770942,-0.0106989985903918,-0.00182956375029512,-0.00974006810529421,-0.00282317830371741,0.0878596083341606,0.0156040799137373,-0.000589696223432407,-0.00675764632759909,-0.00518367498368298,0.00887657533743683,-0.00830954481287276,0.00121441809018691
"b_ACC_2",0.0337328034105234,0.0247380192258254,0.00710927891959702,0.00996400735092775,0.00614464783612551,-0.00522058676644301,0.0156040799137373,0.551593910851117,-0.0195802790754939,-0.00489846908234528,0.000746931125050201,-0.0184990885826268,-8.84345251150509e-05,0.0186421281900149
"b_SI_CAMFD",-0.00539488902217838,-0.000914578109566302,0.070612926645085,-0.00149201831505719,-0.00236962063933934,-0.00123603039750431,-0.00058969622343241,-0.0195802790754939,0.0919934087281788,-0.000877480501450836,0.000646313082134653,-0.00595297755796319,-0.0057710869834358,0.0109868233936994
"b_SI_PANEL",0.000267963102748248,-0.00427221665979495,0.00401053394058541,-0.0004353127794434,0.00411299763292871,-0.0019807669247917,-0.00675764632759909,-0.00489846908234529,-0.000877480501450841,0.0332244238405119,-0.00695107659760654,-0.00560536397248614,0.00637497413121837,-0.00446778278672675
"b_SI_ZER",0.00463895771738316,0.00161516892664207,0.000492597076728245,0.000842431215241145,-0.00277061096019145,-0.000206496448052064,-0.00518367498368298,0.000746931125050203,0.00064631308213465,-0.00695107659760654,0.0592816184015226,-0.00666720755721949,-0.00154720815137571,0.00896843866091507
"b_Si_MTRP",-0.000569601076335564,0.0107162520817978,-0.00967274687860549,-0.00153021572754839,-0.0104473435262602,-0.000501112095021351,0.00887657533743683,-0.0184990885826268,-0.00595297755796319,-0.00560536397248614,-0.00666720755721949,0.101807911819715,-0.00519670076559809,0.0020818734239214
"b_No_Info",0.00524103203844873,0.00854889915717454,-0.0810764532883186,0.00309057070176159,-0.00266990779500055,-0.00154157106564634,-0.00830954481287276,-8.84345251150333e-05,-0.00577108698343567,0.00637497413121836,-0.00154720815137571,-0.00519670076559807,0.105388937000448,-0.00564191446064404
"b_UsoCel_F",0.00445954289107844,-0.00216030513121622,-0.0674880529485077,0.000243931554207395,8.97697776564717e-05,0.00229682858351344,0.00121441809018692,0.018642128190015,0.0109868233936993,-0.00446778278672676,0.00896843866091508,0.00208187342392142,-0.00564191446064398,0.103016096605305
