"","asc_ruta1","asc_ruta2","asc_ruta3","b_tt","b_dt","b_CongAB","b_CongCD","b_CSECO","b_Hpico","b_Joven30","b_Adulto40","b_Adulto60","b_USOCINTURON","b_USODISPMOB","b_HTRB_2","b_HTRB_3","b_HTRB_4","b_EduBasica","b_Exp_1","b_Exp_2","b_Exp_3","b_Exp_4","b_NoInfo_traf","lambda_1","lambda_2","gamma_JOVEN30","gamma_USOCINTURON","gamma_EDUBASICA","gamma_EXP_2","gamma_USODISPMOB","gamma_LV1","zeta_FRbr","zeta_EnfCond","zeta_AFrSem","zeta_CulFr","zeta_OmLmVel","zeta_IgPare","zeta_UsoCel","zeta_PasoPeaton","zeta_UsoDirec","tau_FRbr_1","tau_FRbr_2","tau_FRbr_3","tau_FRbr_4","tau_EnfCond_1","tau_EnfCond_2","tau_EnfCond_3","tau_EnfCond_4","tau_AFrSem_1","tau_AFrSem_2","tau_AFrSem_3","tau_AFrSem_4","tau_CulFr_1","tau_CulFr_2","tau_CulFr_3","tau_CulFr_4","tau_OmLmVel_1","tau_OmLmVel_2","tau_OmLmVel_3","tau_OmLmVel_4","tau_IgPare_1","tau_IgPare_2","tau_IgPare_3","tau_IgPare_4","tau_UsoCel_1","tau_UsoCel_2","tau_UsoCel_3","tau_UsoCel_4","tau_PasoPeaton_1","tau_PasoPeaton_2","tau_PasoPeaton_3","tau_PasoPeaton_4","tau_UsoDirec_1","tau_UsoDirec_2","tau_UsoDirec_3","tau_UsoDirec_4"
"asc_ruta1",1,0.990045883606545,0.979537054975295,0.0544030137796598,-0.121942649144831,-0.0360696125699254,-0.00120283653598389,0.205792438281021,0.200372218051034,0.483967544598947,0.208079036858585,0.191382825918998,0.19347153677257,0.202556610945812,0.83840510987076,0.885531203661551,0.873759185612836,0.152682630141269,0.189515558218941,-0.276920165054921,0.0147883198378372,0.0511295711153863,-0.00979570328222471,-0.0702080099207259,-0.225471618815608,-0.277908988167832,-0.127617074451806,0.059425789975367,0.0765061511393837,0.00345005703093718,-0.0665272107679141,0.00301877429615726,-0.030271006954847,-0.0472974847543988,-0.0586628210576922,0.00800146184493271,0.0125660742737509,0.0155127488412036,-0.0465905396761675,0.0754666999105176,-0.146518594210916,-0.103518232737549,-0.107074569788924,-0.0712961863878486,-0.14104726357656,-0.114053388357619,-0.119023673769047,-0.0759174505979495,-0.110541063438325,-0.0952044485924206,-0.0973934745615056,-0.071872422411588,-0.0956127378902064,-0.13751953546335,-0.156989314468792,-0.112728036465943,-0.151286915618912,-0.0965835661482301,-0.0926343423949433,-0.0540123349176917,-0.148350791707133,-0.0978459153731685,-0.101585643193644,-0.0427474734201235,-0.14171995707396,-0.214528534261409,-0.222876168760911,-0.0366679055632792,-0.0209102543571982,-0.0379365174471401,-0.0134410058192453,-0.016976542906548,0.0842708573614663,0.0864648838108404,0.0848694738976188,-0.0645109397863978
"asc_ruta2",0.990045882951513,1,0.977293632793224,0.0346919727239452,-0.10395897081047,-0.0350791169748882,-0.000932010914400367,0.218611828851619,0.202104161480145,0.48119246676895,0.196164343570376,0.176917842333321,0.194750125543083,0.211422388671694,0.834147389012796,0.877463238823087,0.866005385148452,0.155540326681638,0.183105088540875,-0.290644845495266,0.0144619941597709,0.0525091461546441,0.00983624580100861,-0.0804375711784195,-0.230440763810147,-0.301100492359799,-0.121199128737968,0.0434613306098977,0.0892501250326651,0.0204196268294138,-0.0613601023865158,-0.0132654965453768,-0.0337982594652929,-0.0495800921134614,-0.0641284931284786,0.0109188828421091,0.0152962779350934,0.0184797673661314,-0.0518284904664104,0.051087006412461,-0.136419862976445,-0.0964272489399311,-0.101923065441861,-0.0748120424958972,-0.132362035628335,-0.104478519131474,-0.111161227508717,-0.070544924726432,-0.101751017656047,-0.0881425624810145,-0.0899333344602314,-0.0712644511533768,-0.0911628835014065,-0.131506422778876,-0.151665410079622,-0.110864926287582,-0.140527351093666,-0.0823947635038437,-0.0809633003870143,-0.0509336806009807,-0.142007551280311,-0.0873452504429461,-0.0938991176613443,-0.0482761025085801,-0.140022845483339,-0.20833302139426,-0.216569209714625,-0.0313599967998307,-0.0111048578832898,-0.029464033575816,-0.00891149781866371,-0.0139945506099823,0.0602284907397889,0.0612584340950249,0.0611888395997999,-0.0424560372550242
"asc_ruta3",0.979537055493848,0.977293633957822,1,-0.0336418786920145,-0.0409862834617554,-0.0105394420723301,0.0481231968723818,0.215932303675533,0.212415736563546,0.476418496385217,0.198153614430915,0.17056130323119,0.179271492211889,0.213087934776179,0.830740402384221,0.873194363400066,0.865357167537169,0.164270160924128,0.184605954178669,-0.282844503203281,0.0345668380094356,0.0507137393369008,-0.00212471809325007,-0.058448866725545,-0.242578111351857,-0.273606469846262,-0.130730761449316,0.0754195243758674,0.0714374998929159,0.00150673905370877,-0.0903580120988851,0.0145177924114457,-0.0711952601696196,-0.0413450805417453,-0.0626206318001352,0.0182081310542155,0.0129103032720919,0.00664416271509671,-0.0361546576501955,0.0803648036596806,-0.145687245424735,-0.0919283485479796,-0.0970292789364307,-0.0740489079998298,-0.133846173239703,-0.135052474132879,-0.14304733608801,-0.111111680296991,-0.114278820447254,-0.0898065800639695,-0.0919352221343458,-0.0695952414682266,-0.093330312225897,-0.137895720363902,-0.16033131187167,-0.119875017732251,-0.146948319691393,-0.0803478843339655,-0.0785035777513533,-0.041889879461457,-0.145042255887,-0.0953826701580378,-0.0979272444670686,-0.0412683815878426,-0.137934698066838,-0.226002827867922,-0.234611435880092,-0.0483607875676617,-0.021715713130745,-0.037742695656039,-0.0197560104290769,-0.0177626393091488,0.0874342466407888,0.0865826649239222,0.0865181105875339,-0.0686624012044584
"b_tt",0.054403013779853,0.0346919727242381,-0.0336418786918856,1,-0.770993587165396,0.281701556719656,0.153840462679735,0.0157596697052614,-0.0629813989811208,0.0130167881353573,0.0333906709706952,0.0470529689548693,-0.0742051766392309,0.13534666827631,-0.00693233052346057,-0.0111595804683699,-0.0432400823034918,-0.107676992790116,-0.070662366913157,0.00357637741804919,-0.0963518307822095,-0.0521794381525073,-0.0461423904965314,-0.016597048643911,0.0901547688621125,0.0610548563982499,0.0279116931916017,-0.0342025411376912,-0.03159582902091,0.0233856482901534,-0.00306854310896928,-0.0326227072778098,0.134698738766948,-0.0476133249736221,0.165843302640427,-0.0789889340343334,-0.0948019481061008,-0.0598831942327484,0.0477204333529625,-0.00972581205285163,-0.00150541614300847,-0.0279389208122449,-0.0181580746783747,0.0213515656771533,-0.011660739243193,0.0986687466201317,0.0851225327430285,0.124913557344091,0.0268079492061602,-0.0263007247277716,-0.0253968205680264,-0.00903953251474821,-0.00883803056203736,0.0638696149340913,0.106050195653093,0.0430801954491831,0.027138164269053,-0.0599717536738067,-0.041748342354541,-0.075000838202797,0.0369189134449995,-0.0594931042275698,-0.0572356314346879,-0.074747705506444,-0.0609172544972555,-0.035180507236163,0.00808442746153145,0.113184660781421,-0.0495886564048099,-0.0323237434240499,-0.0339366240646898,-0.0900745667141121,-0.00826035155260602,-0.00319310867471546,-0.00870822030844075,0.0104758786736387
"b_dt",-0.121942649144841,-0.103958970810645,-0.0409862834615297,-0.770993587165396,1,-0.114762572983083,0.0497550136072307,-0.0590625893576682,0.0406163707259216,-0.0762653963133221,-0.0283660116978974,-0.0464675010907675,0.0647386967557128,-0.0165780464841039,-0.0589462715667435,-0.0564830012746006,-0.019279558339277,0.0766172394540949,0.0503801701259747,0.0179068908629737,0.100981350867513,0.0127164146452772,0.0265631842639066,0.0280548488877915,0.0437814398255448,-0.101643441124797,0.0211821249905786,0.00413372893311146,0.0753827924222883,-0.0312976688764022,-0.00194840252577521,0.0531339227246529,-0.0772545621863325,0.0814694467145615,-0.125110664716819,0.0120123854713805,-0.000159563291636526,0.0428011002258124,0.00269683285344018,-0.0352639047230755,0.015430431570301,0.0721000937684303,0.0593441888227666,0.00220821873926896,0.014164160871562,-0.0147936780908929,-0.0151684880258167,-0.0943989496089321,-0.0173308449239712,0.0729654391367285,0.0660661097310203,0.0534623388640398,0.0369045592383214,0.0192306839025913,-0.0251404862479169,-0.0436647699769467,0.0101982278072612,0.0735723559207104,0.0614551738553059,0.0820031845014649,0.0144358141268387,0.0410310987904983,0.032663903417716,0.041241250383328,0.0285903430501673,0.00549231836222155,-0.00287697739784543,-0.0603490939120669,0.0144741525605858,0.0040361267519089,-0.0141024576169116,-0.0205280243127941,-0.036716146401178,-0.0512795317349671,-0.052529199727614,0.0217867927612968
"b_CongAB",-0.0360696125695105,-0.0350791169747397,-0.0105394420706637,0.281701556719657,-0.114762572983083,1,0.560420912685946,0.169629834403262,-0.0610703337936813,-0.138271468488671,-0.152169158512645,-0.120801730127225,-0.158940083887749,0.141347479674803,-0.119696645457722,-0.139737597396959,-0.123892857659764,-0.0765771685043839,0.0177094089146495,0.0298454849356834,-0.0835616508629239,0.000490106461698121,0.108389197084855,0.109238042533371,0.0401876818147578,-0.0572218021789749,-0.0151072158580744,0.0555227630364582,0.000696025553316513,-0.0268776740217154,-0.0684105032784623,0.060826333433786,0.110523124171494,-0.091381324062423,0.089891460793402,-0.00104713774970448,0.00763481044767401,0.100421981559831,0.102265130995572,0.0235814946727304,-0.065296694034574,-0.00803458122229124,0.00507698713036781,0.00378638657206923,-0.045895286729349,0.0273727063642921,0.0203246882421787,0.00468620306365199,0.014909024464742,-0.0849046871842912,-0.0813103050459943,-0.0558516274191779,-0.0621491850571054,0.0201417022485929,0.00293823315724046,-0.0644918544397849,-0.050877568473717,-0.0419218528200801,-0.0303890823735364,-0.0513602246815153,-0.0473699334715435,-0.0208518647929896,-0.0148865061641559,-0.025799036849162,-0.136923867770093,-0.106484758092975,-0.116743590317583,0.00749734293753502,-0.0621424123995185,0.000905473634637142,-0.0398461947925181,-0.0955381156360086,0.0279685969820094,0.0194137928602364,0.0213960522839373,-0.0253316154422018
"b_CongCD",-0.00120283653605746,-0.000932010914510215,0.0481231968727807,0.153840462679735,0.0497550136072308,0.560420912685946,1,0.177024359184253,0.0435699119239779,-0.0412866287779526,-0.00523561891813182,-0.0370337533096952,-0.118994546896548,0.142999536945155,-0.0566714833062327,-0.0444603485149146,-0.0416726774656716,-0.0384859600233934,-0.0790794007302856,-0.0483686625230567,-0.0259120150990055,0.00134958509774405,-0.0142136188300319,0.0726223095729727,0.0580511994200305,-0.0462382535109189,-0.0590691143459538,0.0793542725185859,0.00079236340226342,0.00891861890118577,-0.150111047858252,0.0367936119560274,0.0100522589705132,0.0202228186887187,0.0960986832699648,0.020321301937974,-0.00916469024072362,0.00145142214814815,0.161922077198406,0.0671219426469394,-0.0708999540480618,-0.0358595351905376,-0.0323269051548061,0.0115907461120901,-0.0559477722425931,-0.0570959923054541,-0.0643357974492088,-0.0426077651710311,-0.0678165598541892,-0.0263688278904305,-0.0248311068224152,0.0274146986756938,-0.0754634963247974,0.000787800177192,-0.0144219651709832,-0.0168621821962318,-0.0626753814315045,-0.0212549503282569,-0.0259701702216128,0.00125755403926931,-0.0541721558028277,-0.0778310044579083,-0.0855585541277302,-0.00362316060997075,-0.0934750424513429,-0.0798279317354229,-0.070326773718969,0.0323893235541044,-0.0663045785249892,-0.0332889625989688,-0.0817965038495523,-0.107491671186666,0.0666466406748651,0.0652699224655101,0.0617950416173096,-0.060210865294331
"b_CSECO",0.205792438281408,0.218611828852108,0.215932303675892,0.0157596697052613,-0.0590625893576683,0.169629834403261,0.177024359184254,1,-0.0247856320689639,-0.016326636546002,0.0461272050187448,-0.0215826112644409,-0.141617694946239,0.0778613595522815,-0.0378306049422561,-0.00970870676136081,-0.0213295123753347,0.0622546871430382,-0.0422596894666338,-0.0412950826808194,-0.0684288953313743,0.0590085933294271,0.102166193276471,-0.00635464642351482,0.0316874251735017,-0.0270473949746457,-0.0603137828574578,-0.00797220423451738,0.0035506418646235,0.0683700069370906,-0.0606667124756122,0.0270121395543123,0.0336249294194813,0.0180869430301075,0.0380272126896253,-0.0209926315726348,0.0778772388796601,0.0446474977749513,0.0138459043106385,0.0102777571896771,-0.0495256655121506,-0.0508929415943429,-0.0371914127245508,-0.0148861091566285,-0.0824811961610182,-0.0624510720017896,-0.0200872232103183,-0.0065019466982863,-0.0621931784605131,-0.0295699800288161,-0.0161823680171563,0.0045140886096702,-0.080613011123494,-0.105706312778332,-0.0946584619411967,-0.0570561349863082,-0.0471003478948828,-0.0501882770024179,-0.0507982021469835,-0.057284682905394,-0.0847750845920893,0.0023071432970712,0.0111870282032415,0.0326525271590394,-0.0366279543232273,-0.0699388146578099,-0.0713006019650979,0.00865880994773456,0.0150754367247247,0.0181653669788144,0.0290565706509996,0.0348795245427233,0.0191441096678301,0.0106678876876222,0.0069038871167349,-0.000994704319353208
"b_Hpico",0.200372218050601,0.202104161480203,0.212415736563171,-0.0629813989811211,0.0406163707259218,-0.0610703337936816,0.043569911923978,-0.0247856320689643,1,0.0175509317179415,-0.0452852932326318,-0.0410902396873549,0.0567222898322897,0.00983699276594704,0.093476482491051,0.107757755571676,0.114627387727143,-0.00287796380124771,-0.0154763745092784,0.0262415796197829,0.157725166477638,-6.98377933712799e-05,0.000412835131651052,-0.0707748575666649,-0.0715723126236113,0.0203354074768701,0.00250718607833301,0.0249091403129937,-0.101829918006723,0.0125933544523808,-0.0642006335411211,0.0294766091652051,-0.0690165743945824,-0.06344807159774,-0.0921002656598176,0.00257838227811362,-0.0229355426337859,0.00882929898227214,-0.00318138490730604,0.0424586788052718,-0.0134955736426759,0.0244741913279352,0.0379810139539204,0.0928880099760885,-0.00626836518008999,-0.0224841536327923,-0.0312695728662508,-0.0187027064186171,0.0365933614325893,-0.0140451605472716,-0.0236304022658216,-0.0368911594796686,0.0332446411945559,0.0117986143300971,-0.0143981454440762,-0.058993118969186,0.00195008235851692,0.0258693439560093,0.023669387708117,-0.00894806020890869,0.00263086963737584,0.0118958137578915,0.017203170199731,-0.0208540021969551,0.0209369828894527,0.000280473447228415,0.0472885939175971,-0.0242677441449649,0.0138155239031702,-0.0296735496577172,-0.0330873356054141,-0.0438992167659277,0.0418450353748199,0.0439351305730554,0.0436594602607817,-0.0477677690438816
"b_Joven30",0.483967544597046,0.481192466767933,0.47641849638156,0.0130167881353565,-0.0762653963133217,-0.138271468488673,-0.0412866287779531,-0.0163266365460038,0.0175509317179406,1,0.573517952406956,0.523523592077085,0.0566394625363677,-0.0787764146549917,0.386907835467321,0.404051138479535,0.412025817166472,0.0725807587977037,-0.134774822351633,-0.546333989658821,-0.0793904422049617,-0.100375394307022,-0.0979863662685775,0.0106394959111525,-0.190568398950411,0.027579169072018,0.0153631022828164,0.037970236145072,-0.00178744397702516,0.0114671993148991,-0.0845702876620743,-0.0165721457911854,-0.0297154720208445,0.0472012761600328,-0.0765127127756018,-0.0248802676124417,-0.0332365482775189,0.0199675490347783,-0.0352160319836648,0.0847829569062344,0.0209936403816453,0.0206151433449523,0.00919312639947811,-0.00729055567299558,0.0165433819717831,0.000726096257447458,-0.0114092811571796,-0.0334580563703877,-0.0144423260147073,0.0539241320891298,0.0525325804108685,0.0344263851418708,0.0175129934315922,-0.0137120850093884,-0.023996340208888,-0.044539469101534,0.0210828792339029,-0.0261444704180265,-0.0275848282903276,-0.0399083182319743,0.0163072257773543,-0.032354091184338,-0.053798440219964,-0.0206747168145049,-0.043143513676054,-0.124158416965316,-0.119603036506111,0.0635294520759445,-0.110093573820754,-0.0556061749861791,-0.0309552913735394,0.00936767984812356,0.0738052416017195,0.0670889276029008,0.0600535777590762,-0.0905173658439669
