"","Estimate","Std.err.","t-ratio(0)","Rob.std.err.","Rob.t-ratio(0)"
"asc_ruta1",0,NA,NA,NA,NA
"asc_ruta2",-10.0123258231557,125.727754050924,-0.0796349692137215,3.29910036975236,-3.03486547876907
"asc_ruta3",-14.0475416465884,125.679405900887,-0.111772820263541,2.74621154091844,-5.11524383219596
"asc_rutaEC",-16.578354261819,125.666673578847,-0.131923236206433,2.10902545142261,-7.8606705531393
"b_tt_ruta1",0.107675036428822,0.0631556332141797,1.70491579212996,0.0555998405671419,1.93660692783453
"b_tt_ruta2",0.081213379362909,0.0390347717513904,2.08053936833937,0.0346804334866439,2.3417636747299
"b_tt_ruta3",0.051865728674856,0.0805126507533901,0.644193529706537,0.0740198627524713,0.700700146503912
"b_tt_rutaEC",0.0115642462262296,0.0745791848318027,0.155059970852594,0.0454291934924236,0.254555393508322
"b_dt_ruta1",-0.193286535628255,0.0922529428112838,-2.09518016160904,0.12605906219648,-1.53330139269949
"b_dt_ruta2",-0.198471106096532,0.0599705997630514,-3.30947342332254,0.0618233763154118,-3.21029225391974
"b_dt_ruta3",0.0211164092650415,0.22872555025225,0.0923220394125327,0.323923706555066,0.0651894530647815
"b_dt_rutaEC",-0.109024789637978,0.259856648742102,-0.4195574374015,0.404028332918863,-0.269844416232741
"b_CongAB_ruta1",-0.00343079588030011,0.246191561548588,-0.0139354730873788,0.238798558155689,-0.0143669036647338
"b_CongCD_ruta1",-0.231657903336735,0.144944339144277,-1.59825423127525,0.145695764810474,-1.59001123771912
"b_CongEF_ruta1",0,NA,NA,NA,NA
"b_CongAB_ruta2",-0.49856328874898,0.518181149634196,-0.962140921376501,0.505224044024963,-0.986816234589869
"b_CongCD_ruta2",-0.386585963102267,0.227337703536471,-1.70049207451525,0.224183824421046,-1.72441506027754
"b_CongEF_ruta2",0,NA,NA,NA,NA
"b_CongAB_ruta3",-1.35879282713607,2.40902047148848,-0.564043702914863,0.44972917174206,-3.0213579916835
"b_CongCD_ruta3",0.0925830511641573,0.297893972033485,0.31079195907244,0.30316090531876,0.30539244849797
"b_CongEF_ruta3",0,NA,NA,NA,NA
"b_CongAB_rutaEC",0.128258060028035,0.231885817578212,0.553108686712915,0.245045147114669,0.523405835774487
"b_CongCD_rutaEC",-0.0092161708976766,0.245659226377839,-0.0375160788119619,0.250654612655767,-0.0367684073316197
"b_CongEF_rutaEC",0,NA,NA,NA,NA
"b_Sem_0_ruta1",-0.341188003169058,0.489651408585372,-0.696797756907853,0.49643489598486,-0.687276430260179
"b_Sem_0_ruta2",0.286330987214712,2.63761255948462,0.108556878903647,1.71057747237487,0.167388494142382
"b_Sem_0_ruta3",-0.179617761310371,0.823088137790466,-0.21822421325685,0.851342077552335,-0.210981890883138
"b_Sem_0_rutaEC",-0.983883343377897,0.451178811439326,-2.18069492279384,0.413493268439852,-2.37944222669012
"b_Sem_1_ruta1",-0.674352152287419,0.434585186565597,-1.55171453867683,0.420827506776895,-1.6024431422087
"b_Sem_1_ruta2",0.682747321811646,2.84188628346037,0.240244419977393,1.94607483330606,0.350833025599417
"b_Sem_1_ruta3",0.1339278820666,0.699208978769432,0.191541994072081,0.791556739656959,0.169195555235423
"b_Sem_1_rutaEC",-0.793858328129137,0.395428265994598,-2.0075912533273,0.356045009255106,-2.2296572272983
"b_Sem_2_ruta1",-0.743485848008937,0.412520393492847,-1.80230083102989,0.383673702590438,-1.93780768134268
"b_Sem_2_ruta2",0.765145271539228,2.90140760881732,0.263715194381501,1.89407614037578,0.403967536060839
"b_Sem_2_ruta3",-0.0323348464768116,0.663357236426912,-0.0487442432240267,0.750426666790108,-0.0430886159937805
"b_Sem_2_rutaEC",-0.762758760453793,0.385698113421872,-1.97760562966378,0.353743866579202,-2.15624589573771
"b_Sem_3_ruta1",-0.329358623258133,0.428025598725834,-0.769483470704982,0.416867246982349,-0.790080356857776
"b_Sem_3_ruta2",0.470529357360218,2.63797982798275,0.178367306819033,1.76842739215273,0.266072194678819
"b_Sem_3_ruta3",-0.151243700759874,0.659072628023146,-0.229479566180016,0.803594460579274,-0.188208988711607
"b_Sem_3_rutaEC",-0.345997570939372,0.39689147114604,-0.871768722921382,0.379882248934709,-0.910802154903635
"b_Sem_4_ruta1",0,NA,NA,NA,NA
"b_Sem_4_ruta2",0,NA,NA,NA,NA
"b_Sem_4_ruta3",0,NA,NA,NA,NA
"b_Sem_4_rutaEC",0,NA,NA,NA,NA
"b_ACC_0_ruta1",15.0828821355981,125.663266068095,0.12002618273048,1.43579276169824,10.5049158471577
"b_ACC_0_ruta2",2.89134248394497,1.71017450766465,1.6906710227445,2.27825698532197,1.2691028723155
"b_ACC_0_ruta3",0.958253495056573,0.967213128943965,0.990736649845548,1.02241821051435,0.937242202067691
"b_ACC_0_rutaEC",1.4965681443435,1.50571923611282,0.993922444802567,2.26799182963209,0.659864874639464
"b_ACC_1_ruta1",14.5289370839603,125.663480185746,0.115617815633346,1.50267847463758,9.66869315637497
"b_ACC_1_ruta2",3.26640099668608,1.7435202978618,1.87345166023699,2.30873759386931,1.41479958803451
"b_ACC_1_ruta3",0.781320289401509,1.02712772061943,0.76068464877018,1.01548960868759,0.769402545055368
"b_ACC_1_rutaEC",1.15706749344767,1.51631701827073,0.763077561951547,2.25635825710645,0.512803093127372
"b_ACC_2_ruta1",0,NA,NA,NA,NA
"b_ACC_2_ruta2",0,NA,NA,NA,NA
"b_ACC_2_ruta3",0,NA,NA,NA,NA
"b_ACC_2_rutaEC",0,NA,NA,NA,NA
