"asc_ruta1","asc_ruta2","asc_rutaEC","b_tt","b_dt","b_CongCD","b_CongEF","b_Sem","b_ACC_1","b_ACC_2","b_SI_CAMFD","b_SI_PANEL","b_SI_ZER","b_Si_MTRP","lambda1","lambda2","lambda3","zeta_PrPer","zeta_AmbTr","zeta_ComVrb","zeta_ComAfec","zeta_ConCl","zeta_Ans","zeta_StrC","tau_PrPer_1","tau_PrPer_2","tau_PrPer_3","tau_PrPer_4","tau_AmbTr_1","tau_AmbTr_2","tau_AmbTr_3","tau_AmbTr_4","tau_ComVrb_1","tau_ComVrb_2","tau_ComVrb_3","tau_ComVrb_4","tau_ComAfec_1","tau_ComAfec_2","tau_ComAfec_3","tau_ComAfec_4","tau_ConCl_1","tau_ConCl_2","tau_ConCl_3","tau_ConCl_4","tau_Ans_1","tau_Ans_2","tau_Ans_3","tau_Ans_4","tau_StrC_1","tau_StrC_2","tau_StrC_3","tau_StrC_4","logLike"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-4,-2,2,4,-2,-1,1,2,-2,-1,1,2,-4236.99326357039
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-4,-2,2,4,-2,-1,1,2,-2,-1,1,2,-4236.99326357039
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-4,-2,2,4,-2,-1,1,2,-2,-1,1,2,-4236.99326357039
0.163646727742162,-0.308353271975648,0.645059823000338,-0.042886778828688,-0.0501241156598553,0.123938305478077,-0.368694571079686,0.316965939418878,-0.00180048664333299,-0.126882521726657,-0.154024048242718,-0.233800885325763,-0.075132105848752,0.00980951153906062,0.607380530505907,0.935502957669087,0.784538929816335,0.956972002109978,1.1065840042429,0.645010197127703,0.966495524859056,1.62851274560671,1.51441776304273,1.44406667439034,-1.95964691333938,-0.172839423408732,1.05596371920547,2.09894870163407,-1.6348493732512,-0.517198288231157,1.00427641498391,2.09325133578386,-2.12389545736369,-0.887643250986002,0.721624604717363,1.58572009199997,-1.56641131575452,-0.296588153811171,0.95036750624422,2.0336608645739,-2.54970972955925,-1.73493182915263,1.95515678892843,3.93051916680997,-1.54983042698586,-0.729814509919379,0.643785748048685,2.1806233995012,-1.64469189580996,-0.752384908788372,1.12811453780159,1.97900647576898,-3524.33576603054
0.472632107469555,-0.233304361571022,0.794324516379112,-0.0100741431639022,-0.0692923636360171,0.0916526551620921,-0.261829411707783,0.277329269971263,-0.0277529149122856,-0.260126425664616,-0.257341365349895,-0.311208067961304,-0.108332612216326,-0.00438095962736391,0.204385904416517,0.714992302098212,0.421256485894282,0.844819875676889,0.892343023336345,-0.414709600848585,1.43885229317444,2.56737981074794,1.57514933655463,1.55153967239594,-1.11537918210786,-0.202006364411325,1.38339669377121,2.21777539794351,-1.12640639685364,-0.127388336787876,1.19720184367829,2.20578773633589,-2.05795886438795,-0.937854018942198,0.31636618364013,1.04379779272553,-1.04226903312548,0.0446272434414817,1.01066852553397,2.06470488557713,-1.72582964813473,-0.962074909257653,1.91085733386235,3.84757644060812,-1.63988588553375,-0.371820513361378,0.625918815554523,2.2024621897218,-1.71804660750725,-0.42186174817808,1.30999351633169,2.01327269697012,-3158.15082523751
0.771340468783423,-0.0388798911072875,0.667437763903739,0.0535952213691024,-0.0763964814866085,0.0156266580954217,0.0147064721563671,0.199147153036322,-0.0623115996771106,-0.351977652971515,-0.316072052177801,-0.295273283978643,-0.0948885907346967,-0.00975392671686061,-0.0251801723602393,0.534591788624123,0.147818130105853,0.365871956596797,0.494559222828064,-0.928622564115933,1.73367909876684,2.99670757376059,1.64112484787246,1.64187156444898,-1.00310863359319,0.4914539960915,1.52635766220944,2.38277077207894,-0.720719573002744,0.249245081626157,1.38941290218974,2.31738085346685,-1.96870296446061,-0.866071723457124,0.181353762871678,0.916753096983825,-1.20892114921531,0.35606885364439,1.15986025817188,2.12045465158293,-1.75324757092076,-0.194897422918549,1.90777827943548,3.79233123692261,-1.51537653864291,-0.366695404248669,0.740925909546981,2.21088625474765,-1.60867692645444,-0.395895971292095,1.48085890739161,2.08244663174133,-2993.77621449106
0.96610790462959,0.127760697647319,0.671021403321588,0.112595952216466,-0.0952070018369126,0.00319149402931192,0.157980907456347,0.264460626008158,-0.107270159649118,-0.442451517982958,-0.390768836371253,-0.289430894652499,-0.0677319053428564,0.00497089125336873,-0.242912412404547,0.545715427214578,-0.150956173277687,-0.322752270452756,-0.278952963338334,-0.836360146639896,1.95667309229603,3.31922675387613,1.77860247338304,1.77132881097792,-0.528923083996555,0.690501127771556,1.74400397589379,2.5634581337559,-0.262459002065038,0.611974554568802,1.56340301265662,2.44457053308722,-1.91754768270044,-0.800639407098131,0.37266894989196,1.13548404648169,-1.357096055541,0.423184373446528,1.40491831960908,2.22486520697248,-1.60150192449164,0.26187312722757,1.9529535324868,3.73424182707352,-1.2779641114159,-0.330169271469432,0.741261158822035,2.29493805078867,-1.42166302197103,-0.351878438531519,1.60344346696662,2.20947181036615,-2892.02212662242
1.55753436568921,0.526860549618151,0.458714366117649,0.289815773884391,-0.149451536756219,0.0147445722496098,0.603927117305298,0.367156822805559,-0.227002621399288,-0.647530127290114,-0.525957853492618,-0.23675132801017,-0.0395098698553585,0.00672402725832436,-0.12775188674684,0.35773682047706,-0.134516433486461,-0.761240799326604,-1.13276805437008,-0.592380098357848,2.4462424141449,3.93362272355547,1.93021364122079,1.92567778287525,-1.1409266871781,0.439735639618547,2.05532242129443,3.07728598900215,-0.861429142338116,0.572730396921914,1.86838716278332,2.75060817360324,-1.84408057411267,-0.406039600483959,0.70841046431726,1.38167211305129,-1.48740682635837,0.504588812252574,1.74674654146422,2.67208500786579,-1.02936467448767,0.813017085764989,2.21522526097685,3.59268424135861,-1.12296428527799,0.246300832437851,0.661193525586348,2.59848107538949,-1.2800319454705,0.214607687328935,1.84029406009697,2.58860219465751,-2882.89070946191
1.65787268758017,0.694888505328811,0.593674692465464,0.35998215715479,-0.183908336351239,0.0699703296588691,0.635642274569767,0.467153645153931,-0.284851042820361,-0.754903534447199,-0.612442816796811,-0.240381457879642,-0.0262800110375925,0.0201637497043634,-0.155655505999802,0.471560034530819,-0.306792974384869,-1.02864801268462,-1.50992689589884,-0.613922713261058,2.69648298906569,4.20679329824827,1.96454943343059,1.97410347268451,-1.48636726751778,0.26155497950794,2.17170852517985,3.34319573757942,-1.24676345527318,0.433590834238362,1.98252604873554,2.92594236745458,-1.7714954352402,-0.267823470814033,0.804517566800378,1.45771890080598,-1.5548085677013,0.540559611657863,1.90280443949898,2.91598628192178,-0.813390530414009,1.07055301217,2.37145745892475,3.52521552239266,-1.04224223626654,0.275662113638,0.888907405150162,2.73993294137235,-1.19893115997143,0.428803884170654,2.00454991336244,2.78075771869394,-2846.68917309122
1.67651015377986,0.770856678536815,0.769706951741979,0.408519205818544,-0.212528099769274,0.127041243013229,0.585533373644487,0.480874199099377,-0.318859940770782,-0.833243518435252,-0.659774084075769,-0.245241243850175,-0.0236648210897213,0.0279995201008431,-0.110572797754563,0.461511657494133,-0.385277994379925,-1.32743836109204,-1.79253676398814,-0.765741811298029,2.84742678918305,4.33113718879451,1.97430257269639,2.00073362835967,-1.68243980740702,0.136586661592568,2.20608270122121,3.53197330654665,-1.54276151078681,0.268733021314093,1.98881809985036,3.08624546412911,-1.67828493388246,-0.32049961838301,0.800894559736169,1.50588742808172,-1.62648914663845,0.573808033356708,2.01009258579745,3.10462384268636,-0.752937869092594,1.18569954326301,2.51434146082638,3.49877501883864,-0.964787418884129,0.479691991393593,0.840577815554196,2.86050177315082,-1.07577982903371,0.403981018002578,2.19728020304745,2.92118263375324,-2827.34176737225
