"asc_ruta1","asc_ruta2","asc_rutaEC","b_tt","b_dt","b_CongCD","b_CongEF","b_Sem","b_ACC_1","b_ACC_2","b_SI_CAMFD","b_SI_PANEL","b_SI_ZER","b_Si_MTRP","lambda1","lambda2","lambda3","zeta_PrPer","zeta_AmbTr","zeta_ComVrb","zeta_ComAfec","zeta_ConCl","zeta_Ans","zeta_StrC","tau_PrPer_1","tau_PrPer_2","tau_PrPer_3","tau_PrPer_4","tau_AmbTr_1","tau_AmbTr_2","tau_AmbTr_3","tau_AmbTr_4","tau_ComVrb_1","tau_ComVrb_2","tau_ComVrb_3","tau_ComVrb_4","tau_ComAfec_1","tau_ComAfec_2","tau_ComAfec_3","tau_ComAfec_4","tau_ConCl_1","tau_ConCl_2","tau_ConCl_3","tau_ConCl_4","tau_Ans_1","tau_Ans_2","tau_Ans_3","tau_Ans_4","tau_StrC_1","tau_StrC_2","tau_StrC_3","tau_StrC_4","logLike"
1.76059285078432,0.787858997568758,0.938579872953681,0.464135012788702,-0.245981747059494,0.179860028064101,0.542653895601834,0.429723936420168,-0.34424497670334,-0.918594115424186,-0.685208380723601,-0.249362820157999,-0.0328842196694675,0.0267219203829898,0.0389770627987623,0.206638548082718,-0.304279438685678,-1.60454183781372,-2.11692541787881,-0.915458182293962,2.97122851945943,4.43927214808945,2.00075527542474,2.04163569091832,-1.81286417996673,0.00366328664765711,2.23541956481996,3.7143102303849,-1.80495576411849,0.114250830992677,1.95263804182782,3.26021809151635,-1.60032082634233,-0.42730421745528,0.792461819689973,1.52175972278494,-1.64608041085643,0.628805911261602,2.11668002748346,3.30005691252326,-0.632768129578496,1.21769374189289,2.66528914714633,3.50039103150272,-0.825147764156207,0.464270651871095,0.967813152657244,2.99758232370963,-0.929277512483502,0.347715710652562,2.3862891024967,3.0762723657608,-2811.27290586616
1.64401395239056,0.655258460101437,1.65483294470429,0.570003509829105,-0.33008287073846,0.24839539485495,0.24510866002653,0.200062580067336,-0.347366499505024,-1.10817666772438,-0.657896229854386,-0.27679733818272,-0.0424305149337125,0.0332889701314171,0.33482025813481,-0.372724827257356,-0.261432289689496,-1.71370064912153,-2.90046628036624,-0.970618797650651,3.2045398893129,4.51184451304255,1.86137181810063,1.95715230584952,-2.03608529930764,0.0110925728433141,2.35788394461729,4.00208573625589,-2.05564640239842,-0.0196934894581112,1.96059870438631,3.55027148564592,-1.70751475139369,-0.31081436772235,0.701612020924693,1.44432404354713,-1.59153686688401,0.750444900269621,2.36333774250813,3.63065914591216,-0.780742943241608,1.30041527676114,2.83310960972533,3.7215994689795,-0.677575319976981,0.597763236623143,1.07745512641465,3.1994775938691,-1.06221066441588,0.578953139697952,2.46477802238131,3.47093475771728,-2802.00807914057
1.6742851454781,0.59838055244199,1.91349792534206,0.683267658194962,-0.3937445987232,0.140372270675452,0.294691092759431,0.191642785788214,-0.328246450706864,-1.24130706337225,-0.566136455518654,-0.260609231293693,-0.016427812597481,0.0575940263486985,0.345038391179162,-0.427213091163969,-0.270813477242219,-1.69261579616573,-3.03691313330169,-0.864636635494396,3.24347385722384,4.51719550834745,1.67996344167007,1.96679214604325,-1.95349720196872,0.136421885132167,2.42033380354964,4.09898531542187,-2.33981366736382,-0.00967201818048559,2.11137605636537,3.72368251285964,-1.78710870953094,-0.499815299623389,0.832835613530005,1.27487694457324,-1.50723343365676,0.883986218470717,2.47538122309091,3.79963649010773,-0.845486078878314,1.28607147648442,2.87120437975569,3.97531873749049,-0.677714028166242,0.657913667833542,1.14992856154063,3.23307042428188,-1.01312907385259,0.570308900736477,2.54019122288202,3.5954467766893,-2800.54240685242
1.71271513440282,0.567313038315731,2.09171636953397,0.785609640716415,-0.448278841169305,0.0419856827233352,0.364571385497606,0.195691893969621,-0.312860362439211,-1.35366259232089,-0.485407322572744,-0.24449880762103,0.0084457327132019,0.0796659361453341,0.336410350518424,-0.437548905147417,-0.271874137068213,-1.65749366628274,-3.12742341614884,-0.767103827335878,3.25495577073126,4.51739111314505,1.53662142165613,1.97595755470225,-1.8624575818348,0.231992886969816,2.46958943833456,4.16958246319457,-2.57286868854797,-0.00243906755703789,2.2456784694972,3.87090313291447,-1.86192879752471,-0.612931865329078,0.71730812015998,1.29371489591344,-1.43476254526684,0.994255248110409,2.5661445168385,3.93773972120991,-0.878954646684567,1.25973762497609,2.90476298145027,4.19410277632522,-0.662668469613805,0.68708702653552,1.20518011704413,3.24900659863638,-0.964926005684363,0.553403041462269,2.60420365945932,3.68410158651216,-2794.38612380511
1.76862017730277,0.698157666978737,2.2782691904724,1.0868472317035,-0.589610773806231,-0.111160975253482,0.58943814459297,0.19877207939119,-0.309078517284038,-1.6229663006551,-0.321086764465589,-0.207958904324873,0.0820656825086556,0.142105357524223,0.268529319669068,-0.241836733765635,-0.223476353850615,-1.50528660822602,-3.452468728788,-0.702954960341928,3.0839455330002,4.41367590968373,1.39960539326397,1.90378152475855,-1.65738712015707,0.316162603769521,2.52291970671154,4.28500715366652,-2.94196058462955,-0.101596094057782,2.51827276092693,4.28324646900494,-2.07517627392895,-0.581457511245438,0.407314569642833,0.907092999278109,-1.39717562743673,1.16479639835948,2.80620357805251,4.27253502670903,-0.905644094185295,1.10778995335392,3.07550784559245,4.72477993964598,-0.319896526060327,0.599653602859268,1.13044222427229,3.20400862993999,-0.891961286760736,0.473328556546568,2.75956609008251,3.81537688869897,-2787.02695168058
1.78992184247417,0.891265356409274,2.28409711692884,1.32730631675872,-0.70973281886075,-0.00787150939631902,0.605364087548333,0.185275312318665,-0.345270508516479,-1.80918083446258,-0.314683598474299,-0.23617024756013,0.110675648261706,0.182340762867199,0.18920866764199,-0.0893636886849448,-0.160872355053211,-1.34797972540747,-3.728109876949,-0.65630583868201,2.83434203718299,4.32235168490751,1.35714725534664,1.78283454720209,-1.67161047083991,0.42645230011201,2.45471191612109,4.2939423895607,-2.97675918530197,-0.201333667705392,2.64435215645371,4.64090109021319,-2.06614626466372,-0.888569267105762,0.256353765119892,0.800442282284706,-1.39078121960215,1.24028268011957,2.9442316926524,4.48611281889573,-0.779500556471587,1.10811044622161,3.25910368225634,5.05886484277553,-0.335766106218379,0.557319913235994,1.11834213198073,3.05509663313066,-0.907518962474534,0.552783775459055,2.78607626238917,3.79696559177889,-2780.14770818515
1.88254652634804,1.04620898223723,2.23585046939108,1.65088711084824,-0.89796034538373,0.252651320929322,0.470677879115917,0.201999765847373,-0.392989132307988,-2.04109703646449,-0.402674129995539,-0.292272151701534,0.106350009200588,0.214468050755479,0.0980522167619292,-0.0201290859694892,-0.0748567888197906,-1.49007290157683,-3.8722302356357,-0.5054099752115,2.50877819286931,4.13177153398163,1.29049138279764,1.62761321313166,-1.62640125189106,0.499621383766447,2.26415315013566,4.20638440540739,-3.08703995981082,-0.327913123209544,2.79372667391416,5.15081198801402,-2.14207491683966,-0.862728362447592,0.0985090252795264,0.621050220419981,-1.23085251984327,1.30959235472107,3.03375109842932,4.72666625935477,-0.630771995411645,1.31629067802063,3.54262680019765,5.45489856441491,-0.618543617431522,0.529660530592047,1.14619416880214,2.78239359310387,-0.787904266327235,0.528441858442739,2.73910767909476,3.64237409317456,-2772.00112079693
2.00616169906241,1.07324748845484,2.1732897903252,2.0202334615379,-1.14044632656614,0.427781609248963,0.30278499065511,0.252717052490138,-0.404051427264191,-2.2894513677443,-0.54121615346199,-0.310686340010553,0.0630298033651121,0.210718893057713,0.0172133247898774,-0.0250900065889254,-0.154481699830672,-1.58465157734081,-3.89884152858409,-0.416895655092723,2.25820032915007,3.88487936463527,1.32627934059196,1.33998035386444,-1.72712914069223,0.39104334111646,2.14650219816231,4.01626771320148,-3.24509155107612,-0.380536887425185,3.0019674029488,5.69389314947271,-2.16611630975067,-0.953627477802391,0.0910656636586765,0.656388488352875,-0.849616181721131,1.3852052773742,3.04160639041947,4.92737567156613,-0.543371040080946,1.83291880348356,3.87630560160257,5.863024260339,-0.539879039687815,0.303622192886579,0.940801219255713,2.51697723269141,-0.728200357009897,0.437527083407752,2.54939849829702,3.35858418663391,-2761.54511762685
1.93002152598608,1.03824225147224,2.14317615772572,2.29331104085702,-1.33970413278184,0.27177415981195,0.281399265144461,0.332291668966325,-0.371777468088918,-2.4454478479079,-0.61121084317976,-0.259768762571032,0.00870878590610367,0.158570182741843,0.0328853529937352,-0.0469579891097779,-0.28789149006061,-1.63741144287013,-4.03138145570854,-0.528582314080388,1.9710360819264,3.67247285816375,1.13901379042114,1.09653364609653,-1.91128862312549,0.244223632110226,2.1671691732733,3.83689007478331,-3.2809975160783,-0.346606902324925,3.1186653488544,5.99660698965714,-2.1535088906303,-0.895508172280393,0.162795499663589,0.755314805164522,-0.789553252643038,1.52965237535495,3.00787135150185,4.98692128421115,-0.233238124396829,2.13745686797617,4.1698960516556,6.09767409615273,-0.625619365569432,0.194207322010025,0.861896768995792,2.4593842281654,-0.59995550548034,0.241267179440682,2.27296039700284,3.05727288484365,-2753.63531351436
1.78995835077349,0.898166509428157,2.06400694769152,2.65864520435789,-1.62285871857778,-0.0487407046961008,0.306537353164484,0.368369769998747,-0.339117975641622,-2.62019251261774,-0.662196134394784,-0.180616564962387,-0.0595724706507961,0.0645609380719502,0.0355894999599917,0.00114794561793218,-0.358743826030387,-2.09827360273809,-4.12030657462034,-0.716672623435352,1.68407683269751,3.26159264303409,0.774707596267806,0.590338263759437,-2.04762996490721,0.2447807506445,2.09322108092984,3.63519792836076,-3.45129055637699,-0.347602664782696,3.21369523210713,6.3371328271298,-2.03029656109593,-0.832406483307142,0.259905952191285,0.894742480651845,-0.677960914774938,1.68253559638252,2.95851222421174,4.97430001598148,0.323305048095991,2.40829374635786,4.6239553099534,6.33440388134973,-0.563003787760624,0.0973947160467885,0.801937734005479,2.44006887573353,-0.763531303140893,0.335796080129474,1.93984070693585,2.51634803754204,-2753.55090800585
1.67248026987898,0.785361634131444,1.97627794765806,2.86741154282288,-1.7986780620242,-0.191603503033151,0.292380533303642,0.281053890405284,-0.358203972150324,-2.68658679501847,-0.68082325068143,-0.1658466214655,-0.0775400432464377,0.00503339974284214,-0.0653201431075866,0.110047213330117,-0.283929680140792,-2.22351624587088,-4.25337729165124,-0.75817359711666,1.78161896473523,2.95474833251231,0.415713505408882,0.245713690951186,-2.1981575522156,0.307535850799199,2.07020757156708,3.61888037687687,-3.45942814532047,-0.380072192379416,3.22865163976356,6.44061126651948,-1.91164756853564,-0.782005341408703,0.290881457088848,0.939590781400856,-0.441770373357019,1.63845378036605,2.98087157511147,4.85802856155471,0.66790698351664,2.58242192817514,4.90072671321924,6.37840854596956,-0.395404014122775,0.170824212786812,0.88129242862173,2.39633765852073,-0.573612433821311,0.319947605660787,1.77374725716102,2.17177135701538,-2747.16484402954
1.61020843005757,0.587682424315348,1.79527901129499,3.12463871856774,-2.04399925123724,-0.221396155645344,0.177770695864989,0.292561803465955,-0.392889741637393,-2.73809872417838,-0.732627977326992,-0.194864849325123,-0.0818373340247326,-0.0527459270184624,-0.230654921427632,0.218148856734525,-0.153472190234568,-2.39156048069565,-4.31004177647495,-0.732695376987266,1.77566443106682,2.60460417468621,-0.227980289589117,-0.411282013302736,-2.30190315694817,0.262173234972115,2.09400934454466,3.69396722912248,-3.4690471611568,-0.430941743737028,3.19557903948911,6.50887017447553,-1.83808793200521,-0.805892205997559,0.272555415145145,0.942355501341185,-0.374756972819377,1.83942737040538,3.00677656868868,4.65387767480596,1.05840927059847,2.90514523439434,5.20531112846193,6.30191757782094,-0.0144100714220522,0.349001228327162,1.04689187124701,2.3565097451421,-0.249456877224196,0.38120785731518,1.46372013961795,2.04062756815323,-2746.85443543968
1.60775792924864,0.553506844137431,1.7642128425644,3.15170951325803,-2.07501834046526,-0.223805779195248,0.160142719906637,0.304146401231119,-0.393768354800589,-2.7370351346353,-0.740137083495521,-0.198968156529574,-0.0825665695849825,-0.0602259541915897,-0.242508384375084,0.227717544665205,-0.152931626917878,-2.39741614671626,-4.31279385136565,-0.712556782010426,1.76735003096474,2.56256038843565,-0.291151707762215,-0.477809260644324,-2.32267049137343,0.246676229210169,2.10796585128509,3.71139805945092,-3.45053104985608,-0.428011972759846,3.17658705477102,6.50172600545527,-1.84520177978213,-0.806947871641911,0.270338428537043,0.941505924272827,-0.365016527102536,1.86923552764761,3.01493522386357,4.61816922302414,1.09250254422877,2.94546448288897,5.2323025253378,6.27435333634944,0.0244806212790258,0.386357624121717,1.08678166193937,2.37874837481609,-0.240934925955454,0.379679486603423,1.51712931002545,2.0193364595297,-2745.0793270249
1.5435175132194,0.422281797005345,1.54793975678566,3.25816586722971,-2.21760537061712,-0.268757675056187,0.109408975433582,0.34356718555879,-0.388230121268766,-2.68571298629218,-0.768499486861479,-0.19915762582219,-0.0888825937475115,-0.103505160518445,-0.276297920653484,0.295331064240038,-0.205086635172509,-2.47044186545946,-4.2450555315301,-0.674126897446244,1.7442256907443,2.3595154608912,-0.444461562907763,-0.449977826820914,-2.41945955353203,0.181423788111285,2.16797064081625,3.83443666063541,-3.32242145887952,-0.40490512789055,3.00295382051715,6.39034217533045,-1.85999964994262,-0.858142320331425,0.2193923326619,0.901388667120653,-0.254624649936358,1.89471464099935,3.09496867473508,4.40416013747552,1.13786187677542,3.07048925640876,5.29251356371473,6.06901072722103,0.147979959741298,0.572020991299519,1.29104422360864,2.6802624345564,-0.148784766451279,0.504270385043023,1.62425222464845,2.21135785117801,-2736.90174448141
1.28648667011819,0.489998469684035,1.36144049400492,3.34399494693809,-2.35623129341779,-0.265531559769861,0.0400238252376208,0.244759832935877,-0.408186269482327,-2.58949161201542,-0.816048668316919,-0.194550252178858,-0.106726288691016,-0.153071418278182,-0.458918684157834,0.264118431738883,-0.156317109847087,-2.5622318028948,-4.09317159330585,-0.584673327133585,1.74831226332304,2.46552366952759,-0.609763585969317,-0.549894828008442,-2.51367588141411,0.175983076135491,2.22091557182628,4.05075988151986,-3.23089607826808,-0.384386501413653,2.84457639893011,6.16077598994199,-1.90622918063242,-0.863193094980329,0.238134552109259,0.93326022835704,-0.179591327081044,1.85702073665094,3.12909926319928,4.258031204411,1.2137657478876,3.10686801660958,5.06836286648683,5.87304744153973,0.209263737097437,0.608106303625138,1.34861952818472,3.0558935815379,-0.0751803759443328,0.53615672978086,1.8377667708199,2.48929295071673,-2728.82486426405
1.3498210890592,0.351266342702995,1.24087669967932,3.38607242214972,-2.4984859467512,-0.219943381596271,-0.020859735994011,0.0913644456944606,-0.425806612509685,-2.4559871209939,-0.822041046460788,-0.187023230783302,-0.115115356967792,-0.155093532142264,-0.476275169362338,0.333520587043273,-0.273164096448559,-2.62762396931387,-4.0093076588443,-0.576650680275887,1.80478054663671,2.63858275990475,-0.55656006769587,-0.761940409520412,-2.59332390664527,0.188584273238753,2.30913521747551,4.35167426187098,-3.11228443215,-0.370650539206826,2.69381733275607,5.81352942327222,-1.88374025855343,-0.835361274491589,0.265977291986033,0.975862070434763,-0.19133935157651,1.81471396863598,3.02680446071352,4.28403475859922,1.21655144972614,2.92707907175278,4.66266359267615,5.73506196748561,0.198005060886493,0.698095048838424,1.45823610842735,3.2343096278358,0.0702904731454883,0.609604922981127,2.00022729336105,2.70307244189047,-2721.3558763386
1.50257696248682,0.179162755902515,1.1514901519389,3.42759020788765,-2.7448017832631,-0.054189490101073,-0.141568557517042,0.187974101736139,-0.451704459004904,-2.21680684080637,-0.834148920876694,-0.186742292364794,-0.13166496104455,-0.113565118959037,-0.554408384409758,0.284640848238005,-0.365253238467021,-2.69913772749006,-3.89387694721945,-0.635287175259824,1.98285527878766,2.88152384777097,-0.881950877761811,-0.627660101754357,-2.7291260990024,0.149899730046946,2.48987172102409,4.86364055836753,-2.86717309910539,-0.347759063848349,2.47326104421843,5.17730530756004,-1.78807671345682,-0.767902353192006,0.31569719308458,1.04630222714226,-0.34179830401929,1.72737636887628,2.80688551948815,4.46108290372991,1.13211770714449,2.58627126028686,4.01694031859576,5.47401603190713,0.253981873677115,0.695202669980914,1.44761132157628,3.19430892068645,0.260014564372421,0.913015471541218,2.3819763709628,2.886737934342,-2714.95191814788
1.48042291369271,0.295906470630223,1.24181506016951,3.441046326355,-2.88315163179438,-0.011782570574491,-0.0976322041002249,0.510514439791406,-0.454667028786143,-2.10109475662927,-0.823379979019444,-0.215306076122603,-0.140031613887384,-0.0733952088060671,-0.602509845463913,0.118887714008457,-0.36765871760236,-2.71824342043665,-3.75768421983014,-0.62864044106685,2.17352483005538,2.88504295422981,-0.813736607777725,-0.718453664566519,-2.76654198343161,0.172069802313692,2.62322680493848,5.15576317286312,-2.74331174843136,-0.2701001871777,2.39009477348428,4.81835387753901,-1.77532098224436,-0.778890813573935,0.29966809790198,1.04018427701245,-0.391393525115575,1.67842555170734,2.84548285946851,4.6299688119171,1.09726009697715,2.40164931996636,3.8537185391462,5.25633796145279,0.2489718208044,0.798248562781097,1.54756951931532,3.05529397635238,0.245580255270539,0.926021581880048,2.47463290556913,3.00353078903374,-2708.78918354598
1.53830118003071,0.524322958613201,1.41407713337617,3.44341977496632,-3.0014212906722,0.071556025517067,-0.00918855482533265,0.462061501655975,-0.476632981208895,-2.01443155852857,-0.833884435887027,-0.316999920779514,-0.155955420488606,-0.0436337313309213,-0.413956311869376,0.0704810163493779,-0.525920911375495,-2.70955149886233,-3.53843643877045,-0.518064652119913,2.31508630381082,2.80501179145494,-0.908419202276938,-0.771854775326884,-2.75092100591166,0.201928802798225,2.72872979074371,5.42654548136171,-2.61211040161287,-0.192258679830075,2.31681102531499,4.52502449273586,-1.85617411353658,-0.821629995215076,0.264066274841076,1.00678000921405,-0.412619774594251,1.73830902074059,3.03769735482576,4.85231710193623,1.15869707550825,2.32141957716022,3.8710607421637,4.97287337574185,0.225192062017332,0.78180253211226,1.53592904246009,2.96981236158039,0.215218019301682,0.909077702620275,2.54770121595677,3.08489430508994,-2700.61379073558
1.7136411819381,0.688780294604592,1.79634067283109,3.42758275355866,-3.14543909806507,0.122349357626662,0.121969420002145,0.312731083058349,-0.494724984423378,-1.92903338037395,-0.778121120988189,-0.341469681881977,-0.139670250181679,0.00883518717231716,-0.484458723897604,0.0847217138513897,-0.408170979751687,-2.66728549417011,-3.27178075239687,-0.434135263728041,2.36636931472528,2.54683330418219,-0.929484115906154,-0.855625311291965,-2.72185276577854,0.123894178687607,2.86049356028151,5.73059839029547,-2.3926393665066,-0.151998465270294,2.27369134824576,4.22900123597492,-1.91034087504539,-0.852871349857043,0.245228437442047,0.990423145369137,-0.475730281491525,1.92061189517631,3.35004112031565,5.21848288420623,1.14169198570678,2.41062768563024,3.87723764703986,4.67373787053292,0.112734219424258,0.747726840871779,1.51803814637334,3.11205598733431,0.232647774515914,0.986844744235871,2.63669019060169,3.06781497138963,-2691.19864595777
1.85916045461121,0.84356416986724,1.99502415926796,3.42391519084997,-3.25437554571809,0.211309588798296,0.209868614915361,0.355140233093992,-0.494861812307971,-1.89261555713802,-0.761144285450661,-0.244196458179852,-0.0817939061295971,0.0550448176711399,-0.401557385714715,0.163333747073745,-0.334911232599068,-2.6690763613466,-3.09329720156976,-0.476298127877929,2.31737867451812,2.28649612098052,-1.12833814968254,-0.998410593740555,-2.74724724244525,0.125075376948209,2.88821235672984,5.88318338731873,-2.15558278590679,-0.107521136763831,2.21520965423045,4.15492735496026,-1.92642879090936,-0.823494948656176,0.28121435729601,1.03004623001856,-0.303697881881423,2.01184980902119,3.60146774921068,5.53901698610693,1.1971781192731,2.49911434397574,3.70540618962223,4.64212843832251,0.122339691515065,0.790714677040231,1.57604124141155,3.27713956787944,0.185722473613708,0.965124820095956,2.71356952281885,3.21191548136943,-2684.10599098652
