"","asc_ruta1","asc_ruta2","asc_rutaEC","b_tt","b_dt","b_CongCD","b_CongEF","b_Sem","b_ACC_1","b_ACC_2","b_SI_CAMFD","b_SI_PANEL","b_SI_ZER","b_Si_MTRP","lambda1","lambda2","lambda3","zeta_PrPer","zeta_AmbTr","zeta_ComVrb","zeta_ComAfec","zeta_ConCl","zeta_Ans","zeta_StrC","tau_PrPer_1","tau_PrPer_2","tau_PrPer_3","tau_PrPer_4","tau_AmbTr_1","tau_AmbTr_2","tau_AmbTr_3","tau_AmbTr_4","tau_ComVrb_1","tau_ComVrb_2","tau_ComVrb_3","tau_ComVrb_4","tau_ComAfec_1","tau_ComAfec_2","tau_ComAfec_3","tau_ComAfec_4","tau_ConCl_1","tau_ConCl_2","tau_ConCl_3","tau_ConCl_4","tau_Ans_1","tau_Ans_2","tau_Ans_3","tau_Ans_4","tau_StrC_1","tau_StrC_2","tau_StrC_3","tau_StrC_4"
"zeta_ComVrb",-1.29777020791776e-05,-2.73088329782961e-06,-0.000117547982511708,-0.000126538463507208,-0.000297670843711005,-0.000196756648542068,-0.000263173207512696,-2.14940871560471e-05,2.31713550839681e-05,-0.000139432212167081,-6.43998938973245e-05,0.000123730950018804,-0.000145787442183409,8.16575649401713e-05,-0.00046953763444945,-0.000306296005211666,-0.000310252248663979,0.00439526261939798,-0.000566744827251655,0.0145095902296584,-0.0125267059410879,0.00213441230579266,0.00515317850871274,-0.0012840627663425,0.00501205319133839,0.00288179874366171,0.00165134103694882,0.000112241947104824,0.00160595139767284,0.00284561888943756,0.00382735123903295,0.00510687427533843,0.0014608382607363,-0.0012790717600319,-0.0036848310316532,-0.00493636009834753,0.00419134419528194,-0.00569846826888413,-0.0105374100091261,-0.0168527788073144,0.00397160846606444,0.00575615684673611,0.007430368193556,0.00919814285900106,-0.000545552983837421,-0.00172667860380126,-0.00313497718844266,-0.00589966248021839,0.00158706704316657,0.00285490118752159,0.00432034754514299,0.00459942462565231
"zeta_ComAfec",-0.000831441883539889,-0.000396012280262962,-0.00633131976422389,0.000804456125760605,-0.00967090603252329,0.00271384261119377,0.00243221620877163,0.000641016875429307,-0.00171518891939902,0.00253026107048932,0.00125625813625867,0.000507910117714093,8.69509382036949e-05,-0.000975920019746817,-0.0103863958014566,-0.00486358143321158,-0.0168783810179466,-0.0301443440420598,0.00377991200716892,-0.0125267059410879,0.167602969020006,-0.0254506914042055,-0.044147109750429,0.0211387657096112,-0.0309969653177176,-0.0156813827056733,-0.00999258399826895,-0.00244991782881419,-0.0078852637763419,-0.0159638071627933,-0.0243196462091388,-0.0344882715097622,0.00088850107441608,0.00368268316393447,0.0058845093650298,0.00682571726725978,-0.0277062679266101,0.107558048794724,0.174933131507792,0.256866487768378,-0.0269281478172024,-0.0515098393708286,-0.0687345281486631,-0.0804846180725575,0.00519204172174394,0.0180249461925768,0.0309984747993935,0.0545762073571817,-0.0168722225942437,-0.029185591406317,-0.0469447023800167,-0.0516045035271725
"zeta_ConCl",0.000273283087755695,0.000132859204481011,0.00267394271959891,-0.000687055465542235,0.00445576530616046,-0.000937821338921412,-0.00084028415417681,-0.000170494916795051,0.000447494533793149,-0.000836798173275719,-0.000210977957459719,-5.4358933008573e-05,-0.000156947849081737,0.000663276610437433,0.00453207003302657,0.00206907666985694,0.0061856914745852,0.00779233023277819,0.00226838005676555,0.00213441230579266,-0.0254506914042055,0.107624930075182,0.0112431608707554,-0.0101917844249424,0.0140863073529501,0.00842284053254997,0.0050505445186715,0.000894840664945668,0.00879419245684948,0.00779880768248282,0.00649603118550134,0.00606723297650335,-0.000711013856598302,-0.00143378124368847,-0.00199413173506698,-0.00223366576810465,0.0121198072358298,-0.0162566392244787,-0.0311916338017096,-0.0463827300726157,0.0463838696669191,0.0951614065190597,0.136073023602795,0.158466672807448,0.00164744798818383,-0.00275339870329916,-0.00716816078948333,-0.0146369148664081,0.00892094877846787,0.013150687778159,0.0191802100030441,0.0210449269575877
"zeta_Ans",-0.000294340407756959,3.43069239523391e-05,-0.00676612155454002,0.00120670837333566,-0.00299378003660205,0.00183680142249321,0.000900620235664373,-0.00122691727727905,-0.00135471693398377,0.00294696454588282,-0.000785371964875058,0.00094733514341281,0.00013179120350549,-0.00046126587537104,-0.0158575477609777,0.000625154455956988,-0.00760791000256582,0.0319346078288962,-0.0111178289679156,0.00515317850871274,-0.044147109750429,0.0112431608707554,0.310495453809463,-0.10427477748441,0.031417682690019,0.00821491533283482,-0.00580919241640184,-0.0212468571317381,0.00218375309550498,0.0119626944882538,0.0203901099417927,0.0287688837465981,-0.000862141386213118,-0.0019374933508192,-0.0028254070762898,-0.00320792196085086,0.0125393362014463,-0.0222035920554619,-0.0333425034320121,-0.0511701325358547,0.0126573980009867,0.0225316507320885,0.0320729555462017,0.0409532840413898,-0.118491401695125,-0.214641348204424,-0.305496800798402,-0.473245436147682,0.0325076238253819,0.0838321393791358,0.174189341824956,0.196442537726623
"zeta_StrC",0.000156515148715615,-2.87650374817779e-05,0.00445470389116189,-0.00108638498540733,0.000247902129553999,-0.000639304102543457,-0.0002299095798683,0.00100569310370287,0.000530696722203109,-0.00162484759251869,0.000670963771733414,-0.000866813786266328,-0.000292420142312329,0.000636389788257846,0.00960592943770452,-0.00177013155004414,0.00388251913438021,-0.0187864083845213,0.00637934933550606,-0.0012840627663425,0.0211387657096112,-0.0101917844249424,-0.10427477748441,0.24368932656213,-0.0112889672082911,0.00463114347913577,0.0170624154764775,0.027990697526496,0.00507830712792095,0.000467638807924997,-0.00196969337014799,-0.00402561906452736,0.000183222069845019,0.000536099379082998,0.000854041285334995,0.000961221049483244,-0.00463388987588123,0.0155811577698535,0.0224212888066791,0.0315435850797216,-0.00513558211553666,-0.011951272169783,-0.0172139413082187,-0.0206327245986462,0.0279905637276619,0.0691641419268507,0.112223358416687,0.187731408045675,-0.0941711594884234,-0.182672012471704,-0.333078029734584,-0.37567463941779
"tau_PrPer_1",0.000156956816909142,5.69777883132628e-05,0.00049772056899566,0.000623540476443481,0.00119161040829544,-0.000219557804743544,-0.00024327274300873,-0.000586158670363174,0.000798946800202233,0.000733977514621046,-0.000608648352878412,0.000424188172922302,-0.000156017928944598,-0.000555463961662461,0.00132087606161202,0.00594053880632192,0.00607576751566188,0.110939954441406,-0.0187916301423192,0.00501205319133839,-0.0309969653177176,0.0140863073529501,0.031417682690019,-0.0112889672082911,0.145517944519168,0.0258734820700401,-0.0420088906040712,-0.112486232795297,0.0200378655068501,0.0344560970488899,0.0464446607589507,0.0582955608037925,-0.00248321638970533,-0.00358712240457783,-0.00455126754849402,-0.00498912187331694,0.0216775939781234,-0.00210511351199253,-0.0122732205002888,-0.0307705210290927,0.0231437686329759,0.0326196381533466,0.0415569137325679,0.0492055412340233,-0.00320433927040173,-0.0122479042450888,-0.0212463698950158,-0.0380391338742688,0.0111954385266049,0.0178614203659234,0.0286628158220202,0.0318258213284386
"tau_PrPer_2",0.000145827536253055,6.84363297726594e-05,0.0025692040994028,-0.000276829420993157,0.00153510306719189,-0.000710520909937783,-0.000802224917697335,3.30609590454045e-05,0.000293316666855337,-0.00123260963476733,-0.000131278772184894,-0.000220339487784797,5.33735997266221e-05,0.000475417928402785,0.003443461120849,-0.000490180812719009,0.00280016616724916,-0.0121983828568723,0.00697509783202987,0.00288179874366171,-0.0156813827056733,0.00842284053254997,0.00821491533283482,0.00463114347913577,0.0258734820700401,0.0699253150118124,0.0577136283140398,0.0531370308753009,0.030017685402126,0.028231989050771,0.0243192345082861,0.0195218471680693,-0.00207225320727544,-0.00276502549006946,-0.00335931828890709,-0.00364205135972922,0.0171347042807362,0.00287589129179582,-0.00366237426245323,-0.0129144949359422,0.017335559876786,0.0222824028749003,0.0263734597789337,0.0290187739939725,0.00448545393411212,0.00187329399126595,-0.000664243138310252,-0.0052758318149293,0.00537518225299637,0.00385124911281586,0.000769070467785451,-1.48893993993053e-05
"tau_PrPer_3",0.000169185635114701,9.95112369887682e-05,0.00397590160789406,-0.000967185983166136,0.00190743116782172,-0.00113474855418938,-0.00123171963952904,0.000410015802957112,0.000121265377200789,-0.00231522150618292,0.000124126959095408,-0.000616928872355047,0.000164365335680591,0.00110006891875872,0.00504904664416271,-0.00400612548863412,0.00147043455407389,-0.0956979054982247,0.0252228424819646,0.00165134103694882,-0.00999258399826895,0.0050505445186715,-0.00580919241640184,0.0170624154764775,-0.0420088906040712,0.0577136283140398,0.179335352122491,0.198915448214486,0.0356134221644935,0.0218139954564995,0.00935992690491287,-0.0037247340336633,-0.00194018032043717,-0.00239626003912689,-0.0027603705066834,-0.00292895861260172,0.0148240645368073,0.00408534658228498,-0.00136538254913411,-0.00718145280694222,0.0142591016671141,0.0170386882279347,0.0186765491996858,0.0187973573270263,0.00962900465723643,0.0111150914096487,0.0127700958038418,0.0159733164225906,0.00140830234950061,-0.00596531277871944,-0.0187383643004649,-0.0224699679457108
"tau_PrPer_4",0.000223001204708995,0.000144096326348204,0.00487834836835898,-0.00155537805851525,0.0022764102863176,-0.00166109812112479,-0.00161955244754681,0.000668111031015772,0.00025365801141973,-0.00280098099731432,0.000273258954433509,-0.000887889129134577,0.000243387252360971,0.0013957058947853,0.00699182560341198,-0.00520342520412399,0.00189149899585714,-0.185952522177082,0.0342196084503879,0.000112241947104824,-0.00244991782881419,0.000894840664945668,-0.0212468571317381,0.027990697526496,-0.112486232795297,0.0531370308753009,0.198915448214486,0.530365072261776,0.0352179974645521,0.0112802415840813,-0.00756895568958676,-0.0216284826311736,-0.00157901163951202,-0.00172340223234359,-0.00179971440311698,-0.0018320087141454,0.0105377272359647,0.00509565684893771,0.0017923634672369,-0.000376184128139937,0.00922289638777151,0.00930761327166511,0.00796335091165914,0.00557704069412408,0.0136742778243975,0.0196347027549616,0.0257379585360942,0.0369756590802872,-0.00339897020652145,-0.016219773206913,-0.038237387217894,-0.0447231047334934
"tau_AmbTr_1",7.48586805762035e-05,3.87027024870568e-05,0.00198343107993434,-0.00028415413529032,0.00116048287564826,-0.000454841159952908,-0.000602360160593169,6.78213963365911e-05,0.000138317361695605,-0.000911244511298965,-9.84741688917257e-05,-0.000223322535132571,1.14714627976075e-05,0.000409258493311111,0.00235346974486181,-0.00083415679388915,0.00170116206690377,-0.00554089151686349,0.0483323805533761,0.00160595139767284,-0.0078852637763419,0.00879419245684948,0.00218375309550498,0.00507830712792095,0.0200378655068501,0.030017685402126,0.0356134221644935,0.0352179974645521,0.073232700111787,0.0313966959226921,5.04318977440596e-05,-0.0229853378754996,-0.0018753667413301,-0.00225984306552106,-0.0025751963420506,-0.00271925868273646,0.013613416498993,0.00681814909551437,0.00363083579814477,-0.0021400004980576,0.0149384646238088,0.0198242037673897,0.0241403089477444,0.0264433144188015,0.00675319873715394,0.00626948991894751,0.00562716541045856,0.00513475217200025,0.00516325841084396,0.00351562936194465,0.000485623669297187,-1.77482024442125e-05
"tau_AmbTr_2",0.000119933760335102,5.70715726399564e-05,0.00168358400962934,-0.000106627582117302,0.00108789589115727,-0.00051132767387097,-0.000569292737751067,-9.94182588260609e-05,0.000366120607592142,-0.000642197026023542,-0.000207313058733143,-4.77375366570885e-05,1.07012210795672e-05,0.000187512630973892,0.0024476137382036,0.00092505938910689,0.00296169705177457,0.0116361964730334,-0.00398175482611547,0.00284561888943756,-0.0159638071627933,0.00779880768248282,0.0119626944882538,0.000467638807924997,0.0344560970488899,0.028231989050771,0.0218139954564995,0.0112802415840813,0.0313966959226921,0.0541778712770586,0.040927819276967,0.0365957460344261,-0.00181772909192362,-0.00249237694793018,-0.00307488411485929,-0.00334955723415015,0.0154041498487674,0.00135612282065725,-0.00499001126708678,-0.0143844530374246,0.0155692604702602,0.0202636346251659,0.0242451365999752,0.0272026291271485,0.00192826891634724,-0.00179572249293814,-0.00545609199437437,-0.0122645502960154,0.00561578731529524,0.00594020673350316,0.00602619701387417,0.00608503559039767
"tau_AmbTr_3",0.000192033441321864,8.86484153116028e-05,0.00143551978398479,4.43929807609295e-05,0.00116813072269036,-0.000611034900709642,-0.000541331453687745,-0.000271552693257682,0.00068826183131955,-0.000221536787480112,-0.000343744956921241,0.000142012705384427,-3.51362921191513e-06,-8.90792253338236e-05,0.00281333019229843,0.00320692162771962,0.00485511594102364,0.0269478879689478,-0.0547409810633743,0.00382735123903295,-0.0243196462091388,0.00649603118550134,0.0203901099417927,-0.00196969337014799,0.0464446607589507,0.0243192345082861,0.00935992690491287,-0.00756895568958676,5.04318977440596e-05,0.040927819276967,0.105366343884614,0.111636190038642,-0.00180867222552644,-0.00270826213079882,-0.00349034619176631,-0.00385537085646501,0.0168587288820331,-0.00416923803558321,-0.013549439208876,-0.0267507259887043,0.015968534885811,0.0205477545384014,0.0243105015390345,0.0279816093304139,-0.00242563676143496,-0.00880901260082856,-0.0148559131311164,-0.0268399809077775,0.00536412460074966,0.00690431656608724,0.00895099285320003,0.00919357249605758
"tau_AmbTr_4",0.000275306653741464,0.000122083680753563,0.00135662674333623,0.000239778650585687,0.00150690757692626,-0.000790013857140244,-0.00056424125797256,-0.000440439736774536,0.000999877560612398,0.000195983187187575,-0.000490984363267208,0.000305636973728742,-2.23022534439017e-05,-0.000344105887193552,0.00341642724195716,0.00552509029651942,0.00704883088767991,0.0416916617201207,-0.0970481862738027,0.00510687427533843,-0.0344882715097622,0.00606723297650335,0.0287688837465981,-0.00402561906452736,0.0582955608037925,0.0195218471680693,-0.0037247340336633,-0.0216284826311736,-0.0229853378754996,0.0365957460344261,0.111636190038642,0.240626690977796,-0.00182651799341161,-0.0029982701002018,-0.00402181373675932,-0.00449612339506159,0.0185649683285899,-0.0100888507532401,-0.0226080510892508,-0.0408883928578379,0.0170284851595066,0.0223502531136412,0.0267403911230033,0.031925126609033,-0.00650679648750801,-0.015384013841735,-0.0237226354014293,-0.0408519757127591,0.00525464148853454,0.00802377645592469,0.0119592477085504,0.0123157276587605
"tau_ComVrb_1",-3.10570280225566e-05,-1.27072642290156e-05,-0.000607695877567744,-9.17187641886927e-05,-0.000341367350534948,6.98694058095227e-05,4.30696879577423e-05,2.41491290085548e-05,-6.75782176324683e-05,7.54781163875163e-05,3.66099753657312e-05,3.41260399855802e-05,-1.2516599872542e-05,-2.88193183069965e-05,-0.000564653876014819,-0.000304458816239714,-0.000731914636189122,-0.000304034308974065,9.67596314638455e-05,0.0014608382607363,0.00088850107441608,-0.000711013856598302,-0.000862141386213118,0.000183222069845019,-0.00248321638970533,-0.00207225320727544,-0.00194018032043717,-0.00157901163951202,-0.0018753667413301,-0.00181772909192362,-0.00180867222552644,-0.00182651799341161,0.0412048122221297,0.0159557324765363,0.00824072714497267,0.00605800969968531,-0.00352175081992306,-0.00284543022644411,-0.00253054838418178,-0.00172222345412383,-0.00353684862847276,-0.00411846469875854,-0.00442655652861984,-0.00446850129360716,-0.00148063983076377,-0.00108621641353435,-0.000704013700320393,1.27466483047925e-05,-0.00172849801640607,-0.00170401671936383,-0.00158493976395598,-0.00151687491778021
"tau_ComVrb_2",-2.71884499288667e-05,-1.16866396660528e-05,-0.000588955084815487,-7.35946009749828e-05,-0.000280974723733304,0.000102100768284466,9.70921080442129e-05,2.85527687154046e-05,-7.21768191695591e-05,0.000123730772412099,4.72535427171195e-05,9.18017617969077e-06,1.93521661976133e-05,-5.23445541859156e-05,-0.000458430196259768,-0.000211961545299854,-0.000609681257351307,-0.00117247850143786,0.00027282803739082,-0.0012790717600319,0.00368268316393447,-0.00143378124368847,-0.0019374933508192,0.000536099379082998,-0.00358712240457783,-0.00276502549006946,-0.00239626003912689,-0.00172340223234359,-0.00225984306552106,-0.00249237694793018,-0.00270826213079882,-0.0029982701002018,0.0159557324765363,0.020330139519438,0.0111009001228027,0.00861341324083133,-0.00450935382918872,-0.00141421226889394,0.000109529070242358,0.00238327321212642,-0.00445551265591289,-0.00544254227661685,-0.0061386335593854,-0.00661006578367738,-0.0014303578877881,-0.000772806447600986,-8.34456610977134e-05,0.00120748536594902,-0.00215016049752618,-0.00240961211187763,-0.00264973707116785,-0.00266238560803226
