"","asc_ruta2","asc_ruta3","asc_rutaEC","b_time","b_dist","b_semaf","b_CamFD","b_ZER","b_MtrP","b_Acc","b_Panel","b_clima","b_cong","b_Hvalle","b_T_prof","b_Hor_trab","b_EduBasica","b_Info_traf","b_usodisp","b_Joven30","b_Adulto40","b_Adulto60","b_USOCINTURON","b_USODISPMOB","gamma_EDUBASICA","gamma_CSECO","gamma_CONG_EF","gamma_SININFO","gamma_EDUBASICA","gamma_CSECO","gamma_CONG_EF","gamma_SININFO","gamma_HORAS_TRABAJO","gamma_HPICO","gamma_CONG_CD","gamma_USOCINTURON","gamma_USODISPMOB","zeta_FRbr","zeta_EnfCond","zeta_AFrSem","zeta_CulFr","zeta_OmLmVel","zeta_IgPare","zeta_UsoCel","lambda1","lambda2","tau_FRbr_1","tau_FRbr_2","tau_FRbr_3","tau_FRbr_4","tau_EnfCond_1","tau_EnfCond_2","tau_EnfCond_3","tau_EnfCond_4","tau_AFrSem_1","tau_AFrSem_2","tau_AFrSem_3","tau_AFrSem_4","tau_CulFr_1","tau_CulFr_2","tau_CulFr_3","tau_CulFr_4","tau_OmLmVel_1","tau_OmLmVel_2","tau_OmLmVel_3","tau_OmLmVel_4","tau_IgPare_1","tau_IgPare_2","tau_IgPare_3","tau_IgPare_4","tau_UsoCel_1","tau_UsoCel_2","tau_UsoCel_3","tau_UsoCel_4"
"b_Adulto40",5.45696821063757,2.72848410531878,-21.8278728425503,-15.9161572810262,13.6424205265939,-6.3664629124105,3.18323145620525,0.909494701772928,3.18323145620525,1.36424205265939,2.27373675443232,-26.8300937023014,0.909494701772928,-7.27595761418343,-203.272065846249,-269.665179075673,-13.6424205265939,-3.18323145620525,0,0,-21.8278728425503,0,-16.8256519827992,-10.9139364212751,0,0,0,0,0,0,0,-0.454747350886464,17.7351466845721,0.909494701772928,0,0.909494701772928,0.454747350886464,0,0,0,0,0,0,0,-10.9139364212751,16.3709046319127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b_Adulto60",10.4591890703887,5.00222085975111,-41.8367562815547,-94.5874489843845,16.3709046319127,26.3753463514149,-1.81898940354586,6.82121026329696,0.454747350886464,0,5.91171556152403,-49.1127138957381,-6.82121026329696,-15.4614099301398,-618.456397205591,-531.599653186277,-23.6468622460961,-7.73070496506989,0,0,0,-41.3820089306682,-34.5607986673713,-10.9139364212751,0,0,0,0,0,0,0.454747350886464,0,1.81898940354586,0.454747350886464,0.454747350886464,0,0.909494701772928,0.454747350886464,0,0,0.454747350886464,0.454747350886464,0,0.454747350886464,-19.554136088118,27.7395884040743,0.454747350886464,0,0,0.454747350886464,0,0,0.454747350886464,0,0.454747350886464,0,0,0,0.454747350886464,0,0.454747350886464,0,0.454747350886464,0.454747350886464,0,0.454747350886464,0.454747350886464,0.454747350886464,0.454747350886464,0.454747350886464,0.454747350886464,0.454747350886464,0.454747350886464,0.454747350886464
"b_USOCINTURON",15.4614099301398,7.27595761418343,-62.3003870714456,-132.331479107961,25.465851649642,16.8256519827992,0.454747350886464,7.27595761418343,-0.454747350886464,0.909494701772928,8.64019966684282,-71.3953340891749,-6.82121026329696,-24.1016095969826,-811.269273981452,-783.074938226491,-33.6513039655983,-10.9139364212751,0,-3.63797880709171,-16.8256519827992,-34.5607986673713,-62.3003870714456,-20.0088834390044,0,0,0,0,0,0,0,-0.454747350886464,8.64019966684282,0.909494701772928,0,0.909494701772928,0.909494701772928,0.454747350886464,0,0,0,0.454747350886464,0,0.454747350886464,-28.1943357549608,47.7484718430787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.454747350886464,0,0,0.454747350886464,0,0,0.454747350886464,0.454747350886464,0,0,0
"b_USODISPMOB",6.82121026329696,3.63797880709171,-26.8300937023014,-22.2826201934367,15.4614099301398,-10.0044417195022,-6.82121026329696,6.82121026329696,0.909494701772928,1.36424205265939,3.18323145620525,-31.8323145620525,-7.73070496506989,-9.09494701772928,-318.323145620525,-331.965566147119,-15.9161572810262,-6.3664629124105,0,-2.72848410531878,-10.9139364212751,-10.9139364212751,-20.0088834390044,-26.8300937023014,0,0,0,0,0,0,0,0,18.644641386345,1.36424205265939,0.454747350886464,0.909494701772928,1.36424205265939,0.454747350886464,0,0,0.454747350886464,0.454747350886464,0,0.454747350886464,-14.5519152283669,16.3709046319127,0,0,0,0.454747350886464,0,0,0.454747350886464,0,0,0,0,0,0,0,0.454747350886464,0,0,0.454747350886464,0,0.454747350886464,0.454747350886464,0,0.454747350886464,0.454747350886464,0.454747350886464,0.454747350886464,0,0.454747350886464
"gamma_EDUBASICA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gamma_CSECO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gamma_CONG_EF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gamma_SININFO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gamma_EDUBASICA",0.454747350886464,0,0,-0.454747350886464,0,-0.454747350886464,0,0.909494701772928,0,0.454747350886464,0,0,-0.454747350886464,0,-4.54747350886464,-2.72848410531878,0,0,0,0,0,0,0,0,0,0,0,0,-7133.16694600508,-2961.76949632354,105.50138540566,-6673.87212160975,64.5741238258779,-191.448634723201,37.2892827726901,2.72848410531878,148.247636388987,-21.8278728425503,-17.2803993336856,-169.620761880651,-2.72848410531878,0.454747350886464,0.454747350886464,5.45696821063757,-3.18323145620525,-2.72848410531878,5.91171556152403,0.909494701772928,9.09494701772928,4.09272615797818,7.27595761418343,3.18323145620525,7.73070496506989,2.27373675443232,6.3664629124105,5.91171556152403,45.9294824395329,33.1965566147119,6.3664629124105,2.72848410531878,2.27373675443232,3.18323145620525,-0.909494701772928,-1.36424205265939,0,0.454747350886464,0.454747350886464,0.454747350886464,0,0.454747350886464,-0.454747350886464,-0.909494701772928,2.27373675443232,0.454747350886464
"gamma_CSECO",0.454747350886464,0.454747350886464,0,-3.18323145620525,0,-0.454747350886464,0.454747350886464,1.36424205265939,0.454747350886464,0.454747350886464,0.454747350886464,0,-0.909494701772928,0,-2.27373675443232,-4.54747350886464,0,0.454747350886464,0,0.454747350886464,0,0,0,0,0,0,0,0,-2961.76949632354,-10234.0891316999,-1256.01218314841,-7757.53505877219,3881.26863981597,120.053300634027,77.3070496506989,287.855073111132,160.071067512035,-37.7440301235765,-32.287061912939,-213.276507565752,-7.73070496506989,-1.81898940354586,0.454747350886464,4.09272615797818,1.81898940354586,-1.81898940354586,8.64019966684282,5.91171556152403,11.8234311230481,5.91171556152403,10.4591890703887,8.18545231595635,7.73070496506989,3.18323145620525,11.8234311230481,16.3709046319127,80.9450284577906,21.3731254916638,8.64019966684282,5.00222085975111,7.27595761418343,4.54747350886464,1.36424205265939,-0.454747350886464,0,0.454747350886464,0.454747350886464,0,0,0.454747350886464,-1.36424205265939,0.454747350886464,2.27373675443232,0.454747350886464
