"asc_ruta2","asc_ruta3","asc_rutaEC","b_time","b_dist","b_semaf","b_CamFD","b_ZER","b_MtrP","b_Acc","b_Panel","b_clima","b_cong","b_Hvalle","b_T_prof","b_Hor_trab","b_EduBasica","b_Info_traf","b_Joven30","b_Adulto40","b_Adulto60","b_USOCINTURON","b_USODISPMOB","lambda1","lambda2","lambda3","gamma_EDUBASICA","gamma_CSECO","gamma_CONG_EF","gamma_SININFO","gamma_HORAS_TRABAJO","gamma_HPICO","gamma_CONG_CD","gamma_USOCINTURON","gamma_USODISPMOB","zeta_FRbr","zeta_EnfCond","zeta_AFrSem","zeta_CulFr","zeta_OmLmVel","zeta_IgPare","zeta_UsoCel1","zeta_UsoCel2","zeta_PasoPeaton","zeta_UsoDirec","tau_FRbr_1","tau_FRbr_2","tau_FRbr_3","tau_FRbr_4","tau_EnfCond_1","tau_EnfCond_2","tau_EnfCond_3","tau_EnfCond_4","tau_AFrSem_1","tau_AFrSem_2","tau_AFrSem_3","tau_AFrSem_4","tau_CulFr_1","tau_CulFr_2","tau_CulFr_3","tau_CulFr_4","tau_OmLmVel_1","tau_OmLmVel_2","tau_OmLmVel_3","tau_OmLmVel_4","tau_IgPare_1","tau_IgPare_2","tau_IgPare_3","tau_IgPare_4","tau_UsoCel_1","tau_UsoCel_2","tau_UsoCel_3","tau_UsoCel_4","tau_PasoPeaton_1","tau_PasoPeaton_2","tau_PasoPeaton_3","tau_PasoPeaton_4","tau_UsoDirec_1","tau_UsoDirec_2","tau_UsoDirec_3","tau_UsoDirec_4","logLike"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.158,0.144,0.205,-0.233,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-6449.50081157137
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.158,0.144,0.205,-0.233,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-6449.50081157137
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.158,0.144,0.205,-0.233,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-6449.50081157137
-2.46497928164899e-05,-3.54017927311361e-05,4.83493795618415e-05,0.000166639835573733,-2.6836390607059e-05,-0.00674284130427987,-0.0066606189981103,-0.00675513368053362,-0.00691021778341383,-0.00691967863216997,2.23807697184384e-05,5.7723808567971e-05,3.25430762022734e-05,2.0354247186333e-05,0.000643553492147476,0.000615199831314385,2.74184397421777e-05,9.80509258806706e-06,1.84290017932654e-06,1.43664116039872e-05,2.39242818206549e-05,3.85808437131345e-05,1.52271869592369e-05,0.999956147274468,0.99996280603297,1.00002349082893,0.157931729232892,0.143886089511681,0.204970160270575,-0.233112463101279,-0.0015528361229226,-7.04915341921151e-05,-1.75854484550655e-05,-5.68933887407184e-05,-3.63824171945453e-05,1.00004999309499,1.00004624748928,1.00005037032627,1.00001006486034,1.00004020244163,1.00004315021448,0.999999996522907,0.999960121105891,1.00001279412722,1.00002238560887,-2.00001808587648,-0.999920156275854,0.999976860618219,2.00001744789351,-2.00002196784597,-0.999911124797538,0.999987124161795,2.00001064102119,-2.00002393935248,-0.999903837686405,0.999982665052637,2.00001457939204,-2.00003144687368,-0.999949025367387,0.999950113680214,2.00002920732275,-2.0000202142843,-0.999899129013065,0.999993433466181,2.00000309624104,-2.00001610147208,-0.999897103266325,0.99999308758555,2.00000404834095,-2.00006325842859,-0.999850871641189,0.999931990920566,2.00005509342393,-2.00001011527469,-0.999962722920813,0.999950188770425,2.00002410575328,-2.00001043714723,-0.999982370589394,0.999921657635365,2.00000880122231,-6436.05291150288
-0.00303809749384901,-0.00392002237406777,0.00598284427831485,0.00907457976564934,-0.00728195590589793,0.0318825215385275,0.0282639825284484,-0.0319387173625419,-0.0322109563346044,-0.032695339359276,-0.00163764269224382,0.00715349523636332,0.00211758234772594,0.00254601518553919,0.0786015555112983,0.0760999387326548,0.00339563337900699,0.0012162917305254,0.000212050006207435,0.00178000193865521,0.00296359782564946,0.00479241683395641,0.00191795067326395,0.994474225783615,0.995237200585425,1.00279893086733,0.149173687770405,0.129359237266565,0.201176212014758,-0.247446799155575,-0.197450289684467,-0.00897024133034773,-0.0022307606207341,-0.00726687673144733,-0.00461704092108567,1.00640917569964,1.0059219256258,1.0064489188276,1.00127095489974,1.00523816363567,1.00562994499639,0.999930716223791,0.994954257572564,1.00163930293562,1.00284845780693,-2.0023257817082,-0.989801943128247,0.997036978280883,2.00223175630777,-2.00282244950327,-0.988645775293988,0.998349669691158,2.00135940984729,-2.00307462136848,-0.987711929763057,0.997779590892158,2.00186253104781,-2.0040311645899,-0.993493147575673,0.993613879253922,2.00373446658344,-2.0026347249091,-0.987136865830321,0.999156932662584,2.00039472771287,-2.00210976448294,-0.98687675026557,0.999113864937411,2.00051738418799,-2.00812122283464,-0.980970744591398,0.991252282499825,2.0070261419299,-2.00129606857743,-0.995234793600589,0.993617765652346,2.00306721320119,-2.0013370050497,-0.997748862501649,0.989971463891793,2.00110970954444,-6185.36424750806
-0.00622602518388931,-0.00831204737359914,0.0117773123165945,0.0151902425048911,-0.0154850605911676,0.0123683119464102,0.0527201504365123,-0.033276137586681,-0.0334190295352651,-0.0344206226152857,-0.00358594903553493,0.0141107873887848,0.00382091101258444,0.00509047846422386,0.142071342463519,0.1500435664314,0.00662438574552009,0.00236901256109242,0.000472460429822786,0.00372125587667538,0.00564963719081442,0.0094458163995508,0.00379584925410376,0.988199894989594,0.985879341559463,1.00520850341751,0.138497150005064,0.111933833144233,0.199226929221722,-0.264554496713509,-0.188483155914302,-0.00807841595848966,-0.0001493906916159,-0.00150940293706207,-0.00384829130042169,1.01401517454718,1.01302014719876,1.0141697303965,1.00256621206785,1.00775479576565,1.00950002470951,0.988052923043284,0.989504529584971,1.00357595515499,1.00584168474043,-2.00516111018182,-0.977940299623231,0.993514270503411,2.00484595831803,-2.00622001075224,-0.975439819334697,0.99637381010885,2.0029544206065,-2.00677183693424,-0.973417397322228,0.995142460776847,2.0040499835486,-2.00886086739364,-0.985964071931429,0.986045902550041,2.00807765836856,-2.00958057282257,-0.974435788879193,0.997875574474311,2.00070296093748,-2.00853869375212,-0.973799940382844,0.997811476727714,2.00099076564792,-2.02007307017047,-0.96149683550789,0.979964611757742,2.01479810013873,-2.00285652856555,-0.989697385034073,0.986072435047015,2.00658362507789,-2.00293446104484,-0.995137138171472,0.978135079397283,2.00226068695191,-6079.70187074213
-0.0171798695638113,-0.0275795819699751,0.0203722061990246,0.00788273881159327,-0.0497240715811498,-0.151906298127633,0.197831227555798,-0.0236445859138707,-0.0247812071894996,-0.0301224825417523,-0.0107837051409228,0.0245201452082119,0.00906862656809962,0.010252779679949,0.0765366262563347,0.2593075836448,0.010200045693376,0.00463315596187052,0.000909396269067711,0.0097343671368354,0.00664356423955125,0.0165482687349661,0.00645167416973097,0.967884593890161,0.978365934032272,1.00983237892881,0.0552709237709882,-0.00674316793763992,0.1816284166199,-0.381362365055596,-0.230063298766699,-0.0071760481930588,0.00736611882283056,0.0162223854117579,-0.00599496500736138,1.06311227951216,1.05934148840626,1.06499456225177,1.0065506252602,1.01704536925923,1.02802133749415,0.899659071418094,0.961171826244867,1.01691459528068,1.02015487432528,-2.02477194215571,-0.904914617671511,0.970688609134815,2.02110427316275,-2.02925068969799,-0.894183850404995,0.983428588331553,2.01285335188337,-2.03169411407387,-0.88527234526546,0.978030562586981,2.01768917551201,-2.04057475003825,-0.940321751047515,0.937335337297071,2.03481505466313,-2.05685459820815,-0.897511653311092,0.989458735714459,2.00252685152621,-2.05275821597549,-0.894435499296148,0.989305751913351,2.00388608746314,-2.0961662090657,-0.845185028437072,0.9074274050479,2.06223423541099,-2.01321635326055,-0.955825356946781,0.937060302224352,2.02729918332444,-2.01333887029419,-0.979172737591559,0.902164964253753,2.00721466050202,-5877.12749853111
-0.0419236343785565,-0.0710109763779544,0.0348004752895194,0.0172617070699976,-0.128470093829162,-0.0913873392163988,0.461751650604756,-0.131791196853924,-0.133253073870534,-0.152761782864177,-0.026263154785249,0.0418700679811247,0.0260227116583972,0.020453772081485,-0.0976646556194635,0.43917024794753,0.0157509111880557,0.00912411498054902,0.00062058512595923,0.0219484069599776,0.00669536175479224,0.0292280356789126,0.00993613028747023,0.920509582178211,0.977570161564094,1.01812558094206,-0.140962893488425,-0.290440801350101,0.14312356320557,-0.660598661423837,-0.177016227153597,0.00319326574999682,0.029436688506531,0.0710563316303912,-0.00834801429494534,1.18453652897509,1.17474231493145,1.19193774192081,1.01026239451078,1.00734223949437,1.04083303883497,0.651585541743002,0.891371117864593,1.05065389592771,1.05452619356598,-2.0741184374636,-0.727945754518309,0.913039709951853,2.06143173058051,-2.08609338986621,-0.697628360193689,0.950581647998356,2.03755532938592,-2.0929322650286,-0.671950931343007,0.934748813456737,2.0517504803298,-2.11957001353362,-0.830949440820581,0.815585037790111,2.09939808336449,-2.17615020012558,-0.714272240166507,0.968041959880797,2.0070297697871,-2.16526306845151,-0.705053747697006,0.967624270600839,2.01111094534978,-2.27020092866261,-0.5733582364583,0.732060461934685,2.17525874061212,-2.03861257086785,-0.872000286613064,0.815980806823405,2.0763805256668,-2.03963165021286,-0.939700959138999,0.713866208247703,2.01497964753619,-5435.08411329276
-0.061024389724856,-0.108185696853277,0.0371386250728321,0.0113430576653078,-0.193599223406626,-0.0483176705709418,0.521137258635541,0.116921077315222,-0.302097562477995,-0.333845406151896,-0.0389779981235296,0.044730287565323,0.0443952015931977,0.0255796921000059,-0.11708413056044,0.4534177024164,0.0161649255641219,0.0112741643436955,-0.00274123539014389,0.0269974923336555,0.00431452262968216,0.0320669445618718,0.00800829190878165,0.884801063874092,0.985552341194372,1.02240009818015,-0.275968162779456,-0.500164873611406,0.118751363262906,-0.866428314515225,-0.161463898598146,0.0116080701489676,0.0501658272204304,0.121495460706865,-0.0104214907661505,1.283339938777,1.27035405823953,1.29831078618522,0.997287879644063,1.00021794753777,1.05116204805438,0.454834649660008,0.830932930834189,1.08176408017677,1.08260168946229,-2.12110637538836,-0.582498326048852,0.860375534861344,2.09673965124399,-2.13773969830867,-0.536619745216593,0.920376328181995,2.0595409322045,-2.14825782684571,-0.496545010255282,0.895056043512071,2.0821495046205,-2.18969282382741,-0.744050558853934,0.707352927060822,2.15224968874819,-2.27623426710857,-0.566080209402097,0.948032785296008,2.01076222266756,-2.26083483839908,-0.551233406044813,0.947232414915807,2.01741702381137,-2.38809238780194,-0.366588935010831,0.592347212095532,2.26489739941907,-2.06010578811125,-0.799648712659549,0.71176943071887,2.11444878000835,-2.06382020567266,-0.905862071894214,0.549347499024702,2.01196653302056,-5142.09771503326
-0.0897973995957662,-0.177956193318285,0.00949582109187791,-0.0804707319412432,-0.308932832596981,-0.0539676671299545,0.452611333482479,0.0292887191291722,-0.208081464425892,-0.267188482056454,-0.0597801530197411,0.0107851756046675,0.082104745978056,0.0217332878263187,0.21570453336108,0.0355706517280436,0.00597597048373878,0.00974435929921474,-0.0180774278161103,0.0182158925508735,-0.0079119359422896,0.00964626271037912,-0.0105753044266246,0.825362512175152,1.00285082432463,1.02005375552465,-0.279910296869092,-0.620302071846677,0.130708133632622,-0.978268570990919,-0.181461275228726,0.0298547607883116,0.100704948247979,0.23692899753889,-0.00211726108616508,1.39657444454267,1.38899638714916,1.43881919569045,0.891217784350372,1.01651969311767,1.08412712044861,0.256926720291003,0.721395398745762,1.14428914762862,1.12414804187833,-2.23203566090593,-0.368467115668143,0.75530980375298,2.15966527738454,-2.24931204515137,-0.301176802166541,0.859729635939028,2.10033910007693,-2.26770461973097,-0.235136399111334,0.814943381293107,2.1394346371318,-2.31895002271454,-0.633660473781443,0.507527735876728,2.22943154019001,-2.43157604643092,-0.352414820770833,0.906529057600598,2.01651908771078,-2.41586995966044,-0.325764657023945,0.903788845585412,2.02880959548409,-2.44284826171441,-0.158247953164637,0.455517583149067,2.38724592239307,-2.09424979983693,-0.678466452912967,0.538646617193563,2.16018908409366,-2.11332992030457,-0.851206260911497,0.25675426861417,1.95900132379532,-4999.73325030864
