"","asc_ruta2","asc_ruta3","asc_rutaEC","b_time","b_dist","b_semaf","b_CamFD","b_ZER","b_MtrP","b_Acc","b_Panel","b_clima","b_cong","b_Hvalle","b_T_prof","b_Hor_trab","b_EduBasica","b_Info_traf","b_usodisp","b_Joven30","b_Adulto40","b_Adulto60"
"b_Panel",-0.000247445401078967,-0.000305634678422951,0.0026162181990462,6.90954288772059e-05,-0.00100379494227546,3.04193056170267e-06,-6.31588499893227e-06,0.00033211974318165,-0.00141027443472846,0.000282595414693951,0.0241084872195925,0.000452069085425238,6.51338982363688e-06,-0.00102339411264864,8.08696427475762e-05,9.93199888531987e-05,-0.00038088353371634,-0.000647817809627011,0.000142819685905831,-0.00167581136801999,-0.00235284349546006,-0.00175541067953002
"b_clima",0.00113156834241563,0.000702915165772727,-0.085828481174081,-0.000280104392673169,0.00202820528336267,5.8386687754266e-05,-3.95013735412505e-05,-0.000437873778593722,0.00266019155396281,0.0015182115503847,0.000452069085425238,0.0877085068470597,-9.15123902718056e-05,-0.00289077806763658,1.0946281166825e-05,-0.000231235679899924,-0.0121593858817679,-0.000441914945056908,-7.24684937866666e-06,-0.00198680004349636,-0.00763041486005494,-0.00348863156798524
"b_cong",0.000258045365904599,0.000447174940331732,-0.000707684064852677,-0.000140390533798325,0.000117988913382299,-2.44325271428504e-06,2.74566338359678e-06,2.29077129124712e-05,6.25756618767912e-05,0.000339737654437113,6.51338982363688e-06,-9.15123902718056e-05,0.000103410857298065,-8.24015137863008e-05,-6.63638507052353e-06,6.44088249212387e-06,0.00029829283887236,-5.90222633844502e-06,-9.07033640730467e-05,0.0005384716560037,0.000558961925505443,0.000294241614932351
"b_Hvalle",0.00238448467783833,0.00163599827589213,-0.00154396282359146,-0.000506555425181736,-0.00147543692323981,-1.62556048189553e-05,3.04447467687718e-05,-0.000520113316063808,0.0025704813753982,0.00114727475752394,-0.00102339411264864,-0.00289077806763658,-8.24015137863008e-05,0.0569284082582227,-1.06821982000468e-05,-0.00143951814136809,0.00224707604748714,0.000446141628745449,7.19526813839805e-05,-0.00439110193358681,0.0026932238387296,0.00214650671168901
"b_T_prof",-6.05823944692366e-05,-0.000110076197900552,-0.00229731364619161,9.89539750045169e-06,7.41421080892225e-05,-1.866739087314e-06,5.14667702142093e-06,-3.09591871321012e-05,0.000100119013663289,0.000114847863309664,8.08696427475762e-05,1.0946281166825e-05,-6.63638507052353e-06,-1.06821982000468e-05,0.000166427819825457,-5.11762926930067e-05,-0.000399970013728129,6.90460524827801e-06,-2.11262724759832e-05,0.00257742017988709,0.00175767892519514,0.000779589462870764
"b_Hor_trab",0.000222596520234158,0.000531495431398733,-0.034064583517067,-0.000178489394697104,0.000370614967564229,-1.91637561698146e-06,1.19291401116887e-06,2.68057204044151e-05,-0.00021073827489458,-0.000212424992709795,9.93199888531987e-05,-0.000231235679899924,6.44088249212387e-06,-0.00143951814136809,-5.11762926930067e-05,0.00300243585386614,-0.00115386719520579,0.000305038547582031,6.2481679774735e-05,0.000211866245916288,-0.00139156194244132,-0.00177929494377912
"b_EduBasica",-0.000309062866097451,0.000160925841894774,0.00052025232518458,-0.000207307377642881,0.00127295294327854,-3.41291944541869e-05,-9.92877858267932e-06,0.000896309815020938,-0.000405776782259465,-0.00240398463019284,-0.00038088353371634,-0.0121593858817679,0.00029829283887236,0.00224707604748714,-0.000399970013728129,-0.00115386719520579,0.0565775202770738,-0.000338739869462916,-0.000392583478051441,-0.00293208911710577,-0.0035086521994753,0.000245714692865559
"b_Info_traf",0.000334635401810076,0.000421287835053278,-0.0055844435224954,-6.04484745657526e-05,-0.000266067587488987,-2.62741876337568e-06,3.30368028763271e-06,7.1276592225058e-05,0.000480096320396622,0.000445324576723504,-0.000647817809627011,-0.000441914945056908,-5.90222633844502e-06,0.000446141628745449,6.90460524827801e-06,0.000305038547582031,-0.000338739869462916,0.00196659383239506,-0.000310485588777839,0.000397564696338066,0.00116608650549604,0.000368224071977219
"b_usodisp",-0.000296484181267993,-0.000387350971780126,-0.00134586250309687,0.000157448183716736,3.79695869939485e-05,-8.79240009934266e-08,-3.71885189475425e-06,0.000104221691011864,-0.000173633530860806,0.000113512296901572,0.000142819685905831,-7.24684937866666e-06,-9.07033640730467e-05,7.19526813839805e-05,-2.11262724759832e-05,6.2481679774735e-05,-0.000392583478051441,-0.000310485588777839,0.00190880120750534,-0.00302587570325566,-0.0032479812500672,-0.000893875545256982
"b_Joven30",-0.0028026243786111,-0.00351517571048186,-0.149282344930573,7.69135254288275e-06,0.00521168133565501,-5.59874595570242e-05,0.000130786831790287,-0.000513028199924772,-0.00303310018127145,0.00760044495377082,-0.00167581136801999,-0.00198680004349636,0.0005384716560037,-0.00439110193358681,0.00257742017988709,0.000211866245916288,-0.00293208911710577,0.000397564696338066,-0.00302587570325566,0.334334788232829,0.134319434046936,0.113272987981118
