"asc_ruta2","asc_ruta3","asc_rutaEC","b_time","b_dist","b_semaf","b_CamFD","b_ZER","b_MtrP","b_Acc","b_Panel","b_clima","b_cong","b_Hvalle","b_T_prof","b_Hor_trab","b_EduBasica","b_Info_traf","b_usodisp","b_Joven30","b_Adulto40","b_Adulto60","logLike"
-0.934446125393702,-1.65313931024143,0.816067380797392,0.0705794921822597,-0.402494301733888,0.000418169578567216,0.00328874757198608,-0.0373253855370213,0.148684650543781,-0.405337020772032,-0.166040720890218,-0.129819273072053,0.0509573116802786,0.11307580731821,-0.0103267133056581,-0.00662060155282708,0.014025993843865,0.28699083231337,0,-1.41590525957365,-0.489757890867222,-0.568833354994069,-419.037122122978
-0.934446125393702,-1.65313931024143,0.816067380797392,0.0705794921822597,-0.402494301733888,0.000418169578567216,0.00328874757198608,-0.0373253855370213,0.148684650543781,-0.405337020772032,-0.166040720890218,-0.129819273072053,0.0509573116802786,0.11307580731821,-0.0103267133056581,-0.00662060155282708,0.014025993843865,0.28699083231337,0,-1.41590525957365,-0.489757890867222,-0.568833354994069,-419.037122122978
-0.934446125393702,-1.65313931024143,0.816067380797392,0.0705794921822597,-0.402494301733888,0.000418169578567216,0.00328874757198608,-0.0373253855370213,0.148684650543781,-0.405337020772032,-0.166040720890218,-0.129819273072053,0.0509573116802786,0.11307580731821,-0.0103267133056581,-0.00662060155282708,0.014025993843865,0.28699083231337,0,-1.41590525957365,-0.489757890867222,-0.568833354994069,-419.037122122978
-0.933742701178385,-1.65277093298214,0.813192899778585,0.0612401017178125,-0.401696955066647,-0.00119925593933945,0.0037678964110626,-0.0369964317589411,0.149005502928684,-0.405276600423286,-0.165779483445571,-0.133301772337427,-0.00872251452103948,0.111957592346271,-0.0499503838621242,-0.0419974362759651,0.0124696999395784,0.278078616194455,-0.00778963152697543,-1.41613475333217,-0.490373735068315,-0.570426237535514,-417.921428436462
-0.933760340675615,-1.65274021499842,0.813369079057013,0.0623551207103791,-0.402134366953394,0.00267027957472053,0.00585968660210579,-0.0368640355445215,0.149197722882101,-0.405263931662792,-0.16604523997594,-0.133150340749527,-0.0206919054299984,0.112087488080572,-0.0410097020029744,-0.0384202104919211,0.0126511464487791,0.27158224272717,-0.0100441774246363,-1.41622497391245,-0.490302750954251,-0.570311664308832,-415.5979006088
-0.933774833746212,-1.6527087597867,0.813531836722185,0.0639308801187274,-0.402585209182437,-0.000759304745470962,0.00677059999451523,-0.0367166374462332,0.149390123228105,-0.405266768863217,-0.166312827693137,-0.133011652374789,-0.0313043098589942,0.112222342261316,-0.0325553480055558,-0.0349807070734124,0.0128108125179653,0.264929837179101,-0.0123390557771022,-1.4163170410555,-0.490235838299905,-0.5702041282773,-413.865553036651
-0.933723898292405,-1.65263857207026,0.813368128332577,0.0690439670406703,-0.402865160707125,-0.000424010769968777,0.00357415274358464,-0.0363548165500819,0.149701706428121,-0.405298987723761,-0.166564258097759,-0.133274060177344,-0.03275299110433,0.112334827642079,-0.0310314885233976,-0.0352846757285096,0.012692626548296,0.256400251414306,-0.015410390001191,-1.416441909377,-0.49023694248967,-0.570292040745172,-412.594629494751
-0.933230828659559,-1.65195903012004,0.810516399984243,0.145481917502811,-0.408530252402513,-0.00255574362049334,0.0304085787549942,-0.0308828963805011,0.154573654943379,-0.40617708265461,-0.170578291163873,-0.137746613053791,-0.0376829347088716,0.114075612663976,-0.0231835329886296,-0.0428642667212437,0.0104261748661565,0.116896427914217,-0.0630241759889141,-1.41844746571568,-0.490151816330763,-0.571950297639505,-411.065694660079
-0.93766225493372,-1.65806577521191,0.811164696669578,0.0901600452617731,-0.429331909904358,-0.00204211047786394,0.0278816273056876,-0.033273089202324,0.157768490957002,-0.409398199288034,-0.174924839304575,-0.138415980690672,-0.0248663390155641,0.116327702789028,-0.0418308002827563,-0.00965917866459585,0.0096209093238135,-0.0155400052482197,-0.0806614885029919,-1.42004909058764,-0.486944217871652,-0.573726487890766,-410.432730340136
-0.939396576318108,-1.66076823794077,0.810048499492756,0.0878356619453157,-0.437064785872982,-0.0020683590974106,0.0279124399588361,-0.0362439908001286,0.157901590030319,-0.411984963404997,-0.175328333704562,-0.140182657047508,-0.0232211747753935,0.117038894288703,-0.0356599052371017,-0.0198023949744583,0.00924903482446321,-0.0222619306120921,-0.0689800493506901,-1.42117629950394,-0.485732989180441,-0.57592577256971,-410.247958233946
-0.944918037619347,-1.6688542686786,0.80897230823606,0.0963383447144757,-0.45946066076208,-0.00192862544299349,0.027604199851282,-0.044416700940031,0.158539160482659,-0.419750171169861,-0.176336110773926,-0.142784435607873,-0.0264170642704827,0.1201206207893,-0.0383158865411233,-0.0189966187196634,0.00929220891369125,-0.0323310205621304,-0.0355813830552852,-1.42422699272727,-0.481096296384816,-0.581596378406681,-409.754278603265
