"asc_ruta2","asc_ruta3","asc_rutaEC","b_time","b_dist","b_semaf","b_CamFD","b_ZER","b_MtrP","b_Acc","b_Panel","b_clima","b_cong","b_Hvalle","b_T_prof","b_Hor_trab","b_EduBasica","b_Info_traf","b_usodisp","b_Joven30","b_Adulto40","b_Adulto60","b_USOCINTURON","b_USODISPMOB","lambda","gamma_EDUBASICA","gamma_CSECO","gamma_CONG_EF","gamma_SININFO","zeta_FRbr","zeta_EnfCond","zeta_AFrSem","zeta_CulFr","tau_FRbr_1","tau_FRbr_2","tau_FRbr_3","tau_FRbr_4","tau_EnfCond_1","tau_EnfCond_2","tau_EnfCond_3","tau_EnfCond_4","tau_AFrSem_1","tau_AFrSem_2","tau_AFrSem_3","tau_AFrSem_4","tau_CulFr_1","tau_CulFr_2","tau_CulFr_3","tau_CulFr_4","logLike"
-0.970974229409813,-1.69934356439386,1.52243699172975,0.082246837380171,-0.534145163060461,-0.000929098723463389,0.286094139725198,-0.0386801976664923,0.141916084741818,-0.434160822822457,-0.140460929778764,-0.225482528800738,0.0741704139774547,0.171151201855817,-0.00140846418735557,-0.0317024873841803,-0.0783419805185218,0.193149223740988,0,-1.29167230945866,-0.444013126145369,-0.489001517112037,-0.228987264781307,-0.247944962329769,0.0311618086829177,-0.183048006371701,-0.459846589703224,0.115420933967513,-0.706627855444459,4.01667981524453,2.95825114867498,4.30600605168425,1.80543481281873,-6.11462368960098,-1.34534074048598,-0.627685477719606,3.97468976545315,-4.54548279945004,-0.565771464594884,0.536954393507452,3.1637825284469,-6.27075296846066,-0.530225940130207,0.18173706595907,5.06120466220088,-4.20685543846356,-1.80634519251734,-0.836280747658156,2.19693900562799,-1751.15603784383
-0.927048365941052,-1.72312878664694,1.49379363759971,0.0822662627385853,-0.539691236183749,0.000689636320587062,0.277595128234744,-0.0382450138356202,0.177240895214504,-0.463008279247343,-0.164313729126752,-0.190187506389412,0.0798268179529676,0.121074634737071,0.000900152057575751,-0.0380309660777478,-0.104368809807666,0.199497791065013,0,-1.28578592532464,-0.424729631052983,-0.490122043369453,-0.190039574685024,-0.233053522272735,0.017433257162478,-0.191032487533805,-0.463143162020882,0.101561180252215,-0.710379672917383,3.99034197073435,2.84581239292845,4.2885496231219,1.80796976784743,-6.12284288006888,-1.29652156004313,-0.571390196189422,4.0525990280952,-4.38253936443222,-0.46353585824545,0.638660361328257,3.25184242749349,-6.3013088183792,-0.495887747932626,0.239898618115255,5.15071702678757,-4.23059280856377,-1.84917979266566,-0.871457384666036,2.18867055212926,-1749.66592139339
-0.877350798509052,-1.62034941156689,1.33838796250953,0.0649404548008611,-0.534074282690336,-0.000554936000255618,0.263331800342955,-0.0371373608084857,0.177485616880626,-0.449207212162966,-0.250345832587239,-0.176971240388905,0.0994981966742821,-0.0228830965602743,0.000186296458394749,-0.025881828618286,-0.0564956097627961,0.217120001930088,0,-1.25571148146722,-0.520233631831552,-0.459600298044998,-0.161236166276788,-0.278869352433428,0.00828364127274484,-0.174082910965496,-0.426089592679201,0.340928269473339,-0.7791805906472,4.11188969452118,2.64669476617785,4.40265605261316,1.80040816936908,-6.26007867058017,-1.25315972684158,-0.470310956388569,4.33041914500746,-4.03266487173024,-0.262109668884328,0.801606995711345,3.51690954834742,-6.50083881895272,-0.384479616965208,0.382838462582126,5.4857706301346,-4.19096397567056,-1.73533936191241,-0.750781594382902,2.07188500793244,-1747.35657045645
-0.863938722679995,-1.60417278950465,1.23568648722656,0.0568624925595079,-0.513989640150767,-0.000821610637660561,0.251005623199207,-0.0368225048988167,0.11631183424327,-0.375313969210374,-0.20510979099565,-0.166156449300768,0.106806393556185,-0.0138320186282127,0.000318873670328293,-0.0183111909801412,-0.0229054997595518,0.234278460275966,0,-1.23581279802962,-0.54096685602107,-0.492779687406568,-0.159608577681817,-0.287774679745486,0.0198724802794459,-0.186441582059477,-0.403944208713397,0.241194174530642,-0.74902071621588,4.204260711235,2.56192094976878,4.47717068519919,1.78272514107772,-6.33504676575749,-1.22973084567291,-0.408373919536607,4.51710087420791,-3.8608017708233,-0.10986848615012,0.923918311537316,3.61141242093802,-6.60941981818274,-0.308514882749303,0.484287570214104,5.71062362402788,-4.10196929475961,-1.6928715031566,-0.70138062345331,2.08429449468178,-1744.48756166269
-1.05056845508155,-1.87038893640376,0.914479287688996,0.0406768497767885,-0.441717356802105,0.0018309242060266,0.194735335316519,-0.0370346213729791,0.277910188727174,-0.482054723788675,-0.278010405542907,-0.075565012575729,0.0932323423966467,0.514944009116598,0.00426074545006545,-0.0364935236707748,-0.106595937840257,0.212778868406712,0,-1.22524190114742,-0.37054268800328,-0.681865004979709,-0.0770865711564612,-0.159270322768741,0.0180150111341642,-0.210822941825896,-0.451961166853943,0.359291069565733,-0.736127697544379,4.32798943511287,2.36502427110989,4.51936837805617,1.73066544785433,-6.45766398032823,-1.07756769925659,-0.113375287504086,5.28092412169423,-3.48703882932741,0.102839714355065,1.03692652063121,3.77967461022163,-6.76361456514207,-0.0660392807055847,0.834793234276549,6.64971829436841,-3.97705313043613,-1.53195943708708,-0.48948822113486,2.80499436306232,-1743.01837590681
-0.881434806904574,-1.95127663377207,0.766162789778495,0.041392384147212,-0.497543612135758,0.00430907721333131,0.157008880869984,-0.0369401705432457,0.199827310034512,-0.36782075770625,-0.171708063222641,0.0146200663264255,0.119575605064419,0.264983914396199,-0.00395158799956299,-0.0338380091927782,-0.196118134365982,0.24918697413571,0,-1.36048253289205,-0.349347033483579,-0.336521925974231,-0.106629383861398,-0.179302460926294,-0.0396025960935913,-0.165638774873232,-0.209404839236583,0.213561838380121,-0.97744748106239,4.36436484840934,2.49302469237981,4.47794947485905,1.80677268772723,-6.38563127473482,-0.873471235141085,0.186597179817932,5.88883790133231,-3.6344168583046,0.0731622761028393,0.945231189867227,3.94527608097256,-6.65293806382483,0.0960930821411206,1.07026758962518,7.42194689065797,-4.15579021328355,-1.55095887342432,-0.481769557189121,3.15670696703603,-1741.43484046108
-0.862496999403195,-1.88780362262681,0.737247279814389,0.0396476503291458,-0.496050190316659,0.00452131944868521,0.142141455501525,-0.0374829635912683,0.170249334372039,-0.322784062715109,-0.163993782544742,0.0543933392833763,0.125450750455555,0.102200676130714,-0.0062760432874263,-0.028331156885352,-0.205146795193134,0.271687995180748,0,-1.40671069648749,-0.278801506917045,-0.26333762226131,-0.123899755756664,-0.174251349950857,-0.01088577157054,-0.196190752152241,-0.302934165335006,0.228722323319924,-0.836685199546122,4.3935082473908,2.60037222052816,4.4783319709813,1.85438870587981,-6.34115848429214,-0.798264946191021,0.2982531712917,6.11323667096557,-3.75828809808591,0.0919782440984085,0.949382254867712,4.00704690996115,-6.59127941716941,0.155656277973009,1.15566217466115,7.71103272603322,-4.21995193676382,-1.60972640648211,-0.536337634991304,3.17443886724599,-1738.38475272369
-0.922198850228421,-1.78432019431284,0.746344540388571,0.0383481977370759,-0.482520388906201,0.00368401485881308,0.135749719252804,-0.0381140638507976,0.206544914378955,-0.351149276456146,-0.181257460097178,0.0473528363981561,0.122874912392328,0.0764866291966899,-0.00477229673430683,-0.0275877997038752,-0.178012896181552,0.278452751145996,0,-1.39408293650892,-0.19809746749471,-0.330759734592695,-0.122484234795883,-0.165053992416123,0.00886128536782569,-0.188620942202428,-0.257873488756562,0.175348494875526,-0.856202970084415,4.42377906577793,2.66425617765805,4.49873389169116,1.87824115799928,-6.33090895139451,-0.7662794530434,0.350767075491962,6.21206340068748,-3.83331876294313,0.11458550730991,0.974807336338816,4.06364388590386,-6.58106668804216,0.200059436275523,1.21262064601591,7.84312138922862,-4.27107540849126,-1.63731942380298,-0.56432294711749,3.05884913479032,-1736.23668990082
-0.73951146280689,-1.70804249945426,0.855003071372388,0.0541762295777728,-0.516866994956168,0.00205720709971389,0.101336484313306,-0.041806887486806,0.138588855799896,-0.242414767996322,-0.0897633905680364,-0.284558568248652,0.0949948830818431,0.494297869068797,-0.00593799130997966,-0.00342882918560439,-0.037593977031654,0.285796118681985,0,-1.16199485052758,-0.378377797721871,-0.388248424977378,-0.146291526126222,-0.354493533549351,0.0521706816992624,-0.182148797767445,-0.317488251829337,0.132768158402852,-0.727544182466097,4.59487704791867,2.73368165524388,4.74140725406335,1.87862513125975,-6.46109043560119,-0.605288873177199,0.59189599468141,6.45204098231913,-3.85988738949357,0.0789748628760176,0.978603034163312,4.45073127213854,-6.72085611841,0.528487217985472,1.6129979927528,8.17854314433239,-4.31029433114584,-1.73765173094365,-0.686567007663504,2.44166306192341,-1732.67466032332
-0.851758787505408,-1.65197756304427,1.03031615605673,0.0764244728170737,-0.49566967630788,-0.000183219697490542,0.0756494190248657,-0.0386103477370296,0.146377568458582,-0.224535078654621,-0.103360249016685,-0.335041850358703,0.0665483812447438,0.265557608158956,-0.00655599251333058,-0.00496919828850095,0.161508621851502,0.357275202535673,0,-1.06552640749451,-0.484227642333194,-0.338097374300497,-0.319584867627063,-0.290574584115916,0.0608428925693989,-0.184511341655474,-0.340900369219114,0.0824957034725739,-0.659908651764259,4.78747637144158,2.68821866246639,5.01974758199199,1.82446431102791,-6.60272688055348,-0.800736596675232,0.437299935805899,6.55616819871059,-3.71634596224772,0.306052803369012,1.18270576878541,4.52086469468422,-6.94934717197933,0.518635666240267,1.6114745613274,8.33284580513893,-4.07904298252185,-1.60814316987763,-0.573415867343259,2.5700126925916,-1726.91378862124
-0.803289981784955,-1.63943150456178,1.05409318109709,0.0774058933086871,-0.490799843395816,-0.000877206196551016,0.0725738229492509,-0.0382338375798484,0.117292349875526,-0.191980648006362,-0.106502903934194,-0.305723344726826,0.0635724748336894,0.21747919724038,-0.00525275322182709,-0.00409469487943799,0.082436899251884,0.329726757132722,0,-1.09872150583714,-0.403306686850478,-0.399644062031225,-0.279546152512279,-0.30559595827133,0.065653882683618,-0.179316265148788,-0.335417140198414,0.0898690994354417,-0.653571673941395,4.84261710882253,2.68654877572937,5.0899864421461,1.82065290257896,-6.64948253733217,-0.796672120591205,0.450844583555564,6.58038215247382,-3.68937594901102,0.307189119047744,1.17756668524365,4.53585836399856,-6.98986972619671,0.497088724045361,1.58802159140617,8.35780186999833,-4.03577802836656,-1.57236217078587,-0.542356914070472,2.59806433087648,-1725.77200284606
-0.957594934441813,-1.60432603521095,1.07598301818284,0.0678967514619636,-0.432328331237631,-0.0021278211644361,0.0509054673643137,-0.0368454846318129,0.155840201274162,-0.208351885862114,-0.113965771112619,-0.0901270065874451,0.0523497416048166,0.22779707392333,-0.00819647194236302,-0.00971642464858785,-0.136703425588957,0.218976499688241,0,-1.31561921198722,-0.412361298685027,-0.284034313173613,-0.0809063006627253,-0.487627106264249,0.153185908377423,-0.205921149103805,-0.340357591893459,0.0978843615237464,-0.65680188160371,4.91056268391622,2.72111384927546,5.15183890913433,1.76713888287135,-6.81604476551071,-0.706852308575933,0.577415777275614,6.71575500937639,-3.73772506875392,0.397699529330245,1.30022267836621,4.4432237617578,-7.07966660413105,0.41153151653585,1.51706671594829,8.45514330917825,-3.91808699317104,-1.50285258620103,-0.468958519269239,2.55201476940548,-1725.62689095298
-0.967214279362154,-1.66243670146514,1.03224053623291,0.0659651694895972,-0.411117937650852,-0.00233030847083626,0.0292572277318439,-0.035018802543175,0.189887689521107,-0.222069845197947,-0.172225561571855,0.136676509471954,0.0622349783737534,0.219872995161535,-0.0100412187091438,-0.0329108781910118,0.0471689131092126,0.213132739709682,0,-1.54076795151861,-0.366381370565465,-0.396005814573748,-0.14395110084776,-0.37591277108871,0.0927404796586399,-0.198424635480257,-0.340377124380129,0.149976817441479,-0.655840860790728,5.05093941369316,2.78138450963485,5.2629038161635,1.77925245227711,-6.90396887637269,-0.604667541641805,0.719526944329384,6.95033481056363,-3.7583872853761,0.40410824429816,1.28283202468451,4.44705222304349,-7.03237694207132,0.431886441279668,1.53846921401754,8.64510105196605,-3.83674055029753,-1.43524266925033,-0.413930639015383,2.51243566127389,-1723.06343819119
-0.985575173471912,-1.65179128645815,0.991653277414952,0.0651892059644284,-0.412172882589316,-0.00225906290383518,0.0198891850115186,-0.0343823901505022,0.202649339900366,-0.226044748084394,-0.182087926648312,0.0558658868258134,0.058955681587759,0.176655322164809,-0.00916870979287851,-0.018943753805932,0.0110651216569069,0.232480156358648,0,-1.58382794269353,-0.383327546772667,-0.471324091350138,-0.15526119060504,-0.33419449986633,0.0707461749833125,-0.196945231620721,-0.341127089700326,0.170893180783468,-0.65844940549195,5.08942704319052,2.80114624076506,5.28115512542205,1.78855953902681,-6.91136363020026,-0.620964505083201,0.717148932382507,7.04656435258718,-3.76908399366524,0.420388046979631,1.29727844595011,4.46911537440188,-7.00465327250567,0.477825512190503,1.58849543683609,8.73055633502176,-3.83085094382069,-1.42389344952906,-0.404057074403687,2.55240858467924,-1721.67247433441
-0.981734642819509,-1.64802187673099,1.00521610113187,0.0646068407669643,-0.405486360893726,-0.00233309892810768,0.0155622746851997,-0.0346075084593305,0.204348914368786,-0.223026188179848,-0.186087038985765,0.0703155779911602,0.0610631176089252,0.160087116161892,-0.00925830547498241,-0.022782229037962,0.0158207112723856,0.261951319013947,0,-1.55404354733409,-0.38477670198003,-0.479640888560253,-0.126661697099801,-0.325148576438409,0.0710108444453845,-0.192591046400406,-0.338046365259825,0.176125924396096,-0.659976373317701,5.1068752569643,2.80098228891345,5.29367366030677,1.79385709442904,-6.90940951611066,-0.630565000089404,0.714108276710047,7.08279267018363,-3.75721119459841,0.423530605357913,1.30407740018204,4.49024438000228,-6.99638255576357,0.511043522168741,1.62454239019638,8.76924587910017,-3.83898151240033,-1.42227020274849,-0.401252441828152,2.59258855508259,-1721.22071328187
-0.986982000053175,-1.65919753229108,1.01118366233366,0.0655316130566662,-0.401232299358609,-0.00229592789141129,0.00937572030069723,-0.0345991736541155,0.212017402734209,-0.224377402166582,-0.185354626316126,0.0480690237367543,0.0612362086690167,0.137273022670609,-0.0090940052996627,-0.020373003295948,0.0173928031050976,0.246749886210833,0,-1.51104519123293,-0.368235159108801,-0.487647972526133,-0.156770643065914,-0.336468974891295,0.0597286093975216,-0.187586786581373,-0.334097182432205,0.179965571461149,-0.659932424657024,5.13004939737749,2.79772048447853,5.31514791470407,1.79662303773245,-6.90188405941198,-0.608006623663413,0.745942546386062,7.13909271656044,-3.73199544234095,0.440213559935858,1.32204261345447,4.52234294868249,-6.97624336921313,0.538103216644031,1.65550327188871,8.83575487992561,-3.83360153971828,-1.41168308720099,-0.391323280769317,2.62977151654857,-1720.62635853894
-0.984245141412328,-1.6570146864466,1.01276376090998,0.0657316941465367,-0.401703545777229,-0.00229606751096957,0.00755824628970857,-0.0344561642654864,0.212050083891742,-0.222702862773656,-0.186072019519278,0.0394483051525613,0.0606742105681345,0.140875840458655,-0.00904814669881868,-0.0205585650939501,0.0123584611729968,0.25254578624389,0,-1.50540949344389,-0.361760267015004,-0.481936249170214,-0.159298018164971,-0.321840209175848,0.0576430339473514,-0.186457850761038,-0.332771836730839,0.181539118744699,-0.660565016304275,5.13572678307303,2.79868477253402,5.32104193617402,1.79662617832082,-6.8991636062263,-0.602819851861748,0.7535510287099,7.15682758887735,-3.72838917202735,0.445226980158685,1.32812442006325,4.52884975873227,-6.97260811893681,0.547744991069381,1.66661040748431,8.85649566764238,-3.8297458379448,-1.40765306946312,-0.387818520489117,2.63222437725351,-1720.45746745486
-0.94861071286571,-1.6449307719626,0.99594565621702,0.0653558165172707,-0.413374956470703,-0.00166038989792354,0.000940305783236664,-0.0325739442984613,0.221940051616178,-0.228385077079914,-0.183871085106892,-0.0582999971613611,0.0695744707618466,0.141449476637939,-0.00957641168208038,-0.0162172099443722,0.0628503705588982,0.33346547320719,0,-1.49029188741036,-0.310779723515095,-0.525049748368494,-0.121800366991748,-0.40451349892698,0.0185474029939442,-0.176862964330174,-0.333329173550174,0.19270792881876,-0.672754420992788,5.1658025286553,2.80847013549539,5.35699846168356,1.8006915454074,-6.83179901864683,-0.623711581790411,0.734692196583194,7.24553765646304,-3.70388206639731,0.42758045146389,1.325375280973,4.47018338042201,-6.92328537056888,0.669254345632238,1.79051817548217,8.9524806941081,-3.8093957996127,-1.38797782797018,-0.375547613872948,2.66297510690107,-1720.17860391271
-0.880933800619686,-1.61754631574936,0.993278607153683,0.0654968535575746,-0.433779602889074,-0.000824270559334578,0.00262711663351402,-0.0300497172194087,0.231573405798447,-0.24319409248614,-0.18300992005299,-0.239951880930199,0.0796265048977556,0.160180119218625,-0.010366461711088,-0.0103728232270535,0.0911841895137986,0.471008406488717,0,-1.40633415770823,-0.230582783312328,-0.55753063238984,-0.100629473052285,-0.439654924852141,-0.0544576482679684,-0.15935963419185,-0.333022975328035,0.210463947223489,-0.697783342941307,5.21099566576134,2.83375530096693,5.41304280369197,1.8044162621999,-6.73595722967536,-0.671258482700861,0.677790881641839,7.31754282016832,-3.68996686268906,0.374688528902588,1.30955251745101,4.38030966698146,-6.84582875557716,0.805198580474685,1.92284110251096,9.02777048012174,-3.78592914576119,-1.36138876137858,-0.363022110261279,2.70683447120623,-1718.88856755922
-0.877436259033765,-1.63395851993285,0.957455339997554,0.0678815413274473,-0.425299052141557,-0.00113488675366171,0.00289770665135105,-0.0305272813627977,0.223163856842556,-0.234186744698842,-0.172391661786183,-0.196610627278497,0.0667270200905217,0.131476188109077,-0.0105212512477043,-0.00156315781361261,-0.0127018037627539,0.374576060231169,0,-1.31652717226479,-0.407185346892692,-0.632875597017613,-0.165529532773777,-0.236608316768039,-0.066001415772903,-0.144691235296154,-0.321601422711459,0.214964090026698,-0.703621152467971,5.25857560032951,2.8488707701238,5.47343722839486,1.83658761641326,-6.7033105695565,-0.635573459408343,0.714219247261018,7.30725284971062,-3.66812751574043,0.370365682187576,1.3416347168083,4.41664984478641,-6.79573387573053,0.807984418881117,1.91941061961391,9.06299924787447,-3.8472775589776,-1.3769046912896,-0.37923715348138,2.77605443135955,-1717.73246322468
-0.897453547029132,-1.64963785578258,0.964458596479367,0.068920910829643,-0.414070773676525,-0.00135617819159179,0.00329442884160857,-0.0316819513542011,0.227518729189409,-0.237529586397301,-0.175345220278945,-0.250800363544325,0.0627619861516571,0.120037803348541,-0.0112568213136293,-0.00281719631223171,0.0151742233245847,0.400926116140918,0,-1.37825943751992,-0.359465131275159,-0.569135298739139,-0.162962246149546,-0.19995422323247,-0.0623144658416023,-0.139869681817127,-0.313854225488835,0.211516405156933,-0.694905457770774,5.28977815311877,2.83867199079211,5.51719994241739,1.83293460647388,-6.70701526150783,-0.586366038680382,0.766168831425542,7.26206426741707,-3.62641798625938,0.404400939560801,1.39210440857973,4.49764152686923,-6.78723190621769,0.775637585118792,1.88661776007066,9.06655403632976,-3.83692384174373,-1.36102245457328,-0.362558839873108,2.83049507628221,-1717.37200222532
-0.905481021660016,-1.64256440646112,0.998638506251315,0.0690862752506698,-0.406926097349659,-0.00125630373934567,0.00359551555280929,-0.0322135925801122,0.238197321685509,-0.248064988026894,-0.175885718759934,-0.192627663219986,0.0579476725239476,0.11793844346098,-0.0105452104586355,-0.00483276371476575,-0.0385990028705351,0.388913157078664,0,-1.37261864094327,-0.319953220639256,-0.523149338031926,-0.254770647824953,-0.209078328665764,-0.0532524973559248,-0.137745999326377,-0.310885482019414,0.206777746763755,-0.686122556214485,5.30977059432944,2.82780515027021,5.56353611845579,1.82539155260114,-6.68846852265109,-0.581227870721249,0.771704915943226,7.24573483519585,-3.5885118975516,0.426464570275119,1.42616153712494,4.51768744638787,-6.80666930709307,0.809792387804895,1.92381581423533,9.09462870176182,-3.81363383376646,-1.34554514864075,-0.346926770201893,2.83338617741384,-1717.04738046791
-0.920571493399736,-1.62537965031189,1.06826504230271,0.0696841689368981,-0.40381432097341,-0.000929611295271636,0.00382671443891271,-0.0321479489391202,0.228952328535062,-0.239410759884714,-0.169184267478219,-0.175976995539158,0.0565431086427123,0.0932797493520642,-0.00943147651252902,-0.0135784336425654,-0.0205808452123199,0.281701107196586,0,-1.2663155572718,-0.32627784147181,-0.498697002857427,-0.218944222910001,-0.189688519858523,-0.0310011853383289,-0.137295684999957,-0.306605471334628,0.198072619792323,-0.669097292178437,5.33486505857686,2.82346357627429,5.65818198883565,1.83848888749179,-6.63605207391858,-0.513714219400896,0.840175371786775,7.25850954523947,-3.53211545017537,0.464607701865201,1.47499941776827,4.48460135436047,-6.83460908339953,0.816933660772251,1.93084782537629,9.18447346911033,-3.79879987141968,-1.33348396504489,-0.333244767861935,2.84225408994084,-1716.50842979764
-0.922658678884721,-1.61676844841653,1.08030987869696,0.0685628727854639,-0.405464669498157,-0.000676446491781056,0.00404488258436387,-0.0316286358127909,0.227718290026139,-0.239239604381183,-0.176912084753438,-0.150846410257011,0.0559052394324319,0.0963818690549702,-0.00881488440291601,-0.0123925657765687,-0.0472646990242178,0.36880771272127,0,-1.22451273009044,-0.372017497691886,-0.532426008589891,-0.246586056981807,-0.223990118052099,-0.0272696481222593,-0.134989267563334,-0.299288761037903,0.190161131865939,-0.6546576784888,5.36217358818085,2.82923902645563,5.74322467462949,1.86614505640029,-6.57648964099669,-0.409730158539615,0.946789705802578,7.25894096972076,-3.48384674833637,0.5068018013902,1.52802016149011,4.45466585974589,-6.82334901391226,0.821298679753027,1.93237357087687,9.26535958440952,-3.80819584818472,-1.32846758836521,-0.32637281989411,2.86426502180424,-1716.13186966437
-0.985880458112786,-1.73513468937074,0.966812269858525,0.069233614287259,-0.348067282362692,0.00162902222277072,0.00514995396980833,-0.0275199701092411,0.187176890288617,-0.205780257240558,-0.15067262639553,0.00320386085305921,0.0456143186536227,0.056449637844292,-0.00932533452551294,-0.00991877485992399,-0.0448543123876152,0.114729037479669,0,-1.55151481367254,-0.436844544946046,-0.480810787655972,-0.252784939902701,-0.162263552674493,0.0317202025935814,-0.0757566074036198,-0.232633765250946,0.11684731013161,-0.539663616965676,5.67569109788133,2.88702140381346,6.49537750901223,2.0449741695603,-5.88346804387154,0.197637112258484,1.56914886503131,7.19908537962054,-3.0140403300396,0.861118309069371,2.06347659673102,4.32665372976549,-6.61324407911289,1.55601972952233,2.66696461992678,9.95359766887413,-3.77649558859067,-1.20060539918833,-0.189682906376055,3.04048766157626,-1715.52773660017
-0.8922122396239,-1.51563140401606,1.01182507702522,0.0664067385105633,-0.397544163989003,0.00103440531179154,0.0051784439863892,-0.0284210924640817,0.234621351483882,-0.252184073932407,-0.162569178769805,-0.0441636998757513,0.0604841277342356,0.101515575623742,-0.00900036194942431,-0.018880372950019,-0.0458295000095759,0.262621248762056,0,-1.34141022337588,-0.440485420204951,-0.474831098798041,-0.210659820551399,-0.187565005759413,-0.00890258351240094,-0.06363267061618,-0.217681260163524,0.113999051241118,-0.535409129686339,5.72969398449744,2.99320555985094,6.3969703425537,1.82020006708951,-5.98784924019247,0.30787028793623,1.70973247830131,7.79042725986571,-3.19431688357724,0.809866043602073,2.00929253523111,4.4899960551132,-6.44222300549584,1.64056286706092,2.78529695547468,10.1419350811466,-3.30792178092885,-0.922584772024067,0.0725724361287322,3.11241230750767,-1714.36670471142
-0.891825508355485,-1.55690556193183,1.06030959902315,0.0661651553237684,-0.400376432386933,0.000302423986495938,0.00560690450524715,-0.0280409505106784,0.228026792875328,-0.245673251657083,-0.170160727441757,-0.0934108374441156,0.062022749265726,0.116429995744455,-0.00927338750536899,-0.0205047782279246,-0.0455535288879307,0.302399259273915,0,-1.27157976969704,-0.369077878165624,-0.44757322218738,-0.214805146099229,-0.20976217980789,-0.0076784770309179,-0.0732578929392298,-0.226954324504406,0.131686901284352,-0.558858924297548,5.68548381199052,2.99173434204559,6.29918511593215,1.85115843406426,-6.03725823790855,0.255166952503224,1.65835557177297,7.793526898473,-3.24313432264702,0.780108885893128,1.95892021342244,4.5212654266915,-6.42861816072182,1.60689307522385,2.74378744313567,9.9767603650224,-3.41386787471051,-0.989250249842565,0.00973274801802736,3.06220502383054,-1713.46331022556
-0.898499161130125,-1.6071435028794,1.02543415365028,0.0676274950474625,-0.411477716134759,0.000451628995966753,0.00593448651311846,-0.0260706652856736,0.216470138529608,-0.236527233108298,-0.167608513650696,-0.135837015684011,0.0593615366414829,0.132488466604029,-0.0102880318184265,-0.0127949440952703,-0.015845437461701,0.34874687313622,0,-1.33018823932015,-0.372317786500213,-0.514846693891271,-0.189157608124501,-0.256784488010853,-0.0124058607747952,-0.0580144002396289,-0.214371334686467,0.142063916742053,-0.560580784756962,5.66933323305147,2.93854101642122,6.32588327053367,1.95183789758647,-5.8094643303488,0.459661074557856,1.87574696151885,7.83936804584317,-3.03783419222659,0.934467801173026,2.07615018016474,4.67871225524485,-6.23904450900373,1.91202253704853,3.05080241059817,10.0569483774837,-3.55649793699072,-1.04626187719229,-0.0412277427130628,3.03872726808993,-1711.8378653999
-0.915892480552138,-1.70617778185221,1.05210365814854,0.0669825389089714,-0.402723836101752,-0.00027283822669746,0.00778073065874727,-0.0235325167153224,0.201890808160824,-0.225483584103209,-0.172129869013974,-0.175810040883699,0.0585609252155845,0.150694434230911,-0.0103983868311252,-0.0119573101700915,-0.01161075593652,0.346824112247455,0,-1.32061690348035,-0.311696887181235,-0.475608780004533,-0.197934167429379,-0.273185614958938,0.000910015493862396,-0.0338397922762236,-0.177919174932124,0.148460276299351,-0.540784171703949,5.61689838318621,2.98025959336176,6.44968654940879,2.00906600592789,-5.23593237157985,0.956337888062246,2.40320992760499,8.15248892184576,-2.84710283249238,1.16750916105618,2.2951528140813,4.88075569860171,-5.86751378502028,2.51904389454577,3.67161169471241,10.3705986932216,-3.51166732579139,-0.945917356789638,0.0637393698740452,3.18298409755823,-1710.41527932133
-0.914810878447336,-1.71509862199673,1.05869194178535,0.06649796555265,-0.407350466285979,-0.000466896308455895,0.00848902100802189,-0.0222006875624632,0.199617055897726,-0.225058105266116,-0.174481601387592,-0.187355278874452,0.0604476315283818,0.159966396853301,-0.0104960012124229,-0.0122144575127762,-0.00647705920150997,0.345115586614125,0,-1.30924105683206,-0.301963748914099,-0.473418418081156,-0.191690804799192,-0.281360628798837,-0.00139398928206633,-0.0220592900278006,-0.156161078132389,0.155655971550708,-0.526958241278362,5.6777705540817,2.97379993319744,6.4123282970433,2.01859229219987,-5.09896047576845,1.21386275425598,2.68095448374949,8.31134672730355,-2.70395994760628,1.31835462512898,2.42672855753208,5.00485778250972,-5.51349369263969,2.87482343487986,4.03855553522418,10.6667656853847,-3.44843099028376,-0.869646729198094,0.141442720689478,3.26892186165766,-1709.63209364897
-0.88526276867556,-1.69959697333441,1.00729458120766,0.0681512299448498,-0.44226629097706,-0.000563609705302345,0.0127803907176628,-0.0134785584842306,0.215684305652318,-0.253963497516212,-0.169748181649189,-0.236475079431595,0.0616293203321914,0.175259277498407,-0.0115445119268079,-0.00487741786546697,0.0269481545823724,0.391183363633716,0,-1.36393410115551,-0.33193661200821,-0.558350383968335,-0.137597160480453,-0.290903413403816,-0.0321263189090813,0.0907493936640685,0.0369532911264305,0.227837096912017,-0.395656202119142,5.61004556111297,2.85286973503437,6.6781366483072,1.9464404391256,-2.82495030524694,3.5764877976772,5.19085700310029,10.7079360223677,-1.36222902361141,2.65028645096391,3.61694709295467,6.2676331412986,-3.32884162628464,5.81131653253686,7.12046881610904,12.9887358730582,-2.63525722224188,-0.0563922089861059,0.956064430056389,4.06767139898796,-1706.69863729527
