"asc_ruta2","asc_ruta3","asc_rutaEC","b_time","b_dist","b_semaf","b_CamFD","b_ZER","b_MtrP","b_Acc","b_Panel","b_clima","b_cong","b_Hvalle","b_T_prof","b_Hor_trab","b_EduBasica","b_Info_traf","b_usodisp","b_Joven30","b_Adulto40","b_Adulto60","b_USOCINTURON","b_USODISPMOB","lambda","gamma_EDUBASICA","gamma_CSECO","gamma_CONG_EF","gamma_SININFO","zeta_FRbr","zeta_EnfCond","zeta_AFrSem","zeta_CulFr","tau_FRbr_1","tau_FRbr_2","tau_FRbr_3","tau_FRbr_4","tau_EnfCond_1","tau_EnfCond_2","tau_EnfCond_3","tau_EnfCond_4","tau_AFrSem_1","tau_AFrSem_2","tau_AFrSem_3","tau_AFrSem_4","tau_CulFr_1","tau_CulFr_2","tau_CulFr_3","tau_CulFr_4","logLike"
-0.842451311393708,-1.75699274555938,0.0792229252579907,-0.0126701074866091,-0.795975456701828,0.00394071191695764,0.206280910216728,-0.0418023384481373,0.187732563436982,-0.403074363848318,-0.247609811023958,-0.0412828059706071,0.119401736324646,0.123957995573829,0.102170143506165,-0.126778225642509,-0.0159950688355797,0.135065401774067,0,-0.323449929256088,0.0143185583742579,-0.00795479753638592,0.034714279265544,-0.361615950058655,-0.217671001402673,0.0469432740545864,-0.173160723899008,0.241632374251869,-0.500765694962658,2.61853049935752,2.50146047337272,2.85206604686818,1.58149788974391,-3.94139144560493,0.0793335703088453,0.821012846480343,3.35822825718862,-3.79797862548165,0.325990998314407,1.58586380948253,3.12019488495464,-4.16981029020399,0.789968939653897,1.39593496129443,3.48384693574113,-3.344478030841,-1.11345180396868,-0.399408005732808,2.92376643879946,-1883.99429825185
-1.0055409810741,-2.29006551477434,0.150344596933694,0.0266013187473712,-1.09079316757348,-0.00339613916543139,0.221718847007353,-0.0418632380406944,0.0923381124560651,-0.316472888576116,-0.249680930142575,-0.0688634037667102,0.0692465545167398,0.123491072482976,0.0864223637135839,-0.109016881262097,0.0150733336883395,0.242382104339839,0,-0.50704716266662,0.0861699853928815,-0.114067938498862,-0.0332502597417473,-0.379422588060582,0.0647104316348546,0.0306736587783783,-0.288903149196567,0.213889497166124,-0.601434312984113,2.70358270626078,2.35092882348301,2.86457254600649,1.47744001152131,-4.2533214779415,-0.0198105613286627,0.23971828010503,3.74763126478461,-3.86857996479823,-0.0209940861428137,1.65550399828871,3.18823568782233,-4.40887479645567,0.412486037249737,1.21175110146658,3.98091355477573,-3.61404468341487,-1.31087675181133,-0.4906081711346,2.63705996784075,-1876.81553016863
-1.0557831660174,-2.49418576832813,0.186436588768948,0.0457414525462681,-1.26205566159929,-0.00346997427239031,0.221006855921945,-0.0426252827146865,0.0477151424613109,-0.270816738859707,-0.260573122783766,-0.0790094411697835,0.0636112479432603,0.121883285866116,0.0794620493487114,-0.106504291020486,0.0198961941764549,0.282446326103504,0,-0.58651121429031,0.116227199359283,-0.160974005105234,-0.0564392152394322,-0.373786688742891,0.141466081396374,0.0201457885589908,-0.334075294897216,0.216668843683523,-0.648664903987914,2.70465199537599,2.30048359621853,2.85096350729779,1.48897186308938,-4.39149949278821,-0.253354923874075,0.191259703636712,3.88450114915664,-3.88555808811043,-0.0323108487475682,1.60255642530209,3.15054840685119,-4.51213888321109,0.323657812597904,1.07549457284253,4.15210392052988,-3.70453529347185,-1.35060182016771,-0.538789798353253,2.50762109027124,-1867.83928464283
-1.05823400062192,-2.58370285676006,0.217296661153526,0.0543161720943206,-1.26214620434362,0.000583098077996824,0.212053451054344,-0.0441277440642562,0.0323025660278934,-0.248883201130141,-0.26763656597369,-0.0910793331699036,0.0586210051381144,0.123459875816701,0.075525835634925,-0.105528250330546,0.00925305421326192,0.300838160777221,0,-0.64152723423795,0.118729615951325,-0.180593945517242,-0.0622085595325257,-0.362158176475374,0.0917580634913296,-0.00300821199473601,-0.340915782617927,0.234183642383465,-0.671012569584578,2.71381013956707,2.3038425711895,2.83970361746968,1.60291798756127,-4.47874238709406,-0.317446815094052,0.0866212974440974,3.94333726394712,-3.87054311370932,-0.00377406128407091,1.54795104626184,3.07128365591905,-4.57934989701894,0.28591396915101,0.975400606798134,4.22617862197774,-3.71093060078276,-1.41828005219198,-0.514197850311644,2.42110115329288,-1861.49493102137
-0.975888295298867,-2.92072742380494,0.443876540623226,0.0718553502817689,-0.803115168297671,-0.00804287747165051,0.293205232366248,-0.0500568410624049,-0.0185979392190787,-0.263660001320803,-0.258843671375154,-0.207142016094281,0.0741548178323432,0.118442324422646,0.0540279195705168,-0.114321145243968,-0.106199208384053,0.392771766885256,0,-1.00525641719201,0.0379051973498708,-0.250678661944092,-0.0839975069962503,-0.244607201455302,-0.433576398392168,-0.14164165084506,-0.264125947845982,0.393555227746123,-0.704882796599101,3.17897647498128,2.4197585681557,3.13445975462505,1.58387120883855,-4.85869132927494,-0.813485329484226,-0.341163507018078,4.168552114369,-3.67678360709209,-0.0135355286605307,1.40041626916178,2.32290335396958,-4.81611185389407,-0.093044721240241,0.55937687075851,4.51306770257631,-4.0553135362573,-1.55487491872738,-0.777243176034893,1.95074909042444,-1842.81499237815
-0.937156841349102,-2.80553600698184,0.654777484497335,0.0502405355797534,-0.58736249768187,-0.00696217874776998,0.299062123690322,-0.0495929560237024,0.191753394237646,-0.479699942654006,-0.148912156066663,-0.319784317799288,0.27825181804755,0.0520175553800871,0.0260225071435285,-0.0522264013117705,-0.182109555615875,0.431577382976986,0,-1.2942450195735,-0.125044149882673,-0.257501093717664,-0.140706885943789,-0.113356856008308,-0.331112780039005,-0.0456781303014125,-0.343407076331467,0.315663523277158,-0.706168396266562,3.65646642513717,2.10933038978216,3.67120329657008,1.80296876358294,-5.28589525982601,-1.04178566561026,-0.532658819575652,4.17201672378724,-3.78389545014425,-0.179805386133692,1.04675095662084,1.88948603696766,-5.00168749864276,-0.24311502121046,0.323906362598563,4.51882683624054,-4.22028875375811,-1.75930885538606,-0.904471287554107,1.77563820767809,-1828.08533272688
-0.925991290758601,-2.19676863804324,1.08973983337075,0.104941221465142,-0.420375106156893,-0.00788508624697052,0.315234386469328,-0.0445297083130164,0.609883613211231,-0.917156572484752,0.0442001090477609,-0.475947704889875,-0.28782050399943,-0.109399578241685,-0.0200193981059539,0.0655448026595288,-0.215395428188406,0.461745369485566,0,-1.82086899826864,-0.484126271795174,-0.282951542159766,-0.288639856688184,0.0927244841912726,0.151278948411931,0.0823760243129363,-0.45454823777068,0.0218123559739547,-0.603855193852607,4.4157643972472,2.47527101830133,4.30483796794892,2.13674534908064,-6.31237445426904,-1.38868262243275,-0.80469583306566,4.02447553279743,-3.44761300095535,-0.732365317739178,0.193600956888697,1.40553605976346,-5.72598739370598,-0.503611567185798,-0.044113091396318,4.36951437918567,-4.55232903140749,-2.08282026757782,-1.19297185834929,1.64764020292011,-1823.41815569283
-0.952961090566675,-2.08649813053753,1.14149452534359,0.0971631214304352,-0.421132386839484,-0.00763128600621221,0.317224100952788,-0.0435175954762406,0.596455549284093,-0.907117556536894,0.0156498896618089,-0.47357552924264,-0.183135168554702,-0.102050128722306,-0.0264494008805485,0.0746099132104501,-0.210676127373445,0.447278567046047,0,-1.86590856368337,-0.519583911154787,-0.308166439587312,-0.311611269064137,0.1021575111093,0.170103472832806,0.00720679507760834,-0.438493064340889,-0.00185349792602956,-0.587112109203273,4.47108241949384,2.53325900775657,4.28613896756179,2.14356117108128,-6.41803236595337,-1.42047486756208,-0.832046769671111,3.98362196776747,-3.4369144388296,-0.806659710406306,0.129699855640059,1.43115756254766,-5.84865961423333,-0.54301736284828,-0.0741174707722568,4.33614269334253,-4.58448586885556,-2.10599977447548,-1.21404718168123,1.66699618317945,-1815.64944444168
-1.03839789619595,-1.47112516809708,1.40006764031808,0.14981191390843,-0.355032729693305,-7.22157775149938e-05,0.32162893386719,-0.0389632508645055,0.262926937407897,-0.591942233968562,-0.243212754662857,-0.337110124246015,-0.386567266673187,0.0377093037912998,-0.0351184431852263,0.0622445898947541,-0.10662830356971,0.320385443642486,0,-1.97696449432421,-0.64042093044008,-0.534853960806862,-0.37857318612672,0.0204196926559493,-0.057466250224933,-0.318189853878383,-0.455911761715241,-0.0108781292726102,-0.644145511863533,4.54507651657606,2.35082102093224,4.18534327980159,2.00777208108071,-6.84316880222198,-1.60322987303881,-0.983644341438119,3.69057871375061,-4.02030966040733,-0.940228464171081,0.0446217558239679,1.81675940144321,-6.29300126370816,-0.745607340389817,-0.218395717892705,4.11003817985955,-4.70792753308794,-2.18173553803942,-1.19479573966325,1.84230846261054,-1810.76345640674
-0.939301772103951,-1.25971719402079,1.55496707812006,0.142622603987403,-0.246428569737214,0.0024497926281267,0.320800984591843,-0.0355280335477259,0.0538637753741242,-0.387707162972295,-0.260458839703638,-0.205347869894334,-0.252392090592357,0.196978945164375,-0.0444064354962322,0.0694008275325563,-0.0453096508883377,0.230177852827461,0,-1.9581145589228,-0.693985097927029,-0.741286061263319,-0.382616038916995,-0.0901058951641874,-0.0354849709313457,-0.00939776752573834,-0.617545717270459,0.0861329706597492,-0.812208127261405,4.27773655674705,2.66689824732571,4.27876543526013,1.91625737310708,-7.08250459030561,-1.77441846072953,-1.17848669745094,3.47952337595528,-4.38358136022527,-0.804316124010042,0.261851760281239,2.20632868555891,-6.29784554147153,-0.912726327345516,-0.316536399651097,3.98068025547733,-4.69417948533334,-2.12864356705689,-1.11947661966343,1.92474117534742,-1803.82635653079
-0.754124693463343,-1.33937527125186,1.63081148578035,0.138488026170227,-0.315443230343391,0.00314043279642023,0.317914495664997,-0.0336822977727726,0.130764555702209,-0.463611985758195,-0.115073904166719,-0.12016468587263,-0.219320626056717,0.2729972300112,-0.0473491980610051,0.064480742243176,-0.0413853828641875,0.189003388436518,0,-1.87263643292492,-0.732481492187895,-0.833781681480532,-0.301164277448063,-0.176680763059399,0.0477384802717883,-0.0855332974321664,-0.544450663382169,0.187015945014269,-0.819912594374059,4.39859865998904,2.87127844068055,4.2331518763753,1.89753269756999,-6.91205525248005,-1.89750679731431,-1.2995227777312,3.35619902056117,-4.66295958602514,-0.656389404683681,0.392539013455512,2.53560621110737,-6.26249838311409,-1.00825988189572,-0.416484119987238,3.95317194370025,-4.53486847251315,-2.06440303706615,-1.06717835541364,1.90773953128597,-1794.58392869529
-0.749807025392517,-1.44042471385433,1.67427428863854,0.137860756996287,-0.436088201497565,-0.000196879745485178,0.340879188270757,-0.0335310577181857,0.230178711857792,-0.583803157393513,-0.16169211999035,-0.0890131566531389,-0.171809387400366,0.254183942824197,-0.0456119373813991,0.026568305449541,-0.0958207906560795,0.171807924990961,0,-1.78108549667159,-0.779595581876979,-0.815223165728846,-0.1857004229344,-0.230772185955569,-0.126150905263662,-0.162635954955534,-0.561209098469158,0.0703057211927665,-0.744842791141959,4.29517890001653,2.99963771750374,4.34308514889537,1.85089949162901,-6.83096837347758,-1.96749636300022,-1.36587147161179,3.30528454955892,-4.78519807625725,-0.705588021888132,0.341768986853165,2.80806108355998,-6.13220844851384,-1.04019432234985,-0.460187137995482,3.9874783531078,-4.35764255264486,-1.97245754656349,-1.04373457395862,1.84132246729485,-1789.79383904543
-0.888368754170497,-1.63732881155988,1.69261172473183,0.138682650372703,-0.456586535694739,0.000876794752645842,0.3369215976318,-0.0345888518397637,0.206477142849753,-0.556732521501875,-0.297045098196197,-0.0996257038801878,-0.126380964857164,0.181138657517642,-0.0420511237860955,0.00282661277702356,-0.161559353896632,0.204227119748547,0,-1.67205210857629,-0.789681608780234,-0.784505305408376,-0.111256939219324,-0.239442180105023,-0.16698206989993,-0.0445877294067994,-0.625822271756286,-0.03189158434569,-0.708742241943785,4.38177256986033,3.07436416085952,4.28963870998666,1.81686909545025,-6.61486787756102,-1.89877718050874,-1.28745315637927,3.30414474823099,-4.83726492326302,-0.733668003654886,0.280676192872741,2.94328137736422,-6.12485466009056,-0.967536528370658,-0.390403929625828,4.0732295360098,-4.25946375678284,-1.83988821266097,-0.912994069066014,1.79010825038077,-1782.99747292063
-1.13360894810941,-1.94260655156482,1.68958383547858,0.135001008324633,-0.436602315390838,0.00286246914319126,0.311098018688373,-0.0361355524232191,0.107543434964571,-0.431784772286904,-0.323951778894125,-0.150087102901919,-0.0869364901046759,0.0353460894985146,-0.0319138347895707,-0.0071396551172176,-0.200542316639756,0.294232146668458,0,-1.48807939114499,-0.718905229356579,-0.758487258090886,-0.0888545933989885,-0.194459348028516,-0.000952370404478819,-0.189855432718937,-0.478822009550089,0.043764319012127,-0.691571891079119,4.24359775489454,3.16219885875904,4.40088091101894,1.76252805316876,-6.44911093871743,-1.68464891826857,-1.06038264620877,3.38337796720187,-4.88415296599409,-0.752921070254332,0.264374629257408,2.99786531706487,-6.05347869345289,-0.762589422849449,-0.141468067828971,4.26256340969305,-4.09258018655196,-1.71194894087687,-0.765062432555547,1.80409227761808,-1772.03745574734
-1.16270463560665,-1.98810573712737,1.65346876445743,0.116779288972594,-0.441810122044843,-0.000816412442357851,0.306878266557922,-0.0370650054327846,0.124249666390921,-0.438228602001663,-0.0939050161687936,-0.222619208243761,0.00806312448926558,-0.0612434322755627,-0.0136317756010919,-0.022074483873927,-0.143304441748156,0.328065700829774,0,-1.33126481697774,-0.580679698685188,-0.70081882529012,-0.141572694627743,-0.145013358341758,-0.0210379539720496,-0.158701302963274,-0.506570626839856,0.156849452778059,-0.78232472862159,4.07643642977977,3.15688286590299,4.2570649306606,1.64375500129822,-6.34544734348708,-1.47099425520237,-0.79884146903014,3.5463793922272,-4.93699188619433,-0.813807102284095,0.305616300338846,2.98621022520295,-6.23204073723076,-0.617945874317408,0.0635145589336775,4.52970992688304,-3.89011826952779,-1.75899550119708,-0.837777798368917,1.93326595434714,-1761.85897149747
-0.96901164118677,-1.8881989997538,1.59632737260536,0.0975686786203692,-0.450013503710693,-0.00185918674026744,0.296402744487292,-0.037858277665278,0.1801875816985,-0.481966548724184,-0.121018519328736,-0.274096378998319,0.0537989768380986,0.0179302154002786,-0.00440576298873027,-0.0173620620073894,-0.0769787940602385,0.263693225877197,0,-1.28548358134046,-0.510466775349814,-0.607995099261608,-0.214635279231233,-0.17967227726291,0.0318442136567087,-0.204559638877068,-0.507938149996068,0.0937910448682872,-0.717878315584363,3.9770726392452,3.11378688159862,4.22572472258717,1.6767608767647,-6.28120850180939,-1.3931761354606,-0.696079467389925,3.7267007959938,-4.88846605640084,-0.746613151431688,0.419486529505045,2.98316929743193,-6.31383399273315,-0.564017103447998,0.142893028196346,4.76036933745109,-4.09534803167941,-1.68572650762694,-0.71057535878214,2.06308760679167,-1756.09374857231
-0.922251989467538,-1.75486553403321,1.54708756621128,0.0847321932454225,-0.497473393690487,-0.00208624707561038,0.29007216972924,-0.0389148357958818,0.150279015474719,-0.445466618322196,-0.243184774169569,-0.269411263641402,0.0651140713938283,0.142056155935285,-0.00339845175384607,-0.0178775158310898,-0.0595337919186483,0.197825892875569,0,-1.28781139105227,-0.47653127534211,-0.515988631517715,-0.250015125508758,-0.239490044924476,0.0780611713035052,-0.188095775398859,-0.458822902137444,0.100164643283117,-0.722999755061267,4.01084190507319,3.05310323517098,4.28599340497568,1.755670026821,-6.1628422348638,-1.37325453196388,-0.659992608718897,3.88188478974727,-4.71829145681527,-0.646933209924945,0.488321183592597,3.05875408735464,-6.28391942052534,-0.549962485853079,0.158570216890826,4.94995095915391,-4.12165467485962,-1.79111916665486,-0.825771223826596,2.17601975312292,-1752.85690059336
