"asc_ruta2","asc_ruta3","asc_rutaEC","b_time","b_dist","b_semaf","b_CamFD","b_ZER","b_MtrP","b_Acc","b_Panel","b_clima","b_cong","b_Hvalle","b_T_prof","b_Hor_trab","b_EduBasica","b_Info_traf","b_usodisp","b_Joven30","b_Adulto40","b_Adulto60","b_USOCINTURON","b_USODISPMOB","gamma_EDUBASICA","gamma_CSECO","gamma_CONG_EF","gamma_SININFO","gamma_EDUBASICA","gamma_CSECO","gamma_CONG_EF","gamma_SININFO","gamma_HORAS_TRABAJO","gamma_HPICO","gamma_CONG_CD","gamma_USOCINTURON","gamma_USODISPMOB","zeta_FRbr","zeta_EnfCond","zeta_AFrSem","zeta_CulFr","zeta_OmLmVel","zeta_IgPare","zeta_UsoCel","lambda1","lambda2","tau_FRbr_1","tau_FRbr_2","tau_FRbr_3","tau_FRbr_4","tau_EnfCond_1","tau_EnfCond_2","tau_EnfCond_3","tau_EnfCond_4","tau_AFrSem_1","tau_AFrSem_2","tau_AFrSem_3","tau_AFrSem_4","tau_CulFr_1","tau_CulFr_2","tau_CulFr_3","tau_CulFr_4","tau_OmLmVel_1","tau_OmLmVel_2","tau_OmLmVel_3","tau_OmLmVel_4","tau_IgPare_1","tau_IgPare_2","tau_IgPare_3","tau_IgPare_4","tau_UsoCel_1","tau_UsoCel_2","tau_UsoCel_3","tau_UsoCel_4","logLike"
-0.127680920856045,-0.249534452061767,0.0251138951272321,0.125904517389407,-0.469775583771272,-0.267932720311855,0.543678843170116,-0.0607560306595383,-0.0576901364829286,-0.200897964531748,-0.0965786176760919,0.0210342327016251,0.126098790071499,0.0368359633198289,0.188473828295199,0.158550912761845,-0.00823650925888374,0.0113236648106268,0,-0.032178073021828,0.0209243079216892,0.0024486632439199,0.0494400998431414,-0.0399912090101605,0.158,0.144,0.205,-0.233,-0.398622466277461,-0.65634220568546,0.104941880227459,-1.01562047680623,-0.20113211905528,0.046277726702775,0.0523192836265863,-0.126445629646329,0.0112954284538025,1.48128821605527,1.48030313049158,1.54813362894965,0.782527912549773,0.907155236018361,0.980355162476182,0.329096111352916,0.816535552627308,1.18671165194617,-2.35909961788959,-0.139203441249933,0.645408658365567,2.22669529631747,-2.37883113799243,-0.04619439085265,0.795844846524861,2.14336418043606,-2.40805302754025,0.0515557432094265,0.728829931620497,2.19967811549733,-2.45303473802872,-0.521876412478065,0.303246409054928,2.31334006644896,-2.62142880624743,-0.111929651672017,0.862146649378005,2.02283835592519,-2.61218668528915,-0.0729628749756014,0.857163596689321,2.04159718113063,-2.52321368724557,-0.449839084026552,0.365870621189083,2.25278190502107,-3365.26174021182
-0.142439517768788,-0.280609412189176,0.0283170430839866,0.0355754524145761,-0.521828313522663,-0.236904715692094,0.480851855125562,-0.0596559396740401,-0.0323095793320125,-0.196634385838821,-0.105880798768194,0.0226006030014612,0.125616243663721,0.0400351523930088,0.176972904548532,0.177102311046368,-0.00836816640445122,0.0120466578219674,0,-0.0356776109240605,0.0238301292411592,0.00304939782854658,0.0556998668830407,-0.0445787311348526,0.158,0.144,0.205,-0.233,-0.37340402411168,-0.627348645460328,0.111400076482471,-0.984912100055352,-0.202843868943371,0.053972873531116,0.0596784124372138,-0.139775228709329,0.0149701816722246,1.49969246723501,1.50049701075186,1.57451042235271,0.760754046300735,0.895026147674142,0.966064545735241,0.342443091977464,0.781631891519392,1.19265496927601,-2.39901019332734,-0.0862262138507094,0.614587001391338,2.24724019765461,-2.41794571450453,0.0134654914206119,0.779242394627728,2.15725631568518,-2.45140627946501,0.121421078635203,0.704756713827998,2.21935613032331,-2.4841481686429,-0.504948456832678,0.25135438435532,2.33364685826793,-2.66367069951876,-0.0546804674843278,0.848540706402527,2.02431248556724,-2.65815994992814,-0.0109544277454347,0.842031804073839,2.04542498744892,-2.53814482513712,-0.418707845483891,0.32378761196383,2.27130688143997,-3318.39141900211
-0.267965986812143,-0.49333537136455,0.0346611779339508,0.0696770189237812,-0.618193295900403,-0.208027340326199,0.420198390971479,-0.0610596318630622,0.0445658097303146,-0.24000915914934,-0.132326774385495,0.0124118915887508,0.0696206211388778,0.0702542679394693,0.181446337722368,0.108270014830018,-0.0164059148846494,0.0160656490209161,0,-0.0730052488342458,0.0334078588288546,0.00404343039975279,0.103232757046674,-0.107739248254697,0.158,0.144,0.205,-0.233,-0.182042921933632,-0.420216582734235,0.13634682529421,-0.766851681549763,-0.217647726368412,0.115093296710104,0.113676947234446,-0.247980784391219,0.0261157486751298,1.63427798357212,1.61638511153857,1.7108987584828,1.19762696392557,0.986324746155153,1.02462741373041,0.129848984338705,0.331863233625112,1.10707377109816,-2.61424186897686,0.0128180243995624,0.55911595536462,2.39265299225819,-2.62294874188765,0.174334457433995,0.796591669232548,2.26529512214114,-2.70606955875558,0.360147798734767,0.670204289992625,2.3733271375643,-2.46754631572875,-0.698347828663793,0.250943315602292,2.41821533358991,-2.78328727412559,0.143467893839631,0.783590765869464,2.02567354679794,-2.81694768780019,0.245267335910825,0.748387357704743,2.06898963668125,-2.53599788272846,-0.745298095021881,0.361283102109173,2.35263128912673,-3273.64709809713
-0.328257041407997,-0.593851744372452,0.036692770959487,0.083469636028431,-0.637399780674841,-0.204622936592358,0.425893004400023,-0.0571941569768278,0.0639396797220512,-0.272542850052874,-0.139871178983693,0.00620211483636561,0.0429243508110626,0.085380827735494,0.189582519158079,0.0650885567710763,-0.0204757214876633,0.0191562707858806,0,-0.0920277640842162,0.0370396356387825,0.00414366178523514,0.125440433435523,-0.139199337196446,0.158,0.144,0.205,-0.233,-0.150699426798677,-0.397822735503797,0.137014262855224,-0.73875474045103,-0.211271893151849,0.14417553438015,0.139948167831517,-0.298046421723683,0.0352236724450077,1.72938618687966,1.69685941819569,1.80033466136342,1.37454817207063,0.974913187393478,1.02638035168734,0.271945691299255,0.118541315801667,1.07556102368187,-2.69118804713861,0.0309754019412852,0.56162996920537,2.46165238497293,-2.69196131470545,0.223689356193728,0.826619378970071,2.31837654847173,-2.79695455081547,0.428171076009801,0.693268621551065,2.44778682585016,-2.4802444755759,-0.792187078110224,0.259228485802912,2.45590809297269,-2.83796651013665,0.205858744347211,0.763679903568006,2.02518330367371,-2.88153477920841,0.33581320814376,0.715756161676043,2.07916833594475,-2.51498324075019,-0.842920741312889,0.386337510496083,2.39021518389217,-3238.59957529703
-0.556636175283116,-0.97346474065323,0.0525458004064148,0.0631448063118021,-0.614166389966659,-0.0919458387780233,0.183134607911452,-0.0717188179518535,0.235965818575308,-0.298265450222463,-0.144517809600754,-0.0154347724484066,0.0108555281766828,0.155447187536903,0.178116152652899,0.0164476995733813,-0.0290772221443829,0.0394655607674409,0,-0.171272231054392,0.0583037839049842,0.00307760625296011,0.214906098866361,-0.254259889451303,0.158,0.144,0.205,-0.233,-0.155679215998207,-0.428997221887274,0.15130816866597,-0.739120261785548,-0.222288453710654,0.244248008563154,0.228499253889691,-0.497923146888474,0.0688391017302604,2.18668076891449,2.08467382186256,2.23457236837338,1.59943815798839,1.01534661807003,1.12844941474771,0.307867894161042,-0.645172892875785,0.948429851320338,-2.88189647305117,-0.0541995870381287,0.707175966966436,2.72648104642169,-2.82012524094122,0.250859726503715,1.04427028683214,2.53485386506607,-2.99168658895453,0.35443226648327,1.05227277718883,2.74320663111054,-2.7925404827919,-1.06744152557231,0.224222608982213,2.59100900587223,-2.95680906717351,0.21401686325025,0.783571640517535,2.01634318105534,-3.0331776261096,0.394671030981073,0.74059718666256,2.11102002140493,-2.54351644732326,-1.04983653907578,0.265897643518941,2.50415943380195,-3171.95270787742
-0.855360755886994,-1.47718769304652,0.0671214760481702,0.0973799456873904,-0.445969039400001,-0.169368155019329,0.34157852502261,-0.0479276219084227,0.27091024513042,-0.436772863618682,-0.13037373625632,-0.0515846580574544,0.0873264587841313,0.262949634616701,0.184187176250703,-0.0305262932750181,-0.0321751740225884,0.0828246003511707,0,-0.283535783525381,0.0884199388699989,-0.0190288647383011,0.312702198227681,-0.401412813392931,0.158,0.144,0.205,-0.233,0.0332446905873028,-0.153531581142149,0.257909024700868,-0.419564505928722,-0.22562551099038,0.346263284910168,0.321162408842635,-0.760769413658811,0.111496506789421,2.68953776174852,2.4772319858156,2.71895053864782,1.80802919839568,0.96758741034915,0.897354474926282,0.323747731570033,-1.36218243447096,1.12318352389746,-3.14124339677649,-0.164235469911936,0.896308750001695,3.08464316204705,-2.96246571072956,0.240833502928986,1.32830880997914,2.84535776888668,-3.21323509044906,0.332420500197526,1.41565901929826,3.16401628780916,-3.31561891265797,-1.27552963814886,0.120266439889065,2.75199178620549,-3.06437585745555,0.0944440602972342,0.867544545333638,2.00418409189088,-3.25766982070905,0.263654250298055,0.895634552578886,2.15140318238681,-2.70195953272206,-1.08207503683546,0.0110586189296644,2.61425807464545,-3137.6324971229
-0.995962007202092,-1.73396814277117,0.0744302663789166,0.0864970953125841,-0.317344271029258,-0.151554769791896,0.285622379806447,-0.0474347486528249,0.321466889666988,-0.447747255062079,-0.109776865642925,-0.0815180255419884,0.189159751686164,0.330630627726957,0.172052971908201,0.00727230525979315,-0.0187832396942958,0.11715082368449,0,-0.357423218008099,0.117192568352983,-0.0462338112834635,0.364871526143096,-0.482640719692184,0.158,0.144,0.205,-0.233,0.0212420052568864,-0.126637498172346,0.281790313207576,-0.370467120166173,-0.224530677816841,0.38093379565556,0.351131636054947,-0.900491631741882,0.127675547304915,2.81012383219539,2.52753373682076,2.85561078148122,2.08888820041267,0.749677037913982,1.05770842939473,0.331097096525013,-1.54424917055864,1.36231643830582,-3.33988767432782,-0.192367860803476,0.937261110517617,3.30300032248089,-3.06049912185844,0.21461997935364,1.42645007501215,3.05260778500179,-3.35478780444491,0.44880242958809,1.42347576258709,3.44401521382258,-3.53933207516333,-1.31944333498885,0.0525039572058342,2.80106120001474,-3.11456702941012,-0.0895785352864234,0.894450948017142,2.00055511461817,-3.24979769897468,0.066124284554626,0.980880437455574,2.17952328606731,-2.8141606732853,-1.08641471468086,-0.100661561661066,2.6147146080397,-3123.88414458836
-1.06086643369513,-1.85655755332855,0.0777470070869077,0.0767659564141021,-0.253218600615206,-0.128898898245915,0.230641147715388,-0.0495452940212604,0.352102077720621,-0.442918852714699,-0.0987284510525822,-0.0985895969218992,0.238609426341965,0.365812854074676,0.165095924884537,0.0303654869188323,-0.00998591561389314,0.135964710618493,0,-0.396780837682585,0.133703284886651,-0.0616441333471492,0.39238520135378,-0.524272169510598,0.158,0.144,0.205,-0.233,-0.0106704465974482,-0.146713705841623,0.283419108544522,-0.379961517271795,-0.221181922175414,0.394260501280769,0.361270976830049,-0.967280980060488,0.133135978814536,2.85188539472003,2.53258705549564,2.90609074719226,2.23514466328271,0.794164343704906,1.04673699478059,0.352238555576817,-1.60689432605876,1.48824318247009,-3.44638202217222,-0.201627161257125,0.94723502536303,3.41581650722924,-3.11157267750215,0.200764592479736,1.46509924111577,3.16174335097556,-3.42943321737784,0.521643372099711,1.40196745495909,3.59109624205545,-3.64741872101808,-1.34090724808919,0.016870195971598,2.82038949741075,-3.09569346562534,-0.183466103354222,0.900031338094425,1.99969490371039,-3.26517192713078,-0.0483479633279685,1.01693707815679,2.19521140082245,-2.86712595735582,-1.09519875139205,-0.145977464527884,2.60547309110425,-3102.29841733901
-1.24560389913592,-2.32138310653871,0.0907287136895254,0.118962237777945,-0.1084633264087,-0.130639762643224,0.259228012349383,-0.0194345407814206,0.299547108845365,-0.446427861965613,-0.0794957981494746,-0.253932523657514,-0.0737538088810166,0.634663390616859,0.141323139453152,0.119321462456388,0.0962917955095258,0.306711134217044,0,-0.710566886947008,0.307391221036306,-0.191430700759365,0.684326932564341,-0.831394430214816,0.158,0.144,0.205,-0.233,-0.110988712042432,-0.178809131047711,0.199000558525971,-0.484628368323076,-0.18723709496362,0.239541290881711,0.111537918495019,-1.08969711046249,0.06277450971875,3.03528923087758,2.46160657477549,2.92515653668555,1.84765087336888,0.896637953752537,1.24414422899142,0.515903430858178,-1.53573081040111,1.89030513550923,-4.09525395010332,-0.242655823251912,0.79245960056966,4.16765836458649,-3.3279771889459,0.174944492866437,1.42050474512867,3.91122764960632,-3.95515018583954,0.764839950219129,1.10954322364334,4.6001715446725,-4.73865315276975,-2.01835584515371,-0.272048710411374,2.8724460986392,-3.06506260018172,-0.437609946870294,0.537615620725879,2.02570842320745,-3.32047232140792,-0.5914974257914,0.868004685147853,2.37242195856218,-2.9183514000977,-1.75044131739308,-0.00173525061913327,2.31151303713434,-3101.07622003581
-1.25287932160109,-2.36868978075705,0.0977715554388734,0.130493363061749,-0.167991204336327,-0.121893404103064,0.225658138890735,-0.0147092759542687,0.289362944794756,-0.415770942281709,-0.0940647883933033,-0.296612476466551,-0.150511566529491,0.701086505384085,0.127347422919928,0.154855401657031,0.124582617453315,0.357994847600048,0,-0.795786444585926,0.361546854727905,-0.228080760140881,0.777800523606526,-0.894993247981398,0.158,0.144,0.205,-0.233,-0.115500831486808,-0.200814979969645,0.185436952072509,-0.545277040964596,-0.19093468096276,0.179923375358585,0.0201545433529285,-1.0392267260715,0.0566022068739797,3.05604080562818,2.41669179224151,2.8758109762534,1.92153710462792,0.829287920710988,1.16901074703272,0.504519609974508,-1.45927863290297,1.97463311994754,-4.24245760002026,-0.315611499405172,0.758160137593115,4.34338558458307,-3.36700984466616,0.144816624819194,1.38715310006173,4.08186523315853,-4.08089733297607,0.623556932853716,1.14950009667403,4.84029490165084,-4.90239382812316,-2.21214151465447,-0.324039138116517,2.85474277774155,-3.09020941757868,-0.398857745425378,0.39690437404573,2.02419853339809,-3.39361184373646,-0.625313563338073,0.754752653278896,2.42145753572949,-3.0523490005636,-1.73963174433552,-0.0035602801910565,2.20981742595448,-3076.9610936927
-1.21716407281193,-2.32375172089815,0.107146096911699,0.137856248732873,-0.2431109429572,-0.124991864744881,0.258030139203152,-0.00382949660975307,0.246601707823017,-0.414012656421462,-0.107859382408017,-0.346518560603754,-0.0806036577036376,0.757653766894108,0.12649635411557,0.136841812263925,0.145426064528461,0.419087687374783,0,-0.886275011527349,0.417155225064927,-0.263976863015259,0.879161286763827,-0.927997992878671,0.158,0.144,0.205,-0.233,-0.0941003950191092,-0.185494770161655,0.234503359455216,-0.544581904639262,-0.189316578704724,0.15149742665354,-0.0351671379841768,-0.950616792750842,0.102193685370729,3.07940589167964,2.38839782373843,2.88568641778383,2.02614569061034,0.914792385547003,1.28315808625099,0.553097421893541,-1.35309660163233,1.89292317479899,-4.37824504149202,-0.465344527567111,0.735773377179,4.49762329956491,-3.39365922579261,0.0776176327334258,1.35532913092015,4.21808239602574,-4.15878282796417,0.500279554380922,1.10912070381224,5.05485369338531,-5.05232882912714,-2.32994121647066,-0.439626824471427,2.82604861115737,-3.09349915494066,-0.366919855276472,0.302892728478753,1.99575534437623,-3.43246322468541,-0.583851887103067,0.603673532163119,2.45607544856081,-3.123150193409,-1.64848338857303,-0.160616470182501,2.10928082780801,-3056.12843737282
-1.14705690436021,-2.19331795766952,0.127805781598286,0.130096986831699,-0.318136940355368,-0.123024435836339,0.246171970070691,0.00435415336671685,0.23242546314452,-0.397994544537999,-0.116868864195096,-0.39593753420683,0.0602409839894072,0.802362678166463,0.108555690028454,0.158822741181366,0.169164609363866,0.494607163591408,0,-0.986111147176867,0.475322900206086,-0.29608295471882,0.990671413300351,-0.930505170766721,0.158,0.144,0.205,-0.233,-0.112677208067144,-0.219587957697384,0.270804750127171,-0.558462636806911,-0.208225166863912,0.175346881331366,-0.0337431476867278,-0.834887657903796,0.189024666459798,3.13874430831649,2.39288571485325,2.9544555851467,2.15578171573514,0.842311874444172,1.19425230786792,0.536447077616552,-1.21760748508212,1.8048178806166,-4.48756360678806,-0.671109046841814,0.703911382029915,4.64367663176522,-3.39039420035702,-0.0189747544229098,1.32265262363636,4.32644388974868,-4.18177594081873,0.404287118642888,0.973417814123831,5.26405643816405,-5.19574355147724,-2.40759351613158,-0.593748415828906,2.78603469376574,-3.11880138588534,-0.389313359222936,0.301464830105624,1.93286301182157,-3.53001414143078,-0.482695855594758,0.414450691733121,2.47287254385397,-2.99297552309908,-1.7189017830612,-0.380121481196669,1.99279887238514,-3032.40843104043
