"asc_ruta2","asc_ruta3","asc_rutaEC","b_time","b_dist","b_semaf","b_CamFD","b_ZER","b_MtrP","b_Acc","b_Panel","b_clima","b_cong","b_Hvalle","b_T_prof","b_Hor_trab","b_EduBasica","b_Info_traf","b_usodisp","b_Joven30","b_Adulto40","b_Adulto60","b_USOCINTURON","b_USODISPMOB","gamma_EDUBASICA","gamma_CSECO","gamma_CONG_EF","gamma_SININFO","gamma_EDUBASICA","gamma_CSECO","gamma_CONG_EF","gamma_SININFO","gamma_HORAS_TRABAJO","gamma_HPICO","gamma_CONG_CD","gamma_USOCINTURON","gamma_USODISPMOB","zeta_FRbr","zeta_EnfCond","zeta_AFrSem","zeta_CulFr","zeta_OmLmVel","zeta_IgPare","zeta_UsoCel","lambda1","lambda2","tau_FRbr_1","tau_FRbr_2","tau_FRbr_3","tau_FRbr_4","tau_EnfCond_1","tau_EnfCond_2","tau_EnfCond_3","tau_EnfCond_4","tau_AFrSem_1","tau_AFrSem_2","tau_AFrSem_3","tau_AFrSem_4","tau_CulFr_1","tau_CulFr_2","tau_CulFr_3","tau_CulFr_4","tau_OmLmVel_1","tau_OmLmVel_2","tau_OmLmVel_3","tau_OmLmVel_4","tau_IgPare_1","tau_IgPare_2","tau_IgPare_3","tau_IgPare_4","tau_UsoCel_1","tau_UsoCel_2","tau_UsoCel_3","tau_UsoCel_4","logLike"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158,0.144,0.205,-0.233,0.158,0.144,0.205,-0.233,0,0,0,0,0,1,1,1,1,1,1,1,1,1,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-4660.65388040662
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158,0.144,0.205,-0.233,0.158,0.144,0.205,-0.233,0,0,0,0,0,1,1,1,1,1,1,1,1,1,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-4660.65388040662
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158,0.144,0.205,-0.233,0.158,0.144,0.205,-0.233,0,0,0,0,0,1,1,1,1,1,1,1,1,1,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-4660.65388040662
-2.84838527441025e-05,-3.92358526587486e-05,5.98515584133566e-05,0.000215681574773043,-2.74958019144833e-05,-0.0077092693541199,-0.00763862112024799,-0.0077339168493636,-0.00789162867236883,-0.00790191014902667,2.54469262436032e-05,7.10339331999421e-05,3.75274224206805e-05,2.46832761913538e-05,0.000793449015356601,0.000761166918091476,3.3712562173605e-05,1.19409118779004e-05,0,2.3725344799459e-06,1.70030244626105e-05,3.01615507341921e-05,4.84943808987737e-05,1.7606015317142e-05,0.158,0.144,0.205,-0.233,0.157922486006282,0.143891939762048,0.204966098111123,-0.233107132226229,-0.00146710083074868,-6.6532108001411e-05,-2.68798717297614e-05,-9.70638487488032e-05,-3.9254104718566e-05,1.00004951123288,1.00004544493882,1.00004909699783,1.00001080533117,1.00003820129251,1.00004080214072,1.00000121381273,0.999953912060242,0.999963415476028,-2.00001777779683,-0.999919579717331,0.999977079756558,2.00001755291829,-2.00002158449544,-0.999910432174336,0.999987241453957,2.00001069757016,-2.00002355131973,-0.999903190992773,0.999982725887559,2.00001460398175,-2.00003129243385,-0.999948660411872,0.99995049611479,2.0000294057047,-2.00001970662223,-0.999898135787342,0.999993528286461,2.000003143101,-2.00001552094566,-0.999896110569127,0.999993117102888,2.00000407969067,-2.00003862367989,-0.999934778016992,0.999959359707776,2.00002471536817,-4645.9465522621
-0.00347527744862633,-0.00431516228364638,0.00741387116647392,0.0133645947318474,-0.00799364467409491,0.0315265887896964,0.0270852761726071,-0.0329061433738821,-0.0331246549893562,-0.0336067054047483,-0.00190902003644823,0.00880927686533943,0.00239181017066391,0.00309187586688729,0.0971132732713798,0.0942753245759588,0.00417934112564619,0.00148429062251238,0,0.000281012464346512,0.0021009281035238,0.00374280147119483,0.00602542934716298,0.00221170173869974,0.158,0.144,0.205,-0.233,0.148064790248264,0.130138686591725,0.200673655375703,-0.246739250070737,-0.186166470956068,-0.0084583376061301,-0.00340398908522781,-0.0123158306401635,-0.00496007754922058,1.00633626978321,1.00581029414321,1.00627576027213,1.00136659050517,1.00497470522146,1.00532070086716,1.00009957215039,0.994146544923385,0.995264974818772,-2.00227871160563,-0.989759654836513,0.997073505197829,2.00223727310285,-2.00276420243142,-0.988592785943666,0.998369688764326,2.00136187818563,-2.00301485369286,-0.987667633989286,0.997793828328034,2.00185924192351,-2.0039987181711,-0.993466483645527,0.993681869805873,2.00374669830606,-2.00255923544115,-0.987050782533208,0.999171152694881,2.00039931170289,-2.00202671978604,-0.986791403149608,0.999120263584982,2.000519562455,-2.00495338233806,-0.991719358516773,0.994786980467837,2.00313841473019,-4334.31127881135
-0.00671765839401827,-0.00879065149627383,0.0134606834121788,0.0202176670426107,-0.0163002863723192,0.00666197162220786,0.0495913901641858,-0.0317225541374354,-0.0317921098405276,-0.0328215286168882,-0.00394341807595892,0.0160150165258065,0.00373266378129795,0.00570317523440702,0.155949492332272,0.171293660186239,0.00743565327741508,0.00267904974632954,0,0.000578081059310945,0.00413647832722422,0.0065222366963989,0.0110212957695787,0.0039992482024951,0.158,0.144,0.205,-0.233,0.135976552850842,0.113303565531217,0.198170607379546,-0.263393930228909,-0.167843614102594,-0.00710904278630821,-0.00263310004084135,-0.0122636988299514,-0.00442142001645547,1.01387752508991,1.01287989453572,1.01391151591606,1.00271676598912,1.00776869067102,1.00943338555991,0.988566975347347,0.987849677671232,0.986479727632506,-2.00509298079438,-0.978017358664801,0.99358523662312,2.00481022309192,-2.00613157217462,-0.975524942128182,0.996408416799234,2.00292994517583,-2.0066740572337,-0.973514127941025,0.99516751354623,2.00400453320029,-2.00879605331013,-0.986028872360849,0.986207478661538,2.00803101311252,-2.00951277150984,-0.974513594082877,0.997894625589115,2.0007009024159,-2.00846413495288,-0.973872940594609,0.997817498987528,2.00098321176742,-2.01338364831745,-0.984759461140497,0.987590723566556,2.00635242914912,-4250.69356205152
-0.0179902442917378,-0.0283164254120979,0.023897355933072,0.0160821081271418,-0.0514552861090071,-0.184860298240184,0.181254608720043,-0.00970422281844187,-0.00826402664115197,-0.0138299234751011,-0.0116117591059887,0.0283366577059595,0.00700557929996733,0.0112157279716381,0.0861840781437521,0.302551142529489,0.01127481212939,0.00522571441257265,0,0.00116936065328014,0.0103935502698858,0.00850325738512112,0.0205553812674769,0.00617242257045419,0.158,0.144,0.205,-0.233,0.0537638319990967,-0.000367358196232348,0.17857405689114,-0.376011355134673,-0.223978968755126,-0.00680028559410511,-0.000910538947997115,-0.0226476536153543,-0.00528096455633969,1.06174621250347,1.05823993514451,1.06341913627278,1.00696725808129,1.02266676163823,1.03303142015923,0.909209490580307,0.969140147366679,0.980491903575651,-2.02435801220496,-0.906513716518207,0.971315248871271,2.02065249599837,-2.02874030986422,-0.895944307767167,0.983775872523192,2.01257349664069,-2.03113014093096,-0.88716670392513,0.978415547302602,2.01725914910311,-2.03992296699116,-0.941419257708889,0.938733785600591,2.03417312602814,-2.05508018701377,-0.898690698420595,0.989701570833945,2.00250345245891,-2.05097490161452,-0.89563603015376,0.989499404284895,2.00381938391695,-2.06721250933205,-0.943457253376688,0.941991778603464,2.02604904821661,-4137.30662521303
-0.0459657494709391,-0.0777336316530439,0.0446497032741412,0.0221257089480569,-0.140642722445881,-0.271629731823277,0.586020819012501,-0.116371667428393,-0.111764756262676,-0.132304573142981,-0.0296933233534212,0.0525088337765343,0.0194789139131272,0.0232275368977265,-0.13986483796067,0.558881830356119,0.017633770967968,0.010889561701307,0,0.00135192876928508,0.0244571026513696,0.011160928403665,0.040988149631678,0.00883675195520954,0.158,0.144,0.205,-0.233,-0.164883221875811,-0.303600960407956,0.129468029168525,-0.676402325508839,-0.201822436816398,0.00291952128408651,0.00749789509585993,-0.0399532093683362,-0.00327431044072099,1.19140830723007,1.18161266991956,1.19834314199344,1.01369364160345,1.03453160665906,1.06891973772863,0.665109295417226,0.925111659268331,0.988248277023503,-2.07748725631056,-0.714865351077079,0.910044957122783,2.06375677140891,-2.09030716743931,-0.682851271414609,0.948883723875182,2.03888465047107,-2.09752842063412,-0.655898994832101,0.932265720137009,2.05346477377677,-2.12500212266371,-0.822724848485418,0.808923699750893,2.10414565484444,-2.18239917683565,-0.698361558025481,0.96699029627268,2.00736133214424,-2.17053810624534,-0.688628756583363,0.966434324897827,2.01153983850509,-2.21335986939585,-0.83454859913601,0.817373967729375,2.07904563054655,-3846.53411824763
-0.0610859723352693,-0.107913867819292,0.0469858425846923,0.0318570890771043,-0.194459303321667,-0.295894287988156,0.695536969762718,0.0805308356965951,-0.24594192300193,-0.278396168474976,-0.0410150015667531,0.0548502158096655,0.0342118237702832,0.0272712018339037,-0.149660509240707,0.571905994997667,0.0161106504349229,0.0124971567600197,0,-0.00209816438307533,0.0272979741170315,0.0103853755526325,0.0459126782336572,0.00468824609416232,0.158,0.144,0.205,-0.233,-0.287583510677062,-0.475557313369522,0.104137630362569,-0.846270088454814,-0.196670491991493,0.00952574536092564,0.0133667474056853,-0.0526471597749218,-0.00222099496529962,1.27083229619117,1.25858381111419,1.28344279087514,1.00359991520481,1.02530282885772,1.07414711684204,0.51171821865194,0.908639890709318,1.01930624948839,-2.11644323635725,-0.594233225597239,0.867187960394618,2.09258854704017,-2.13340411644223,-0.549107179119548,0.924272877078951,2.05673819620315,-2.14372873757764,-0.510230017275365,0.899845215284058,2.07812607555387,-2.18299536353947,-0.750553114603513,0.720620860440575,2.14804458913853,-2.26681804830339,-0.574471317165848,0.950770206057841,2.0104823502854,-2.2511584456725,-0.560096023032842,0.949898262765476,2.01673707824749,-2.30093763769654,-0.764942434619888,0.733532170056035,2.11300417111926,-3632.68719788075
-0.0928728257502242,-0.182106240701192,0.0200116470204773,-0.00365542584396085,-0.334842606526562,-0.356057500682468,0.764763295378799,-0.0436586875336179,-0.166582351698872,-0.245501309305809,-0.0705492737371576,0.0194885872664172,0.0818912649256296,0.0254123770417087,0.219991843194407,0.146346793723569,-0.00431134745260708,0.00955008028138582,0,-0.0218490402644103,0.0157561748931031,0.00148179081317469,0.0345731026386449,-0.0243206283364072,0.158,0.144,0.205,-0.233,-0.439745315027114,-0.698804628082691,0.0819148866245007,-1.06331304229571,-0.195071090221557,0.0300518327883443,0.0326276320983065,-0.0904799559070677,0.00270709843070105,1.41703499410023,1.40766774687182,1.4558320088602,0.900073926907893,0.957417407266597,1.03042507287389,0.292051784061004,0.887461284548385,1.14674405668946,-2.24099552954688,-0.322151992670838,0.746845714027864,2.16693723391618,-2.26202778344633,-0.248482595123426,0.854475134375573,2.10403298687695,-2.28151952979601,-0.178324843867903,0.807802965524152,2.14420766468345,-2.33692808725044,-0.603224473171585,0.486656354814805,2.24675411744786,-2.47817247601085,-0.300817623803807,0.903462502337623,2.01767885387345,-2.46124694881746,-0.273328071188352,0.901034161643823,2.03028475214175,-2.4597776246293,-0.589878836263201,0.519817977033579,2.19342210295315,-3517.02283120315
