"","asc_ruta2","asc_ruta3","asc_rutaEC","b_time","b_dist","b_semaf","b_CamFD","b_ZER","b_MtrP","b_Acc","b_Panel","b_clima","b_cong","b_Hvalle","b_T_prof","b_Hor_trab","b_EduBasica","b_Info_traf","b_Joven30","b_Adulto40","b_Adulto60","b_USOCINTURON","b_USODISPMOB","lambda1","lambda2","lambda3","gamma_EDUBASICA","gamma_CSECO","gamma_CONG_EF","gamma_SININFO","gamma_HORAS_TRABAJO","gamma_HPICO","gamma_CONG_CD","gamma_USOCINTURON","gamma_USODISPMOB","zeta_FRbr","zeta_EnfCond","zeta_AFrSem","zeta_CulFr","zeta_OmLmVel","zeta_IgPare","zeta_UsoCel1","zeta_UsoCel2","zeta_PasoPeaton","zeta_UsoDirec","tau_FRbr_1","tau_FRbr_2","tau_FRbr_3","tau_FRbr_4","tau_EnfCond_1","tau_EnfCond_2","tau_EnfCond_3","tau_EnfCond_4","tau_AFrSem_1","tau_AFrSem_2","tau_AFrSem_3","tau_AFrSem_4","tau_CulFr_1","tau_CulFr_2","tau_CulFr_3","tau_CulFr_4","tau_OmLmVel_1","tau_OmLmVel_2","tau_OmLmVel_3","tau_OmLmVel_4","tau_IgPare_1","tau_IgPare_2","tau_IgPare_3","tau_IgPare_4","tau_UsoCel_1","tau_UsoCel_2","tau_UsoCel_3","tau_UsoCel_4","tau_PasoPeaton_1","tau_PasoPeaton_2","tau_PasoPeaton_3","tau_PasoPeaton_4","tau_UsoDirec_1","tau_UsoDirec_2","tau_UsoDirec_3","tau_UsoDirec_4"
"asc_ruta2",1,0.274458452756036,0.0359318449977818,-0.185056263344858,-0.110893773869071,0.00183882007344411,0.000306061931533932,0.0771681355352933,0.0012419728833944,0.0826823901715193,-0.00861686736931324,0.0397268683742942,0.0492872191888242,0.0473976696476967,-0.0220334103380698,0.0178677914166228,-0.014751700315615,0.0251159227799903,-0.0312231803683546,-0.0350910934402361,-0.0192268067788966,0.0365238741418495,-0.0187977299745837,0.0214866791557109,-0.0120147362025851,-0.0204074976496451,-0.00177175806020984,0.000495362417039289,0.0033465118777744,-0.000285419656276826,-0.0015736512057291,0.00164160319594029,6.45277192476696e-05,-0.00272019542281042,-0.00166941558037293,-0.00100435850872994,0.00024857220435651,0.000368066554961858,-0.000562022754335298,-0.000166799453472347,0.00029231838163809,0.00144892604496982,0.000476031130640934,-0.00533980017065974,0.00274161011684682,0.000762133268784221,-9.43701330487077e-05,-0.000279914424564124,-0.000770381185226337,0.000100521242157562,0.000382450382878495,0.000297215895561448,0.000248616895062441,2.8317852970838e-05,0.000510845719982107,0.000289491298204388,0.000559146644051473,0.000590041088121234,0.00032361375718046,0.000141151545609574,-0.000244066796137638,-0.000819470868846879,-0.000945366767266243,-0.00100767428947677,-0.00103872445959193,-0.000944507281417825,1.95333868628517e-05,-5.86713461113784e-05,-2.55219249075779e-05,-0.00183667289166682,-0.0016007502556908,-0.00123073548678712,-0.000313634886915235,0.00274559463255214,-0.00140452784039643,-0.00398223681528494,-0.00538943645409119,-0.00217758258114658,-0.00276059678931133,-0.00294508385787429,-0.00144756645454599
"asc_ruta3",0.274458452756036,1,0.0274980688551225,-0.250402589328152,-0.0640251006374037,-0.00173399379691548,-0.00365372428824167,0.0552167390485386,-0.104673076373099,0.0412613373959569,-0.00542953961840737,0.029582757419443,0.0309044006792399,0.0249010409859015,-0.0280695361334274,0.0304465405372247,-0.00909690788882941,0.0184389522776397,-0.0341928910999858,-0.0536609856549142,-0.0265383438476963,0.0443147256317351,-0.0120056248543,0.0208941611726515,-0.0145448776122903,-0.0254287277652817,-0.00218290157159897,0.000355779671372351,0.00560792636844761,0.00221054178159413,-0.00270855792147015,0.00322938877235692,0.00181334291440987,-0.00206893679745146,-0.00196192284644841,-0.000713843383578743,0.000750056465754563,0.00037719826384922,-0.000527967680522432,-0.000694725372115083,-0.000460723257455593,0.00177739269575874,-0.00133706011122044,-0.0100773497413768,0.0064013521263654,0.00160153154304469,0.00110551872479268,0.000865465978064779,-2.08922476453912e-05,0.000994513609703264,0.00158606229759555,0.0015000767467059,0.00124566664405661,0.000992434667031954,0.00163133125988518,0.00130422504934643,0.0010052578365681,0.00159755742015773,0.00140307580247617,0.00119039962548102,0.000515732531639153,-0.00119097982987373,-0.00140875508098178,-0.00142154954105658,-0.00132959638836872,-0.00103295035055482,-0.000763452763226508,-0.000776159481703483,-0.000700551589842199,-0.00192147119696471,-0.00192424986693809,-0.00159781054548267,-0.000536656465800748,0.00672627401669625,0.000762477245782609,-0.00423808754064282,-0.00851967949470774,-0.00441232877036506,-0.00482728255421598,-0.00441006650752777,1.21684054192684e-05
"asc_rutaEC",0.0359318449977818,0.0274980688551225,1,0.0868738697890177,-0.0852921730162462,0.0165445344499508,-0.00400641402211833,2.64462152442809e-05,-0.0170633221686757,-0.0502450540806182,0.0102645313059863,-0.373318094104209,-0.0726361931611939,-0.0342695906690225,-0.235401163182139,-0.703711352908288,-0.0348035599478885,-0.160096462937518,-0.334389528548071,-0.297223595595343,-0.273701553749109,-0.313594664131135,-0.0652240410625021,0.134538305166761,-0.198822604129564,0.0995341225024826,-0.0350265099280876,-0.0182468577145776,-0.0184386230574921,-0.0150205559000162,0.0341586466504377,-0.0118792915530744,-0.00472566242975909,-0.00983253403862261,-0.00263093168867808,-0.0108214235441361,0.0079729033714561,0.0072296164281902,0.00999387275325687,-0.00116461303344239,0.0160140587306273,0.0107655084004603,-0.00668762819110994,0.00351317751045014,-0.00392520839816071,-0.0185566649525991,-0.034049111358387,-0.0331773142119709,-0.0208178878275298,-0.0281243032229677,-0.0270723695317852,-0.024955003817836,-0.0141253339909715,-0.0277294356488277,-0.026970954555282,-0.0251835883636671,-0.00571310803131049,-0.0255362047301209,-0.0293901734746177,-0.0283719377990623,-0.0166630676424693,0.0262236843125228,0.0180259722364205,0.015861046598434,0.0114676700865032,0.0185206811420568,0.0218513773272238,0.0210577211395273,0.0191968387151453,0.000832028043475653,0.00380287882443952,0.00365025963420029,0.00172711076264044,-0.0188330822717025,-0.0249056136702218,-0.0248040918792046,-0.0137197619184834,-0.011219780262743,-0.0150556149263042,-0.017125705014544,-0.0221816192715522
"b_time",-0.185056263344858,-0.250402589328152,0.0868738697890177,1,-0.284295784937692,0.0304579240691812,-0.013302699657017,-0.129834231044192,-0.0305474088171059,-0.0491879250441237,0.0193826441850968,-0.109795617459279,-0.345733783062711,-0.0928638321307607,0.0143309245734732,-0.119982145904699,-0.0225768795993881,-0.0506448625329945,0.00662471080376928,0.0470347849479126,0.0136140380907831,-0.107844809711374,0.0921503338668476,0.0170316797245869,-0.0152597214747797,0.0467994199747493,-0.00212692062854862,-0.00302266419020379,-0.0109493721733527,-0.00804553728256505,0.0087422177712835,-0.00723833477106138,8.26259152067586e-05,0.00316867745576345,0.000782138196115481,0.00323785132716199,-0.00239719363752018,-0.00419370826349693,0.00516216754089776,-4.99999331953079e-05,0.00713389904646655,-0.00217079147965141,0.000914786172590794,0.00542199504797634,-0.00284040940169801,-0.00713682416502407,-0.00481735669491925,-0.00390324339168889,0.000356948760899268,-0.00429263213341973,-0.00684592031910464,-0.0067894776874171,-0.00483300046238475,-0.00324168258641243,-0.00850836292916521,-0.00798316880142222,-0.00524204557033518,-0.00726542332983494,-0.00604361384182649,-0.00518776608510263,-0.001620934841779,0.00457573986765845,0.00378703894095083,0.00358133958376464,0.00297948715510766,0.00116589417242197,0.00811407392732308,0.00810750347989867,0.00791950174266594,0.00348565113284294,0.00363461746090919,0.0027893108665144,0.000904294600178356,-0.00216649826926334,0.00201423923010327,0.00351602870565894,0.00307364550093291,0.00246258394231698,0.00272118886348451,0.00276412844565723,0.000571792738559489
"b_dist",-0.110893773869071,-0.0640251006374037,-0.0852921730162462,-0.284295784937692,1,-0.104606013750445,0.0425900280667379,0.0259928431403953,1.14609208307528e-05,-0.0159785147852964,-0.0516642014129652,0.0624904054967399,0.0667663289944886,-0.0195126543255991,0.071093159649838,0.06587890696324,0.0400984619013935,-0.0226196231332065,0.0826379593884886,0.085868678014634,0.0481108443787855,0.0441459571576616,0.0225697429598081,-0.149165739923025,0.144313455734474,-0.107096315247031,0.0152016076667724,0.00190570528221674,0.00621666893377214,0.00794301388134372,-0.00553552458299427,0.00952191189072472,-0.0049240511677467,0.00872075031483046,0.0107668928276445,0.00975449250076575,-0.00298731247333859,0.00217021895279019,-0.00830685768566619,0.00203437278862903,-0.0134241697775823,-0.00253248827316148,0.00621780366150087,0.0235869580313271,-0.00850590929602984,0.00271178840612828,0.0141506105062407,0.014702894531944,0.00992717529528319,0.00909165939915035,0.00872128708466515,0.00790440064751945,0.00297928661213156,0.00720060518886669,0.0113253806460884,0.0109527878582639,0.00271174894932657,0.00986819534865,0.00986066010611642,0.00896537281977264,0.00254687650655029,0.000158564738197348,0.00192062223905713,0.00231972056403584,0.00281543451573931,0.00651278021799355,-0.0128001596045433,-0.0126491144241316,-0.0124264469670867,0.00521666715436184,0.00561769162002761,0.0053793467998671,0.00313882229036529,-0.0143267333028775,-0.000542796047271148,0.0137016489477642,0.025350909584862,0.00939598123213998,0.0117907227917557,0.0119179462258412,0.00600524526404858
"b_semaf",0.00183882007344411,-0.00173399379691548,0.0165445344499508,0.0304579240691812,-0.104606013750445,1,-0.460573206827621,-0.0282991039043793,-0.0721660853571814,-0.113527557953517,0.00442365149834577,0.0459514262433043,-0.0179797809617973,-0.0289095513694159,-0.044786781181949,-0.0103085002621353,-0.0331166054393688,-0.0205211470528599,-0.0262148349775062,-0.0473293738400488,-0.017428813558598,-0.00436112288675212,-0.00980865074940786,0.0354419178287573,-0.046798686483228,-0.000243149581668078,0.00420708183521485,0.00755149680887659,-0.000973922124383876,-0.00346196196007695,0.00286625799350052,-0.00266004741939122,-0.000108003836281858,-0.00107022908664351,-0.00172422530364701,0.00348261664418091,0.00113421238798064,-0.00138390595697607,0.00315162318921664,0.00100803796340213,0.00377507588030407,0.00226854850654043,-0.000345208379255655,0.00667554001070522,-0.00219477275779757,0.00455652183530286,0.00563122389820569,0.00547689687249475,0.00455504187420023,0.00588764620997576,0.00494821012776102,0.00444851566391969,0.00304791563406119,0.00685889723613369,0.00344550900949269,0.0029610339971272,0.00113761862463891,0.00389319768141294,0.00525229302038247,0.0053485203478495,0.00429421975100475,0.00190392381741863,0.00141376410450579,0.00124460107690828,0.000920135851973099,0.000420496470897784,0.00394172073570952,0.00386166706413675,0.00374776185119058,0.000340873143971723,0.00112269919280899,0.00119448912916314,0.000741242656809653,-0.00573939913721258,-0.0020285830549983,0.00162506123730744,0.00513368487678538,0.00130419386223962,0.00154224953510758,0.00149279771586427,-8.38161070538309e-05
"b_CamFD",0.000306061931533932,-0.00365372428824167,-0.00400641402211833,-0.013302699657017,0.0425900280667379,-0.460573206827621,1,0.00413769500426308,0.0266674258133835,0.0443093548515573,-0.00529431567379893,-0.0190466293180597,0.00426667553765159,0.0189032839733584,0.0489967509734825,0.00141995942303599,-0.00377646354372982,0.0137558758644873,0.0232277299094273,0.0322093199431676,0.00547261113091552,-0.0184348381212992,-0.0102551453974754,-0.0141190692396399,-0.000506461624233747,0.0284090767241665,-0.00408699705947825,-0.00560129220909576,0.000433356876125406,0.00143903671715504,-0.00234810724405085,0.00109123319386505,-0.000924916455737799,-0.0014355023988229,0.000775009509591258,-0.00116446977185188,-0.00207672592572935,-0.00182108284320977,-0.00229814582042638,-0.00092632109477177,-0.00401471568845759,-0.000126647723869825,-0.000297193788718315,-0.00118037445789903,-0.00105753440293706,-0.00384697121716816,-0.00343848597944783,-0.00295370955694667,-0.00198750873446464,-0.00366612367364952,-0.0036532763558316,-0.00348876994177721,-0.00258852024821597,-0.00353775652878025,-0.00359239659364319,-0.00354336269150912,-0.0028381054410555,-0.00264467484695378,-0.00367215777038911,-0.00370454645453679,-0.00284692199537877,-0.0016363152464778,-0.00167325949579046,-0.00148989152567975,-0.00116250716813387,-1.13798286215273e-05,-0.00435497870566438,-0.00420435029314149,-0.0041824111017178,-0.0015607420318533,-0.00185049439117819,-0.00170942284506966,-0.00093961922190674,-0.000455386453403728,-0.00219533876670256,-0.00247264039081165,-0.00188788227842291,-0.000293316350310527,-0.00111917498448968,-0.00170642453941336,-0.00236241189291537
"b_ZER",0.0771681355352933,0.0552167390485386,2.64462152442809e-05,-0.129834231044192,0.0259928431403953,-0.0282991039043793,0.00413769500426308,1,0.0357580147473122,0.0235541136888004,0.0248418963497945,-0.0104159421550887,-0.0119558971705555,-0.0102115055581049,-0.0170387689252708,0.0117773990585965,0.0508024387840275,0.0367917677451191,-0.000667674831332644,-0.029005859515908,0.0045440245887289,0.0382007782996087,0.0249567480070802,-0.0465603599974698,0.086580149013768,-0.0453963572742516,0.00337953659179804,-0.00434693675520875,0.00824494932400961,0.00398909934891986,-0.00224817907497968,0.00486411878855173,-0.00142532857093216,-0.00125799484018088,0.00164246957403069,0.00561126073474897,-0.00572856252577717,-0.00297555992040723,-0.00827057721341741,0.000988269264413303,0.00248208850341166,-0.00339782118766374,0.00798239123329083,0.0159305481738354,-0.0053798775974236,-0.00464158755426977,0.00391454791445201,0.00467569451334966,0.00518476452248185,0.000602731995890173,-0.000799713025194163,-0.00121086613968851,-0.0019969111775208,0.00013272238675915,0.000142315867939602,-5.24166317280229e-05,-0.00211263971980388,0.00234501439792455,0.000810585945910658,2.3669457278013e-05,-0.00233837410861579,-0.000121715243198441,7.53984070530023e-05,-4.86379920715766e-05,0.000175376106200053,-0.00190924830896242,0.00184949301707869,0.00231674992570201,0.00248661983138827,0.00207721481434542,0.00199714547612672,0.00205493203976656,0.00144820710513712,-0.0121476355749708,-0.00409973651661146,0.0054292131530012,0.0138409698438052,0.00574322193433839,0.00545292607596566,0.00485838145607226,-0.000218467474921972
"b_MtrP",0.0012419728833944,-0.104673076373099,-0.0170633221686757,-0.0305474088171059,1.14609208307528e-05,-0.0721660853571814,0.0266674258133835,0.0357580147473122,1,0.0194753254538898,-0.0678449827426333,0.0418485037272481,0.00165606608485385,0.0947597665425597,0.058823449402784,-0.00901125819912965,-0.0255150271102957,0.0750260703633904,-0.0383798635883716,0.0767224642412487,0.0132257429260827,-0.0839930839685452,-0.0262676144196976,-0.0491929574212939,0.0679864282554413,-0.00349962633529639,0.00300280018469905,0.00454646790217199,-0.000341820899449336,-0.00570997313667376,-0.00150675997505029,0.000402241567550673,-0.00498640483179997,-0.000657666575659329,0.00618141529327097,-0.00794981020924523,-0.00107389288253425,0.00402866891111364,-0.0021277087802249,-0.000139051468160773,-0.00412194265523253,0.000816306170084166,-0.00337193066370104,0.00632783347825036,-0.00679236918355356,0.00362595575773976,-0.0033936752455663,-0.00452614420523651,-0.00745719898995754,-0.00076426014283414,-0.000699299924947539,-0.000811847436280991,-0.00177010994012154,-0.00261584524426025,0.00153276925985513,0.00206819938048573,0.00170921986261111,-0.000734308862056045,-0.000802615193137786,-0.000745704546415829,-0.00154638146068892,-0.000208142614231479,-0.000247610413533215,-0.00028487740839586,-0.00023304639759493,0.00108751059702249,-0.00406001210548053,-0.00407544162885189,-0.004125738392657,0.000935608951730288,-0.000632869270251108,-0.000723303923325535,-0.000396019594823376,-0.00646155402876798,-0.00452748194552032,0.000380074277662876,0.0057471658776216,0.00253986235125653,0.0025872547069838,0.0020159238914329,-0.0023118073388509
"b_Acc",0.0826823901715193,0.0412613373959569,-0.0502450540806182,-0.0491879250441237,-0.0159785147852964,-0.113527557953517,0.0443093548515573,0.0235541136888004,0.0194753254538898,1,-0.00787951334199203,0.0528238114745791,0.0419955558831773,0.0169459267877953,0.0401145888897874,-0.0149999522030051,-0.0556273106671614,0.0206318364786331,0.0517978871449673,0.0904104684270522,0.0672525091680301,0.0645491154869196,0.0370980656183445,0.0584740391969342,0.0196694677534522,-0.0240572897006757,-0.0029262036579681,0.00862826375047968,0.000614913582283678,-0.00433088506572485,0.00238704133941176,-0.00229487841472907,0.00165342851443044,-0.00355753050174985,-0.00617030333692436,-0.000169902999151742,-0.00132545013102668,-0.00236757308283337,-5.8858582686986e-05,-0.00332679325786679,0.00692071526502261,0.003399143865562,-0.00305776925659471,0.00347493825007465,0.00362111377296104,0.00235383575472251,0.00263451481296439,0.00222394960730518,0.00060027752306914,0.00296490369300564,0.00227850032645201,0.00176854316295693,0.000614358686614865,0.00337644130321676,0.00139856775808759,0.000786704961677332,-0.000934601983372076,0.00265962449366196,0.00314978594491724,0.00283258592166625,0.00155249216570749,-0.000832592503452064,-0.00281190867185977,-0.00307627295808294,-0.00314574062414161,-0.00400638534068125,0.0064055660379318,0.00645678639423322,0.0064929483866933,-0.000811856754322024,-0.00151452962970117,-0.00170930028139151,-0.00091932649527031,-0.00237726513814207,-0.0038066121573981,-0.00299221979064894,0.00041350536132714,-0.00109046007868221,-0.000900369211864689,-0.00086222415793424,-0.000304822047325029
