"","asc_ruta2","asc_ruta3","asc_rutaEC","b_time","b_dist","b_semaf","b_CamFD","b_ZER","b_MtrP","b_Acc","b_Panel","b_clima","b_cong","b_Hvalle","b_T_prof","b_Hor_trab","b_EduBasica","b_Info_traf","b_Joven30","b_Adulto40","b_Adulto60","b_USOCINTURON","b_USODISPMOB","lambda1","lambda2","lambda3","gamma_EDUBASICA","gamma_CSECO","gamma_CONG_EF","gamma_SININFO","gamma_HORAS_TRABAJO","gamma_HPICO","gamma_CONG_CD","gamma_USOCINTURON","gamma_USODISPMOB","zeta_FRbr","zeta_EnfCond","zeta_AFrSem","zeta_CulFr","zeta_OmLmVel","zeta_IgPare","zeta_UsoCel1","zeta_UsoCel2","zeta_PasoPeaton","zeta_UsoDirec","tau_FRbr_1","tau_FRbr_2","tau_FRbr_3","tau_FRbr_4","tau_EnfCond_1","tau_EnfCond_2","tau_EnfCond_3","tau_EnfCond_4","tau_AFrSem_1","tau_AFrSem_2","tau_AFrSem_3","tau_AFrSem_4","tau_CulFr_1","tau_CulFr_2","tau_CulFr_3","tau_CulFr_4","tau_OmLmVel_1","tau_OmLmVel_2","tau_OmLmVel_3","tau_OmLmVel_4","tau_IgPare_1","tau_IgPare_2","tau_IgPare_3","tau_IgPare_4","tau_UsoCel_1","tau_UsoCel_2","tau_UsoCel_3","tau_UsoCel_4","tau_PasoPeaton_1","tau_PasoPeaton_2","tau_PasoPeaton_3","tau_PasoPeaton_4","tau_UsoDirec_1","tau_UsoDirec_2","tau_UsoDirec_3","tau_UsoDirec_4"
"asc_ruta2",0.0377260023798675,0.0168142594875323,0.0257385753656356,-0.00142986704083699,-0.00349672967237816,-1.85827575605105e-05,2.39427025608467e-05,0.00141201776313364,6.05581199924305e-05,0.00742843358525083,-0.00151716941837215,-0.00782419808473424,0.00150765149440062,-0.00047300691206683,8.42316658142404e-05,-9.43850207088466e-05,0.00204740295540907,-0.0022917395037098,-0.00693030199241709,-0.0093479831821034,-0.00810971164961791,0.0013480276867891,0.00127503137252123,0.00274490796684304,-0.00510769955664856,0.00250053668337744,-0.000581319224934893,0.000631848236900208,-0.000206474382642909,-0.00114496929641229,-3.96678517383154e-05,-0.000478585065889611,-0.000591463749780593,0.000134098690861088,-0.000260209774488664,-0.0119440021852781,0.00100184655661561,-0.00748168688391457,-0.00203297722013811,0.00979431991160587,0.121679390337416,-0.00113315734129161,-0.00484882664127907,0.00179315571128393,0.00244062753490707,-0.00649501849029505,-0.0061265373486387,-0.00817608051013359,-0.0242385751649708,-0.00581693900987599,-0.00321610498271063,-0.0024430535773468,-0.00631171168823842,-0.0063213509720658,-0.0100080118450347,-0.00908799729101185,-0.0363180045458456,-0.00336776458985149,-0.00328599466255136,-0.0039321567018986,-0.00510320014254948,-0.00559336827699676,0.00681766371265718,0.00400800869851254,0.00331867427333182,-0.0445876046109586,0.106788855792801,0.107004156953688,0.133122478594121,0.000873888721806144,-0.00100139542722227,-0.0014691548332343,-0.00349622844629643,-0.0025187765142882,0.000624503388350936,1.63981871057047e-05,0.000980122976989852,-0.00278992541939973,-0.00229923773103192,-0.000939579921557762,-0.000132543414049154
"asc_ruta3",0.0168142594875323,0.07765671770642,0.0322641021557213,-0.00399191496847979,0.00145714595424678,1.2724578824799e-05,-7.50427498645963e-06,0.000827295357464384,-0.00451756391144759,-0.00478929514487351,-0.000988783235645963,-0.00728092982509964,-0.000507991205175642,0.000323898142085078,-7.88353019338041e-05,0.00049258831435476,0.00394468114413317,0.00304734568437256,-0.0112713389014397,-0.0165478876554781,-0.0145655164145275,0.000530975385998528,0.00114067635536543,0.00184411891960227,0.000104314487860971,0.000724173322024484,-0.000386784802402399,-0.00128638624566422,-0.000549261844939431,-0.00207663017002867,6.53863102251693e-05,-6.33275432170119e-05,-0.000634422033587781,-0.000679648669152308,0.000387415243025916,0.0138196462789921,-0.0146388261970882,-0.00223179951970487,-0.000422387454769558,0.016287062463974,0.0657299932327179,-0.0018158574844124,-0.000229926026176799,0.00438805980493895,0.000292749893295352,-0.021364782639435,-0.00890452597662167,-0.00806087758294513,-0.00147107643985325,-0.00557898800306654,-0.02133087569774,-0.0226621991960274,-0.032572359183967,-0.0150334033702134,-0.0171052713723329,-0.018362133284329,-0.0188007065951428,-0.00644374548629483,-0.00821448635236216,-0.00960846016173761,-0.00886834028596946,0.00507122815553702,0.023387301645196,0.0204715595506863,0.0249833838451267,0.0128584461347495,0.0865710129062765,0.0890280360486884,0.100533782684481,0.0028778705201886,-0.00116471120663427,-0.00167414499206552,-0.00310697141223558,-0.0061052065667234,0.000798106355173801,7.52590817252689e-06,0.00658899736496906,-0.00513885926789858,-0.00484210234228904,-0.00176074367072982,0.00191825385946317
"asc_rutaEC",0.0257385753656354,0.0322641021557211,0.901376619872507,-0.00087580947741465,-0.00783475446912431,6.2540230867543e-05,-8.12511496519236e-05,0.00629565597140256,-0.00612278303066672,0.00663835969332466,-0.00333468260083004,-0.115994718233199,-0.00423460232081762,-0.00716912033397925,-0.00329468196774446,-0.0393769494052143,-0.0074446140211377,-0.0441303328404079,-0.171229169600983,-0.123466565305466,-0.107868645247401,-0.081818398077923,-0.0225385955774997,0.0425840040585025,-0.0578488621912888,0.0303804836282843,0.00233206850028542,-0.00595932880417402,-0.00599810854375872,-0.00885629477644242,0.000328853383411709,-0.0051212997456825,-0.00484095649674381,-0.00129292299053891,-0.00101220662591401,-0.0322355218054783,0.0290768249558877,-0.0384492789388269,0.00487792949170664,0.0371372445359784,-0.301650868760782,0.0059186926307185,-0.00386471558701438,0.0298358576637853,-0.0134948250495398,-0.0452526337506778,-0.119244924549264,-0.0978582110087688,-0.100037435228881,-0.0487441616365298,-0.0344901677364208,-0.0163579915756942,-0.0362241215233429,-0.0472777625280291,-0.11950947024261,-0.112808194983075,-0.103231257108236,-0.0345479235887182,-0.0397709746774366,-0.0246993390190059,-0.0147830620866139,-0.00831079008157379,0.0123198650285017,0.020124675767289,0.0166985611153291,0.0476744108098976,-0.266798805631453,-0.380926616563582,-0.579650255914768,0.00790986702840167,0.00539866484857262,0.00577946164228522,-0.00533972226817969,-0.0290650728100665,-0.00663202518834994,0.0120483801617948,0.0339389032311056,0.0284234040166553,0.00434862676486899,-0.00892626496359444,-0.00381740745956825
"b_time",-0.00142986704083698,-0.00399191496847979,-0.000875809477414666,0.000815076084933602,-0.000991542936306693,2.4265746995114e-06,-4.37207607185375e-06,-0.000189858395784544,-0.000232569242060617,0.00113592243413134,8.70232036027964e-05,2.46238549480697e-05,-0.000901129714673077,-4.19712493102169e-05,2.82222726717814e-05,-0.000223207104369859,-0.0008376021745148,-0.000576360910583328,0.00191940140128924,0.00149284306810571,0.000917144623857389,-0.000141749005640286,0.000770480401873315,-0.000484250906547614,0.00072784695937219,-0.000530028451483061,3.31399865976336e-05,0.000160239124703028,-5.01627611125476e-05,0.000262894494700094,-4.57209718935252e-06,-9.71828874765997e-05,1.22618068229831e-05,8.73887393882105e-06,0.000136517843990266,-0.00184179082732798,0.00135355592113177,-0.000609009601892903,0.000628990685257739,-0.00174101848131963,-0.0112996339722507,-0.000259029377955125,-0.000359025559318586,-0.000504969587602235,6.89196255984803e-05,0.00235819297011025,0.000404351296263603,0.000286996777571151,-0.000861092714449155,0.000455687967294477,0.00180419703182246,0.00156350730122455,0.00262327889187912,0.00190870574543628,0.000692522291446275,0.000785325858641843,0.00258818019475237,0.000638137899441926,0.0010765630153019,0.00132957980572627,0.000472940218288641,-0.000389791326050971,-0.00257242662350318,-0.00202998775530521,-0.00303835271358564,-0.00179597621815891,-0.0135122097426376,-0.0138096709425726,-0.0172298674895279,-0.00043284703111642,-0.000450459988863234,-0.000319430460710763,0.000451651475954306,0.00056477456458867,0.000204715052715554,8.0998320842841e-05,-0.000665831605339503,0.000458520289161439,0.00038326578753455,0.000284262655406349,0.000233541226939022
"b_dist",-0.00349672967237817,0.00145714595424678,-0.00783475446912434,-0.000991542936306692,0.0132152096416396,-4.64644010564749e-05,4.44235918489798e-05,-0.000541938642253793,0.00230832403121315,-0.00321318888487451,0.00131110117659906,0.0045875639673127,0.000131321419575912,-0.000922238043113223,0.000119531399422701,0.000421966866617127,0.000391305767149727,-0.00202486581610966,0.00213883729010988,0.00419267745050078,0.00258855504335898,0.00161374942339221,0.000398412214592345,-0.00635024936120672,0.00707264188625942,-0.00300018337985903,0.000129364727105143,0.000189016376495382,-0.000228593006914134,-0.000559377651548674,-4.06256788355376e-06,0.00026411436576063,0.000418230052967187,0.000389548372083598,-0.000764663059840792,0.0100917086322477,-0.000674960173972875,2.00558464449116e-06,-0.00143809781635431,-0.00357866186099231,0.0433995967620941,0.00140484402306799,0.00174350031770784,0.000160192175953209,-0.000119895441034138,-0.00596589987231891,0.00567089868743724,0.00476344264534989,0.0165345193923775,-0.000791723918908829,0.000841992904596392,0.000321955158325282,-0.00284227220377233,-0.00116237663110116,0.00104495103961747,-0.000644399314745739,0.0129077011884199,0.000572999463412264,-0.000129291806009155,-0.00052560585113847,-0.000922300363119349,0.00147866805511965,-0.000437312543418318,-0.00216933984320733,-0.000742455566421485,0.00121384588692107,0.0413851061419115,0.0448260232122644,0.0648382228085884,-0.000320708359556618,0.00069291655209048,0.00102973799667263,0.00140833306164645,0.000970736391642816,-0.000521719436994308,-0.000724385466221288,-0.00134332782197268,-0.000495252938247641,-0.0018896312566676,-0.00222336571288017,-0.00114237889679567
"b_semaf",-1.85827575605105e-05,1.2724578824799e-05,6.25402308675409e-05,2.4265746995114e-06,-4.64644010564749e-05,2.46545089763063e-06,-2.46999812970031e-06,-3.91366252540649e-06,-4.12347716271096e-05,-0.000182180324286923,2.1511028394813e-05,0.000145021611811235,-1.24681015278619e-05,-8.77966895430516e-05,-5.38796134453259e-06,-2.06259177038484e-06,-6.67930681514358e-05,-5.58270460488503e-05,-0.000111918948782501,-0.000141844368699131,-3.58487933306141e-05,8.35449996100278e-06,-1.95683357581344e-05,5.84942512898661e-05,-0.000104884642915135,-1.94401484765574e-06,3.56807975211895e-06,6.16958492073558e-07,-1.65573347927573e-06,5.1743595569575e-06,-2.00722197581196e-07,-5.50896679253013e-09,4.07404087175344e-09,1.66527486791111e-06,2.1027124355815e-06,0.000103584726674858,-5.97577431501412e-06,-6.86043214311438e-05,1.06863851557868e-05,-3.04980195895417e-05,-7.60359427588548e-05,-5.84175310565855e-06,6.83584009882925e-06,2.16016007756807e-05,-9.58934800119402e-06,6.61159117591408e-05,8.15392422246294e-05,0.000124500252290958,0.000240972066697598,2.57806198900848e-05,1.92845587163392e-05,2.47022040052932e-05,8.75996614007017e-06,8.28334785885108e-05,-5.25932603328421e-06,-2.32428970835436e-06,-0.000148795894035785,-1.60207546049928e-05,1.25360478159635e-05,1.37780788406704e-05,1.48026052830152e-05,1.37110480282092e-05,-3.25038780116088e-05,-3.28535628193442e-05,-7.33070702990814e-05,1.70216172845551e-05,-5.21784007621195e-05,-0.000115590681297202,-0.0001688685743804,-1.07688257992694e-05,-3.28365433961769e-06,-5.22229059127942e-06,-1.29491626258959e-06,-7.43516843582267e-06,1.77261915041088e-05,2.96238794449233e-05,3.73820968215417e-05,1.55273270581409e-06,2.33382230679384e-05,2.13981633541814e-05,1.79552772067853e-06
"b_CamFD",2.39427025608467e-05,-7.50427498645963e-06,-8.12511496519248e-05,-4.37207607185376e-06,4.44235918489798e-05,-2.46999812970031e-06,4.14542789649256e-06,7.15293660115017e-07,4.97509294919341e-05,0.000174536322855274,-2.43413038295281e-05,-0.000137058421792177,5.58886604962704e-06,0.000117645789528451,7.72601279707344e-06,4.82232546813986e-06,3.43127252659602e-05,6.57897173655603e-05,0.000133660541522383,0.000182849848464894,2.33980089725419e-05,-6.25225486947056e-05,-3.1385618160368e-05,-3.61658477765042e-05,5.27464284192352e-05,5.06900336929265e-05,-7.19586162732115e-06,-1.58769856270889e-05,4.58337834216238e-06,-9.88086294049495e-06,4.04659223830712e-08,5.14159203196072e-06,2.61893541411946e-06,2.91382849303105e-07,6.22799121019393e-07,-6.76461779547002e-05,-4.74837598046287e-05,-6.66206215081768e-05,-2.11139669741263e-05,9.3369976910244e-05,0.000296849556297132,-5.62482774358069e-06,6.22920641361366e-08,4.06964307498765e-05,4.69308097525263e-06,-0.000168407589365695,-0.000122639736894374,-0.000172351567292903,-0.000159560424180322,-3.23643121529244e-05,-3.42190623654697e-05,-4.74109117825659e-05,-5.30489542041643e-05,-8.58555719048628e-05,-6.34832431119336e-05,-9.41661675859659e-05,-9.49964368770169e-05,-1.83992364502344e-05,-3.27349419663558e-05,-4.54083335895564e-05,-4.74241220373387e-05,2.67466790569482e-06,8.49636292182557e-05,8.27209016537637e-05,0.000191629648669038,0.000130294738969624,0.000382151584784396,0.00045845868193713,0.000692938780621603,2.08363989632079e-05,2.11683245250765e-05,1.82141692293686e-05,-5.05629577436361e-06,-3.65936943730735e-05,6.73160327311443e-06,9.63593577813522e-06,2.23072731576581e-05,9.08126326665185e-07,-2.01524838146938e-05,-2.00933027042831e-05,8.84314710060186e-06
"b_ZER",0.00141201776313364,0.000827295357464382,0.0062956559714026,-0.000189858395784544,-0.000541938642253793,-3.91366252540651e-06,7.15293660115027e-07,0.00374213852706565,0.000141250608005965,0.000810393246951783,-0.00043904076321007,-0.00208910768912858,0.000254994337861667,0.000223459038418226,5.2926023475027e-06,-0.000384877023588733,0.000861893080147893,0.00033114709755969,0.00303392689166542,-0.000491978886513519,0.00202978793054503,0.00102641463544449,-0.000448315521250818,-0.00100709992578901,0.00150311580248394,-0.000543084933232649,-2.15568977343118e-05,-7.12509791145699e-05,-5.29684674290648e-05,-0.000291959345699072,1.66509691686798e-05,-0.000141155944125156,5.59949607352485e-05,-0.000241986851640717,-0.000210186240299243,0.000502913546536802,-0.00115153320313078,0.000182810049370125,-0.000217289398640443,0.000270557027498119,0.0283590830368077,0.000398233675408899,0.000171799795853119,0.00275232067216163,0.000314750145963034,-0.00167583049057701,-0.00136710184737021,-0.00228210513810927,-8.49849717843713e-05,-4.12584457752687e-05,-0.00172659551324048,-0.00194277496255496,-0.00640556208304728,-0.00285985037461604,-0.00112696557643916,-0.00120778203521867,-0.00511055884289286,-0.000907932416231,-0.000512522918422589,-0.000666170863178689,-0.000657492682378458,-0.000529553662198547,0.000199222161563081,0.000218621631433843,0.000235790775368922,-0.0051691182958696,0.0257511655957686,0.0287357402442616,0.0363200389470174,0.000786474109783273,-0.000261728583552097,-0.000526971510711406,0.000142597606614171,-0.00229383244283196,0.000137754006424893,0.00028389411097762,0.00158176153210548,-0.00113058133838908,-0.000742946044361465,-0.000633698441675985,0.000107629032124595
"b_MtrP",6.05581199924289e-05,-0.00451756391144758,-0.00612278303066685,-0.000232569242060617,0.00230832403121315,-4.12347716271096e-05,4.97509294919341e-05,0.000141250608005965,0.0145417401017484,0.00292504527734267,-0.00114012665599615,0.00188271225390263,0.000218637787172206,0.00116177978564149,0.000183991413803886,0.000229868953664479,-0.000384273183719889,0.0036382345675269,-0.00179530487899683,0.00482511584712744,0.000664474446481752,-0.00161411039182182,8.00987805276824e-05,0.00166056089945776,-0.001829008695361,-0.000778126476370587,0.00011198045978518,-0.000837110572586248,0.000822749604651847,0.00072473695279161,3.16823253929078e-05,0.000287727032402467,-0.000163765988782513,-0.000926511669536429,-8.47207509597803e-07,0.0137232462461711,-0.00114781553947379,0.000844846755686834,-0.00100653610002006,0.00341066490566948,0.00157889770694699,-0.000635436795502194,0.000530593198178842,-0.00297547678399289,-9.35352871569312e-05,-0.00955630349662741,0.011957794701949,0.0136678916415729,0.0236203116982708,0.000715822335995609,0.00228329631618198,0.00312471820601049,-0.00175315749825092,5.8132543839546e-05,0.00430136249451183,0.0047203200546371,0.00942351426612691,0.000673250140942127,0.00177683026602955,0.00122813138127065,0.00278497351887881,-0.00178550606436709,0.00256643487767587,0.00140086632381923,0.00539085302184657,-0.00675346076773187,-0.00524968664997299,0.00798064031654309,0.0024823969244742,-0.00108435894825469,-2.37057966359529e-05,2.00148452415206e-05,-0.00183445840884962,-0.000610205350421823,-8.31258219335459e-05,-0.00152607256380487,-0.00472177588379414,0.00217094729291695,0.000881694391630456,-0.000272623138648373,-0.000458932539240853
"b_Acc",0.00742843358525083,-0.00478929514487351,0.00663835969332461,0.00113592243413134,-0.00321318888487451,-0.000182180324286923,0.000174536322855274,0.000810393246951784,0.00292504527734267,0.0703785801017456,-0.00443345718420274,-0.00469768810578527,0.00222004433483785,0.00359057334699872,0.000379670432270209,-0.00162231864112625,-0.00186053471189327,0.00801421837049377,0.0142232884068915,0.0160521220056277,0.0106786762255939,0.00329773896077714,-0.000339782248205244,0.00703851505610734,-0.000661584456937586,0.00221681231666574,-0.00105712406576301,-0.000631874002897298,0.000312415267258319,0.00015911199643913,8.56679233929008e-06,0.000410396826152587,-7.94459864594652e-05,0.00038220921903517,9.3461794237093e-05,0.018027978553571,0.00374145915318182,-0.0045594595072089,0.00122090646730167,0.00239039133278743,0.120618634454701,-0.0021906304389474,-0.00394351746108716,0.000901673497121614,0.000104416426369804,-0.0196094206148091,0.00163676685950638,0.00551462837279241,0.0226440086302746,-0.00201711927025089,-0.00240099053858324,-0.0015113743892437,0.00240501597897904,-0.00592610968565882,-0.010309302485809,-0.00898919844338126,-0.032730488741792,0.001946635021636,-0.00040457290385197,0.00246643940183504,-0.0012876242319016,0.00340719569098161,0.00395820957783594,0.00831343910361782,0.0125671872174842,0.00546265602599275,0.120825589136736,0.161306046444013,0.204517956731066,0.000930787290038091,0.000295620317714989,0.00212159823358654,-0.00234674830705807,-0.00168684244447003,-0.00237494627345287,-0.00217175417553732,-0.00180496966371436,0.00214411988954337,-0.00125817435376887,-0.000404815912080696,0.00166864716978084
