"...1"	"ViajeId"	"MUESTRA"	"VALIDAR"	"GENERO"	"TIEMPO_PROFESION"	"HORAS_TRABAJO"	"NIVEL_EDUCATIVO"	"EDAD"	"DISTAlt1"	"TIEMPOAlt1"	"CONG_A1"	"DISTAlt2"	"TIEMPOAlt2"	"CONG_A2"	"DISTAlt3"	"TIEMPOAlt3"	"CONG_A3"	"DISTEC"	"TIEMPOEC"	"Semaf_A1"	"Semaf_A2"	"Semaf_A3"	"Semaf_EC"	"CamFD_A1"	"CamFD_A2"	"CamFD_A3"	"CamFD_EC"	"ZER_A1"	"ZER_A2"	"ZER_A3"	"ZER_EC"	"MtrP_A1"	"MtrP_A2"	"MtrP_A3"	"MtrP_EC"	"Acc_EC"	"Acc_A1"	"Acc_A2"	"Acc_A3"	"Paneles_EC"	"Paneles_A1"	"Paneles_A2"	"Paneles_A3"	"INFOTRAFICO"	"CLIMA"	"CONGESTION"	"PAVIMENTO"	"INCIDENTE"	"MERIDIANO"	"HPICOHVALLE"	"COSTO"	"CHOICE"	"Experiencia"	"PasoPeaton"	"UsoPito"	"CinSeg"	"FRbr"	"UsoDirec"	"EnfCond"	"AFrSem"	"CulFr"	"OmLmVel"	"IgPare"	"UsoCel"	"ComVrb"	"Ans"	"ComAfec"	"PrPer"	"AmbTr"	"StrC"	"ConCl"	"DispMob"	"JOVEN30"	"ADULTO40"	"ADULTO60"	"ADULTOMAYOR"	"EDUBASICA"	"EDUSUP"	"EDUNR"	"HPICO"	"HVALLE"	"CSECO"	"CLLUVIA"	"CONG_AB_A1"	"CONG_CD_A1"	"CONG_EF_A1"	"CONG_AB_A2"	"CONG_CD_A2"	"CONG_EF_A2"	"CONG_AB_A3"	"CONG_CD_A3"	"CONG_EF_A3"	"CONG_AB_EC"	"CONG_CD_EC"	"CONG_EF_EC"	"SININFOTRF"	"CONINFOTRF"	"USOCINTURON"	"NOUSOCINTURON"	"USODISPMOB"	"NOUSODISPMOB"	"NO_MTRP_A1"	"NO_MTRP_A2"	"NO_MTRP_A3"	"NO_MTRP_EC"	"SI_MTRP_A1"	"SI_MTRP_A2"	"SI_MTRP_A3"	"SI_MTRP_EC"	"NO_ZER_A1"	"NO_ZER_A2"	"NO_ZER_A3"	"NO_ZER_EC"	"SI_ZER_A1"	"SI_ZER_A2"	"SI_ZER_A3"	"SI_ZER_EC"	"HTRB_1"	"HTRB_2"	"HTRB_3"	"SEMF_A1_1"	"SEMF_A1_2"	"SEMF_A1_3"	"SEMF_A2_1"	"SEMF_A2_2"	"SEMF_A2_3"	"SEMF_A3_1"	"SEMF_A3_2"	"SEMF_A3_3"	"SEMF_EC_1"	"SEMF_EC_2"	"SEMF_EC_3"	"NO_CAMFD_A1"	"SI_CAMFD_A1"	"NO_CAMFD_A2"	"SI_CAMFD_A2"	"NO_CAMFD_A3"	"SI_CAMFD_A3"	"NO_CAMFD_EC"	"SI_CAMFD_EC"	"ACC_A1_0"	"ACC_A1_1"	"ACC_A1_2"	"ACC_A2_0"	"ACC_A2_1"	"ACC_A2_2"	"ACC_A3_0"	"ACC_A3_1"	"ACC_A3_2"	"ACC_EC_0"	"ACC_EC_1"	"ACC_EC_2"	"NO_PANEL_A1"	"SI_PANEL_A1"	"NO_PANEL_A2"	"SI_PANEL_A2"	"NO_PANEL_A3"	"SI_PANEL_A3"	"NO_PANEL_EC"	"SI_PANEL_EC"	"EXP_1"	"EXP_2"	"EXP_3"	"EXP_4"	"EXP_5"	"SEM_A1_km"	"SEM_A2_km"	"SEM_A3_km"	"SEM_EC_km"	"Panel_A1_km"	"Panel_A2_km"	"Panel_A3_km"	"Panel_EC_km"	"ZER_A1_km"	"ZER_A2_km"	"ZER_A3_km"	"ZER_EC_km"	"T_Alt_1"	"T_Alt_2"	"T_Alt_3"	"T_Alt_4"	"D_Alt_1"	"D_Alt_2"	"D_Alt_3"	"D_Alt_4"	"Vel_fl_Alt1"	"Vel_fl_Alt2"	"Vel_fl_Alt3"	"Vel_fl_Alt4"	"T_fl_Alt1"	"T_fl_Alt2"	"T_fl_Alt3"	"T_fl_Alt4"	"CG_Alt_1"	"CG_Alt_2"	"CG_Alt_3"	"CG_Alt_4"	"T_rf_Alt1"	"T_rf_Alt2"	"T_rf_Alt3"	"T_rf_Alt4"	"UsoCel_Poco"	"UsoCel_Frec"
"11"	"45"	"{1CF86FD7-96E2-E811-8FB7-74867AD5B714}"	0	1	1	12	15	1	3	6.7	17	2	6.9	20	3	7.3	21	3	7.08514356867066	20.6709999998411	10	10	14	9	2	2	3	3	0	0	4	0	1	2	1	2	0	0	0	0	2	2	2	0	1	1	4	1	1	1	1	12500	4	4	1	1	2	1	4	1	1	4	1	1	2	4	1	1	3	1	1	1	4	0	0	1	0	1	0	0	1	0	1	0	0	1	0	0	0	1	0	0	1	0	1	0	1	0	1	0	1	0	0	0	0	0	1	1	1	1	1	1	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	1.49253731343284	1.44927536231884	1.91780821917808	1.2702636033794	0.298507462686567	0.289855072463768	0	0.282280800750979	0	0	0.547945205479452	0	0.428571428571429	0.857142857142857	1	0.9529999999773	0.142857142857142	0.428571428571429	1	0.693062240958086	0.56	0.56	0.56	0.56	11.9642857142857	12.3214285714286	13.0357142857143	12.6520420869119	1.42089552238806	1.6231884057971	1.61095890410959	1.63380740103801	0.298932384341637	0.334519572953737	0.405693950177936	0.367463268446737	0	1
"12"	"54"	"{24059CC8-75CD-E811-914C-74867AD5B714}"	0	1	1	35	14	1	3	4.3	15	3	5.7	17	3	5.5	18	3	4.38871899411864	31.9890499989192	17	20	11	17	3	4	2	3	0	0	0	0	2	2	2	2	0	0	0	0	0	0	0	0	1	1	2	1	1	1	1	9500	1	5	2	2	2	1	4	1	1	2	1	1	1	2	2	2	1	1	2	2	3	0	0	1	0	1	0	0	1	0	1	0	0	0	1	0	0	1	0	0	1	1	0	0	1	0	1	0	1	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	1	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	0	0	0	0	0	1	3.95348837209302	3.50877192982456	2	3.87356766810129	0	0	0	0	0	0	0	0	0.150082169996183	0.250136949993639	0.300164339992367	1	0.0666666666666664	1	0.866666666666667	0.12581266274576	0.56	0.56	0.56	0.56	7.67857142857143	10.1785714285714	9.82142857142857	7.83699820378328	1.95348837209302	1.67017543859649	1.83272727272727	4.08179881724058	0.417910447761194	0.766169154228856	0.716417910447761	0.439979849283244	1	0
"13"	"55"	"{248C222D-70DF-E811-8FB7-74867AD5B714}"	0	1	1	42	10	1	4	4.3	13	2	5.2	14	2	4.5	15	3	4.09073760330632	11.5539333343506	10	10	11	8	2	3	3	2	0	0	0	0	1	2	2	2	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	9000	4	5	5	2	2	2	5	2	2	2	2	2	4	5	4	1	2	2	2	1	1	0	0	0	1	1	0	0	1	0	1	0	0	1	0	0	1	0	0	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	0	0	0	1	2.32558139534884	1.92307692307692	2.44444444444444	1.95563753430042	0	0.192307692307692	0	0	0	0	0	0	0.689733273988951	0.844866636994475	1	0.465400089016574	0.255744656857977	1	0.42113473311176	0.0826950381268915	0.56	0.56	0.56	0.56	7.67857142857143	9.28571428571428	8.03571428571428	7.30488857733271	1.69302325581395	1.50769230769231	1.86666666666667	1.58167139882226	0.536722271787977	0.792404089969795	0.593540453606159	0.477272727272727	0	1
"14"	"65"	"{2C98D15C-8366-E811-95E4-74867AD5B714}"	0	1	1	25	10	0	4	6	17	3	4.5	20	3	4.9	22	3	5.42730943222081	12.7379999995232	9	16	17	9	1	3	2	0	1	2	3	0	1	2	2	1	0	0	0	0	0	0	0	0	1	1	5	1	1	1	1	9900	1	5	1	1	2	1	3	1	1	1	4	1	2	3	4	4	5	5	3	5	0	0	0	0	1	1	0	0	1	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	1	0	0	0	0	0	1	1	1	1	0	0	0	1	1	1	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	1	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	0	0	0	0	0	1	1.5	3.55555555555556	3.46938775510204	1.65828024224469	0	0	0	0	0.166666666666667	0.444444444444444	0.612244897959184	0	0.592236176822249	0.8368944707289	1	0.24465829390665	1	0.0624999999999998	0.3125	0.642068395138006	0.56	0.56	0.56	0.56	10.7142857142857	8.03571428571428	8.75	9.69162398610859	1.58666666666667	2.48888888888889	2.51428571428571	1.31433080955071	0.736111111111111	0.388888888888889	0.481481481481482	0.603543850051114	0	1
"15"	"66"	"{2CA75D4B-DBC5-E811-914C-74867AD5B714}"	0	1	1	3	12	1	3	5.1	15	2	7.3	16	2	6.7	18	2	4.73736064190911	17.7182666699092	13	11	11	13	4	4	4	4	1	1	1	1	2	2	2	2	0	0	0	0	0	0	0	0	1	1	1	1	1	2	1	9500	1	2	4	1	2	1	4	1	1	1	1	1	2	5	2	1	1	1	1	1	1	0	0	1	0	1	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	1	0	0	1	0	1	0	0	1	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	0	0	1	0	0	0	2.54901960784314	1.50684931506849	1.64179104477612	2.7441440461584	0	0	0	0	0.196078431372549	0.136986301369863	0.149253731343284	0.211088003550646	0.5	0.666666666666667	1	0.953044444984867	0.173752166880986	1	0.774659681876633	0.0375567196872278	0.56	0.56	0.56	0.56	9.10714285714286	13.0357142857143	11.9642857142857	8.4595725748377	1.64705882352941	1.22739726027397	1.5044776119403	2.09446358112829	0.363458960514393	0.754918035247489	0.648156469411191	0.298932384341637	0	1
"16"	"74"	"{33AA04C6-D6D2-E811-8FB7-74867AD5B714}"	0	1	1	30	13	2	3	3.9	10	1	4.4	12	1	4.2	12	1	4.07525029408923	13.4006000002225	6	4	8	4	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	1	1	2	9200	4	5	4	4	2	2	5	2	2	4	2	2	4	3	1	1	3	3	1	1	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	0	1	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	1	0	0	0	1	1	0	0	1	0	1	1	0	0	1	0	0	1	0	0	0	1	0	1	0	1	0	1	0	1	0	0	0	0	0	1	1.53846153846154	0.909090909090909	1.9047619047619	0.98153480432886	0	0	0	0	0	0	0	0	0.468706058790693	0.781176764651156	0.781176764651156	1	0.166666666666667	1	0.666666666666667	0.458750490148716	0.44	0.44	0.44	0.44	8.86363636363636	10	9.54545454545454	9.26193248656643	1.12820512820513	1.2	1.25714285714286	1.44684708290185	0.428571428571429	0.590909090909091	0.525974025974026	0.485470874704295	0	1
"17"	"75"	"{33DEF5A1-5DE8-E811-8FB7-74867AD5B714}"	0	1	1	25	15	1	3	6.4	29	3	6.3	30	3	6.7	30	3	6.00751792225942	39.7268333355586	11	8	6	16	1	1	2	2	0	0	0	3	2	2	2	2	0	0	0	0	1	1	1	0	2	2	6	1	1	2	2	14400	4	5	5	2	2	4	5	2	2	5	2	2	4	3	1	1	1	1	1	1	1	0	0	1	0	1	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	1	0	0	1	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	1	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	1	0	1	1	0	0	1	0	0	0	0	1	1.71875	1.26984126984127	0.895522388059702	2.66332954924959	0.15625	0.158730158730159	0	0.166458096828099	0	0	0	0.499374290484298	0.218550041853329	0.291400055804438	0.291400055804438	1	0.621442543085239	0.495256724113651	1	0.126185818971587	0.44	0.44	0.44	0.44	14.5454545454545	14.3181818181818	15.2272727272727	13.6534498233169	1.99375	2.0952380952381	1.97014925373134	2.90965535081944	0.318305218910889	0.299717858316093	0.374067300695275	0.245353159851301	0	1
"18"	"85"	"{3819A850-CBC5-E811-914C-74867AD5B714}"	0	1	1	3	12	1	1	8.3	28	3	9.3	32	3	8.8	34	3	7.45356234115071	39.3309500018756	17	16	15	15	2	1	3	1	2	2	2	2	1	1	1	1	1	1	1	1	0	1	0	1	1	1	6	1	2	2	2	15000	4	2	2	2	2	2	4	2	2	2	1	1	1	3	4	2	4	4	3	2	4	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	1	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	1	0	0	1	1	0	0	1	0	0	0	2.04819277108434	1.72043010752688	1.70454545454545	2.01246052738914	0.120481927710843	0	0.113636363636364	0	0.240963855421687	0.21505376344086	0.227272727272727	0.268328070318552	0.209337133937901	0.48845331252177	0.628011401813704	1	0.486240930731279	1	0.743120465365639	0.0513759069268719	0.44	0.44	0.44	0.44	18.8636363636364	21.1363636363636	20	16.9399144117062	1.48433734939759	1.51397849462366	1.7	2.32179154191572	0.271483415895901	0.396796699103921	0.334140057499911	0.165413533834586	1	0
"19"	"87"	"{3B02B1F0-0EE2-E811-8FB7-74867AD5B714}"	0	1	1	1	12	2	2	4.1	15	3	5.2	20	3	5.2	26	3	3.32041920432399	20.2890499989192	11	19	17	11	4	3	6	4	0	1	0	0	2	2	2	2	0	0	0	0	0	0	0	0	2	1	3	1	1	2	1	10200	1	1	4	1	2	1	4	1	1	1	1	1	1	5	2	2	2	2	2	1	3	0	1	0	0	0	1	0	1	0	1	0	0	0	1	0	0	1	0	0	1	0	1	0	0	1	1	0	1	0	0	0	0	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	1	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	0	1	0	0	0	0	2.68292682926829	3.65384615384615	3.26923076923077	3.312834712459	0	0	0	0	0	0.192307692307692	0	0	0.214285714285714	0.571428571428571	1	0.5920749999228	0.444326797672151	1	1	0.0505157456661681	0.56	0.56	0.56	0.56	7.32142857142857	9.28571428571428	9.28571428571428	5.92932000772141	2.04878048780488	2.15384615384615	2.8	3.42181733697927	0.698744544226139	1.01124454422614	1.01124454422614	0.477272727272727	1	0
"20"	"96"	"{47212798-FAEB-E811-8FB7-74867AD5B714}"	0	1	1	35	12	1	3	5.2	16	2	7.5	21	3	5.2	16	0	7.9856613284706	18.8832833329837	13	13	13	15	2	3	999	2	1	1	1	1	2	2	999	2	0	1	0	999	0	0	0	1	1	2	4	1	1	1	2	10400	1	5	4	2	2	1	4	2	1	2	1	1	2	2	1	1	1	1	1	1	1	0	0	1	0	1	0	0	0	1	0	1	0	1	0	0	0	1	0	1	0	0	1	0	1	0	1	0	0	1	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	1	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0	1	0	1	0	1	0	1	0	0	0	0	1	1	0	0	1	0	1	0	0	1	1	0	0	0	0	0	1	2.5	1.73333333333333	2.5	1.87836666031926	0	0	0.192307692307692	0	0.192307692307692	0.133333333333333	0.192307692307692	0.125224444021284	0.375	1	0.375	0.735410416622963	0.0346541013019707	0.831698431247301	0.0346541013019707	1	0.44	0.44	0.44	0.44	11.8181818181818	17.0454545454545	11.8181818181818	18.1492302919786	1.35384615384615	1.232	1.35384615384615	1.04044540893448	0.198029863047793	0.543081897146219	0.198029863047793	0.615942083786099	0	1
"21"	"99"	"{494F40B8-A8CC-E811-914C-74867AD5B714}"	0	1	1	10	10	1	3	4.8	12	1	9.5	16	1	6.9	17	2	4.70605301356862	9.64128333330154	7	6	5	3	3	3	2	0	4	0	4	4	0	2	0	0	0	0	0	0	0	0	3	0	1	1	1	1	1	1	1	9300	4	4	4	2	2	2	5	2	2	4	2	2	2	2	1	1	1	1	1	1	1	0	0	1	0	1	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0	0	1	1	0	1	1	0	1	0	0	0	1	0	0	1	0	1	1	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	0	1	0	1	0	1	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	0	0	1	0	1.45833333333333	0.631578947368421	0.72463768115942	0.637476881656522	0	0.315789473684211	0	0	0.833333333333333	0	0.579710144927536	0.849969175542029	0.517314725281157	0.903462945056231	1	0.289611164831306	0.0396299728969488	1	0.468731474368525	0.0204334048319797	0.56	0.56	0.56	0.56	8.57142857142857	16.9642857142857	12.3214285714286	8.40366609565825	1.4	0.943157894736842	1.37971014492754	1.14727111043628	0.226847440720125	0.827870458622939	0.495389640208617	0.214833759590793	0	1
"22"	"106"	"{4C90677E-E1E2-E811-8FB7-74867AD5B714}"	0	1	3	12	11	1	3	4.2	13	2	4.2	13	2	5.4	17	3	3.72626720054955	13.2605000019073	16	11	19	11	2	1	4	0	0	0	1	1	0	0	2	0	0	0	0	0	0	1	0	1	1	1	1	1	1	2	2	8800	4	4	1	4	1	1	1	1	1	1	1	1	3	5	2	1	2	5	3	1	5	0	0	1	0	1	0	0	0	1	1	0	0	1	0	0	1	0	0	0	1	1	0	0	1	0	0	1	1	0	1	1	0	1	0	0	1	0	1	1	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0	1	1	0	1	0	0	1	0	0	1	0	0	1	0	0	0	1	1	0	0	1	1	0	0	0	0	1	0	3.80952380952381	2.61904761904762	3.51851851851852	2.95201589364759	0.238095238095238	0	0.185185185185185	0	0	0	0.185185185185185	0.26836508124069	0.428571428571429	0.428571428571429	1	0.465785714558186	0.323460669852983	0.323460669852983	1	0.0563782775122514	0.44	0.44	0.44	0.44	9.54545454545454	9.54545454545454	12.2727272727273	8.46878909215807	1.36190476190476	1.36190476190476	1.38518518518519	1.56580827053377	0.439640392022169	0.439640392022169	0.733758039080993	0.323529411764706	0	1
"23"	"107"	"{4D0F0833-12E5-E811-8FB7-74867AD5B714}"	0	1	1	25	12	2	3	4	12	3	4.3	13	3	4.8	13	2	4.18896493236783	13.6909500002861	6	12	2	11	1	3	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	1	2	1	1	2	1	9800	4	5	5	2	1	2	5	2	2	2	2	2	4	2	4	3	2	2	3	2	1	0	0	1	0	0	1	0	1	0	1	0	0	0	1	0	0	1	0	1	0	1	0	0	0	1	0	1	0	1	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	1	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	1	0	0	1	0	0	0	0	1	1.5	2.7906976744186	0.416666666666667	2.62594702452718	0	0.232558139534884	0	0.238722456775198	0	0	0	0	0.639529306391462	0.852705741855283	0.852705741855283	1	0.111111111111111	0.444444444444444	1	0.321072147075367	0.56	0.56	0.56	0.56	7.14285714285714	7.67857142857143	8.57142857142857	7.48029452208541	1.68	1.69302325581395	1.51666666666667	1.83026884300663	0.538461538461538	0.634615384615385	0.794871794871795	0.599027221912766	0	1
"24"	"109"	"{4FBD7528-FBE8-E811-8FB7-74867AD5B714}"	0	1	1	8	14	1	2	5.5	17	3	6.1	21	3	7.2	26	3	4.62833208804925	15.8730666677157	8	14	9	11	2	0	2	2	0	0	0	0	2	2	1	1	0	0	0	0	1	1	1	1	1	1	2	1	1	2	1	9200	1	3	5	2	1	2	5	2	2	3	2	2	3	2	1	1	3	3	1	1	1	0	1	0	0	1	0	0	1	0	1	0	0	0	1	0	0	1	0	0	1	1	0	0	1	0	0	1	0	1	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	1	0	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	1	0	1	0	1	0	1	0	0	1	0	0	1.45454545454545	2.29508196721312	1.25	2.37666610578851	0.181818181818182	0.163934426229508	0.138888888888889	0.216060555071682	0	0	0	0	0.314386706157374	0.619103725642985	1	0.228537764614209	0.363693372070811	0.588272181928171	1	0.0374298016428934	0.56	0.56	0.56	0.56	9.82142857142857	10.8928571428571	12.8571428571429	8.26487872865937	1.73090909090909	1.92786885245902	2.02222222222222	1.92054441315323	0.462258679701223	0.570954331875136	0.770229694193976	0.304347826086957	0	1
"25"	"115"	"{514E2B7D-02D6-E811-8FB7-74867AD5B714}"	0	1	1	20	14	1	3	4.8	14	2	5.3	17	2	6.5	18	2	4.56210227379283	15.5092333316803	14	13	15	14	3	2	3	3	0	0	0	0	2	2	1	2	0	0	0	1	0	0	0	0	1	1	1	1	1	1	1	9300	1	5	4	1	2	1	2	1	1	1	1	1	2	5	3	1	3	3	1	1	1	0	0	1	0	1	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	1	0	0	1	0	1	0	0	1	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0	1	0	1	0	0	0	0	0	1	2.91666666666667	2.45283018867925	2.30769230769231	3.06876066335109	0	0	0	0	0	0	0	0	0.428571428571429	0.857142857142857	1	0.644176190240043	0.165807008792364	0.411157888559315	1	0.0490701759533902	0.56	0.56	0.56	0.56	8.57142857142857	9.46428571428571	11.6071428571429	8.14661120320148	1.63333333333333	1.79622641509434	1.55076923076923	1.90376500667976	0.397904092574102	0.501638532408127	0.750601188009786	0.348547717842324	0	1
"26"	"119"	"{536715D9-2DC7-E811-914C-74867AD5B714}"	0	1	1	5	12	1	2	4.7	12	2	5.3	13	2	6.4	17	3	4.23554152460858	17.95643333594	11	8	18	8	3	3	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	3	1	1	2	1	9300	4	2	5	3	2	2	5	2	2	2	2	2	2	4	1	1	3	3	2	1	3	0	1	0	0	1	0	0	1	0	1	0	0	1	0	0	1	0	0	0	1	0	1	0	1	0	1	0	1	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	1	1	0	1	0	1	0	0	1	0	0	0	2.34042553191489	1.50943396226415	2.8125	1.88877855488368	0.212765957446809	0	0	0	0	0	0	0	0.33495476240098	0.446606349867973	0.893212699735947	1	0.249268635978786	0.514232646809802	1	0.044160668471836	0.56	0.56	0.56	0.56	8.39285714285714	9.46428571428571	11.4285714285714	7.56346700822961	1.42978723404255	1.37358490566038	1.4875	2.37410083449853	0.454334422752419	0.581453066820216	0.814503914277843	0.355932203389831	0	1
"27"	"122"	"{54F72912-A0D4-E811-8FB7-74867AD5B714}"	0	1	2	1	12	2	3	11.6	24	2	8.2	27	3	9.8	26	3	7.70884999009309	30.1344000021617	21	21	16	21	7	4	6	4	1	0	0	0	2	1	1	1	0	2	1	1	1	1	0	1	1	2	2	1	1	2	1	15300	2	1	4	1	2	2	4	1	1	1	1	1	1	4	2	1	1	1	4	1	1	0	0	1	0	0	1	0	1	0	0	1	0	1	0	0	0	1	0	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	1	0	1	0	1	0	0	1	0	1	0	0	1	0	1	0	0	0	1	1	0	0	1	0	1	1	0	0	0	0	1.81034482758621	2.5609756097561	1.63265306122449	2.72414173670364	0.0862068965517241	0	0.102040816326531	0.129721035081126	0.0862068965517241	0	0	0	0.328428796559165	0.65685759311833	0.547381327598608	1	1	0.148115207005386	0.549002168414616	0.0250554350880768	0.56	0.56	0.56	0.56	20.7142857142857	14.6428571428571	17.5	13.7658035537377	1.15862068965517	1.84390243902439	1.48571428571429	2.18907671350429	0.561607863901906	0.218865928418035	0.380156250998681	0.169354838709677	1	0
"28"	"124"	"{5639E9B2-3ECB-E811-914C-74867AD5B714}"	0	1	1	3	12	0	2	7	20	2	6.2	20	3	7	20	0	6.14257868389767	28.3620500008265	11	14	11	14	2	2	999	2	0	0	0	0	1	1	999	1	1	0	0	999	2	0	2	1	2	2	2	2	1	2	1	11400	2	2	4	2	1	2	4	2	2	4	2	2	4	4	1	1	4	3	3	1	1	0	1	0	0	1	0	0	1	0	0	1	0	1	0	0	0	1	0	1	0	1	0	0	0	1	0	1	0	1	0	0	0	0	1	1	1	1	1	1	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	0	0	1	0	1	0	1	0	0	1	0	1	0	1	0	1	0	0	0	1.57142857142857	2.25806451612903	1.57142857142857	2.27917308356179	0	0.32258064516129	0.142857142857143	0.325596154794542	0	0	0	0	0.264036859526386	0.264036859526386	0.264036859526386	1	1	0.164422196847667	1	0.104447225394041	0.56	0.56	0.56	0.56	12.5	11.0714285714286	12.5	10.9688905069601	1.6	1.80645161290323	1.6	2.5856808382607	0.476958894004197	0.326582954154573	0.476958894004197	0.315789473684211	0	1
"29"	"125"	"{56FF6CE7-E9C8-E811-914C-74867AD5B714}"	0	1	1	20	8	4	3	2.3	7	1	2.3	7	0	2.3	7	0	2.26533439650018	8.337433330218	3	3	3	5	0	999	999	0	0	0	0	0	0	999	999	0	0	0	999	999	0	0	1	1	1	1	1	1	1	2	1	6000	4	5	2	2	2	3	5	3	5	3	2	2	2	1	5	5	3	3	4	3	1	0	0	1	0	0	0	1	1	0	1	0	1	0	0	0	1	0	0	1	0	1	0	0	1	0	1	0	0	1	1	0	0	1	0	1	1	0	1	0	0	1	0	1	1	0	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	0	1	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	0	1	1	0	0	0	0	0	1	1.30434782608696	1.30434782608696	1.30434782608696	2.20717965865204	0	0.434782608695652	0.434782608695652	0	0	0	0	0	0.691653282391598	0.691653282391598	0.691653282391598	1	1	1	1	0.742580119949738	0.56	0.56	0.56	0.56	4.10714285714286	4.10714285714286	4.10714285714286	4.04523999375032	1.70434782608696	1.70434782608696	1.70434782608696	2.06104788420437	2.76558968306423	2.76558968306423	2.76558968306423	2.70967741935484	0	1
