"...1"	"ViajeId"	"MUESTRA"	"VALIDAR"	"GENERO"	"TIEMPO_PROFESION"	"HORAS_TRABAJO"	"NIVEL_EDUCATIVO"	"EDAD"	"DISTAlt1"	"TIEMPOAlt1"	"CONG_A1"	"DISTAlt2"	"TIEMPOAlt2"	"CONG_A2"	"DISTAlt3"	"TIEMPOAlt3"	"CONG_A3"	"DISTEC"	"TIEMPOEC"	"Semaf_A1"	"Semaf_A2"	"Semaf_A3"	"Semaf_EC"	"CamFD_A1"	"CamFD_A2"	"CamFD_A3"	"CamFD_EC"	"ZER_A1"	"ZER_A2"	"ZER_A3"	"ZER_EC"	"MtrP_A1"	"MtrP_A2"	"MtrP_A3"	"MtrP_EC"	"Acc_EC"	"Acc_A1"	"Acc_A2"	"Acc_A3"	"Paneles_EC"	"Paneles_A1"	"Paneles_A2"	"Paneles_A3"	"INFOTRAFICO"	"CLIMA"	"CONGESTION"	"PAVIMENTO"	"INCIDENTE"	"MERIDIANO"	"HPICOHVALLE"	"COSTO"	"CHOICE"	"Experiencia"	"PasoPeaton"	"UsoPito"	"CinSeg"	"FRbr"	"UsoDirec"	"EnfCond"	"AFrSem"	"CulFr"	"OmLmVel"	"IgPare"	"UsoCel"	"ComVrb"	"Ans"	"ComAfec"	"PrPer"	"AmbTr"	"StrC"	"ConCl"	"DispMob"	"JOVEN30"	"ADULTO40"	"ADULTO60"	"ADULTOMAYOR"	"EDUBASICA"	"EDUSUP"	"EDUNR"	"HPICO"	"HVALLE"	"CSECO"	"CLLUVIA"	"CONG_AB_A1"	"CONG_CD_A1"	"CONG_EF_A1"	"CONG_AB_A2"	"CONG_CD_A2"	"CONG_EF_A2"	"CONG_AB_A3"	"CONG_CD_A3"	"CONG_EF_A3"	"CONG_AB_EC"	"CONG_CD_EC"	"CONG_EF_EC"	"SININFOTRF"	"CONINFOTRF"	"USOCINTURON"	"NOUSOCINTURON"	"USODISPMOB"	"NOUSODISPMOB"	"NO_MTRP_A1"	"NO_MTRP_A2"	"NO_MTRP_A3"	"NO_MTRP_EC"	"SI_MTRP_A1"	"SI_MTRP_A2"	"SI_MTRP_A3"	"SI_MTRP_EC"	"NO_ZER_A1"	"NO_ZER_A2"	"NO_ZER_A3"	"NO_ZER_EC"	"SI_ZER_A1"	"SI_ZER_A2"	"SI_ZER_A3"	"SI_ZER_EC"	"HTRB_1"	"HTRB_2"	"HTRB_3"	"SEMF_A1_1"	"SEMF_A1_2"	"SEMF_A1_3"	"SEMF_A2_1"	"SEMF_A2_2"	"SEMF_A2_3"	"SEMF_A3_1"	"SEMF_A3_2"	"SEMF_A3_3"	"SEMF_EC_1"	"SEMF_EC_2"	"SEMF_EC_3"	"NO_CAMFD_A1"	"SI_CAMFD_A1"	"NO_CAMFD_A2"	"SI_CAMFD_A2"	"NO_CAMFD_A3"	"SI_CAMFD_A3"	"NO_CAMFD_EC"	"SI_CAMFD_EC"	"ACC_A1_0"	"ACC_A1_1"	"ACC_A1_2"	"ACC_A2_0"	"ACC_A2_1"	"ACC_A2_2"	"ACC_A3_0"	"ACC_A3_1"	"ACC_A3_2"	"ACC_EC_0"	"ACC_EC_1"	"ACC_EC_2"	"NO_PANEL_A1"	"SI_PANEL_A1"	"NO_PANEL_A2"	"SI_PANEL_A2"	"NO_PANEL_A3"	"SI_PANEL_A3"	"NO_PANEL_EC"	"SI_PANEL_EC"	"EXP_1"	"EXP_2"	"EXP_3"	"EXP_4"	"EXP_5"	"SEM_A1_km"	"SEM_A2_km"	"SEM_A3_km"	"SEM_EC_km"	"Panel_A1_km"	"Panel_A2_km"	"Panel_A3_km"	"Panel_EC_km"	"ZER_A1_km"	"ZER_A2_km"	"ZER_A3_km"	"ZER_EC_km"	"T_Alt_1"	"T_Alt_2"	"T_Alt_3"	"T_Alt_4"	"D_Alt_1"	"D_Alt_2"	"D_Alt_3"	"D_Alt_4"	"Vel_fl_Alt1"	"Vel_fl_Alt2"	"Vel_fl_Alt3"	"Vel_fl_Alt4"	"T_fl_Alt1"	"T_fl_Alt2"	"T_fl_Alt3"	"T_fl_Alt4"	"CG_Alt_1"	"CG_Alt_2"	"CG_Alt_3"	"CG_Alt_4"	"UsoCel_Poco"	"UsoCel_Frec"
"30"	"115"	"{514E2B7D-02D6-E811-8FB7-74867AD5B714}"	0	1	1	20	14	1	3	4.8	14	2	5.3	17	2	6.5	18	2	4.56210227379283	15.5092333316803	14	13	15	14	3	2	3	3	0	0	0	0	2	2	1	2	0	0	0	1	0	0	0	0	1	1	1	1	1	1	1	9300	1	5	4	1	2	1	2	1	1	1	1	1	2	5	3	1	3	3	1	1	1	0	0	1	0	1	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	1	0	0	1	0	1	0	0	1	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0	1	0	1	0	0	0	0	0	1	2.91666666666667	2.45283018867925	2.30769230769231	3.06876066335109	0	0	0	0	0	0	0	0	0.428571428571429	0.857142857142857	1	0.644176190240043	0.165807008792364	0.411157888559315	1.44163158358051	0.0490701759533902	0.466666666666667	0.466666666666667	0.466666666666667	0.466666666666667	10.2857142857143	11.3571428571429	13.9285714285714	9.77593344384178	1.36111111111111	1.49685534591195	1.29230769230769	1.5864708388998	0	1
"31"	"119"	"{536715D9-2DC7-E811-914C-74867AD5B714}"	0	1	1	5	12	1	2	4.7	12	2	5.3	13	2	6.4	17	3	4.23554152460858	17.95643333594	11	8	18	8	3	3	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	3	1	1	2	1	9300	4	2	5	3	2	2	5	2	2	2	2	2	2	4	1	1	3	3	2	1	3	0	1	0	0	1	0	0	1	0	1	0	0	1	0	0	1	0	0	0	1	0	1	0	1	0	1	0	1	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	1	1	0	1	0	1	0	0	1	0	0	0	2.34042553191489	1.50943396226415	2.8125	1.88877855488368	0.212765957446809	0	0	0	0	0	0	0	0.33495476240098	0.446606349867973	0.893212699735947	1	0.249268635978786	0.514232646809802	1.39744601624653	0.044160668471836	0.466666666666667	0.466666666666667	0.466666666666667	0.466666666666667	10.0714285714286	11.3571428571429	13.7142857142857	9.07616040987553	1.19148936170213	1.14465408805031	1.23958333333333	1.97841736208211	0	1
"32"	"122"	"{54F72912-A0D4-E811-8FB7-74867AD5B714}"	0	1	2	1	12	2	3	11.6	24	2	8.2	27	3	9.8	26	3	7.70884999009309	30.1344000021617	21	21	16	21	7	4	6	4	1	0	0	0	2	1	1	1	0	2	1	1	1	1	0	1	1	2	2	1	1	2	1	15300	2	1	4	1	2	2	4	1	1	1	1	1	1	4	2	1	1	1	4	1	1	0	0	1	0	0	1	0	1	0	0	1	0	1	0	0	0	1	0	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	1	0	1	0	1	0	0	1	0	1	0	0	1	0	1	0	0	0	1	1	0	0	1	0	1	1	0	0	0	0	1.81034482758621	2.5609756097561	1.63265306122449	2.72414173670364	0.0862068965517241	0	0.102040816326531	0.129721035081126	0.0862068965517241	0	0	0	0.328428796559165	0.65685759311833	0.547381327598608	1	1	0.148115207005386	0.774501084207308	0.0250554350880768	0.466666666666667	0.466666666666667	0.466666666666667	0.466666666666667	24.8571428571429	17.5714285714286	21	16.5189642644852	0.96551724137931	1.53658536585366	1.23809523809524	1.82423059458691	1	0
"33"	"124"	"{5639E9B2-3ECB-E811-914C-74867AD5B714}"	0	1	1	3	12	0	2	7	20	2	6.2	20	3	7	20	0	6.14257868389767	28.3620500008265	11	14	11	14	2	2	999	2	0	0	0	0	1	1	999	1	1	0	0	999	2	0	2	1	2	2	2	2	1	2	1	11400	2	2	4	2	1	2	4	2	2	4	2	2	4	4	1	1	4	3	3	1	1	0	1	0	0	1	0	0	1	0	0	1	0	1	0	0	0	1	0	1	0	1	0	0	0	1	0	1	0	1	0	0	0	0	1	1	1	1	1	1	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	0	0	1	0	1	0	1	0	0	1	0	1	0	1	0	1	0	0	0	1.57142857142857	2.25806451612903	1.57142857142857	2.27917308356179	0	0.32258064516129	0.142857142857143	0.325596154794542	0	0	0	0	0.264036859526386	0.264036859526386	0.264036859526386	1	1	0.164422196847667	1.94002502854638	0.104447225394041	0.466666666666667	0.466666666666667	0.466666666666667	0.466666666666667	15	13.2857142857143	15	13.1626686083522	1.33333333333333	1.50537634408602	1.33333333333333	2.15473403188392	0	1
"34"	"125"	"{56FF6CE7-E9C8-E811-914C-74867AD5B714}"	0	1	1	20	8	4	3	2.3	7	1	2.3	7	0	2.3	7	0	2.26533439650018	8.337433330218	3	3	3	5	0	999	999	0	0	0	0	0	0	999	999	0	0	0	999	999	0	0	1	1	1	1	1	1	1	2	1	6000	4	5	2	2	2	3	5	3	5	3	2	2	2	1	5	5	3	3	4	3	1	0	0	1	0	0	0	1	1	0	1	0	1	0	0	0	1	0	0	1	0	1	0	0	1	0	1	0	0	1	1	0	0	1	0	1	1	0	1	0	0	1	0	1	1	0	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	0	1	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	0	1	1	0	0	0	0	0	1	1.30434782608696	1.30434782608696	1.30434782608696	2.20717965865204	0	0.434782608695652	0.434782608695652	0	0	0	0	0	0.691653282391598	0.691653282391598	0.691653282391598	1	1	1	7.68322107954763	0.742580119949738	0.466666666666667	0.466666666666667	0.466666666666667	0.466666666666667	4.92857142857143	4.92857142857143	4.92857142857143	4.85428799250039	1.42028985507246	1.42028985507246	1.42028985507246	1.71753990350364	0	1
"35"	"127"	"{57646952-ACCC-E811-914C-74867AD5B714}"	0	1	1	4	13	2	2	2.4	8	2	2.6	10	2	3.4	10	2	2.79338084021125	9.60693333148956	4	5	4	4	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	7000	1	2	5	2	2	2	5	2	2	2	2	2	4	5	1	1	2	4	1	2	5	0	1	0	0	0	1	0	1	0	1	0	0	1	0	0	1	0	0	1	0	1	0	0	1	0	1	0	1	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	0	0	1	0	0	0	1.66666666666667	1.92307692307692	1.17647058823529	1.43195655329887	0	0	0	0	0	0	0	0	0.6	1	1	0.921386666297912	0.090909090909091	0.272727272727273	1.81818181818182	0.448528036555682	0.466666666666667	0.466666666666667	0.466666666666667	0.466666666666667	5.14285714285714	5.57142857142857	7.28571428571429	5.98581608616696	1.55555555555556	1.79487179487179	1.37254901960784	1.60494963313204	0	1
"36"	"129"	"{5DE3C6B9-A278-E811-B124-74867AD5B714}"	0	1	1	40	10	1	4	5.7	15	2	6.6	18	2	5.7	15	0	4.83113454065247	15.5004499991735	13	13	13	15	1	2	999	0	0	1	0	0	2	2	999	2	0	0	0	999	0	0	2	1	2	1	1	1	1	2	1	9300	4	5	1	2	2	4	2	4	4	4	2	2	1	5	4	2	3	2	2	2	0	0	0	0	1	1	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	1	0	0	0	1	1	0	1	0	0	0	0	0	1	1	1	1	1	0	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0	1	1	0	1	0	0	1	0	0	0	0	1	1	0	0	1	0	0	1	0	1	1	0	0	0	0	0	1	2.28070175438596	1.96969696969697	2.28070175438596	3.10486074725921	0	0.303030303030303	0.175438596491228	0	0	0.151515151515152	0	0	0.5	1	0.5	0.583408333195583	0.518424402624353	1	1	0.0535083997084051	0.466666666666667	0.466666666666667	0.466666666666667	0.466666666666667	12.2142857142857	14.1428571428571	12.2142857142857	10.352431158541	1.2280701754386	1.27272727272727	1.2280701754386	1.49727631720451	1	0
"37"	"130"	"{5E9CC871-20E5-E811-8FB7-74867AD5B714}"	0	1	1	8	12	1	2	7.5	28	3	5.6	30	3	5.5	32	3	5.19121817331661	25.8201666673024	22	20	16	18	2	2	2	3	0	2	1	0	2	1	1	1	0	0	0	0	1	0	1	1	1	1	6	2	2	2	1	11600	4	3	1	2	1	1	4	1	1	2	1	2	1	4	1	1	3	2	1	1	2	0	1	0	0	1	0	0	1	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1	1	0	0	1	1	0	0	0	0	0	1	1	1	1	1	0	0	1	0	1	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	0	1	0	0	2.93333333333333	3.57142857142857	2.90909090909091	3.46739424139826	0	0.178571428571429	0.181818181818182	0.192633013411014	0	0.357142857142857	0.181818181818182	0	0.564262241477477	0.782131120738738	1	0.326803318891893	1	0.211219555481254	0.543337637383884	0.0415147602378286	0.466666666666667	0.466666666666667	0.466666666666667	0.466666666666667	16.0714285714286	12	11.7857142857143	11.1240389428213	1.74222222222222	2.5	2.71515151515152	2.32111437221864	1	0
"38"	"133"	"{60D70C69-4FCB-E811-914C-74867AD5B714}"	0	1	1	9	16	1	3	5.6	18	3	4.7	19	3	4.9	20	3	4.60026668614235	18.2788333336512	21	20	17	10	3	2	2	3	2	6	0	0	2	2	2	1	0	0	0	0	0	0	1	0	2	2	2	1	1	2	2	10000	2	4	2	5	2	4	4	5	4	4	4	2	5	1	5	5	4	4	5	5	1	0	0	1	0	1	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	1	1	1	1	0	0	1	1	1	1	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	0	0	1	0	3.75	4.25531914893617	3.46938775510204	2.17378701763608	0	0.212765957446809	0	0	0.357142857142857	1.27659574468085	0	0	0.6	0.8	1	0.65576666673024	1	0.181619772121865	1.18186227286181	0.0909311364309036	0.366666666666667	0.366666666666667	0.366666666666667	0.366666666666667	15.2727272727273	12.8181818181818	13.3636363636364	12.5461818712973	1.17857142857143	1.4822695035461	1.49659863945578	1.45692398860157	0	1
"39"	"134"	"{6113CA0C-0CD2-E811-8FB7-74867AD5B714}"	0	1	1	10	8	3	4	5.3	13	2	5.4	14	2	5.3	13	0	4.98484594165401	17.2079499999682	9	14	9	12	2	2	999	2	0	0	0	0	1	2	999	1	0	1	0	999	0	0	0	1	1	1	3	1	1	1	2	10000	4	4	5	2	2	2	5	2	2	2	2	2	2	5	1	1	1	1	1	1	1	0	0	0	1	0	1	0	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	0	1	0	0	0	0	1	1	1	1	1	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0	1	0	1	0	1	0	1	0	0	0	0	1	1	0	0	1	0	1	0	0	1	1	0	0	0	0	1	0	1.69811320754717	2.59259259259259	1.69811320754717	2.40729606099287	0	0	0.188679245283019	0	0	0	0	0	0.416207104657113	0.554942806209484	0.416207104657113	1	0.805883311254363	1	2.55293350996509	0.194116688745636	0.366666666666667	0.366666666666667	0.366666666666667	0.366666666666667	14.4545454545455	14.7272727272727	14.4545454545455	13.5950343863291	0.89937106918239	0.950617283950617	0.89937106918239	1.26575259105429	0	1
"40"	"136"	"{6272E1C4-E3C8-E811-914C-74867AD5B714}"	0	1	1	9	14	1	2	3.9	13	3	4.3	15	3	4.4	17	3	4.11416604935264	17.2242166678111	10	12	8	9	0	2	1	0	0	0	0	0	2	2	0	2	0	0	0	0	0	0	0	0	1	1	1	1	1	2	1	8600	1	4	4	1	2	1	4	1	1	1	1	1	2	3	1	1	2	1	1	2	1	0	1	0	0	1	0	0	1	0	1	0	0	0	1	0	0	1	0	0	1	1	0	0	1	0	1	0	0	1	0	0	1	0	1	1	0	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	1	0	0	1	0	1	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	0	0	0	0	1	0	2.56410256410256	2.7906976744186	1.81818181818182	2.18756362578417	0	0	0	0	0	0	0	0	0.415269936928537	0.692116561547562	0.968963186166586	1	0.166666666666667	0.833333333333333	2.5	0.5236100822544	0.466666666666667	0.466666666666667	0.466666666666667	0.466666666666667	8.35714285714286	9.21428571428571	9.42857142857143	8.81607010575566	1.55555555555556	1.62790697674419	1.8030303030303	1.95372954856224	0	1
"41"	"137"	"{64557BBA-09D6-E811-8FB7-74867AD5B714}"	0	1	1	7	10	1	3	3.7	9	2	3.7	9	0	3.7	9	0	3.68057878393072	10.0606666684151	14	14	14	14	2	999	999	2	0	0	0	0	1	999	999	1	0	0	999	999	0	0	1	1	1	1	1	1	1	1	1	8900	1	3	4	2	2	4	5	4	4	2	2	2	4	4	3	1	2	1	2	1	1	0	0	1	0	1	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	1	0	0	1	0	1	0	0	1	0	0	0	0	1	1	1	1	1	0	0	1	0	1	1	0	0	1	0	0	1	0	0	0	1	0	0	1	0	1	0	0	1	0	1	0	1	0	1	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	0	1	1	0	0	0	1	0	0	3.78378378378378	3.78378378378378	3.78378378378378	3.80374957903999	0	0.27027027027027	0.27027027027027	0	0	0	0	0	0.738794943040946	0.738794943040946	0.738794943040946	1	1	1	8.53634931566833	0.837372146185371	0.466666666666667	0.466666666666667	0.466666666666667	0.466666666666667	7.92857142857143	7.92857142857143	7.92857142857143	7.8869545369944	1.13513513513514	1.13513513513514	1.13513513513514	1.27560855349485	0	1
"42"	"138"	"{650344A4-14D7-E811-8FB7-74867AD5B714}"	0	1	1	5	12	1	2	5.2	11	2	5.9	17	3	4.8	15	3	4.59708356378862	14.566833337148	5	8	9	8	2	2	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	2	2	1	1	2	2	9500	4	2	4	1	2	1	2	1	1	1	1	1	1	2	2	2	3	1	5	1	5	0	1	0	0	1	0	0	0	1	0	1	0	1	0	0	0	1	0	0	1	1	0	0	0	1	1	0	1	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	1	1	0	0	1	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	1	0	0	0	0.961538461538461	1.35593220338983	1.875	1.74023375668353	0	0.169491525423729	0	0	0	0	0	0	0.333333333333333	1	0.777777777777778	0.729648148572	0.501039419075899	1	0.857439834021685	0.0712800829891571	0.366666666666667	0.366666666666667	0.366666666666667	0.366666666666667	14.1818181818182	16.0909090909091	13.0909090909091	12.5375006285144	0.775641025641026	1.05649717514124	1.14583333333333	1.1618610254757	1	0
"43"	"139"	"{653E753C-29DE-E811-8FB7-74867AD5B714}"	0	1	1	1	12	0	1	3.5	9	2	3.6	10	1	4.4	11	2	3.52759194362303	8.06611666679382	3	7	6	3	2	0	3	2	1	1	2	2	1	1	2	1	0	0	0	0	1	1	0	1	1	1	4	1	1	2	2	8200	1	1	2	1	2	1	4	1	1	2	1	1	2	4	1	1	3	1	1	1	1	1	0	0	0	1	0	0	0	1	1	0	0	1	0	1	0	0	0	1	0	0	1	0	1	0	1	0	0	1	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	1	1	0	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	1	1	0	0	1	0	1	1	0	0	0	0	0.857142857142857	1.94444444444444	1.36363636363636	0.85043849967489	0.285714285714286	0	0.227272727272727	0.28347949989163	0.285714285714286	0.277777777777778	0.454545454545455	0.56695899978326	0.66295259146604	0.83147629573302	1	0.50557111280094	0.1	0.2	1.9	0.12759194362303	0.366666666666667	0.366666666666667	0.366666666666667	0.366666666666667	9.54545454545455	9.81818181818182	12	9.62070530079008	0.942857142857143	1.01851851851852	0.916666666666667	0.838412196882426	0	1
"44"	"145"	"{69766D01-9AD3-E811-8FB7-74867AD5B714}"	0	1	1	6	14	4	3	5.5	13	2	7.3	16	3	6.9	17	3	4.8920643213181	14.8771666646004	4	8	5	6	1	1	2	1	0	0	2	0	1	0	2	1	0	0	0	1	0	0	0	1	1	1	1	1	1	1	2	9800	1	3	5	2	2	2	5	2	2	4	2	2	2	3	1	1	1	1	1	1	1	0	0	1	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0	1	1	0	0	1	0	1	0	0	1	0	1	0	0	1	0	1	1	1	1	0	1	0	0	1	0	0	0	1	1	0	0	0	1	0	1	0	0	1	0	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0	0	1	1	0	0	0	1	0	0	0.727272727272727	1.0958904109589	0.72463768115942	1.22647610618157	0	0	0.144927536231884	0	0	0	0.289855072463768	0	0.428571428571429	0.857142857142857	1	0.696738094942914	0.282278243696414	1	1.19936715452877	0.0398734309057547	0.366666666666667	0.366666666666667	0.366666666666667	0.366666666666667	15	19.9090909090909	18.8181818181818	13.3419936035948	0.866666666666667	0.80365296803653	0.903381642512077	1.11506324366637	0	1
"45"	"148"	"{6FF3DFAA-2ADE-E811-8FB7-74867AD5B714}"	0	1	1	40	12	0	4	6.2	19	3	6.6	20	3	7.3	18	3	5.80897486184733	25.8637166659037	23	14	13	11	3	2	3	0	1	3	1	5	2	2	2	1	0	0	0	0	0	0	0	0	1	1	6	1	1	2	2	11500	4	5	3	3	2	2	5	3	2	3	2	2	3	3	1	1	1	1	1	1	1	0	0	0	1	1	0	0	0	1	1	0	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	1	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	1	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	0	0	0	0	0	1	3.70967741935484	2.12121212121212	1.78082191780822	1.89362155313267	0	0	0	0	0.161290322580645	0.454545454545455	0.136986301369863	0.860737069605761	0.368198115158341	0.460247643947926	0.276148586368756	1	0.308621860445773	0.560032093010946	1.56567302327164	0.0628525581412931	0.366666666666667	0.366666666666667	0.366666666666667	0.366666666666667	16.9090909090909	18	19.9090909090909	15.8426587141291	1.12365591397849	1.11111111111111	0.904109589041096	1.6325363774224	0	1
"46"	"150"	"{7075AD0F-47CB-E811-914C-74867AD5B714}"	0	1	1	9	15	1	2	7.4	28	3	7.2	30	3	9.2	30	3	8.24730037842145	53.3516166647275	23	24	26	27	4	2	4	2	3	3	1	6	2	2	2	1	1	2	0	1	0	0	1	1	2	2	5	1	1	2	2	17500	4	4	1	4	2	1	3	3	3	1	3	1	4	5	3	1	2	2	2	1	3	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	1	0	1	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	0	1	0	0	1	1	0	0	0	1	0	0	1	0	1	0	0	1	0	1	1	0	0	0	0	1	0	3.10810810810811	3.33333333333333	2.82608695652174	3.27379854753973	0	0.138888888888889	0.108695652173913	0	0.405405405405405	0.416666666666667	0.108695652173913	0.727510788342162	0.105814071750354	0.17635678625059	0.17635678625059	1	0.142857142857143	0.0476190476190475	1.42857142857143	0.546333513534024	0.366666666666667	0.366666666666667	0.366666666666667	0.366666666666667	20.1818181818182	19.6363636363636	25.0909090909091	22.4926373956949	1.38738738738739	1.52777777777778	1.19565217391304	2.37195913161073	0	1
"47"	"151"	"{707EA9A3-FEEB-E811-8FB7-74867AD5B714}"	0	1	1	1	12	4	3	5.9	20	3	7.1	19	3	5.9	20	3	6.86103242350522	20.5562333345413	19	12	18	14	3	2	2	4	3	2	1	3	2	2	0	2	0	0	0	0	0	0	0	1	1	2	2	1	2	1	2	10800	4	1	4	1	2	1	4	1	1	2	1	1	2	2	1	1	1	2	1	1	1	0	0	1	0	0	0	1	0	1	0	1	0	0	1	0	0	1	0	0	1	1	0	0	1	0	1	0	0	1	0	0	1	0	1	1	0	1	0	0	0	0	1	1	1	1	0	0	1	0	0	1	0	1	0	0	0	1	0	1	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	0	1	1	0	1	0	0	0	0	3.22033898305085	1.69014084507042	3.05084745762712	2.0405092318231	0	0	0.169491525423729	0	0.508474576271186	0.28169014084507	0.169491525423729	0.437251978247807	0.877918163162445	0.658438622371834	0.877918163162445	1	0.0769230769230767	1	0.76923076923077	0.816178787311708	0.366666666666667	0.366666666666667	0.366666666666667	0.366666666666667	16.0909090909091	19.3636363636364	16.0909090909091	18.7119066095597	1.24293785310734	0.981220657276995	1.24293785310734	1.09856433999298	0	1
"48"	"158"	"{7B9D1F2D-6CEE-E811-A484-74867AD5B714}"	0	1	1	20	12	4	4	5	14	2	6.4	17	1	6.1	17	2	5.10842429399663	14.3307333310445	12	14	16	9	1	1	2	0	6	6	6	3	2	2	2	1	0	0	0	0	0	0	0	0	2	1	4	1	1	1	1	9200	4	5	1	2	1	2	2	4	4	4	2	2	2	4	2	2	5	5	5	3	4	0	0	0	1	0	0	1	1	0	1	0	0	1	0	1	0	0	0	1	0	0	1	0	0	1	0	1	1	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	1	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	0	0	0	0	0	1	2.4	2.1875	2.62295081967213	1.76179570882096	0	0	0	0	1.2	0.9375	0.983606557377049	0.587265236273653	0.5	1	1	0.55512222184075	0.0666666666666664	1	1.4	0.138949529331086	0.466666666666667	0.466666666666667	0.466666666666667	0.466666666666667	10.7142857142857	13.7142857142857	13.0714285714286	10.9466234871356	1.30666666666667	1.23958333333333	1.30054644808743	1.30914645487587	0	1
