"...1"	"ViajeId"	"MUESTRA"	"VALIDAR"	"GENERO"	"TIEMPO_PROFESION"	"HORAS_TRABAJO"	"NIVEL_EDUCATIVO"	"EDAD"	"DISTAlt1"	"TIEMPOAlt1"	"CONG_A1"	"DISTAlt2"	"TIEMPOAlt2"	"CONG_A2"	"DISTAlt3"	"TIEMPOAlt3"	"CONG_A3"	"DISTEC"	"TIEMPOEC"	"Semaf_A1"	"Semaf_A2"	"Semaf_A3"	"Semaf_EC"	"CamFD_A1"	"CamFD_A2"	"CamFD_A3"	"CamFD_EC"	"ZER_A1"	"ZER_A2"	"ZER_A3"	"ZER_EC"	"MtrP_A1"	"MtrP_A2"	"MtrP_A3"	"MtrP_EC"	"Acc_EC"	"Acc_A1"	"Acc_A2"	"Acc_A3"	"Paneles_EC"	"Paneles_A1"	"Paneles_A2"	"Paneles_A3"	"INFOTRAFICO"	"CLIMA"	"CONGESTION"	"PAVIMENTO"	"INCIDENTE"	"MERIDIANO"	"HPICOHVALLE"	"COSTO"	"CHOICE"	"Experiencia"	"PasoPeaton"	"UsoPito"	"CinSeg"	"FRbr"	"UsoDirec"	"EnfCond"	"AFrSem"	"CulFr"	"OmLmVel"	"IgPare"	"UsoCel"	"ComVrb"	"Ans"	"ComAfec"	"PrPer"	"AmbTr"	"StrC"	"ConCl"	"DispMob"	"JOVEN30"	"ADULTO40"	"ADULTO60"	"ADULTOMAYOR"	"EDUBASICA"	"EDUSUP"	"EDUNR"	"HPICO"	"HVALLE"	"CSECO"	"CLLUVIA"	"CONG_AB_A1"	"CONG_CD_A1"	"CONG_EF_A1"	"CONG_AB_A2"	"CONG_CD_A2"	"CONG_EF_A2"	"CONG_AB_A3"	"CONG_CD_A3"	"CONG_EF_A3"	"CONG_AB_EC"	"CONG_CD_EC"	"CONG_EF_EC"	"SININFOTRF"	"CONINFOTRF"	"USOCINTURON"	"NOUSOCINTURON"	"USODISPMOB"	"NOUSODISPMOB"	"NO_MTRP_A1"	"NO_MTRP_A2"	"NO_MTRP_A3"	"NO_MTRP_EC"	"SI_MTRP_A1"	"SI_MTRP_A2"	"SI_MTRP_A3"	"SI_MTRP_EC"	"NO_ZER_A1"	"NO_ZER_A2"	"NO_ZER_A3"	"NO_ZER_EC"	"SI_ZER_A1"	"SI_ZER_A2"	"SI_ZER_A3"	"SI_ZER_EC"	"HTRB_1"	"HTRB_2"	"HTRB_3"	"SEMF_A1_1"	"SEMF_A1_2"	"SEMF_A1_3"	"SEMF_A2_1"	"SEMF_A2_2"	"SEMF_A2_3"	"SEMF_A3_1"	"SEMF_A3_2"	"SEMF_A3_3"	"SEMF_EC_1"	"SEMF_EC_2"	"SEMF_EC_3"	"NO_CAMFD_A1"	"SI_CAMFD_A1"	"NO_CAMFD_A2"	"SI_CAMFD_A2"	"NO_CAMFD_A3"	"SI_CAMFD_A3"	"NO_CAMFD_EC"	"SI_CAMFD_EC"	"ACC_A1_0"	"ACC_A1_1"	"ACC_A1_2"	"ACC_A2_0"	"ACC_A2_1"	"ACC_A2_2"	"ACC_A3_0"	"ACC_A3_1"	"ACC_A3_2"	"ACC_EC_0"	"ACC_EC_1"	"ACC_EC_2"	"NO_PANEL_A1"	"SI_PANEL_A1"	"NO_PANEL_A2"	"SI_PANEL_A2"	"NO_PANEL_A3"	"SI_PANEL_A3"	"NO_PANEL_EC"	"SI_PANEL_EC"	"EXP_1"	"EXP_2"	"EXP_3"	"EXP_4"	"EXP_5"	"SEM_A1_km"	"SEM_A2_km"	"SEM_A3_km"	"SEM_EC_km"	"Panel_A1_km"	"Panel_A2_km"	"Panel_A3_km"	"Panel_EC_km"	"ZER_A1_km"	"ZER_A2_km"	"ZER_A3_km"	"ZER_EC_km"	"T_Alt_1"	"T_Alt_2"	"T_Alt_3"	"T_Alt_4"	"D_Alt_1"	"D_Alt_2"	"D_Alt_3"	"D_Alt_4"	"Vel_fl_Alt1"	"Vel_fl_Alt2"	"Vel_fl_Alt3"	"Vel_fl_Alt4"	"T_fl_Alt1"	"T_fl_Alt2"	"T_fl_Alt3"	"T_fl_Alt4"	"CG_Alt_1"	"CG_Alt_2"	"CG_Alt_3"	"CG_Alt_4"	"UsoCel_Poco"	"UsoCel_Frec"
"123"	"175"	"{84E86C38-63D1-E811-8FB7-74867AD5B714}"	1	0	1	4	15	0	2	5.7	11	2	5.6	13	3	6.3	16	2	5.727772685286	24.1589000026385	2	4	5	9	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	2	1	1	6	1	1	2	1	11600	4	2	5	2	1	2	5	2	2	4	2	2	2	3	3	1	1	1	3	1	1	0	1	0	0	1	0	0	1	0	1	0	0	1	0	0	0	1	0	1	0	0	0	1	1	0	0	1	0	1	1	1	1	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	1	0	1	0	1	0	1	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	0	1	0	1	0	1	1	0	0	1	0	0	0	0.350877192982456	0.714285714285714	0.793650793650794	1.57129140671381	0.175438596491228	0.178571428571429	0.317460317460317	0	0	0	0	0	0.185656201815108	0.30942700302518	0.495083204840288	1	0.25	0.125	2.125	0.2847158566075	0.466666666666667	0.466666666666667	0.466666666666667	0.466666666666667	12.2142857142857	12	13.5	12.2737986113271	0.900584795321637	1.08333333333333	1.18518518518519	1.96833113917503	0	1
"124"	"176"	"{85409A0D-D4AB-E811-BDF0-74867AD5B714}"	1	0	1	18	14	1	3	4.3	15	2	5.2	16	2	6.4	18	3	2.60029197865595	13.3929000020027	11	12	4	8	2	3	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	4	2	1	2	1	7400	1	5	2	4	2	4	4	4	4	5	5	5	2	4	3	3	4	5	4	4	1	0	0	1	0	1	0	0	1	0	1	0	0	1	0	0	1	0	0	0	1	0	1	0	1	0	1	0	0	1	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	1	0	0	1	0	1	0	1	1	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0	0	1	1	0	0	0	0	0	1	2.55813953488372	2.30769230769231	0.625	3.07657757885138	0	0	0.15625	0	0	0	0	0	0.605631580919167	0.737087720612778	1	0.394368419080833	0.461498145885233	0.692284654791562	1.23078650890633	0.0256429454340365	0.466666666666667	0.466666666666667	0.466666666666667	0.466666666666667	9.21428571428571	11.1428571428571	13.7142857142857	5.57205423997704	1.62790697674419	1.43589743589744	1.3125	2.40358392528101	0	1
"125"	"177"	"{8549CD86-9DC9-E811-914C-74867AD5B714}"	1	0	1	32	14	1	3	8.4	25	3	9.4	32	3	8.1	33	3	7.46425890192473	31.9118333339691	12	13	16	11	3	4	6	4	0	1	2	1	0	0	1	0	0	0	0	0	1	2	2	2	1	1	6	1	1	2	1	13800	2	5	1	1	1	1	4	1	1	4	1	1	2	3	1	1	2	1	1	1	1	0	0	1	0	1	0	0	1	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1	1	0	0	1	0	1	1	1	0	1	0	0	1	0	1	0	0	0	0	1	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	1	0	1	0	1	0	1	0	0	0	0	1	1.42857142857143	1.38297872340426	1.97530864197531	1.47368950414669	0.238095238095238	0.212765957446809	0.246913580246914	0.133971773104245	0	0.106382978723404	0.246913580246914	0.133971773104245	0.272727272727273	0.909090909090909	1	0.901075757633555	0.508778399696568	1	0.803511359878627	0.049122160030343	0.466666666666667	0.466666666666667	0.466666666666667	0.466666666666667	18	20.1428571428571	17.3571428571429	15.9948405041244	1.38888888888889	1.5886524822695	1.90123456790123	1.99513295088753	0	1
"126"	"180"	"{8731EC5E-72DF-E811-8FB7-74867AD5B714}"	1	0	1	20	17	1	4	7	16	1	6.5	17	2	6.6	20	2	6.53960649587997	22.1755499998728	14	15	20	14	2	2	3	2	1	0	1	0	1	1	2	2	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	14000	2	5	5	3	1	2	5	3	2	2	2	2	3	5	4	2	3	3	4	1	1	0	0	0	1	1	0	0	1	0	1	0	1	0	0	0	1	0	0	1	0	1	0	0	1	0	0	1	0	1	0	0	0	0	1	1	1	1	0	1	0	1	1	0	1	0	0	0	1	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	1	1	0	1	0	1	0	0	0	0	0	1	2	2.30769230769231	3.03030303030303	2.14080159239247	0.142857142857143	0	0	0	0.142857142857143	0	0.151515151515152	0	0.32695587730889	0.435941169745187	0.762897047054077	1	1	0.166666666666666	1.83333333333333	0.232677493133283	0.466666666666667	0.466666666666667	0.466666666666667	0.466666666666667	15	13.9285714285714	14.1428571428571	14.0134424911714	1.06666666666667	1.22051282051282	1.41414141414141	1.58244842506355	0	1
"127"	"181"	"{8791E8C8-38CE-E811-914C-74867AD5B714}"	1	0	1	0.5	12	3	3	6.3	25	3	5.8	28	3	5.7	28	3	6.3981833403785	22.5513333320618	18	17	16	13	0	3	2	1	0	0	0	0	2	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	12300	1	1	5	2	2	2	5	2	2	2	2	2	2	3	1	1	1	3	1	1	1	0	0	1	0	0	1	0	1	0	1	0	0	0	1	0	0	1	0	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	1	0	1	0	0	0	0	2.85714285714286	2.93103448275862	2.80701754385965	2.03182674024951	0	0.172413793103448	0.175438596491228	0	0	0	0	0	0.644914384966247	1	1	0.355085615033753	0.876991493793968	0.250568998226847	1.25284499113424	1	0.466666666666667	0.466666666666667	0.466666666666667	0.466666666666667	13.5	12.4285714285714	12.2142857142857	13.7103928722396	1.85185185185185	2.25287356321839	2.29239766081871	1.64483494690535	0	1
"128"	"183"	"{8850F46E-EFC7-E811-914C-74867AD5B714}"	1	0	1	2	10	1	3	5.8	16	2	5.4	18	2	6	20	3	5.8934678265633	17.8085666656494	10	12	18	19	3	1	3	5	0	0	0	0	1	1	2	2	0	0	0	0	0	0	0	0	1	1	2	1	1	1	1	12200	4	1	2	5	2	4	4	5	2	4	2	2	4	5	3	1	2	2	3	1	6	0	0	1	0	1	0	0	1	0	1	0	0	1	0	0	1	0	0	0	1	1	0	0	1	0	1	0	1	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	1	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	0	1	0	0	0	0	1.72413793103448	2.22222222222222	3	3.22390832683643	0	0	0	0	0	0	0	0	0.428571428571429	0.714285714285714	1	0.686938095092772	0.714285714285714	0.142857142857142	2.28571428571429	0.847811180804714	0.466666666666667	0.466666666666667	0.466666666666667	0.466666666666667	12.4285714285714	11.5714285714286	12.8571428571429	12.6288596283499	1.28735632183908	1.55555555555556	1.55555555555556	1.41014843697144	0	1
"129"	"185"	"{8A829696-5DC2-E811-914C-74867AD5B714}"	1	0	1	15	11	1	3	9.4	20	0	9.7	21	0	8.2	22	0	9.45729067027372	23.7859500010808	8	5	16	8	2	3	3	2	0	0	3	0	1	2	2	1	0	0	0	0	1	2	2	2	2	1	4	2	1	1	1	15500	1	5	1	2	1	2	2	1	4	2	2	2	2	2	4	4	5	5	3	4	1	0	0	1	0	1	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	0	0	0	1	1	1	1	1	1	0	1	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	1	0	1	0	1	0	1	0	0	0	0	1	0.851063829787234	0.515463917525773	1.95121951219512	0.845908228785407	0.212765957446809	0.206185567010309	0.24390243902439	0.105738528598176	0	0	0.365853658536585	0	0.44208990628021	0.589453208373613	0.736816510467016	1	0.812500000000001	1	0.625	0.848306668921075	0.466666666666667	0.466666666666667	0.466666666666667	0.466666666666667	20.1428571428571	20.7857142857143	17.5714285714286	20.2656228648723	0.99290780141844	1.01030927835052	1.2520325203252	1.17370929873123	0	1
"130"	"186"	"{8AA81BED-04D6-E811-8FB7-74867AD5B714}"	1	0	1	15	13	1	3	5.8	15	2	5.4	18	2	6	19	3	5.24397028246497	17.1452666680018	16	13	20	13	3	2	4	2	0	0	0	0	1	1	2	1	0	1	0	0	0	0	0	0	2	1	1	2	1	1	1	10200	2	5	4	4	2	4	5	4	2	4	2	2	4	5	2	1	2	2	3	1	1	0	0	1	0	1	0	0	1	0	1	0	0	1	0	0	1	0	0	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0	1	0	1	0	1	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	0	0	0	0	0	1	2.75862068965517	2.40740740740741	3.33333333333333	2.47903769467764	0	0	0	0	0	0	0	0	0.428571428571429	0.857142857142857	1	0.735038095428828	0.766363251294701	0.299089753884103	2.05136536917385	0.116818374352649	0.466666666666667	0.466666666666667	0.466666666666667	0.466666666666667	12.4285714285714	11.5714285714286	12.8571428571429	11.2370791767106	1.20689655172414	1.55555555555556	1.47777777777778	1.52577608454839	0	1
"131"	"187"	"{8B51EAA6-A6CC-E811-914C-74867AD5B714}"	1	0	1	5	8	1	1	5.8	16	2	7.4	17	2	6.7	19	2	4.61750955657129	13.1595666646957	10	12	14	15	2	4	2	0	0	0	0	0	2	0	2	2	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	9800	4	2	4	1	2	1	4	1	1	1	1	1	2	5	1	1	3	3	1	1	1	1	0	0	0	1	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	1	0	0	1	0	1	0	0	1	0	1	0	0	1	0	1	1	1	1	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	1	0	1	0	0	1	0	0	1	0	0	0	1	0	1	0	1	0	0	1	1	0	0	1	0	0	0	1.72413793103448	1.62162162162162	2.08955223880597	3.24850437583895	0	0	0.149253731343284	0	0	0	0	0	0.660650119036644	0.773766746024429	1	0.339349880963356	0.444924438987278	1	1.06938444512659	0.034692222563295	0.466666666666667	0.466666666666667	0.466666666666667	0.466666666666667	12.4285714285714	15.8571428571429	14.3571428571429	9.89466333550991	1.28735632183908	1.07207207207207	1.32338308457711	1.32996608560382	0	1
"132"	"188"	"{8C6DDF29-1BB2-E811-BDF0-74867AD5B714}"	1	0	1	24	12	1	3	5.7	14	2	5.9	16	2	6.8	14	1	6.18920565045936	16.8668333331744	9	8	12	9	2	2	4	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	3	2	1	2	1	10500	1	5	2	2	2	3	5	3	3	3	5	2	2	4	4	2	4	4	3	1	0	0	0	1	0	1	0	0	1	0	1	0	0	1	0	0	1	0	1	0	0	0	1	0	1	0	1	0	1	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	1	1	0	1	0	0	1	0	0	0	0	1	1.57894736842105	1.35593220338983	1.76470588235294	1.45414460405465	0.175438596491228	0	0	0.161571622672738	0	0	0	0	0.511349109414153	0.852248515690256	0.511349109414153	1	0.0833333333333331	0.25	1.75	0.491004708716134	0.466666666666667	0.466666666666667	0.466666666666667	0.466666666666667	12.2142857142857	12.6428571428571	14.5714285714286	13.2625835366986	1.14619883040936	1.26553672316384	0.96078431372549	1.27176076112942	0	1
"133"	"189"	"{8CFD31BF-0ECC-E811-914C-74867AD5B714}"	1	0	1	30	15	1	3	4.8	22	3	5	22	3	5.1	23	3	4.76028282418445	31.7712166666985	14	14	16	15	2	3	2	2	0	0	0	1	1	1	1	2	1	1	0	0	0	0	0	0	1	2	2	2	1	2	2	10200	1	5	2	1	1	2	4	1	2	2	1	1	1	5	3	2	3	1	3	1	1	0	0	1	0	1	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	1	0	0	1	0	0	1	0	1	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	1	0	1	0	1	0	1	0	0	1	0	0	0	1	0	1	0	1	0	1	0	1	0	0	0	0	0	1	2.91666666666667	2.8	3.13725490196078	3.15107327736769	0	0	0	0	0	0	0	0.210071551824512	0.234903226395229	0.234903226395229	0.313204301860305	1	0.317743275678086	0.772581091892696	3.04677017296574	0.227418908107304	0.366666666666667	0.366666666666667	0.366666666666667	0.366666666666667	13.0909090909091	13.6363636363636	13.9090909090909	12.982589520503	1.68055555555556	1.61333333333333	1.65359477124183	2.44721722245959	1	0
"134"	"190"	"{8E1A1FA9-4AE7-E811-8FB7-74867AD5B714}"	1	0	1	22	13	1	3	6.3	15	2	6.3	15	0	6.3	15	0	5.80651329126991	26.4419000029564	13	13	13	18	3	999	999	4	0	0	0	0	2	999	999	1	0	0	999	999	0	0	1	1	1	1	6	1	1	1	1	12000	4	5	4	2	1	2	5	2	2	4	2	2	4	3	1	2	1	1	1	5	1	0	0	1	0	1	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	0	1	1	0	0	1	0	1	0	0	0	0	1	1	1	1	1	0	0	1	0	1	1	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	0	1	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	0	1	1	0	0	0	0	0	1	2.06349206349206	2.06349206349206	2.06349206349206	3.09996707095513	0	0.158730158730159	0.158730158730159	0	0	0	0	0	0.207728899894465	0.207728899894465	0.207728899894465	1	1	1	2.51646193042094	0.16849577004677	0.466666666666667	0.466666666666667	0.466666666666667	0.466666666666667	13.5	13.5	13.5	12.4425284812927	1.11111111111111	1.11111111111111	1.11111111111111	2.12512272266138	0	1
"135"	"191"	"{8EFF97DB-BAC0-E811-914C-74867AD5B714}"	1	0	1	12	14	2	3	5.9	14	0	4.8	16	0	7.1	18	0	4.80826888443178	15.9587166666985	12	12	7	12	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	1	1	2	9600	2	4	5	2	2	2	5	2	4	4	2	2	2	2	4	1	2	4	1	1	1	0	0	1	0	0	1	0	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	1	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	1	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	0	0	0	0	1	0	2.03389830508475	2.5	0.985915492957746	2.49570069570228	0	0	0	0	0	0	0	0	0.428571428571429	0.714285714285714	1	0.708388095242643	0.5	0.0416666666666665	1.375	0.0451120351799084	0.366666666666667	0.366666666666667	0.366666666666667	0.366666666666667	16.0909090909091	13.0909090909091	19.3636363636364	13.1134605939049	0.870056497175141	1.22222222222222	0.929577464788732	1.21697217545429	0	1
"136"	"193"	"{915169DF-52CB-E811-914C-74867AD5B714}"	1	0	1	6	12	1	2	6.7	14	3	5	19	3	6.7	14	0	5.00140286421423	22.4842666665713	5	17	5	12	1	1	999	1	0	2	0	2	0	2	999	2	0	0	0	999	0	1	1	1	1	2	2	1	2	2	2	10600	1	3	2	1	2	1	2	1	1	2	1	1	2	5	2	2	3	1	3	1	1	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	0	1	0	1	0	1	0	0	1	0	1	0	0	1	1	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	0	0	1	1	0	0	0	0	1	0	0	1	0	1	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	0	0	1	1	0	0	0	1	0	1	0	1	1	0	0	0	1	0	0	0.746268656716418	3.4	0.746268656716418	2.39932681405486	0.149253731343284	0.2	0.149253731343284	0	0	0.4	0	0.399887802342477	0.261226953979785	0.69660521061276	0.261226953979785	1	1	0.0555555555555554	1.5	0.0563349245634607	0.366666666666667	0.366666666666667	0.366666666666667	0.366666666666667	18.2727272727273	13.6363636363636	18.2727272727273	13.6401896296752	0.766169154228856	1.39333333333333	0.766169154228856	1.64838373050586	0	1
"137"	"194"	"{92BEDF72-A2D3-E811-8FB7-74867AD5B714}"	1	0	1	2	14	3	3	5.6	15	2	6.7	14	2	6.2	16	2	4.42455194303919	21.7278333346049	11	7	10	14	1	1	2	1	0	0	0	0	2	1	1	1	0	0	0	0	2	1	2	0	1	1	2	1	1	1	2	10500	4	1	4	1	2	1	4	1	1	1	1	1	2	5	2	1	2	2	1	1	1	0	0	1	0	0	1	0	0	1	1	0	0	1	0	0	1	0	0	1	0	1	0	0	1	0	1	0	0	1	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	1	0	1	1	0	0	1	1	0	0	0	0	1.96428571428571	1.04477611940298	1.61290322580645	3.16416219771702	0.178571428571429	0.298507462686567	0	0.452023171102432	0	0	0	0	0.372861870168802	0.279646402626602	0.466077337711003	1	0.536929466095184	1	1.1683892850563	0.042097321264074	0.366666666666667	0.366666666666667	0.366666666666667	0.366666666666667	15.2727272727273	18.2727272727273	16.9090909090909	12.0669598446523	0.982142857142857	0.766169154228856	0.946236559139785	1.80060542293376	0	1
"138"	"195"	"{93122F95-D9DE-E811-8FB7-74867AD5B714}"	1	0	1	18	13	3	3	6	17	3	5.1	19	3	5.4	21	3	3.83578199020174	19.3004999995232	13	12	13	13	3	1	2	2	0	0	2	0	1	1	2	2	0	0	0	0	1	0	0	1	1	2	2	1	1	2	1	10500	3	5	4	1	2	1	4	1	1	1	1	1	4	5	3	2	2	3	1	1	1	0	0	1	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	1	1	1	1	1	1	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	0	1	0	1	0	0	0	0	1	2.16666666666667	2.35294117647059	2.40740740740741	3.38913943316061	0	0	0.185185185185185	0.260703033320047	0	0	0.37037037037037	0	0.428571428571429	0.714285714285714	1	0.757214285646172	1	0.602511773996449	1.13249607533452	0.044165358444839	0.466666666666667	0.466666666666667	0.466666666666667	0.466666666666667	12.8571428571429	10.9285714285714	11.5714285714286	8.21953283614659	1.32222222222222	1.73856209150327	1.81481481481481	2.34812615075232	0	1
"139"	"197"	"{932D2E34-1ED7-E811-8FB7-74867AD5B714}"	1	0	1	8	16	1	2	3.8	12	2	4	15	3	5	16	3	3.36504727107181	11.9347166697184	4	7	15	5	1	1	3	1	0	0	0	0	2	2	2	2	0	0	0	0	0	0	0	0	1	1	1	1	1	2	2	6900	1	3	2	1	2	1	4	1	1	2	2	1	1	4	1	1	4	4	1	1	4	0	1	0	0	1	0	0	0	1	1	0	0	1	0	0	0	1	0	0	1	1	0	0	1	0	1	0	1	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	0	0	0	1	0	0	1.05263157894737	1.75	3	1.4858632278314	0	0	0	0	0	0	0	0	0.433851437654862	0.858462859413715	1	0.424611421758854	0.308338503988331	0.423615419990276	1.51874612200875	0.0576384580009725	0.366666666666667	0.366666666666667	0.366666666666667	0.366666666666667	10.3636363636364	10.9090909090909	13.6363636363636	9.17740164837766	1.15789473684211	1.375	1.17333333333333	1.30044615316887	1	0
"140"	"198"	"{95351185-E5C0-E811-914C-74867AD5B714}"	1	0	1	15	12	1	2	6.5	17	0	6.1	18	0	6.3	22	0	6.42238236534916	16.1440000017484	23	20	21	23	6	3	5	6	1	0	0	1	2	2	2	2	1	0	0	0	1	1	0	0	1	1	2	1	1	2	1	12300	1	5	2	2	1	4	4	2	4	4	2	2	2	2	2	2	2	2	2	1	6	0	1	0	0	1	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	1	0	0	1	0	0	1	1	0	0	0	0	0	1	1	1	1	0	1	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	0	1	0	0	1	1	0	1	0	0	1	0	0	0	0	1	3.53846153846154	3.27868852459016	3.33333333333333	3.58122557823596	0.153846153846154	0	0	0.155705459923303	0.153846153846154	0	0	0.155705459923303	0.43541102066541	0.548328816532328	1	0.338753387600754	1	0.199999999999999	2.4	0.844764730698319	0.466666666666667	0.466666666666667	0.466666666666667	0.466666666666667	13.9285714285714	13.0714285714286	13.5	13.7622479257482	1.22051282051282	1.37704918032787	1.62962962962963	1.17306417446122	0	1
"141"	"200"	"{968C85AE-09B2-E811-BDF0-74867AD5B714}"	1	0	1	15	8	1	2	4.5	17	3	6	20	3	5.7	19	3	4.50470298744854	18.6548333366712	10	11	12	9	0	0	1	0	0	0	0	0	2	2	2	1	0	1	1	1	0	0	0	0	1	2	4	2	1	2	1	8000	1	5	1	4	1	4	3	3	4	4	3	3	5	3	4	5	5	5	5	5	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	0	1	1	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	0	1	1	0	0	1	0	0	1	0	0	1	0	1	0	0	1	0	1	0	1	0	1	0	0	0	0	0	1	2.22222222222222	1.83333333333333	2.10526315789474	1.99791196557836	0	0	0	0	0	0	0	0	0.5	1	0.833333333333333	0.775805556111867	0.0624999999999998	1	1.375	0.0654393671553372	0.466666666666667	0.466666666666667	0.466666666666667	0.466666666666667	9.64285714285714	12.8571428571429	12.2142857142857	9.65293497310401	1.76296296296296	1.55555555555556	1.55555555555556	1.93255557906991	0	1
"142"	"201"	"{9714F89A-77E3-E811-8FB7-74867AD5B714}"	1	0	1	22	11	1	3	7.1	21	3	6.9	28	3	6.4	30	3	6.09304543237046	34.8774500012398	15	12	9	5	4	2	2	1	5	0	5	0	2	2	2	1	0	0	0	0	0	1	0	0	1	1	3	1	1	2	1	12500	4	5	4	2	1	4	2	4	4	4	4	4	4	5	2	1	3	1	3	1	3	0	0	1	0	1	0	0	1	0	1	0	0	0	1	0	0	1	0	0	1	0	1	0	1	0	0	1	1	0	0	0	0	0	1	1	1	1	0	1	0	1	1	0	1	0	0	0	1	0	1	0	0	1	0	0	1	0	1	0	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	1	1	0	1	0	1	0	0	0	0	0	1	2.11267605633803	1.73913043478261	1.40625	0.820607700286716	0.140845070422535	0	0	0	0.704225352112676	0	0.78125	0	0.177751970811919	0.592506569373063	0.711007883247676	1	1	0.819324111532161	1.18067588846784	0.0903379442339194	0.466666666666667	0.466666666666667	0.466666666666667	0.466666666666667	15.2142857142857	14.7857142857143	13.7142857142857	13.0565259265081	1.38028169014085	1.89371980676328	2.1875	2.67126571015568	0	1
