"...1"	"ViajeId"	"MUESTRA"	"VALIDAR"	"GENERO"	"TIEMPO_PROFESION"	"HORAS_TRABAJO"	"NIVEL_EDUCATIVO"	"EDAD"	"DISTAlt1"	"TIEMPOAlt1"	"CONG_A1"	"DISTAlt2"	"TIEMPOAlt2"	"CONG_A2"	"DISTAlt3"	"TIEMPOAlt3"	"CONG_A3"	"DISTEC"	"TIEMPOEC"	"Semaf_A1"	"Semaf_A2"	"Semaf_A3"	"Semaf_EC"	"CamFD_A1"	"CamFD_A2"	"CamFD_A3"	"CamFD_EC"	"ZER_A1"	"ZER_A2"	"ZER_A3"	"ZER_EC"	"MtrP_A1"	"MtrP_A2"	"MtrP_A3"	"MtrP_EC"	"Acc_EC"	"Acc_A1"	"Acc_A2"	"Acc_A3"	"Paneles_EC"	"Paneles_A1"	"Paneles_A2"	"Paneles_A3"	"INFOTRAFICO"	"CLIMA"	"CONGESTION"	"PAVIMENTO"	"INCIDENTE"	"MERIDIANO"	"HPICOHVALLE"	"COSTO"	"CHOICE"	"Experiencia"	"PasoPeaton"	"UsoPito"	"CinSeg"	"FRbr"	"UsoDirec"	"EnfCond"	"AFrSem"	"CulFr"	"OmLmVel"	"IgPare"	"UsoCel"	"ComVrb"	"Ans"	"ComAfec"	"PrPer"	"AmbTr"	"StrC"	"ConCl"	"DispMob"	"JOVEN30"	"ADULTO40"	"ADULTO60"	"ADULTOMAYOR"	"EDUBASICA"	"EDUSUP"	"EDUNR"	"HPICO"	"HVALLE"	"CSECO"	"CLLUVIA"	"CONG_AB_A1"	"CONG_CD_A1"	"CONG_EF_A1"	"CONG_AB_A2"	"CONG_CD_A2"	"CONG_EF_A2"	"CONG_AB_A3"	"CONG_CD_A3"	"CONG_EF_A3"	"CONG_AB_EC"	"CONG_CD_EC"	"CONG_EF_EC"	"SININFOTRF"	"CONINFOTRF"	"USOCINTURON"	"NOUSOCINTURON"	"USODISPMOB"	"NOUSODISPMOB"	"NO_MTRP_A1"	"NO_MTRP_A2"	"NO_MTRP_A3"	"NO_MTRP_EC"	"SI_MTRP_A1"	"SI_MTRP_A2"	"SI_MTRP_A3"	"SI_MTRP_EC"	"NO_ZER_A1"	"NO_ZER_A2"	"NO_ZER_A3"	"NO_ZER_EC"	"SI_ZER_A1"	"SI_ZER_A2"	"SI_ZER_A3"	"SI_ZER_EC"	"HTRB_1"	"HTRB_2"	"HTRB_3"	"SEMF_A1_1"	"SEMF_A1_2"	"SEMF_A1_3"	"SEMF_A2_1"	"SEMF_A2_2"	"SEMF_A2_3"	"SEMF_A3_1"	"SEMF_A3_2"	"SEMF_A3_3"	"SEMF_EC_1"	"SEMF_EC_2"	"SEMF_EC_3"	"NO_CAMFD_A1"	"SI_CAMFD_A1"	"NO_CAMFD_A2"	"SI_CAMFD_A2"	"NO_CAMFD_A3"	"SI_CAMFD_A3"	"NO_CAMFD_EC"	"SI_CAMFD_EC"	"ACC_A1_0"	"ACC_A1_1"	"ACC_A1_2"	"ACC_A2_0"	"ACC_A2_1"	"ACC_A2_2"	"ACC_A3_0"	"ACC_A3_1"	"ACC_A3_2"	"ACC_EC_0"	"ACC_EC_1"	"ACC_EC_2"	"NO_PANEL_A1"	"SI_PANEL_A1"	"NO_PANEL_A2"	"SI_PANEL_A2"	"NO_PANEL_A3"	"SI_PANEL_A3"	"NO_PANEL_EC"	"SI_PANEL_EC"	"EXP_1"	"EXP_2"	"EXP_3"	"EXP_4"	"EXP_5"	"SEM_A1_km"	"SEM_A2_km"	"SEM_A3_km"	"SEM_EC_km"	"Panel_A1_km"	"Panel_A2_km"	"Panel_A3_km"	"Panel_EC_km"	"ZER_A1_km"	"ZER_A2_km"	"ZER_A3_km"	"ZER_EC_km"	"T_Alt_1"	"T_Alt_2"	"T_Alt_3"	"T_Alt_4"	"D_Alt_1"	"D_Alt_2"	"D_Alt_3"	"D_Alt_4"	"Vel_fl_Alt1"	"Vel_fl_Alt2"	"Vel_fl_Alt3"	"Vel_fl_Alt4"	"T_fl_Alt1"	"T_fl_Alt2"	"T_fl_Alt3"	"T_fl_Alt4"	"CG_Alt_1"	"CG_Alt_2"	"CG_Alt_3"	"CG_Alt_4"	"UsoCel_Poco"	"UsoCel_Frec"
"53"	"73"	"{339D9F0A-6ABE-E811-914C-74867AD5B714}"	1	0	1	3	12	2	1	8.8	19	2	9	19	1	9	21	2	7.32946998553507	15.6474999984105	14	16	16	11	3	5	5	3	1	2	2	0	1	2	1	1	0	0	0	0	2	2	1	0	2	2	1	1	1	1	2	14300	1	2	1	4	2	2	4	2	2	1	1	1	1	3	1	1	1	2	1	1	5	1	0	0	0	0	1	0	0	1	0	1	0	1	0	1	0	0	0	1	0	1	0	0	0	1	1	0	1	0	0	0	0	0	1	1	1	1	0	0	0	1	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	1	0	1	1	0	0	1	0	1	0	0	0	1.59090909090909	1.77777777777778	1.77777777777778	1.50079064676011	0.227272727272727	0.111111111111111	0	0.272871026683657	0.113636363636364	0.222222222222222	0.222222222222222	0	0.760550733358947	0.760550733358947	1	0.35917389996158	0.88703947497866	1	1.50832236259603	0.05648026251067	0.366666666666667	0.366666666666667	0.366666666666667	0.366666666666667	24	24.5454545454545	24.5454545454545	19.9894635969138	0.791666666666667	0.774074074074074	0.855555555555556	0.782787388093111	1	0
"54"	"76"	"{348884D4-02E9-E811-8FB7-74867AD5B714}"	1	0	1	3	12	2	4	6.3	17	2	5.2	20	3	5.7	20	3	4.61121818511702	24.5118333339691	14	14	14	14	4	2	2	3	0	0	0	0	2	2	2	2	0	0	0	0	0	0	0	0	1	1	6	1	1	2	1	9400	2	2	4	2	2	2	5	2	2	4	2	4	4	4	1	1	2	2	1	1	1	0	0	0	1	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	1	0	0	1	1	0	1	0	0	1	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	0	0	1	0	0	0	2.22222222222222	2.69230769230769	2.45614035087719	3.03607407803557	0	0	0	0	0	0	0	0	0.285392652707446	0.570785305414892	0.570785305414892	1	1	0.385056360229176	1.16771190175568	0.0559039672518929	0.466666666666667	0.466666666666667	0.466666666666667	0.466666666666667	13.5	11.1428571428571	12.2142857142857	9.88118182525076	1.25925925925926	1.79487179487179	1.6374269005848	2.48065805967972	0	1
"55"	"77"	"{34B59188-DEC5-E811-914C-74867AD5B714}"	1	0	1	16	15	1	3	10.3	22	2	9.3	23	2	8.3	21	2	6.8309536102594	15.5195500016212	16	16	14	14	1	2	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	1	1	1	1	1	1	2	1	2	1	12500	3	5	4	1	2	1	2	1	1	1	1	1	4	3	2	2	2	2	2	3	1	0	0	1	0	1	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	1	0	0	1	0	1	0	0	1	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	1	0	1	0	1	1	0	0	0	0	0	1	1.55339805825243	1.72043010752688	1.68674698795181	2.04949422859107	0.0970873786407767	0.10752688172043	0.120481927710843	0	0	0	0	0	0.904584249707342	1	0.809168499414684	0.286247250877974	1	0.719813112299535	0.691794423529489	0.0280186887700464	0.466666666666667	0.466666666666667	0.466666666666667	0.466666666666667	22.0714285714286	19.9285714285714	17.7857142857143	14.6377577362701	0.996763754045307	1.15412186379928	1.18072289156626	1.06024093862177	0	1
"56"	"78"	"{35119D9F-62D4-E811-8FB7-74867AD5B714}"	1	0	1	35	13	1	4	6.4	15	1	6.5	14	1	6.8	16	1	6.0618003980079	13.738399998347	6	11	12	8	0	1	3	0	0	0	2	0	2	2	2	2	0	0	0	0	0	1	1	1	1	1	1	1	1	1	2	11500	1	5	3	2	2	3	3	2	2	2	3	2	2	5	3	1	2	1	3	1	1	0	0	0	1	1	0	0	0	1	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	1	1	1	1	1	1	0	1	0	0	1	0	0	0	1	1	0	0	0	1	0	0	1	0	0	1	0	1	0	0	1	0	1	1	0	1	0	0	1	0	0	1	0	0	1	0	0	0	1	0	1	0	1	1	0	0	0	0	0	1	0.9375	1.69230769230769	1.76470588235294	1.31973992456582	0.15625	0.153846153846154	0.147058823529412	0	0	0	0.294117647058824	0	0.80994374340774	0.619887486815479	1	0.570168769776781	0.522786697763464	0.642090023322598	2.07372993003221	0.119303325559134	0.366666666666667	0.366666666666667	0.366666666666667	0.366666666666667	17.4545454545455	17.7272727272727	18.5454545454545	16.5321829036579	0.859375	0.78974358974359	0.862745098039216	0.831009436467536	0	1
"57"	"79"	"{3606E7B6-BDC0-E811-914C-74867AD5B714}"	1	0	1	5	15	1	2	4.7	14	0	6.1	16	0	4.7	17	0	4.82116742516463	16.3461666663488	12	13	17	11	1	2	2	1	0	0	0	0	2	0	2	1	0	1	1	1	0	0	0	2	1	1	6	1	2	1	2	10600	1	2	1	1	2	1	4	2	2	4	1	1	1	1	1	1	3	3	3	1	1	0	1	0	0	1	0	0	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	1	1	0	1	0	0	1	0	1	0	0	1	0	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0	1	0	1	0	1	0	0	1	0	0	1	0	1	0	0	1	0	1	0	0	1	1	0	0	1	0	0	0	2.5531914893617	2.13114754098361	3.61702127659574	2.2816050615841	0	0	0.425531914893617	0	0	0	0	0	0.5	0.833333333333333	1	0.8910277777248	0.0666666666666665	1	0.666666666666667	0.147444950109753	0.366666666666667	0.366666666666667	0.366666666666667	0.366666666666667	12.8181818181818	16.6363636363636	12.8181818181818	13.1486384322672	1.09219858156028	0.961748633879781	1.32624113475177	1.24318322011462	1	0
"58"	"80"	"{36916848-3FDC-E811-8FB7-74867AD5B714}"	1	0	1	11	14	1	3	4.6	12	2	5.8	13	1	5	14	2	4.7486110757439	10.8340499997139	6	10	4	5	1	3	1	2	2	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	3	1	2	1	2	10300	2	4	5	3	2	2	5	2	2	3	2	2	3	5	1	1	1	1	1	2	1	0	0	1	0	1	0	0	0	1	1	0	0	1	0	1	0	0	0	1	0	0	1	0	1	0	1	0	0	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	0	0	0	1	0	1	0	0	1	0	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	0	1	0	0	1	1	0	1	0	1	0	0	0	0	1	0	1.30434782608696	1.72413793103448	0.8	1.05293946382348	0.217391304347826	0	0	0	0.434782608695652	0.344827586206897	0	0	0.675637979564025	0.837818989782013	1	0.486543030653962	0.0769230769230767	1	1.07692307692308	0.19123928903377	0.366666666666667	0.366666666666667	0.366666666666667	0.366666666666667	12.5454545454545	15.8181818181818	13.6363636363636	12.9507574793015	0.956521739130435	0.82183908045977	1.02666666666667	0.836557245167268	0	1
"59"	"81"	"{36D03F80-18C1-E811-914C-74867AD5B714}"	1	0	1	18	16	1	3	3.9	11	3	4.2	11	3	4.2	14	3	3.90248803604043	9.6653333346049	6	6	10	5	2	1	2	2	0	0	1	1	2	2	2	2	0	0	0	0	0	0	0	0	1	1	2	1	1	2	2	7800	2	5	5	2	2	2	5	2	2	2	2	2	2	2	3	2	2	2	2	1	3	0	0	1	0	1	0	0	0	1	1	0	0	0	1	0	0	1	0	0	1	1	0	0	1	0	1	0	1	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	1	1	0	0	1	1	0	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	0	0	0	0	0	1	1.53846153846154	1.42857142857143	2.38095238095238	1.28123390868179	0	0	0	0	0	0	0.238095238095238	0.256246781736358	0.590983457482263	0.590983457482263	1	0.409016542517737	0.25	1	3.25	0.256220090101076	0.366666666666667	0.366666666666667	0.366666666666667	0.366666666666667	10.6363636363636	11.4545454545455	11.4545454545455	10.6431491892012	1.03418803418803	0.96031746031746	1.22222222222222	0.90812720584727	0	1
"60"	"82"	"{375E5517-97C6-E811-914C-74867AD5B714}"	1	0	1	23	12	1	4	4.8	21	3	6	28	3	5.4	27	3	5.22862784078864	44.4528833309809	17	7	16	13	2	1	3	1	0	0	0	0	1	2	1	1	0	0	0	0	0	1	1	0	1	1	2	1	1	2	2	10800	1	5	1	1	1	1	2	1	1	4	1	1	1	1	1	3	4	3	3	2	1	0	0	0	1	1	0	0	0	1	1	0	0	0	1	0	0	1	0	0	1	1	0	0	1	0	0	1	0	1	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	1	0	1	1	0	1	0	0	0	0	0	1	3.54166666666667	1.16666666666667	2.96296296296296	2.4863119724427	0.208333333333333	0.166666666666667	0	0	0	0	0	0	0.113409187288347	0.378030624294489	0.34022756186504	1	0.0769230769230767	1	1.23076923076923	0.406636800606646	0.366666666666667	0.366666666666667	0.366666666666667	0.366666666666667	13.0909090909091	16.3636363636364	14.7272727272727	14.2598941112417	1.60416666666667	1.71111111111111	1.83333333333333	3.11733614458866	1	0
"61"	"83"	"{3775FE62-577A-E811-B124-74867AD5B714}"	1	0	1	2	14	2	3	6.4	18	2	7.7	25	2	7.4	25	3	5.86085867446615	21.5048833330472	15	13	18	13	2	2	3	2	0	4	0	0	2	1	2	2	0	0	0	0	0	0	0	1	1	1	5	2	1	2	2	11500	4	1	4	4	2	5	4	4	5	4	4	4	2	2	4	2	2	2	4	3	0	0	0	1	0	0	1	0	0	1	1	0	0	1	0	0	1	0	0	0	1	0	0	1	1	0	1	0	1	0	0	0	0	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	0	1	1	0	1	0	0	0	0	2.34375	1.68831168831169	2.43243243243243	2.21810501192202	0	0	0.135135135135135	0	0	0.519480519480519	0	0	0.3	1	1	0.65048833330472	0.329600177727063	1	1.30941530258751	0.051569217097918	0.366666666666667	0.366666666666667	0.366666666666667	0.366666666666667	17.4545454545455	21	20.1818181818182	15.9841600212713	1.03125	1.19047619047619	1.23873873873874	1.34538713979521	0	1
"62"	"84"	"{3790BFE2-7CE3-E811-8FB7-74867AD5B714}"	1	0	1	12	14	1	2	5	17	3	5.9	20	3	5.5	20	3	4.63779314741114	14.9566166679064	8	16	12	13	2	4	2	3	2	1	0	1	2	2	2	2	0	0	0	0	0	0	0	0	1	1	2	1	1	2	1	9900	1	4	5	2	2	2	3	2	2	2	2	2	2	5	1	1	2	2	1	1	3	0	1	0	0	1	0	0	1	0	1	0	0	0	1	0	0	1	0	0	1	1	0	0	1	0	1	0	1	0	0	0	0	0	1	1	1	1	0	0	1	0	1	1	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	0	0	0	0	1	0	1.6	2.71186440677966	2.18181818181818	2.80305731342432	0	0	0	0	0.4	0.169491525423729	0	0.215619793340332	0.627022625164486	1	1	0.372977374835514	0.339307390584947	1	1.36705144967503	0.0734102899350056	0.466666666666667	0.466666666666667	0.466666666666667	0.466666666666667	10.7142857142857	12.6428571428571	11.7857142857143	9.93812817302387	1.58666666666667	1.5819209039548	1.6969696969697	1.50497321100212	0	1
"63"	"86"	"{38A2EF84-09CC-E811-914C-74867AD5B714}"	1	0	1	20	14	1	3	6.2	22	3	6.2	24	3	6.6	24	3	6.39070453803249	33.382450000445	8	20	18	20	2	4	2	4	1	3	1	3	2	1	1	1	0	0	0	0	1	1	1	0	1	2	6	1	2	2	1	12000	2	5	3	2	2	2	5	2	2	3	2	2	2	2	1	1	1	1	1	1	1	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	1	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	1	0	1	0	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	1	0	1	1	0	0	1	0	0	0	0	1	1.29032258064516	3.2258064516129	2.72727272727273	3.12954540160253	0.161290322580645	0.161290322580645	0	0.156477270080126	0.161290322580645	0.483870967741935	0.151515151515152	0.469431810240379	0.208587549402722	0.347645915671203	0.347645915671203	1	0.2	0.2	2.8	0.58140907606498	0.466666666666667	0.466666666666667	0.466666666666667	0.466666666666667	13.2857142857143	13.2857142857143	14.1428571428571	13.6943668672125	1.65591397849462	1.80645161290323	1.6969696969697	2.43767750083944	0	1
"64"	"88"	"{3B262979-60D4-E811-8FB7-74867AD5B714}"	1	0	1	10	15	1	2	5.8	14	1	7.4	15	1	6.7	16	2	4.76124845287191	11.6500500003497	9	9	13	12	2	3	2	0	0	0	1	0	2	0	2	1	0	1	0	1	0	0	0	1	1	2	1	1	1	1	2	10000	4	4	4	1	2	1	2	1	1	1	1	1	4	5	1	1	2	4	1	1	5	0	1	0	0	1	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0	1	0	0	1	0	0	1	0	1	1	1	1	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	1	0	0	1	0	1	0	0	0	1	0	1	0	0	1	0	1	0	0	1	1	0	0	0	0	1	0	1.55172413793103	1.21621621621622	1.94029850746269	2.52034736661595	0	0	0.149253731343284	0	0	0	0.149253731343284	0	0.727889305356478	0.863944652678239	1	0.408166041965283	0.415792205876509	1	1.07302597426544	0.0365129871327181	0.366666666666667	0.366666666666667	0.366666666666667	0.366666666666667	15.8181818181818	20.1818181818182	18.2727272727273	12.985223053287	0.885057471264368	0.743243243243243	0.875621890547264	0.897177503423836	0	1
"65"	"89"	"{3CFD12ED-BAE6-E811-8FB7-74867AD5B714}"	1	0	1	1	15	2	3	3	8	4	3	8	1	4.6	10	1	3.55656446810794	10.32600000302	5	4	6	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	4	1	1	2	1	8000	1	1	2	1	2	1	4	1	1	2	1	1	2	3	1	1	1	1	1	1	1	0	0	1	0	0	1	0	1	0	1	0	0	0	1	1	0	0	1	0	0	0	1	0	1	0	1	0	0	1	1	1	1	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	0	1	0	0	0	0	1.66666666666667	1.33333333333333	1.30434782608696	1.40585108039949	0	0	0	0	0	0	0	0	0.563274502121463	0.563274502121463	0.938790836869105	1	0.0588235294117648	0.0588235294117648	1.52941176470588	0.386214393004671	0.466666666666667	0.466666666666667	0.466666666666667	0.466666666666667	6.42857142857143	6.42857142857143	9.85714285714286	7.62120957451701	1.24444444444444	1.24444444444444	1.01449275362319	1.35490303764208	0	1
"66"	"90"	"{3D69B31A-89CD-E811-914C-74867AD5B714}"	1	0	1	11	12	1	2	12.2	26	3	12.2	26	0	12.2	26	0	11.3335482967195	24.5650000015895	4	4	4	7	2	999	999	3	2	2	2	0	1	999	999	1	0	0	999	999	3	2	1	1	1	1	2	1	1	2	1	17000	1	4	5	2	2	2	3	2	2	2	2	2	4	4	3	2	1	1	1	1	3	0	1	0	0	1	0	0	1	0	1	0	0	0	1	0	1	0	0	1	0	1	0	0	1	0	1	0	1	0	0	0	0	0	1	1	1	1	0	0	0	1	1	1	1	0	0	0	1	1	0	0	0	0	1	0	0	1	1	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0	1	0	0	1	1	0	0	0	1	0	1	0	1	0	1	0	0	0	1	0	0.327868852459016	0.327868852459016	0.327868852459016	0.617635343913093	0.163934426229508	0.0819672131147541	0.0819672131147541	0.26470086167704	0.163934426229508	0.163934426229508	0.163934426229508	0	1	1	1	0.676437429780202	1	1	1.9312415684561	0.103471285384011	0.466666666666667	0.466666666666667	0.466666666666667	0.466666666666667	26.1428571428571	26.1428571428571	26.1428571428571	24.2861749215418	0.994535519125683	0.994535519125683	0.994535519125683	1.01148081494712	0	1
"67"	"91"	"{3E128564-1CD7-E811-8FB7-74867AD5B714}"	1	0	1	17	15	0	2	3.4	10	2	4.1	18	3	3.4	10	0	3.47000976239613	10.7747166673342	4	10	4	4	0	1	999	0	6	0	0	6	0	0	999	0	0	0	0	999	0	0	0	1	1	1	3	1	1	2	2	7800	1	5	3	2	2	2	5	2	2	3	2	2	2	3	1	1	3	3	1	1	1	0	1	0	0	1	0	0	0	1	1	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0	1	0	0	1	1	1	0	1	0	0	1	0	0	1	0	0	1	0	1	1	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	1	0	0	1	0	1	1	0	1	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	0	1	1	0	0	0	0	0	1	1.17647058823529	2.4390243902439	1.17647058823529	1.15273450909196	0	0	0.294117647058824	0	1.76470588235294	0	0	1.72910176363794	0.272727272727273	1	0.272727272727273	0.343156060666745	0.125	1	1.25	0.212512202995163	0.366666666666667	0.366666666666667	0.366666666666667	0.366666666666667	9.27272727272727	11.1818181818182	9.27272727272727	9.46366298835308	1.07843137254902	1.60975609756098	1.07843137254902	1.13853554174474	0	1
"68"	"92"	"{42F5F39B-A9CC-E811-914C-74867AD5B714}"	1	0	1	0.5	12	2	3	3.1	9	1	2.7	9	2	3	9	2	2.86788098003027	7.34643333355586	3	3	4	4	0	0	0	0	1	1	0	0	2	0	2	2	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	7000	3	1	3	3	2	1	3	3	1	1	1	1	3	5	1	1	2	1	3	1	1	0	0	1	0	0	1	0	1	0	1	0	1	0	0	0	1	0	0	1	0	1	0	0	1	0	1	0	0	1	0	1	0	0	1	0	1	1	0	0	1	1	1	1	0	0	0	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	0	1	0	1	1	0	0	0	0	0.967741935483871	1.11111111111111	1.33333333333333	1.39475802094053	0	0	0.333333333333333	0.348689505235132	0.32258064516129	0.37037037037037	0	0	1	1	1	0.644666814732096	1	0.2	2.6	0.535761960060539	0.466666666666667	0.466666666666667	0.466666666666667	0.466666666666667	6.64285714285714	5.78571428571429	6.42857142857143	6.14545924292201	1.35483870967742	1.55555555555556	1.4	1.19542462868289	0	1
"69"	"93"	"{445DC354-9BDC-E811-8FB7-74867AD5B714}"	1	0	1	22	12	1	4	3.7	15	3	4.7	15	3	4.1	17	3	3.03554192053147	12.1200000007947	15	15	9	12	1	2	1	2	6	4	1	0	2	2	1	2	0	0	0	0	0	1	0	0	2	2	2	2	1	2	2	9800	1	5	3	3	1	2	3	2	2	2	2	2	4	5	4	2	1	4	3	2	1	0	0	0	1	1	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	1	0	0	0	1	0	1	0	1	0	0	0	0	1	1	1	1	0	0	0	1	1	1	1	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	1	1	0	1	0	1	0	0	0	0	0	1	4.05405405405405	3.19148936170213	2.19512195121951	3.95316563373271	0.27027027027027	0	0	0	1.62162162162162	0.851063829787234	0.24390243902439	0	0.746192893375419	0.746192893375419	1	0.380710659936872	0.433253749898548	1	1.17002387503044	0.0566746250101453	0.366666666666667	0.366666666666667	0.366666666666667	0.366666666666667	10.0909090909091	12.8181818181818	11.1818181818182	8.27875069235855	1.48648648648649	1.17021276595745	1.52032520325203	1.46398900645501	0	1
"70"	"94"	"{4642D928-57CB-E811-914C-74867AD5B714}"	1	0	1	15	12	0	4	4.6	19	3	4.8	20	3	6.1	23	3	5.39426834664467	20.548766664664	11	11	13	10	0	0	1	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	2	1	2	1	2	1	10800	4	5	5	2	2	2	5	2	2	2	2	2	3	2	3	1	1	1	2	1	1	0	0	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	1	0	0	1	0	1	0	0	1	0	1	0	0	1	0	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	0	0	0	0	0	1	2.39130434782609	2.29166666666667	2.13114754098361	1.85381952794769	0	0	0	0	0	0	0	0	0.428571428571429	0.571428571428571	1	0.649823809237714	0.0624999999999998	0.1875	1.5625	0.558917716652919	0.466666666666667	0.466666666666667	0.466666666666667	0.466666666666667	9.85714285714286	10.2857142857143	13.0714285714286	11.5591464570957	1.92753623188406	1.94444444444444	1.75956284153005	1.77770622951575	0	1
"71"	"95"	"{46B58ADA-CFC5-E811-914C-74867AD5B714}"	1	0	1	25	12	1	3	6.1	16	2	6.3	22	3	7.5	24	3	6.10965101808025	27.0566666682561	5	7	12	10	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	2	1	1	2	2	12700	4	5	4	2	2	4	5	2	2	4	2	2	5	3	5	2	2	2	3	2	1	0	0	1	0	1	0	0	0	1	1	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	1	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	1	0	1	0	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	1	0	1	1	0	1	0	0	0	0	0	1	0.819672131147541	1.11111111111111	1.6	1.636754696857	0.163934426229508	0.158730158730159	0	0	0	0	0	0	0.213421863860146	0.640265591580437	0.782546834153867	1	0.0666666666666664	0.2	1.6	0.0731006787201665	0.366666666666667	0.366666666666667	0.366666666666667	0.366666666666667	16.6363636363636	17.1818181818182	20.4545454545455	16.6626845947643	0.961748633879781	1.28042328042328	1.17333333333333	1.62378796252062	0	1
