"","asc_ruta1","asc_ruta2","asc_rutaEC","b_tt","b_dt","b_CongAB_ruta1","b_CongCD_ruta1","b_CongAB_ruta2","b_CongCD_ruta2","b_CongAB_ruta3","b_CongCD_ruta3","b_CongAB_rutaEC","b_CongCD_rutaEC","b_Sem_0_ruta1","b_Sem_0_ruta2","b_Sem_0_ruta3","b_Sem_0_rutaEC","b_Sem_1_ruta1","b_Sem_1_ruta2","b_Sem_1_ruta3","b_Sem_1_rutaEC","b_Sem_2_ruta1","b_Sem_2_ruta2","b_Sem_2_ruta3","b_Sem_2_rutaEC","b_Sem_3_ruta1","b_Sem_3_ruta2","b_Sem_3_ruta3","b_Sem_3_rutaEC"
"asc_ruta1",1,NA,0.842553746814117,-0.090605696508225,-0.324172071209489,0.0276462050975742,-0.016608018453737,0.025036546614499,0.0488994142581644,2.52671727935473e-05,0.296544065150162,-0.0785266768679514,-0.0664106342580437,-0.488784203693137,NA,0.622153432376969,-0.213399406242199,-0.50758184773592,NA,0.784747133805337,-0.222245836043611,-0.496493764470177,NA,0.815877461237733,-0.214990911244671,-0.456337245054397,NA,0.789125103052134,-0.153491383298401
"asc_ruta2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"asc_rutaEC",0.842553746814117,NA,1,-0.257583642165677,-0.242449288255283,0.0378111809412555,0.0321046464503975,0.0176263912726519,0.0516317677039968,2.23771221394785e-05,0.292703993307796,-0.291214212375831,-0.248018864427454,-0.230136997911865,NA,0.631175576158821,-0.379186180569562,-0.208148267745782,NA,0.796105718760311,-0.417959230187117,-0.190228047408507,NA,0.834584219855865,-0.416690889484317,-0.175824125424022,NA,0.812917287093018,-0.383129631138599
"b_tt",-0.090605696508225,NA,-0.257583642165677,1,-0.338708925238689,-0.0357925618835692,-0.0980977605000785,0.0161002576087773,-0.0387795620282137,2.63338524805407e-05,0.0622388445835692,0.396673497827814,0.279605085236159,0.0974284337712831,NA,-0.0970343761980415,0.156351265690157,0.0401030385645904,NA,-0.132536275940671,0.0761337827862162,0.0439051586566705,NA,-0.154191719996726,0.0717289072511363,0.086065044131796,NA,-0.179725801022543,0.0707759620921202
"b_dt",-0.324172071209489,NA,-0.242449288255283,-0.338708925238689,1,-0.0173647320317349,-0.000531085070477869,-0.0593953184952383,-0.0639146598383921,-6.83593811216205e-06,-0.00565146947010747,-0.0700381413624733,-0.0584031912322112,0.0795183677367839,NA,-0.299622072764391,0.0221043103995678,0.127321583670284,NA,-0.335986906221581,0.0789737975325265,0.0950617176524155,NA,-0.317766923838615,0.0801016431520837,0.0606781959041874,NA,-0.295826539915319,0.0435238125598622
"b_CongAB_ruta1",0.0276462050975742,NA,0.0378111809412555,-0.0357925618835692,-0.0173647320317349,1,0.322629584591078,0.109092931663178,0.093590917431181,5.37735353815746e-05,0.0894789077309074,0.0887926285596042,0.049441923851007,-0.114333658243479,NA,0.0524251052755351,0.0582580019834834,-0.0852040505435539,NA,0.0406797653962776,-0.0199605503696044,-0.100766795027475,NA,0.0345484121471027,-0.0524279287795372,-0.0326801197454168,NA,0.0346902972589012,-0.0160279554866144
"b_CongCD_ruta1",-0.016608018453737,NA,0.0321046464503975,-0.0980977605000785,-0.000531085070477869,0.322629584591078,1,0.0497883344928497,0.145609499078782,1.0935421550657e-05,0.0819684909025902,0.051705361393741,0.0799255069887056,-0.0922573138619128,NA,0.0426541549942723,-0.00509768305625248,-0.0510871425646767,NA,0.0519143818241965,0.0316079935263954,-0.0631756740044348,NA,0.0539527507980944,0.0122377647205557,-0.052458211696051,NA,0.0518712369836522,-0.00450779094709816
"b_CongAB_ruta2",0.025036546614499,NA,0.0176263912726519,0.0161002576087773,-0.0593953184952383,0.109092931663178,0.0497883344928497,1,0.150527518496941,3.06618485573455e-05,0.0405039224589138,0.0339473139026786,0.0443909373230472,0.00226566626033024,NA,0.0352113049463546,0.0340080683301701,-0.00154118302713775,NA,0.0289898621455991,-0.00132588546709475,-0.00603726938001163,NA,0.0262710277854924,-0.00225934383532415,-0.00275619522901754,NA,0.0282113275636922,-0.00227214875119429
"b_CongCD_ruta2",0.0488994142581644,NA,0.0516317677039968,-0.0387795620282137,-0.0639146598383921,0.093590917431181,0.145609499078782,0.150527518496941,1,7.11954845965639e-06,0.061722283482234,0.0401499599300711,0.0600856065495729,-0.046015037563229,NA,0.0409813357910724,-0.0410355479551129,-0.0277160073133045,NA,0.0584961915754237,-0.024796815460242,-0.0112121967389836,NA,0.0576040632358855,-0.0131144536543745,-0.0085527578431217,NA,0.0620227305562975,-0.0124621674997047
"b_CongAB_ruta3",2.52671727935473e-05,NA,2.23771221394785e-05,2.63338524805407e-05,-6.83593811216205e-06,5.37735353815746e-05,1.0935421550657e-05,3.06618485573455e-05,7.11954845965639e-06,1,0.000107485424220766,1.60468963405305e-05,1.26707458113282e-05,1.6656756441232e-05,NA,-3.00056314813314e-05,3.05712594337967e-05,1.05344003823722e-05,NA,-3.0468369676573e-05,7.94951505007317e-06,7.79928633313919e-07,NA,2.56564656723906e-06,1.59896486149652e-06,3.70634467920682e-06,NA,1.36427165660846e-05,1.57420731630218e-07
